,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceIncome_yy,,,,,-120.42,99.97,-8.66,-82.66,129.75,6500.00,-100.00,195.34,-89.11,-29.69,,-91.63,45.45,-37.78,-49.78,-44.85,-37.04,-50.12,-86.60,52.13,-56.02,-28.46,62.67,-93.21,-100.00,219.46,1804.58,5638.27,,196.00,-98.78,-100.00,135.31,411.12,-100.00,
IncomeFinanceIncome_sy,,,,,-45.31,99.97,-17.29,66.53,-58.62,14.36,9.77,8.57,150.75,-29.69,,76.45,45.45,18.19,8.75,-27.51,-37.75,-27.13,-26.62,17.26,7.58,-8.48,-13.02,-71.91,-14.66,-14.31,-16.52,103.50,,28.04,2.58,-59.28,130.42,-42.05,16.34,
IncomeFinanceIncome_qq,,-232.97,101.44,1166.93,-184.40,99.78,3966.67,140.52,44.80,-52.48,-100.00,,-94.66,206.82,-21.48,-34.91,-7.25,31.25,-36.63,-28.52,5.88,3.99,-82.97,711.27,-69.39,69.18,-61.28,-66.14,-100.00,,130.86,2.00,-99.54,26948.76,-99.05,-100.00,,58654.18,-100.00,
IncomeFinanceIncome_sq,,3.80,-6.12,27.84,-31.87,73.03,-31.33,140.52,-56.41,99.23,0.23,,10.53,-43.72,7.44,-2.50,-14.97,5.53,-8.09,-16.17,-41.66,39.78,0.21,47.78,-34.92,41.03,-7.59,-30.39,42.04,,12.05,62.58,-43.87,69.88,-23.54,-15.92,,10.38,44.00,
IncomeFinanceCosts,4000,-4652000,1000,2116000,-1186000,459000,371000,5664000,1025000,124000,1822000,537000,6777000,5075000,9807000,7906000,-5875000,3779000,9095000,2206000,466000,950000,1101000,1009000,8403000,19098000,7662000,43964000,0,20548000,41000,80000,43000,30000,26000,54000,72000,36000,23000,2000
IncomeFinanceCosts_yy,,,,,-29750.00,109.87,37000.00,167.67,186.42,-72.98,391.11,-90.52,561.17,3992.74,438.25,1372.25,-186.69,-25.54,-7.26,-72.09,107.93,-74.87,-87.89,-54.25,1704.40,1910.92,595.59,4255.91,-100.00,7.59,-99.47,-99.82,,-99.85,-37.25,-32.19,64.81,17.56,-11.91,-96.92
IncomeFinanceCosts_sy,,,,,-16.27,109.87,277.69,134.19,9.46,88.41,-2.74,-42.50,196.87,98.13,249.56,944.32,134.46,90.44,-29.67,-72.09,-58.41,-70.90,-12.29,-26.62,223.78,67.00,10.50,-38.43,-9.07,-19.59,4.14,26.12,,-17.60,45.46,-32.19,23.25,56.20,-50.78,
IncomeFinanceCosts_qq,,-116400.00,100.02,211500.00,-156.05,138.70,-19.17,1426.68,-81.90,-87.90,1369.35,-70.53,1162.01,-25.11,93.24,-19.38,-174.31,164.32,140.67,-75.74,-78.89,103.93,15.98,-8.37,732.58,127.27,-59.88,473.80,-100.00,,-99.80,95.96,-45.83,-30.36,-15.12,111.76,31.68,-50.33,-36.40,-92.60
IncomeFinanceCosts_sq,,-119.52,100.02,38.92,81.04,26.05,100.00,-0.53,-25.64,-23.19,-12.54,-5.19,91.06,75.94,150.00,-13.80,-42.42,23.06,-25.41,-47.68,-57.44,39.44,7.99,1.02,-8.32,113.63,-39.74,-25.00,-0.41,,6.06,-41.69,-45.83,7.71,30.36,-7.54,-10.76,225.98,-27.36,-3.80
IncomeOtherIncome,,-6000,-21000,,,8167000,2430000,4505000,4054000,-678000,3206000,12826000,-2000,3410000,14618000,-2032000,6464000,9203000,8091000,15516000,7152000,6467000,20056000,-4310000,-3267000,8050000,15138000,-1713000,0,-4761000,,,,1000,,,,,,
IncomeOtherIncome_yy,,,,,,136216.67,11671.43,,,-108.30,31.93,184.71,-100.05,602.95,355.96,-115.84,323300.00,169.88,-44.65,863.59,10.65,-29.73,147.89,-127.78,-145.67,24.47,-24.52,60.26,100.00,-159.14,-100.00,100.00,,100.02,,,,-100.00,,
IncomeOtherIncome_sy,,,,,,78.59,710.04,,,-45.92,48.88,153.93,-700.00,62.00,71.60,-302.15,647.49,68.90,-36.67,199.29,56.81,-6.53,-40.23,38.36,-88.37,24.47,98.88,-19.87,40.00,-89.65,44.07,94.25,,108.85,,,,-100.00,,
IncomeOtherIncome_qq,,,-250.00,100.00,,,-70.25,85.39,-10.01,-116.72,572.86,300.06,-100.02,170600.00,328.68,-113.90,418.11,42.37,-12.09,91.78,-53.90,-9.58,210.12,-121.49,24.21,346.43,88.06,-111.31,100.00,,100.00,,,,-100.00,,,,,
IncomeOtherIncome_sq,,,-250.00,152.92,,,-59.14,-126.88,89.66,-177.67,250.36,54.34,-526.08,2661.96,100.63,-244.26,61.49,109.64,4.37,2.30,-3.37,-9.58,0.75,-90.38,-50.88,63.50,91.16,-111.31,84.90,,116.70,,,,20.95,,,,,
IncomeNetGrossProfit,439000,-5194000,-598000,-863000,-379000,7309000,2716000,-1353000,2469000,-1812000,1758000,13337000,-7061000,-3331000,4288000,-11661000,10489000,3511000,-2944000,11426000,5871000,5007000,18376000,-7205000,-12133000,-14412000,7045000,-52014000,0,-15083000,87000,21000,89000,-20454000,80000,-58000,-139000,-492000,-7000,-14000
IncomeNetGrossProfit_yy,,,,,-186.33,240.72,554.18,-56.78,751.45,-124.79,-35.27,1085.74,-385.99,-83.83,143.91,-187.43,248.55,205.40,-168.66,197.99,-44.03,42.62,724.14,-163.05,-306.65,-387.81,-61.66,-621.95,100.00,-4.66,-98.76,100.04,,-35.61,-8.04,-377.46,-256.69,97.60,-109.30,76.46
IncomeNetGrossProfit_sy,,,,,33.38,240.72,294.65,51.28,44.31,-21.46,46.52,100.77,83.00,-60.08,-22.80,-76.32,-28.38,68.99,24.73,68.54,93.87,36.71,33.98,9.52,14.45,-57.14,-10.21,-22.00,-4.09,99.57,-33.63,8.94,,7.48,1.34,1.72,17.20,-19.48,-12.39,76.46
IncomeNetGrossProfit_qq,,-1283.14,88.49,-44.31,56.08,2028.50,-62.84,-149.82,282.48,-173.39,197.02,658.65,-152.94,52.83,228.73,-371.94,189.95,-66.53,-183.86,488.09,-48.62,-14.71,266.98,-139.21,-68.40,-18.78,148.89,-838.29,100.00,,100.58,-76.13,324.41,-23208.26,100.39,-172.03,-139.67,-254.52,98.48,-82.26
IncomeNetGrossProfit_sq,,-983.30,88.49,100.92,53.94,72.76,-48.64,10.65,67.04,-50.48,114.56,12.09,-20.48,-31.79,44.01,-33.70,-0.31,35.26,-24.93,-20.86,3.02,39.53,27.66,-12.02,7.75,-42.63,113.78,-12.76,2.70,,-34.71,2.22,32.96,18.70,-21.18,-5.72,26.10,-30.36,-12.88,-17.05
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,439000,-5194000,-598000,-863000,-379000,7309000,2716000,-1353000,2469000,-1812000,1758000,13337000,-7061000,-3331000,4288000,-11661000,10489000,3511000,-2944000,11426000,5871000,5007000,18376000,-7205000,-12133000,-14412000,7045000,-52014000,0,-15083000,87000,21000,89000,-20454000,80000,-58000,-139000,-492000,-7000,-14000
IncomeBeforeTaxProfit_yy,,,,,-186.33,240.72,554.18,-56.78,751.45,-124.79,-35.27,1085.74,-385.99,-83.83,143.91,-187.43,248.55,205.40,-168.66,197.99,-44.03,42.62,724.14,-163.05,-306.65,-387.81,-61.66,-621.95,100.00,-4.66,-98.76,100.04,,-35.61,-8.04,-377.46,-256.69,97.60,-109.30,76.46
IncomeBeforeTaxProfit_sy,,,,,33.38,240.72,294.65,51.28,44.31,-21.46,46.52,100.77,83.00,-60.08,-22.80,-76.32,-28.38,68.99,24.73,68.54,93.87,36.71,33.98,9.52,14.45,-57.14,-10.21,-22.00,-4.09,99.57,-33.63,8.94,,7.48,1.34,1.72,17.20,-19.48,-12.39,76.46
IncomeBeforeTaxProfit_qq,,-1283.14,88.49,-44.31,56.08,2028.50,-62.84,-149.82,282.48,-173.39,197.02,658.65,-152.94,52.83,228.73,-371.94,189.95,-66.53,-183.86,488.09,-48.62,-14.71,266.98,-139.21,-68.40,-18.78,148.89,-838.29,100.00,,100.58,-76.13,324.41,-23208.26,100.39,-172.03,-139.67,-254.52,98.48,-82.26
IncomeBeforeTaxProfit_sq,,-983.30,88.49,100.92,53.94,72.76,-48.64,10.65,67.04,-50.48,114.56,12.09,-20.48,-31.79,44.01,-33.70,-0.31,35.26,-24.93,-20.86,3.02,39.53,27.66,-12.02,7.75,-42.63,113.78,-12.76,2.70,,-34.71,2.22,32.96,18.70,-21.18,-5.72,26.10,-30.36,-12.88,-17.05
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-924000,-4315000,-603000,-759000,-379000,6097000,2353000,-1139000,2371000,-1755000,1371000,11009000,-6401000,-3516000,3397000,-10364000,8495000,2262000,-3577000,7973000,4560000,4304000,14617000,-6264000,-9417000,-12377000,6148000,-45313000,0,-11217000,87000,18000,0,-20361000,295000,-301000,-139000,-479000,-7000,-5000
IncomeNetProfit_yy,,,,,58.98,241.30,490.22,-50.07,725.59,-128.78,-41.73,1066.55,-369.97,-100.34,147.78,-194.14,232.71,164.33,-205.29,176.93,-46.32,90.26,508.66,-178.56,-306.51,-387.58,-57.94,-623.41,100.00,9.37,-98.58,100.04,,-81.51,237.44,-1796.23,,97.65,-102.53,98.31
IncomeNetProfit_sy,,,,,46.12,241.30,245.55,47.18,36.92,-6.83,45.07,100.61,71.60,-62.11,-13.17,-69.72,-32.00,71.17,13.38,68.61,92.54,42.18,54.32,11.64,6.92,-58.25,-14.08,-17.78,-2.92,126.82,-34.82,11.16,,-21.34,17.97,-3.46,,-52.28,-12.54,88.60
IncomeNetProfit_qq,,-366.99,86.03,-25.87,50.07,1708.71,-61.41,-148.41,308.17,-174.02,178.12,702.99,-158.14,45.07,196.62,-405.09,181.97,-73.37,-258.12,322.92,-42.81,-5.62,239.62,-142.85,-50.34,-31.43,149.68,-836.99,100.00,,100.78,-79.69,-100.00,,101.45,-202.08,53.91,-245.14,98.44,31.91
IncomeNetProfit_sq,,-366.99,86.03,93.88,49.84,64.59,-47.12,4.54,69.07,-52.35,126.15,6.88,-17.69,-35.60,77.06,-28.34,-1.06,23.59,-27.27,-11.32,4.59,50.27,23.42,-25.66,5.08,-51.14,110.53,-2.76,6.46,,-25.18,-16.98,13.50,,-24.85,1.38,30.08,-47.17,35.13,-11.65
IncomeShareholderNetProfit,-924000,-4315000,-603000,-759000,-379000,6097000,2353000,-853000,613000,-240000,1661000,10518000,-4203000,-2370000,2387000,-8528000,9760000,3277000,-3971000,8953000,4392000,2988000,11894000,-6167000,-8644000,-10374000,6421000,-36353000,0,-11217000,87000,18000,0,-20361000,295000,-301000,-139000,-479000,-7000,-5000
IncomeShareholderNetProfit_yy,,,,,58.98,241.30,490.22,-12.38,261.74,-103.94,-29.41,1333.06,-785.64,-887.50,43.71,-181.08,332.22,238.27,-266.35,204.98,-55.00,-8.83,399.54,-168.88,-296.82,-447.25,-46.01,-489.50,100.00,-8.13,-98.64,100.05,,-81.51,237.44,-1796.23,,97.65,-102.53,98.31
IncomeShareholderNetProfit_sy,,,,,43.05,241.30,296.63,59.80,38.70,-7.41,44.88,102.07,71.43,-62.11,-13.98,-70.34,-32.60,71.17,20.13,68.61,92.66,34.17,54.54,16.60,6.90,-58.25,-14.12,10.08,-2.41,126.82,-34.78,6.20,,-26.02,17.94,-3.48,,-45.10,-12.54,88.69
IncomeShareholderNetProfit_qq,,-366.99,86.03,-25.87,50.07,1708.71,-61.41,-136.25,171.86,-139.15,792.08,533.23,-139.96,43.61,200.72,-457.27,214.45,-66.42,-221.17,325.46,-50.95,-31.97,298.13,-151.85,-40.17,-20.03,161.90,-666.12,100.00,,100.78,-79.69,-100.00,,101.45,-202.08,53.91,-245.14,98.44,31.91
IncomeShareholderNetProfit_sq,,-366.99,86.03,95.78,45.98,58.92,-45.10,4.54,69.07,-50.17,114.24,4.72,-17.69,-35.69,106.50,-29.75,-1.06,23.40,-26.48,-11.40,4.59,57.76,26.70,-35.45,-3.22,-45.44,109.59,-2.76,6.52,,-22.35,-19.16,13.49,,-4.54,1.38,24.58,-47.17,31.54,-11.65
BalanceNoncurrentAssets,,2484000,2350000,,,6176000,2460000,8450000,9960000,10350000,9695000,17677000,16979000,15749000,13405000,15542000,15002000,12354000,10452000,9351000,9197000,9078000,8741000,8663000,8610000,10891000,8857000,7533000,7533000,21705000,21843000,22069000,22002000,79000,37000,4739000,4686000,43000,42000,37000
BalanceNoncurrentAssets_yy,,,,,,148.63,4.68,,,67.58,294.11,109.20,70.47,52.16,38.27,-12.08,-11.64,-21.56,-22.03,-39.84,-38.70,-26.52,-16.37,-7.35,-6.38,19.97,1.33,-13.04,-12.51,99.30,146.61,192.96,192.07,-99.64,-99.83,-78.53,-78.70,-46.24,12.57,-99.21
BalanceNoncurrentAssets_sy,,,,,,5.73,-0.95,,,67.58,43.07,34.40,41.42,5.22,20.69,13.73,13.05,14.51,8.60,-3.32,-15.14,5.63,-16.37,-12.54,-2.56,-13.35,0.58,6.42,1.38,10.87,26.06,4.99,4.32,0.04,-1.50,-21.20,-16.94,-9.92,-18.28,-22.73
BalanceNoncurrentAssets_qq,,,-5.39,-100.00,,,-60.17,243.50,17.87,3.92,-6.33,82.33,-3.95,-7.24,-14.88,15.94,-3.47,-17.65,-15.39,-10.54,-1.65,-1.29,-3.71,-0.89,-0.61,26.49,-18.67,-14.95,,188.13,0.63,1.04,-0.31,-99.64,-52.75,12573.93,-1.10,-99.09,-1.05,-11.32
BalanceNoncurrentAssets_sq,,,-5.39,2.14,,,-3.12,4.35,-5.24,3.92,8.78,-0.48,-11.45,-0.18,3.35,12.35,-3.47,-1.20,-0.48,-1.77,-2.82,0.50,-4.66,-0.61,0.12,1.72,-0.22,1.08,,3.42,0.28,-0.90,-0.16,0.56,-0.24,0.10,-0.40,-5.20,-4.70,-0.37
BalanceIntangibleAssets,,32000,8000,,,9000,8000,6000,6000,3000,2000,4000,3000,2000,2000,15000,13000,12000,10000,8000,7000,5000,2000,0,0,0,0,,,,,,,,,,,,,
BalanceIntangibleAssets_yy,,,,,,-71.88,,,,-66.67,-75.00,-33.33,-50.00,-33.33,,275.00,333.33,500.00,413.60,-43.98,-44.25,-62.12,-77.45,-95.79,-95.12,-94.32,-88.86,-100.00,-100.00,-100.00,-100.00,,,,,,,,,
BalanceIntangibleAssets_sy,,,,,,-1.77,,,,25.17,49.80,30.76,66.10,0.75,,13.89,258.90,35.23,29.13,-43.98,0.75,-44.21,-14.67,-7.77,-10.39,-40.00,-30.79,-15.90,-13.41,0.10,-1.12,,,,,,,,,
BalanceIntangibleAssets_qq,,,-75.00,-100.00,,,-11.11,-25.00,,-50.00,-33.33,100.00,-25.00,-33.33,,650.00,-13.33,-7.69,-14.40,-18.20,-13.75,-37.28,-49.05,-84.72,,-27.12,,-100.00,,,,,,,,,,,,
