,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_qq,,273.32,-89.78,1200.00,-119.61,286.19,-68.84,-604.76,126.23,112.23,119.66,-88.89,936.11,-104.69,714.29,531.16,-139.72,75.70,82.44,2200.00,-140.17,171.65,-12.23,666.39,-97.33,836.00,152.56,-100.51,-1500.00,-435.42,137.35,38.54,93.23,-118.68,1014.58,146.24,-89.36,-112.17,121.43,13800.00,-45.08,-77.29,1567.31,-61.13,-1.78,-261.33,261.24,-57.61,-28.77,-489.23
IncomeGrossProfit_sq,,-18.16,14.22,48.53,-49.27,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,12000,27000,8000,55000,5000,35000,7000,189000,17000,54000,0,140000,77000,79000,135000,13000,571000,220000,79000,220000,187000,102000,63000,221000,98000,222000,103000,748000,185000,83000,180000,159000,131000,246000,78000,220000,219000,131000,71000,366000,43000,154000,189000,126000,108000,229000,104000,201000,161000,238000
IncomeOtherOperatingIncome_yy,,,,,-58.33,29.63,-12.50,243.64,240.00,54.29,-100.00,-25.93,352.94,46.30,,-90.71,641.56,178.48,-41.48,1592.31,-67.25,-53.64,-20.25,0.45,-47.59,117.65,63.49,238.46,88.78,-62.61,74.76,-78.74,-29.19,196.39,-56.67,38.36,67.18,-46.75,-8.97,66.36,-80.37,17.56,166.20,-65.57,151.16,48.70,-44.97,59.52,49.07,3.93
IncomeOtherOperatingIncome_sy,,,,,,29.63,-50.75,-15.84,20.50,41.73,96.10,94.47,165.44,77.68,,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
IncomeOtherOperatingIncome_qq,,125.00,-70.37,587.50,-90.91,600.00,-80.00,2600.00,-91.01,217.65,-100.00,,-45.00,2.60,70.89,-90.37,4292.31,-61.47,-64.09,178.48,-15.00,-45.45,-38.24,250.79,-55.66,126.53,-53.60,626.21,-75.27,-55.14,116.87,-11.67,-17.61,87.79,-68.29,182.05,-0.45,-40.18,-45.80,415.49,-88.25,258.14,22.73,-33.33,-14.29,112.04,-54.59,93.27,-19.90,47.83
IncomeOtherOperatingIncome_sq,,33.03,-31.25,236.36,-53.29,63.89,-16.67,168.75,-64.20,164.58,-12.68,,-31.22,28.36,-10.45,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,6000,7000,7000,58000,5000,22000,14000,717000,8000,65000,100000,67000,231000,76000,124000,382000,183000,374000,90000,762000,101000,189000,48000,643000,94000,82000,282000,513000,140000,57000,173000,739000,79000,116000,95000,527000,136000,134000,42000,391000,61000,136000,196000,341000,49000,155000,88000,3339000,48000,106000
IncomeOtherOperatingCosts_yy,,,,,-16.67,214.29,100.00,1136.21,60.00,195.45,614.29,-90.66,2787.50,16.92,24.00,470.15,-20.78,392.11,-27.42,99.48,-44.81,-49.47,-46.67,-15.62,-6.93,-56.61,487.50,-20.22,48.94,-30.49,-38.65,44.05,-43.57,103.51,-45.09,-28.69,72.15,15.52,-55.79,-25.81,-55.15,1.49,366.67,-12.79,-19.67,13.97,-55.10,879.18,-2.04,-31.61
IncomeOtherOperatingCosts_sy,,,,,-39.37,13.66,-23.08,36.41,4.55,167.65,10.91,38.80,42.55,26.96,-11.20,27.81,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,16.67,,728.57,-91.38,340.00,-36.36,5021.43,-98.88,712.50,53.85,-33.00,244.78,-67.10,63.16,208.06,-52.09,104.37,-75.94,746.67,-86.75,87.13,-74.60,1239.58,-85.38,-12.77,243.90,81.91,-72.71,-59.29,203.51,327.17,-89.31,46.84,-18.10,454.74,-74.19,-1.47,-68.66,830.95,-84.40,122.95,44.12,73.98,-85.63,216.33,-43.23,3694.32,-98.56,120.83
IncomeOtherOperatingCosts_sq,,98.91,,292.31,-71.88,148.43,-41.24,231.61,-83.92,278.26,-42.24,281.61,-76.67,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,-395000,715000,72000,920000,-181000,350000,98000,-1058000,148000,284000,548000,145000,592000,-32000,226000,988000,-151000,-285000,-34000,-59000,-108000,52000,137000,513000,29000,374000,412000,232000,-3000,-231000,103000,-447000,309000,82000,422000,774000,198000,-17000,32000,392000,211000,70000,860000,122000,390000,-460000,877000,-2773000,373000,-880000
IncomeEBIT_yy,,,,,54.18,-51.05,36.11,-215.00,181.77,-18.86,459.18,113.71,300.00,-111.27,-58.76,581.38,-125.51,-790.62,-115.04,-105.97,28.48,118.25,502.94,969.49,126.85,619.23,200.73,-54.78,-110.34,-161.76,-75.00,-292.67,10400.00,135.50,309.71,273.15,-35.92,-120.73,-92.42,-49.35,6.57,511.76,2587.50,-68.88,84.83,-757.14,1.98,-2372.95,-4.36,-91.30
IncomeEBIT_sy,,,,,23.82,-1.39,-41.20,41.35,13.01,0.77,-14.49,0.79,-31.11,-114.72,-38.55,-13.70,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,281.01,-89.93,1177.78,-119.67,293.37,-72.00,-1179.59,113.99,91.89,92.96,-73.54,308.28,-105.41,806.25,337.17,-115.28,-88.74,88.07,-73.53,-83.05,148.15,163.46,274.45,-94.35,1189.66,10.16,-43.69,-101.29,-7600.00,144.59,-533.98,169.13,-73.46,414.63,83.41,-74.42,-108.59,288.24,1125.00,-46.17,-66.82,1128.57,-85.81,219.67,-217.95,290.65,-416.19,113.45,-335.92
IncomeEBIT_sq,,5.88,44.38,50.27,-49.27,11.04,-3.28,96.70,-32.35,14.94,-19.98,144.78,-84.98,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,16000,10000,5000,187000,112000,77000,36000,98000,52000,60000,190000,122000,80000,159000,237000,132000,142000,242000,145000,130000,184000,162000,195000,153000,210000,98000,114000,15000,4000,13000,8000,-3000,7000,10000,6000,20000,46000,-14000,80000,13000,75000,5000,-1000,4000,39000,-37000,1000,15000,5000,28000
IncomeFinanceIncome_yy,,,,,600.00,670.00,620.00,-47.59,-53.57,-22.08,427.78,24.49,53.85,165.00,24.74,8.20,77.50,52.20,-38.82,-1.52,29.58,-33.06,34.48,17.69,14.13,-39.51,-41.54,-90.20,-98.10,-86.73,-92.98,-120.00,75.00,-23.08,-25.00,766.67,557.14,-240.00,1233.33,-35.00,63.04,135.71,-101.25,-69.23,-48.00,-840.00,200.00,275.00,-87.18,175.68
IncomeFinanceIncome_sy,,,,,0.79,108.41,8.13,72.76,69.85,144.41,132.21,60.16,57.06,-45.93,-13.61,-57.56,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-37.50,-50.00,3640.00,-40.11,-31.25,-53.25,172.22,-46.94,15.38,216.67,-35.79,-34.43,98.75,49.06,-44.30,7.58,70.42,-40.08,-10.34,41.54,-11.96,20.37,-21.54,37.25,-53.33,16.33,-86.84,-73.33,225.00,-38.46,-137.50,333.33,42.86,-40.00,233.33,130.00,-130.43,671.43,-83.75,476.92,-93.33,-120.00,500.00,875.00,-194.87,102.70,1400.00,-66.67,460.00
IncomeFinanceIncome_sq,,-35.10,76.76,33.32,-13.64,9.21,14.11,67.24,6.05,22.62,-20.41,1.29,-7.96,-23.76,0.16,5.41,36.48,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,6000,21000,-10000,0,36000,3000,24000,42000,15000,28000,273000,169000,192000,69000,440000,63000,122000,4000,45000,48000,42000,27000,129000,78000,110000,75000,57000,54000,59000,55000,38000,56000,29000,71000,77000,15000,53000,31000,41000,141000,91000,66000,26000,42000,36000,364000,93000,-215000,60000,41000
IncomeFinanceCosts_yy,,,,,500.00,-85.71,340.00,,-58.33,833.33,1037.50,302.38,1180.00,146.43,61.17,-62.72,-36.46,-94.20,-89.77,-23.81,-65.57,575.00,186.67,62.50,161.90,177.78,-55.81,-30.77,-46.36,-26.67,-33.33,3.70,-50.85,29.09,102.63,-73.21,82.76,-56.34,-46.75,840.00,71.70,112.90,-36.59,-70.21,-60.44,451.52,257.69,-611.90,66.67,-88.74
IncomeFinanceCosts_sy,,,,,75.17,-8.66,179.67,,16.17,131.71,29.75,88.17,128.95,-86.67,13.68,-63.79,-56.04,58.41,26.78,82.08,-1.10,-48.31,33.33,36.41,3.23,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,250.00,-147.62,100.00,,-91.67,700.00,75.00,-64.29,86.67,875.00,-38.10,13.61,-64.06,537.68,-85.68,93.65,-96.72,1025.00,6.67,-12.50,-35.71,377.78,-39.53,41.03,-31.82,-24.00,-5.26,9.26,-6.78,-30.91,47.37,-48.21,144.83,8.45,-80.52,253.33,-41.51,32.26,243.90,-35.46,-27.47,-60.61,61.54,-14.29,911.11,-74.45,-331.18,127.91,-31.67
IncomeFinanceCosts_sq,,64.22,-30.34,100.00,,11.49,35.70,59.68,3.28,80.84,22.36,88.60,-33.81,-64.18,60.46,9.34,15.66,41.26,-35.59,10.00,-12.50,27.36,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,0,0,0,0,-10000,-5000,-5000,-13000,-14000,-19000,,,-293000,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.00,-280.00,100.00,100.00,-1992.86,100.00,,,100.00,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,34.01,38.24,-100.00,-100.00,-100.00,,,96.55,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,50.00,,-160.00,-7.69,-35.71,100.00,,,100.00,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-19.40,-7.69,4.52,14.03,,,-19.58,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-385000,704000,87000,1107000,-105000,424000,110000,-1002000,185000,316000,465000,98000,480000,58000,23000,1057000,-131000,-47000,66000,23000,34000,187000,203000,578000,124000,392000,456000,179000,-77000,-254000,73000,-799000,287000,21000,351000,779000,191000,-62000,71000,264000,195000,9000,833000,84000,393000,-861000,785000,-2543000,318000,-893000
IncomeNetGrossProfit_yy,,,,,72.73,-39.77,26.44,-190.51,276.19,-25.47,322.73,109.78,159.46,-81.65,-95.05,978.57,-127.29,-181.03,186.96,-97.82,125.95,497.87,207.58,2413.04,264.71,109.63,124.63,-69.03,-162.10,-164.80,-83.99,-546.37,472.73,108.27,380.82,197.50,-33.45,-395.24,-79.77,-66.11,2.09,114.52,1073.24,-68.18,101.54,-9666.67,-5.76,-3127.38,-19.08,-3.72
IncomeNetGrossProfit_sy,,,,,27.95,9.68,-18.16,59.31,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-12.70,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,282.86,-87.64,1172.41,-109.49,503.81,-74.06,-1010.91,118.46,70.81,47.15,-78.92,389.80,-87.92,-60.34,4495.65,-112.39,64.12,240.43,-65.15,47.83,450.00,8.56,184.73,-78.55,216.13,16.33,-60.75,-143.02,-229.87,128.74,-1194.52,135.92,-92.68,1571.43,121.94,-75.48,-132.46,214.52,271.83,-26.14,-95.38,9155.56,-89.92,367.86,-319.08,191.17,-423.95,112.50,-380.82
IncomeNetGrossProfit_sq,,-5.21,46.10,41.24,-42.32,-16.24,-0.11,190.12,-29.37,44.92,-21.39,138.69,-83.00,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-385000,704000,87000,1107000,-105000,424000,110000,-1002000,185000,316000,465000,98000,480000,58000,23000,1057000,-131000,-47000,66000,23000,34000,187000,203000,578000,124000,392000,456000,179000,-77000,-254000,73000,-799000,287000,21000,351000,779000,191000,-62000,71000,264000,195000,9000,833000,84000,393000,-861000,785000,-2543000,318000,-893000
IncomeBeforeTaxProfit_yy,,,,,72.73,-39.77,26.44,-190.51,276.19,-25.47,322.73,109.78,159.46,-81.65,-95.05,978.57,-127.29,-181.03,186.96,-97.82,125.95,497.87,207.58,2413.04,264.71,109.63,124.63,-69.03,-162.10,-164.80,-83.99,-546.37,472.73,108.27,380.82,197.50,-33.45,-395.24,-79.77,-66.11,2.09,114.52,1073.24,-68.18,101.54,-9666.67,-5.76,-3127.38,-19.08,-3.72
