,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,18441000,21940000,28078000,29770000,24591000,26566000,23193000,30273000,34671000,26088000,20028000,4984000,14318000,20696000,21380000,10039000,9621000,2205000,-7289000,2779000,6849000,10940000,7771000,-12625000,-29599000,-18209000,-13859000,-7528000,1938000,707000,787000,1858000,4052000,3165000
IncomeGrossProfit_yy,,,,,33.35,21.08,-17.40,1.69,40.99,-1.80,-13.65,-83.54,-58.70,-20.67,6.75,101.42,-32.80,-89.35,-134.09,-72.32,-28.81,396.15,206.61,-554.30,-532.17,-266.44,-278.34,40.37,106.55,103.88,105.68,124.68,109.08,347.67
IncomeGrossProfit_sy,,,,,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,18.97,27.98,6.03,-17.40,8.03,-12.70,30.53,14.53,-24.76,-23.23,-75.11,187.28,44.55,3.30,-53.04,-4.16,-77.08,-430.57,138.13,146.46,59.73,-28.97,-262.46,-134.45,38.48,23.89,45.68,125.74,-63.52,11.32,136.09,118.08,-21.89
IncomeGrossProfit_sq,,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,125000,145000,296000,731000,1127000,2786000,5487000,879000,1899000,4108000,1911000,-92701000,1805000,1830000,1836000,6265000,1478000,2555000,9039000,1285000,2873000,2865000,3352000,822000,1971000,1870000,1340000,1407000,1958000,1198000,1266000,290000,425000,1037000
IncomeOtherOperatingIncome_yy,,,,,801.60,1821.38,1753.72,20.25,68.50,47.45,-65.17,-10646.19,-4.95,-55.45,-3.92,106.76,-18.12,39.62,392.32,-79.49,94.38,12.13,-62.92,-36.03,-31.40,-34.73,-60.02,71.17,-0.66,-35.94,-5.52,-79.39,-78.29,-13.44
IncomeOtherOperatingIncome_sy,,,,,-18.76,6.25,-35.42,-5.39,-2.68,47.45,-19.67,-35.21,-9.42,-42.90,-6.84,34.72,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,-52.63,12.22,-25.74
IncomeOtherOperatingIncome_qq,,16.00,104.14,146.96,54.17,147.20,96.95,-83.98,116.04,116.32,-53.48,-4950.92,101.95,1.39,0.33,241.23,-76.41,72.87,253.78,-85.78,123.58,-0.28,17.00,-75.48,139.78,-5.12,-28.34,5.00,39.16,-38.82,5.68,-77.09,46.55,144.00
IncomeOtherOperatingIncome_sq,,-50.09,44.07,98.24,-29.25,19.92,16.81,32.79,-24.41,35.58,-15.20,8.48,-33.33,0.70,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,-11.48,101.93,-29.46,23.26,-75.00,157.14,-33.42,-2.16,-22.32,106.12,-29.55,54.75
IncomeOtherOperatingCosts,279000,215000,23000,1570000,881000,3235000,926000,1458000,916000,1143000,1678000,8885000,1128000,2220000,2062000,1792000,3064000,3403000,2324000,12027000,3030000,3047000,3340000,2957000,2400000,15199000,2615000,70234000,2519000,2098000,15905000,17811000,1636000,2202000
IncomeOtherOperatingCosts_yy,,,,,215.77,1404.65,3926.09,-7.13,3.97,-64.67,81.21,509.40,23.14,94.23,22.88,-79.83,171.63,53.29,12.71,571.15,-1.11,-10.46,43.72,-75.41,-20.79,398.82,-21.71,2275.18,4.96,-86.20,508.22,-74.64,-35.05,4.96
IncomeOtherOperatingCosts_sy,,,,,-77.57,56.29,30.20,29.91,128.97,34.38,3.12,-58.73,-54.17,-3.95,12.72,27.37,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,9.55,-10.75,-5.07,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,-22.94,-89.30,6726.09,-43.89,267.20,-71.38,57.45,-37.17,24.78,46.81,429.50,-87.30,96.81,-7.12,-13.09,70.98,11.06,-31.71,417.51,-74.81,0.56,9.62,-11.47,-18.84,533.29,-82.79,2585.81,-96.41,-16.71,658.10,11.98,-90.81,34.60
IncomeOtherOperatingCosts_sq,,-26.65,-15.00,118.58,-53.97,266.94,-47.62,166.67,-55.04,15.19,-23.33,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,38.91,-56.56,26.89,12.61,1.28,-48.28,0.35,-50.00,54.50,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,18287000,21870000,28351000,28931000,24837000,26117000,27754000,29694000,35654000,29053000,20261000,-96602000,14995000,20306000,21154000,14512000,8035000,1357000,-574000,-7963000,6692000,10758000,7783000,-14760000,-30028000,-31538000,-15134000,-76355000,1377000,-193000,-13852000,-15663000,2841000,2000000
IncomeEBIT_yy,,,,,35.82,19.42,-2.11,2.64,43.55,11.24,-27.00,-425.32,-57.94,-30.11,4.41,115.02,-46.42,-93.32,-102.71,-154.87,-16.71,692.78,1455.92,-85.36,-548.71,-393.16,-294.45,-417.31,104.59,99.39,8.47,79.49,106.32,1136.27
IncomeEBIT_sy,,,,,36.14,48.30,15.67,-17.19,-18.38,35.66,5.95,69.72,26.20,15.16,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,19.59,29.63,2.05,-14.15,5.15,6.27,6.99,20.07,-18.51,-30.26,-576.79,115.52,35.42,4.18,-31.40,-44.63,-83.11,-142.30,-1287.28,184.04,60.76,-27.65,-289.64,-103.44,-5.03,52.01,-404.53,101.80,-114.02,-7077.20,-13.07,118.14,-29.60
IncomeEBIT_sq,,-1.17,29.10,-36.45,30.04,-10.44,15.49,-28.14,39.90,-2.44,13.76,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,357000,262000,149000,114000,321000,1583000,2157000,1709000,3125000,-2379000,735000,114336000,258000,417000,120000,197000,74000,240000,205000,301000,521000,430000,126000,-112000,36000,60000,6121000,-6017000,684000,6648000,30898000,-12502000,67000,25000
IncomeFinanceIncome_yy,,,,,-10.08,504.20,1347.65,1399.12,873.52,-250.28,-65.92,6590.23,-91.74,117.53,-83.67,-99.83,-71.32,-42.45,70.83,52.79,604.05,79.17,-38.54,-137.21,-93.09,-86.05,4757.94,-5272.32,1800.00,10980.00,404.79,-107.78,-90.20,-99.62
IncomeFinanceIncome_sy,,,,,103.94,207.55,84.87,21.10,10.20,41.26,-21.18,100.75,-6.59,-19.09,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,-26.61,-43.13,-23.49,181.58,393.15,36.26,-20.77,82.86,-176.13,130.90,15455.92,-99.77,61.63,-71.22,64.17,-62.44,224.32,-14.58,46.83,73.09,-17.47,-70.70,-188.89,132.14,66.67,10101.67,-198.30,111.37,871.93,364.77,-140.46,100.54,-62.69
IncomeFinanceIncome_sq,,-15.90,47.83,32.65,3.00,18.01,-15.54,-34.13,53.19,-1.34,-29.16,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,110000,118000,167000,1526000,42000,118000,149000,3087000,3928000,1281000,1842000,1531000,1884000,1912000,2542000,2353000,1957000,2168000,1894000,3436000,2261000,2594000,2403000,2020000,1872000,2300000,2294000,2117000,2056000,1969000,20790000,-16151000,1896000,1962000
IncomeFinanceCosts_yy,,,,,-61.82,,-10.78,102.29,9252.38,985.59,1136.24,-50.40,-52.04,49.26,38.00,53.69,3.87,13.39,-25.49,46.03,15.53,19.65,26.87,-41.21,-17.20,-11.33,-4.54,4.80,9.83,-14.39,806.28,-862.92,-7.78,-0.36
IncomeFinanceCosts_sy,,,,,36.95,,100.57,102.29,45.99,78.23,0.94,21.96,,-6.40,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,7.27,41.53,813.77,-97.25,180.95,26.27,1971.81,27.24,-67.39,43.79,-16.88,23.06,1.49,32.95,-7.44,-16.83,10.78,-12.64,81.41,-34.20,14.73,-7.36,-15.94,-7.33,22.86,-0.26,-7.72,-2.88,-4.23,955.87,-177.69,111.74,3.48
IncomeFinanceCosts_sq,,4.49,14.21,45.45,51.15,21.42,1.53,14.57,9.21,-2.94,-0.27,14.09,2.36,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,,,,0,,,,0,,,,,1461000,1117000,,,,,,40748000,4320000,2535000,5211000,3699000,2957000,1814000,1582000,117970000,4105000,8518000,5735000,-695000,3443000,3770000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,,,-90.92,-31.55,-28.44,-69.64,3089.24,38.82,369.57,262.52,-100.59,-16.13,-55.74
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,-100.00,96.90,,,,,,-90.92,-17.97,58.91,-69.64,100.00,-30.59,100.00,207.69,29.88,40.92,-135.14
IncomeOtherIncome_qq,,,,,,,,,,,,,,-23.55,-100.00,,,,,,-89.40,-41.32,105.56,-29.02,-20.06,-38.65,-12.79,7357.02,-96.52,107.50,-32.67,-112.12,595.40,9.50
IncomeOtherIncome_sq,,,,,,,,,,,,,,-26.57,-10.51,,,,,,-18.68,-41.32,102.78,-100.00,42.33,-71.64,-12.79,48.08,100.00,98.20,-61.82,-60.58,98.26,9.50
IncomeNetGrossProfit,18534000,22014000,28333000,27519000,25116000,27582000,29762000,28316000,34851000,25393000,19154000,16203000,14830000,19928000,16154000,12356000,6152000,-571000,-2263000,29650000,9272000,11129000,10717000,-13193000,-28907000,-31964000,-9725000,33481000,4110000,13004000,1991000,-12709000,4455000,3833000
IncomeNetGrossProfit_yy,,,,,35.51,25.29,5.04,2.90,38.76,-7.94,-35.64,-42.78,-57.45,-21.52,-15.66,-23.74,-58.52,-102.87,-114.01,139.96,50.72,2049.04,573.57,-144.50,-411.77,-387.21,-190.74,353.78,114.22,140.68,120.47,-137.96,8.39,-70.52
IncomeNetGrossProfit_sy,,,,,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,18.78,28.70,-2.87,-8.73,9.82,7.90,-4.86,23.08,-27.14,-24.57,-15.41,-8.47,34.38,-18.94,-23.51,-50.21,-109.28,-296.32,1410.21,-68.73,20.03,-3.70,-223.10,-119.11,-10.58,69.58,444.28,-87.72,216.40,-84.69,-738.32,135.05,-13.96
IncomeNetGrossProfit_sq,,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,18534000,22014000,28333000,27519000,25116000,27582000,29762000,28316000,34851000,25393000,19154000,16203000,14830000,19928000,16154000,12356000,6152000,-571000,-2263000,29650000,9272000,11129000,10717000,-13193000,-28907000,-31964000,-9725000,33481000,4110000,13004000,1991000,-12709000,4455000,3833000
IncomeBeforeTaxProfit_yy,,,,,35.51,25.29,5.04,2.90,38.76,-7.94,-35.64,-42.78,-57.45,-21.52,-15.66,-23.74,-58.52,-102.87,-114.01,139.96,50.72,2049.04,573.57,-144.50,-411.77,-387.21,-190.74,353.78,114.22,140.68,120.47,-137.96,8.39,-70.52
IncomeBeforeTaxProfit_sy,,,,,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,18.78,28.70,-2.87,-8.73,9.82,7.90,-4.86,23.08,-27.14,-24.57,-15.41,-8.47,34.38,-18.94,-23.51,-50.21,-109.28,-296.32,1410.21,-68.73,20.03,-3.70,-223.10,-119.11,-10.58,69.58,444.28,-87.72,216.40,-84.69,-738.32,135.05,-13.96
IncomeBeforeTaxProfit_sq,,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,17729000,4965000,4650000,4499000,3947000,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.74,-100.00,-100.00,-100.00,-100.00,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.17,-100.00,100.00,97.96,-99.99,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,-72.00,-6.34,-3.25,-12.27,-100.00,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,28.42,-62.40,63.70,70.63,-100.00,,,,,
IncomeNetProfit,14988000,17678000,22812000,22083000,20251000,22196000,23150000,24516000,30338000,25524000,20150000,47203000,12134000,16156000,16428000,12085000,6755000,2582000,2608000,16943000,7965000,9364000,9242000,7486000,-17739000,-22533000,-3540000,24635000,3397000,-9381000,1936000,-14125000,4025000,3522000
IncomeNetProfit_yy,,,,,35.11,25.56,1.48,11.02,49.81,14.99,-12.96,92.54,-60.00,-36.70,-18.47,-74.40,-44.33,-84.02,-84.12,40.20,17.91,262.66,254.37,-55.82,-322.71,-340.63,-138.30,229.08,119.15,58.37,154.69,-157.34,18.49,137.54
IncomeNetProfit_sy,,,,,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,17.95,29.04,-3.20,-8.30,9.60,4.30,5.90,23.75,-15.87,-21.05,134.26,-74.29,33.15,1.68,-26.44,-44.10,-61.78,1.01,549.65,-52.99,17.56,-1.30,-19.00,-336.96,-27.03,84.29,795.90,-86.21,-376.16,120.64,-829.60,128.50,-12.50
IncomeNetProfit_sq,,-10.16,43.89,-15.71,-15.74,9.19,-7.46,-22.31,99.32,-43.51,20.68,1.96,1.36,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,14988000,17678000,22812000,22083000,20251000,22196000,23150000,24516000,30338000,25524000,20150000,47203000,12134000,16156000,16256000,11640000,6238000,1857000,1601000,15583000,6530000,8022000,8022000,6353000,-18918000,-23638000,-4608000,23223000,3397000,-9381000,1936000,-14125000,4025000,3522000
IncomeShareholderNetProfit_yy,,,,,35.11,25.56,1.48,11.02,49.81,14.99,-12.96,92.54,-60.00,-36.70,-19.33,-75.34,-48.59,-88.51,-90.15,33.87,4.68,331.99,401.06,-59.23,-389.71,-394.66,-157.44,265.54,117.96,60.31,142.01,-160.82,18.49,137.54
IncomeShareholderNetProfit_sy,,,,,33.88,102.83,-5.05,-6.86,54.82,-3.33,21.73,24.98,-22.78,19.89,33.28,47.32,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,17.95,29.04,-3.20,-8.30,9.60,4.30,5.90,23.75,-15.87,-21.05,134.26,-74.29,33.15,0.62,-28.40,-46.41,-70.23,-13.79,873.33,-58.10,22.85,,-20.81,-397.78,-24.95,80.51,603.97,-85.37,-376.16,120.64,-829.60,128.50,-12.50
IncomeShareholderNetProfit_sq,,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,,,,18406000,,,,420930000,443944000,458835000,,414271000,425971000,434525000,447871000,459873000,464010000,472012000,478092000,504101000,502419000,513694000,520756000,524951000,519853000,496239000,489702000,550966000,547575000,551291000,557953000,553816000,560927000,565796000
BalanceNoncurrentAssets_yy,,,,,,,,2186.92,,,,-1.58,-4.05,-5.30,,11.01,8.93,8.63,6.75,9.62,8.28,8.83,8.92,4.14,3.47,-3.40,-5.96,4.96,5.33,11.09,13.94,0.52,2.44,2.63
BalanceNoncurrentAssets_sy,,,,,,,,1.36,,,,8.53,10.72,17.37,,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,,,,-100.00,,,,5.47,3.35,-100.00,,2.82,2.01,3.07,2.68,0.90,1.72,1.29,5.44,-0.33,2.24,1.37,0.81,-0.97,-4.54,-1.32,12.51,-0.62,0.68,1.21,-0.74,1.28,0.87
BalanceNoncurrentAssets_sq,,,,,-1.06,,,,5.91,3.35,-0.61,,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,,,,2888000,,,,367713000,367659000,367915000,,292819000,299820000,306373000,317959000,331161000,339533000,346871000,352087000,358565000,362167000,365770000,368720000,371454000,371656000,315842000,305926000,281313000,281994000,282245000,307478000,284412000,284384000,284030000
BalanceIntangibleAssets_yy,,,,,,,,12632.44,,,,-20.37,-18.45,-16.73,,13.09,13.25,13.22,10.73,8.28,6.67,5.45,4.72,3.59,2.62,-13.65,-17.03,-24.27,-24.12,-10.64,0.51,1.10,0.85,0.63
BalanceIntangibleAssets_sy,,,,,,,,2.83,,,,-2.00,-1.44,-1.11,,0.70,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,-0.18,-0.33
BalanceIntangibleAssets_qq,,,,,-100.00,,,,-0.01,0.07,-100.00,,2.39,2.19,3.78,4.15,2.53,2.16,1.50,1.84,1.00,0.99,0.81,0.74,0.05,-15.02,-3.14,-8.05,0.24,0.09,8.94,-7.50,-0.01,-0.12
BalanceIntangibleAssets_sq,,,,,-3.12,,,,-2.08,-0.87,-0.76,,-0.62,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,-1.50,-0.04,0.98,-0.04,-0.10,-3.07
BalanceProperty,,,,11231000,,,,37159000,40135000,48968000,,35745000,38304000,38732000,37886000,36559000,35386000,33878000,31126000,28166000,25599000,22980000,21645000,20343000,18790000,17560000,17354000,13402000,12966000,13149000,12607000,12472000,12243000,12298000
BalanceProperty_yy,,,,,,,,230.86,,,,-3.81,-4.56,-20.90,,2.28,-7.62,-12.53,-17.84,-22.96,-27.66,-32.17,-30.46,-27.77,-26.60,-23.59,-19.82,-34.12,-31.00,-25.12,-27.35,-6.94,-5.58,-6.47
BalanceProperty_sy,,,,,,,,0.12,,,,-2.16,-1.71,2.10,,14.02,-0.50,5.90,-2.82,-2.53,-2.78,-2.77,-2.96,-1.51,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66,-1.95
BalanceProperty_qq,,,,,-100.00,,,,8.01,22.01,-100.00,,7.16,1.12,-2.18,-3.50,-3.21,-4.26,-8.12,-9.51,-9.11,-10.23,-5.81,-6.02,-7.63,-6.55,-1.17,-22.77,-3.25,1.41,-4.12,-1.07,-1.84,0.45
BalanceProperty_sq,,,,,-0.88,,,,-0.12,-1.04,-0.90,,-1.66,0.35,-0.47,0.27,-0.51,-0.11,-0.65,-0.76,-1.15,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96,-0.06
BalanceNoncurrentReceivables,,,,1575000,,,,2459000,3237000,6658000,,3619000,3667000,5308000,5528000,4052000,4255000,4314000,4304000,2957000,2851000,3160000,3026000,1626000,778000,1776000,2187000,1126000,1234000,1531000,1682000,1458000,1330000,5699000
BalanceNoncurrentReceivables_yy,,,,,,,,56.13,,,,47.17,13.28,-20.28,,11.96,16.03,-18.73,-22.14,-27.02,-33.00,-26.75,-29.69,-45.01,-72.71,-43.80,-27.73,-30.75,58.61,-13.80,-23.09,29.48,7.78,272.24
BalanceNoncurrentReceivables_sy,,,,,,,,-7.42,,,,1.88,-46.16,-20.28,,1.68,-2.34,-11.21,-10.12,-56.91,-16.50,-26.75,-18.03,,,0.20,5.70,-26.18,4.99,-4.26,-4.36,-5.58,,-1.26
BalanceNoncurrentReceivables_qq,,,,,-100.00,,,,31.64,105.68,-100.00,,1.33,44.75,4.14,-26.70,5.01,1.39,-0.23,-31.30,-3.58,10.84,-4.24,-46.27,-52.15,128.28,23.14,-48.51,9.59,24.07,9.86,-13.32,-8.78,328.50
BalanceNoncurrentReceivables_sq,,,,,-5.39,,,,,,-8.55,,,2.14,,-0.07,,0.79,0.21,,-0.20,0.70,,-19.60,,2.42,0.57,-4.17,,,,-0.58,,0.28
BalanceNoncurrInvestments,,,,0,,,,11516000,28526000,33684000,,55254000,56715000,57832000,59034000,60413000,62663000,65864000,69948000,86026000,89904000,92440000,97651000,101350000,104307000,127111000,128690000,227498000,224457000,238923000,220512000,240209000,247584000,248908000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,379.80,98.82,71.69,,9.34,10.49,13.89,18.49,42.40,43.47,40.35,39.61,17.81,16.02,37.51,31.79,124.47,115.19,87.96,71.35,5.59,10.30,4.18
BalanceNoncurrInvestments_sy,,,,,,,,,,,,-10.54,25.60,18.25,,14.66,7.60,5.09,3.69,16.94,4.02,25.24,9.42,-3.30,3.20,,-2.08,-19.64,-9.05,-6.96,-0.99,,9.88,
