,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,1218000,1576000,1518000,1489000,1593000,1468000,2006000,1610000,1964000,1525000,1706000,1607000,1921000,1657000,1789000,1890000,1841000,1425000,2468000,1766000,2274000,2190000,3405000,2369000,2449000,2274000,2391000,2444000,3228000,2816000,3214000,2878000,3460000
IncomeDistributionExpenses_yy,,,24.63,,,-6.85,32.15,8.13,23.29,3.88,-14.96,-0.19,-2.19,8.66,4.87,17.61,-4.16,-14.00,37.95,-6.56,23.52,53.68,37.97,34.14,7.70,3.84,-29.78,3.17,31.81,23.83,34.42,17.76,7.19
IncomeDistributionExpenses_sy,,,18.87,,,11.18,17.48,17.50,9.87,-4.76,-34.71,-11.60,-11.91,3.44,-3.02,-2.34,-18.11,-10.13,-7.39,4.88,24.75,5.43,12.92,5.04,-16.92,3.84,9.33,-2.35,19.68,22.84,10.30,-5.88,
IncomeDistributionExpenses_qq,,,-3.68,-1.91,6.98,-7.85,36.65,-19.74,21.99,-22.35,11.87,-5.80,19.54,-13.74,7.97,5.65,-2.59,-22.60,73.19,-28.44,28.77,-3.69,55.48,-30.43,3.38,-7.15,5.15,2.22,32.08,-12.76,14.13,-10.45,20.22
IncomeDistributionExpenses_sq,,,36.18,-1.91,31.47,-6.87,20.46,-19.74,17.81,-10.65,-1.44,-14.48,4.57,-12.94,3.98,0.51,0.14,6.47,-4.24,-5.90,41.84,-5.45,6.11,-7.23,-0.34,-7.29,2.06,1.11,14.04,-8.39,1.46,-2.07,18.18
IncomeAdministrativExpenses,1857000,1212000,416000,1653000,1581000,1216000,1820000,1594000,1834000,1290000,1715000,1559000,1471000,1396000,1622000,1789000,1717000,1731000,2887000,1863000,1851000,2230000,1713000,1964000,2000000,1989000,2032000,2004000,2268000,2055000,2134000,2224000,2256000
IncomeAdministrativExpenses_yy,,,-77.60,,,0.33,337.50,-3.57,16.00,6.09,-5.77,-2.20,-19.79,8.22,-5.42,14.75,16.72,24.00,77.99,4.14,7.80,28.83,-40.67,5.42,8.05,-10.81,18.62,2.04,13.40,3.32,5.02,10.98,-0.53
IncomeAdministrativExpenses_sy,,,-12.17,,,17.17,10.27,6.69,8.48,-0.28,-4.19,3.66,3.65,8.22,-4.37,1.24,5.68,2.44,0.98,3.94,5.84,0.87,12.04,11.39,18.61,9.22,13.75,2.52,8.10,2.78,-5.63,10.40,6.14
IncomeAdministrativExpenses_qq,,,-65.68,297.36,-4.36,-23.09,49.67,-12.42,15.06,-29.66,32.95,-9.10,-5.64,-5.10,16.19,10.30,-4.02,0.82,66.78,-35.47,-0.64,20.48,-23.18,14.65,1.83,-0.55,2.16,-1.38,13.17,-9.39,3.84,4.22,1.44
IncomeAdministrativExpenses_sq,,,31.28,-6.88,3.08,-6.42,34.44,-21.66,5.50,-3.75,32.95,-17.24,10.18,-2.96,15.24,-12.64,7.93,0.82,13.01,-15.38,2.15,6.45,15.81,-7.08,3.60,0.98,14.29,-13.90,10.30,-3.22,12.75,-17.22,9.46
IncomeGrossProfit,-75000,1750000,146000,2417000,1042000,2198000,1031000,-1977000,-2907000,-250000,-2621000,-778000,1103000,3978000,2116000,751000,1034000,3537000,-159000,1173000,198000,1225000,-758000,-855000,1364000,3764000,-42000,1387000,1381000,1889000,-6753000,-69000,-2997000
IncomeGrossProfit_yy,,,294.67,,,25.60,606.16,-181.80,-378.98,-111.37,-354.22,60.65,137.94,1691.20,180.73,196.53,-6.26,-11.09,-107.51,56.19,-80.85,-65.37,-376.73,-172.89,588.89,207.27,94.46,262.22,1.25,-49.81,-15978.57,-104.97,-317.02
IncomeGrossProfit_sy,,,7.22,,,10.63,52.20,21.25,-14.25,-15.59,-35.32,-4.25,13.30,15.00,45.52,56.85,6.06,29.68,42.25,36.97,46.18,9.65,-15.76,-29.56,-13.08,-9.79,5.09,3.05,-5.43,5.66,-11.86,-8.32,19.41
IncomeGrossProfit_qq,,,-91.66,1555.48,-56.89,110.94,-53.09,-291.76,-47.04,91.40,-948.40,70.32,241.77,260.65,-46.81,-64.51,37.68,242.07,-104.50,837.74,-83.12,518.69,-161.88,-12.80,259.53,175.95,-101.12,3402.38,-0.43,36.78,-457.49,98.98,-4243.48
IncomeGrossProfit_sq,,,-36.04,-0.80,8.40,26.21,19.73,-46.32,-37.22,40.19,-16.21,-36.51,33.70,17.53,-9.35,-5.56,12.14,20.96,3.02,3.32,0.72,1.82,-22.23,-5.48,-8.16,-6.93,5.79,13.53,-25.14,31.12,-28.36,12.68,3.02
IncomeOtherOperatingIncome,738000,239000,509000,199000,287000,240000,810000,203000,156000,203000,294000,399000,765000,253000,210000,559000,42040000,48000,-6337000,454000,66000,569000,-23000,123000,182000,227000,314000,251000,427000,2623000,-1861000,216000,384000
IncomeOtherOperatingIncome_yy,,,-31.03,,,0.42,59.14,2.01,-45.64,-15.42,-63.70,96.55,390.38,24.63,-28.57,40.10,5395.42,-81.03,-3117.62,-18.78,-99.84,1085.42,99.64,-72.91,175.76,-60.11,1465.22,104.07,134.62,1055.51,-692.68,-13.94,-10.07
IncomeOtherOperatingIncome_sy,,,111.31,,,18.99,-40.06,27.70,-32.78,-22.80,9.68,36.50,51.21,52.45,86.66,19.87,7.07,-20.08,-14.17,-18.78,-24.76,31.06,1.88,9.17,23.76,-4.70,23.89,-7.29,5.68,34.69,16.38,17.06,17.71
IncomeOtherOperatingIncome_qq,,,112.97,-60.90,44.22,-16.38,237.50,-74.94,-23.15,30.13,44.83,35.71,91.73,-66.93,-17.00,166.19,7420.57,-99.89,-13302.08,107.16,-85.46,762.12,-104.04,634.78,47.97,24.73,38.33,-20.06,70.12,514.29,-170.95,111.61,77.78
IncomeOtherOperatingIncome_sq,,,104.82,-76.91,43.75,-4.96,7.45,-16.80,-10.22,18.53,29.58,6.46,2.25,8.08,25.67,-23.98,-0.62,-15.66,15.74,-29.68,-1.84,-27.50,52.14,-5.62,-1.74,4.00,38.33,-35.95,14.42,10.94,44.64,-26.84,-7.14
IncomeOtherOperatingCosts,357000,254000,111000,276000,119000,165000,274000,140000,190000,53000,84000,173000,556000,1384000,-38000,588000,6055000,540000,-6550000,354000,236000,494000,942000,103000,177000,65000,373000,178000,348000,2945000,-2227000,354000,504000
IncomeOtherOperatingCosts_yy,,,-68.91,,,-35.04,146.85,-49.28,59.66,-67.88,-69.34,23.57,192.63,2511.32,-145.24,239.88,989.03,-60.98,-17136.84,-39.80,-96.10,-8.52,114.38,-70.90,-25.00,-86.84,-60.40,72.82,96.61,4430.77,-697.05,98.88,44.83
IncomeOtherOperatingCosts_sy,,,-38.36,,,66.60,-9.84,3.83,-28.44,-50.00,12.90,45.59,1.99,11.78,32.30,6.29,-14.24,6.16,-1.84,-37.15,-16.62,-0.94,-9.79,13.86,14.00,-20.51,-10.23,-8.68,-25.34,-8.69,36.41,-1.23,73.20
IncomeOtherOperatingCosts_qq,,,-56.30,148.65,-56.88,38.66,66.06,-48.91,35.71,-72.11,58.49,105.95,221.39,148.92,-102.75,1647.37,929.76,-91.08,-1312.96,105.40,-33.33,109.32,90.69,-89.07,71.84,-63.28,473.85,-52.28,95.51,746.26,-175.62,115.90,42.37
IncomeOtherOperatingCosts_sq,,,211.83,-67.61,29.25,-28.03,175.00,-60.12,10.15,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,306000,1735000,544000,2340000,1210000,2273000,1567000,-1914000,-2941000,-100000,-2411000,-552000,1312000,2847000,2364000,722000,37019000,3045000,54000,1273000,28000,1300000,-1723000,-835000,1369000,3926000,-101000,1460000,1460000,1567000,-6387000,-207000,-3117000
IncomeEBIT_yy,,,77.78,,,31.01,188.05,-181.79,-343.06,-104.40,-253.86,71.16,144.61,2947.00,198.05,230.80,2721.57,6.95,-97.72,76.32,-99.92,-57.31,-3290.74,-165.59,4789.29,202.00,94.14,274.85,6.65,-60.09,-6223.76,-114.18,-313.49
IncomeEBIT_sy,,,56.43,,,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,,-68.65,330.15,-48.29,87.85,-31.06,-222.14,-53.66,96.60,-2311.00,77.10,337.68,117.00,-16.97,-69.46,5027.29,-91.77,-98.23,2257.41,-97.80,4542.86,-232.54,51.54,263.95,186.78,-102.57,1545.54,,7.33,-507.59,96.76,-1405.80
IncomeEBIT_sq,,,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,90000,60000,38000,51000,163000,174000,144000,81000,70000,71000,71000,65000,51000,41000,48000,34000,1568000,112000,521000,1066000,199000,338000,115000,49000,29000,89000,22000,28000,89000,35000,32000,70000,30000
IncomeFinanceIncome_yy,,,-57.78,,,190.00,278.95,58.82,-57.06,-59.20,-50.69,-19.75,-27.14,-42.25,-32.39,-47.69,2974.51,173.17,985.42,3035.29,-87.31,201.79,-77.93,-95.40,-85.43,-73.67,-80.87,-42.86,206.90,-60.67,45.45,150.00,-66.29
IncomeFinanceIncome_sy,,,11.16,,,77.11,101.02,59.72,-7.39,22.72,-50.69,55.56,25.45,-64.12,-30.23,-26.03,-44.54,40.74,27.80,-1.92,-43.50,-34.72,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,,-36.67,34.21,219.61,6.75,-17.24,-43.75,-13.58,1.43,,-8.45,-21.54,-19.61,17.07,-29.17,4511.76,-92.86,365.18,104.61,-81.33,69.85,-65.98,-57.39,-40.82,206.90,-75.28,27.27,217.86,-60.67,-8.57,118.75,-57.14
IncomeFinanceIncome_sq,,,100.00,19.52,18.57,7.10,17.27,-29.47,-4.55,1.43,,3.57,-7.28,-35.65,19.65,,-1.25,-6.62,117.92,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,819000,911000,773000,576000,871000,432000,336000,562000,632000,813000,788000,727000,667000,612000,779000,450000,443000,335000,308000,271000,260000,293000,485000,374000,298000,345000,364000,398000,391000,415000,589000,544000,511000
IncomeFinanceCosts_yy,,,-5.62,,,-52.58,-56.53,-2.43,-27.44,88.19,134.52,29.36,5.54,-24.72,-1.14,-38.10,-33.58,-45.26,-60.46,-39.78,-41.31,-12.54,57.47,38.01,14.62,17.75,-24.95,6.42,31.21,20.29,61.81,36.68,30.69
IncomeFinanceCosts_sy,,,-10.06,,,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,,-15.15,-25.49,51.22,-50.40,-22.22,67.26,12.46,28.64,-3.08,-7.74,-8.25,-8.25,27.29,-42.23,-1.56,-24.38,-8.06,-12.01,-4.06,12.69,65.53,-22.89,-20.32,15.77,5.51,9.34,-1.76,6.14,41.93,-7.64,-6.07
IncomeFinanceCosts_sq,,,8.54,-11.97,38.16,-8.65,26.56,-2.43,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,,,,,,,,-103000,-10000,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,100.00,18.22,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,90.29,100.00,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,100.00,-56.19,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-423000,884000,-191000,1815000,502000,2015000,1375000,-2395000,-3503000,-842000,-3231000,-1224000,706000,2276000,1633000,306000,38144000,2822000,267000,2068000,-33000,1345000,-2093000,-1160000,1100000,3670000,-443000,1090000,1158000,1187000,-6944000,-681000,-3598000
IncomeNetGrossProfit_yy,,,54.85,,,127.94,819.90,-231.96,-797.81,-141.79,-334.98,48.89,120.15,370.31,150.54,125.00,5302.83,23.99,-83.65,575.82,-100.09,-52.34,-883.90,-156.09,3433.33,172.86,78.83,193.97,5.27,-67.66,-1467.49,-162.48,-410.71
IncomeNetGrossProfit_sy,,,101.06,,,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,,-121.61,1050.26,-72.34,301.39,-31.76,-274.18,-46.26,75.96,-283.73,62.12,157.68,222.38,-28.25,-81.26,12365.36,-92.60,-90.54,674.53,-101.60,4175.76,-255.61,44.58,194.83,233.64,-112.07,346.05,6.24,2.50,-685.00,90.19,-428.34
IncomeNetGrossProfit_sq,,,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-423000,884000,-191000,1815000,502000,2015000,1375000,-2395000,-3503000,-842000,-3231000,-1224000,706000,2276000,1633000,306000,38144000,2822000,267000,2068000,-33000,1345000,-2093000,-1160000,1100000,3670000,-443000,1090000,1158000,1187000,-6944000,-681000,-3598000
IncomeBeforeTaxProfit_yy,,,54.85,,,127.94,819.90,-231.96,-797.81,-141.79,-334.98,48.89,120.15,370.31,150.54,125.00,5302.83,23.99,-83.65,575.82,-100.09,-52.34,-883.90,-156.09,3433.33,172.86,78.83,193.97,5.27,-67.66,-1467.49,-162.48,-410.71
IncomeBeforeTaxProfit_sy,,,101.06,,,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,,-121.61,1050.26,-72.34,301.39,-31.76,-274.18,-46.26,75.96,-283.73,62.12,157.68,222.38,-28.25,-81.26,12365.36,-92.60,-90.54,674.53,-101.60,4175.76,-255.61,44.58,194.83,233.64,-112.07,346.05,6.24,2.50,-685.00,90.19,-428.34
IncomeBeforeTaxProfit_sq,,,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-657000,573000,-234000,1317000,291000,1540000,939000,-2392000,-2669000,-766000,-3004000,-1050000,441000,1812000,1370000,783000,38370000,2421000,-117000,1711000,-266000,1039000,-1936000,-1153000,901000,2664000,-693000,354000,1356000,768000,-5784000,-884000,-3356000
IncomeNetProfit_yy,,,64.38,,,168.76,501.28,-281.62,-1017.18,-149.74,-419.91,56.10,116.52,336.55,145.61,174.57,8600.68,33.61,-108.54,118.52,-100.69,-57.08,-1554.70,-167.39,438.72,156.40,64.20,130.70,50.50,-71.17,-734.63,-349.72,-347.49
IncomeNetProfit_sy,,,89.22,,,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,,-140.84,662.82,-77.90,429.21,-39.03,-354.74,-11.58,71.30,-292.17,65.05,142.00,310.88,-24.39,-42.85,4800.38,-93.69,-104.83,1562.39,-115.55,490.60,-286.33,40.44,178.14,195.67,-126.01,151.08,283.05,-43.36,-853.12,84.72,-279.64
IncomeNetProfit_sq,,,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,-657000,573000,-234000,1317000,291000,1540000,939000,-2392000,-2669000,-766000,-3004000,-1050000,483000,1650000,1353000,807000,38392000,2458000,-113000,1735000,-248000,1006000,-1936000,-1100000,944000,2665000,-676000,347000,1347000,736000,-5736000,-884000,-3356000
IncomeShareholderNetProfit_yy,,,64.38,,,168.76,501.28,-281.62,-1017.18,-149.74,-419.91,56.10,118.10,315.40,145.04,176.86,7848.65,48.97,-108.35,114.99,-100.65,-59.07,-1613.27,-163.40,480.65,164.91,65.08,131.55,42.69,-72.38,-748.52,-354.76,-349.15
IncomeShareholderNetProfit_sy,,,70.74,,,-6.38,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,,-140.84,662.82,-77.90,429.21,-39.03,-354.74,-11.58,71.30,-292.17,65.05,146.00,241.61,-18.00,-40.35,4657.37,-93.60,-104.60,1635.40,-114.29,505.65,-292.45,43.18,185.82,182.31,-125.37,151.33,288.18,-45.36,-879.35,84.59,-279.64
IncomeShareholderNetProfit_sq,,,-16.43,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,58855000,59606000,58262000,58513000,65696000,82940000,99736000,102160000,105672000,105960000,104127000,101524000,121845000,,117584000,116185000,96159000,100137000,99184000,97222000,100228000,119810000,138053000,140565000,141911000,149898000,156805000,157665000,159366000,162767000,163367000,161044000,159439000
BalanceNoncurrentAssets_yy,,,-1.01,,,39.15,71.19,74.59,60.85,27.76,4.40,-0.62,15.30,-100.00,12.92,14.44,-21.08,,-15.65,-16.32,4.23,19.65,39.19,44.58,41.59,25.11,13.58,12.17,12.30,8.59,4.18,2.14,0.05
BalanceNoncurrentAssets_sy,,,11.40,,,-2.10,9.52,16.69,10.72,13.42,3.30,1.00,-0.92,-2.20,3.70,0.96,2.54,,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,,-2.25,0.43,12.28,26.25,20.25,2.43,3.44,0.27,-1.73,-2.50,20.02,-100.00,,-1.19,-17.24,4.14,-0.95,-1.98,3.09,19.54,15.23,1.82,0.96,5.63,4.61,0.55,1.08,2.13,0.37,-1.42,-1.00
BalanceNoncurrentAssets_sq,,,3.51,1.05,2.73,-100.00,14.86,1.23,0.70,-0.37,0.54,-0.71,-0.34,-0.84,,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,1786000,1830000,1899000,1828000,1740000,1668000,1788000,1802000,1895000,1939000,1858000,1744000,3434000,,3316000,3259000,2826000,2988000,3094000,3002000,2980000,3301000,3824000,4427000,4581000,4595000,4713000,4835000,5135000,6433000,5635000,5758000,6032000
BalanceIntangibleAssets_yy,,,6.33,,,-8.85,-5.85,-1.42,8.91,16.25,3.91,-3.22,81.21,-100.00,78.47,86.87,-17.71,,-6.69,-7.89,5.45,10.48,23.59,47.47,53.72,39.20,23.25,9.22,12.09,40.00,19.56,19.09,17.47
BalanceIntangibleAssets_sy,,,2.10,,,-12.00,-3.19,0.40,6.07,12.22,7.14,-0.08,-1.52,0.16,0.80,-0.30,-0.57,,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,,3.77,-3.74,-4.81,-4.14,7.19,0.78,5.16,2.32,-4.18,-6.14,96.90,-100.00,,-1.72,-13.29,5.73,3.55,-2.97,-0.73,10.77,15.84,15.77,3.48,0.31,2.57,2.59,6.20,25.28,-12.40,2.18,4.76
BalanceIntangibleAssets_sq,,,2.37,-0.53,-1.62,-100.00,8.24,0.01,-0.29,-1.89,0.48,-1.67,-0.28,-1.68,,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
BalanceProperty,54055000,53470000,51986000,50784000,58630000,75243000,91895000,94356000,96756000,96831000,94610000,91752000,112892000,,108462000,107668000,87323000,91044000,93922000,92502000,94982000,113594000,126183000,129768000,130810000,138764000,145559000,145857000,146390000,148401000,149711000,147016000,144957000
BalanceProperty_yy,,,-3.83,,,40.72,76.77,85.80,65.03,28.69,2.95,-2.76,16.68,-100.00,14.64,17.35,-22.65,,-13.41,-14.09,8.77,24.77,34.35,40.29,37.72,22.16,15.36,12.40,11.91,6.94,2.85,0.79,-0.98
BalanceProperty_sy,,,9.04,,,-13.78,17.19,17.22,8.62,33.25,3.28,-0.18,0.82,-1.40,1.27,7.60,8.52,,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,,-2.78,-2.31,15.45,28.34,22.13,2.68,2.54,0.08,-2.29,-3.02,23.04,-100.00,,-0.73,-18.90,4.26,3.16,-1.51,2.68,19.60,11.08,2.84,0.80,6.08,4.90,0.20,0.37,1.37,0.88,-1.80,-1.40
BalanceProperty_sq,,,0.38,-0.90,2.25,-100.00,15.34,-0.14,-0.46,-1.18,0.26,-1.01,0.41,-0.99,,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
BalanceNoncurrentReceivables,1710000,1657000,1663000,1510000,1037000,1039000,1038000,828000,775000,616000,581000,579000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,-2.75,,,-37.30,-37.58,-45.17,-25.27,-40.71,-44.03,-30.07,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,
