,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit,498000,-2024000,-151000,-709000,-109000,1653000,1210000,2375000,1032000,1090000,1670000,1710000,1654000,-1806000,-4131000,822000,1839000,2851000,71000,3177000,2099000,1957000,2382000,2841000,2576000,-5653000,-1662000,-477000,-1070000,-136000,-711000,-2205000,-799000,-429000
IncomeGrossProfit_yy,,,,,-121.89,181.67,901.32,434.96,1046.79,-34.06,38.02,-27.99,60.27,-265.69,-347.37,-51.93,11.19,257.86,101.72,286.50,14.14,-31.36,3254.93,-10.58,22.73,-388.86,-169.77,-116.79,-141.54,97.59,57.22,-362.26,25.33,-215.44
IncomeGrossProfit_sy,,,,,-76.52,-18.15,73.22,63.80,-4.64,43.70,-35.10,-15.97,24.46,76.55,155.54,111.80,88.11,55.18,-17.46,32.20,16.65,-46.23,59.96,37.97,7.25,70.83,-46.98,-42.61,-5.05,-34.58,32.30,7.47,28.70,-12.10
IncomeGrossProfit_qq,,-506.43,92.54,-369.51,84.63,1616.51,-26.80,96.26,-56.54,5.62,53.21,2.40,-3.27,-209.19,-128.74,119.90,123.72,55.03,-97.51,4374.65,-33.93,-6.77,21.72,19.27,-9.33,-319.45,70.60,71.30,-124.32,87.29,-422.79,-210.13,63.76,46.31
IncomeGrossProfit_sq,,-199.21,-26.06,-58.44,11.24,-10.22,57.64,-12.78,-20.32,39.42,47.60,22.68,9.25,74.20,13.26,40.30,33.78,46.90,-70.46,54.70,19.16,-6.77,21.72,19.27,-11.20,-1.32,16.62,-16.31,-18.29,87.29,-32.63,-17.06,29.72,39.80
IncomeOtherOperatingIncome,,578000,258000,211000,,,,11280000,,799000,,2183000,492000,384000,343000,-477000,316000,315000,1832000,345000,326000,252000,217000,347000,248000,235000,228000,353000,412000,671000,358000,1042000,242000,242000
IncomeOtherOperatingIncome_yy,,,,,,-100.00,-100.00,5247.75,,,,-80.65,,-51.94,,-121.85,-35.77,-17.97,434.11,172.33,3.16,-20.00,-88.16,0.58,-23.93,-6.75,5.07,1.73,66.13,185.53,57.02,195.18,-41.26,-63.93
IncomeOtherOperatingIncome_sy,,,,,,-15.92,-64.32,44.78,,,,11.97,,-20.86,,77.48,-34.55,-12.20,122.67,44.54,3.16,-16.10,-26.07,287.48,-24.68,237.99,-15.94,-40.89,61.97,42.21,57.02,87.77,-39.52,-63.93
IncomeOtherOperatingIncome_qq,,,-55.36,-18.24,-100.00,,,,-100.00,,-100.00,,-77.46,-21.95,-10.68,-239.07,166.25,-0.32,481.59,-81.17,-5.51,-22.70,-13.89,59.91,-28.53,-5.24,-2.98,54.82,16.71,62.86,-46.65,191.06,-76.78,
IncomeOtherOperatingIncome_sq,,,20.04,-15.66,95.34,,,,62.17,,-45.03,,-3.30,-36.22,-70.17,526.45,37.24,-20.48,40.52,-18.67,-35.53,46.12,-13.89,86.88,-47.51,28.28,-63.06,18.75,40.13,51.25,-37.99,121.10,-57.73,
IncomeOtherOperatingCosts,,257000,19000,523000,,,,10447000,,178000,,419000,96000,148000,340000,1880000,101000,390000,276000,59000,218000,251000,222000,518000,359000,10424000,950000,12541000,1378000,1000000,1220000,5972000,1228000,1183000
IncomeOtherOperatingCosts_yy,,,,,,-100.00,-100.00,1896.46,,,,-95.99,,-16.85,,348.69,5.21,163.51,-18.82,-96.86,115.84,-35.64,-19.57,777.97,64.68,4052.99,327.93,2321.04,283.84,-90.41,28.42,-52.38,-10.89,18.30
IncomeOtherOperatingCosts_sy,,,,,,98.95,42.13,8.82,,,,-43.59,,-52.97,,61.86,-62.27,96.97,-20.82,-74.08,103.19,-36.00,22.28,317.53,240.62,59.30,144.30,-68.34,-18.64,-49.82,-10.24,18.25,-27.42,-7.69
IncomeOtherOperatingCosts_qq,,,-92.61,2654.21,-100.00,,,,-100.00,,-100.00,,-77.09,54.17,129.73,452.94,-94.63,286.14,-29.23,-78.62,269.49,15.14,-11.55,133.33,-30.69,2803.62,-90.89,1220.11,-89.01,-27.43,22.00,389.51,-79.44,-3.66
IncomeOtherOperatingCosts_sq,,,-21.54,391.80,-81.11,,,,-68.81,,-73.40,,-61.59,24.12,95.26,262.47,-89.00,175.00,-26.45,145.36,0.69,1.14,33.92,430.98,-72.11,-28.79,-45.61,57.25,-35.60,-26.26,-22.18,389.51,-75.20,-3.66
IncomeEBIT,,-1205000,88000,-1021000,,,,5961000,,2743000,,7266000,2050000,-1570000,-4128000,-1535000,2054000,2776000,1627000,3463000,2207000,1958000,2377000,2670000,2465000,-15842000,-2384000,-12665000,-2036000,-465000,-1573000,-7135000,-1785000,-1370000
IncomeEBIT_yy,,,,,,100.00,-100.00,683.68,,,,21.89,,-157.24,,-121.13,0.20,276.82,139.41,325.60,7.45,-29.47,46.10,-22.90,11.69,-909.09,-200.29,-574.34,-182.60,97.06,34.02,43.66,12.33,-194.62
IncomeEBIT_sy,,,,,,-27.33,52.41,49.30,,,,-17.73,,64.65,,65.40,61.16,49.22,8.40,47.42,11.95,-44.40,30.06,18.34,11.69,67.10,-26.02,-32.25,-3.79,-27.80,50.29,11.20,28.28,-19.24
IncomeEBIT_qq,,,107.30,-1260.60,100.00,,,,-100.00,,-100.00,,-71.79,-176.59,-162.93,62.81,233.81,35.15,-41.39,112.85,-36.27,-11.28,21.40,12.33,-7.68,-742.68,84.95,-431.25,83.92,77.16,-238.28,-353.59,74.98,23.25
IncomeEBIT_sq,,,-21.11,-160.73,114.22,,,,34.26,,30.68,,37.47,53.93,-54.24,25.79,145.26,34.39,-33.15,37.38,68.31,11.85,21.40,12.33,13.07,13.38,2.21,-60.10,3.74,77.16,-28.86,-56.78,88.14,1.66
IncomeFinanceIncome,,15000,10000,20000,,,,120000,,20000,,245000,8000,84000,0,83000,11000,0,214000,1000,,3000,0,0,0,299000,0,0,12000,12000,0,9000,0,1000
IncomeFinanceIncome_yy,,,,,,-100.00,-100.00,516.09,,,,103.73,,320.00,,-66.12,37.50,-100.00,,-98.80,-100.00,,-100.00,-100.00,,9866.67,,,,-95.99,,,-100.00,-91.67
IncomeFinanceIncome_sy,,,,,,-49.23,16.94,12.09,,,,-25.12,,-16.73,,-66.12,30.34,122.98,,-78.45,48.42,,-100.00,2.18,,37.51,,,,636.00,,,-96.51,-92.58
IncomeFinanceIncome_qq,,,-33.33,95.20,-100.00,,,,-100.00,,-100.00,,-96.73,950.00,-100.00,,-86.75,-100.00,,-99.53,-100.00,,-100.00,,,,-100.00,,,,-100.00,,-100.00,
IncomeFinanceIncome_sq,,,-69.62,111.84,-56.08,,,,-6.98,,22.92,,-44.72,26.97,35.03,,-10.56,0.55,,-47.37,136.65,,-84.71,,,,-12.00,,,,-130.72,,-87.40,
IncomeFinanceCosts,,886000,385000,521000,,,,3884000,,2694000,,6622000,2226000,2122000,1833000,2809000,2025000,2262000,2514000,2320000,2125000,2028000,2056000,2836000,1853000,5176000,2197000,2516000,1804000,1814000,1807000,1784000,1712000,1690000
IncomeFinanceCosts_yy,,,,,,-100.00,-100.00,644.88,,,,70.47,,-21.23,,-57.58,-9.03,6.60,37.15,-17.41,4.94,-10.34,-18.22,22.24,-12.80,155.23,6.86,-11.28,-2.64,-64.95,-17.75,-29.09,-5.10,-6.84
IncomeFinanceCosts_sy,,,,,,7.97,52.94,27.67,,,,-15.28,,-33.52,,-28.27,-27.92,-5.29,30.51,75.50,-10.23,-50.83,-20.26,7.04,-14.92,155.23,-71.01,58.82,20.24,-55.52,178.65,-40.36,2.20,44.97
IncomeFinanceCosts_qq,,,-56.55,35.45,-100.00,,,,-100.00,,-100.00,,-66.38,-4.67,-13.62,53.25,-27.91,11.70,11.14,-7.72,-8.41,-4.56,1.38,37.94,-34.66,179.33,-57.55,14.52,-28.30,0.55,-0.39,-1.27,-4.04,-1.29
IncomeFinanceCosts_sq,,,-15.14,41.23,5.76,,,,-75.05,,-21.27,,-47.87,-34.23,-15.95,53.25,-27.77,6.56,2.66,11.16,-58.83,2.82,-22.08,25.77,-12.42,101.25,-100.00,14.52,-30.66,5.74,4.24,-3.34,22.23,6.13
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-3472000,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,
IncomeNetGrossProfit,181000,-2257000,-287000,-1523000,-454000,1365000,159000,1127000,72000,-3000,148000,672000,-168000,-3608000,-5961000,-4261000,40000,514000,-673000,1144000,82000,-67000,321000,-166000,612000,-20719000,-4581000,-15181000,-3828000,-2267000,-3380000,-12382000,-3497000,-3059000
IncomeNetGrossProfit_yy,,,,,-350.83,160.48,155.40,173.99,115.86,-100.22,-6.92,-40.38,-333.33,-120166.67,-4127.70,-734.08,123.81,114.25,88.71,126.85,105.00,-113.04,147.70,-114.51,646.34,-30823.88,-1527.10,-9045.18,-725.49,89.06,26.22,18.44,8.65,-34.94
IncomeNetGrossProfit_sy,,,,,105.56,17.03,61.56,82.64,-14.18,61.72,18.70,-53.17,10.72,119.27,-14.14,87.96,125.69,58.91,9.96,3.58,33.88,-66.47,57.80,49.08,34.54,22.97,-7.96,-83.02,-3.18,-22.12,-18.07,21.23,-4.95,-74.58
IncomeNetGrossProfit_qq,,-1346.96,87.28,-430.77,70.20,400.66,-88.35,608.84,-93.61,-104.17,5033.33,354.05,-125.00,-2047.62,-65.22,28.52,100.94,1185.00,-230.93,269.99,-92.83,-181.71,579.10,-151.71,468.67,-3485.46,77.89,-231.39,74.78,40.78,-49.10,-266.33,71.76,12.53
IncomeNetGrossProfit_sq,,-214.54,-24.28,-143.14,123.51,-96.62,-1.45,131.51,42.78,-42.39,125.76,82.18,38.64,85.66,-11.48,21.50,86.04,40.96,-39.70,15.73,73.76,-23.60,44.92,-72.73,42.71,-38.28,32.08,-86.08,101.11,40.78,-49.10,277.28,46.00,-67.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,181000,-2257000,-287000,-1523000,-454000,1365000,159000,1127000,72000,-3000,148000,672000,-168000,-3608000,-5961000,-4261000,40000,514000,-673000,1144000,82000,-67000,321000,-166000,612000,-20719000,-4581000,-15181000,-3828000,-2267000,-3380000,-12382000,-3497000,-3059000
IncomeBeforeTaxProfit_yy,,,,,-350.83,160.48,155.40,173.99,115.86,-100.22,-6.92,-40.38,-333.33,-120166.67,-4127.70,-734.08,123.81,114.25,88.71,126.85,105.00,-113.04,147.70,-114.51,646.34,-30823.88,-1527.10,-9045.18,-725.49,89.06,26.22,18.44,8.65,-34.94
IncomeBeforeTaxProfit_sy,,,,,105.56,17.03,61.56,82.74,-17.96,61.71,18.70,-53.17,10.83,119.26,-14.14,87.96,125.69,58.91,9.96,3.58,33.88,-66.47,57.80,49.08,34.54,22.97,-7.96,-83.02,-3.18,-22.12,-18.07,21.23,-4.95,-74.58
IncomeBeforeTaxProfit_qq,,-1346.96,87.28,-430.77,70.20,400.66,-88.35,608.84,-93.61,-104.17,5033.33,354.05,-125.00,-2047.62,-65.22,28.52,100.94,1185.00,-230.93,269.99,-92.83,-181.71,579.10,-151.71,468.67,-3485.46,77.89,-231.39,74.78,40.78,-49.10,-266.33,71.76,12.53
IncomeBeforeTaxProfit_sq,,-214.54,-25.26,-140.31,123.83,-96.62,-1.45,131.51,42.76,-42.39,125.72,82.18,38.64,85.66,-11.48,21.50,86.04,40.96,-39.70,15.73,73.76,-23.60,44.92,-72.73,42.71,-38.28,32.08,-86.08,101.11,40.78,-49.10,277.28,46.00,-67.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,181000,-2510000,-287000,-543000,-454000,1365000,159000,-289000,72000,-3000,148000,746000,-168000,-2838000,-5961000,-5876000,40000,121000,-673000,873000,82000,-611000,321000,-180000,360000,-22189000,-4833000,-15201000,-4080000,-2544000,-3631000,-12035000,-3749000,-3226000
IncomeNetProfit_yy,,,,,-350.83,154.38,155.40,46.70,115.86,-100.22,-6.92,357.82,-333.33,-94500.00,-4127.70,-887.67,123.81,104.26,88.71,114.86,105.00,-604.96,147.70,-120.62,339.02,-3531.59,-1605.61,-8345.00,-1233.33,88.53,24.87,20.83,8.11,-26.81
IncomeNetProfit_sy,,,,,115.69,85.53,48.63,51.32,20.00,-23.23,68.37,-11.71,9.96,103.76,-11.22,91.61,96.01,38.14,12.64,-2.90,24.99,-66.87,75.88,59.97,36.05,65.18,-19.16,-108.43,-2.31,-22.21,-6.96,9.86,-10.64,-108.44
IncomeNetProfit_qq,,-1486.74,88.57,-89.16,16.37,400.66,-88.35,-281.98,124.88,-104.17,5033.33,404.05,-122.52,-1589.29,-110.04,1.43,100.68,202.50,-656.20,229.72,-90.61,-845.12,152.54,-156.07,300.00,-6263.61,78.22,-214.53,73.16,37.65,-42.73,-231.45,68.85,13.95
IncomeNetProfit_sq,,-281.15,-15.55,-58.87,115.50,-60.17,-24.10,-51.18,55.30,-72.61,139.71,8.98,75.78,47.47,-32.73,20.42,53.48,21.98,-27.39,16.33,74.52,-25.05,51.09,-37.40,42.86,-31.28,42.96,-119.55,100.95,37.65,-42.73,-76.10,43.40,-107.88
IncomeShareholderNetProfit,181000,-2510000,-286000,-544000,-454000,1365000,159000,-290000,72000,-3000,,963000,-168000,-2838000,-5961000,-5876000,40000,121000,-673000,873000,82000,-611000,321000,-180000,360000,-22189000,-4833000,-15201000,-4080000,-2544000,-3631000,-12035000,-3749000,-3226000
IncomeShareholderNetProfit_yy,,,,,-350.83,154.38,155.59,46.74,115.86,-100.22,-100.00,432.59,-333.33,-94500.00,,-710.18,123.81,104.26,88.71,114.86,105.00,-604.96,147.70,-120.62,339.02,-3531.59,-1605.61,-8345.00,-1233.33,88.53,24.87,20.83,8.11,-26.81
IncomeShareholderNetProfit_sy,,,,,124.76,57.13,71.63,51.58,20.00,63.02,67.85,-3.68,10.16,70.04,,57.92,96.13,38.16,25.46,6.74,25.82,-66.87,75.94,59.90,36.16,65.18,-19.37,-108.43,-2.38,-22.21,-6.96,9.86,-10.64,-108.36
IncomeShareholderNetProfit_qq,,-1486.74,88.61,-90.10,16.50,400.66,-88.35,-282.11,124.87,-104.17,100.00,,-117.45,-1589.29,-110.04,1.43,100.68,202.50,-656.20,229.72,-90.61,-845.12,152.54,-156.07,300.00,-6263.61,78.22,-214.53,73.16,37.65,-42.73,-231.45,68.85,13.95
IncomeShareholderNetProfit_sq,,-280.77,-16.05,-59.86,115.50,-59.70,15.85,-52.50,67.73,-52.32,97.00,,75.88,47.50,-50.26,20.44,85.92,21.98,-26.96,16.38,74.42,-25.05,52.79,-37.92,42.79,-31.28,42.88,-119.55,100.95,37.65,-42.73,-76.56,43.40,-107.74
BalanceNoncurrentAssets,,52158000,51640000,53367000,,,,75546000,,80093000,,92960000,95557000,98912000,102230000,109356000,107971000,106196000,108825000,105159000,103983000,103381000,102672000,102818000,101136000,105320000,104096000,93140000,91092000,88992000,87073000,85386000,83717000,82103000
BalanceNoncurrentAssets_yy,,,,,,-100.00,-100.00,41.56,,,,23.05,,23.50,,17.64,12.99,7.36,6.45,-3.84,-3.69,-2.65,-5.65,-2.23,-2.74,1.88,1.39,-9.41,-9.93,-15.50,-16.35,-8.33,-8.10,-7.74
BalanceNoncurrentAssets_sy,,,,,,-5.72,-16.37,6.50,,,,-1.06,,-2.56,,4.38,3.68,5.57,6.49,2.70,1.60,6.26,6.28,3.62,15.18,14.26,13.45,7.36,0.86,2.42,1.70,4.69,3.77,6.22
BalanceNoncurrentAssets_qq,,,-0.99,3.34,-100.00,,,,-100.00,,-100.00,,2.79,3.51,3.35,6.97,-1.27,-1.64,2.48,-3.37,-1.12,-0.58,-0.69,0.14,-1.64,4.14,-1.16,-10.52,-2.20,-2.31,-2.16,-1.94,-1.95,-1.93
BalanceNoncurrentAssets_sq,,,-51.22,-0.75,0.06,,,,-1.08,,-1.69,,0.98,0.52,0.25,1.45,0.18,0.96,2.29,1.80,0.03,0.16,1.36,2.42,0.60,1.43,1.80,1.38,-0.06,-0.54,2.98,1.19,0.19,0.14
BalanceIntangibleAssets,,9000,7000,29000,,,,16000,,8000,,35000,29000,24000,18000,12000,6000,0,0,31000,34000,29000,24000,106000,97000,88000,79000,70000,65000,60000,56000,52000,47000,43000
BalanceIntangibleAssets_yy,,,,,,-100.00,-100.00,-45.46,,,,119.16,,200.00,,-65.71,-79.31,-100.00,-100.00,158.33,466.67,,,241.94,185.29,203.45,229.17,-33.96,-32.99,-31.82,-29.11,-25.71,-27.69,-28.33
BalanceIntangibleAssets_sy,,,,,,-17.17,-32.62,-28.90,,,,-16.20,,-2.04,,-28.73,-21.86,-14.02,-28.67,0.97,0.72,,,-0.95,2.87,1.36,1.22,14.95,-9.03,-5.94,-2.38,2.15,2.03,2.60
BalanceIntangibleAssets_qq,,,-22.22,318.29,-100.00,,,,-100.00,,-100.00,,-17.14,-17.24,-25.00,-33.33,-50.00,-100.00,,,9.68,-14.71,-17.24,341.67,-8.49,-9.28,-10.23,-11.39,-7.14,-7.69,-6.67,-7.14,-9.62,-8.51
BalanceIntangibleAssets_sq,,,-61.11,-1.81,-7.59,,,,-11.16,,-14.23,,-8.63,-8.72,-0.10,-6.22,-9.33,-0.42,,,0.27,-5.14,-3.36,-0.34,7.56,-2.42,-5.04,-1.28,-4.94,-2.84,-0.56,3.40,0.28,1.57
BalanceProperty,,48295000,47815000,48308000,,,,67716000,,72143000,,84991000,87594000,90064000,90209000,101449000,100070000,99052000,101681000,102779000,101599000,101218000,99466000,100267000,98593000,104452000,103237000,92095000,90052000,88018000,86103000,83847000,82183000,80520000
BalanceProperty_yy,,,,,,-100.00,-100.00,40.18,,,,25.51,,24.84,,19.36,14.24,9.98,12.72,1.31,1.53,2.19,-2.18,-2.44,-2.96,3.20,3.79,-8.15,-8.66,-15.73,-16.60,-8.96,-8.74,-8.52
BalanceProperty_sy,,,,,,-6.30,-18.00,8.01,,,,-4.12,,-5.77,,3.60,5.68,7.14,7.94,4.04,3.62,4.98,4.49,1.18,16.55,15.24,14.25,7.84,1.58,2.68,1.88,4.61,3.79,5.97
BalanceProperty_qq,,,-0.99,1.03,-100.00,,,,-100.00,,-100.00,,3.06,2.82,0.16,12.46,-1.36,-1.02,2.65,1.08,-1.15,-0.38,-1.73,0.81,-1.67,5.94,-1.16,-10.79,-2.22,-2.26,-2.18,-2.62,-1.98,-2.02
BalanceProperty_sq,,,-51.17,-1.39,0.32,,,,-0.52,,-2.06,,-0.96,0.89,-0.02,1.92,-0.28,1.08,1.76,1.81,0.05,,1.37,2.55,0.69,0.90,2.16,1.72,-0.08,-0.96,2.63,1.95,-0.97,1.70
BalanceNoncurrentReceivables,,,,,,,,,,127000,,127000,127000,127000,127000,0,0,0,0,405000,406000,407000,409000,410000,411000,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,,,1.23,1.23,-100.00,-100.00,-100.00,-100.00,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,-49.15,-72.51,-31.66,-72.44,,,,,15.62,1.23,41.86,41.46,-36.58,-37.07,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,-100.00,,,,,-100.00,,,,,0.25,0.25,0.49,0.24,0.24,-100.00,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,-48.75,,,,,-27.32,,,,,-1.74,0.25,-1.81,0.24,-1.83,-2.56,,,,,,,,
BalanceNoncurrInvestments,,3472000,3471000,3472000,,,,3472000,,3472000,,3472000,3472000,3472000,3472000,3472000,3472000,3472000,3472000,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_yy,,,,,,-100.00,-100.00,,,,,0.01,,,,,,,,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,-58.26,-100.00,,,,,,,,,,,,,-58.56,-22.56,-72.09,-68.63,,,,,,,,,,,
BalanceNoncurrInvestments_qq,,,-0.03,0.02,-100.00,,,,-100.00,,-100.00,,,,,,,,,-100.00,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sq,,,-100.00,0.02,-52.74,,,,-9.54,,-10.18,,,,,,,,,-19.02,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,382000,347000,1558000,,,,4343000,,4343000,,4335000,4335000,5225000,8404000,4423000,4423000,3672000,3672000,1944000,1944000,1727000,2773000,2035000,2035000,780000,780000,975000,975000,914000,914000,1487000,1487000,1540000
