,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeShareholderNetProfit,7377000,7831000,15368000,8530000,8117000,29509000,26955000,10460000,6658000,29855000,16302000,5374000,24947000,48126000,23392000,10123000,24651000,23961000,33924000,24808000,23105000,36460000,22430000,11710000,11972000,42374000,16875000,-1445000,14403000,50917000,24693000,12509000
BalanceNoncurrentAssets,,56110000,72884000,162460000,137041000,180482000,204650000,265564000,289409000,301159000,308944000,334175000,260685000,254251000,295135000,239110000,189317000,236012000,242037000,232334000,227701000,267699000,249621000,271721000,257807000,252692000,250721000,234720000,256961000,281515000,,
BalanceIntangibleAssets,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,34475000,35973000,87506000
BalanceProperty,98682000,138413000,149360000,165100000,174269000,175774000,195600000,200834000,155731000,147882000,186832000,142066000,112465000,131806000,131350000,130180000,127994000,149452000,141253000,148415000,140223000,134383000,128602000,115638000,118916000,135151000,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,21635000,36906000,74954000,38359000,42068000
BalanceOtherNoncurrentAssets,55291000,100464000,115140000,125385000,113345000,133341000,104954000,106369000,108303000,97044000,76852000,104205000,110687000,102154000,99707000,118247000,108367000,123306000,117584000,118309000,122120000,119081000,138044000,146364000,,64837000,69670000,155088000,176856000,177568000,134623000,105761000
BalanceCurrentAssets,108166000,112888000,129658000,146281000,118930000,115548000,127309000,117291000,121340000,121849000,139565000,160577000,147597000,158850000,163632000,188014000,199417000,183690000,190618000,221411000,246262000,274738000,,41545000,26012000,42943000,83124000,96579000,84029000,60138000,70932000,72955000
BalanceInventory,79926000,80625000,64369000,62854000,73065000,63940000,51095000,48543000,62709000,75677000,58967000,64294000,81064000,82758000,84213000,89264000,84764000,80143000,80841000,118820000,,22231000,41284000,38531000,38839000,42892000,41590000,42052000,34995000,37053000,43705000,39728000
BalanceCurrentReceivables,28150000,34096000,41005000,44685000,42925000,41033000,41273000,42136000,31737000,44329000,55504000,54360000,44032000,47480000,57149000,89194000,71832000,73570000,,,,,,,,,,,,,,
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,,1061000,834000,73614000,54893000,38097000,9003000,3571000,2239000,2880000,6027000,25927000,26411000,18598000
BalanceCash,13239000,8666000,27320000,32273000,35583000,42764000,56892000,50227000,27064000,50896000,71173000,46946000,48705000,52073000,93589000,82349000,,,,1541000,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,120947000,142555000,317548000,313897000,358049000,339274000,371326000,397575000,414047000,438602000,480456000,379616000,369799000,422443000,356402000,310658000,357861000
BalanceTotalAssets,381602000,392911000,375299000,426549000,413253000,459736000,457224000,436383000,441339000,456130000,503223000,556254000,,86172000,102283000,277995000,280672000,315351000,302418000,324965000,358008000,369921000,373166000,407915000,314865000,304748000,354104000,290158000,228925000,279879000,290177000,296761000
BalanceCapital,277309000,325672000,311213000,358973000,359033000,349013000,351455000,362337000,404124000,470984000,,187000,124000,267000,250000,254000,245000,245000,251000,259000,253000,250000,252000,250000,251000,256000,248000,252000,253000,254000,256000,267000
BalanceShareCapital,258000,263000,253000,256000,259000,251000,253000,262000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,0,,-21108000,105495000,96268000,104576000,98073000,95799000,100762000,102680000,96660000,93080000,-25704000,-47389000,-51553000,-165273000,-300044000,-267246000,-281637000,-330544000,-349587000,-349837000,-355138000
BalanceReserve,-405643000,-379687000,-343476000,-345298000,-352788000,-321856000,-352681000,,6975000,6546000,9282000,9108000,10403000,9693000,10098000,10914000,11197000,11114000,11735000,9006000,8539000,8810000,8182000,6775000,8135000,9148000,9503000,8864000,9995000,9659000,10494000,10049000
BalanceNonshareCapital,9655000,9798000,9869000,10665000,2362000,,3495000,6901000,8899000,7801000,7421000,6334000,6202000,5742000,5155000,26293000,34379000,33509000,32774000,29478000,26700000,48186000,44150000,51221000,55583000,64598000,58343000,57463000,51100000,49465000,42532000,43677000
BalanceNoncurrentLiabilities,34169000,35003000,29121000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,3480000,6725000,8779000,7623000,7299000,6223000,5548000,5071000,4499000,25481000,31981000,31740000,31086000,27809000,25262000,47134000,42991000,50088000,52267000,61422000,54809000,54166000,47832000,46356000,39512000,40748000,32383000,33149000
BalanceNoncurrentBorrowings,27062000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,15000,176000,120000,178000,122000,111000,654000,671000,657000,812000,2398000,1769000,1688000,1668000,1438000,1052000,1159000,1133000,3316000,3176000,3535000,3297000,3268000,3109000,3021000,2929000,1786000,1854000,2059000,
BalanceNoncurrentOtherLiabilities,24306000,26824000,21372000,16316000,24875000,20829000,30060000,22911000,27774000,28029000,26427000,22236000,23738000,30052000,31361000,26771000,25696000,31056000,31064000,24527000,32539000,34918000,39168000,38678000,35183000,36409000,49755000,53431000,53786000,,9962000,10646000
BalanceCurrentLiabilities,16879000,12071000,21043000,17431000,21046000,18283000,20781000,20622000,17446000,13342000,15005000,21436000,22292000,13691000,12299000,17586000,16322000,10067000,14373000,16252000,20930000,21203000,18438000,19410000,32522000,36064000,36103000,,12790000,16111000,3968000,3649000
BalanceCurrentTradePayablesv,3351000,3022000,8167000,4139000,6572000,7070000,8795000,8648000,8569000,8355000,8095000,12448000,12863000,12791000,14177000,14175000,16152000,15813000,16007000,15289000,15303000,15550000,15025000,15161000,15770000,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,1553000,66000,526000,596000,481000,375000
BalanceCurrentLeasing,846000,489000,421000,337000,187000,246000,165000,260000,975000,633000,535000,680000,566000,286000,2014000,2853000,2232000,2186000,1442000,1450000,2207000,2205000,1913000,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,0,120947000,0,142555000,0,317548000,313897000,358049000,339274000
BalanceReckoning,371326000,397575000,414047000,438602000,480456000,379616000,369799000,422443000,356402000,310658000,357861000,381602000,392911000,375299000,426549000,413253000,459736000,457224000,436383000,441339000,456130000,503223000,556254000,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,2843000,5294000,5109000,757000,2902000,24933000,12614000,18396000,29000,22798000,16227000,7680000,17606000,31680000,21696000,1225000,17993000,10676000,31659000,16560000,16317000,35211000,36334000,9760000,-4295000,49980000,34227000,-415000,11978000,24776000,50976000,4766000
CashflowAmortization,1296000,2253000,1115000,1420000,1303000,1107000,1915000,2721000,2892000,3589000,4282000,4379000,84000,3569000,3320000,2861000,2974000,2764000,1857000,1973000,2345000,3101000,2064000,2432000,2468000,2892000,2687000,2576000,2670000,2531000,2311000,2561000
CashflowInvestingCashflow,-240000,-4502000,-2747000,-10556000,-15684000,-27924000,-24691000,-38029000,-26149000,-31861000,-12642000,-8629000,-35889000,18132000,-18598000,-6457000,-20898000,-10444000,-21274000,-4992000,-12655000,-19096000,-17265000,-16180000,-16005000,-18000000,-12073000,-13001000,-8776000,-9883000,-11437000,-16796000
CashflowCapex,2129000,3664000,71000,6607000,11003000,27838000,20680000,35833000,20730000,23067000,5123000,2621000,30184000,-22147000,11191000,875000,15458000,-838000,11434000,-3964000,1454000,9620000,9503000,6540000,5618000,3410000,1681000,1579000,1121000,1490000,1768000,5414000
CashflowFinancingCashflow,-2820000,2792000,-1104000,11084000,87103000,-5321000,-540000,-1501000,-416000,3989000,-5074000,1466000,21572000,-29620000,-701000,-2968000,-3132000,-4784000,9005000,-7134000,-109000,-7092000,53000,-6599000,104000,-7899000,592000,-7776000,-471000,-7617000,546000,-8098000
CashflowShareCapitalCash,,0,,,100830000,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-216000
CashflowNetCashflow,3584000,1259000,86635000,-26714000,-8311000,-12617000,-21134000,-26536000,-5074000,-1489000,518000,3288000,20192000,2397000,-8200000,-6037000,-4552000,19390000,4435000,3553000,9023000,19122000,-13020000,-20197000,24081000,22746000,-21192000,2732000,7276000,40086000,-20128000,
