,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetGrossProfit,1923000,1395000,1695000,1650000,574000,955000,911000,74000,1239000,1349000,1205000,1269000,1014000,1237000,-5021000,1324000,1086000,1033000,1102000,1578000,732000,266000,1437000,1994000,1574000,2022000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,73000,840000,134000,304000,308000,1598000,1964000,1649000,2012000,2068000,1326000,1089000,1192000,1657000,-2499000,971000,-642000,2291000,-1899000,1837000,1346000,1204000,1924000
IncomeBeforeTaxProfit,1923000,1395000,1695000,1650000,574000,955000,911000,74000,1239000,1349000,1205000,1269000,1014000,1237000,-5021000,1324000,1086000,1033000,1102000,1578000,732000,266000,1437000,1994000,1574000,2022000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,137000,55000,688000,71000,244000,247000,1272000,1818000,1337000,1693000,1683000,980000,889000,924000,1378000,-2980000,825000,-537000,1784000,-2011000,1628000,1054000,1132000,1511000
IncomeNetProfit,1579000,1131000,1378000,1360000,1870000,714000,800000,68000,1002000,1004000,884000,1117000,764000,939000,-5302000,2205000,1025000,804000,940000,1375000,582000,-37000,1089000,1543000,1260000,1660000,137000,55000,688000,71000,244000,247000,1272000,1818000,1337000,1693000,1683000,980000,889000,924000,1378000,-2980000,825000,-537000,1784000,-2011000,1628000,1054000,1132000,1511000
IncomeShareholderNetProfit,1579000,1131000,1378000,1357000,1870000,714000,799000,67000,1002000,1004000,884000,1118000,764000,939000,-5302000,2205000,1025000,804000,940000,1375000,582000,296000,1178000,1718000,1260000,1707000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,304000,289000,223000,223000,275000,1395000,9471000,9939000,10383000,4723000,4786000,3479000,6990000,6318000,1715000,1635000,1969000,1824000,1985000,3249000,4678000,5891000,7004000,6747000,6740000,6630000,6407000,6596000,6056000,5958000,5928000,6037000,6001000,7549000,8735000,9406000,9748000,10412000,17522000,19325000,24443000,31944000,39881000,44405000,,,,8000,7000,36000
BalanceIntangibleAssets,468000,460000,607000,637000,615000,548000,526000,502000,459000,437000,453000,449000,439000,425000,413000,401000,392000,380000,391000,415000,424000,431000,438000,367000,482000,554000,667000,818000,1025000,1441000,1913000,2367000,3035000,3422000,4245000,5779000,6319000,7660000,44000,35000,66000,68000,153000,184000,1727000,1669000,1611000,1616000,1555000,2464000
BalanceProperty,3857000,3814000,937000,960000,1241000,1068000,1081000,2555000,3838000,5159000,5110000,5067000,5161000,5059000,5033000,5339000,4825000,4752000,4778000,5079000,5033000,5142000,5933000,6543000,6687000,6924000,6992000,7158000,7153000,7244000,6223000,6457000,240000,234000,137000,124000,88000,,,,,,,,5000,1537000,,0,0,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,1000,1000,111000,116000,175000,252000,395000,496000,,,,,,0,,,5556000,5736000,5556000,0,,139000,2414000,20000,0,0,0,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,230000,202000,349000,3000,3000,3000,3000,2137000,3000,20000,20000,20000,23000,27000,1175000,1720000,2074000,2609000,2470000,2616000,328000,188000,445000,319000,238000,275000,307000,465000,269000,427000,331000,1502000,1300000,1189000,1156000,950000
BalanceOtherNoncurrentAssets,825000,793000,839000,668000,404000,301000,1589000,1778000,1190000,946000,771000,7382000,8626000,12868000,18666000,24807000,29788000,5632000,6907000,6622000,6659000,8217000,66024000,65412000,66581000,51956000,58303000,53326000,54998000,55279000,52184000,50310000,60981000,72986000,86059000,85349000,86396000,92478000,84212000,82091000,88449000,93125000,95687000,98987000,97202000,88304000,90304000,85763000,89997000,89437000
BalanceCurrentAssets,83111000,91368000,93354000,105703000,109221000,128011000,132855000,139509000,146549000,144729000,143505000,,3000,,,,,,,,,,0,,,,3000,,,0,,,,,,,,,,,,,,,,,,,,
BalanceInventory,,,,,,,,,4516000,4932000,4513000,4610000,5401000,7243000,51902000,56617000,42723000,36079000,35743000,36854000,782000,1291000,37895000,981000,904000,72128000,72683000,85084000,91683000,81349000,79484000,86875000,90635000,90861000,97266000,92061000,84251000,85830000,83417000,88580000,88478000,78188000,90421000,92338000,102844000,102745000,122342000,121152000,130135000,129450000
BalanceCurrentReceivables,131130000,129922000,494000,190000,729000,621000,1951000,373000,1127000,1045000,37000,6882000,6802000,5839000,52064000,42735000,2384000,52952000,53763000,,,,,,,,,,,,,,,,,,,,5000000,4090000,2085000,1487000,758000,586000,1778000,1375000,1306000,626000,57434000,12077000
BalanceCurrentInvestments,8527000,9068000,15210000,10662000,12191000,2312000,7811000,9918000,6797000,18106000,13267000,12131000,656000,12000,2155000,1240000,165000,1155000,3976000,1127000,4388000,3308000,3782000,1508000,753000,431000,3913000,267000,272000,1898000,5786000,2023000,2449000,2575000,7306000,2685000,5394000,36000,4000,5000,122000,239000,974000,306000,392000,128000,132000,119000,114000,121000
BalanceCash,344000,113000,251000,213000,664000,535000,656000,783000,708000,1367000,1408000,1335000,850000,594000,754000,745000,692000,839000,664000,528000,1011000,681000,744000,962000,690000,3646000,4255000,2708000,7708000,9426000,7432000,,,,,,,,,0,,,6071000,5091000,5220000,3450000,,5258000,,
BalanceOtherCurrentAssets,0,,,,658000,,,0,,,,,,,,203000,230000,,,,,,,5936000,7196000,6845000,6882000,8492000,67419000,74883000,76520000,68410000,68117000,63332000,61927000,62269000,58502000,57283000,62616000,74955000,87883000,87334000,89645000,97156000,90761000,89095000,95197000,99866000,102317000,105394000
BalanceAssetsForSale,103798000,94360000,96262000,91691000,96034000,95438000,90863000,100334000,102760000,115452000,119633000,145533000,152180000,163951000,178492000,184610000,187910000,2804000,4365000,5047000,5118000,5371000,5609000,65032000,62617000,65279000,66168000,60655000,59203000,59953000,55738000,55824000,56937000,44393000,36821000,38400000,35272000,36650000,38008000,39879000,36284000,37084000,37151000,38152000,39156000,40040000,40727000,41491000,38428000,33126000
BalanceTotalAssets,35331000,36356000,37160000,38101000,39476000,40058000,40354000,41532000,43540000,42387000,42239000,500000,2000000,2000000,2000000,2000000,2000000,4000000,4000000,3800000,3800000,3800000,3800000,3500000,3500000,3500000,3500000,3500000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000,2566000
BalanceCapital,2566000,2566000,2566000,2752000,2752000,,,,,,0,,,,-4108000,0,,-4537000,-4537000,0,-3440000,-3440000,-3440000,-17038000,,,,,,,,,,,,,,,,,,,,,,,,,2215000,2173000
BalanceShareCapital,2215000,2215000,2215000,0,52996000,52996000,49087000,49087000,49087000,49087000,54485000,56614000,44850000,55390000,56998000,30384000,30384000,31449000,31449000,31450000,31449000,32589000,32589000,32589000,32589000,35862000,35862000,35862000,35862000,35866000,35866000,35866000,35866000,35866000,35866000,35866000,35866000,40011000,40011000,43178000,42968000,45404000,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,0,0,0,0,5000,3000,4000,4000,5000,5000,6000,6000,,,,,,-88000,-289000,-379000,2310000,2270000,2090000,162000,235000,118000,97000,29000,40000,1139000,1351000,1192000,983000,1105000,1003000
BalanceReserve,1012000,1069000,693000,1021000,25849000,40168000,40252000,15573000,15864000,16022000,40299000,40255000,40360000,25663000,990000,929000,423000,20349000,30176000,40373000,40393000,21532000,20875000,21327000,41008000,62492000,64229000,77725000,78022000,95135000,105267000,105860000,,,25000,20000,14000,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,24532000
BalanceNoncurrentLiabilities,39328000,39396000,14680000,14914000,14787000,39217000,39160000,39254000,24608000,19587000,29301000,39189000,39288000,20106000,19632000,19618000,39206000,60617000,60752000,75487000,75643000,91317000,101176000,101358000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,162000,235000,93000,77000,15000,40000,1139000,1351000,1192000,983000,1105000,1003000,1012000,1069000,693000,1021000,1317000,840000,856000,893000,950000,1235000,1082000,1095000,1106000,1055000
BalanceNoncurrentObligations,990000,929000,423000,763000,874000,1183000,1105000,1426000,1243000,1710000,1801000,1875000,3477000,2237000,2379000,3819000,4090000,4502000,2970000,2596000,1680000,1667000,3092000,61770000,8712000,12552000,1939000,966000,1572000,1721000,1304000,1695000,766000,4658000,4713000,10894000,8682000,38800000,44642000,36726000,8914000,18653000,22418000,39498000,66246000,63707000,53891000,35185000,20024000,17234000
BalanceNoncurrentLeasing,21919000,34000000,43103000,44272000,36343000,17665000,41335000,34391000,44776000,37508000,34686000,37720000,1542000,2490000,1425000,1402000,2907000,61437000,8489000,12145000,473000,623000,826000,611000,675000,334000,481000,830000,494000,450000,311000,384000,358000,746000,434000,384000,636000,678000,626000,445000,347000,456000,422000,534000,492000,543000,660000,650000,721000,720000
BalanceNoncurrentOtherLiabilities,917000,1081000,1319000,1748000,2051000,1200000,,,,,,,,,,,,,,,,,196000,188000,,3168000,3671000,9039000,7172000,37247000,42865000,34665000,7477000,16748000,19565000,37171000,62181000,60432000,51687000,5597000,15676000,12664000,17663000,9920000,20424000,21829000,33281000,14269000,37030000,30011000
BalanceCurrentLiabilities,37981000,28468000,25319000,27787000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25640000,113000,217000,221000,20005000,20055000,20111000,211000,312000,304000,418000
BalanceCurrentTradePayablesv,418000,583000,568000,572000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,143000,141000,163000,40000,407000,1450000,333000,736000,1110000,,285000,,,199000,212000,149000,200000,352000,154000,184000,169000,186000,223000,508000,343000,291000,361000,526000,215000,280000,209000,144000,170000,223000,111000,342000,308000,291000,405000,518000,1428000,106000,255000
BalanceCurrentObligations,122000,44000,170000,183000,0,,16000,10000,10000,433000,1173000,,660000,548000,1206000,987000,1020000,1219000,963000,849000,1336000,2048000,1463000,3216000,2323000,1515000,3202000,3451000,3292000,3329000,3252000,1755000,1538000,1960000,2140000,2972000,2539000,4751000,6418000,6342000,7644000,5936000,7196000,6845000,6882000,8492000,67419000,0,0,74883000
BalanceCurrentLeasing,76520000,0,68410000,68117000,63332000,0,61927000,62269000,58502000,0,57283000,62616000,74955000,0,87883000,87334000,89645000,97156000,90761000,89095000,95197000,99866000,102317000,105394000,103798000,94360000,96262000,91691000,96034000,95438000,90863000,100334000,102760000,115452000,119633000,145533000,152180000,163951000,178492000,184610000,187910000,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,289000,-637000,606000,-944000,-496000,-254000,-6142000,-24399000,-14504000,-3165000,-1216000,11150000,7428000,1146000,426000,620000,-240000,-807000,-404000,2707000,1991000,2111000,-555000,2594000,2671000,2284000,2850000,3435000,147000,2023000,3230000,1004000,4466000,1485000,322000,-6053000,4106000,-3155000,-4338000,12109000,-11728000,-1186000,-8069000,3275000,-25989000,-1155000,-6608000,-14090000,-10460000,3099000
CashflowAmortization,9000,13000,26000,24000,17000,9000,26000,67000,85000,87000,106000,121000,123000,126000,123000,121000,78000,85000,80000,81000,73000,64000,76000,73000,64000,67000,66000,62000,61000,61000,63000,62000,67000,64000,61000,60000,56000,65000,66000,71000,69000,84000,94000,98000,121000,132000,136000,169000,222000,244000
CashflowInvestingCashflow,,9000,-149000,51000,-111000,-2315000,-4371000,2303000,1210000,-1199000,-89000,769000,-1205000,640000,1461000,-854000,-9587000,9783000,-492000,437000,-10367000,-292000,-1081000,-14709000,-846000,-13751000,-8092000,8462000,2243000,-7102000,-4598000,485000,-6586000,4782000,8320000,-6078000,-130000,-48000,-132000,-371000,-1237000,503000,-417000,-1116000,-417000,-423000,-568000,-887000,259000,-1561000
CashflowCapex,,,6000,58000,168000,361000,689000,0,249000,386000,-104000,93000,27000,11000,1171000,1651000,-128000,-51000,67000,45000,151000,-125000,217000,32000,15000,9000,4000,3000,6000,122000,73000,53000,23000,67000,35000,130000,83000,133000,393000,261000,703000,475000,1079000,418000,468000,580000,887000,734000,1591000,
CashflowFinancingCashflow,1820000,-860000,824000,-73000,59377000,-5856000,1508000,4893000,814000,-5300000,-4773000,-81000,-6334000,-96000,-28000,-52000,-3479000,-97000,-42000,2903000,10848000,-10250000,20174000,-2961000,-8000,4598000,-9754000,-3305000,4004000,2357000,1333000,-730000,-3007000,-9721000,14711000,-6257000,2388000,4120000,-8061000,9230000,534000,10195000,2170000,21440000,2004000,7302000,19708000,5581000,1171000,
CashflowShareCapitalCash,1500000,0,0,,56000000,0,0,,0,0,,,,,,,,,,,,,0,,,,3000,,,0,,,,,,,,,,,,,,,,3166000,,,,
CashflowDividend,,,,,,,,,0,,1750000,0,0,,0,0,,,10495000,-1000,4259000,0,0,,4311000,0,0,,,4003000,0,0,,,,,,,,,,289000,1192000,-403000,-69000,-680000,56808000,-16369000,-20588000,-8401000
CashflowNetCashflow,-3550000,-6605000,7146000,6142000,-4548000,1791000,-262000,-9879000,5497000,-993000,3102000,-5473000,12667000,-11886000,8059000,-1136000,-11475000,-644000,2143000,-915000,-1075000,989000,2821000,-2849000,3261000,-1079000,2580000,-2281000,-3445000,3677000,-3736000,-149000,1709000,4328000,-4966000,426000,127000,4730000,-4620000,2708000,,,,,,,,,,
