,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,0,0,0,0,253000,-97000,-350000,-223000,-295000,,,,,,,,,,,,,,,,,,,,,,,,,,,943000,531000,-284000,6769000,1309000,2138000,431000,7348000,631000,1221000,-1205000,-37946000,-12461000,-21586000,-61858000
IncomeNetGrossProfit,-14402000,-5128000,-30992000,2897000,10527000,3144000,-207000,-3796000,2665000,-9131000,-7279000,-4067000,-15053000,-11652000,-9916000,-1681000,841000,-1348000,-13872000,-2062000,6015000,-1075000,-1159000,-1222000,-1275000,-1164000,-1467000,-5827000,2667000,-1487000,-1570000,-1845000,-1488000,-1339000,-1754000,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943000,531000,-284000,6769000,1309000,2138000,431000,7348000,631000,1221000,-1205000,-37946000,-12461000,-21586000,-61858000
IncomeBeforeTaxProfit,-14402000,-5128000,-30992000,2897000,10527000,3144000,-207000,-3796000,2665000,-9131000,-7279000,-4067000,-15053000,-11652000,-9916000,-1681000,841000,-1348000,-13872000,-2062000,6015000,-1075000,-1159000,-1222000,-1275000,-1164000,-1467000,-5827000,2667000,-1487000,-1570000,-1845000,-1488000,-1339000,-1754000,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,-361000,-957000,-1212000,-2349000,4217000,-89000,-4593000,-11749000,12221000,23000,-3035000,126000,524000,397000,478000,487000,505000,520000,-9586000,510000,487000,-44000,482000,495000,517000,939000,561000,-105000,5397000,829000,1821000,318000,5879000,308000,886000,-955000,-35673000,-12429000,-24044000,-61924000
IncomeNetProfit,-14339000,-5069000,-31048000,2850000,10353000,3122000,-198000,-3611000,2435000,-9140000,72043000,-5052000,-16305000,-14002000,-5746000,-1803000,-3784000,-13117000,-1684000,-2056000,2980000,-949000,-637000,-823000,-797000,-677000,-962000,-5309000,-6921000,-977000,-1086000,-1886000,-1006000,-844000,-1237000,939000,561000,-105000,5397000,829000,1821000,318000,5879000,317000,904000,-940000,-35658000,-12429000,-23997000,-61880000
IncomeShareholderNetProfit,-14228000,-5029000,-30969000,2703000,10293000,3122000,-162000,-3579000,2460000,-9174000,72040000,-5057000,-16303000,-14009000,-5746000,-1791000,-3756000,-13106000,-1684000,-2056000,2980000,-949000,-637000,-823000,-797000,-677000,-962000,-5309000,-6921000,-977000,-1086000,-1886000,-1006000,-844000,-1237000,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,27235000,28471000,35272000,37243000,44354000,65362000,83576000,95230000,107608000,107368000,124788000,93454000,92504000,44807000,43292000,43941000,46216000,44845000,33113000,39421000,71367000,58354000,46788000,35628000,672000,1478000,133000,123000,113000,25000,24000,21000,18000,16000,14000,16000,14000,12000,11000,10000,9000,8000,7000,6000,513000,837000,803000,782000,1125000,1043000
BalanceIntangibleAssets,1003000,593000,1126000,1074000,1222000,622000,575000,527000,437000,395000,78000,46000,30000,1027000,916000,26000,21000,24000,28000,1000,1000,,,,,,,,,,26420000,27252000,33671000,35623000,42898000,62794000,81528000,93165000,103788000,102691000,104134000,91019000,90361000,43196000,43119000,45437000,44381000,33011000,32804000,34291000
BalanceProperty,34095000,34660000,35602000,648000,445000,133000,123000,113000,25000,23000,20000,18000,16000,14000,16000,14000,12000,11000,10000,9000,8000,7000,6000,,,,,,,,,,,,,,,,,,,,,,,,0,,,
BalanceNoncurrentReceivables,149000,,,,,,,,,,,,,,,,,,,,,1000,1000,349000,349000,1000,911000,11000,0,,0,935000,19223000,1562000,1315000,816000,300000,306000,312000,0,6523000,36042000,23194000,12102000,5000,1005000,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,301000,381000,449000,489000,330000,614000,1034000,1472000,2694000,2668000,209000,251000,253000,268000,85000,78000,74000,56000,64000,7000,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,120139000,124756000,126784000,119438000,137877000,164310000,175974000,173691000,181762000,154468000,59860000,77177000,77332000,56783000,26961000,17563000,14744000,19533000,29161000,25096000,7060000,7157000,7514000,13132000,12045000,7267000,2091000,1384000,1155000,1072000,1859000,1307000,1197000,671000,1148000,895000,1040000,1164000,1884000,1777000,1700000,3382000,4343000,4336000,27266000,35059000,45305000,47795000,54015000
BalanceCurrentAssets,45507000,59891000,55003000,43283000,36150000,13252000,32685000,24177000,14842000,1267000,1418000,1111000,1410000,1357000,1638000,1377000,1212000,733000,728000,596000,302000,327000,237000,144000,102000,62000,91000,49000,45000,34000,31000,32000,25000,24000,3000,55857000,57754000,79057000,67249000,72833000,110816000,107788000,111135000,96909000,106720000,29604000,39428000,48571000,38531000,6536000
BalanceInventory,8810000,8071000,9667000,7028000,3868000,4989000,5224000,5808000,11367000,10138000,5952000,1418000,926000,776000,627000,1330000,948000,696000,528000,1060000,759000,600000,527000,1171000,795000,600000,720000,1048000,766000,32185000,29204000,258000,2270000,2160000,5218000,4980000,4004000,11263000,5727000,16041000,4073000,4070000,3033000,2932000,4834000,4394000,3593000,20614000,19358000,202000
BalanceCurrentReceivables,175000,73000,69000,,,,,,,,,,,,,,,,,4831000,2739000,2164000,2124000,8869000,2769000,3315000,3549000,4308000,5871000,963000,991000,514000,377000,2652000,861000,5162000,109000,513000,231000,381000,421000,963000,1179000,719000,371000,131000,142000,301000,427000,297000
BalanceCurrentInvestments,410000,94000,43000,102000,409000,605000,688000,958000,1097000,2662000,3295000,3570000,,,,,,,,,,,,25999000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12983000,,,,,,0,,0,1546000,119000,34686000,34739000,34739000,34689000,34469000,31166000,31055000,31042000,31042000,31010000,31010000,31010000
BalanceOtherCurrentAssets,31010000,21020000,21020000,21020000,20520000,20534000,20500000,20500000,147374000,153227000,162056000,156681000,182231000,229672000,259550000,268921000,289370000,261836000,184648000,170631000,169836000,114573000,71366000,61504000,60960000,64378000,62274000,64517000,78427000,65511000,55848000,48879000,47403000,43484000,36963000,36196000,35737000,32263000,32938000,32370000,32257000,31697000,32172000,31921000,32064000,22196000,22915000,22807000,22229000,23924000
BalanceAssetsForSale,24850000,24842000,41703000,44140000,47272000,48145000,78461000,84678000,84924000,85845000,49248000,35823000,10591000,-56763000,-63203000,-92654000,-88801000,-81438000,-76891000,-70125000,-68661000,-68597000,11278000,-10109000,-24220000,-29970000,-31754000,-35336000,-36665000,-38349000,-40405000,-17524000,-18473000,-19110000,-19933000,-20730000,-21407000,-22369000,-27678000,-34599000,-35576000,-36662000,-38548000,-39554000,-40398000,-41635000,781000,781000,781000,781000
BalanceTotalAssets,931000,931000,931000,931000,931000,931000,931000,931000,5931000,7629000,7629000,12591000,12591000,19851000,23531000,23731000,26920000,26920000,26920000,26920000,26920000,26920000,26920000,26920000,26920000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,47720000,,,,,,,,,,
BalanceCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34456000,42521000,40402000,40402000,74981000,75007000,74935000,83414000,83622000,83622000
BalanceShareCapital,51109000,57888000,51437000,51109000,44555000,45980000,44302000,43205000,52243000,57061000,57034000,56932000,56928000,57109000,57109000,56933000,56934000,56934000,50759000,50759000,51008000,51008000,51008000,51008000,282000,282000,282000,282000,282000,282000,286000,286000,286000,,0,,0,0,4000,4000,19000,3000,-29000,1000000,954000,-307000,0,,-108000,-165000
BalanceOwnShares,-131000,44000,48000,55000,55000,43000,15000,,,,,,,,,,,,,,,7305000,7868000,9148000,9272000,8857000,27677000,39942000,46686000,43666000,42369000,41042000,41374000,40039000,38568000,27874000,26688000,25949000,25143000,22889000,28821000,28204000,46580000,45848000,39538000,20569000,25144000,24944000,24888000,4511000
BalanceReserve,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,7170000,7215000,8849000,9004000,8769000,27555000,39783000,45548000,43511000,42273000,40947000,38283000,37408000,36534000,25385000,24750000,24115000,22846000,28782000,28147000,46462000,45792000,39373000,20373000,24928000,24939000,24883000,4506000,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,135000,653000,299000,268000,88000,122000,159000,1138000,155000,96000,95000,3091000,2631000,2034000,1303000,1199000,1028000,43000,39000,57000,118000,56000,165000,196000,216000,5000,5000,5000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,98366000,101219000,105636000
BalanceNoncurrentObligations,99264000,94909000,117313000,134665000,136387000,196485000,182644000,132061000,186020000,193000000,168966000,132446000,116254000,111902000,109468000,108211000,104424000,38901000,28992000,34165000,39256000,58545000,53661000,48684000,49657000,71631000,49785000,51409000,51479000,52189000,52426000,53578000,54289000,59741000,56794000,58490000,59468000,60776000,63477000,65247000,66476000,,,,,,,,,
BalanceNoncurrentLeasing,,,91453000,60889000,120469000,123879000,101457000,59689000,58152000,55810000,1126000,3451000,2424000,3751000,4117000,4403000,4009000,1522000,1174000,945000,870000,687000,696000,496000,526000,487000,444000,402000,522000,607000,603000,555000,605000,583000,635000,549000,64913000,63173000,40382000,45108000,42413000,33862000,53891000,71375000,87591000,90298000,64137000,57209000,60096000,58742000
BalanceNoncurrentOtherLiabilities,47821000,48623000,48935000,10861000,7823000,11749000,15595000,17993000,23278000,43205000,41268000,36776000,37958000,59817000,40693000,41312000,41866000,42604000,43358000,44096000,45396000,46529000,46782000,46782000,46783000,46783000,46782000,46783000,46725000,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,437000,174000,455000,778000,632000,245000,9498000,6420000,7035000,8342000,9025000,8767000,8744000,5127000,4723000,96224000,93150000,24728000
BalanceCurrentBorrowings,9646000,12055000,11575000,11331000,10871000,10734000,10754000,10944000,8405000,9401000,9117000,9059000,8581000,9038000,8491000,12690000,9405000,11105000,12130000,13388000,16112000,17829000,19202000,33453000,38046000,64817000,53982000,52041000,82673000,80142000,64767000,7943000,85926000,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,147374000,153227000,0,162056000,156681000,182231000,0,229672000,259550000,268921000,0,289370000,261836000,184648000,0,170631000,169836000,114573000,71519000,61504000,60960000,64378000,0,62274000,64517000,78427000,0,65511000,55848000,48879000,47403000,43484000,36963000
BalanceCurrentLeasing,36196000,35737000,32263000,32938000,32370000,32257000,31697000,32172000,31921000,32064000,22196000,22915000,22807000,22229000,23924000,24850000,24842000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,2252000,-506000,-2335000,874000,-3649000,-13903000,4538000,1850000,-9939000,-5522000,8104000,12760000,9555000,9670000,15585000,-10980000,-100000,-2285000,-1214000,379000,-1680000,-1549000,-1108000,-1229000,3129000,-1994000,201000,294000,-1170000,-1094000,-602000,-1001000,65000,-292000,-308000,147000,65000,-272000,57000,-321000,-53000,58000,292000,189000,77000,267000,130000,1565000,599000,308000
CashflowAmortization,493000,396000,617000,674000,630000,716000,749000,847000,924000,906000,903000,948000,1206000,1353000,1543000,1480000,1324000,1317000,1278000,1124000,1141000,1002000,985000,959000,906000,970000,1004000,989000,947000,863000,793000,42000,11000,10000,9000,-12000,3000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000
CashflowInvestingCashflow,-4563000,-4608000,-13000,1577000,2091000,-3869000,-11116000,-9637000,-21019000,-8439000,-7696000,-11518000,-7397000,38000,1014000,596000,-1779000,6706000,18444000,702000,-48000,-4889000,117000,10310000,-8897000,-198000,-148000,-99000,319000,1717000,877000,1629000,1000,58000,331000,-4000,61000,142000,56000,5000,2000,1000,15000,7000,6000,3000,9000,0,34000,0
CashflowCapex,298000,1599000,2229000,3844000,1937000,7909000,9871000,12439000,21270000,12862000,3638000,10058000,946000,8265000,-49000,-367000,38000,136000,55000,12000,6000,48000,4000,168000,4000,42000,99000,73000,41000,1000,5000,9000,1000,0,0,0,8000,0,0,,,,,,4467000,3024000,3017000,-3697000,1518000,24517000
CashflowFinancingCashflow,6444000,1821000,31504000,14195000,-335000,-556000,-595000,-14616000,-16852000,10665000,1402000,-4558000,-17146000,-696000,1274000,6454000,934000,-9069000,5741000,2341000,31000,-129000,891000,-81000,-59000,-1088000,16000,-7000,-12000,27000,,,,,,,,,,-33000,,0,0,0,0,28544000,-27000,0,25000,0
CashflowShareCapitalCash,0,0,0,0,0,0,1779000,-81000,0,1087000,500000,6760000,1830000,1850000,1511000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156000,-2090000,669000,-1246000,-40000,6745000,-134000,-5966000,546000,234000,73000,686000
CashflowNetCashflow,1563000,-4908000,-253000,281000,-477000,-137000,84000,385000,-454000,16000,-57000,12000,-27000,149000,84000,66000,40000,542000,216000,-460000,82000,-241000,11000,170000,126000,-130000,113000,-316000,-51000,59000,307000,196000,83000,270000,139000,1565000,633000,275000,,,,,,,,,,,,
