,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663000,8202000,10197000,9445000,11927000,6822000,6858000,3315000,3248000,4509000,4306000,4101000,4191000,4069000,4015000,3497000,3621000,2283000,2236000,2290000,2187000,2338000,2607000,1959000
BalanceNoncurrInvestments,1436000,35722000,35899000,43196000,43262000,40865000,38834000,39575000,39624000,43455000,43546000,42785000,42714000,41705000,42428000,41842000,41670000,42947000,43043000,45682000,46075000,45193000,1284000,8010000,1965000,2656000,3020000,3277000,2435000,5880000,2864000,2581000,2421000,3500000,3560000,2533000,1493000,652000,3998000,3042000,153000,1358000,404000,267000,96000,2013000,2158000,1667000,1372000,1913000,1606000,1779000,1938000,1998000
BalanceOtherNoncurrentAssets,1638000,2180000,2477000,2716000,2597000,5062000,5994000,5491000,6221000,5835000,5987000,2953000,2883000,2961000,150038000,237684000,232262000,134228000,134669000,150454000,140077000,143403000,148091000,133409000,133412000,166429000,139214000,129685000,87085000,83126000,83140000,85255000,75131000,85910000,121180000,100916000,98456000,85385000,78266000,108766000,102338000,85216000,83015000,94794000,102995000,102376000,86104000,118729000,124356000,132653000,108921000,100173000,80280000,76633000
BalanceCurrentAssets,61805000,65735000,76752000,74154000,44902000,43157000,59621000,89645000,4660000,3109000,3633000,4797000,5567000,3213000,2661000,2860000,2850000,6737000,5860000,6244000,6629000,7052000,5872000,6261000,5296000,6300000,6071000,5081000,4934000,4512000,5680000,8312000,9233000,8962000,8261000,9094000,8974000,4483000,5880000,7480000,8967000,7071000,7129000,3904000,5197000,4865000,3686000,3104000,1825000,2222000,3255000,2902000,55554000,117722000
BalanceInventory,183261000,67559000,71492000,71339000,66991000,74957000,99342000,88864000,95969000,126217000,101037000,92571000,56567000,52711000,58081000,60779000,52381000,54570000,75656000,66500000,69856000,59597000,48920000,56038000,47811000,49095000,49127000,61387000,57511000,66534000,49255000,71581000,81921000,83991000,57176000,68119000,58089000,56652000,41220000,44381000,55931000,32236000,19051000,21903000,,,,,,,,,,
BalanceCurrentReceivables,,,,3647000,3214000,3382000,3377000,3432000,639000,593000,597000,198000,197000,435000,198000,198000,198000,198000,299000,299000,1877000,1881000,5720000,8029000,11209000,9926000,5801000,4284000,2799000,773000,459000,198000,198000,198000,,32253000,30317000,44341000,63560000,59544000,74318000,67519000,65233000,46088000,41685000,14935000,18840000,14722000,11389000,6042000,8323000,6808000,6100000,4590000
BalanceCurrentInvestments,9110000,19350000,7350000,4701000,6796000,7467000,28770000,26571000,8249000,6374000,4815000,13091000,6606000,7900000,16252000,15508000,23595000,25747000,13218000,4724000,3783000,3928000,3720000,3454000,28815000,8805000,1857000,2610000,,,,,,,,,,,16011000,11421000,14213000,16104000,14415000,14401000,11786000,11518000,12666000,15733000,19668000,21787000,18767000,14282000,16001000,15347000
BalanceCash,18424000,17033000,17372000,13778000,15390000,13544000,13143000,17615000,13676000,15197000,18096000,14473000,12072000,11135000,12773000,14530000,15542000,10881000,13791000,16495000,,52096000,,,,,,,,,,,,,,,,,0,,,0,21036000,,675000,0,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,224519000,316348000,255767000,157729000,160836000,193325000,183029000,192008000,223971000,211108000,213794000,260987000,233369000,223977000,186834000,180536000,180848000,187006000,170405000,181367000,218175000,196675000,194068000,186106000,178388000,206254000,199460000,189572000,187087000,196432000,202231000,202337000,185816000,201635000,206412000,214436000,190484000,183081000
BalanceAssetsForSale,164494000,159820000,145204000,148361000,159506000,156824000,127583000,124749000,53232000,55129000,73046000,78217000,76985000,81092000,84132000,84288000,93621000,96996000,97214000,103022000,103512000,101844000,98717000,99856000,104466000,105626000,103700000,106124000,112886000,113643000,111073000,110410000,110288000,108598000,109776000,107422000,108822000,111463000,113017000,113436000,114281000,113003000,115365000,116357000,117318000,89882000,90569000,88195000,88599000,89050000,95477000,105242000,80259000,79743000
BalanceTotalAssets,3913000,3913000,3903000,3903000,3903000,3903000,3903000,3903000,3903000,3903000,3900000,3900000,3900000,3900000,3900000,3900000,3900000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,3895000,-10000,-10000,,,,,,
BalanceCapital,0,-3000,0,,-2000,-5000,-5000,-5000,-5000,-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,-960000,-960000,36439000,45109000,44971000,53103000,68697000,70081000,70371000,75791000,78650000,79333000,90298000,87773000,87796000,,,
BalanceShareCapital,,,,,10371000,,,11063000,11072000,10998000,10995000,10954000,11244000,11407000,11606000,11973000,11939000,11746000,11741000,11584000,11599000,12161000,12153000,12146000,12092000,12146000,11322000,11521000,11521000,11521000,945000,1008000,1268000,2552000,2528000,10185000,9667000,9952000,11174000,12092000,12403000,13421000,13725000,13611000,17405000,16166000,13682000,18021000,18042000,15436000,14206000,14104000,13721000,13678000
BalanceOwnShares,13733000,13438000,13262000,12337000,10616000,9873000,9755000,9243000,9216000,9100000,8710000,8738000,8682000,6417000,6451000,6448000,6588000,6469000,6458000,6524000,6500000,6276000,42730000,2506000,3126000,3292000,3583000,7119000,7051000,7007000,5758000,7629000,7288000,10890000,10450000,9126000,7903000,8181000,9122000,8372000,5057000,6499000,6417000,6701000,7201000,7751000,7586000,5342000,5374000,24277000,24371000,17198000,16270000,6884000
BalanceReserve,5056000,4981000,5173000,5153000,4468000,4475000,4485000,4726000,4712000,4817000,5514000,4692000,5089000,5566000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,38449000,129000,677000,0,690000,49000,160000,137000,61000,1261000,571000,1471000,1471000,1471000,1033000,1033000,378000,234000,,,,,,,,,,,,,,,,,,,,134000,299000,271000
BalanceNoncurrentLiabilities,429000,933000,141000,491000,856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,4281000,2377000,2449000,3292000,2893000,7070000,6891000,6870000,5697000,6368000,6717000,9419000,8979000,7655000,6870000,7148000,8744000,8138000,5057000,6499000,6417000,6701000,7201000,7751000,7586000,5342000,5374000,24277000,24371000,17198000,16270000,6884000,5056000,4981000,5173000,5153000,4468000,4475000,4351000,4427000,4441000,4388000,4581000,4551000,4598000,4710000,127612000,217577000,178327000
BalanceNoncurrentObligations,73668000,77740000,94929000,82179000,90761000,113418000,94391000,96889000,133654000,105682000,99396000,62809000,56333000,53578000,54987000,43606000,53308000,84666000,62227000,62073000,54267000,46781000,78876000,71048000,45536000,43278000,57898000,63189000,72774000,57263000,74551000,77164000,84188000,60016000,82307000,62989000,60451000,45305000,48025000,52057000,40366000,35735000,33164000,127612000,177585000,127530000,65674000,61392000,73793000,62787000,58082000,75362000,72192000,72365000
BalanceNoncurrentLeasing,105973000,80972000,78745000,47019000,41372000,40318000,44939000,35531000,45373000,71841000,49671000,49423000,34983000,28558000,31266000,29176000,26799000,24410000,23889000,30528000,31229000,19329000,35887000,45787000,51451000,35397000,46178000,45929000,39525000,27264000,26882000,32002000,27018000,18762000,22406000,,1667000,32968000,0,603000,2036000,3791000,2786000,5192000,2856000,5677000,3305000,8428000,7284000,5864000,7617000,5845000,2057000,2149000
BalanceNoncurrentOtherLiabilities,2957000,4320000,3554000,6699000,7555000,9830000,8009000,8859000,4471000,6222000,12681000,12951000,14110000,15115000,13075000,12043000,11772000,14578000,14771000,7448000,10400000,10751000,14116000,13926000,2233000,2622000,3064000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53161000,15538000,7994000,13964000,12506000,10024000,14078000,20351000,10307000,14490000,21900000,15533000,12893000,9640000,7145000,7198000,7846000,5487000,3978000,6088000,5023000,5516000,8166000,7355000,9050000,4630000
BalanceCurrentBorrowings,7182000,6812000,6471000,7402000,8216000,4590000,7316000,4030000,9589000,6569000,12196000,5499000,8141000,5571000,4709000,4146000,8878000,6859000,6275000,,25292000,2291000,0,1781000,6594000,5577000,15815000,12513000,9036000,4357000,2476000,749000,474000,286000,199000,217000,145000,439000,1000000,2417000,3979000,435000,3563000,1038000,30551000,28383000,7084000,5834000,14857000,12308000,19219000,18229000,18273000,15304000
BalanceCurrentObligations,11376000,3472000,9162000,4113000,2385000,1719000,2318000,1983000,2237000,7492000,1419000,224519000,276220000,0,255767000,157729000,160836000,0,193325000,183029000,192008000,0,223971000,211108000,213794000,0,260987000,233369000,223977000,0,186834000,180536000,180848000,0,187006000,170405000,181367000,0,218175000,196675000,194068000,0,186106000,178388000,206254000,199460000,189572000,187087000,196432000,202231000,202337000,185816000,201635000,206412000
BalanceCurrentLeasing,214436000,190484000,183081000,164494000,159820000,145204000,148361000,159506000,156824000,127583000,124749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-8845000,-2169000,-37203000,-29300000,74391000,-5479000,15915000,10028000,-15948000,3048000,94000,11334000,-5918000,-8333000,15940000,-1424000,-9220000,2836000,-2070000,2677000,-2028000,-1052000,2704000,1826000,-6382000,4171000,-8884000,18470000,-11241000,-5314000,-1552000,7439000,-3118000,23935000,642000,-13920000,-2525000,-5162000,9092000,-4210000,302000,-5387000,1450000,14488000,-5486000,-11326000,5436000,-3365000,105000,-5081000,-166000,38838000,3472000,-7117000
CashflowAmortization,1432000,1648000,928000,725000,750000,758000,1150000,1130000,721000,1076000,913000,1007000,1114000,1204000,1269000,1212000,1198000,1172000,1076000,1111000,1081000,1054000,975000,976000,796000,823000,630000,758000,642000,586000,538000,530000,576000,581000,588000,594000,599000,582000,577000,578000,589000,615000,580000,656000,569000,635000,540000,607000,532000,481000,506000,495000,518000,506000
CashflowInvestingCashflow,-181000,-2053000,80198000,-6905000,-1616000,-401000,-404000,-1565000,-1292000,-8378000,-18572000,-3619000,-3477000,-1978000,-5647000,-2531000,-649000,-2052000,-642000,-3136000,2623000,2748000,-1261000,145000,5555000,34000,-2500000,2893000,204000,-512000,-183000,-3864000,1681000,-455000,-454000,212000,-965000,-2491000,-914000,-3341000,126000,16030000,466000,-6060000,4964000,-806000,-431000,-189000,-169000,1720000,-280000,-901000,-206000,-225000
CashflowCapex,981000,454000,1609000,1250000,1604000,1071000,709000,130000,1567000,-94000,2722000,16780000,3542000,2010000,3554000,445000,575000,-42000,880000,1656000,81000,372000,171000,750000,143000,206000,122000,1218000,113000,373000,218000,434000,449000,413000,424000,337000,971000,517000,-507000,594000,243000,264000,280000,918000,341000,824000,62000,445000,179000,293000,280000,894000,206000,225000
CashflowFinancingCashflow,-4093000,2558000,-30679000,9796000,-35535000,1111000,-4415000,-829000,88000,1187000,-3998000,-586000,-1316000,1964000,-3579000,1146000,5751000,-3994000,-1396000,495000,1686000,-3211000,-1205000,-3013000,306000,-674000,5531000,-4886000,-963000,3177000,2315000,-2060000,2108000,-2177000,-2387000,-4614000,1615000,6094000,98000,1066000,866000,-2291000,-2660000,-341000,2674000,-397000,-13499000,2613000,209000,3153000,180000,-12576000,-23276000,394000
CashflowShareCapitalCash,,0,0,0,1002000,0,0,0,,0,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451000
CashflowDividend,10000,5464000,0,,3925000,180000,2988000,,,,,,,,,11000,,,0,0,,,3038000,0,,,112000,,1361000,37000,,6187000,0,,,,,,-10643000,-4140000,12316000,-20272000,38323000,-5852000,11096000,7634000,-17152000,-4143000,-22476000,7129000,-10711000,-8347000,6714000,-2809000
CashflowNetCashflow,-4118000,-3210000,-4108000,-1262000,2281000,-1515000,238000,-946000,-521000,3531000,-5853000,16093000,-12000000,-2649000,580000,1515000,671000,21303000,-2199000,-18322000,-1875000,-1559000,8276000,-8128000,2588000,16704000,-10390000,8087000,2152000,-12529000,-8494000,-941000,145000,-208000,-266000,25361000,-20010000,-6948000,,,,,,,,,,,,,,,,
