,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets,941000,1059000,1042000,1320000,1391000,482000,665000,683000,933000,949000,650000,940000
BalanceOtherCurrentAssets_yy,,,,,47.88,-54.50,-36.18,-48.26,-32.93,96.89,-2.26,37.63
BalanceOtherCurrentAssets_sy,,,,,13.71,22.95,10.95,12.70,9.37,23.62,3.52,21.60
BalanceOtherCurrentAssets_qq,,12.63,-1.64,26.68,5.38,-65.35,37.97,2.71,36.60,1.71,-31.51,44.62
BalanceOtherCurrentAssets_sq,,-4.90,44.64,-3.83,1.36,-14.71,37.97,-2.72,11.40,1.71,12.22,-1.56
BalanceAssetsForSale,,859000,859000,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,-100.00,-100.00,,,,,
BalanceAssetsForSale_sy,,,,,,-100.00,-100.00,,,,,
BalanceAssetsForSale_qq,,,0.02,-100.00,,,,,,,,
BalanceAssetsForSale_sq,,,,-100.00,,,,,,,,
BalanceTotalAssets,110904000,112345000,128855000,126444000,148726000,176868000,175277000,193912000,187782000,178743000,171121000,164967000
BalanceTotalAssets_yy,,,,,34.10,57.43,36.03,53.36,26.26,1.06,-2.37,-14.93
BalanceTotalAssets_sy,,,,,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalAssets_qq,,1.30,14.70,-1.87,17.62,18.92,-0.90,10.63,-3.16,-4.81,-4.26,-3.60
BalanceTotalAssets_sq,,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.64,0.74
BalanceCapital,32943000,41664000,39983000,38791000,39346000,65731000,53812000,51020000,44791000,29555000,16554000,15403000
BalanceCapital_yy,,,,,19.44,57.77,34.59,31.53,13.84,-55.04,-69.24,-69.81
BalanceCapital_sy,,,,,8.22,9.12,8.86,6.90,6.96,7.62,1.94,4.28
BalanceCapital_qq,,26.47,-4.03,-2.98,1.43,67.06,-18.13,-5.19,-12.21,-34.02,-43.99,-6.95
BalanceCapital_sq,,2.70,1.14,0.65,2.78,5.12,-1.23,1.42,2.47,4.45,-1.74,1.57
BalanceShareCapital,58880000,58880000,58880000,58880000,58880000,58880000,66880000,66880000,66880000,66880000,66880000,66880000
BalanceShareCapital_yy,,,,,,,13.59,13.59,13.59,13.59,,
BalanceShareCapital_sy,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,13.59,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,
BalanceReserve,-33132000,-33132000,-53214000,,,-35450000,9764000,-1670000,9764000,-1670000,9764000,-1670000
BalanceReserve_yy,,,,,100.00,-7.00,118.35,,,95.29,,
BalanceReserve_sy,,,,,10.60,12.16,10.95,,,6.66,,
BalanceReserve_qq,,,-60.61,100.00,,,127.54,-117.10,684.67,-117.10,684.67,-117.10
BalanceReserve_sq,,,,4.21,,,,4.20,,,,3.26
BalanceNonshareCapital,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,
BalanceNoncurrentLiabilities,9197000,8476000,6251000,4717000,3517000,1499000,1476000,1112000,853000,1753000,1591000,1308000
BalanceNoncurrentLiabilities_yy,,,,,-61.76,-82.32,-76.39,-76.43,-75.75,16.94,7.79,17.63
BalanceNoncurrentLiabilities_sy,,,,,-3.86,1.87,-2.47,-4.68,-2.92,-5.26,-4.97,0.48
BalanceNoncurrentLiabilities_qq,,-7.83,-26.25,-24.54,-25.44,-57.38,-1.53,-24.66,-23.29,105.51,-9.24,-17.79
BalanceNoncurrentLiabilities_sq,,-3.02,-0.56,-0.23,0.58,-4.63,,-4.13,-0.98,-1.24,-2.14,-1.50
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,
BalanceNoncurrentBorrowings,8589000,7890000,5616000,4183000,3009000,964000,959000,595000,385000,1293000,1117000,850000
BalanceNoncurrentBorrowings_yy,,,,,-64.97,-87.78,-82.92,-85.78,-87.21,34.13,16.48,42.86
BalanceNoncurrentBorrowings_sy,,,,,-30.23,-4.69,-5.60,-7.19,-15.04,-25.70,-14.02,-17.06
BalanceNoncurrentBorrowings_qq,,-8.14,-28.82,-25.52,-28.07,-67.96,-0.52,-37.96,-35.29,235.84,-13.61,-23.90
BalanceNoncurrentBorrowings_sq,,-5.51,-2.86,-7.03,-1.90,-2.44,-0.52,-7.11,-5.93,-7.30,-4.51,-8.20
BalanceNoncurrentObligations,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,608000,586000,635000,534000,508000,535000,517000,517000,468000,460000,474000,458000
BalanceNoncurrentOtherLiabilities_yy,,,,,-16.44,-8.78,-18.58,-3.18,-7.87,-14.02,-8.32,-11.41
BalanceNoncurrentOtherLiabilities_sy,,,,,7.78,9.07,14.50,2.34,1.53,-4.67,-10.86,-5.53
BalanceNoncurrentOtherLiabilities_qq,,-3.53,8.27,-15.91,-4.87,5.31,-3.36,,-9.48,-1.71,3.04,-3.38
BalanceNoncurrentOtherLiabilities_sq,,-1.09,0.36,5.97,2.56,2.82,2.26,,-1.09,-1.51,-3.00,3.90
BalanceCurrentLiabilities,68765000,62205000,82621000,82936000,105863000,109638000,119989000,141780000,142138000,147435000,152976000,148256000
BalanceCurrentLiabilities_yy,,,,,53.95,76.25,45.23,70.95,34.27,34.47,27.49,4.57
BalanceCurrentLiabilities_sy,,,,,19.37,14.52,13.81,8.53,6.49,14.70,17.58,12.72
BalanceCurrentLiabilities_qq,,-9.54,32.82,0.38,27.64,3.57,9.44,18.16,0.25,3.73,3.76,-3.09
BalanceCurrentLiabilities_sq,,-0.40,4.82,8.09,3.42,0.63,-1.27,3.33,4.29,2.93,2.03,-0.86
BalanceCurrentTradePayablesv,41312000,32896000,51849000,45804000,70252000,68032000,78139000,107331000,99566000,104722000,99735000,98568000
BalanceCurrentTradePayablesv_yy,,,,,70.05,106.81,50.70,134.33,41.73,53.93,27.64,-8.16
BalanceCurrentTradePayablesv_sy,,,,,7.38,18.24,30.21,16.01,19.06,19.05,9.20,12.22
BalanceCurrentTradePayablesv_qq,,-20.37,57.62,-11.66,53.38,-3.16,14.86,37.36,-7.23,5.18,-4.76,-1.17
BalanceCurrentTradePayablesv_sq,,-2.51,-7.24,8.35,7.41,15.59,-0.03,3.82,11.22,6.17,-4.10,6.34
BalanceCurrentBorrowings,22339000,21665000,24953000,28853000,28309000,33835000,34388000,27012000,35781000,32760000,47628000,41399000
BalanceCurrentBorrowings_yy,,,,,26.73,56.18,37.81,-6.38,26.39,-3.18,38.50,53.26
BalanceCurrentBorrowings_sy,,,,,19.49,8.74,7.38,-0.91,-9.01,5.84,18.61,14.56
BalanceCurrentBorrowings_qq,,-3.02,15.18,15.63,-1.89,19.52,1.63,-21.45,32.46,-8.44,45.38,-13.08
BalanceCurrentBorrowings_sq,,-5.62,26.72,-3.03,3.38,-37.45,25.12,-6.69,-2.34,-9.93,25.61,-1.79
BalanceCurrentObligations,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,4992000,7523000,5697000,8157000,7180000,7649000,7356000,7355000,6681000,9783000,5507000,8183000
BalanceCurrentOtherLiabilities_yy,,,,,43.83,1.68,29.12,-9.83,-6.95,27.90,-25.14,11.26
BalanceCurrentOtherLiabilities_sy,,,,,21.48,9.08,-4.81,8.45,3.28,24.66,17.72,6.99
BalanceCurrentOtherLiabilities_qq,,50.70,-24.27,43.18,-11.98,6.53,-3.83,-0.01,-9.16,46.43,-43.71,48.59
BalanceCurrentOtherLiabilities_sq,,30.26,-1.34,-0.25,-7.62,16.37,-11.32,14.60,-9.82,39.60,-8.99,4.22
BalanceReckoning,122000,122000,122000,122000,122000,122000,106000,82000,110000,170000,106000,106000
BalanceReckoning_yy,,,,,-0.07,-0.07,-13.11,-32.79,-9.84,39.34,,29.27
BalanceReckoning_sy,,,,,27.18,8.76,22.09,8.04,-1.50,2.74,,2.93
BalanceReckoning_qq,,,-0.07,,,,-13.11,-22.64,34.15,54.55,-37.65,
BalanceReckoning_sq,,,-0.04,,,,,,-1.04,6.42,0.12,
BalanceTotalEquityAndLiabilities,110904000,112345000,128855000,126444000,148726000,176868000,175277000,193912000,187782000,178743000,171121000,164967000
BalanceTotalEquityAndLiabilities_yy,,,,,34.10,57.43,36.03,53.36,26.26,1.06,-2.37,-14.93
BalanceTotalEquityAndLiabilities_sy,,,,,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalEquityAndLiabilities_qq,,1.30,14.70,-1.87,17.62,18.92,-0.90,10.63,-3.16,-4.81,-4.26,-3.60
BalanceTotalEquityAndLiabilities_sq,,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.71,0.36
CashflowOperatingCashflow,6076000,10772000,-2766000,6978000,9081000,24247000,-19224000,11216000,-3394000,5696000,-16752000,8430000
CashflowOperatingCashflow_yy,,,,,49.47,125.08,-595.01,60.73,-137.37,-76.51,12.86,-24.84
CashflowOperatingCashflow_sy,,,,,18.46,-4.64,-15.71,-19.11,1.57,21.75,18.23,10.68
CashflowOperatingCashflow_qq,,77.31,-125.68,352.28,30.14,167.01,-179.28,158.34,-130.26,267.83,-394.10,150.32
CashflowOperatingCashflow_sq,,329.36,-137.76,182.27,-63.73,192.97,-152.68,134.90,-53.62,315.39,-138.22,196.10
CashflowAmortization,1074000,1142000,1187000,1267000,1342000,2484000,2189000,2027000,2066000,2885000,2363000,2577000
CashflowAmortization_yy,,,,,24.95,117.49,84.41,59.98,53.95,16.14,7.95,27.13
CashflowAmortization_sy,,,,,12.73,11.62,15.26,13.84,7.81,6.82,4.66,8.74
CashflowAmortization_qq,,6.34,3.93,6.74,5.92,85.10,-11.88,-7.40,1.92,39.64,-18.09,9.06
CashflowAmortization_sq,,10.52,-0.68,1.54,2.68,5.52,-1.24,-0.44,-0.20,3.91,-0.38,5.14
CashflowInvestingCashflow,-219000,-10601000,-2687000,-4781000,-5042000,-20261000,-4905000,-2407000,-4285000,-1372000,-732000,-1867000
CashflowInvestingCashflow_yy,,,,,-2202.65,-91.12,-82.55,49.65,15.01,93.23,85.08,22.43
CashflowInvestingCashflow_sy,,,,,-18.68,-19.66,-18.40,-26.15,-43.31,-34.42,-21.72,-52.34
CashflowInvestingCashflow_qq,,-4741.40,74.65,-77.93,-5.46,-301.84,75.79,50.93,-78.02,67.98,46.65,-155.05
CashflowInvestingCashflow_sq,,-47.13,39.78,7.75,-33.26,-25.25,44.76,-5.52,-24.91,-10.81,28.08,-35.39
CashflowCapex,5498000,4116000,3222000,5283000,4026000,21428000,4905000,2472000,4285000,1619000,732000,1867000
CashflowCapex_yy,,,,,-26.77,420.61,52.23,-53.21,6.43,-92.44,-85.08,-24.47
CashflowCapex_sy,,,,,23.11,-18.34,0.64,5.40,-1.40,22.32,-5.59,79.69
CashflowCapex_qq,,-25.13,-21.72,63.97,-23.79,432.24,-77.11,-49.60,73.34,-62.22,-54.79,155.05
CashflowCapex_sq,,53.79,-24.71,-6.90,5.38,17.31,-40.84,-7.40,20.30,9.67,-21.70,34.17
CashflowFinancingCashflow,-7052000,4470000,72000,-3041000,-4130000,2608000,19530000,-8187000,8028000,-3064000,14692000,-6335000
CashflowFinancingCashflow_yy,,,,,41.44,-41.66,27025.00,-169.22,294.38,-217.48,-24.77,22.62
CashflowFinancingCashflow_sy,,,,,-31.31,-4.05,-11.59,-31.49,21.92,0.48,-32.65,27.59
CashflowFinancingCashflow_qq,,163.39,-98.39,-4323.61,-35.81,163.15,648.85,-141.92,198.06,-138.17,579.50,-143.12
CashflowFinancingCashflow_sq,,-130.42,129.87,-151.07,71.29,-38.70,88.58,-106.09,65.87,-68.88,110.78,-142.80
CashflowShareCapitalCash,,,,,,,19155000,0,0,-40000,,
CashflowShareCapitalCash_yy,,,,,,,,,,,-100.00,
CashflowShareCapitalCash_sy,,,,,,,,,,,-100.00,
