,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrInvestments,11000,8000,6000,3000,1000,0,481000,430000,382000,310000,244000,504000,462000,396000,1542000,1543000,2174000,2173000,1708000,2248000,2239000,2358000,3445000,3420000,3403000,3413000,3229000,3234000,2817000,1292000,1017000,974000
BalanceOtherNoncurrentAssets,1051000,1036000,1047000,956000,1088000,963000,1288000,1150000,1104000,1090000,1165000,1120000,1188000,987000,1344000,1480000,1672000,1915000,1867000,1997000,1990000,2014000,2067000,1909000,2164000,2153000,1796000,2763000,3107000,40136000,42041000,47897000
BalanceCurrentAssets,58844000,59187000,56906000,66692000,83494000,60426000,67765000,76523000,79407000,55839000,56161000,66839000,75667000,58362000,56410000,70515000,80590000,67943000,70661000,77410000,66951000,75250000,59340000,65922000,72252000,71260000,76321000,72988000,69728000,18901000,22937000,22864000
BalanceInventory,23037000,28214000,25875000,26881000,31727000,25635000,29162000,29847000,30612000,29139000,29163000,28897000,28013000,28699000,29959000,27496000,26955000,28546000,35334000,33674000,32396000,34185000,36789000,35092000,34094000,36289000,34874000,36259000,37134000,8036000,7946000,10816000
BalanceCurrentReceivables,13185000,11034000,9149000,13390000,43134000,11876000,8216000,13862000,19163000,14856000,11766000,19430000,26082000,18223000,14515000,21981000,29533000,24931000,15484000,19610000,17056000,16160000,14152000,19630000,25585000,27327000,19300000,25867000,23448000,1795000,0,1016000
BalanceCurrentInvestments,10000,10000,8000,6000,3000,10063000,10371000,15327000,5100000,248000,244000,205000,245000,1000,34000,5129000,5548000,0,7335000,,2007000,,,0,,,10362000,10147000,11500000,20804000,18370000,20680000
BalanceCash,24561000,7091000,11562000,19173000,15835000,23456000,10639000,13935000,16169000,19546000,10080000,10581000,13540000,16363000,12456000,17774000,13699000,14335000,21807000,3331000,7017000,8279000,3153000,17721000,5079000,3145000,1042000,1011000,1701000,1808000,1559000,1194000
BalanceOtherCurrentAssets,1854000,1539000,1290000,843000,1652000,1076000,957000,1053000,2138000,1781000,1359000,1321000,2369000,2191000,2010000,2069000,3092000,3164000,3098000,3061000,4183000,4294000,4491000,4426000,5783000,6001000,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,69556000,71963000,79782000,93467000,98462000,101371000
BalanceTotalAssets,114166000,132768000,110764000,119488000,130477000,137114000,119087000,121798000,132950000,142639000,126155000,125250000,139172000,150082000,136985000,138470000,146443000,135711000,144084000,131121000,137973000,144638000,144107000,150117000,152448000,149810000,50320000,54341000,60600000,70026000,77265000,79788000
BalanceCapital,63724000,74848000,82345000,85006000,91632000,82416000,89417000,93609000,100246000,86873000,92683000,97668000,104933000,92340000,99447000,105240000,113360000,98418000,107215000,89888000,98601000,80867000,88902000,96411000,106818000,95786000,2300000,2300000,2300000,2332000,2332000,2332000
BalanceShareCapital,2363000,2363000,2363000,2363000,2363000,2395000,2395000,2395000,2395000,2395000,2395000,2395000,2395000,2414000,2414000,2414000,2414000,2414000,2423000,2423000,2423000,2429000,2429000,2429000,2429000,2429000,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,30360000,30953000,53063000,53583000,54199000,54873000
BalanceReserve,55911000,56468000,57025000,57583000,57583000,63684000,64065000,64479000,64479000,69177000,69177000,69864000,69847000,73682000,73682000,74210000,74519000,78907000,78898000,57261000,57022000,61059000,61059000,63284000,63298000,70374000,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,3022000,2073000,2542000,2898000,5244000,7487000
BalanceNoncurrentLiabilities,7558000,31960000,16455000,27977000,17032000,12256000,11988000,12217000,11957000,12827000,12664000,12725000,12524000,12307000,11923000,11755000,11498000,11282000,11014000,11547000,11815000,11945000,11710000,11564000,11522000,12267000,1047000,,,,,21386000
BalanceNoncurrentTradeLiabilities,4819000,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,4819000,4819000
BalanceNoncurrentBorrowings,,,,,,,,0,0,0,0,107000,99000,154000,137000,120000,103000,86000,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,1975000,2073000,2542000,2898000,5244000,7487000,7558000,10574000,11636000,23158000,12213000,12256000,11988000,12217000
BalanceNoncurrentOtherLiabilities,11957000,12827000,12664000,12725000,12524000,12307000,11923000,11755000,11498000,11282000,11014000,11440000,11716000,11791000,11573000,11444000,11419000,12181000,16214000,15549000,16640000,20543000,15953000,14096000,42884000,25960000,11964000,6505000,21813000,42442000,17682000,15972000
BalanceCurrentLiabilities,20747000,42939000,20808000,14857000,21715000,45435000,25615000,21475000,21585000,26011000,25855000,29686000,27557000,51826000,43495000,42142000,34108000,41757000,13503000,6038000,14187000,17986000,13504000,11676000,40208000,22589000,9421000,14790000,18314000,39098000,14633000,12496000
BalanceCurrentTradePayablesv,17444000,39218000,17695000,11119000,17931000,40814000,19374000,16060000,16895000,20565000,19438000,16248000,15185000,44781000,36340000,12805000,3916000,32498000,,5198000,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,6838000,6838000,,24340000,24340000,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,2271000,3877000,2182000,2286000,2062000,1985000,2071000,2592000,1632000,2195000,2296000,2093000,1805000,2188000,2008000,2257000,1620000,2573000
BalanceCurrentOtherLiabilities,2622000,3463000,5087000,4289000,3571000,4337000,5319000,5400000,4306000,5797000,5852000,3706000,4523000,7933000,440000,436000,271000,271000,387000,435000,605000,779000,911000,-10480000,1203000,1251000,1244000,1288000,1295000,1464000,1493000,1165000
BalanceReckoning,1162000,1158000,1154000,1126000,1119000,1109000,1098000,1200000,1228000,1248000,1303000,1291000,1329000,1326000,69556000,71963000,79782000,93467000,98462000,101371000,114166000,132768000,110764000,119488000,130477000,137114000,119087000,121798000,132950000,142639000,126155000,125250000
BalanceTotalEquityAndLiabilities,139172000,150082000,136985000,138470000,146443000,135711000,144084000,131121000,137973000,144638000,144107000,150117000,152448000,149810000,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-167000,259000,7885000,11235000,629000,3967000,7966000,10778000,4165000,10123000,3625000,4571000,9817000,6233000,5547000,4048000,11330000,5905000,9555000,4365000,11867000,8118000,5431000,18996000,9979000,2869000,6239000,7727000,4574000,12976000,10832000,25852000
CashflowAmortization,883000,899000,607000,626000,648000,695000,766000,838000,948000,1043000,1169000,1192000,1265000,1311000,1525000,1590000,1658000,1739000,1555000,1612000,1653000,1678000,1686000,1772000,1784000,1860000,1849000,1925000,2061000,2069000,2150000,2234000
CashflowInvestingCashflow,-1018000,-460000,-2306000,-1695000,-5590000,-3944000,-4938000,-33086000,18654000,-2370000,-8197000,6879000,-2211000,-3179000,-3398000,-2489000,-2033000,-2573000,-6269000,-2349000,4689000,-930000,-9654000,5637000,-2271000,-4789000,-962000,-2279000,-2203000,-3620000,-4473000,-5221000
CashflowCapex,1045000,1589000,1738000,2609000,3700000,6040000,4669000,32811000,11542000,1643000,3474000,3363000,4920000,5585000,3360000,2534000,1901000,2725000,1215000,2424000,848000,921000,2367000,1735000,2167000,3297000,2737000,1968000,1842000,3757000,4272000,4834000
CashflowFinancingCashflow,-1104000,8000,-4182000,-207000,2575000,2394000,744000,4754000,-18263000,228000,944000,-4054000,-20090000,527000,-1000,1375000,-18929000,-3048000,46000,620000,-20486000,-1761000,327000,-24233000,0,-16795000,-1400000,-4315000,-7514000,5527000,-19283000,-22584000
CashflowShareCapitalCash,,,432000,0,0,0,428000,0,0,0,432000,0,0,,0,0,0,0,649000,-1000,0,329000,0,0,0,209000,20000,0,0,304000,565000,0
CashflowDividend,0,,,,0,,22498000,0,1000,20120000,0,,,22037000,0,,0,22204000,0,,24228000,0,24229000,0,26236000,0,,24490000,-2289000,-193000,1397000,9333000
CashflowNetCashflow,-2386000,2417000,3772000,-17554000,4556000,7981000,-3628000,7396000,-12484000,3581000,2148000,2934000,-9632000,284000,3332000,2636000,-3930000,5427000,-3896000,400000,7708000,-18715000,3877000,1133000,-5143000,14883000,-12924000,-1953000,,,,
