,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceInventory,106165000,106500000,106101000,106157000,106488000,106679000,106609000,106920000,107067000,107311000,83987000,,31344000,21369000,79133000,26990000,38682000,90369000,102402000,86622000,45433000,34670000,35950000,34273000,55572000,25924000,30354000,48795000,74793000,94390000,104032000,56187000,56232000,64177000,66222000,61376000
BalanceCurrentReceivables,59701000,51976000,54377000,52534000,59677000,68997000,59607000,52855000,,0,0,,,,,,,,,,,1570000,,1717000,10502000,88413000,66495000,1570000,371000,,,,,,,
BalanceCurrentInvestments,,,,,3569000,4259000,1963000,28436000,21294000,14919000,28315000,108424000,75755000,11071000,8967000,11067000,8924000,14319000,19203000,19474000,11668000,11310000,9577000,7948000,7449000,8139000,10437000,15854000,13430000,13864000,14301000,18459000,16872000,15625000,18535000,15637000
BalanceCash,,,,,,1285000,1285000,0,,0,1988000,2018000,,1570000,1570000,,,,,,,,,,,,,,,,,,,146991000,146604000,163409000
BalanceOtherCurrentAssets,132324000,380942000,280698000,154233000,0,,2445000,2454000,,,,,,,,,,,,,,,,,,,,648359000,634632000,804782000,853157000,954315000,965443000,967556000,880215000,820224000
BalanceAssetsForSale,859385000,898338000,964953000,977378000,1018904000,1054840000,1017334000,985017000,1030448000,1016951000,980372000,982596000,969296000,920751000,938667000,915125000,930844000,906491000,800868000,802511000,812337000,811077000,796646000,,207509000,201027000,314198000,345614000,380227000,388587000,486638000,461637000,404903000,456309000,460474000,450521000
BalanceTotalAssets,442887000,445340000,439642000,411493000,402578000,386221000,369305000,360421000,338980000,335987000,341970000,347670000,347682000,349955000,338471000,338525000,338702000,351975000,349337000,371759000,,3250000,3250000,3714000,3715000,3715000,3715000,3715000,3715000,3715000,3718000,3718000,3718000,3718000,3718000,3718000
BalanceCapital,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,3718000,,,,,,,,0,,0,0,-141000,-223000,-223000,-223000,-223000,-223000,-223000,-223000
BalanceShareCapital,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,-223000,,40913000,40914000,207491000,207491000,207491000,201746000,202227000,202458000,198517000,194407000,198068000,198068000,198068000,194407000,194406000,157925000,157827000,158565000,158803000
BalanceOwnShares,161754000,161486000,161576000,160747000,160638000,160029000,160232000,159942000,159599000,160420000,160426000,160426000,160391000,,4211000,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,,,,,230561000,218534000,254794000,331706000,338135000,343036000,369111000,363403000,376340000,259559000,272134000,406834000,222707000,301694000,320499000,323445000,331097000,490663000,485094000,364843000,367613000,380537000,377579000,460045000
BalanceNonshareCapital,447931000,452600000,438729000,344680000,346135000,328828000,334046000,318431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,190241000,178206000,202949000,299721000,301297000,307893000,362835000,358285000,370135000,254399000,265578000,400835000,216800000,291516000,310631000,315069000,318820000,474703000,469110000,349804000,351516000,364474000,360308000,445703000,431537000,435424000,419263000
BalanceNoncurrentTradeLiabilities,325753000,326072000,305901000,310412000,294941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,40320000,40328000,51845000,31985000,36838000,35143000,6276000,5118000,6205000,5160000,6556000,5999000,5907000,10178000,9868000,8376000,12277000,15960000,15984000,15039000,16097000,16063000,17271000,14342000,16394000,17176000,19466000,18927000,20063000,22927000
BalanceNoncurrentLeasing,23634000,23490000,,206078000,215071000,235790000,175837000,235953000,233820000,111807000,55175000,38981000,143517000,165730000,107598000,311784000,271870000,294699000,282396000,251342000,153564000,162552000,255108000,276003000,252772000,201202000,130952000,119512000,128289000,129291000,117663000,117674000,131534000,127694000,106456000,
BalanceNoncurrentOtherLiabilities,3449000,2960000,9946000,2871000,2348000,3621000,9710000,6619000,3513000,4475000,3784000,3494000,3100000,5328000,4924000,5485000,5282000,7915000,8780000,11830000,8127000,9520000,6573000,7366000,7673000,9172000,9571000,8988000,8233000,7859000,8070000,9015000,,163455000,159655000,166760000
BalanceCurrentLiabilities,104004000,130373000,60495000,49749000,17915000,12319000,110899000,135626000,67659000,268968000,216255000,216942000,185395000,186805000,55742000,98994000,180707000,195774000,185949000,141880000,67362000,68382000,73845000,74474000,63086000,64302000,74565000,72004000,57289000,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39174000,52456000,59084000,68962000,103232000,169704000
BalanceCurrentObligations,52348000,30641000,23149000,28143000,26320000,36445000,39716000,50287000,72833000,91516000,59255000,89907000,54778000,62571000,72102000,57303000,52749000,56224000,43457000,45272000,45246000,45589000,45139000,49110000,47620000,40152000,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,0,648359000,634632000,804782000,0,853157000,954315000,965443000,0,967556000
BalanceCurrentOtherLiabilities,880215000,820224000,0,859385000,898338000,964953000,977378000,1018904000,1054840000,1017334000,985017000,1030448000,1016951000,980372000,982596000,969296000,920751000,938667000,915125000,930844000,906491000,800868000,802511000,812337000,811077000,796646000,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,5198000,25121000,15059000,-515000,-7734000,-2623000,-4975000,30937000,-81263000,-40671000,10427000,9337000,-2004000,7964000,-8834000,3383000,2784000,-5621000,5351000,9603000,3097000,8794000,-37585000,51295000,-290000,1373000,12532000,7434000,4880000,6213000,4188000,1924000,4710000,7370000,7323000,36102000
CashflowAmortization,529000,564000,509000,-122000,198000,231000,237000,252000,260000,258000,342000,357000,360000,377000,364000,358000,336000,317000,290000,413000,108000,213000,137000,140000,183000,182000,125000,122000,123000,126000,123000,119000,112000,87000,109000,103000
CashflowInvestingCashflow,-6692000,-12250000,-9327000,-11569000,9149000,-38297000,-40861000,59033000,119622000,29086000,99522000,10249000,-19519000,-35423000,-19258000,-24801000,-21550000,-10029000,-12501000,21931000,-10072000,-9882000,-2919000,-1386000,-6892000,2593000,44567000,7618000,-36000,-125000,-989000,111431000,-630000,-681000,-340000,10645000
CashflowCapex,551000,50000,41000,3000,62000,106000,98000,54000,112000,5114000,531000,328000,-302000,19865000,124000,4007000,32000,1732000,1605000,1061000,3472000,1561000,962000,443000,120000,296000,570000,47000,-12000,-9000,20000,29000,16000,2021000,-13682000,-5042000
CashflowFinancingCashflow,9793000,3048000,62925000,24748000,-82597000,-28726000,15348000,-29840000,-52255000,-5557000,-10145000,25999000,23515000,16700000,21055000,12034000,-31263000,-831000,730000,38771000,-51538000,6683000,-3276000,-54801000,-9635000,-7268000,-5654000,-2762000,-109197000,-5667000,-7936000,-4073000,-49645000,80000,-80000,0
CashflowShareCapitalCash,47506000,0,,251000,0,-251000,0,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,0,,0
CashflowDividend,0,11144000,50146000,0,0,,,,,,,,,,,,,,,,,,,,,,527000,-811000,690000,-2291000,4463000,22005000,-21088000,7373000,9633000,3763000
CashflowNetCashflow,80109000,-32669000,-27080000,-37604000,-2093000,2097000,-2066000,5405000,4884000,271000,-7806000,-358000,-1733000,-1629000,-499000,690000,2298000,5417000,-2424000,434000,437000,4158000,-1587000,-1247000,2910000,-2898000,,,,,,,,,,
