,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,15584000,21328000,7591000,6712000,19844000,11646000,9954000,4711000,17213000,9088000,12158000,23599000,22019000,38102000,13876000,11869000,43673000,34591000,25906000,19335000,-12269000,53426000,-3517000,9278000,20432000,16228000,7066000,25642000,28258000,26045000,26384000,60115000,5294000,68132000,-5960000,44412000,13778000,20254000,-2603000,-169593000,2520000,31678000,3649000,9095000,7983000,19394000,17031000,5754000,6346000,29480000,4153000,30615000,15628000,27277000,20656000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,15584000,21328000,7591000,6712000,19844000,11646000,9954000,4711000,17213000,9088000,12158000,23599000,22019000,38102000,13876000,11869000,43673000,34591000,25906000,19335000,-12269000,53426000,-3517000,9278000,20432000,16228000,7066000,25642000,28258000,26045000,26384000,60115000,5294000,68132000,-5960000,44412000,13778000,20254000,-2603000,-169593000,2520000,31678000,3649000,9095000,7983000,19394000,17031000,5754000,6346000,29480000,4153000,30615000,15628000,27277000,20656000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-195000,-449000,-20879000,13000,71025000,0,0,0,,,12507000
IncomeNetProfit,17749000,6044000,4531000,16015000,9838000,8103000,3338000,13979000,7422000,9685000,20463000,17598000,30660000,11971000,9498000,35311000,27430000,20973000,15564000,-13746000,52683000,-4847000,7370000,16495000,13585000,4953000,19489000,24357000,17452000,18735000,49142000,2523000,54234000,-14581000,55183000,9832000,16000000,-3958000,-172835000,127000,27977000,1288000,5859000,7695000,39728000,-5092000,3034000,75659000,27615000,4309000,13510000,10436000,19977000,14294000,12507000
IncomeShareholderNetProfit,17749000,6044000,4531000,16015000,9838000,8103000,3338000,13979000,7422000,9685000,20463000,17598000,30660000,11971000,9498000,35311000,27430000,20973000,15564000,-13746000,52683000,-4847000,7370000,16495000,13997000,6491000,21245000,25778000,18863000,20245000,46756000,3100000,54924000,-13954000,53323000,11091000,15057000,-2632000,-171799000,602000,28411000,1729000,6246000,8046000,40165000,-4711000,3480000,76140000,28716000,4787000,14594000,10950000,20436000,14776000,
BalanceNoncurrentAssets,145495000,146007000,144607000,147525000,146517000,145849000,144369000,163377000,206045000,270026000,265972000,278193000,281743000,283018000,267131000,252260000,273083000,292515000,306449000,310067000,312243000,308194000,264353000,278980000,312470000,453151000,421246000,412157000,424409000,422937000,441198000,482924000,350433000,363821000,358396000,345545000,337481000,522565000,618746000,642266000,655449000,636008000,641575000,636222000,619019000,590560000,625730000,652535000,629864000,596528000,588759000,361973000,369506000,300461000,318443000
BalanceIntangibleAssets,1035000,1844000,1802000,2047000,1879000,1732000,1617000,1599000,1587000,2434000,2360000,3077000,2870000,2695000,2658000,2739000,2563000,2473000,2259000,3151000,2884000,2704000,2806000,2677000,2491000,2465000,2723000,2653000,2724000,2609000,2440000,112243000,112888000,6545000,113690000,120305000,119412000,117384000,113120000,112298000,111575000,110878000,110140000,120570000,119947000,119397000,118997000,119439000,119303000,108628000,108880000,112161000,112603000,13629000,13617000
BalanceProperty,137870000,137958000,136806000,136632000,136287000,136154000,135106000,136058000,134343000,132283000,130778000,132585000,131305000,130720000,133301000,145702000,152763000,158187000,159674000,167721000,166019000,174719000,180258000,185874000,191823000,327167000,325821000,321114000,314647000,306991000,299769000,195000000,189305000,309689000,199530000,162856000,158961000,153887000,156249000,151888000,150532000,148269000,148718000,156304000,154230000,145168000,144117000,162383000,135707000,118442000,119326000,156850000,156134000,167008000,165963000
BalanceNoncurrentReceivables,0,0,0,3822000,3811000,3800000,3788000,3777000,3766000,3754000,3743000,3731000,3720000,3708000,3708000,3686000,3675000,3806000,3773000,3742000,3724000,3684000,3658000,3634000,3610000,3590000,3571000,4700000,4557000,4481000,4288000,,,,,,,,,,,,,,,,,,,,,33000,33000,33000,0
BalanceNoncurrInvestments,0,0,0,17510000,62217000,127590000,125742000,133507000,138767000,141020000,117994000,84737000,101262000,119476000,134924000,127311000,134010000,116381000,72966000,82038000,109642000,114371000,83679000,77695000,95743000,102127000,127176000,0,0,17404000,17334000,16999000,18569000,16779000,16181000,15926000,15692000,15615000,15377000,15115000,15014000,14652000,14251000,14455000,14325000,13985000,13687000,13597000,13361000,6557000,6172000,5966000,5024000,4540000,4163000
BalanceOtherNoncurrentAssets,3858000,4433000,4132000,3965000,3349000,5293000,5081000,4875000,9470000,15396000,12820000,8573000,5819000,8142000,5606000,10706000,4665000,4757000,4904000,5558000,5452000,5995000,6738000,6729000,7525000,175681000,48240000,47587000,45176000,44980000,41774000,234295000,330808000,361301000,377161000,360935000,367025000,343733000,329465000,310880000,347602000,356061000,360603000,355003000,346228000,78977000,87082000,106227000,125502000,193613000,181699000,181514000,204891000,214527000,218035000
BalanceCurrentAssets,222871000,211668000,198333000,213681000,215014000,208375000,239627000,218637000,209508000,202830000,245649000,196235000,205674000,211438000,242770000,234114000,257443000,254334000,328110000,234250000,301904000,339762000,357034000,316442000,452325000,489215000,576472000,488945000,469128000,525125000,512180000,364275000,370871000,181498000,345280000,345229000,324671000,160585000,189166000,244520000,220327000,187717000,232228000,328473000,482003000,599334000,510683000,540756000,521772000,44406000,54862000,57658000,64492000,51912000,73069000
BalanceInventory,71722000,76580000,72896000,88139000,79945000,89531000,118322000,95028000,140034000,127305000,131288000,100049000,119760000,96502000,103213000,95228000,121253000,113169000,136321000,130830000,185685000,189505000,164944000,148154000,214085000,171611000,147451000,142920000,166810000,131490000,117109000,96911000,97389000,95564000,103675000,79301000,72982000,79118000,104063000,120619000,116357000,98509000,122967000,174868000,320064000,287261000,186836000,261940000,262056000,39186000,37120000,39814000,35841000,31978000,28175000
BalanceCurrentReceivables,29086000,29360000,30150000,32484000,36346000,42200000,45060000,64833000,56220000,49277000,89660000,84309000,63381000,68326000,63418000,42502000,65086000,58794000,115982000,90737000,100702000,127627000,172243000,146832000,203876000,259301000,231220000,241016000,246562000,210940000,227570000,227628000,223341000,48837000,217230000,208693000,213198000,40488000,62865000,73949000,72654000,44764000,53005000,124415000,114515000,70532000,76658000,74324000,66938000,4179000,16378000,9223000,16849000,39869000,73041000
BalanceCurrentInvestments,67919000,35000,7515000,8000,4310000,0,95000,81000,3279000,140000,0,20000,5000,412000,0,0,7000,307000,201000,71000,184000,167000,4265000,138213000,0,,,,,,,,,,,,,,,,,,803000,105842000,73339000,74819000,87709000,90768000,43750000,54144000,105693000,87772000,93050000,94413000,76644000
BalanceCash,76150000,58776000,13254000,26167000,21422000,11737000,22533000,46590000,76139000,96379000,70692000,82371000,75626000,12676000,15210000,22429000,19776000,21272000,34197000,54038000,59588000,105009000,55747000,182692000,167443000,39695000,50113000,37097000,24375000,57235000,38491000,40979000,22238000,49952000,31316000,44444000,56256000,29190000,47424000,241541000,247189000,204492000,191975000,,,,,,,,,,,,
BalanceOtherCurrentAssets,,0,,,,,,,,,,,181000,,,,,0,0,,9000,3000,58000,41000,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,3457000,3457000,3457000,3457000,3457000,3457000,3457000,3457000,3457000,,,,339108000,327706000,326121000,352416000,361044000,363884000,367240000,375045000,404378000,483707000,480986000,486568000,521370000,501655000,476639000,455090000,518732000,488750000,512123000,521505000,555013000,542308000
BalanceTotalAssets,521796000,533314000,640580000,687401000,723150000,751919000,781443000,739379000,893523000,972139000,926905000,852766000,827524000,870670000,849661000,886840000,989617000,827221000,1004186000,984694000,969703000,800264000,811642000,838537000,849514000,843709000,862092000,925001000,1070762000,961307000,880189000,841217000,840215000,279715000,259554000,265598000,270129000,286144000,282842000,290945000,294535000,314558000,358603000,352045000,374319000,389907000,382211000,354381000,334474000,377369000,386702000,419140000,428295000,451838000,459760000
BalanceCapital,402574000,417295000,456148000,403464000,355929000,372327000,412724000,438371000,479602000,583990000,582280000,550604000,536672000,594376000,608078000,583698000,593327000,420479000,600830000,590887000,596739000,428490000,414793000,389863000,417095000,410791000,484952000,455787000,444653000,539288000,550236000,519536000,534310000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000,65701000
BalanceShareCapital,65701000,59138000,59138000,59138000,59138000,59138000,59138000,51832000,51832000,51832000,51832000,51832000,51832000,51832000,51832000,51832000,51832000,51337000,51337000,51337000,51337000,51337000,51337000,51337000,51337000,51337000,51337000,51138000,51138000,51138000,51138000,51138000,51138000,,,,,,,,,,,,,,,,,,,0,,,0
BalanceOwnShares,-6563000,0,0,-56065000,-85230000,-7306000,-7306000,0,0,,,,,-7052000,-7052000,,-231000,-2785000,-2785000,-2785000,-2785000,-2785000,,,170081000,184338000,184338000,184338000,184338000,214895000,214895000,215147000,226212000,293917000,279573000,280221000,278211000,297954000,258153000,228748000,236332000,292539000,304004000,297594000,334883000,390816000,345040000,352391000,377444000,384399000,359538000,276767000,295919000,353305000,371615000
BalanceReserve,369122000,379050000,339941000,292485000,331124000,329464000,362637000,373814000,366476000,381096000,412856000,416968000,407832000,414119000,378572000,410515000,400731000,398752000,444311000,428389000,508430000,508430000,557950000,557948000,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,62638000,61100000,59344000,57923000,56512000,55002000
BalanceNonshareCapital,57388000,57292000,56609000,55983000,57843000,56685000,57257000,57132000,56095000,55620000,55186000,54745000,54358000,54007000,53570000,53189000,57443000,56962000,58861000,58384000,57299000,56786000,56326000,55845000,3282000,3181000,3096000,3204000,3238000,3249000,3133000,4291000,5904000,17325000,13983000,14592000,14126000,11891000,7066000,4192000,4471000,5475000,5349000,5194000,11250000,6165000,8365000,11623000,19126000,54724000,71147000,66154000,62395000,55310000,51924000
BalanceNoncurrentLiabilities,30689000,37854000,23225000,105609000,93900000,94226000,91268000,133107000,150846000,150400000,125221000,125069000,125508000,115705000,103398000,3441000,3197000,52472000,52473000,42473000,2754000,2836000,2836000,2836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,0,,,,1756000,,1545000,1097000,1037000,871000,1349000,757000,733000,707000,681000,,,,200000,150000,100000,50000,,,,0,0,0,0,67000,270000,1492000,1349000,1207000,1063000,917000,772000,2516000,4621000,34857000,58135000,55162000,49324000,42404000,34899000,28114000,18801000,18187000,92591000,91248000,89961000,88616000,130456000,146459000
BalanceNoncurrentBorrowings,146461000,121344000,121356000,121413000,112202000,99931000,50000000,50000000,40000000,82000,82000,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,3082000,3031000,2996000,3154000,3238000,3249000,3133000,4291000,5904000,17325000,13983000,14592000,14126000,11891000,7066000,4125000,4201000,3983000,4000000,3987000,10187000,5248000,7593000,9107000,14505000,19867000,13012000,10992000,13071000,12906000,17025000,2575000,19053000,5038000,13018000,2652000,2509000,2652000,2651000,2842000,2842000,2840000,2842000
BalanceNoncurrentOtherLiabilities,2746000,2746000,2734000,2734000,2516000,2472000,2473000,2473000,2754000,2754000,2754000,2754000,56111000,64971000,57427000,79083000,71662000,77793000,73162000,76219000,83916000,107779000,114958000,97657000,117337000,107553000,115192000,116424000,136892000,96573000,87634000,88016000,91925000,76383000,110857000,104396000,165306000,166575000,234974000,254094000,248401000,189186000,306995000,300072000,249479000,222328000,129260000,124551000,90672000,154617000,206051000,199801000,197336000,213400000,193150000
BalanceCurrentLiabilities,191908000,227137000,291706000,375789000,372278000,267706000,357880000,525252000,361966000,270331000,262519000,247224000,42132000,50350000,43544000,59745000,47556000,63113000,58939000,58598000,67716000,92714000,100595000,86245000,107536000,98296000,78319000,94024000,104564000,60063000,67022000,65804000,66645000,61752000,69322000,66413000,106035000,94679000,148207000,144968000,101970000,83728000,122816000,115809000,90396000,83378000,94991000,101873000,70639000,95315000,72257000,67306000,78749000,89899000,73829000
BalanceCurrentTradePayablesv,80836000,86093000,129010000,111487000,142823000,172843000,186042000,363101000,352072000,259106000,247966000,235338000,8524000,10023000,10130000,10084000,13826000,10077000,9937000,11561000,9867000,10054000,9844000,3353000,170000,340000,28555000,13895000,24242000,28857000,13693000,12084000,17731000,7044000,36427000,31358000,50478000,57365000,72850000,91488000,124603000,83066000,158353000,166672000,140681000,119599000,18918000,10603000,6865000,47450000,122691000,117616000,101511000,106847000,105651000
BalanceCurrentBorrowings,94273000,123614000,140106000,228702000,195662000,84027000,160926000,154777000,291000,41000,271000,257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,5455000,4598000,3753000,9254000,10280000,4603000,4286000,6060000,6333000,5011000,4519000,8059000,9631000,8917000,8318000,8505000,8086000,7653000,6919000,10128000,7549000,7587000,5108000,6625000,8793000,14531000,13917000,17638000,21828000,22392000,25826000,17591000,18402000,19351000,15351000,12075000,13168000,11852000,11103000,14879000,17076000,16654000,13670000
BalanceCurrentOtherLiabilities,16799000,17430000,22590000,35600000,33793000,10836000,10912000,7374000,9603000,11184000,14282000,11629000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,339108000,327706000,326121000,352416000,361044000,363884000,367240000,375045000,404378000,483707000,480986000,486568000,521370000,501655000,476639000,455090000,518732000,488750000,512123000,521505000,555013000,542308000,521796000,533314000,640580000,687401000,723150000,751919000,781443000,739379000,893523000,972139000,926905000,852766000,827524000,870670000,849661000,886840000,989617000,827221000,1004186000,984694000,969703000
BalanceTotalEquityAndLiabilities,800264000,811642000,838537000,849514000,843709000,862092000,925001000,1070762000,961307000,880189000,841217000,840215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,19664000,9113000,-4634000,26185000,13269000,-8699000,36892000,2941000,28617000,23457000,19306000,-2773000,11787000,-4977000,-14250000,51921000,-1402000,30577000,28868000,38514000,18380000,41482000,-28026000,26214000,-17435000,47230000,3970000,-2274000,-33141000,66355000,-35936000,-11893000,28637000,-12055000,-20151000,57177000,-8401000,26211000,6374000,16044000,13349000,30310000,9066000,22916000,-26887000,4986000,35469000,77732000,14153000,-25553000,27990000,41649000,32905000,32052000,15781000
CashflowAmortization,4242000,670000,2465000,2210000,2416000,2454000,2495000,3274000,2599000,2694000,2705000,2843000,2859000,2859000,2875000,2250000,2873000,2999000,3323000,3678000,3690000,3658000,3732000,3795000,3922000,5647000,8805000,9898000,9704000,9646000,10112000,2411000,8164000,8282000,7401000,7560000,6216000,6169000,6214000,6386000,5728000,5772000,5823000,2363000,4848000,4700000,4388000,4730000,4185000,4513000,4532000,4614000,5544000,5887000,5745000
CashflowInvestingCashflow,-2953000,-4757000,6439000,-12843000,-23442000,-34569000,-3334000,47045000,-44883000,8423000,-13668000,-14919000,-8932000,-12397000,-33547000,-19441000,-18461000,-7929000,-5898000,-12480000,7136000,-12221000,-40188000,88367000,-9927000,-140856000,-10591000,-6985000,3120000,-5909000,-3481000,-3248000,4929000,116611000,628000,65116000,-6740000,-180679000,-91316000,-39120000,-9996000,22099000,-5435000,-9162000,-9343000,18395000,-17088000,-35765000,-15037000,-42571000,6475000,346636000,-26966000,-23838000,-28283000
CashflowCapex,2161000,1520000,1308000,6160000,1894000,2307000,1362000,4254000,876000,1455000,1421000,5805000,1373000,2102000,5446000,14645000,9420000,8054000,4822000,12694000,1773000,12195000,9402000,9309000,9819000,9109000,7885000,7155000,3266000,2238000,2806000,3991000,2006000,4056000,4213000,1453000,1564000,1289000,2317000,4655000,3759000,8594000,1649000,9107000,4955000,4584000,14073000,11709000,6886000,24385000,11065000,9261000,14966000,3860000,7485000
CashflowFinancingCashflow,7802000,-36859000,-325000,-452000,13232000,-3750000,-23164000,1563000,-1655000,-26602000,-57000,-4295000,-3349000,0,2275000,-19567000,15118000,-32333000,-12174000,-1977000,4033000,-9322000,-57473000,-2902000,20617000,30676000,9155000,16478000,27368000,-58949000,53007000,25273000,-28016000,-47470000,-26736000,-10016000,-108000,27191000,95359000,9590000,-16075000,-19549000,-22375000,-11266000,17489000,4333000,-37017000,-28839000,12696000,41058000,-16231000,-194168000,-291000,-50911000,-15000
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,0,0,0,,63050000,0,0,,0,0,,0,398000,0,,,,,,,,,,,,,,,,,,,,
CashflowDividend,37910000,0,0,,0,13140000,0,,16425000,0,0,,0,26280000,0,,32851000,0,0,,0,0,0,,14147000,0,1000,0,0,0,,25916000,0,0,,23536000,-434000,,20535000,0,,,25569000,0,,35797000,0,0,,51138000,0,24513000,-32503000,1480000,12890000
CashflowNetCashflow,3059000,-47018000,10394000,51549000,-17921000,5278000,5581000,-21987000,-494000,-17374000,-45522000,12913000,-4745000,-9685000,10796000,24057000,29549000,19939000,-25687000,11679000,-6745000,-62950000,2534000,7219000,-2653000,1497000,13590000,10132000,5550000,57086000,-46259000,112277000,-15249000,-127277000,10417000,-13486000,-12722000,32860000,-18744000,2488000,-18741000,27714000,-18636000,13128000,11812000,-27066000,18234000,194117000,5648000,-42697000,-12517000,,,,
