,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,-2215000,,,,,,,,,156000,970000,101000,129000,-67000
IncomeNetGrossProfit,-507000,149000,-114000,1000000,659000,148000,565000,3829000,4084000,878000,392000,3453000,-2846000,1921000,4884000,5011000,7049000,3333000,2577000,4009000,1839000,1761000,2747000,1582000,-1653000,2559000,348000,-225000,-1653000,-283000,-2815000,-1237000,-2711000,43000,-626000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,970000,101000,129000,-67000
IncomeBeforeTaxProfit,-507000,149000,-114000,1000000,659000,148000,565000,3829000,4084000,878000,392000,3453000,-2846000,1921000,4884000,5011000,7049000,3333000,2577000,4009000,1839000,1761000,2747000,1582000,-1653000,2559000,348000,-225000,-1653000,-283000,-2815000,-1237000,-2711000,43000,-626000,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,882000,68000,95000,-46000
IncomeNetProfit,-501000,124000,-89000,789000,507000,116000,449000,3106000,3192000,665000,344000,2775000,-1833000,1594000,3880000,4010000,5778000,2735000,2078000,3240000,1472000,1503000,2498000,1139000,-1881000,2053000,-122000,-917000,-1085000,12000,-3036000,-1229000,-3184000,-200000,-911000,157000,881000,69000,94000,-47000
IncomeShareholderNetProfit,-500000,125000,-90000,789000,507000,116000,449000,3106000,3192000,665000,344000,2775000,-1833000,1594000,3880000,4010000,5778000,2735000,2078000,3240000,1472000,1503000,2498000,1139000,-1881000,2053000,-195000,-844000,-1085000,12000,-2793000,-1472000,-3184000,-200000,476000,,,,,
BalanceNoncurrentAssets,5642000,5910000,5963000,5991000,6147000,7850000,6934000,7294000,9552000,10265000,9360000,11042000,11788000,13081000,14254000,15871000,16425000,17525000,17655000,22271000,22615000,26909000,27652000,32136000,32116000,32991000,32579000,37268000,34903000,65868000,67012000,73326000,74795000,78278000,79635000,77436000,78356000,80252000,80357000,80412000
BalanceIntangibleAssets,94000,103000,11000,9000,8000,29000,44000,44000,25000,23000,22000,20000,1333000,1244000,1176000,1109000,1042000,1058000,987000,1802000,2121000,2272000,2315000,2366000,2294000,2136000,2023000,1909000,1796000,1683000,1570000,4703000,4616000,4581000,4520000,4460000,4402000,4341000,4160000,4133000
BalanceProperty,5547000,5797000,5942000,5972000,6129000,6565000,6847000,7207000,8266000,8284000,8768000,9309000,8559000,8854000,9917000,11767000,12385000,12513000,12735000,12480000,12476000,13524000,14254000,16608000,16463000,16177000,15914000,15657000,15418000,15173000,14911000,52261000,53819000,57478000,58741000,56567000,57620000,57848000,58214000,58292000
BalanceNoncurrentReceivables,,,,,,1232000,,1225000,531000,531000,744000,744000,733000,733000,723000,703000,652000,682000,672000,652000,652000,641000,641000,621000,621000,621000,590000,580000,,,,,,1000,1000,1000,1000,1000,1000,1000
BalanceNoncurrInvestments,1000,11000,10000,75000,75000,82000,85000,1274000,1273000,5352000,5352000,8508000,8498000,10524000,10787000,12344000,12328000,17462000,15652000,46640000,48176000,15781000,15781000,15781000,15781000,15781000,15782000,17637000,17637000,17641000,,9000,9000,9000,9000,23000,42000,42000,25000,1427000
BalanceOtherNoncurrentAssets,29000,1713000,1896000,2164000,2342000,2180000,2180000,1957000,1957000,1984000,1984000,1933000,1933000,1986000,1931000,1693000,1693000,1619000,1416000,1782000,1775000,580000,579000,438000,593000,628000,552000,426000,346000,346000,3327000,3981000,4900000,4358000,3488000,2469000,4224000,4747000,6934000,7365000
BalanceCurrentAssets,7505000,14029000,16993000,19170000,18257000,14829000,20008000,16886000,21036000,18367000,24897000,35862000,36892000,41382000,48987000,50721000,51555000,53879000,59284000,30784000,31410000,20456000,19741000,18355000,15950000,17543000,15562000,13575000,13427000,14039000,1159000,919000,1503000,1047000,566000,1283000,607000,747000,564000,1271000
BalanceInventory,1223000,4617000,8522000,9223000,6623000,5523000,6013000,5441000,6200000,6182000,9396000,12653000,15166000,13311000,13851000,14523000,14370000,13371000,15564000,17097000,16503000,13694000,14373000,13915000,11675000,11717000,9453000,9232000,8214000,7905000,1659000,2540000,2796000,2694000,2217000,955000,2992000,3469000,3472000,3110000
BalanceCurrentReceivables,3657000,4320000,6484000,3217000,2874000,2996000,6191000,5707000,8518000,3537000,4359000,9274000,7872000,10158000,9977000,7838000,8097000,9395000,8443000,6876000,7500000,,,,,,,,,25000,,,1500000,,,402000,178000,1606000,2031000,2826000
BalanceCurrentInvestments,3281000,5343000,7848000,10759000,9440000,13305000,17355000,24184000,27978000,28540000,30686000,34630000,6274000,6668000,1194000,1108000,1407000,1434000,,6000,36000,11000,1000,297000,165000,376000,254000,1326000,2839000,712000,4911000,1243000,5914000,6585000,3594000,4296000,1896000,378000,361000,31000
BalanceCash,4115000,101000,266000,803000,18000,96000,60000,172000,204000,21000,78000,18000,154000,33000,42000,230000,229000,239000,279000,503000,486000,590000,591000,408000,66000,249000,277000,72000,145000,1913000,181000,342000,638000,569000,685000,682000,561000,597000,439000,352000
BalanceOtherCurrentAssets,380000,448000,292000,172000,364000,452000,4667000,4775000,2998000,718000,5489000,5350000,3178000,4242000,4377000,4445000,4114000,4974000,5855000,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,8969000,9891000,10863000,10348000,9634000,10319000,11158000,12041000,16486000,17630000,16865000,25071000,28781000,32251000,32511000,30700000,36433000,34411000,38691000,40638000,47512000
BalanceTotalAssets,62772000,64543000,73516000,81104000,83712000,84135000,95448000,98487000,99317000,98423000,93781000,94536000,96633000,95585000,94979000,93918000,93826000,93784000,94451000,5836000,7017000,7086000,7180000,6701000,5907000,6466000,9377000,14288000,14812000,14928000,22420000,25567000,28451000,29115000,27379000,28866000,23673000,26556000,30436000,34448000
BalanceCapital,51702000,54437000,50955000,56881000,59504000,61007000,67804000,68943000,65744000,65810000,64423000,64009000,62595000,62422000,62196000,67970000,68434000,69265000,69102000,633000,643000,643000,643000,643000,642000,643000,742000,891000,891000,891000,991000,1040000,1040000,1040000,1041000,1040000,1041000,1040000,1041000,1040000
BalanceShareCapital,1098000,1098000,1098000,1098000,1098000,1098000,1098000,1098000,1098000,1098000,1133000,1133000,1133000,1132000,1133000,1197000,1217000,1217000,1218000,,,,,,,,,,,,,,-299000,-299000,-299000,-1585000,-1285000,-11177000,-11177000,-10154000
BalanceOwnShares,-5854000,-4300000,-4300000,,,,,,,,,,6831000,7121000,7121000,7121000,6689000,6689000,6689000,9589000,13975000,14013000,14013000,20956000,20949000,20939000,20939000,25628000,25629000,25746000,25751000,23922000,23922000,48348000,48348000,55198000,53582000,53020000,53020000,62705000
BalanceReserve,62705000,61387000,59400000,66842000,66849000,65428000,66820000,70599000,77657000,79100000,78828000,77567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,-321000,-248000,-654000,-1102000,-3370000,-2978000,-2782000,-4473000,-5557000,182000,182000,182000,95000,933000,913000,913000,1259000,459000,459000,464000,751000,296000,570000,563000,571000,1148000,1148000,1006000,294000,787000,988000,3470000,3696000,3348000,3196000,2666000,11835000
BalanceNoncurrentLiabilities,13739000,12612000,10481000,9574000,10301000,10221000,10053000,14760000,13771000,13277000,12821000,7000,7000,7000,6000,897000,892000,892000,960000,432000,432000,432000,751000,211000,485000,477000,485000,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,175000,175000,175000,89000,,,,,,,,,,262000,262000,213000,213000,60000,51000,2417000,2433000,2116000,2033000,1721000,10731000,11837000,10571000,1938000,980000,1834000,1668000,1264000,13107000,9566000
BalanceNoncurrentBorrowings,8917000,8968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,36000,21000,21000,299000,27000,27000,32000,85000,85000,86000,86000,886000,886000,793000,81000,727000,937000,1053000,1263000,1232000,1163000,945000,1104000,1902000,2041000,8542000,8594000,8467000,8553000,8789000,1653000,4205000,4360000
BalanceNoncurrentOtherLiabilities,3853000,2951000,2692000,3595000,3073000,2934000,3480000,3780000,1750000,939000,2359000,1478000,2186000,2460000,3504000,2827000,2759000,6995000,9590000,10987000,9196000,12770000,10282000,9118000,19091000,20526000,20861000,19933000,24978000,17709000,19834000,20001000,19199000,21201000,24391000,24044000,26100000,14166000,14401000,15715000
BalanceCurrentLiabilities,18085000,2951000,2692000,3595000,3073000,2638000,3175000,3480000,1462000,935000,1816000,947000,1671000,1736000,2198000,1449000,1565000,5873000,1610000,6756000,8942000,11852000,2689000,8550000,18785000,20246000,3735000,19622000,24674000,17446000,4906000,19823000,2245000,1741000,2779000,3602000,3493000,4084000,3588000,3379000
BalanceCurrentTradePayablesv,4291000,,,,,,,,,,,,,,,,,,3707000,,,7088000,,,16837000,,,14666000,15077000,17671000,19292000,17380000,19803000,7190000,6155000,8402000,12406000,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,17000,12000,4000,12000,12000,34000,13000,39000,18000,4000,14000,30000,22000,33000,183000,250000,32000,7000,16000,37000,31000,6000,52000,37000,1876000,1789000,2320000,3062000,2804000,2892000,4658000,3934000,1388000,,,,,296000
BalanceCurrentOtherLiabilities,288000,288000,288000,531000,519000,481000,724000,1293000,1339000,1176000,1118000,4259000,4201000,232000,885000,322000,318000,274000,273000,273000,274000,273000,257000,210000,141000,,,,,,8969000,9891000,10863000,10348000,9635000,10320000,11159000,12040000,16486000,17630000
BalanceReckoning,16865000,25070000,28778000,32251000,32512000,30701000,36432000,34411000,38691000,40638000,47512000,62771000,64543000,73516000,81103000,83713000,84136000,95448000,98487000,99317000,98423000,93781000,94536000,96633000,95585000,94979000,93918000,93825000,93784000,94451000,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,-1980000,,,166000,697000,-2323000,-2067000,-957000,-2673000,-2327000,5512000,3159000,1469000,-372000,-498000,-1290000,5856000,2551000,-3739000,1417000,3765000,1701000,5617000,1803000,1420000,-726000,1826000,2713000,-1477000,-309000,1303000,1957000,-1712000,988000,-27000,2254000,-32000,,55000
CashflowAmortization,,,177000,5000,5000,149000,48000,56000,72000,199000,176000,191000,196000,318000,297000,304000,302000,298000,326000,327000,338000,424000,376000,375000,374000,378000,375000,84000,453000,360000,279000,807000,1352000,-789000,442000,450000,,-856000,,
CashflowInvestingCashflow,-522000,-383000,-364000,-2170000,-530000,-595000,-301000,-621000,-2326000,-2132000,-1799000,-2098000,-2510000,-7543000,-3559000,-13146000,-4890000,-8793000,-7154000,-5161000,-545000,-365000,-1058000,-1910000,-1930000,-263000,-1893000,-3711000,-298000,-29000,-927000,-318000,225000,,856000,,,646000,383000,364000
CashflowCapex,2173000,540000,596000,291000,366000,898000,1731000,970000,309000,448000,503000,648000,1584000,1034000,2717000,63000,-190000,1000,18000,9000,19000,0,2163000,1923000,3766000,1254000,318000,-225000,,2714000,,,477000,-103000,2566000,6910000,-147000,6975000,-638000,-624000
CashflowFinancingCashflow,-162000,-2327000,2872000,197000,2281000,1672000,677000,20970000,-543000,5194000,5990000,-1239000,-1180000,-1090000,1895000,116000,-966000,1801000,2141000,2544000,-2078000,2019000,-772000,954000,-1926000,-153000,,560000,,,,3000000,7752000,7043000,42000,-10000,,,,22659000
CashflowShareCapitalCash,,,,,,,,3500000,0,0,5450000,,,,,,,,,,,,,,,,,2081000,0,0,,,,,,,7089000,,,
CashflowDividend,,,,,,,,,,,-123000,,,121000,211000,-121000,2673000,-1634000,3707000,-3266000,4267000,671000,-2990000,701000,-2398000,-1519000,-16000,-330000,4086000,-4015000,165000,537000,-784000,78000,-36000,112000,32000,-183000,60000,-60000
CashflowNetCashflow,136000,-121000,9000,187000,0,10000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
