,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4
IncomeGrossProfit_sy,,,,,-8.48,0.95,23.94,21.77,27.74,6.79,-3.66,14.32,-15.81,-9.80
IncomeGrossProfit_qq,,28.80,-20.28,79.31,-13.09,15.11,-30.92,55.40,-7.43,5.45,-26.27,8.81,-25.19,-46.51
IncomeGrossProfit_sq,,-25.64,-28.24,30.65,16.78,-15.25,-6.98,51.52,10.60,-8.87,-25.52,21.38,4.86,-14.76
IncomeOtherOperatingIncome,267000,-4000,393000,221000,379000,153000,25000,158000,472000,47000,196000,71000,131000,379000
IncomeOtherOperatingIncome_yy,,,,,41.91,3853.40,-93.63,-28.39,24.34,-69.45,684.22,-54.90,-72.15,708.94
IncomeOtherOperatingIncome_sy,,,,,-15.69,18.28,13.57,3.44,-1.36,-22.75,-27.14,-2.74,-33.16,5.34
IncomeOtherOperatingIncome_qq,,-101.53,9705.10,-43.77,71.87,-59.56,-83.69,531.75,198.41,-90.06,318.62,-63.67,84.27,188.65
IncomeOtherOperatingIncome_sq,,1.11,-24.95,34.65,-10.93,147.28,-55.52,-2.04,11.38,48.90,-33.12,17.13,-16.80,183.20
IncomeOtherOperatingCosts,1214000,1271000,965000,1221000,1117000,2721000,1068000,1681000,2731000,4761000,2825000,3301000,4078000,3482000
IncomeOtherOperatingCosts_yy,,,,,-7.93,113.98,10.66,37.69,144.40,75.00,164.60,96.37,49.32,-26.87
IncomeOtherOperatingCosts_sy,,,,,-51.28,35.93,18.83,36.64,120.86,3.27,-42.72,31.96,-7.02,13.06
IncomeOtherOperatingCosts_qq,,4.77,-24.10,26.51,-8.48,143.49,-60.75,57.42,62.45,74.35,-40.65,16.83,23.52,-14.61
IncomeOtherOperatingCosts_sq,,50.59,-41.76,19.11,-27.12,352.97,-64.96,45.35,-1.44,62.75,-75.92,74.71,-30.71,226.78
IncomeEBIT,12296000,15780000,13025000,23382000,20453000,21827000,15809000,24666000,21984000,20851000,16221000,17281000,11398000,5105000
IncomeEBIT_yy,,,,,66.34,38.31,21.37,5.49,7.48,-4.47,2.61,-29.94,-48.16,-75.52
IncomeEBIT_sy,,,,,-5.56,13.20,31.22,12.41,8.70,11.67,-5.06,14.86,-4.48,-8.98
IncomeEBIT_qq,,28.34,-17.46,79.51,-12.53,6.72,-27.57,56.02,-10.87,-5.15,-22.21,6.53,-34.05,-55.21
IncomeEBIT_sq,,-23.96,-18.69,16.59,16.65,-7.94,-16.00,24.96,-0.64,-5.22,-24.60,11.57,10.18,-19.46
IncomeFinanceIncome,-12000,-69000,355000,95000,-21000,58000,213000,37000,17000,379000,1079000,-864000,-25000,972000
IncomeFinanceIncome_yy,,,,,-70.82,183.54,-40.09,-60.68,179.23,553.36,407.43,-2407.32,-252.27,156.13
IncomeFinanceIncome_sy,,,,,-69.84,-66.93,-25.14,-50.16,40.96,117.37,106.72,-38.61,-64.50,-23.25
IncomeFinanceIncome_qq,,-463.14,610.91,-73.18,-122.13,375.41,266.40,-82.40,-55.40,2171.25,184.57,-180.04,97.06,3920.53
IncomeFinanceIncome_sq,,48.65,-25.13,-1.87,-55.64,116.67,32.16,-31.11,13.32,40.32,62.22,-63.95,-20.00,55.50
IncomeFinanceCosts,272000,266000,255000,277000,232000,145000,163000,254000,267000,729000,,,-1513000,
IncomeFinanceCosts_yy,,,,,-14.59,-45.38,-36.16,-8.39,15.24,402.13,-100.00,-100.00,-666.24,-100.00
IncomeFinanceCosts_sy,,,,,-43.34,-41.22,9.81,-23.52,37.54,65.13,23.15,-34.62,-8.50,-12.56
IncomeFinanceCosts_qq,,-2.13,-4.11,8.73,-16.30,-37.41,12.08,56.02,5.29,172.74,-100.00,,,100.00
IncomeFinanceCosts_sq,,-8.66,-33.92,28.74,-17.17,25.14,19.43,7.17,7.27,14.13,-8.16,,,34.45
IncomeOtherIncome,,,,,97000,-124000,,-4000,-125000,128000,,4000,-288000,-149000
IncomeOtherIncome_yy,,,,,,,,,-229.17,202.78,,200.81,-130.09,-216.64
IncomeOtherIncome_sy,,,,,,,,,100.00,100.00,,-32.76,97.63,
IncomeOtherIncome_qq,,,,,,-228.30,100.00,,-2910.53,202.08,-100.00,,-6971.66,48.25
IncomeOtherIncome_sq,,,,,,100.00,100.00,,-100.00,251.59,-75.00,,98.66,51.40
IncomeNetGrossProfit,12012000,15445000,13125000,23200000,20297000,21615000,15859000,24445000,21608000,20630000,17301000,16421000,12597000,4406000
IncomeNetGrossProfit_yy,,,,,68.97,39.95,20.83,5.37,6.46,-4.56,9.09,-32.83,-41.70,-78.64
IncomeNetGrossProfit_sy,,,,,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62
IncomeNetGrossProfit_qq,,28.58,-15.02,76.76,-12.51,6.49,-26.63,54.14,-11.61,-4.53,-16.14,-5.08,-23.29,-65.02
IncomeNetGrossProfit_sq,,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98
IncomeExtraordinarProfit,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,12012000,15445000,13125000,23200000,20297000,21615000,15859000,24445000,21608000,20630000,17301000,16421000,12597000,4406000
IncomeBeforeTaxProfit_yy,,,,,68.97,39.95,20.83,5.37,6.46,-4.56,9.09,-32.83,-41.70,-78.64
IncomeBeforeTaxProfit_sy,,,,,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62
IncomeBeforeTaxProfit_qq,,28.58,-15.02,76.76,-12.51,6.49,-26.63,54.14,-11.61,-4.53,-16.14,-5.08,-23.29,-65.02
IncomeBeforeTaxProfit_sq,,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98
IncomeDiscontinuedProfit,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,
IncomeNetProfit,10124000,12943000,10987000,19997000,16789000,18832000,13402000,20767000,18222000,18136000,14917000,14651000,10283000,3886000
IncomeNetProfit_yy,,,,,65.84,45.50,21.99,3.85,8.53,-3.70,11.30,-29.45,-43.57,-78.57
IncomeNetProfit_sy,,,,,-8.29,12.69,21.99,18.11,8.53,0.85,-0.50,7.94,-13.74,-14.78
IncomeNetProfit_qq,,27.85,-15.12,82.01,-16.04,12.17,-28.83,54.95,-12.26,-0.47,-17.75,-1.78,-29.81,-62.20
IncomeNetProfit_sq,,-20.36,-14.11,18.12,6.58,-18.15,-28.48,43.85,-4.50,-26.53,-16.24,-0.46,10.54,-24.18
IncomeShareholderNetProfit,10124000,12943000,10987000,19997000,16789000,18832000,13402000,20767000,18222000,18136000,14917000,14651000,10283000,3886000
IncomeShareholderNetProfit_yy,,,,,65.84,45.50,21.99,3.85,8.53,-3.70,11.30,-29.45,-43.57,-78.57
IncomeShareholderNetProfit_sy,,,,,-5.29,19.54,21.99,17.85,5.78,0.49,-1.08,0.10,-16.38,-13.05
IncomeShareholderNetProfit_qq,,27.85,-15.12,82.01,-16.04,12.17,-28.83,54.95,-12.26,-0.47,-17.75,-1.78,-29.81,-62.20
IncomeShareholderNetProfit_sq,,-8.46,-15.12,18.12,2.85,-17.42,-28.48,42.50,-4.51,-27.08,-16.13,-3.74,30.73,-25.32
BalanceNoncurrentAssets,,49091000,,50180000,45785000,82567000,110977000,118927000,133783000,151938000,166819000,159236000,169709000,160352000
BalanceNoncurrentAssets_yy,,,,,,68.19,,137.00,192.20,84.02,50.32,33.89,26.85,5.54
BalanceNoncurrentAssets_sy,,,,,,3.57,,3.82,6.35,4.77,4.76,6.90,6.33,3.58
BalanceNoncurrentAssets_qq,,,-100.00,,-8.76,80.34,34.41,7.16,12.49,13.57,9.79,-4.55,6.58,-5.51
BalanceNoncurrentAssets_sq,,,0.34,,-0.18,0.88,-0.13,-0.20,0.28,2.36,0.65,1.14,1.04,0.21
BalanceIntangibleAssets,,,,,,,,,,,,,,
BalanceIntangibleAssets_yy,,,,,,,,,,,,,,
BalanceIntangibleAssets_sy,,,,,,,,,,,,,,
BalanceIntangibleAssets_qq,,,,,,,,,,,,,,
BalanceIntangibleAssets_sq,,,,,,,,,,,,,,
BalanceProperty,,39140000,,39885000,36277000,56493000,62836000,60924000,65685000,76470000,82692000,78695000,81606000,81173000
BalanceProperty_yy,,,,,,44.33,,52.75,81.06,35.36,31.60,29.17,24.24,6.15
BalanceProperty_sy,,,,,,-0.68,,1.95,5.19,6.25,5.18,6.04,4.72,4.28
BalanceProperty_qq,,,-100.00,,-9.05,55.73,11.23,-3.04,7.81,16.42,8.14,-4.83,3.70,-0.53
BalanceProperty_sq,,,-0.39,,-0.61,0.55,0.09,-0.68,-0.28,2.16,0.66,0.42,0.34,0.56
BalanceNoncurrentReceivables,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,6639000,,7104000,6695000,26073000,45805000,53463000,64098000,75468000,80885000,80541000,83793000,79179000
BalanceNoncurrInvestments_yy,,,,,,292.72,,652.56,857.33,189.44,76.58,50.65,30.73,4.92
BalanceNoncurrInvestments_sy,,,,,,-1.03,,-1.49,-4.53,,,-0.13,0.96,-1.05
BalanceNoncurrInvestments_qq,,,-100.00,,-5.75,289.42,75.68,16.72,19.89,17.74,7.18,-0.42,4.04,-5.51
BalanceNoncurrInvestments_sq,,,0.39,,,-0.06,,,,3.91,,,,-0.26
BalanceOtherNoncurrentAssets,,3311000,,3191000,2812000,,2336000,4540000,4000000,,3243000,,4311000,
BalanceOtherNoncurrentAssets_yy,,,,,,-100.00,,42.28,42.24,,38.81,-100.00,7.76,
BalanceOtherNoncurrentAssets_sy,,,,,,20.32,,13.92,13.66,,6.36,-5.24,1.38,
BalanceOtherNoncurrentAssets_qq,,,-100.00,,-11.86,-100.00,,94.34,-11.88,-100.00,,-100.00,,-100.00
BalanceOtherNoncurrentAssets_sq,,,-0.40,,-0.02,2.39,,1.44,-0.06,-3.76,,0.51,,-4.24
BalanceCurrentAssets,,92475000,,143959000,162509000,125088000,132647000,131543000,155375000,152982000,184811000,192695000,218813000,198658000
BalanceCurrentAssets_yy,,,,,,35.27,,-8.62,-4.39,22.30,39.32,46.49,40.83,29.86
BalanceCurrentAssets_sy,,,,,,1.71,,2.97,5.22,1.97,8.87,10.94,5.41,6.60
BalanceCurrentAssets_qq,,,-100.00,,12.89,-23.03,6.04,-0.83,18.12,-1.54,20.81,4.27,13.55,-9.21
BalanceCurrentAssets_sq,,,-1.97,,2.95,-2.64,0.26,0.87,4.69,-1.67,6.48,3.18,0.86,2.12
BalanceInventory,,27530000,,39608000,44689000,32983000,44912000,43427000,53229000,39115000,52446000,49376000,70369000,50465000
BalanceInventory_yy,,,,,,19.81,,9.64,19.11,18.59,16.77,13.70,32.20,29.02
BalanceInventory_sy,,,,,,4.91,,11.78,2.60,10.48,3.81,6.55,6.42,4.72
BalanceInventory_qq,,,-100.00,,12.83,-26.19,36.17,-3.31,22.57,-26.52,34.08,-5.85,42.52,-28.29
BalanceInventory_sq,,,3.52,,0.70,-4.84,6.35,-2.11,2.10,-8.73,6.49,2.06,5.27,-8.59
BalanceCurrentReceivables,,18107000,,62371000,42066000,42318000,44474000,42578000,49793000,57712000,,58365000,59997000,64630000
BalanceCurrentReceivables_yy,,,,,,133.72,,-31.73,18.37,36.38,-100.00,37.08,20.49,11.99
BalanceCurrentReceivables_sy,,,,,,0.58,,8.91,9.70,5.78,8.26,11.86,7.75,7.88
BalanceCurrentReceivables_qq,,,-100.00,,-32.55,0.60,5.10,-4.26,16.94,15.90,-100.00,,2.80,7.72
BalanceCurrentReceivables_sq,,,-3.62,,0.30,0.60,-2.73,8.37,5.23,-2.03,4.26,,2.66,0.56
BalanceCurrentInvestments,,90000,,100000,93000,91000,92000,92000,100000,107000,114000,113000,119000,111000
BalanceCurrentInvestments_yy,,,,,,1.44,,-8.07,8.04,16.79,24.76,23.72,18.43,3.98
BalanceCurrentInvestments_sy,,,,,,-52.14,,,9.42,-18.28,24.76,-1.60,-28.04,-19.97
BalanceCurrentInvestments_qq,,,-100.00,,-6.84,-1.64,0.58,-0.25,9.47,6.33,7.45,-1.09,4.80,-6.64
BalanceCurrentInvestments_sq,,,0.52,,,6.28,-18.21,-2.42,1.92,-24.28,0.84,-30.79,-22.22,-3.33
BalanceCash,,46749000,,41881000,75662000,49696000,43169000,45445000,52252000,56049000,67411000,84840000,88328000,83453000
BalanceCash_yy,,,,,,6.30,,8.51,-30.94,12.78,56.16,86.69,69.04,48.89
BalanceCash_sy,,,,,,-5.84,,11.30,-4.19,-23.01,-7.99,-14.05,-1.46,25.35
BalanceCash_qq,,,-100.00,,80.66,-34.32,-13.13,5.27,14.98,7.27,20.27,25.85,4.11,-5.52
BalanceCash_sq,,,-19.38,,2.37,-7.33,-13.13,0.50,-4.60,8.28,-2.43,13.22,-6.76,23.11
BalanceOtherCurrentAssets,,,,,,,,,,,64839000,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,-100.00,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,-10.19,,
BalanceAssetsForSale,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,
BalanceTotalAssets,,141566000,,194139000,208294000,207654000,243625000,250470000,289158000,304921000,351629000,351931000,388523000,359010000
BalanceTotalAssets_yy,,,,,,46.68,,29.02,38.82,46.84,44.33,40.51,34.36,17.74
BalanceTotalAssets_sy,,,,,,2.41,,5.85,6.89,2.54,4.30,8.30,5.32,6.36
BalanceTotalAssets_qq,,,-100.00,,7.29,-0.31,17.32,2.81,15.45,5.45,15.32,0.09,10.40,-7.60
BalanceTotalAssets_sq,,,1.56,,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07
BalanceCapital,,98648000,,139721000,148882000,175161000,188092000,203926000,239214000,271858000,305465000,319567000,343708000,328672000
BalanceCapital_yy,,,,,,77.56,,45.95,60.67,55.20,62.40,56.71,43.68,20.90
BalanceCapital_sy,,,,,,2.24,,5.87,6.05,6.08,6.74,5.26,6.32,5.25
BalanceCapital_qq,,,-100.00,,6.56,17.65,7.38,8.42,17.30,13.65,12.36,4.62,7.55,-4.37
BalanceCapital_sq,,,1.52,,2.25,1.78,2.03,-0.68,3.44,2.35,2.16,-0.60,2.73,1.34
BalanceShareCapital,,168000,,177000,50596000,53914000,54227000,54092000,54282000,55410000,53157000,54527000,55102000,55400000
BalanceShareCapital_yy,,,,,,32064.91,,30374.68,7.29,2.78,-1.97,0.81,1.51,-0.02
BalanceShareCapital_sy,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,-100.00,,28405.01,6.56,0.58,-0.25,0.35,2.08,-4.07,2.58,1.05,0.54
BalanceShareCapital_sq,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,
BalanceReserve,,98481000,,139543000,98286000,121248000,133865000,149834000,184933000,216448000,252308000,265040000,288606000,273273000
BalanceReserve_yy,,,,,,23.12,,7.37,88.16,78.52,88.48,76.89,56.06,26.25
BalanceReserve_sy,,,,,,4.59,,5.36,6.06,8.43,5.66,3.57,3.74,6.73
BalanceReserve_qq,,,-100.00,,-29.57,23.36,10.41,11.93,23.43,17.04,16.57,5.05,8.89,-5.31
BalanceReserve_sq,,,,,,,,4.65,,-0.01,,4.46,,-0.04
BalanceNonshareCapital,,,,,,,,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_yy,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_sy,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_qq,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities_sq,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_qq,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities_sq,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,42918000,,54418000,59412000,32493000,55533000,46544000,49943000,33063000,46165000,32364000,44815000,30338000
BalanceCurrentLiabilities_yy,,,,,,-24.29,,-14.47,-15.94,1.75,-16.87,-30.47,-10.27,-8.24
BalanceCurrentLiabilities_sy,,,,,,6.26,,13.30,10.63,1.75,-0.88,10.62,2.28,4.71
BalanceCurrentLiabilities_qq,,,-100.00,,9.18,-45.31,70.90,-16.19,7.30,-33.80,39.63,-29.89,38.47,-32.30
BalanceCurrentLiabilities_sq,,,-3.85,,5.69,-7.46,5.15,6.60,1.46,-11.20,8.09,5.65,-2.42,-1.00
BalanceCurrentTradePayablesv,,23679000,,32789000,41231000,28251000,35122000,23709000,25583000,27155000,40060000,27226000,30420000,26835000
BalanceCurrentTradePayablesv_yy,,,,,,19.31,,-27.69,-37.95,-3.88,14.06,14.83,18.91,-1.18
BalanceCurrentTradePayablesv_sy,,,,,,5.70,,8.16,8.64,6.40,6.19,1.78,5.58,-0.46
BalanceCurrentTradePayablesv_qq,,,-100.00,,25.75,-31.48,24.32,-32.50,7.91,6.14,47.52,-32.04,11.73,-11.79
BalanceCurrentTradePayablesv_sq,,,-4.39,,5.19,0.06,-0.93,8.48,2.46,-6.03,13.78,2.38,-2.79,1.28
BalanceCurrentBorrowings,,16492000,,18035000,14504000,,16539000,16631000,17950000,,,,,
BalanceCurrentBorrowings_yy,,,,,,-100.00,,-7.79,23.76,,-100.00,-100.00,-100.00,
BalanceCurrentBorrowings_sy,,,,,,8.27,,4.74,-15.94,,1.98,15.87,11.10,
BalanceCurrentBorrowings_qq,,,-100.00,,-19.58,-100.00,,0.56,7.93,-100.00,,,,
BalanceCurrentBorrowings_sq,,,-6.74,,8.60,-11.61,,-1.33,7.73,-15.55,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,2747000,,3593000,3677000,4243000,3871000,6204000,6409000,5908000,6105000,5138000,14394000,3503000
BalanceCurrentOtherLiabilities_yy,,,,,,54.43,,72.66,74.33,39.24,57.71,-17.18,124.58,-40.70
BalanceCurrentOtherLiabilities_sy,,,,,,-1.09,,5.87,9.53,4.78,12.28,4.86,0.48,0.57
BalanceCurrentOtherLiabilities_qq,,,-100.00,,2.32,15.39,-8.76,60.27,3.31,-7.83,3.34,-15.84,180.15,-75.66
BalanceCurrentOtherLiabilities_sq,,,-0.73,,-2.79,-1.73,6.15,8.59,4.50,-4.16,2.68,4.52,0.42,-12.09
BalanceReckoning,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,0,141566000,0,194139000,208294000,207654000,243625000,250470000,289158000,304921000,351629000,351931000,388523000,359010000
BalanceTotalEquityAndLiabilities_yy,,,,,,46.68,,29.02,38.82,46.84,44.33,40.51,34.36,17.74
BalanceTotalEquityAndLiabilities_sy,,,,,,2.41,,5.85,6.89,2.54,4.30,8.30,5.32,6.36
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,7.29,-0.31,17.32,2.81,15.45,5.45,15.32,0.09,10.40,-7.60
BalanceTotalEquityAndLiabilities_sq,,,1.56,,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07
CashflowOperatingCashflow,2666000,18724000,-4833000,-5355000,40780000,19015000,7592000,18241000,2188000,32935000,5663000,16564000,,36146000
CashflowOperatingCashflow_yy,,,,,1429.78,1.55,257.07,440.63,-94.63,73.21,-25.40,-9.20,-100.00,9.75
CashflowOperatingCashflow_sy,,,,,1.11,-6.90,35.08,10.75,-47.61,7.08,-19.09,2.57,13.83,39.04
CashflowOperatingCashflow_qq,,602.39,-125.81,-10.80,861.50,-53.37,-60.07,140.28,-88.01,1405.27,-82.80,192.48,-100.00,
CashflowOperatingCashflow_sq,,80.92,-75.92,85.27,-9.41,48.98,-85.97,60.84,7.88,117.05,-63.70,8.25,78.06,
CashflowAmortization,1205000,1337000,1658000,1740000,1716000,1584000,2182000,2442000,1896000,2647000,2879000,,,12384000
CashflowAmortization_yy,,,,,42.37,18.51,31.55,40.34,10.47,67.08,31.95,-100.00,-100.00,367.87
CashflowAmortization_sy,,,,,4.33,4.48,3.10,5.71,9.07,6.50,5.06,3.70,5.60,6.44
CashflowAmortization_qq,,10.91,24.06,4.94,-1.40,-7.68,37.71,11.96,-22.39,39.63,8.76,-100.00,,
CashflowAmortization_sq,,0.37,1.26,1.61,0.61,0.83,4.44,1.40,-0.62,3.10,1.10,2.50,,
CashflowInvestingCashflow,-424000,-4354000,322000,56000,51000,-40655000,-29971000,-10552000,-4029000,-17646000,-6534000,3767000,,-7121000
CashflowInvestingCashflow_yy,,,,,111.94,-833.75,-9417.54,-18849.32,-8063.85,56.60,78.20,135.70,100.00,59.65
CashflowInvestingCashflow_sy,,,,,39.09,-46.10,-3.65,-20.66,-39.00,-27.88,6.69,-37.30,-70.19,17.63
CashflowInvestingCashflow_qq,,-927.55,107.39,-82.50,-10.10,-80452.84,26.28,64.79,61.81,-337.93,62.97,157.64,-100.00,
