,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit_sq,,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,10986000,4612000,24235000,15835000,-68454000,-20890000,20557000,11985000,2349000
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-723.09,-552.98,-15.18,-24.31,103.43
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.11,-111.80,100.00,-13.62,49.65
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,-58.02,425.52,-34.66,-532.29,69.48,198.40,-41.70,-80.40
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,2.97,425.52,-34.66,-52.26,0.32,198.40,-70.85,-3.32
IncomeNetProfit,3758000,6727000,2719000,3240000,5778000,10559000,4348000,4770000,2888000,11024000,6046000,3795000,5193000,14451000,14236000,5230000,10899000,22058000,11824000,1386000,13815000,14401000,4240000,3773000,10833000,-4507000,10693000,-81361000,963000,-16477000,6115000,-38322000
IncomeNetProfit_yy,,,,,53.75,56.96,59.91,47.22,-50.02,4.40,39.05,-20.43,79.80,31.09,135.46,37.79,109.88,52.64,-16.95,-73.49,26.76,-34.71,-64.14,172.12,-21.58,-131.30,152.22,-2256.61,-91.11,-265.57,-42.82,52.90
IncomeNetProfit_sy,,,,,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,79.00,-59.58,19.16,78.33,82.74,-58.82,9.71,-39.45,281.72,-45.16,-37.22,36.81,178.29,-1.49,-63.26,108.39,102.40,-46.40,-88.27,896.50,4.24,-70.56,-11.01,187.15,-141.60,337.25,-860.87,101.18,-1811.38,137.11,-726.74
IncomeNetProfit_sq,,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,3496000,7236000,2479000,3243000,5407000,10509000,3883000,3423000,2022000,11029000,5726000,2496000,4449000,13792000,11481000,3166000,5279000,16323000,9962000,38000,8135000,9481000,1699000,1353000,5715000,-6350000,6612000,-84159000,-2653000,-16091000,4499000,-36980000
IncomeShareholderNetProfit_yy,,,,,54.66,45.23,56.64,5.55,-62.60,4.95,47.46,-27.07,120.04,25.05,100.50,26.82,18.65,18.35,-13.23,-98.79,54.10,-41.91,-82.94,3427.37,-29.75,-166.97,289.10,-6318.91,-146.42,-153.41,-31.95,56.06
IncomeShareholderNetProfit_sy,,,,,-6.38,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,106.98,-65.74,30.82,66.73,94.36,-63.05,-11.85,-40.93,445.45,-48.08,-56.40,78.23,209.97,-16.76,-72.42,66.73,209.21,-38.97,-99.61,21103.75,16.55,-82.08,-20.36,322.29,-211.11,204.13,-1372.82,96.85,-506.59,127.96,-921.90
IncomeShareholderNetProfit_sq,,-16.43,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,,117583000,,117886000,,126808000,127270000,180881000,,184806000,185807000,187403000,212956000,219393000,375149000,375208000,414058000,420050000,447443000,470702000,506238000,588600000,584913000,587564000,584775000,669786000,663527000,532086000,534033000,440695000,451116000,432473000
BalanceNoncurrentAssets_yy,,,,,,7.85,,53.44,,45.74,45.99,3.61,,18.72,101.90,100.21,94.43,91.46,19.27,25.45,22.26,40.13,30.72,24.83,15.51,13.79,13.44,-9.44,-8.68,-34.20,-32.01,-18.72
BalanceNoncurrentAssets_sy,,,,,,9.52,,10.72,,3.30,1.00,-0.92,,3.70,0.96,2.54,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,,-100.00,,-100.00,,0.36,42.12,-100.00,,0.54,0.86,13.64,3.02,70.99,0.02,10.35,1.45,6.52,5.20,7.55,16.27,-0.63,0.45,-0.47,14.54,-0.93,-19.81,0.37,-17.48,2.36,-4.13
BalanceNoncurrentAssets_sq,,,1.05,,-100.00,,1.23,0.70,-0.37,,-0.71,-0.34,-0.84,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,,105724000,,106375000,,114684000,114717000,160578000,,161093000,161540000,161877000,189374000,193441000,344187000,343948000,381192000,380927000,403935000,425244000,457614000,531494000,525510000,531892000,529987000,610770000,603972000,448160000,449100000,399221000,399217000,392774000
BalanceIntangibleAssets_yy,,,,,,8.47,,50.95,,40.47,40.82,0.81,,20.08,113.07,112.47,101.29,96.92,17.36,23.64,20.05,39.53,30.10,25.08,15.82,14.92,14.93,-15.74,-15.26,-34.64,-33.90,-12.36
BalanceIntangibleAssets_sy,,,,,,-3.19,,6.07,,7.14,-0.08,-1.52,,0.80,-0.30,-0.57,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,,-100.00,,-100.00,,0.03,39.98,-100.00,,0.28,0.21,16.99,2.15,77.93,-0.07,10.83,-0.07,6.04,5.28,7.61,16.14,-1.13,1.21,-0.36,15.24,-1.11,-25.80,0.21,-11.11,,-1.61
BalanceIntangibleAssets_sq,,,-0.53,,-100.00,,0.01,-0.29,-1.89,,-1.67,-0.28,-1.68,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,,-0.11
BalanceProperty,,8348000,,8311000,,7575000,8063000,15245000,,14917000,15326000,16807000,16818000,16994000,20551000,20769000,22061000,24251000,28228000,29662000,32808000,34596000,34691000,35277000,34474000,32822000,32925000,29688000,30597000,19687000,18931000,17408000
BalanceProperty_yy,,,,,,-9.26,,83.43,,96.92,90.08,10.25,,13.92,34.09,23.57,31.18,42.70,37.35,42.82,48.71,42.66,22.90,18.93,5.08,-5.13,-5.09,-15.84,-11.25,-40.02,-42.50,-41.36
BalanceProperty_sy,,,,,,17.19,,8.62,,3.28,-0.18,0.82,,1.27,7.60,8.52,3.40,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,,-100.00,,-100.00,,6.44,89.07,-100.00,,2.74,9.66,0.07,1.05,20.93,1.06,6.22,9.92,16.40,5.08,10.61,5.45,0.27,1.69,-2.28,-4.79,0.31,-9.83,3.06,-35.66,-3.84,-8.04
BalanceProperty_sq,,,-0.90,,-100.00,,-0.14,-0.46,-1.18,,-1.01,0.41,-0.99,0.08,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,462000,,88000,,25000,25000,63000,,2233000,2436000,2327000,453000,812000,1036000,1096000,1316000,1120000,1270000,118000,221000,3355000,4910000,2828000,2761000,2918000,1953000,29543000,29421000,234000,11217000,235000
BalanceNoncurrInvestments_yy,,,,,,-94.59,,-28.41,,8832.00,9644.00,3593.65,,-63.62,-57.47,-52.90,190.60,37.88,22.63,-89.25,-83.20,199.53,286.45,2299.38,1148.62,-13.04,-60.23,944.62,965.72,-91.99,474.46,-99.21
BalanceNoncurrInvestments_sy,,,,,,1.86,,24.48,,11.35,7.38,7.88,,0.38,-0.18,3.04,46.15,-3.46,-3.46,-12.19,12.48,10.85,10.79,17.34,23.56,2.43,,,2.13,,,-7.72
BalanceNoncurrInvestments_qq,,,-100.00,,-100.00,,,152.00,-100.00,,9.09,-4.47,-80.53,79.32,27.53,5.80,20.10,-14.92,13.43,-90.72,87.59,1417.36,46.34,-42.40,-2.38,5.68,-33.07,1412.96,-0.41,-99.21,4702.67,-97.91
