,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,489416000,546971000,542810000,812093000,645803000,628611000,615408000,751417000,746537000,779990000,780722000,868725000,740797000,881723000,807933000,893268000,875425000,855249000,847613000,929413000,796736000,864821000,886556000,846499000,877867000,906976000,939466000,935947000,937600000,902146000,1005688000,1026566000,943000000,957000000,998000000,985000000,915000000,971000000,1021000000,1013000000,934000000,986000000,990000000,1061000000,1001000000,1004000000,1054000000,1066000000,1037000000,983000000,1140000000,1167000000,1135000000,1140000000,1223000000
IncomeDistributionExpenses_yy,,,,,31.95,14.93,13.37,-7.47,15.60,24.08,26.86,15.61,-0.77,13.04,3.49,2.83,18.17,-3.00,4.91,4.05,-8.99,1.12,4.59,-8.92,10.18,4.87,5.97,10.57,6.80,-0.53,7.05,9.68,0.58,6.08,-0.76,-4.05,-2.97,1.46,2.30,2.84,2.08,1.54,-3.04,4.74,7.17,1.83,6.46,0.47,3.60,-2.09,8.16,9.47,9.45,15.97,7.28
IncomeDistributionExpenses_sy,,,,,57.90,16.91,17.30,11.03,17.36,17.82,11.03,6.90,-2.56,12.42,4.82,5.91,8.40,-5.98,4.03,2.51,0.70,15.09,13.56,4.52,18.48,8.95,8.09,11.16,8.02,2.97,4.32,6.85,2.07,2.17,6.80,0.13,1.77,7.16,-1.30,5.02,5.58,6.62,4.66,6.94,5.60,0.06,5.02,-1.44,-1.32,-4.44,3.40,5.70,8.32,15.22,7.28
IncomeDistributionExpenses_qq,,11.76,-0.76,49.61,-20.48,-2.66,-2.10,22.10,-0.65,4.48,0.09,11.27,-14.73,19.02,-8.37,10.56,-2.00,-2.30,-0.89,9.65,-14.28,8.55,2.51,-4.52,3.71,3.32,3.58,-0.37,0.18,-3.78,11.48,2.08,-8.14,1.48,4.28,-1.30,-7.11,6.12,5.15,-0.78,-7.80,5.57,0.41,7.17,-5.66,0.30,4.98,1.14,-2.72,-5.21,15.97,2.37,-2.74,0.44,7.28
IncomeDistributionExpenses_sq,,37.43,10.50,22.84,-12.06,1.40,11.04,12.36,-6.01,1.62,3.02,8.56,-14.20,17.24,-3.89,9.62,-11.93,2.13,6.55,8.02,-14.42,16.56,5.37,-1.06,-2.24,7.19,4.56,1.73,-5.02,2.22,6.10,4.18,-9.38,2.08,10.75,-2.17,-7.92,7.46,1.97,4.24,-7.46,8.50,-0.12,6.66,-8.58,2.80,4.83,0.10,-8.42,-0.26,13.37,2.36,-6.22,6.13,7.28
IncomeAdministrativExpenses,198771000,224034000,258877000,357651000,246190000,292293000,261643000,370801000,396628000,369984000,341398000,529360000,344933000,336528000,276909000,504107000,381511000,364808000,348553000,409835000,319872000,349169000,305310000,390844000,329574000,361850000,349647000,427227000,366682000,373055000,340777000,443486000,354000000,372000000,334000000,391000000,346000000,366000000,383000000,417000000,388000000,402000000,332000000,430000000,362000000,370000000,323000000,371000000,367000000,369000000,359000000,442000000,378000000,387000000,384000000
IncomeAdministrativExpenses_yy,,,,,23.86,30.47,1.07,3.68,61.11,26.58,30.48,42.76,-13.03,-9.04,-18.89,-4.77,10.60,8.40,25.87,-18.70,-16.16,-4.29,-12.41,-4.63,3.03,3.63,14.52,9.31,11.26,3.10,-2.54,3.81,-3.46,-0.28,-1.99,-11.83,-2.26,-1.61,14.67,6.65,12.14,9.84,-13.32,3.12,-6.70,-7.96,-2.71,-13.72,1.38,-0.27,11.15,19.14,3.00,4.88,6.96
IncomeAdministrativExpenses_sy,,,,,13.60,33.16,3.12,8.70,39.30,8.48,28.72,22.36,3.28,-4.40,-9.50,-4.83,10.60,8.40,25.87,-18.70,0.46,39.38,12.29,-4.63,3.03,3.63,14.52,9.31,11.26,1.33,-2.54,3.81,6.93,-0.28,-1.99,-9.16,-7.09,4.01,10.44,6.65,7.70,2.14,-13.32,3.12,-6.70,-7.96,-2.50,-13.72,1.38,-0.27,9.36,9.10,-2.39,-3.72,6.96
IncomeAdministrativExpenses_qq,,12.71,15.55,38.15,-31.16,18.73,-10.49,41.72,6.97,-6.72,-7.73,55.06,-34.84,-2.44,-17.72,82.05,-24.32,-4.38,-4.46,17.58,-21.95,9.16,-12.56,28.02,-15.68,9.79,-3.37,22.19,-14.17,1.74,-8.65,30.14,-20.18,5.08,-10.22,17.07,-11.51,5.78,4.64,8.88,-6.95,3.61,-17.41,29.52,-15.81,2.21,-12.70,14.86,-1.08,0.54,-2.71,23.12,-14.48,2.38,-0.78
IncomeAdministrativExpenses_sq,,7.32,5.48,49.51,-32.56,26.36,-18.30,57.82,-12.39,-1.82,-1.98,47.38,-27.40,-13.60,3.39,82.05,-18.58,-21.55,14.02,17.58,-20.23,9.16,-12.56,24.39,-15.68,9.79,2.58,22.19,-14.17,-2.79,6.93,30.14,-20.18,-17.57,15.46,17.07,-17.54,12.90,4.64,3.23,-7.76,7.08,-8.93,29.36,-16.38,2.21,-0.39,8.09,-2.47,-2.75,-2.71,23.12,-14.48,2.38,-0.78
IncomeGrossProfit,783503000,1101747000,1120514000,673032000,377780000,1140927000,1222754000,441832000,499856000,1383983000,864283000,105596000,557494000,1558545000,534989000,-1903323000,-286706000,606197000,457387000,295429000,430311000,1079025000,770182000,941146000,1289995000,932107000,703881000,520726000,962352000,358871000,1273067000,17710000,319000000,-176000000,591000000,-324000000,37000000,151000000,971000000,-769000000,1160000000,2508000000,1173000000,180000000,276000000,1758000000,1357000000,2388000000,2022000000,1522000000,2171000000,2019000000,1292000000,2005000000,2242000000
IncomeGrossProfit_yy,,,,,-51.78,3.56,9.12,-34.35,32.31,21.30,-29.32,-76.10,11.53,12.61,-38.10,-1902.46,-151.43,-61.10,-14.51,115.52,250.09,78.00,68.39,218.57,199.78,-13.62,-8.61,-44.67,-25.40,-61.50,80.86,-96.60,-66.85,-149.04,-53.58,-1929.47,-88.40,185.80,64.30,-137.35,3035.14,1560.93,20.80,123.41,-76.21,-29.90,15.69,1226.67,632.61,-13.42,59.99,-15.45,-36.10,31.73,3.27
IncomeGrossProfit_sy,,,,,-20.66,53.50,16.58,-30.87,-0.38,6.40,-20.20,10.72,-0.14,12.61,-59.89,-176.44,-142.10,-79.76,-13.51,78.32,163.02,76.58,65.32,16.82,114.66,-1.38,-13.48,7.26,-5.45,-68.46,52.20,-35.74,-7.43,-84.98,-23.81,-77.08,32.78,69.35,31.45,-176.34,30.19,32.83,-25.76,32.26,-39.10,-18.66,18.63,337.25,200.90,-12.78,34.37,-15.45,-21.08,39.28,3.27
IncomeGrossProfit_qq,,40.62,1.70,-39.94,-43.87,202.01,7.17,-63.87,13.13,176.88,-37.55,-87.78,427.95,179.56,-65.67,-455.77,84.94,311.44,-24.55,-35.41,45.66,150.75,-28.62,22.20,37.07,-27.74,-24.48,-26.02,84.81,-62.71,254.74,-98.61,1701.24,-155.17,435.80,-154.82,111.42,308.11,543.05,-179.20,250.85,116.21,-53.23,-84.65,53.33,536.96,-22.81,75.98,-15.33,-24.73,42.64,-7.00,-36.01,55.19,11.82
IncomeGrossProfit_sq,,5.66,6.96,-21.93,-2.27,78.52,6.54,-54.09,7.72,18.79,6.94,-6.35,-9.94,35.50,-61.54,-318.27,42.74,71.74,-4.06,29.40,30.50,30.76,34.75,4.46,30.10,-26.34,-13.18,50.18,22.27,-51.54,165.03,-52.95,-2.47,-56.04,75.02,-58.34,38.83,16.69,1.74,-154.08,117.49,1.80,-38.13,-218.62,113.56,28.80,-13.66,82.19,0.10,-35.80,10.28,5.61,-22.84,61.70,11.82
IncomeOtherOperatingIncome,78671000,1986530000,90851000,174239000,132740000,114464000,127242000,240345000,129338000,80372000,90558000,169735000,115054000,190567000,144709000,297600000,125228000,209898000,90412000,832796000,101936000,188568000,143459000,337358000,164677000,199193000,211505000,431280000,132374000,117406000,256088000,220132000,73000000,173000000,103000000,222000000,319000000,150000000,109000000,245000000,112000000,189000000,160000000,212000000,283000000,817000000,512000000,848000000,318000000,667000000,208000000,298000000,384000000,563000000,138000000
IncomeOtherOperatingIncome_yy,,,,,68.73,-94.24,40.06,37.94,-2.56,-29.78,-28.83,-29.38,-11.04,137.11,59.80,75.33,8.84,10.14,-37.52,179.84,-18.60,-10.16,58.67,-59.49,61.55,5.63,47.43,27.84,-19.62,-41.06,21.08,-48.96,-44.85,47.35,-59.78,0.85,336.99,-13.29,5.83,10.36,-64.89,26.00,46.79,-13.47,152.68,332.28,220.00,300.00,12.37,-18.36,-59.38,-64.86,20.75,-15.59,-33.65
IncomeOtherOperatingIncome_sy,,,,,68.73,-53.25,-11.96,37.94,-2.56,-29.78,-43.18,152.60,-24.27,49.92,28.24,-89.10,44.32,264.33,9.56,680.37,-35.85,-37.56,62.38,-50.68,97.97,83.63,-43.14,58.91,-37.13,-51.62,9.03,-49.86,-69.13,312.79,-10.70,-65.44,176.04,-30.38,-36.07,69.20,-49.26,-26.33,4.78,12.82,-36.60,312.73,209.78,308.67,2.40,40.00,-80.06,-64.86,-37.56,-26.34,-33.65
IncomeOtherOperatingIncome_qq,,2425.11,-95.43,91.79,-23.82,-13.77,11.16,88.89,-46.19,-37.86,12.67,87.43,-32.22,65.63,-24.06,105.65,-57.92,67.61,-56.93,821.11,-87.76,84.99,-23.92,135.16,-51.19,20.96,6.18,103.91,-69.31,-11.31,118.12,-14.04,-66.84,136.99,-40.46,115.53,43.69,-52.98,-27.33,124.77,-54.29,68.75,-15.34,32.50,33.49,188.69,-37.33,65.62,-62.50,109.75,-68.82,43.27,28.86,46.61,-75.49
IncomeOtherOperatingIncome_sq,,292.31,-53.39,39.03,-3.14,-36.72,11.16,45.90,44.26,-51.50,-22.28,246.93,-46.96,27.66,-31.84,-16.10,373.97,17.29,-70.80,638.05,-86.12,-3.15,-9.66,114.67,171.45,-32.39,-72.36,107.87,67.28,-41.29,43.48,741.22,-80.48,135.95,20.02,-34.73,79.20,-58.86,-27.30,228.89,5.48,-81.46,35.58,401.99,-53.08,80.66,-16.24,354.43,-71.88,66.40,-78.92,167.12,28.86,43.20,-75.49
IncomeOtherOperatingCosts,64221000,502595000,120588000,403459000,94414000,74959000,203646000,848458000,254432000,172638000,121019000,171750000,107475000,102789000,167442000,2721251000,159009000,155188000,124829000,794539000,68064000,144490000,125034000,531748000,115864000,121733000,137114000,2012181000,155966000,100865000,80663000,976506000,68000000,141000000,113000000,392000000,102000000,5118000000,79000000,625000000,62000000,534000000,177000000,581000000,81000000,84000000,95000000,447000000,64000000,69000000,105000000,330000000,262000000,194000000,89000000
IncomeOtherOperatingCosts_yy,,,,,47.01,-85.09,68.88,110.30,169.49,130.31,-40.57,-79.76,-57.76,-40.46,38.36,1484.43,47.95,50.98,-25.45,-70.80,-57.19,-6.89,0.16,-33.07,70.23,-15.75,9.66,278.41,34.61,-17.14,-41.17,-51.47,-56.40,39.79,40.09,-59.86,50.00,3529.79,-30.09,59.44,-39.22,-89.57,124.05,-7.04,30.65,-84.27,-46.33,-23.06,-20.99,-17.86,10.53,-26.17,309.38,181.16,-15.24
IncomeOtherOperatingCosts_sy,,,,,17.61,-59.69,46.58,27.15,15.00,30.52,-22.11,21.02,-22.34,134.55,7.21,17.69,9.06,27.20,113.07,-70.80,78.39,-2.70,-5.26,-4.14,4.92,0.72,-16.11,223.28,34.26,10.60,29.23,-16.05,-16.08,-42.52,-29.34,-31.92,19.33,374.24,15.98,37.20,-18.74,-66.32,22.08,-18.64,-20.70,-19.84,-46.64,2.45,-18.06,-45.91,2.57,-34.90,6.43,4.90,-15.24
IncomeOtherOperatingCosts_qq,,682.60,-76.01,234.58,-76.60,-20.61,171.68,316.63,-70.01,-32.15,-29.90,41.92,-37.42,-4.36,62.90,1525.19,-94.16,-2.40,-19.56,536.50,-91.43,112.29,-13.47,325.28,-78.21,5.07,12.64,1367.52,-92.25,-35.33,-20.03,1110.60,-93.04,107.35,-19.86,246.90,-73.98,4917.65,-98.46,691.14,-90.08,761.29,-66.85,228.25,-86.06,3.70,13.10,370.53,-85.68,7.81,52.17,214.29,-20.61,-25.95,-54.12
IncomeOtherOperatingCosts_sq,,45.90,-48.04,120.16,-25.04,-37.28,95.44,-17.03,-61.33,-32.15,16.28,283.44,-53.15,75.23,-52.20,162.33,-78.91,104.38,-16.41,7.99,-14.73,49.76,-8.40,111.53,-29.98,24.49,-23.44,193.00,-18.49,0.53,-16.01,48.39,-42.62,-13.46,30.74,123.10,-38.15,36.46,-35.13,117.23,-53.34,-11.88,11.74,-2.87,-59.11,75.43,-32.63,341.54,-83.10,13.50,-9.77,211.58,-43.55,4.37,-54.12
IncomeEBIT,797953000,2585682000,1090777000,443812000,416106000,1180432000,1146350000,-166281000,374762000,1291717000,833822000,103581000,565073000,1646323000,512256000,-4326974000,-320487000,660907000,422970000,333686000,464183000,1123103000,788607000,746756000,1338808000,1009567000,778272000,-1060175000,938760000,375412000,1448492000,-738664000,324000000,-144000000,581000000,-494000000,254000000,-4817000000,1001000000,-1149000000,1210000000,2163000000,1156000000,-189000000,478000000,2491000000,1774000000,2789000000,2276000000,2120000000,2274000000,1987000000,1414000000,2374000000,2291000000
IncomeEBIT_yy,,,,,-47.85,-54.35,5.09,-137.47,-9.94,9.43,-27.26,162.29,50.78,27.45,-38.57,-4277.38,-156.72,-59.86,-17.43,107.71,244.84,69.93,86.45,123.79,188.42,-10.11,-1.31,-241.97,-29.88,-62.81,86.12,30.33,-65.49,-138.36,-59.89,33.12,-21.60,-3245.14,72.29,-132.59,376.38,144.90,15.48,83.55,-60.50,15.16,53.46,1575.66,376.15,-14.89,28.18,-28.76,-37.87,11.98,0.75
IncomeEBIT_sy,,,,,-35.73,101.68,15.61,-27.57,-29.46,2.57,0.78,51.40,3.07,-10.06,-64.60,-480.59,-152.49,-112.10,3.60,108.73,148.89,77.48,80.17,13.60,112.26,29.12,-18.08,-59.19,-25.41,-80.99,87.26,42.06,-43.46,44.06,-1.05,-35.61,22.74,-2.23,-1.76,-166.34,33.88,99.94,-22.23,51.47,-32.10,-47.73,1.56,221.40,80.57,25.02,17.20,-1.64,-22.32,26.17,0.75
IncomeEBIT_qq,,224.04,-57.81,-59.31,-6.24,183.69,-2.89,-114.51,325.38,244.68,-35.45,-87.58,445.54,191.35,-68.88,-944.69,92.59,306.22,-36.00,-21.11,39.11,141.95,-29.78,-5.31,79.28,-24.59,-22.91,-236.22,188.55,-60.01,285.84,-151.00,143.86,-144.44,503.47,-185.03,151.42,-1996.46,120.78,-214.79,205.31,78.76,-46.56,-116.35,352.91,421.13,-28.78,57.22,-18.39,-6.85,7.26,-12.62,-28.84,67.89,-3.50
IncomeEBIT_sq,,-32.96,79.10,-34.51,54.79,59.99,-5.86,-37.01,34.45,19.54,2.21,-31.83,-30.62,39.84,-61.93,-356.00,67.92,45.17,-9.68,34.28,11.76,-3.10,27.52,-6.80,73.98,-34.34,-28.27,51.14,111.68,-79.59,134.89,-32.08,-35.90,-63.75,71.80,-58.85,144.08,-45.62,84.46,-228.89,121.94,21.74,-38.47,-188.97,127.54,15.02,-15.42,56.53,49.70,-33.12,6.11,-9.15,11.82,67.89,-3.50
IncomeFinanceIncome,46179000,322581000,130768000,169500000,146982000,77779000,198284000,179832000,47747000,253605000,242797000,645899000,441910000,588950000,-241715000,-86345000,293099000,169017000,552225000,79934000,518365000,-210007000,73218000,65178000,247419000,159060000,-39465000,2413131000,826980000,-44979000,513854000,209145000,117000000,105000000,60000000,178000000,48000000,34000000,132000000,140000000,89000000,70000000,101000000,130000000,45000000,54000000,26000000,123000000,679000000,201000000,147000000,733000000,503000000,422000000,244000000
IncomeFinanceIncome_yy,,,,,218.29,-75.89,51.63,6.10,-67.52,226.06,22.45,259.17,825.52,132.23,-199.55,-113.37,-33.67,-71.30,328.46,192.58,76.86,-224.25,-86.74,-18.46,-52.27,175.74,-153.90,3602.37,234.24,-128.28,1402.05,-91.33,-85.85,333.44,-88.32,-14.89,-58.97,-67.62,120.00,-21.35,85.42,105.88,-23.48,-7.14,-49.44,-22.86,-74.26,-5.38,1408.89,272.22,465.38,495.93,-25.92,109.95,65.99
IncomeFinanceIncome_sy,,,,,145.21,-26.10,27.24,5.72,-3.40,131.23,154.00,259.17,825.52,132.23,-369.66,-113.37,-61.98,-67.15,178.70,142.45,21.16,-87.90,-54.72,-48.32,369.14,170.88,-254.10,-83.24,40.60,-194.99,188.25,580.99,-58.34,133.29,-116.08,-12.31,-51.42,-50.90,124.87,-68.58,-27.45,-16.08,-65.34,582.43,-2.41,96.88,214.33,-5.38,15.37,97.42,15.44,161.34,-10.47,1.51,65.99
IncomeFinanceIncome_qq,,598.54,-59.46,29.62,-13.28,-47.08,154.93,-9.31,-73.45,431.14,-4.26,166.02,-31.58,33.27,-141.04,64.28,439.45,-42.33,226.73,-85.53,548.49,-140.51,134.86,-10.98,279.61,-35.71,-124.81,6214.61,-65.73,-105.44,1242.43,-59.30,-44.06,-10.26,-42.86,196.67,-73.03,-29.17,288.24,6.06,-36.43,-21.35,44.29,28.71,-65.38,20.00,-51.85,373.08,452.03,-70.40,-26.87,398.64,-31.38,-16.10,-42.18
IncomeFinanceIncome_sq,,49.25,7.44,9.75,-3.12,-0.24,54.33,-9.31,90.40,50.80,-4.26,177.64,1.25,-11.20,-141.04,32.21,102.73,3.74,-7.40,22.54,-30.50,-35.52,115.57,-11.98,874.79,-57.88,-143.14,79.49,437.58,-131.98,350.86,-41.13,-29.67,-13.20,-44.40,146.96,-68.76,-42.71,89.01,-37.30,109.20,-24.10,0.91,333.19,-65.38,20.00,19.89,-40.94,318.81,-14.40,-32.00,-0.35,24.93,-16.10,-42.18
IncomeFinanceCosts,74051000,184073000,70048000,152023000,168245000,158501000,95338000,248754000,260461000,106220000,541726000,141839000,285892000,179958000,227213000,1588351000,1296497000,-411897000,-49669000,188143000,230538000,881374000,-511406000,150742000,275173000,172502000,1027831000,767669000,233435000,232017000,295847000,142701000,338000000,230000000,-145000000,187000000,148000000,947000000,389000000,405000000,265000000,282000000,202000000,283000000,89000000,509000000,-127000000,422000000,416000000,198000000,361000000,725000000,671000000,564000000,-13000000
IncomeFinanceCosts_yy,,,,,127.20,-13.89,36.10,63.63,54.81,-32.98,468.22,-42.98,9.76,69.42,-58.06,1019.83,353.49,-328.89,-121.86,-88.15,-82.22,313.98,-929.63,-19.88,19.36,-80.43,300.98,409.26,-15.17,34.50,-71.22,-81.41,44.79,-0.87,-149.01,31.04,-56.21,311.74,368.28,116.58,79.05,-70.22,-48.07,-30.12,-66.42,80.50,-162.87,49.12,367.42,-61.10,384.25,71.80,61.30,184.85,-103.60
IncomeFinanceCosts_sy,,,,,52.98,-16.88,-54.16,14.48,-41.35,-46.74,104.21,-42.98,32.30,-68.60,164.20,1019.83,406.21,-160.13,-66.71,-47.86,-81.22,214.97,-513.56,-31.23,-32.02,-69.08,270.77,380.16,74.44,47.64,-69.76,-55.26,111.26,-0.50,-95.41,18.59,-40.24,-12.07,266.80,79.55,53.61,-58.52,-10.83,79.33,-70.54,45.16,-91.22,-25.40,14.59,-35.34,36.96,-25.40,43.69,111.78,-103.60
IncomeFinanceCosts_qq,,148.58,-61.95,117.03,10.67,-5.79,-39.85,160.92,4.71,-59.22,410.00,-73.82,101.56,-37.05,26.26,599.06,-18.37,-131.77,87.94,478.79,22.53,282.31,-158.02,129.48,82.55,-37.31,495.84,-25.31,-69.59,-0.61,27.51,-51.77,136.86,-31.95,-163.04,228.97,-20.86,539.86,-58.92,4.11,-34.57,6.42,-28.37,40.10,-68.55,471.91,-124.95,432.28,-1.42,-52.40,82.32,100.83,-7.45,-15.95,-102.30
IncomeFinanceCosts_sq,,137.56,-52.06,66.94,10.60,1.44,-104.12,160.92,-30.12,16.80,49.55,-41.56,268.17,-43.59,30.30,375.84,90.18,-103.12,94.32,333.65,-20.47,129.89,-133.35,151.57,-2.87,7.73,191.59,29.98,-70.33,24.25,5.08,62.16,47.38,-23.91,-72.71,1381.15,-8.90,-3.10,15.02,8.92,13.52,-58.54,261.08,-3.66,-78.42,72.80,-42.21,258.92,-51.97,-1.74,4.08,100.83,-31.85,63.95,-102.30
IncomeOtherIncome,50690000,89769000,69730000,21975000,48032000,51153000,67566000,53950000,53202000,70430000,75862000,67887000,69432000,82338000,80979000,33784000,52584000,92932000,83259000,43600000,39314000,85830000,90268000,36600000,64237000,122901000,838000,323000,-504000,-37000,763000,-1222000,,,,,,,,,,,,,,,,,,,,,-1000000,0,0
IncomeOtherIncome_yy,,,,,-5.24,-43.02,-3.10,145.51,10.76,37.68,12.28,25.83,30.51,16.91,6.75,-50.23,-24.27,12.87,2.82,29.06,-25.24,-7.64,8.42,-16.06,63.39,43.19,-99.07,-99.12,-100.78,-100.03,-8.95,-478.33,100.00,100.00,-100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,-53.75,-71.37,-50.82,72.85,53.34,-82.35,12.28,-13.64,30.51,16.91,-46.63,-15.55,-24.27,46.92,2.82,-69.94,9.95,-367.87,8.42,58.82,-106.34,63.84,-173.86,-100.00,-100.00,-62.90,-8.95,-189.17,-119.08,92.47,-100.00,-15471.30,,,,,,,,,,,,,,,,,,,
