,2004/Q4,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q3,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDiscontinuedProfit,-105000,-112000,-83000,-95000,-156000,-68000,-70000,-72000,-10106000,-118000,-112000,233000,-1103000,-122000,-149000,-163000,5525000,-140000,-160000,-188000,-178000,-187000,,,,,,,,,,,,,,50339000,51606000,13087000,51606000,-14681000,68596000,24488000,125108000,75514000,125108000,3968000,31727000,26186000
IncomeNetProfit,-33173000,-15237000,38504000,41189000,-38485000,17075000,197785000,103055000,99642000,135991000,244732000,120117000,34675000,87300000,163291000,105073000,17774000,19202000,98244000,73574000,2512000,174685000,94595000,64629000,114135000,161073000,65952000,15809000,27458000,137935000,25971000,29627000,64679000,92215000,-1628000,50339000,51606000,13087000,51606000,-14681000,68596000,24488000,125108000,75514000,125108000,3968000,31727000,26186000
IncomeShareholderNetProfit,-33009000,-14989000,38576000,41241000,-38508000,17108000,197827000,102930000,99489000,136556000,244664000,119926000,34336000,87415000,163232000,105169000,17605000,19367000,98125000,72771000,2328000,175008000,95006000,64553000,116344000,161289000,66246000,15299000,29299000,138000000,27092000,28441000,66229000,92581000,-913000,,,,,,,,,,,,,
BalanceNoncurrentAssets,707405000,682086000,681563000,682086000,660261000,651284000,659074000,776877000,785393000,776877000,784090000,804861000,934553000,1233000000,1264567000,1294694000,1276424000,1500425000,1529624000,1592687000,1690874000,1756321000,1814911000,1903518000,1931808000,1981696000,2016420000,2036059000,2055044000,2064082000,2145316000,2175229000,2204353000,2227137000,2208298000,2203328000,2266780000,2323856000,2322047000,2309410000,2350489000,2546312000,2568900000,2616251000,17631000,12858000,11184000,12858000
BalanceIntangibleAssets,9307000,8870000,8459000,9873000,10530000,9873000,11560000,11938000,13741000,38328000,38461000,39426000,35487000,53145000,52730000,52040000,51600000,51240000,50799000,50560000,50267000,45589000,45188000,46692000,44346000,44143000,47353000,46666000,49649000,53500000,53060000,53000000,53684000,53429000,52722000,51284000,54038000,55337000,54075000,53038000,664260000,638060000,640220000,638060000,621477000,613822000,620413000,648681000
BalanceProperty,662433000,648681000,710862000,726991000,904458000,1146589000,1181076000,1209117000,1218529000,1423039000,1452412000,1517222000,1608605000,1662102000,1721158000,1798039000,1837358000,1890886000,1926027000,1950896000,1973150000,1986303000,2068724000,2098587000,2124321000,2142542000,2124043000,2118809000,2181840000,2219945000,2204138000,2228635000,2266439000,2367723000,2392737000,2447818000,,3300000,3300000,3300000,3300000,3300000,3300000,78796000,75496000,78796000,6000,16000
BalanceNoncurrentReceivables,,29682000,26098000,25919000,1518000,358000,35000,45000,42000,36000,55000,37000,44000,42000,50000,55000,662000,143000,774000,775000,782000,1409000,2066000,2086000,2047000,21192000,35720000,845000,901000,93687000,92783000,78735000,18361000,16928000,16928000,16928000,16284000,15908000,16628000,16626000,16923000,16626000,16828000,16829000,16338000,18295000,18914000,20055000
BalanceNoncurrInvestments,20636000,23617000,24343000,23380000,30362000,42706000,42566000,54630000,43392000,44717000,44365000,38104000,36178000,32750000,26811000,27348000,26898000,28070000,27233000,27341000,27263000,26989000,27119000,25823000,26226000,26520000,26255000,28375000,7153000,10940000,9931000,10940000,9893000,9384000,10274000,22901000,20011000,22901000,44840000,49097000,106000,18000,177000,254000,266000,104000,265000,237000
BalanceOtherNoncurrentAssets,333000,252000,747000,462000,790000,312000,708000,743000,1654000,1853000,2703000,1616000,1896000,2092000,1946000,2301000,2348000,2823000,2885000,3045000,3050000,8285000,613764000,960165000,953527000,960165000,959534000,999803000,1006435000,1112858000,1182457000,1112858000,1290673000,1346223000,1258206000,821896000,708416000,755285000,1006573000,998495000,1054734000,1235705000,1356748000,1461331000,1439478000,1474143000,1342761000,1460652000
BalanceCurrentAssets,1392510000,1491883000,1380367000,1356418000,1548941000,1504225000,1539602000,1629209000,1867009000,1657454000,1578182000,1678581000,1824883000,1609235000,1658550000,1712133000,1745051000,1667503000,122163000,170639000,147998000,170639000,159089000,174492000,152521000,172579000,198040000,172579000,212836000,178938000,234702000,292958000,240562000,267375000,282145000,366144000,373376000,367403000,366759000,352250000,330342000,402001000,337253000,373111000,358804000,334574000,348548000,391841000
BalanceInventory,325172000,396825000,308445000,350968000,327464000,343621000,299878000,324818000,339857000,376705000,335839000,384950000,406318000,404709000,301497000,338253000,286022000,338253000,330523000,369549000,362972000,413401000,355289000,413401000,370754000,426487000,682626000,429808000,317047000,396822000,474136000,538772000,495516000,522551000,597806000,597690000,615767000,598951000,561912000,569611000,551406000,680429000,649892000,564039000,549825000,490057000,442833000,440137000
BalanceCurrentReceivables,448025000,504183000,430254000,437494000,590488000,577499000,587385000,468200000,564088000,563733000,,299825000,301041000,299825000,176952000,201380000,115223000,20853000,4945000,20853000,312493000,148886000,58965000,35000,3304000,1225000,1839000,31000,419000,465000,6689000,0,1827000,286000,31000,3503000,9730000,13883000,3278000,105037000,118956000,379820000,455753000,490750000,455167000,550123000,557920000,383738000
BalanceCurrentInvestments,262976000,295705000,236547000,2567000,2011000,147888000,104319000,178010000,104319000,249792000,194977000,334779000,460040000,575363000,460040000,350227000,548569000,281913000,99095000,147503000,89863000,248453000,93548000,185423000,345286000,385494000,511391000,491542000,473191000,443310000,517899000,478797000,467150000,368044000,397260000,568907000,498387000,408504000,260940000,423578000,281459000,218162000,250343000,347881000,315253000,362551000,527169000,580336000
BalanceCash,572342000,42216000,47129000,40456000,47129000,43178000,59405000,40940000,45985000,48820000,45985000,44363000,43343000,,,,,,,,,,,,,,,,,,,,,,121411000,177192000,73024000,79765000,108006000,162919000,76802000,77070000,95267000,191742000,124708000,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,0,,6000,4000,4000,30000,4000,4000,0,174000,174000,282000,282000,174000,174000,,,15000,3000,,,171000,1000,1321169000,1642251000,1635090000,1642251000,1619795000,1651087000,1665509000,1889735000,1967850000,1889735000,2074763000,2151084000
BalanceAssetsForSale,2192759000,2054896000,1972983000,2049985000,2283001000,2498924000,2584388000,2828396000,3047626000,3217652000,3254389000,3377661000,3274743000,3442522000,3409212000,3528224000,3435585000,3420674000,3694257000,3679454000,3743970000,3856346000,4075310000,3860782000,3844962000,4002437000,4146930000,3918645000,4009210000,4258445000,4313952000,4283754000,796732000,1160644000,1173731000,1160644000,1162473000,1231062000,1255479000,1464684000,1540198000,1464684000,1588196000,1618263000,1765256000,1653155000,1614344000,1612640000
BalanceTotalAssets,1810467000,1913397000,2023808000,2090403000,2335104000,2444948000,2478691000,2387263000,2550596000,2656072000,2673529000,2495792000,2594269000,2662002000,2889118000,2853238000,2917791000,3033244000,3194533000,3060050000,3075966000,3100740000,3238740000,3099966000,3129747000,3192817000,3282171000,3196664000,136000000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000
BalanceCapital,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,191150000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,,,,,,,,454434000,856415000,856415000,856415000,934398000,934391000,934320000,1018227000,1018227000,1018227000,1250144000,1250145000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237687000,238527000,237934000,238772000
BalanceOwnShares,238873000,239180000,239032000,240627000,240979000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,237650000,,,,,,,,,,,,,,,,,1398000,1462000,1388000,1346000,13800000,3031000,2466000,14612000,14699000,15038000,15122000,15198000
BalanceReserve,15094000,15237000,15242000,15423000,15136000,14407000,8997000,9073000,6869000,6523000,6224000,6117000,2381000,2316000,1179000,1025000,817000,451000,-259000,236312000,193858000,189811000,193858000,144199000,132722000,118418000,121170000,87278000,121170000,93216000,91806000,99875000,114100000,105035000,109284000,117084000,131703000,139462000,132638000,181236000,191729000,196541000,210220000,242819000,237364000,230361000,233751000,189254000
BalanceNonshareCapital,217254000,227430000,232647000,233055000,236011000,238933000,240054000,245818000,244821000,243762000,252824000,251687000,266110000,258984000,291596000,161556000,122558000,111500000,122558000,84881000,73144000,60552000,41379000,29000,41379000,425000,401000,0,1831000,761000,37000,37000,37000,1098000,1546000,2797000,2319000,2580000,2851000,2977000,2987000,2956000,3080000,26000,26000,48000,3421000,3455000
BalanceNoncurrentLiabilities,3474000,3499000,2406000,2112000,2127000,2106000,2255000,2255000,2601000,,,,,,,,,,,,,341000,,,797000,780000,844000,1089000,1758000,1549000,2662000,20203000,32274000,34007000,45001000,54728000,51226000,45777000,46192000,4362000,4313000,4363000,4233000,3875000,3167000,2668000,2402000,3091000
BalanceNoncurrentTradeLiabilities,3671000,3236000,3041000,2771000,2241000,1967000,2352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,74756000,71300000,78311000,71300000,59318000,59578000,57866000,79791000,87249000,79791000,92791000,91405000,99534000,111472000,103494000,108403000,115958000,129908000,137913000,129976000,159935000,157909000,159737000,162900000,185511000,183287000,181607000,184572000,181936000,209861000,223041000,228388000,229132000,229423000,232810000,234178000,239228000,238744000,238414000,247656000,246810000
BalanceNoncurrentLeasing,261614000,254762000,286643000,288125000,287749000,271548000,287749000,313123000,287303000,291612000,303881000,340374000,303881000,393351000,441015000,327628000,286243000,252142000,326672000,354104000,440024000,418087000,602889000,516674000,566276000,564119000,765056000,466130000,533992000,490085000,783439000,636639000,526282000,563302000,584572000,584051000,580222000,635321000,554454000,517061000,654495000,662112000,564676000,626751000,798701000,772346000,795753000,263163000
BalanceNoncurrentOtherLiabilities,255235000,241211000,247705000,290290000,261511000,263659000,247954000,305644000,247954000,369084000,405336000,245654000,259264000,228936000,297478000,310500000,385440000,346970000,508198000,405978000,499283000,498770000,720362000,418328000,485619000,455310000,744964000,558252000,471991000,530898000,520906000,521398000,518479000,520396000,422437000,404959000,552830000,530062000,452079000,528072000,719027000,601193000,664886000,,,,,
BalanceCurrentLiabilities,,,,,,,,225000,,,1942000,723000,984000,1005000,2086000,1229000,1747000,3782000,7468000,5383000,7347000,6555000,9013000,12719000,8887000,49982000,5776000,8002000,8523000,20347000,30254000,31823000,49330000,51214000,39713000,52335000,51932000,50658000,48461000,81065000,75040000,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21310000,18755000,25356000,18755000,13514000,15943000,22383000
BalanceCurrentObligations,17812000,26037000,17812000,14084000,15088000,80127000,22525000,21127000,26619000,41007000,50905000,68183000,91202000,105044000,56982000,57413000,34804000,38704000,36808000,19513000,25288000,25862000,21877000,20719000,21311000,21972000,27634000,38539000,54039000,39668000,53435000,34154000,27951000,26148000,27368000,27407000,30960000,3652000,13759000,4981000,21289000,9319000,9849000,5570000,38115000,8693000,38115000,10183000
BalanceCurrentLeasing,20591000,1622000,2512000,1356000,1592000,1592000,1593000,1705000,1742000,1870000,2543000,2553000,2543000,2543000,2552000,2543000,4300000,2543000,26638000,3683000,33832000,20334000,3855000,44563000,28648000,21220000,8517000,45561000,32714000,21873000,3845000,62681000,24867000,1321169000,1642251000,1635090000,1642251000,1619795000,1651087000,1665509000,1889735000,1967850000,1889735000,2074763000,2151084000,2192759000,0,0
BalanceCurrentOtherLiabilities,0,2054896000,1972983000,2049984000,2283001000,2498924000,2584388000,2828396000,3047626000,3217652000,3254389000,3377661000,3274743000,3442522000,3409212000,3528224000,3435585000,3420674000,0,3694257000,3679454000,3743970000,3856346000,4075310000,3860782000,3844962000,4002437000,4146930000,3918645000,4009210000,4258445000,4313952000,4283754000,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,117207000,50008000,103203000,50008000,-17351000,37717000,86038000,117210000,149366000,117210000,186426000,69263000,-79938000,45920000,-24606000,22377000,-38154000,101533000,11209000,202572000,183558000,148433000,239894000,197643000,234384000,80565000,61837000,177095000,141772000,106115000,70068000,33948000,101389000,131022000,303151000,64062000,231434000,90343000,234793000,40373000,113616000,151707000,-47472000,132376000,131461000,302941000,-131846000,205282000
CashflowAmortization,28730000,29208000,28363000,29208000,20352000,24741000,25646000,18655000,20434000,18655000,8790000,14853000,15780000,17098000,17840000,19645000,13732000,19585000,20920000,26547000,18913000,27829000,30335000,31057000,25263000,29761000,29849000,34038000,31478000,36283000,36558000,37666000,38681000,39488000,38533000,41256000,42168000,43244000,45897000,46660000,46470000,47728000,48002000,47959000,48710000,51560000,51442000,52746000
CashflowInvestingCashflow,384000,-83699000,-18252000,-83699000,161557000,-40132000,65266000,-22459000,-21095000,-22459000,-368908000,138798000,-183364000,-188311000,167727000,23020000,-46211000,-48982000,-67174000,-24465000,-232081000,-56940000,-80477000,-134986000,-120264000,-93740000,-92269000,-33733000,-93146000,-112167000,-109209000,26005000,-56470000,-165029000,-95368000,-68741000,-333357000,-142448000,-73851000,1176000,-176876000,-105951000,135500000,93000,-82527000,-128768000,154542000,-128670000
CashflowCapex,15897000,22951000,19870000,22951000,28267000,16711000,18935000,22935000,21958000,22935000,63175000,25303000,40137000,155710000,95677000,45150000,46522000,49145000,69833000,24465000,232257000,46236000,83296000,107896000,69121000,71573000,119564000,87831000,64814000,93516000,67105000,61222000,49820000,65181000,55522000,56521000,77215000,70662000,42199000,36780000,87431000,102938000,48260000,119641000,51704000,184227000,79525000,128707000
CashflowFinancingCashflow,-42603000,-21351000,-11260000,-21351000,-17382000,-52399000,-11503000,-10591000,-12534000,-10591000,-132428000,-84000,-77000,-497000,-354000,-156126000,591000,-1385000,-373000,-19634000,-105698000,-1495000,-890000,-21382000,10394000,-4273000,11666000,-172750000,-2829000,-2948000,-4320000,-200337000,-45831000,559000,971000,-135461000,10343000,7886000,3425000,-185547000,409000,-13948000,11685000,-165852000,-2341000,-3314000,31386000,-93526000
CashflowShareCapitalCash,,0,0,,,,,0,0,,,,,,,,,,,,,,,0,,,,1000,,,0,,,,,,,,,,,,,,,,,25379000
CashflowDividend,0,0,,,38230000,0,0,0,,82195000,0,0,76000,0,155787000,139000,13000,1000,19115000,28000,218000,0,69961000,23000,81000,0,179681000,32000,31000,0,198414000,12000,0,,134387000,0,0,19000,200707000,0,0,164023000,0,0,,85253000,74988000,-55042000
CashflowNetCashflow,73691000,-55042000,126824000,-54814000,139801000,84160000,115737000,84160000,-314910000,207977000,-263379000,-142888000,142767000,-110729000,-83774000,51166000,-56338000,158473000,-154221000,89998000,158527000,41275000,124514000,-17448000,-18766000,-29388000,45797000,-9000000,-43461000,-140384000,-912000,-33448000,208754000,-140140000,-91580000,-44219000,164367000,-143998000,-62851000,31808000,99713000,-33383000,46593000,170859000,54082000,-16914000,,
