,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sq,,23.46,-28.59,,,,-40.30,7.98,3.62,34.45,5.21,23.20,-29.17,8.59,-7.65,-21.96,-2.84,5.82,-30.64,-1.15,-4.42,7.34,-18.75,1.02,7.53,30.49,-25.30,6.14,-5.02,44.20,-11.86,-10.60,1.22,15.94,-1.34,-14.46,-2.04,22.46,1.72,-9.45
IncomeAdministrativExpenses,192433000,330249000,,,,914109000,222716000,105545000,186021000,278732000,183638000,179380000,192856000,264029000,178719000,180568000,168986000,236630000,175000000,191000000,182000000,247000000,183000000,183000000,192000000,273000000,208000000,194000000,181000000,242000000,183000000,216000000,163000000,415000000,176000000,169000000,156000000,292000000,256000000,255000000
IncomeAdministrativExpenses_yy,,,,,-100.00,176.79,,,,-69.51,-17.55,69.96,3.67,-5.27,-2.68,0.66,-12.38,-10.38,-2.08,5.78,7.70,4.38,4.57,-4.19,5.49,10.53,13.66,6.01,-5.73,-11.36,-12.02,11.34,-9.94,71.49,-3.83,-21.76,-4.29,-29.64,45.45,50.89
IncomeAdministrativExpenses_sy,,,,,17.87,-0.08,,,,10.13,6.90,10.83,11.92,0.27,-2.68,0.66,-6.94,18.16,-4.74,3.36,-11.76,-35.96,-6.16,-29.14,-14.76,17.73,-18.78,-4.97,0.07,-11.36,-8.05,-4.01,-7.47,7.40,2.67,-5.60,-1.30,-10.46,7.41,12.16
IncomeAdministrativExpenses_qq,,71.62,-100.00,,,,-75.64,-52.61,76.25,49.84,-34.12,-2.32,7.51,36.90,-32.31,1.03,-6.41,40.03,-26.04,9.14,-4.71,35.71,-25.91,,4.92,42.19,-23.81,-6.73,-6.70,33.70,-24.38,18.03,-24.54,154.60,-57.59,-3.98,-7.69,87.18,-12.33,-0.39
IncomeAdministrativExpenses_sq,,65.85,-25.86,,,,-19.86,30.06,-7.45,20.29,-29.54,10.60,12.95,-7.44,-0.10,-1.96,2.95,23.36,-27.74,1.41,-4.94,-1.54,10.53,,5.52,42.19,-16.27,-6.73,-1.88,10.37,-18.37,5.00,-6.40,31.08,-15.54,-2.52,-1.36,10.90,-16.52,6.14
IncomeGrossProfit,805008000,682072000,2212091000,1863785000,1622679000,-84862000,1957512000,1328440000,1414376000,-809920000,1484829000,1182727000,1274565000,1036884000,1770827000,1369458000,1254256000,2063908000,1383000000,1221000000,1190000000,952000000,940000000,1631000000,932000000,534000000,1402000000,-7764000000,1272000000,1333000000,966000000,-248000000,867000000,927000000,1112000000,691000000,1876000000,-207000000,1289000000,506000000
IncomeGrossProfit_yy,,,,,101.57,-112.44,-11.51,-28.72,-12.84,-854.40,-24.15,-10.97,-9.88,228.02,19.26,15.79,-1.59,99.05,-21.90,-10.84,-5.12,-53.87,-32.03,33.58,-21.68,-43.91,49.15,-576.03,36.48,149.63,-31.10,96.81,-31.84,-30.46,15.11,378.63,116.38,-122.33,15.92,-26.77
IncomeGrossProfit_sy,,,,,-10.49,7.53,-4.92,-11.78,1.52,-2.78,1.61,-11.95,-22.66,19.32,-2.51,78.02,-8.99,-3.80,-28.60,-17.60,0.94,-29.76,-26.96,14.75,5.80,6.53,40.76,4.74,52.52,-13.26,3.08,0.80,-20.66,4.33,-0.66,16.24,-1.35,-2.95,7.95,-87.85
IncomeGrossProfit_qq,,-15.27,224.32,-15.75,-12.94,-105.23,2406.70,-32.14,6.47,-157.26,283.33,-20.35,7.76,-18.65,70.78,-22.67,-8.41,64.55,-32.99,-11.71,-2.54,-20.00,-1.26,73.51,-42.86,-42.70,162.55,-653.78,116.38,4.80,-27.53,-125.67,449.60,6.92,19.96,-37.86,171.49,-111.03,722.71,-60.74
IncomeGrossProfit_sq,,9.72,152.58,-49.66,-11.26,-3.94,90.32,-34.00,6.15,-18.22,84.93,-45.30,-4.91,15.82,74.40,-21.04,-51.22,34.68,35.21,-41.28,-9.24,3.26,41.16,-30.52,-43.64,6.42,77.00,-51.01,21.88,1.16,74.28,-60.12,3.42,7.38,30.91,-37.51,-21.42,-6.00,10.10,-92.38
IncomeOtherOperatingIncome,242837000,397471000,83085000,172594000,140406000,26483000,140019000,229462000,125948000,170974000,50159000,67998000,65188000,440639000,255053000,117187000,221646000,188835000,113000000,254000000,205000000,230000000,98000000,1191000000,82000000,183000000,81000000,251000000,73000000,26000000,204000000,121000000,64000000,782000000,132000000,70000000,57000000,144000000,88000000,119000000
IncomeOtherOperatingIncome_yy,,,,,-42.18,-93.34,68.53,32.95,-10.30,545.60,-64.18,-70.37,-48.24,157.72,408.49,72.34,240.01,-57.15,-55.70,116.75,-7.51,21.80,-13.27,368.90,-60.00,-20.43,-17.35,-78.93,-10.98,-85.79,151.85,-51.79,-12.33,2907.69,-35.29,-42.15,-10.94,-81.59,-33.33,70.00
IncomeOtherOperatingIncome_sy,,,,,9.92,-93.19,41.11,-20.26,-37.54,244.80,49.33,20.26,-23.03,-21.47,36.66,-10.95,51.57,23.02,28.72,20.45,37.60,13.85,-4.28,93.86,25.68,43.16,-31.98,-50.52,-63.15,-77.85,27.30,-51.79,-44.42,64.28,-17.94,96.27,-22.13,4.84,-29.24,-45.08
IncomeOtherOperatingIncome_qq,,63.68,-79.10,107.73,-18.65,-81.14,428.71,63.88,-45.11,35.75,-70.66,35.56,-4.13,575.95,-42.12,-54.05,89.14,-14.80,-40.16,124.78,-19.29,12.20,-57.39,1115.31,-93.12,123.17,-55.74,209.88,-70.92,-64.38,684.62,-40.69,-47.11,1121.88,-83.12,-46.97,-18.57,152.63,-38.89,35.23
IncomeOtherOperatingIncome_sq,,175.05,-80.01,107.73,-18.65,-54.99,33.04,-17.66,-5.46,48.63,-20.07,35.56,-14.57,179.09,32.41,-7.09,2.25,67.58,-19.12,-12.88,5.20,51.45,-32.63,30.19,31.17,-10.54,-62.82,14.31,,-58.52,24.21,-44.97,-34.76,19.14,-38.07,52.88,-51.55,84.22,-14.42,28.76
IncomeOtherOperatingCosts,167289000,263458000,653605000,635471000,575419000,-1172963000,725610000,536738000,666828000,-1521601000,58320000,66638000,110194000,1277543000,66761000,80473000,75138000,2641039000,115000000,88000000,63000000,435000000,60000000,274000000,77000000,84000000,67000000,77000000,33000000,86000000,47000000,44000000,36000000,44000000,43000000,30000000,50000000,132000000,62000000,109000000
IncomeOtherOperatingCosts_yy,,,,,243.97,-545.22,11.02,-15.54,15.89,-29.72,-91.96,-87.58,-83.47,183.96,14.47,20.76,-31.81,106.73,72.26,9.35,-16.15,-83.53,-47.83,211.36,22.22,-80.69,11.67,-71.90,-57.14,2.38,-29.85,-42.86,9.09,-48.84,-8.51,-31.82,38.89,200.00,44.19,263.33
IncomeOtherOperatingCosts_sy,,,,,114.79,80.24,22.02,10.64,-8.40,12.80,-33.87,8.10,-0.32,-12.05,-6.13,10.01,12.44,66.82,53.80,5.55,26.21,22.47,-35.79,-20.50,16.75,-62.83,6.34,-21.51,-24.48,16.17,-6.52,10.52,9.09,-48.84,2.21,-22.47,38.89,-51.38,-12.50,57.43
IncomeOtherOperatingCosts_qq,,57.49,148.09,-2.77,-9.45,-303.85,161.86,-26.03,24.24,-328.18,103.83,14.26,65.36,1059.36,-94.77,20.54,-6.63,3414.92,-95.65,-23.48,-28.41,590.48,-86.21,356.67,-71.90,9.09,-20.24,14.93,-57.14,160.61,-45.35,-6.38,-18.18,22.22,-2.27,-30.23,66.67,164.00,-53.03,75.81
IncomeOtherOperatingCosts_sq,,178.55,0.45,19.18,-19.85,143.64,-40.27,8.43,-42.23,107.09,-66.47,28.17,-14.79,461.56,-64.79,19.44,21.10,171.45,-68.82,3.92,-26.77,283.65,-80.92,10.55,-23.58,157.50,-50.80,-14.98,16.62,133.75,-55.16,35.45,6.51,53.37,-63.30,26.39,32.86,1.91,-53.03,85.79
IncomeEBIT,880556000,816085000,1641571000,1400908000,1187666000,1114584000,1371921000,1021164000,873496000,882655000,1476668000,1184087000,1229559000,199980000,1959119000,1406172000,1400764000,-388296000,1381000000,1387000000,1332000000,747000000,978000000,2548000000,937000000,633000000,1416000000,-7590000000,1312000000,1273000000,1123000000,-171000000,895000000,1665000000,1201000000,731000000,1883000000,-195000000,1315000000,516000000
IncomeEBIT_yy,,,,,34.88,36.58,-16.43,-27.11,-26.45,-20.81,7.64,15.95,40.76,-77.34,32.67,18.76,13.92,-294.17,-29.51,-1.36,-4.91,292.38,-29.18,83.71,-29.65,-15.26,44.79,-397.88,40.02,101.11,-20.69,97.75,-31.78,30.79,6.95,527.49,110.39,-111.71,9.49,-29.41
IncomeEBIT_sy,,,,,-7.89,10.40,-5.68,-18.58,-1.23,8.67,7.34,-6.90,-7.30,13.04,-0.79,66.98,-21.32,-37.62,-28.50,-28.58,7.24,-29.69,-21.99,44.50,8.84,79.27,33.10,-0.62,58.83,-48.46,-3.10,-19.74,-21.60,19.97,-1.56,9.33,-10.46,32.53,7.83,-87.23
IncomeEBIT_qq,,-7.32,101.15,-14.66,-15.22,-6.15,23.09,-25.57,-14.46,1.05,67.30,-19.81,3.84,-83.74,879.66,-28.22,-0.38,-127.72,455.66,0.43,-3.97,-43.92,30.92,160.53,-63.23,-32.44,123.70,-636.02,117.29,-2.97,-11.78,-115.23,623.39,86.03,-27.87,-39.13,157.59,-110.36,774.36,-60.76
IncomeEBIT_sq,,0.31,119.19,-29.87,-16.40,-6.38,70.76,-35.57,1.36,3.05,52.64,-54.34,-10.35,15.03,100.11,-28.12,-59.42,19.15,89.74,-43.83,13.40,7.14,95.74,-35.58,-53.08,113.20,55.34,-45.68,19.34,3.67,96.28,-62.96,-11.33,28.67,120.96,-39.13,-27.77,73.20,8.06,-92.38
IncomeFinanceIncome,-436376000,658974000,-185864000,18547000,-46862000,586444000,3094000,-118598000,94422000,416168000,74523000,51648000,91888000,2086338000,228585000,73238000,212513000,98657000,78000000,102000000,57000000,77000000,80000000,102000000,106000000,97000000,51000000,59000000,24000000,22000000,26000000,23000000,14000000,128000000,114000000,30000000,1000000,46000000,15000000,82000000
IncomeFinanceIncome_yy,,,,,89.26,-11.01,101.66,-739.45,301.49,-29.04,2308.63,143.55,-2.68,401.32,206.73,41.80,131.27,-95.27,-65.88,39.27,-73.18,-21.95,2.56,,85.96,25.97,-36.25,-42.16,-77.36,-77.32,-49.02,-61.02,-41.67,481.82,338.46,30.43,-92.86,-64.06,-86.84,173.33
IncomeFinanceIncome_sy,,,,,96.36,-11.01,40.87,-28.02,-9.48,9.32,29.52,69.78,15.26,19.72,37.48,9.28,81.51,12.54,-20.89,39.27,-59.99,-21.95,-10.23,,-9.53,44.11,-21.70,-51.49,-47.27,-66.08,-41.64,24.69,51.03,-31.58,172.24,11.14,-91.04,105.46,-66.55,173.33
IncomeFinanceIncome_qq,,251.01,-128.21,109.98,-352.67,1351.43,-99.47,-3933.16,179.62,340.75,-82.09,-30.70,77.91,2170.52,-89.04,-67.96,190.17,-53.58,-20.94,30.77,-44.12,35.09,3.90,27.50,3.92,-8.49,-47.42,15.69,-59.32,-8.33,18.18,-11.54,-39.13,814.29,-10.94,-73.68,-96.67,4500.00,-67.39,446.67
IncomeFinanceIncome_sq,,188.88,-61.75,35.07,-16.98,-28.47,2.18,-61.66,44.08,59.14,-17.21,16.82,12.05,-22.49,63.72,-32.68,32.17,-44.27,-16.99,16.97,-44.12,-19.15,3.90,21.57,-16.61,-8.49,-3.40,-55.19,17.20,62.96,,63.76,-28.82,9.82,119.33,-65.89,-28.63,282.75,-61.16,57.87
IncomeFinanceCosts,,836441000,,,,580617000,,,,531188000,83800000,100270000,170658000,103128000,113094000,65811000,76519000,111723000,97000000,134000000,24000000,58000000,75000000,113000000,558000000,122000000,105000000,66000000,73000000,79000000,74000000,130000000,61000000,119000000,177000000,89000000,81000000,214000000,116000000,189000000
IncomeFinanceCosts_yy,,,,,,-30.58,,,,-8.51,,,,-80.59,34.96,-34.37,-55.16,8.33,-14.23,103.61,-68.64,-48.09,-22.68,-15.67,2225.00,110.34,40.00,-41.59,-86.92,-35.25,-29.52,96.97,-16.44,50.63,139.19,-31.54,32.79,79.83,-34.46,112.36
IncomeFinanceCosts_sy,,,,,,-28.10,,,,23.78,,,,1.78,49.44,217.61,-55.16,8.33,-13.99,13.68,-21.86,-37.10,-25.11,-24.47,10.39,110.34,8.64,0.37,38.57,-39.86,1.39,32.86,4.58,-12.32,-12.33,-21.65,1.86,12.80,-10.94,13.46
IncomeFinanceCosts_qq,,,-100.00,,,,-100.00,,,,-84.22,19.65,70.20,-39.57,9.66,-41.81,16.27,46.01,-13.18,38.14,-82.09,141.67,29.31,50.67,393.81,-78.14,-13.93,-37.14,10.61,8.22,-6.33,75.68,-53.08,95.08,48.74,-49.72,-8.99,164.20,-45.79,62.93
IncomeFinanceCosts_sq,,,-29.70,,,,-15.99,,,,-58.74,-32.14,206.21,-14.01,-6.50,-18.60,-14.72,59.27,-26.07,7.76,-26.37,28.98,-21.80,2.99,6.07,58.30,-41.38,-4.77,5.61,8.22,-1.49,5.74,-7.40,1.06,-4.20,-2.67,-1.04,20.88,-7.21,12.04
IncomeOtherIncome,,238561000,,,,242157000,,,,227019000,60774000,107639000,5990000,-30000,55000,3382000,,,,,,,,,,,,,,,,-42000000,-19000000,16000000,9000000,-8000000,10000000,29000000,11000000,32000000
IncomeOtherIncome_yy,,,,,,1.51,,,,-6.25,,,,-100.01,-99.91,-96.86,-100.00,100.00,-100.00,-100.00,,,,,,,,,,,,,,,,80.95,152.63,81.25,22.22,500.00
IncomeOtherIncome_sy,,,,,,100.00,,,,-6.25,,,,-92.91,-114.06,-96.40,4.49,35.68,-100.00,-100.00,,,,,,,,,,,,,,,,80.95,94.46,81.25,-5.00,87.84
IncomeOtherIncome_qq,,,-100.00,,,,-100.00,,,,-73.23,77.11,-94.44,-100.50,283.33,6049.09,-100.00,,,,,,,,,,,,,,,,54.76,184.21,-43.75,-188.89,225.00,190.00,-62.07,190.91
IncomeOtherIncome_sq,,,100.00,,,,-100.00,,,,-75.04,164.49,-135.76,11.06,-100.00,150.57,70.79,,,,,,,,,,,,,,,,53.66,21.06,25.00,-81.68,64.29,-22.22,449.63,-15.80
IncomeNetGrossProfit,736626000,877179000,1455707000,1419455000,1140804000,1362568000,1375015000,902566000,967918000,994654000,1528165000,1243104000,1156779000,2183160000,2074665000,1416981000,1533321000,-401362000,1362000000,1355000000,1365000000,766000000,983000000,2537000000,485000000,608000000,1362000000,-7597000000,1263000000,1216000000,1075000000,-320000000,829000000,1690000000,1147000000,664000000,1813000000,-334000000,1225000000,441000000
IncomeNetGrossProfit_yy,,,,,54.87,55.34,-5.54,-36.41,-15.15,-27.00,11.14,37.73,19.51,119.49,35.76,13.99,32.55,-118.38,-34.35,-4.37,-10.98,290.85,-27.83,87.23,-64.47,-20.63,38.56,-399.45,160.41,100.00,-21.07,95.79,-34.36,38.98,6.70,307.50,118.70,-119.76,6.80,-33.58
IncomeNetGrossProfit_sy,,,,,-3.26,5.72,-8.88,-30.96,4.18,10.86,10.44,13.41,-63.13,20.77,-12.16,24.50,49.16,-27.76,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeNetGrossProfit_qq,,19.08,65.95,-2.49,-19.63,19.44,0.91,-34.36,7.24,2.76,53.64,-18.65,-6.94,88.73,-4.97,-31.70,8.21,-126.18,439.34,-0.51,0.74,-43.88,28.33,158.09,-80.88,25.36,124.01,-657.78,116.62,-3.72,-11.60,-129.77,359.06,103.86,-32.13,-42.11,173.04,-118.42,466.77,-64.00
IncomeNetGrossProfit_sq,,19.08,220.40,-31.26,-22.31,-2.20,133.68,-39.58,7.24,59.33,115.92,-42.20,-588.95,44.31,71.64,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,736626000,877179000,1455707000,1419455000,1140804000,1362568000,1375015000,902566000,967918000,994654000,1528165000,1243104000,1156779000,2183160000,2074665000,1416981000,1533321000,-401362000,1362000000,1355000000,1365000000,766000000,983000000,2537000000,485000000,608000000,1362000000,-7597000000,1263000000,1216000000,1075000000,-320000000,829000000,1690000000,1147000000,664000000,1813000000,-334000000,1225000000,441000000
IncomeBeforeTaxProfit_yy,,,,,54.87,55.34,-5.54,-36.41,-15.15,-27.00,11.14,37.73,19.51,119.49,35.76,13.99,32.55,-118.38,-34.35,-4.37,-10.98,290.85,-27.83,87.23,-64.47,-20.63,38.56,-399.45,160.41,100.00,-21.07,95.79,-34.36,38.98,6.70,307.50,118.70,-119.76,6.80,-33.58
IncomeBeforeTaxProfit_sy,,,,,-3.26,5.72,-8.88,-30.96,4.18,10.86,10.44,13.41,-63.13,20.77,-12.16,24.50,49.16,-27.76,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeBeforeTaxProfit_qq,,19.08,65.95,-2.49,-19.63,19.44,0.91,-34.36,7.24,2.76,53.64,-18.65,-6.94,88.73,-4.97,-31.70,8.21,-126.18,439.34,-0.51,0.74,-43.88,28.33,158.09,-80.88,25.36,124.01,-657.78,116.62,-3.72,-11.60,-129.77,359.06,103.86,-32.13,-42.11,173.04,-118.42,466.77,-64.00
IncomeBeforeTaxProfit_sq,,19.08,220.40,-31.26,-22.31,-2.20,133.68,-39.58,7.24,59.33,115.92,-42.20,-588.95,44.31,71.64,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeDiscontinuedProfit,,,0,0,0,0,-313000,1163000,600000,22787000,627000,385000,274000,418000,-2012000,1863000,-142000,569000,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,300.32,-66.90,-54.33,-98.17,-420.89,383.90,-151.82,36.12,100.00,-100.00,100.00,-100.00,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,300.32,-66.90,-54.33,-50.79,-191.56,176.40,-100.00,-100.00,70.50,-100.00,78.74,86.31,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,471.57,-48.41,3697.83,-97.25,-38.60,-28.83,52.55,-581.34,192.59,-107.62,500.70,-100.00,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,471.57,-48.41,3697.83,-286.68,10.43,-46.23,52.55,-342.28,192.59,-100.00,-20.45,91.19,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,621816000,828308000,1125446000,1180521000,927761000,1103495000,1113579000,728831000,899356000,856082000,1226682000,1032889000,876170000,1792982000,1657942000,1078613000,1265075000,-357445000,1099000000,1103000000,1122000000,647000000,793000000,2043000000,380000000,441000000,1098000000,-6157000000,1029000000,993000000,869000000,-326000000,656000000,1367000000,963000000,532000000,1462000000,-290000000,986000000,310000000
IncomeNetProfit_yy,,,,,49.20,33.22,-1.05,-38.26,-3.06,-22.42,10.16,41.72,-2.58,109.44,35.16,4.43,44.39,-119.94,-33.71,2.26,-11.31,281.01,-27.84,85.22,-66.13,-31.84,38.46,-401.37,170.79,125.17,-20.86,94.71,-36.25,37.66,10.82,263.19,122.87,-121.21,2.39,-41.73
IncomeNetProfit_sy,,,,,14.07,33.22,-6.58,-32.12,7.32,12.74,12.07,14.76,-44.70,48.26,-4.05,31.14,47.92,-30.16,-30.95,-26.70,-3.77,-51.87,-28.27,40.50,-5.12,42.64,41.64,-13.88,33.25,-36.60,15.54,-34.50,-24.29,35.68,-0.07,99.45,-16.73,90.74,-10.99,-118.70
IncomeNetProfit_qq,,33.21,35.87,4.89,-21.41,18.94,0.91,-34.55,23.40,-4.81,43.29,-15.80,-15.17,104.64,-7.53,-34.94,17.29,-128.25,407.46,0.36,1.72,-42.34,22.57,157.63,-81.40,16.05,148.98,-660.75,116.71,-3.50,-12.49,-137.51,301.23,108.38,-29.55,-44.76,174.81,-119.84,440.00,-68.56
IncomeNetProfit_sq,,33.21,203.20,-26.56,-23.76,-2.42,129.28,-40.66,18.15,90.98,133.27,-32.99,-60.30,47.57,72.26,-24.82,-12.40,-33.72,105.18,-46.58,10.70,-21.64,156.68,-38.76,-59.46,50.57,153.77,-60.75,47.29,-8.00,107.58,-87.91,20.04,23.96,104.23,-43.03,-48.28,95.95,41.83,-107.00
