,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,1192000,1251000,1325000,1571000,1343000,1434000,1724000,1703000,1517000,1573000,1481000,2007000,1702000,2419000,1890000,2160000,1700000,1902000,1800000,1857000,1855000,3747000,2380000,2007000,3050000,3781000,3746000,4685000,2763000,3239000,3932000,745000,2652000,2870000,3480000,3884000,3527000,3865000,4346000,4778000,5273000,6320000
IncomeAdministrativExpenses_yy,,,,,12.67,14.63,30.11,8.40,12.96,9.69,-14.10,17.85,12.20,53.78,27.62,7.62,-0.12,-21.37,-4.76,-14.03,9.12,97.00,32.22,8.08,64.42,0.91,57.39,133.43,-9.41,-14.33,4.97,-84.10,-4.02,-11.39,-11.50,421.34,32.99,34.67,24.89,23.02,49.50,63.52
IncomeAdministrativExpenses_sy,,,,,-4.53,-5.70,-1.61,-27.98,-20.93,-1.05,4.13,12.62,28.74,26.82,10.37,7.62,2.16,6.12,3.72,-1.34,-2.03,7.30,17.17,8.08,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58
IncomeAdministrativExpenses_qq,,4.95,5.92,18.57,-14.51,6.78,20.22,-1.22,-10.92,3.69,-5.85,35.52,-15.20,42.13,-21.87,14.29,-21.30,11.88,-5.36,3.17,-0.11,101.99,-36.48,-15.67,51.97,23.97,-0.93,25.07,-41.02,17.23,21.40,-81.05,255.97,8.22,21.25,11.61,-9.19,9.58,12.45,9.94,10.36,19.86
IncomeAdministrativExpenses_sq,,5.04,5.07,25.27,-27.55,6.78,-0.72,4.32,-12.88,9.10,-1.46,15.25,-3.13,1.23,-3.84,13.55,-10.56,4.01,-4.98,5.84,-0.11,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,7.17,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25
IncomeGrossProfit,1468000,1899000,2180000,1902000,1532000,1695000,1797000,-257000,1303000,1291000,1222000,1481000,1485000,2057000,2088000,1425000,2453000,2966000,3256000,3504000,3105000,3185000,4169000,4348000,4090000,2991000,3165000,3062000,4387000,4686000,5417000,5818000,5453000,4570000,4360000,7532000,2499000,9588000,5669000,7418000,5912000,4473000
IncomeGrossProfit_yy,,,,,4.36,-10.74,-17.57,-113.51,-14.95,-23.83,-32.00,676.26,13.97,59.33,70.87,-3.78,65.19,44.19,55.94,145.89,26.58,7.38,28.04,24.09,31.72,-6.09,-24.08,-29.58,7.26,56.67,71.15,90.01,24.30,-2.48,-19.51,29.46,-54.17,109.80,30.02,-1.51,136.57,-53.35
IncomeGrossProfit_sy,,,,,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,29.36,14.80,-12.75,-19.45,10.64,6.02,-114.30,607.00,-0.92,-5.34,21.19,0.27,38.52,1.51,-31.75,72.14,20.91,9.78,7.62,-11.39,2.58,30.89,4.29,-5.93,-26.87,5.82,-3.25,43.27,6.82,15.60,7.40,-6.27,-16.19,-4.60,72.75,-66.82,283.67,-40.87,30.85,-20.30,-24.34
IncomeGrossProfit_sq,,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,47000,13000,15000,560000,14000,28000,289000,36000,134000,48000,-4000,117000,2000,99000,77000,253000,2000,148000,115000,52000,9000,556000,11000,21000,293000,4000,547000,205000,16000,31000,3000,34000,5000,33000,106000,153000,18000,713000,737000,-901000,2000,38000
IncomeOtherOperatingIncome_yy,,,,,-70.21,115.38,1826.67,-93.57,857.14,71.43,-101.38,225.00,-98.51,106.25,2025.00,116.24,,49.49,49.35,-79.45,350.00,275.68,-90.43,-59.62,3155.56,-99.28,4872.73,876.19,-94.54,675.00,-99.45,-83.41,-68.75,6.45,3433.33,350.00,260.00,2060.61,595.28,-688.89,-88.89,-94.67
IncomeOtherOperatingIncome_sy,,,,,29.37,,133.33,-32.00,43.85,-60.90,-14.85,28.81,-18.76,6.25,-35.42,-5.39,,47.45,-19.67,-35.21,-9.42,-42.90,-6.84,34.72,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,-52.63,12.22,-25.74
IncomeOtherOperatingIncome_qq,,-72.34,15.38,3633.33,-97.50,100.00,932.14,-87.54,272.22,-64.18,-108.33,3025.00,-98.29,4850.00,-22.22,228.57,-99.21,7300.00,-22.30,-54.78,-82.69,6077.78,-98.02,90.91,1295.24,-98.63,13575.00,-62.52,-92.20,93.75,-90.32,1033.33,-85.29,560.00,221.21,44.34,-88.24,3861.11,3.37,-222.25,100.22,1800.00
IncomeOtherOperatingIncome_sq,,15.46,15.38,-49.57,-15.16,31.58,24.52,-18.02,8.82,-50.09,44.07,98.24,-29.25,19.92,16.81,32.79,-24.41,35.58,-15.20,8.48,-33.33,0.70,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,-11.48,101.93,-29.46,23.26,-75.00,157.14,-33.42,-2.16,-22.32,106.12,-29.55,54.75
IncomeOtherOperatingCosts,36000,36000,17000,398000,92000,83000,269000,185000,34000,48000,7000,45000,24000,308000,442000,581000,181000,342000,178000,255000,64000,833000,171000,677000,63000,71000,38000,23000,25000,57000,86000,110000,159000,108000,141000,1060000,193000,672000,1696000,-885000,20000,11000
IncomeOtherOperatingCosts_yy,,,,,155.56,130.56,1482.35,-53.52,-63.04,-42.17,-97.40,-75.68,-29.41,541.67,6214.29,1191.11,654.17,11.04,-59.73,-56.11,-64.64,143.57,-3.93,165.49,-1.56,-91.48,-77.78,-96.60,-60.32,-19.72,126.32,378.26,536.00,89.47,63.95,863.64,21.38,522.22,1102.84,-183.49,-89.64,-98.36
IncomeOtherOperatingCosts_sy,,,,,70.28,50.57,44.02,-30.49,-17.39,-42.17,-46.30,-4.42,-77.57,56.29,30.20,29.91,128.97,34.38,3.12,-58.73,-54.17,-3.95,12.72,27.37,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,9.55,-10.75,-5.07,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,,-52.78,2241.18,-76.88,-9.78,224.10,-31.23,-81.62,41.18,-85.42,542.86,-46.67,1183.33,43.51,31.45,-68.85,88.95,-47.95,43.26,-74.90,1201.56,-79.47,295.91,-90.69,12.70,-46.48,-39.47,8.70,128.00,50.88,27.91,44.55,-32.08,30.56,651.77,-81.79,248.19,152.38,-152.18,102.26,-45.00
IncomeOtherOperatingCosts_sq,,,-18.49,120.15,-77.97,52.33,9.01,54.55,-57.78,-26.65,-15.00,118.58,-53.97,266.94,-47.62,166.67,-55.04,15.19,-23.33,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,38.91,-56.56,26.89,12.61,1.28,-48.28,0.35,-50.00,54.50,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,1479000,1876000,2178000,2064000,1454000,1640000,1817000,-406000,1403000,1291000,1211000,1553000,1463000,1848000,1723000,1097000,2274000,2772000,3193000,3301000,3050000,2908000,4009000,3692000,4320000,2924000,3674000,3244000,4378000,4660000,5334000,5742000,5299000,4495000,4325000,6625000,2324000,9629000,4710000,7402000,5894000,4500000
IncomeEBIT_yy,,,,,-1.69,-12.58,-16.57,-119.67,-3.51,-21.28,-33.35,482.51,4.28,43.14,42.28,-29.36,55.43,50.00,85.32,200.91,34.12,4.91,25.56,11.84,41.64,0.55,-8.36,-12.13,1.34,59.37,45.18,77.00,21.04,-3.54,-18.92,15.38,-56.14,114.22,8.90,11.73,153.61,-53.27
IncomeEBIT_sy,,,,,-20.14,25.18,-4.39,-20.00,43.49,8.22,64.76,24.63,36.14,48.30,15.67,-17.19,-18.38,35.66,5.95,69.72,26.20,15.16,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,26.84,16.10,-5.23,-29.55,12.79,10.79,-122.34,445.57,-7.98,-6.20,28.24,-5.80,26.32,-6.76,-36.33,107.29,21.90,15.19,3.38,-7.60,-4.66,37.86,-7.91,17.01,-32.31,25.65,-11.70,34.96,6.44,14.46,7.65,-7.72,-15.17,-3.78,53.18,-64.92,314.33,-51.09,57.15,-20.37,-23.65
IncomeEBIT_sq,,-66.42,30.95,3.80,-29.55,3.12,-28.96,22.43,45.65,-1.17,29.10,-36.45,30.04,-10.44,15.49,-28.14,39.90,-2.44,13.76,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,,12000,1000,0,2000,234000,78000,-106000,93000,105000,128000,172000,186000,17096000,182000,454000,113000,182000,194000,506000,232000,360000,419000,439000,533000,672000,520000,405000,285000,240000,62000,57000,55000,72000,347000,-265000,214000,477000,554000,-644000,181000,-102000
IncomeFinanceIncome_yy,,,,,,1850.00,7700.00,,4550.00,-55.13,64.10,262.26,100.00,16181.90,42.19,163.95,-39.25,-98.94,6.59,11.45,105.31,97.80,115.98,-13.24,129.74,86.67,24.11,-7.74,-46.53,-64.29,-88.08,-85.93,-80.70,-70.00,459.68,-564.91,289.09,562.50,59.65,-143.02,-15.42,-121.38
IncomeFinanceIncome_sy,,,,,,-21.74,-94.83,,-72.97,18.76,117.71,162.50,103.94,207.55,84.87,21.10,10.20,41.26,-21.18,100.75,-6.59,-19.09,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,,-91.67,-100.00,,11600.00,-66.67,-235.90,187.74,12.90,21.90,34.38,8.14,9091.40,-98.94,149.45,-75.11,61.06,6.59,160.82,-54.15,55.17,16.39,4.77,21.41,26.08,-22.62,-22.12,-29.63,-15.79,-74.17,-8.06,-3.51,30.91,381.94,-176.37,180.75,122.90,16.14,-216.25,128.11,-156.35
IncomeFinanceIncome_sq,,,-8.16,-30.24,,-72.57,7.12,-8.82,12.50,-15.90,47.83,32.65,3.00,18.01,-15.54,-34.13,53.19,-1.34,-29.16,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,108000,95000,134000,154000,126000,124000,377000,51000,182000,190000,217000,285000,830000,1175000,1127000,1245000,1158000,1224000,996000,1468000,1603000,1400000,1970000,623000,1481000,1670000,1410000,1319000,1236000,1158000,883000,950000,595000,537000,669000,938000,877000,1198000,1633000,1003000,1218000,1363000
IncomeFinanceCosts_yy,,,,,16.67,30.53,181.34,-66.88,44.44,53.23,-42.44,458.82,356.04,518.42,419.35,336.84,39.52,4.17,-11.62,17.91,38.43,14.38,97.79,-57.56,-7.61,19.29,-28.43,111.72,-16.54,-30.66,-37.38,-27.98,-51.86,-53.63,-24.24,-1.26,47.39,123.09,144.10,6.93,38.88,13.77
IncomeFinanceCosts_sy,,,,,7.39,-5.29,34.72,-48.45,-16.12,12.71,-12.24,84.87,36.95,80.98,100.57,102.29,45.99,78.23,0.94,21.96,,-6.40,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,-12.04,41.05,14.93,-18.18,-1.59,204.03,-86.47,256.86,4.40,14.21,31.34,191.23,41.57,-4.09,10.47,-6.99,5.70,-18.63,47.39,9.20,-12.66,40.71,-68.38,137.72,12.76,-15.57,-6.45,-6.29,-6.31,-23.75,7.59,-37.37,-9.75,24.58,40.21,-6.50,36.60,36.31,-38.58,21.44,11.90
IncomeFinanceCosts_sq,,-12.04,-11.39,15.30,-20.45,-6.29,5.95,-21.16,11.28,4.49,14.21,45.45,51.15,21.42,1.53,14.57,9.21,-2.94,-0.27,14.09,2.36,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,,,-140000,30000,192000,,,,,,,,,0,0,,,-7000,7000,,,,,,,,,,,,,,,,,-5000,,1000,0,-15000,20000,-120000
IncomeOtherIncome_yy,,,,,,,100.00,-100.00,-100.00,,,,,,,,,,,,,100.00,-100.00,,,,,,,,,,,,,,,,,-200.00,,-12100.00
IncomeOtherIncome_sy,,,,,,,100.00,4.21,86.94,,,,,,,,,,,,,-176.24,42.10,,,,,,,,,,,,,,,,,29.88,,-135.14
IncomeOtherIncome_qq,,,,121.43,540.00,-100.00,,,,,,,,,,,,,200.00,-100.00,,,,,,,,,,,,,,,,,100.00,,-100.00,,233.33,-700.00
IncomeOtherIncome_sq,,,,100.00,100.00,-97.68,,,,,,,,,,,,,20.46,-29.64,,,,,,,,,,,,,,,,,100.00,,-61.82,,98.26,9.50
IncomeNetGrossProfit,1371000,1793000,1905000,1940000,1522000,1558000,1518000,-563000,1314000,1206000,1122000,1440000,819000,17769000,778000,306000,1229000,1723000,2398000,2339000,1679000,1868000,2458000,3508000,3372000,1926000,2784000,2330000,3427000,3742000,4513000,4849000,4759000,4030000,4003000,5417000,1661000,8909000,3631000,5740000,4877000,2915000
IncomeNetGrossProfit_yy,,,,,11.01,-13.11,-20.31,-129.02,-13.67,-22.59,-26.09,355.77,-37.67,1373.38,-30.66,-78.75,50.06,-90.30,208.23,664.38,36.62,8.42,2.50,49.98,100.83,3.10,13.26,-33.58,1.63,94.29,62.10,108.11,38.87,7.70,-11.30,11.71,-65.10,121.07,-9.29,5.96,193.62,-67.28
IncomeNetGrossProfit_sy,,,,,14.96,32.56,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,30.78,6.25,1.84,-21.55,2.37,-2.57,-137.09,333.39,-8.22,-6.97,28.34,-43.12,2069.60,-95.62,-60.67,301.63,40.20,39.18,-2.46,-28.22,11.26,31.58,42.72,-3.88,-42.88,44.55,-16.31,47.08,9.19,20.60,7.45,-1.86,-15.32,-0.67,35.32,-69.34,436.36,-59.24,58.08,-15.03,-40.23
IncomeNetGrossProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1371000,1793000,1905000,1940000,1522000,1558000,1518000,-563000,1314000,1206000,1122000,1440000,819000,17769000,778000,306000,1229000,1723000,2398000,2339000,1679000,1868000,2458000,3508000,3372000,1926000,2784000,2330000,3427000,3742000,4513000,4849000,4759000,4030000,4003000,5417000,1661000,8909000,3631000,5740000,4877000,2915000
IncomeBeforeTaxProfit_yy,,,,,11.01,-13.11,-20.31,-129.02,-13.67,-22.59,-26.09,355.77,-37.67,1373.38,-30.66,-78.75,50.06,-90.30,208.23,664.38,36.62,8.42,2.50,49.98,100.83,3.10,13.26,-33.58,1.63,94.29,62.10,108.11,38.87,7.70,-11.30,11.71,-65.10,121.07,-9.29,5.96,193.62,-67.28
IncomeBeforeTaxProfit_sy,,,,,14.96,32.56,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,30.78,6.25,1.84,-21.55,2.37,-2.57,-137.09,333.39,-8.22,-6.97,28.34,-43.12,2069.60,-95.62,-60.67,301.63,40.20,39.18,-2.46,-28.22,11.26,31.58,42.72,-3.88,-42.88,44.55,-16.31,47.08,9.19,20.60,7.45,-1.86,-15.32,-0.67,35.32,-69.34,436.36,-59.24,58.08,-15.03,-40.23
IncomeBeforeTaxProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1101000,1447000,1508000,1610000,1261000,1446000,1237000,-560000,1075000,990000,902000,1110000,729000,17748000,739000,328000,1186000,1639000,2215000,2325000,1703000,1776000,2357000,3357000,3144000,1808000,2318000,2065000,3214000,3631000,4236000,4600000,4174000,3743000,3746000,4978000,1407000,8276000,3578000,5628000,4448000,3369000
IncomeNetProfit_yy,,,,,14.53,-0.07,-17.97,-134.78,-14.75,-31.54,-27.08,298.21,-32.19,1692.73,-18.07,-70.45,62.69,-90.77,199.73,608.84,43.59,8.36,6.41,44.39,84.62,1.80,-1.65,-38.49,2.23,100.83,82.74,122.76,29.87,3.08,-11.57,8.22,-66.29,121.11,-4.48,13.06,216.13,-59.29
IncomeNetProfit_sy,,,,,33.63,30.81,13.09,10.25,114.04,-16.14,105.18,83.10,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,31.43,4.22,6.76,-21.68,14.67,-14.45,-145.27,291.96,-7.91,-8.89,23.06,-34.32,2334.57,-95.84,-55.62,261.59,38.20,35.14,4.97,-26.75,4.29,32.71,42.43,-6.34,-42.49,28.21,-10.91,55.64,12.97,16.66,8.59,-9.26,-10.33,0.08,32.89,-71.74,488.20,-56.77,57.29,-20.97,-24.26
IncomeNetProfit_sq,,11.38,1.82,6.07,35.75,5.98,-36.22,-5.67,52.28,-10.16,43.89,-15.71,-15.74,9.19,-7.46,-22.31,99.32,-43.51,20.68,1.96,1.36,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,1101000,1447000,1508000,1610000,1261000,1446000,1237000,-560000,1075000,990000,902000,1110000,729000,17748000,739000,-19216000,1186000,1639000,2216000,2309000,1703000,1776000,2357000,3357000,3144000,1808000,2318000,2065000,3214000,3631000,4236000,4600000,4174000,3743000,3746000,4978000,1407000,8276000,3578000,5628000,4448000,3369000
IncomeShareholderNetProfit_yy,,,,,14.53,-0.07,-17.97,-134.78,-14.75,-31.54,-27.08,298.21,-32.19,1692.73,-18.07,-1831.17,62.69,-90.77,199.86,112.02,43.59,8.36,6.36,45.39,84.62,1.80,-1.65,-38.49,2.23,100.83,82.74,122.76,29.87,3.08,-11.57,8.22,-66.29,121.11,-4.48,13.06,216.13,-59.29
IncomeShareholderNetProfit_sy,,,,,33.63,30.81,13.06,10.25,114.04,-13.64,100.51,82.62,33.88,102.83,-5.05,-6.86,54.82,-3.33,21.73,24.98,-22.78,19.89,33.28,47.32,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,31.43,4.22,6.76,-21.68,14.67,-14.45,-145.27,291.96,-7.91,-8.89,23.06,-34.32,2334.57,-95.84,-2700.27,106.17,38.20,35.20,4.20,-26.25,4.29,32.71,42.43,-6.34,-42.49,28.21,-10.91,55.64,12.97,16.66,8.59,-9.26,-10.33,0.08,32.89,-71.74,488.20,-56.77,57.29,-20.97,-24.26
