,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4
IncomeAdministrativExpenses_yy,,,,,96.13,410.87,164.35,147.22,193.74,158.80,124.01,54.93,0.24,-25.56,-70.95,-78.76,-73.38,-41.97
IncomeAdministrativExpenses_sy,,,,,4.82,219.58,11.73,43.01,25.80,31.72,23.73,16.50,25.19,20.37,-16.20,-21.16,-12.14,-32.94
IncomeAdministrativExpenses_qq,,68.96,4.62,37.48,-19.29,340.11,-45.87,28.57,-4.10,287.75,-53.14,-11.08,-37.95,187.94,-81.72,-34.96,-22.24,527.67
IncomeAdministrativExpenses_sq,,45.99,2.02,-2.32,-1.09,26.22,-12.09,24.86,-9.17,42.21,-19.89,7.33,-15.94,31.12,-23.52,3.47,-3.78,5.47
IncomeGrossProfit,-5049000,-5592000,1812000,14471000,16184000,5066000,11176000,12647000,10072000,906000,639000,10152000,4799000,-6829000,-2219000,-19119000,-8025000,16616000
IncomeGrossProfit_yy,,,,,420.53,190.58,516.69,-12.61,-37.77,-82.12,-94.28,-19.73,-52.35,-854.03,-447.09,-288.33,-267.24,343.33
IncomeGrossProfit_sy,,,,,106.51,106.14,127.31,13.20,-21.47,4.52,-23.62,-33.12,-52.16,-107.34,-75.53,-59.89,-87.60,109.90
IncomeGrossProfit_qq,,-10.76,132.41,698.53,11.84,-68.70,120.62,13.16,-20.36,-91.01,-29.39,1487.69,-52.73,-242.30,67.50,-761.45,58.02,307.05
IncomeGrossProfit_sq,,-10.76,70.45,25.05,44.16,-41.80,40.30,2.34,-13.84,-19.44,-21.22,-29.42,-32.41,-61.27,58.12,-18.27,7.30,106.22
IncomeOtherOperatingIncome,,-5906000,439000,,,,,,,,,,,,,,,
IncomeOtherOperatingIncome_yy,,,,,,100.00,-100.00,,,,,,,,,,,
IncomeOtherOperatingIncome_sy,,,,,,43.86,-62.07,,,,,,,,,,,
IncomeOtherOperatingIncome_qq,,,107.44,-100.00,,,,,,,,,,,,,,
IncomeOtherOperatingIncome_sq,,,39.40,152.97,,,,,,,,,,,,,,
IncomeOtherOperatingCosts,2383000,,,2498000,722000,-714000,711000,424000,420000,-861000,396000,928000,391000,43277000,10240000,-9156000,53982000,21540000
IncomeOtherOperatingCosts_yy,,,,,-69.68,,,-83.04,-41.84,-20.56,-44.32,119.10,-6.98,5125.24,2484.98,-1086.19,13709.91,-50.23
IncomeOtherOperatingCosts_sy,,,,,26.38,,,27.93,-41.84,-67.05,229.43,-9.52,-6.98,95.97,-9.72,75.76,263.11,-32.80
IncomeOtherOperatingCosts_qq,,-100.00,,,-71.08,-198.88,199.58,-40.43,-0.84,-304.94,146.00,134.38,-57.90,10971.18,-76.34,-189.42,689.56,-60.10
IncomeOtherOperatingCosts_sq,,10.47,,,-39.23,10.22,-53.99,-19.65,-25.49,-89.27,146.00,-17.46,14.68,74.62,-23.37,-22.66,-0.74,-36.04
IncomeEBIT,-7432000,-7436000,2252000,11453000,15462000,5780000,10464000,12223000,9652000,1767000,243000,9223000,4408000,-50105000,-12459000,-9962000,-62007000,-4923000
IncomeEBIT_yy,,,,,308.03,177.73,364.75,6.72,-37.58,-69.43,-97.68,-24.54,-54.33,-2935.93,-5221.12,-208.01,-1506.74,90.17
IncomeEBIT_sy,,,,,137.74,163.19,159.58,6.72,-23.90,128.94,-25.66,-26.88,-56.22,-115.38,-93.05,-84.98,-89.53,81.77
IncomeEBIT_qq,,-0.06,130.28,408.67,35.00,-62.62,81.05,16.81,-21.04,-81.69,-86.23,3691.16,-52.21,-1236.72,75.13,20.04,-522.41,92.06
IncomeEBIT_sq,,-0.06,100.72,95.11,44.10,-47.80,58.09,7.50,-1.96,36.02,-51.78,-8.13,-36.08,-86.60,68.65,-13.10,-141.07,38.74
IncomeFinanceIncome,237000,228000,,662000,287000,-866000,1468000,1764000,371000,-1217000,2948000,244000,92000,-2062000,372000,358000,325000,-802000
IncomeFinanceIncome_yy,,,,,21.16,-479.57,,166.46,29.55,-40.56,100.80,-86.17,-75.18,-69.47,-87.40,46.86,252.38,61.10
IncomeFinanceIncome_sy,,,,,-28.68,-56.28,,74.56,29.55,-40.56,100.80,-81.62,46.75,-17.80,-59.42,30.15,-44.61,14.97
IncomeFinanceIncome_qq,,-3.62,-100.00,,-56.70,-401.94,269.60,20.16,-78.95,-427.62,342.28,-91.72,-62.22,-2337.05,118.02,-3.56,-9.36,-346.98
IncomeFinanceIncome_sq,,-23.59,-94.80,,-37.86,32.64,-27.34,20.16,-46.78,-19.99,342.28,-71.49,49.53,-55.31,-2.84,-7.87,-15.54,35.09
IncomeFinanceCosts,1584000,1796000,999000,3900000,2650000,5107000,2278000,1252000,2511000,3171000,1775000,3168000,2670000,4969000,2734000,1974000,2942000,3931000
IncomeFinanceCosts_yy,,,,,67.30,184.41,127.93,-67.90,-5.23,-37.90,-22.09,153.05,6.29,56.68,54.07,-37.70,10.19,-20.89
IncomeFinanceCosts_sy,,,,,-2.78,92.96,6.64,-67.90,18.66,18.54,-18.76,247.21,46.24,58.51,42.80,-0.64,-18.52,-11.72
IncomeFinanceCosts_qq,,13.37,-44.34,290.25,-32.06,92.72,-55.39,-45.04,100.59,26.28,-44.04,78.52,-15.74,86.13,-44.97,-27.81,49.02,33.63
IncomeFinanceCosts_sq,,10.54,-3.74,17.77,-32.06,34.08,1.54,-46.09,91.70,16.06,-8.16,36.02,1.44,27.32,-8.39,-17.06,-15.27,14.24
IncomeOtherIncome,,,,,,,,,,,,,,56000,,,,-89000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,-258.25
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,-258.25
IncomeOtherIncome_qq,,,,,,,,,,,,,,,-100.00,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,-100.00,,,
IncomeNetGrossProfit,-8780000,-9004000,1252000,8215000,13098000,-193000,9654000,12735000,7512000,-2621000,1416000,6299000,1831000,-57080000,-14822000,-11578000,-64624000,-9745000
IncomeNetGrossProfit_yy,,,,,249.19,97.86,670.99,55.02,-42.65,-1260.46,-85.33,-50.54,-75.63,-2077.66,-1146.69,-283.80,-3630.36,82.93
IncomeNetGrossProfit_sy,,,,,105.23,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72
IncomeNetGrossProfit_qq,,-2.56,113.91,556.04,59.44,-101.47,5110.90,31.91,-41.02,-134.89,154.02,344.84,-70.94,-3218.21,74.03,21.89,-458.16,84.92
IncomeNetGrossProfit_sq,,-2.56,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-8780000,-9004000,1252000,8215000,13098000,-193000,9654000,12735000,7512000,-2621000,1416000,6299000,1831000,-57080000,-14822000,-11578000,-64624000,-9745000
IncomeBeforeTaxProfit_yy,,,,,249.19,97.86,670.99,55.02,-42.65,-1260.46,-85.33,-50.54,-75.63,-2077.66,-1146.69,-283.80,-3630.36,82.93
IncomeBeforeTaxProfit_sy,,,,,105.23,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72
IncomeBeforeTaxProfit_qq,,-2.56,113.91,556.04,59.44,-101.47,5110.90,31.91,-41.02,-134.89,154.02,344.84,-70.94,-3218.21,74.03,21.89,-458.16,84.92
IncomeBeforeTaxProfit_sq,,-2.56,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-11858000,-5276000,1967000,8643000,13592000,36000,9406000,12306000,6811000,1490000,2327000,6977000,1513000,-55414000,-14147000,-10908000,-57982000,-16788000
IncomeNetProfit_yy,,,,,214.63,100.67,378.11,42.38,-49.89,4088.98,-75.26,-43.30,-77.79,-3819.12,-708.00,-256.34,-3932.96,69.70
IncomeNetProfit_sy,,,,,124.74,125.14,145.32,42.38,-36.12,173.76,-15.68,-41.85,-63.51,-179.44,-121.92,-125.12,-145.64,55.46
IncomeNetProfit_qq,,55.51,137.29,339.31,57.27,-99.74,26343.95,30.83,-44.65,-78.12,56.17,199.84,-78.32,-3763.21,74.47,22.90,-431.56,71.05
IncomeNetProfit_sq,,22.79,149.04,89.70,57.27,-47.01,47.34,21.56,-22.94,39.54,-41.47,-15.76,-35.33,-175.53,75.32,-15.86,-230.11,31.06
IncomeShareholderNetProfit,-11858000,-5276000,1967000,8643000,13592000,36000,9406000,12306000,6811000,1490000,2327000,6977000,1510000,-55440000,-14147000,-10901000,-57976000,-16734000
IncomeShareholderNetProfit_yy,,,,,214.63,100.67,378.11,42.38,-49.89,4088.98,-75.26,-43.30,-77.84,-3820.85,-708.00,-256.25,-3940.62,69.82
IncomeShareholderNetProfit_sy,,,,,125.18,123.55,146.12,42.38,-36.26,175.25,-10.16,-41.87,-63.49,-179.20,-122.28,-125.26,-144.48,55.42
IncomeShareholderNetProfit_qq,,55.51,137.29,339.31,57.27,-99.74,26343.95,30.83,-44.65,-78.12,56.17,199.84,-78.36,-3772.63,74.48,22.94,-431.83,71.14
IncomeShareholderNetProfit_sq,,23.16,141.06,90.35,57.27,-45.53,45.83,21.58,-22.63,40.76,-41.67,-15.90,-34.53,-174.67,75.28,-15.87,-230.27,31.27
BalanceNoncurrentAssets,,93136000,99498000,108912000,,107410000,102420000,106428000,,183596000,156697000,186381000,193677000,154425000,156416000,153179000,143376000,126195000
BalanceNoncurrentAssets_yy,,,,,,15.33,2.94,-2.28,,70.93,52.99,75.12,,-15.89,-0.18,-17.81,-25.97,-18.28
BalanceNoncurrentAssets_sy,,,,,,25.07,27.52,16.72,,23.32,39.34,33.78,,12.46,11.63,11.84,-3.44,-6.54
BalanceNoncurrentAssets_qq,,,6.83,9.46,-100.00,,-4.65,3.91,-100.00,,-14.65,18.94,3.91,-20.27,1.29,-2.07,-6.40,-11.98
BalanceNoncurrentAssets_sq,,,7.98,7.52,-47.21,,3.20,5.32,-49.55,,1.82,3.90,3.26,4.04,1.00,-0.46,-3.47,-3.46
BalanceIntangibleAssets,,1320000,1152000,1524000,,2671000,2603000,2523000,,3325000,3057000,3236000,2924000,2946000,2972000,2972000,2745000,2831000
BalanceIntangibleAssets_yy,,,,,,102.37,125.99,65.55,,24.51,17.44,28.25,,-11.40,-2.76,-8.14,-6.12,-3.89
BalanceIntangibleAssets_sy,,,,,,46.08,63.28,39.25,,22.46,7.32,11.96,,4.22,-5.96,-6.84,-10.43,-1.92
BalanceIntangibleAssets_qq,,,-12.73,32.34,-100.00,,-2.54,-3.05,-100.00,,-8.07,5.87,-9.65,0.77,0.88,0.01,-7.66,3.16
BalanceIntangibleAssets_sq,,,-8.30,2.02,-51.72,,1.40,0.16,-51.94,,-2.68,-3.45,0.24,-1.28,-0.24,0.79,-2.63,-2.50
BalanceProperty,,89767000,89443000,104119000,,88194000,84825000,90253000,,162022000,151510000,180783000,188729000,139057000,141685000,137889000,121829000,116317000
BalanceProperty_yy,,,,,,-1.75,-5.16,-13.32,,83.71,78.61,100.31,,-14.17,-6.48,-23.73,-35.45,-16.35
BalanceProperty_sy,,,,,,23.62,21.08,20.52,,24.96,25.48,38.16,,11.70,11.16,8.20,-7.02,-5.50
BalanceProperty_qq,,,-0.36,16.41,-100.00,,-3.82,6.40,-100.00,,-6.49,19.32,4.40,-26.32,1.89,-2.68,-11.65,-4.52
BalanceProperty_sq,,,4.55,7.68,-48.08,,1.58,6.64,-52.01,,1.67,7.02,2.96,3.58,0.91,-0.76,-5.90,-1.46
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,0,6738000,0,,14740000,14041000,12724000,,15970000,0,0,0,7783000,8529000,8997000,8765000,
BalanceNoncurrInvestments_yy,,,,,,,108.40,,,8.34,-100.00,-100.00,,-51.26,,,,-100.00
BalanceNoncurrInvestments_sy,,,,,,,82.45,,,11.40,0.39,8.71,,11.64,,,,0.62
BalanceNoncurrInvestments_qq,,,,-100.00,,,-4.74,-9.38,-100.00,,-100.00,,,,9.59,5.49,-2.57,-100.00
BalanceNoncurrInvestments_sq,,,,21.88,,,12.81,-2.46,-50.00,,-2.21,,,,0.04,2.54,-3.65,-11.85
BalanceOtherNoncurrentAssets,,2049000,2165000,3269000,,1805000,951000,927000,,2279000,2130000,2362000,2024000,4639000,3230000,3321000,10036000,7046000
BalanceOtherNoncurrentAssets_yy,,,,,,-11.92,-56.07,-71.63,,26.27,123.94,154.69,,103.51,51.60,40.61,395.77,51.90
BalanceOtherNoncurrentAssets_sy,,,,,,-11.92,-19.78,-22.90,,-22.91,19.53,9.17,,32.01,8.23,-0.16,-31.92,-0.73
BalanceOtherNoncurrentAssets_qq,,,5.67,50.96,-100.00,,-47.30,-2.52,-100.00,,-6.54,10.86,-14.29,129.14,-30.38,2.82,202.23,-29.79
BalanceOtherNoncurrentAssets_sq,,,5.67,7.38,-100.00,,-2.45,3.19,-100.00,,-2.71,0.07,1.47,10.18,-2.94,-1.92,-2.81,-0.45
BalanceCurrentAssets,,47412000,60737000,66829000,,180472000,160050000,156250000,,166810000,221927000,236653000,208321000,157189000,155699000,157813000,92613000,92550000
BalanceCurrentAssets_yy,,,,,,280.65,163.51,133.80,,-7.57,38.66,51.46,,-5.77,-29.84,-33.31,-55.54,-41.12
BalanceCurrentAssets_sy,,,,,,25.12,49.07,65.16,,29.47,13.55,19.22,,-7.82,-26.60,-28.22,-39.73,-23.14
BalanceCurrentAssets_qq,,,28.11,10.03,-100.00,,-11.32,-2.37,-100.00,,33.04,6.64,-11.97,-24.54,-0.95,1.36,-41.31,-0.07
BalanceCurrentAssets_sq,,,20.50,0.42,-52.35,,5.28,-1.32,-67.22,,8.82,6.83,-11.28,-24.25,-0.62,-1.18,-20.82,-2.60
BalanceInventory,,20365000,23206000,29716000,,47562000,43780000,55441000,,82787000,95270000,110435000,111297000,96831000,101902000,103280000,61258000,74838000
BalanceInventory_yy,,,,,,133.54,88.66,86.57,,74.06,117.61,99.19,,16.96,6.96,-6.48,-44.96,-22.71
BalanceInventory_sy,,,,,,13.96,1.12,-3.23,,58.64,83.57,87.90,,34.56,6.41,-6.68,-35.52,-21.30
BalanceInventory_qq,,,13.95,28.06,-100.00,,-7.95,26.63,-100.00,,15.08,15.92,0.78,-13.00,5.24,1.35,-40.69,22.17
BalanceInventory_sq,,,13.59,7.06,-60.46,,-9.60,16.66,-52.26,,27.69,15.29,0.68,-9.90,-0.44,-0.68,-11.42,7.69
BalanceCurrentReceivables,,13570000,20713000,17245000,,14225000,14541000,12209000,,54962000,72241000,67499000,58841000,36731000,29758000,31778000,15738000,13950000
BalanceCurrentReceivables_yy,,,,,,4.82,-29.80,-29.20,,286.38,396.82,452.85,,-33.17,-58.81,-52.92,-73.25,-62.02
BalanceCurrentReceivables_sy,,,,,,6.95,-10.12,8.41,,65.72,37.96,55.21,,-15.00,-10.94,-19.78,-26.24,-12.35
BalanceCurrentReceivables_qq,,,52.63,-16.74,-100.00,,2.22,-16.03,-100.00,,31.44,-6.56,-12.83,-37.58,-18.98,6.79,-50.47,-11.37
BalanceCurrentReceivables_sq,,,23.66,-8.00,-47.66,,1.59,2.83,-58.54,,12.23,-5.98,-9.26,-11.26,9.16,-3.03,-8.86,-2.47
BalanceCurrentInvestments,,5530000,,7315000,,,0,0,,0,6310000,6489000,6086000,8141000,7694000,6350000,0,
BalanceCurrentInvestments_yy,,,,,,-100.00,,-100.00,,,,,,,21.94,-2.15,-100.00,-100.00
BalanceCurrentInvestments_sy,,,,,,13.03,,99.99,,,,,,,-14.29,-2.15,-63.77,-98.53
BalanceCurrentInvestments_qq,,,-100.00,,-100.00,,,,,,,2.84,-6.21,33.77,-5.48,-17.48,-100.00,
BalanceCurrentInvestments_sq,,,-2.90,,-100.00,,,,,,,2.84,2.66,33.77,-5.48,-3.04,-31.82,
BalanceCash,,114000,29000,356000,,96191000,64958000,39146000,,4118000,19987000,22767000,10008000,1181000,649000,664000,734000,142000
BalanceCash_yy,,,,,,84269.17,226076.03,10882.62,,-95.72,-69.23,-41.84,,-71.33,-96.76,-97.09,-92.67,-87.99
BalanceCash_sy,,,,,,629.76,3729.59,1707.10,,26.32,-27.33,7.70,,-48.20,-61.11,-62.38,-62.82,-42.47
BalanceCash_qq,,,-74.81,1141.06,-100.00,,-32.47,-39.74,-100.00,,385.37,13.91,-56.04,-88.20,-45.07,2.31,10.60,-80.67
BalanceCash_sq,,,16.88,35.36,-55.12,,-7.70,-23.15,-80.80,,-7.43,8.91,-27.78,-41.69,-20.05,1.68,-3.44,-16.81
BalanceOtherCurrentAssets,,7833000,16790000,12197000,,22495000,36771000,49454000,,24944000,28119000,29463000,22090000,14305000,15695000,15742000,14883000,3620000
BalanceOtherCurrentAssets_yy,,,,,,187.19,119.01,305.46,,10.89,-23.53,-40.42,,-42.65,-44.18,-46.57,-32.63,-74.69
BalanceOtherCurrentAssets_sy,,,,,,121.11,819.51,196.00,,9.14,-36.42,-40.42,,-42.65,62.91,41.50,72.38,-1.32
BalanceOtherCurrentAssets_qq,,,114.36,-27.36,-100.00,,63.47,34.49,-100.00,,12.73,4.78,-25.02,-35.24,9.72,0.29,-5.46,-75.68
BalanceOtherCurrentAssets_sq,,,28.16,170.12,-100.00,,200.93,-5.83,-100.00,,12.73,48.65,-25.17,-6.98,32.30,32.00,-7.62,-50.23
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,,140548000,160235000,175742000,,287882000,262470000,262677000,,350407000,378624000,423034000,401998000,311614000,312114000,310992000,235989000,218745000
BalanceTotalAssets_yy,,,,,,104.83,63.80,49.47,,21.72,44.25,61.05,,-11.07,-17.57,-26.49,-41.30,-29.80
BalanceTotalAssets_sy,,,,,,28.58,36.82,44.80,,25.02,29.32,26.19,,7.06,-1.30,-3.02,-18.64,-15.63
BalanceTotalAssets_qq,,,14.01,9.68,-100.00,,-8.83,0.08,-100.00,,8.05,11.73,-4.97,-22.48,0.16,-0.36,-24.12,-7.31
BalanceTotalAssets_sq,,,12.24,5.64,-48.62,,3.54,4.98,-50.16,,6.91,4.08,-1.97,-4.20,0.38,0.97,-7.02,-4.93
BalanceCapital,,74342000,77504000,82675000,,175232000,175175000,184191000,,237697000,218240000,243779000,230361000,143507000,136360000,127777000,62107000,43639000
BalanceCapital_yy,,,,,,135.71,126.02,122.79,,35.65,24.58,32.35,,-39.63,-37.52,-47.58,-73.04,-69.59
BalanceCapital_sy,,,,,,26.49,86.90,76.12,,38.23,30.34,18.80,,-6.34,-11.64,-15.97,-35.88,-36.09
BalanceCapital_qq,,,4.25,6.67,-100.00,,-0.03,5.15,-100.00,,-8.19,11.70,-5.50,-37.70,-4.98,-6.29,-51.39,-29.74
BalanceCapital_sq,,,5.96,4.83,-47.67,,5.34,7.19,-49.34,,3.10,-2.51,0.91,-4.40,-1.64,-5.20,-20.35,-14.83
BalanceShareCapital,,123000,123000,1018000,,1278000,1217000,1186000,,1473000,1344000,1460000,1370000,1335000,1405000,1430000,1346000,1298000
BalanceShareCapital_yy,,,,,,942.34,885.19,16.46,,15.29,10.49,23.14,,-9.33,4.49,-2.10,-1.74,-2.83
BalanceShareCapital_sy,,,,,,310.51,442.60,8.23,,7.84,1.80,1.77,,-1.40,,,,
BalanceShareCapital_qq,,,0.76,724.63,-100.00,,-4.76,-2.52,-100.00,,-8.73,8.64,-6.21,-2.50,5.18,1.80,-5.87,-3.58
BalanceShareCapital_sq,,,,0.67,-50.00,,,,-50.00,,-2.89,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,
BalanceReserve,,27716000,27703000,31702000,,113744000,106723000,103103000,,126167000,113074000,121593000,113010000,83386000,86038000,86029000,77171000,73922000
BalanceReserve_yy,,,,,,310.39,285.23,225.23,,10.92,5.95,17.93,,-33.91,-23.91,-29.25,-31.71,-11.35
BalanceReserve_sy,,,,,,19.54,3.96,0.59,,10.92,3.69,-6.15,,0.96,,,-6.76,4.06
BalanceReserve_qq,,,-0.05,14.43,-100.00,,-6.17,-3.39,-100.00,,-10.38,7.53,-7.06,-26.21,3.18,-0.01,-10.30,-4.21
BalanceReserve_sq,,,-0.02,18.00,-4.71,,,-1.18,-52.18,,,2.47,,,1.59,1.78,-5.15,-2.36
BalanceNonshareCapital,,698000,468000,777000,,868000,1200000,1180000,,0,0,203000,0,182000,156000,163000,112000,69000
BalanceNonshareCapital_yy,,,,,,24.37,156.28,51.86,,-100.00,-100.00,-82.78,,,,-20.04,,-61.78
BalanceNonshareCapital_sy,,,,,,13.93,81.54,151.03,,3.51,3.54,-33.48,,,,-17.26,,-3.88
BalanceNonshareCapital_qq,,,-32.96,66.06,-100.00,,38.14,-1.60,-100.00,,,,-100.00,,-13.96,3.92,-30.84,-38.18
BalanceNonshareCapital_sq,,,-5.04,5.40,16.67,,3.40,-0.88,-50.20,,,,-1.58,,-0.86,0.57,-1.31,-4.20
BalanceNoncurrentLiabilities,,26117000,26727000,32082000,,21167000,19334000,19474000,,81139000,112980000,137759000,133339000,122463000,125866000,126901000,121033000,68645000
BalanceNoncurrentLiabilities_yy,,,,,,-18.96,-27.66,-39.30,,283.34,484.36,607.41,,50.93,11.41,-7.88,-9.23,-43.95
BalanceNoncurrentLiabilities_sy,,,,,,5.94,-4.53,-2.04,,15.65,30.98,46.84,,37.16,10.57,-1.88,-5.32,-16.08
BalanceNoncurrentLiabilities_qq,,,2.33,20.04,-100.00,,-8.66,0.72,-100.00,,39.24,21.93,-3.21,-8.16,2.78,0.82,-4.62,-43.28
BalanceNoncurrentLiabilities_sq,,,8.75,0.84,-49.04,,-3.08,0.10,-50.04,,3.51,6.63,-2.21,2.81,0.70,-1.05,-4.40,-6.26
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,6000,,0,,0,0,570000,,61189000,95731000,120400000,117081000,106167000,109799000,109909000,103452000,46371000
BalanceNoncurrentBorrowings_yy,,,,,,-100.00,,,,,,21037.60,,73.51,14.69,-8.71,-11.64,-56.32
BalanceNoncurrentBorrowings_sy,,,,,,-27.32,,,,,,155.98,,48.48,2.72,-4.66,-10.54,-7.48
BalanceNoncurrentBorrowings_qq,,,-100.00,,,,,,-100.00,,56.45,25.77,-2.76,-9.32,3.42,0.10,-5.87,-55.18
BalanceNoncurrentBorrowings_sq,,,-6.93,,,,,,-53.23,,34.82,9.74,-2.58,-1.88,-0.60,-1.72,-4.94,-5.50
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,
