,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_sq,,4.52,-26.54,305.77,-22.64,-50.35,16.21,63.11,-67.92,223.48,60.00,181.82,-64.18,126.31,-34.27,32.92,-78.34,48.69,-27.69,211.83,-67.61,29.25,-28.03,175.00,-60.12,10.15,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,237000,790000,322000,1347000,121000,717000,996000,2497000,1137000,2587000,1515000,3199000,2316000,1672000,1376000,1909000,1145000,2623000,2255000,3697000,2073000,3147000,2153000,4548000,2046000,2886000,2469000,3692000,2269000,3008000,2378000,3348000,2527000,3895000,2207000,4229000,2442000,2860000,3374000,3751000,2590000,2650000,2637000,3044000,1289000,961000,1979000,759000,1151000,1339000
IncomeEBIT_yy,,,,,-48.95,-9.24,209.32,85.37,839.67,260.81,52.11,28.11,103.69,-35.37,-9.17,-40.33,-50.56,56.88,63.88,93.66,81.05,19.98,-4.52,23.02,-1.30,-8.29,14.68,-18.82,10.90,4.23,-3.69,-9.32,11.37,29.49,-7.19,26.31,-3.36,-26.57,52.88,-11.30,6.06,-7.34,-21.84,-18.85,-50.23,-63.74,-24.95,-75.07,-10.71,39.33
IncomeEBIT_sy,,,,,-25.34,64.17,36.68,30.92,-25.05,23.94,62.92,28.92,39.62,-21.94,-12.98,-35.23,17.56,-22.79,26.76,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,233.33,-59.24,318.32,-91.02,492.56,38.91,150.70,-54.47,127.53,-41.44,111.16,-27.60,-27.81,-17.70,38.74,-40.02,129.08,-14.03,63.95,-43.93,51.81,-31.59,111.24,-55.01,41.06,-14.45,49.53,-38.54,32.57,-20.94,40.79,-24.52,54.14,-43.34,91.62,-42.26,17.12,17.97,11.17,-30.95,2.32,-0.49,15.43,-57.65,-25.45,105.93,-61.65,51.65,16.33
IncomeEBIT_sq,,15.30,0.52,48.92,-84.62,135.52,-10.34,-17.40,-23.02,63.64,18.55,-72.54,98.14,41.34,2.74,-38.52,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,,,,35000,169000,174000,94000,43000,0,78000,7000,11000,15000,48000,11000,-66000,5000,0,280000,-147000,13000,357000,-339000,99000,73000,98000,105000,203000,124000,195000,66000,151000,134000,114000,36000,88000,45000,26000,51000,94000,53000,67000,56000,70000,67000,77000,69000,96000,46000,60000
IncomeFinanceIncome_yy,,,,,,,,22.86,-100.00,-55.17,-92.55,-74.42,,-38.46,57.14,-700.00,-66.67,-100.00,2445.45,-122.73,160.00,,-221.07,167.35,461.54,-72.55,130.97,105.05,69.86,98.98,-37.14,-25.62,8.06,-41.54,-45.45,-41.72,-66.42,-77.19,41.67,6.82,17.78,157.69,9.80,-25.53,26.42,14.93,23.21,37.14,-31.34,-22.08
IncomeFinanceIncome_sy,,,,,,,,133.02,2.68,291.46,328.20,-14.54,,-43.65,-65.00,-8.03,-63.77,-20.00,27.66,11.16,38.80,,77.11,101.02,59.72,-7.39,22.72,-50.69,55.56,25.45,-64.12,-30.23,-26.03,-44.54,40.74,27.80,-1.92,-43.50,-34.72,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,,,,382.86,2.96,-45.98,-54.26,-100.00,,-91.03,57.14,36.36,220.00,-77.08,-700.00,107.58,-100.00,,-152.50,108.84,2646.15,-194.96,129.20,-26.26,34.25,7.14,93.33,-38.92,57.26,-66.15,128.79,-11.26,-14.93,-68.42,144.44,-48.86,-42.22,96.15,84.31,-43.62,26.42,-16.42,25.00,-4.29,14.93,-10.39,39.13,-52.08,30.43
IncomeFinanceIncome_sq,,,,,68.39,-62.01,10.00,32.81,-29.39,,-66.87,-13.04,12.82,1.12,-51.38,-50.24,38.84,78.57,,100.00,19.52,18.57,7.10,17.27,-29.47,-4.55,1.43,-19.05,3.57,-7.28,-35.65,19.65,,-1.25,-6.62,117.92,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,28000,63000,69000,34000,14000,12000,11000,59000,55000,105000,48000,82000,126000,468000,129000,687000,411000,697000,746000,393000,447000,1082000,20000,1995000,506000,644000,608000,1196000,638000,582000,643000,821000,581000,804000,594000,527000,716000,458000,607000,671000,692000,397000,492000,2224000,505000,509000,513000,43948000,492000,796000
IncomeFinanceCosts_yy,,,,,-50.00,-80.95,-84.06,73.53,292.86,775.00,336.36,38.98,129.09,345.71,168.75,737.80,226.19,48.93,478.29,-42.79,8.76,55.24,-97.32,407.63,13.20,-40.48,2940.00,-40.05,26.09,-9.63,5.76,-31.35,-8.93,38.14,-7.62,-35.81,23.24,-43.03,2.19,27.32,-3.35,-13.32,-18.95,231.45,-27.02,28.21,4.27,1876.08,-2.57,56.39
IncomeFinanceCosts_sy,,,,,8.19,-33.55,20.91,20.42,30.68,102.31,47.42,1.32,14.95,-31.78,15.46,-38.02,0.61,44.34,20.06,-10.06,-6.07,26.94,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,125.00,9.52,-50.72,-58.82,-14.29,-8.33,436.36,-6.78,90.91,-54.29,70.83,53.66,271.43,-72.44,432.56,-40.17,69.59,7.03,-47.32,13.74,142.06,-98.15,9875.00,-74.64,27.27,-5.59,96.71,-46.66,-8.78,10.48,27.68,-29.23,38.38,-26.12,-11.28,35.86,-36.03,32.53,10.54,3.13,-42.63,23.93,352.03,-77.29,0.79,0.79,8466.86,-98.88,61.79
IncomeFinanceCosts_sq,,56.74,-44.60,125.00,-21.32,-1.14,7.96,44.04,3.98,10.02,-11.76,37.30,-29.14,-19.64,68.14,1.62,,6.84,26.40,8.54,-11.97,38.16,-8.65,26.56,-2.43,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,209000,727000,253000,1348000,276000,879000,1079000,2481000,1082000,2560000,1474000,3128000,2205000,1252000,1258000,1156000,739000,1926000,1789000,3157000,1639000,2422000,1794000,2652000,1613000,2340000,1966000,2699000,1755000,2621000,1801000,2678000,2080000,3205000,1649000,3790000,1771000,2428000,2818000,3174000,1951000,2320000,2201000,890000,851000,529000,1535000,-43093000,705000,603000
IncomeNetGrossProfit_yy,,,,,32.06,20.91,326.48,84.05,292.03,191.24,36.61,26.08,103.79,-51.09,-14.65,-63.04,-66.49,53.83,42.21,173.10,121.79,25.75,0.28,-16.00,-1.59,-3.39,9.59,1.77,8.80,12.01,-8.39,-0.78,18.52,22.28,-8.44,41.52,-14.86,-24.24,70.89,-16.25,10.16,-4.45,-21.89,-71.96,-56.38,-77.20,-30.26,-4941.91,-17.16,13.99
IncomeNetGrossProfit_sy,,,,,33.24,85.37,5.22,13.78,102.86,46.50,45.23,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,247.85,-65.20,432.81,-79.53,218.48,22.75,129.94,-56.39,136.60,-42.42,112.21,-29.51,-43.22,0.48,-8.11,-36.07,160.62,-7.11,76.47,-48.08,47.77,-25.93,47.83,-39.18,45.07,-15.98,37.28,-34.98,49.34,-31.29,48.70,-22.33,54.09,-48.55,129.84,-53.27,37.10,16.06,12.63,-38.53,18.91,-5.13,-59.56,-4.38,-37.84,190.17,-2907.36,101.64,-14.47
IncomeNetGrossProfit_sq,,15.09,19.20,33.26,-70.24,69.27,-5.28,2.19,-70.03,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,209000,727000,253000,1348000,276000,879000,1079000,2481000,1082000,2560000,1474000,3128000,2205000,1252000,1258000,1156000,739000,1926000,1789000,3157000,1639000,2422000,1794000,2652000,1613000,2340000,1966000,2699000,1755000,2621000,1801000,2678000,2080000,3205000,1649000,3790000,1771000,2428000,2818000,3174000,1951000,2320000,2201000,890000,851000,529000,1535000,-43093000,705000,603000
IncomeBeforeTaxProfit_yy,,,,,32.06,20.91,326.48,84.05,292.03,191.24,36.61,26.08,103.79,-51.09,-14.65,-63.04,-66.49,53.83,42.21,173.10,121.79,25.75,0.28,-16.00,-1.59,-3.39,9.59,1.77,8.80,12.01,-8.39,-0.78,18.52,22.28,-8.44,41.52,-14.86,-24.24,70.89,-16.25,10.16,-4.45,-21.89,-71.96,-56.38,-77.20,-30.26,-4941.91,-17.16,13.99
IncomeBeforeTaxProfit_sy,,,,,33.24,85.37,5.22,13.78,102.86,46.50,39.01,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,247.85,-65.20,432.81,-79.53,218.48,22.75,129.94,-56.39,136.60,-42.42,112.21,-29.51,-43.22,0.48,-8.11,-36.07,160.62,-7.11,76.47,-48.08,47.77,-25.93,47.83,-39.18,45.07,-15.98,37.28,-34.98,49.34,-31.29,48.70,-22.33,54.09,-48.55,129.84,-53.27,37.10,16.06,12.63,-38.53,18.91,-5.13,-59.56,-4.38,-37.84,190.17,-2907.36,101.64,-14.47
IncomeBeforeTaxProfit_sq,,15.09,19.20,33.26,-70.24,69.27,-5.28,2.19,-60.56,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
