,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetGrossProfit,2080000,1024000,2127000,1824000,2458000,1637000,2476000,1629000,3380000,2419000,1672000,1907000,1901000,1390000,5473000,3126000,4823000,2561000,3993000,5207000,6000000,2943000,4319000,4038000,4790000,2708000,1341000,6694000,6805000,3607000,2398000,5262000,6493000,-1884000,1098000,1199000,2622000,-15074000,-2105000,-5614000,-62000,-2865000,-1899000,-120000,574000,-1369000,-1090000,2298000,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860000,1402000
IncomeBeforeTaxProfit,2080000,1024000,2127000,1824000,2458000,1637000,2476000,1629000,3380000,2419000,1672000,1907000,1901000,1390000,5473000,3126000,4823000,2561000,3993000,5207000,6000000,2943000,4319000,4038000,4790000,2708000,1341000,6694000,6805000,3607000,2398000,5262000,6493000,-1884000,1098000,1199000,2622000,-15074000,-2105000,-5614000,-62000,-2865000,-1899000,-120000,574000,-1369000,-1090000,2298000,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693000,1127000
IncomeNetProfit,1704000,799000,1763000,1790000,1952000,1302000,1987000,1251000,2810000,2048000,1417000,1382000,1498000,1129000,4990000,2913000,3663000,1861000,3393000,3902000,4796000,2144000,3452000,3149000,3790000,2103000,612000,6104000,5560000,3034000,1704000,3898000,5375000,-1413000,724000,516000,2198000,-13692000,-2488000,-3770000,-46000,-2160000,-2250000,221000,424000,-1068000,-908000,1869000,693000,1127000
IncomeShareholderNetProfit,1704000,799000,1763000,1790000,1952000,1302000,1987000,1251000,2712000,2023000,1337000,1397000,1468000,1129000,4990000,2913000,3663000,1861000,3393000,3902000,4796000,2144000,3452000,3149000,3790000,2103000,612000,6104000,5560000,3034000,1704000,3898000,5375000,-1413000,724000,516000,2198000,-13692000,-2488000,-3770000,-46000,-2160000,-2250000,221000,424000,-1068000,-908000,1869000,,
BalanceNoncurrentAssets,6861000,7287000,7309000,9137000,9468000,11276000,21674000,39092000,55560000,55146000,56205000,54764000,80332000,79854000,81683000,80327000,79250000,79900000,109945000,108881000,110182000,114142000,119779000,128297000,131049000,132396000,135360000,135923000,137507000,138853000,138057000,136207000,135120000,113763000,113182000,123148000,119953000,105146000,103645000,103068000,101606000,102533000,102076000,104063000,69000,26000,19000,145000,130000,540000
BalanceIntangibleAssets,573000,643000,1365000,2714000,1211000,1077000,1048000,2152000,2071000,1897000,1945000,1872000,1769000,13791000,13724000,13673000,13600000,13570000,13644000,13584000,13702000,13704000,14444000,15807000,15935000,15922000,16028000,3624000,3544000,15707000,15625000,3452000,3375000,3479000,3478000,3519000,3578000,3774000,6050000,6476000,6567000,8154000,8455000,10184000,20526000,37805000,52922000,51156000,53767000,51815000
BalanceProperty,77499000,76863000,78518000,77302000,76361000,77025000,77238000,94001000,95436000,99505000,105190000,113371000,116049000,117437000,120264000,120584000,121319000,121241000,120251000,117928000,116254000,109306000,108871000,106813000,103713000,101051000,99630000,98977000,97549000,98357000,97895000,99617000,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,0,0,0,0,47000,47000,47000,47000,47000,47000,47000,47000,319000,296000,171000,171000,171000,202000,202000,202000,202000,202000,9000,9000,9000,4000,4000,4000,11000,,619000,,,,,,0,4000,4000,29997000,4000,4000,4000
BalanceNoncurrInvestments,5000,4000,104000,4000,4000,4000,4000,,,,,,,,,,,,733000,776000,714000,834000,879000,548000,564000,644000,1273000,657000,1227000,1872000,1785000,839000,1094000,1128000,940000,999000,941000,1085000,1018000,960000,984000,1305000,1205000,1324000,1343000,1584000,1693000,1758000,1824000,2357000
BalanceOtherNoncurrentAssets,2838000,514000,471000,457000,444000,472000,438000,410000,377000,455000,401000,672000,9331000,11500000,12785000,11997000,14105000,49965000,45317000,30744000,30232000,29679000,27025000,26689000,48446000,57333000,61897000,71006000,66101000,86059000,86675000,72469000,71050000,71080000,63070000,86683000,94024000,93172000,88640000,92419000,96057000,78026000,83966000,95382000,98530000,73447000,65954000,68495000,65999000,50697000
BalanceCurrentAssets,65753000,75361000,87952000,71135000,75801000,86692000,3915000,3743000,4439000,3535000,5474000,6998000,7705000,7053000,12462000,13790000,12446000,10833000,19145000,18167000,16276000,24191000,19819000,23768000,31448000,26742000,24705000,24718000,28819000,33113000,29709000,29921000,40620000,33860000,33167000,28615000,34058000,36677000,34240000,32592000,34797000,32522000,27582000,24765000,29546000,29970000,31764000,31895000,39952000,36304000
BalanceInventory,5220000,7352000,7775000,7529000,7510000,9156000,9258000,12496000,10127000,10600000,13639000,10191000,20872000,30861000,33565000,30608000,35088000,31981000,30412000,42021000,41612000,39260000,28595000,42142000,51767000,41281000,37643000,49598000,53863000,43440000,43326000,54424000,55475000,31690000,29441000,34249000,37173000,22718000,30348000,40960000,48963000,30951000,32569000,46761000,,,,,,
BalanceCurrentReceivables,,0,,62000,35000,26000,14000,0,2260000,4198000,4286000,8648000,7516000,19323000,19320000,64000,,,,,,,,,,,,,,,,,,,,,153000,243000,410000,873000,1089000,33701000,28305000,9517000,7443000,5185000,670000,5530000,5811000,3779000
BalanceCurrentInvestments,7712000,7328000,3296000,10903000,5282000,3222000,4358000,7005000,5282000,10805000,12077000,21814000,9874000,8169000,8412000,5573000,6072000,3353000,8049000,8751000,1047000,419000,409000,2834000,5378000,3335000,6365000,7363000,2168000,1619000,43000,162000,161000,60000,32000,110000,49000,1616000,165000,78000,256000,135000,358000,328000,58000,231000,382000,84000,213000,420000
BalanceCash,375000,97000,374000,623000,471000,156000,503000,792000,615000,398000,510000,928000,766000,414000,669000,1305000,835000,380000,481000,1096000,860000,926000,1112000,2008000,,,,,,,,,,,,0,,,,348000,346000,,,,,,0,0,0,0
BalanceOtherCurrentAssets,1706000,1706000,1952000,1952000,1753000,1753000,1753000,1753000,903000,903000,5555000,5555000,559000,1833000,983000,983000,424000,983000,424000,16192000,18787000,20094000,21134000,23573000,61241000,66991000,69836000,85792000,84825000,83230000,81801000,129124000,137187000,143580000,151333000,145351000,165959000,196620000,181350000,181232000,185222000,182849000,216686000,226779000,227520000,225952000,230095000,235317000,218632000,223776000
BalanceAssetsForSale,232492000,234553000,192765000,184691000,192202000,187785000,156826000,170381000,178853000,190541000,174092000,177877000,190755000,5524000,4901000,6605000,7404000,9185000,51996000,55563000,55503000,58606000,59723000,57472000,59765000,64787000,76102000,84165000,87529000,85198000,92011000,97878000,86628000,89077000,90207000,90264000,91368000,97154000,99972000,101710000,98177000,103452000,101816000,102668000,94337000,96582000,81508000,79075000,88928000,88873000
BalanceTotalAssets,73458000,73743000,77794000,91889000,90525000,89652000,91552000,512000,512000,512000,512000,529000,719000,719000,719000,719000,719000,719000,719000,719000,771000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,772000,848000,1148000,1148000,1148000
BalanceCapital,1148000,,,,,,,,0,,0,,-1859000,-2262000,-2373000,-2753000,-2764000,-2764000,0,0,0,,-118000,-229000,-229000,-1574000,-2211000,-2211000,-2330000,-2330000,-2330000,-2330000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2331000,-2332000,-2332000,-2332000,-2332000,5225000
BalanceShareCapital,2569000,2569000,2569000,6893000,47724000,47724000,50907000,50907000,52066000,55882000,55883000,55871000,69570000,69344000,69315000,76452000,69472000,77065000,72906000,72923000,72795000,72300000,72564000,72548000,72503000,72533000,72304000,72123000,71986000,72115000,72298000,72247000,68893000,68951000,69045000,69140000,69308000,71843000,75597000,88969000,88673000,88708000,88739000,,,,,,,
BalanceOwnShares,0,,0,,615000,324000,392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730000,4406000,4129000,7080000,5686000,1516000,853000,3089000,4474000,4143000,7566000
BalanceReserve,7228000,27242000,25184000,23158000,21400000,20253000,18268000,39347000,40511000,46521000,51080000,58183000,61550000,70344000,63870000,61208000,58890000,56341000,53283000,50300000,48603000,52858000,49134000,49136000,11169000,10756000,44581000,42865000,40530000,37452000,34314000,34116000,33083000,883000,3513000,3211000,6058000,4671000,529000,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117000,2433000,2322000,2353000,5269000,4789000,22228000,20763000,17682000,15916000,14958000,12543000,33442000,33129000
BalanceNoncurrentLiabilities,39086000,43088000,49790000,52277000,61018000,54695000,51927000,49483000,46918000,43361000,40514000,37412000,42211000,37838000,37766000,586000,465000,36489000,34564000,32528000,29484000,26437000,26532000,24451000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,847000,893000,918000,1022000,1015000,987000,736000,656000,2152000,1790000,2297000,2439000,5014000,4421000,5476000,5484000,5295000,5725000,5905000,7382000,7435000,7992000,8393000,9273000,9326000,9175000
BalanceNoncurrentObligations,9281000,9407000,9423000,9922000,9786000,11191000,10647000,11296000,11370000,10583000,10291000,8092000,8301000,8002000,7968000,7877000,7584000,8632000,8938000,9480000,9360000,6650000,8702000,7729000,10575000,11244000,22097000,20635000,17800000,14808000,37095000,35901000,36257000,42404000,39900000,55680000,59395000,54211000,45634000,43935000,34402000,63768000,59281000,63678000,63034000,73028000,75524000,63533000,70808000,89552000
BalanceNoncurrentLeasing,85113000,62123000,56480000,92105000,88156000,38787000,53773000,60529000,61200000,49253000,54109000,66120000,8558000,8833000,8782000,5703000,7688000,6393000,7095000,3927000,9468000,8115000,6392000,3733000,9293000,16898000,18966000,21246000,15597000,19301000,23213000,20665000,18438000,21944000,17102000,27815000,31903000,30442000,29924000,29324000,34742000,26470000,31070000,40493000,44855000,32274000,29568000,32342000,25854000,17457000
BalanceNoncurrentOtherLiabilities,24098000,28837000,35773000,25305000,28140000,35506000,,,,,,,,551000,494000,3702000,3699000,2232000,2228000,6970000,9454000,5193000,9509000,8624000,23118000,20890000,6837000,12699000,9026000,6052000,7774000,14476000,19339000,19330000,21836000,26508000,24943000,26774000,25085000,18665000,22785000,19891000,54582000,54845000,15090000,22181000,23747000,17320000,18308000,18323000
BalanceCurrentLiabilities,20371000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,298000,438000,399000,428000,416000,649000,1884000,5923000,2609000,2654000,3194000,2708000,14537000,3121000,2996000,3443000,5030000,3108000,8353000,17642000,5499000,4089000,3802000,20371000,5649000,5891000,6535000,14924000,7769000,5847000,6262000,16365000,14313000,6517000,5266000,4069000,6044000,5621000,6934000,7619000,7800000,5288000,7276000,9576000,82000,209000,179000,519000,598000
BalanceCurrentObligations,687000,1045000,900000,6318000,6167000,5982000,6139000,6295000,6428000,9102000,8206000,10649000,10153000,6939000,9067000,8998000,8876000,7446000,7808000,7253000,8006000,7245000,6944000,6505000,6273000,6702000,7609000,7280000,547000,1755000,1112000,1413000,619000,560000,326000,307000,352000,370000,667000,16192000,18787000,20094000,21134000,23573000,61241000,0,66991000,0,69836000,0
BalanceCurrentLeasing,85792000,84825000,83230000,0,81801000,129124000,137187000,0,143580000,151333000,145351000,0,165959000,196620000,181350000,181232000,185222000,182849000,216686000,226779000,227520000,225952000,230095000,235317000,218632000,223776000,232492000,234553000,192765000,184691000,192202000,187785000,156826000,170381000,178853000,190541000,174092000,177877000,190755000,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,384000,-25000,2183000,644000,469000,948000,1189000,4767000,-2802000,200000,2151000,9143000,-510000,-542000,2517000,3880000,-665000,3003000,7259000,8651000,-2850000,1749000,3783000,8755000,1354000,2023000,7025000,10512000,3342000,6534000,6652000,15633000,-3177000,1986000,10187000,7409000,3867000,2708000,13165000,5794000,-3659000,2503000,725000,5339000,-4156000,-4551000,47000,5548000,-4177000,2893000
CashflowAmortization,175000,252000,188000,200000,226000,250000,340000,564000,562000,545000,860000,885000,1038000,1118000,1103000,1147000,989000,1492000,1536000,1559000,1646000,1646000,1658000,1713000,1745000,1976000,2288000,2102000,1934000,1925000,2424000,2104000,2277000,2345000,2326000,2455000,2600000,2618000,2554000,2370000,2199000,2247000,2261000,2302000,2257000,717000,1572000,1564000,1495000,1514000
CashflowInvestingCashflow,-422000,-634000,-273000,-1776000,-502000,-2383000,-4903000,-6447000,-5178000,-13272000,-8041000,-6765000,-1270000,-1722000,-1660000,721000,-14381000,-2649000,-2814000,-2342000,-4700000,583000,-12418000,-3048000,-26332000,12749000,-3529000,-6570000,-7546000,-5455000,-15153000,-3488000,-5164000,-2624000,-3851000,-4421000,-1723000,-281000,-1001000,-243000,-578000,-91000,-330000,1548000,-101000,-37000,-506000,-1801000,-307000,-2845000
CashflowCapex,422000,634000,273000,1776000,527000,2383000,4918000,6510000,5196000,13290000,2599000,11098000,1100000,1745000,1677000,648000,472000,749000,2994000,2134000,378000,631000,1353000,2615000,1499000,1577000,3593000,6450000,7548000,5482000,4981000,3570000,5240000,2633000,3851000,5371000,1732000,324000,1007000,473000,578000,577000,408000,853000,289000,838000,529000,1916000,988000,2926000
CashflowFinancingCashflow,-466000,750000,-1749000,1591000,255000,34055000,675000,-684000,-56000,2315000,-2763000,4219000,-488000,-2241000,82000,-686000,13234000,-2375000,-715000,-6161000,7195000,-6396000,11527000,-963000,19374000,-16961000,-2342000,-1300000,2475000,3480000,9828000,-2418000,-3599000,-1067000,-6094000,-5826000,-1645000,-5146000,-7468000,-4596000,-3468000,-3038000,-407000,-4450000,4305000,5044000,3489000,-2748000,-712000,-597000
CashflowShareCapitalCash,,,,,18000,41020000,0,0,,57000,,,0,0,0,0,-12000,3572000,0,0,-8000,,,,,,,,,,,,,,,,,,,,6302000,13999000,0,,,,,1750000,,
CashflowDividend,0,,0,3593000,0,,3476000,54000,0,,3459000,59000,0,,4630000,0,0,,12013000,52000,,5080000,7000,,7122000,0,,,5087000,3815000,1180000,,,,,,-504000,91000,161000,459000,222000,32620000,-3039000,-2364000,-8036000,-10757000,-8653000,6597000,-2268000,-4505000
CashflowNetCashflow,939000,3915000,-1812000,-2021000,3730000,148000,-355000,-4064000,2892000,4744000,-5604000,-2189000,1154000,2642000,-1729000,4559000,1327000,9727000,-11940000,-1705000,242000,-2838000,499000,-2719000,4696000,955000,-7705000,-626000,-12000,2437000,48000,456000,3030000,999000,-5196000,-549000,,,,,,,,,,,,,,
