,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceCosts_yy,,,,,-100.00,-100.00,100.00,375.28,,,,-90.54,93.75,-60.00,-97.50,-92.50,-93.55,-87.50,200.00,-33.33,,
IncomeFinanceCosts_sy,,,,,-8.49,12.96,-8.69,-6.33,,,,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,,
IncomeFinanceCosts_qq,,23.30,-123.36,200.00,-100.00,,,,-96.22,150.00,,,-22.50,-48.39,-93.75,200.00,-33.33,,50.00,-33.33,,
IncomeFinanceCosts_sq,,0.15,-6.52,1.46,-2.02,,,,-19.60,10.76,,,-4.63,22.86,-15.05,19.43,-2.88,,-4.86,23.92,,
IncomeOtherIncome,-2434000,-1998000,-14753000,4450000,821000,-9738000,-2571000,-6102000,5205000,-4576000,1157000,-770000,1682000,-1472000,-1315000,11016000,-6843000,-2729000,-341000,-3989000,-139000,-7376000
IncomeOtherIncome_yy,,,,,133.73,-387.39,82.57,-237.12,533.98,53.01,145.00,87.38,-67.68,67.83,-213.66,1530.65,-506.84,-85.39,74.07,-136.21,97.97,-170.28
IncomeOtherIncome_sy,,,,,-100.00,96.90,100.00,100.00,86.33,76.50,49.25,-90.92,-17.97,58.91,-69.64,100.00,-30.59,100.00,207.69,29.88,40.92,-135.14
IncomeOtherIncome_qq,,17.91,-638.39,130.16,-81.55,-1286.11,73.60,-137.34,185.30,-187.92,125.28,-166.55,318.44,-187.51,10.67,937.72,-162.12,60.12,87.50,-1069.79,96.52,-5206.47
IncomeOtherIncome_sq,,-26.57,-10.51,98.27,-81.55,100.00,-31.56,-96.63,-18.68,-41.32,102.78,-100.00,42.33,-71.64,-12.79,48.08,100.00,98.20,-61.82,-60.58,98.26,9.50
IncomeNetGrossProfit,-4054000,-4000000,-14979000,12571000,1069000,-12641000,-4996000,-2926000,4979000,-4348000,1097000,-901000,1470000,-1592000,-884000,11215000,-5488000,-3525000,-283000,-3661000,-93000,-7479000
IncomeNetGrossProfit_yy,,,,,126.37,-216.02,66.65,-123.28,365.76,65.60,121.96,69.21,-70.48,63.39,-180.58,1344.73,-473.33,-121.42,67.99,-132.64,98.31,-112.17
IncomeNetGrossProfit_sy,,,,,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,1.33,-274.47,183.92,-91.50,-1282.51,60.48,41.43,270.16,-187.33,125.23,-182.13,263.15,-208.30,44.47,1368.67,-148.93,35.77,91.97,-1193.64,97.46,-7941.94
IncomeNetGrossProfit_sq,,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-4054000,-4000000,-14979000,12571000,1069000,-12641000,-4996000,-2926000,4979000,-4348000,1097000,-901000,1470000,-1592000,-884000,11215000,-5488000,-3525000,-283000,-3661000,-93000,-7479000
IncomeBeforeTaxProfit_yy,,,,,126.37,-216.02,66.65,-123.28,365.76,65.60,121.96,69.21,-70.48,63.39,-180.58,1344.73,-473.33,-121.42,67.99,-132.64,98.31,-112.17
IncomeBeforeTaxProfit_sy,,,,,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,1.33,-274.47,183.92,-91.50,-1282.51,60.48,41.43,270.16,-187.33,125.23,-182.13,263.15,-208.30,44.47,1368.67,-148.93,35.77,91.97,-1193.64,97.46,-7941.94
IncomeBeforeTaxProfit_sq,,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-3947000,-4001000,-14979000,12465000,1069000,-12582000,-5080000,-2938000,4960000,-4351000,1148000,-893000,1470000,-1592000,-884000,11215000,-5506000,-3525000,-283000,-3662000,-93000,-7479000
IncomeNetProfit_yy,,,,,127.08,-214.47,66.09,-123.57,363.99,65.42,122.60,69.61,-70.36,63.41,-177.00,1355.88,-474.56,-121.42,67.99,-132.65,98.31,-112.17
IncomeNetProfit_sy,,,,,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,-1.37,-274.38,183.22,-91.42,-1276.99,59.62,42.17,268.82,-187.72,126.38,-177.79,264.61,-208.30,44.47,1368.67,-149.09,35.98,91.97,-1193.99,97.46,-7941.94
IncomeNetProfit_sq,,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,-3871000,-3892000,-14849000,12150000,1069000,-12582000,-5080000,-2938000,4960000,-4351000,1148000,-893000,1470000,-1592000,-884000,11215000,-5506000,-3525000,-283000,-3662000,-93000,-7479000
IncomeShareholderNetProfit_yy,,,,,127.62,-223.28,65.79,-124.18,363.99,65.42,122.60,69.61,-70.36,63.41,-177.00,1355.88,-474.56,-121.42,67.99,-132.65,98.31,-112.17
IncomeShareholderNetProfit_sy,,,,,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,-0.54,-281.53,181.82,-91.20,-1276.99,59.62,42.17,268.82,-187.72,126.38,-177.79,264.61,-208.30,44.47,1368.67,-149.09,35.98,91.97,-1193.99,97.46,-7941.94
IncomeShareholderNetProfit_sq,,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,,,,,,,,,34000,30000,26000,22000,18000,14000,10000,6000,25000,23000,20000,18000,16000,14000
BalanceNoncurrentAssets_yy,,,,,,,,,,,,,-47.06,-53.33,-61.54,-72.73,38.89,64.29,100.00,200.00,-36.00,-39.13
BalanceNoncurrentAssets_sy,,,,,,,,,,,,,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,,,,,,,,,-11.76,-13.33,-15.38,-18.18,-22.22,-28.57,-40.00,316.67,-8.00,-13.04,-10.00,-11.11,-12.50
BalanceNoncurrentAssets_sq,,,,,,,,,,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,
BalanceIntangibleAssets_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceIntangibleAssets_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceIntangibleAssets_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceIntangibleAssets_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceProperty,,,,,,,,,34000,30000,26000,22000,18000,14000,10000,6000,25000,23000,20000,18000,16000,14000
BalanceProperty_yy,,,,,,,,,,,,,-47.06,-53.33,-61.54,-72.73,38.89,64.29,100.00,200.00,-36.00,-39.13
BalanceProperty_sy,,,,,,,,,,,,,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66,-1.95
BalanceProperty_qq,,,,,,,,,,-11.76,-13.33,-15.38,-18.18,-22.22,-28.57,-40.00,316.67,-8.00,-13.04,-10.00,-11.11,-12.50
BalanceProperty_sq,,,,,,,,,,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96,-0.06
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentAssets,91004000,78930000,51129000,49246000,51863000,35568000,28204000,25406000,31975000,27678000,30191000,28403000,30374000,27242000,26335000,40010000,33082000,28575000,28261000,24766000,24663000,17225000
BalanceCurrentAssets_yy,,,,,-43.01,-54.94,-44.84,-48.41,-38.35,-22.18,7.05,11.80,-5.01,-1.58,-12.77,40.87,8.92,4.89,7.31,-38.10,-25.45,-39.72
BalanceCurrentAssets_sy,,,,,6.98,8.34,1.95,-4.26,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38,-9.40,-1.62,-14.46
BalanceCurrentAssets_qq,,-13.27,-35.22,-3.68,5.31,-31.42,-20.70,-9.92,25.86,-13.44,9.08,-5.92,6.94,-10.31,-3.33,51.93,-17.32,-13.62,-1.10,-12.37,-0.42,-30.16
BalanceCurrentAssets_sq,,5.58,0.95,1.39,-0.62,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24,-3.42
BalanceInventory,80000,274000,92000,,,,,,,6000,,,,,,,,,,,,
BalanceInventory_yy,,,,,-100.00,-100.00,-100.00,,,,,,,-100.00,,,,,,,,
BalanceInventory_sy,,,,,3.00,-32.96,-44.79,,,,,,,7.17,,,,,,,,
BalanceInventory_qq,,242.50,-66.42,-100.00,,,,,,,-100.00,,,,,,,,,,,
BalanceInventory_sq,,18.18,1.26,-24.38,,,,,,,-9.46,,,,,,,,,,,
BalanceCurrentReceivables,12288000,12622000,13529000,9325000,9509000,9881000,5811000,4401000,5764000,4605000,4652000,3483000,6056000,5118000,4672000,4666000,4633000,4781000,5773000,9114000,8969000,6107000
BalanceCurrentReceivables_yy,,,,,-22.62,-21.72,-57.05,-52.80,-39.38,-53.40,-19.94,-20.86,5.07,11.14,0.43,33.96,-23.50,-6.58,23.57,95.33,93.59,27.73
BalanceCurrentReceivables_sy,,,,,12.47,7.77,9.73,-0.18,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78,8.86,8.60,6.28
BalanceCurrentReceivables_qq,,2.72,7.19,-31.07,1.97,3.91,-41.19,-24.26,30.97,-20.11,1.02,-25.13,73.87,-15.49,-8.71,-0.13,-0.71,3.19,20.75,57.87,-1.59,-31.91
BalanceCurrentReceivables_sq,,9.30,5.38,1.01,-0.18,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99,0.69
BalanceCurrentInvestments,75963000,62257000,33856000,38933000,41487000,24200000,21543000,19437000,24805000,22411000,24234000,24131000,23692000,18168000,17763000,29966000,23930000,14465000,14108000,11969000,12340000,7018000
BalanceCurrentInvestments_yy,,,,,-45.39,-61.13,-36.37,-50.08,-40.21,-7.39,12.49,24.15,-4.49,-18.93,-26.70,24.18,1.00,-20.38,-20.58,-60.06,-48.43,-51.48
BalanceCurrentInvestments_sy,,,,,-12.85,-8.93,-3.08,-39.71,-39.73,-19.86,-30.71,-23.19,-10.67,-8.51,-16.02,-21.43,-28.39,-29.15,-47.42,-15.20,-35.60,-50.76
BalanceCurrentInvestments_qq,,-18.04,-45.62,15.00,6.56,-41.67,-10.98,-9.78,27.62,-9.65,8.13,-0.43,-1.82,-23.32,-2.23,68.70,-20.14,-39.55,-2.47,-15.16,3.10,-43.13
BalanceCurrentInvestments_sq,,0.38,1.00,-0.76,-2.51,-1.92,-2.63,-0.55,-4.79,0.23,1.10,-0.74,,-2.05,-2.18,-16.08,-1.22,-1.98,-1.78,-11.65,-0.07,-19.52
BalanceCash,1920000,3289000,3182000,535000,506000,141000,798000,1448000,1239000,453000,919000,758000,574000,3921000,3859000,3227000,3486000,9265000,8313000,3535000,3166000,3878000
BalanceCash_yy,,,,,-73.65,-95.71,-74.92,170.65,144.86,221.28,15.16,-47.65,-53.67,765.56,319.91,325.73,507.32,136.29,115.42,9.54,-9.18,-58.14
BalanceCash_sy,,,,,0.43,10.16,-23.92,21.56,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53,-25.06,-11.39,-16.07
BalanceCash_qq,,71.30,-3.25,-83.19,-5.42,-72.13,465.96,81.45,-14.43,-63.44,102.87,-17.52,-24.27,583.10,-1.58,-16.38,8.03,165.78,-10.28,-57.48,-10.44,22.49
BalanceCash_sq,,13.14,-8.88,-4.89,-15.98,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32,22.49
BalanceOtherCurrentAssets,753000,488000,470000,453000,361000,1346000,52000,120000,167000,203000,386000,31000,52000,35000,41000,2151000,1033000,64000,67000,148000,188000,222000
BalanceOtherCurrentAssets_yy,,,,,-52.06,175.82,-88.94,-73.51,-53.74,-84.92,642.31,-74.17,-68.86,-82.76,-89.38,6838.71,1886.54,82.86,63.41,-93.12,-81.80,246.88
BalanceOtherCurrentAssets_sy,,,,,7.04,-2.02,-15.99,-7.52,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44,13.20,13.89,2.76
BalanceOtherCurrentAssets_qq,,-35.19,-3.69,-3.62,-20.31,272.85,-96.14,130.77,39.17,21.56,90.15,-91.97,67.74,-32.69,17.14,5146.34,-51.98,-93.80,4.69,120.90,27.03,18.09
BalanceOtherCurrentAssets_sq,,-5.38,-2.04,-17.09,22.68,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38,-15.92
BalanceAssetsForSale,70000,70000,70000,70000,70000,7992000,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,11317.14,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,82.05,-99.56,-99.82,-100.00,-77.41,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,11317.14,-100.00,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,-32.38,-2.99,,,,,,,,,,,,,,,
BalanceTotalAssets,91074000,79000000,51199000,49316000,51933000,43560000,28204000,25406000,32009000,27708000,30217000,28425000,30392000,27256000,26345000,40016000,33107000,28598000,28281000,24784000,24679000,17239000
BalanceTotalAssets_yy,,,,,-42.98,-44.86,-44.91,-48.48,-38.36,-36.39,7.14,11.88,-5.05,-1.63,-12.81,40.78,8.93,4.92,7.35,-38.06,-25.46,-39.72
BalanceTotalAssets_sy,,,,,11.66,9.00,7.80,-0.08,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48,0.54,3.92,-0.73
BalanceTotalAssets_qq,,-13.26,-35.19,-3.68,5.31,-16.12,-35.25,-9.92,25.99,-13.44,9.06,-5.93,6.92,-10.32,-3.34,51.89,-17.27,-13.62,-1.11,-12.37,-0.42,-30.15
BalanceTotalAssets_sq,,2.20,2.29,2.80,0.24,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92,-1.21
BalanceCapital,58105000,53125000,35910000,44560000,44801000,32660000,27580000,24642000,29602000,25251000,26399000,25506000,26976000,25384000,24500000,35715000,30209000,26684000,26401000,22739000,22646000,15167000
BalanceCapital_yy,,,,,-22.90,-38.52,-23.20,-44.70,-33.93,-22.69,-4.28,3.51,-8.87,0.53,-7.19,40.03,11.98,5.12,7.76,-36.33,-25.04,-43.16
BalanceCapital_sy,,,,,6.63,9.17,7.99,4.98,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40,2.90,1.12,-0.99
BalanceCapital_qq,,-8.57,-32.40,24.09,0.54,-27.10,-15.55,-10.65,20.13,-14.70,4.55,-3.38,5.76,-5.90,-3.48,45.78,-15.42,-11.67,-1.06,-13.87,-0.41,-33.03
BalanceCapital_sq,,0.44,1.60,2.95,1.84,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24,-2.89
BalanceShareCapital,5140000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000,5640000
BalanceShareCapital_yy,,,,,9.73,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,9.73,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,99917000,65936000,63570000,59963000,59135000,67660000,67660000,67660000,67660000,19032000,19032000,19032000,19032000,19896000,19896000,19896000,19896000,30149000,30149000,30149000,30149000,30149000
BalanceReserve_yy,,,,,-40.82,2.61,6.43,12.84,14.42,-71.87,-71.87,-71.87,-71.87,4.54,4.54,4.54,4.54,51.53,51.53,51.53,51.53,
BalanceReserve_sy,,,,,1.04,3.48,5.18,3.50,3.11,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98,0.84,3.55,
BalanceReserve_qq,,-34.01,-3.59,-5.67,-1.38,14.42,,,,-71.87,,,,4.54,,,,51.53,,,,
BalanceReserve_sq,,0.60,,,,0.24,,,,,,,,0.01,,,,,,,,
BalanceNonshareCapital,-1348000,-1457000,-1588000,,,,,,,,,,,,,,,,,,,
