,2009/Q1,2009/Q2,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_sy,,,,,,,,,,4.06,,21.24,,-30.74,,-18.10,53.36,-23.31,12.29,-46.14,-21.46,103.00,13.74,2.00,-0.65,2.39,1.82,10.55,13.95,20.50,-0.45,4.98,-11.60,-42.26,,-27.00
IncomeOtherOperatingCosts_qq,,,,,,,-100.00,,-100.00,,-100.00,,-39.09,461.62,-68.14,76.89,44.83,392.60,-99.96,-50.00,600.00,1695.24,-97.61,11.11,-160.00,11283.33,-29.36,-98.73,-16.67,3400.00,-100.00,,-100.00,,154.10,-96.77
IncomeOtherOperatingCosts_sq,,,,,,,-71.21,,16.86,,-75.87,,-34.96,116.06,-54.76,96.18,-15.06,60.80,-36.45,-0.36,19.40,149.91,-73.51,35.71,0.41,89.33,-67.01,26.08,-8.70,271.95,-81.63,,-45.16,,-66.26,12.72
IncomeEBIT,,,,,,-537000,,34689000,,51137000,,12139000,-589000,-1429000,1440000,-3200000,-3260000,55807000,-2089000,526000,-4124000,4308000,-89000,347000,-26000,-784000,-90000,15000,191000,565000,-1000,-5000,-31000,-74000,-191000,-26000
IncomeEBIT_yy,,,,,,,,,,9622.72,,-65.01,,-102.79,,-126.36,-453.48,4005.32,-245.07,116.44,-26.50,-92.28,95.74,-34.03,99.37,-118.20,-1.12,-95.68,834.62,172.07,98.89,-133.33,-116.23,-113.10,-19000.00,-420.00
IncomeEBIT_sy,,,,,,,,,,16.81,,-21.14,,0.48,,-32.76,3.09,-33.81,-72.46,-52.73,26.05,51.89,16.34,99.93,-14.89,13.12,42.31,46.57,-24.46,42.28,-21.30,-5.86,48.66,-34.94,54.08,23.04
IncomeEBIT_qq,,,,,,,100.00,,-100.00,,-100.00,,-104.85,-142.61,200.77,-322.22,-1.88,1811.87,-103.74,125.18,-884.03,204.46,-102.07,489.89,-107.49,-2915.38,88.52,116.67,1173.33,195.81,-100.18,-400.00,-520.00,-138.71,-158.11,86.39
IncomeEBIT_sq,,,,,,,-24.61,,51.18,,-60.73,,-25.85,-56.63,70.86,-5.43,-35.51,11.81,42.38,-27.88,95.00,-11.52,-16.33,21.89,-12.72,15.92,-41.76,34.91,-25.90,170.71,-69.86,53.59,15.43,51.40,-30.78,23.09
IncomeFinanceIncome,,,,,,26000,,14038000,,959000,,1171000,5372000,4304000,194000,462000,-315000,10207000,21000,40000,9000,1290000,591000,631000,908000,1863000,727000,205000,500000,-1015000,1352000,656000,823000,1433000,359000,92000
IncomeFinanceIncome_yy,,,,,,,,,,3588.46,,-91.66,,348.80,,-60.55,-105.86,137.15,-89.18,-91.34,102.86,-87.36,2714.29,1477.50,9988.89,44.42,23.01,-67.51,-44.93,-154.48,85.97,220.00,64.60,241.18,-73.45,-85.98
IncomeFinanceIncome_sy,,,,,,,,,,72.39,,-49.48,,-15.88,,2.03,-82.36,-45.85,-17.04,-17.20,-5.08,49.11,95.99,-15.74,-1.89,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,19.55,-19.18,-0.93
IncomeFinanceIncome_qq,,,,,,,-100.00,,-100.00,,-100.00,,358.75,-19.88,-95.49,138.14,-168.18,3340.32,-99.79,90.48,-77.50,14233.33,-54.19,6.77,43.90,105.18,-60.98,-71.80,143.90,-303.00,233.20,-51.48,25.46,74.12,-74.95,-74.37
IncomeFinanceIncome_sq,,,,,,,80.21,,7.96,,-23.80,,100.10,-29.29,-36.96,-5.71,-27.84,50.00,45.88,10.00,-30.26,25.62,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,31.66,-12.08,-32.46,74.12,-50.65,1.27
IncomeFinanceCosts,,,,,,4148000,,2065000,,6144000,,1064000,477000,2258000,4378000,2951000,-1580000,-167000,3761000,789000,6311000,14216000,8893000,6732000,644000,-4653000,271000,1166000,-280000,34977000,144000,868000,160000,492000,42000,1354000
IncomeFinanceCosts_yy,,,,,,,,,,48.12,,-48.47,,-63.25,,177.35,-431.24,-107.40,-14.09,-73.26,499.43,8612.57,136.45,753.23,-89.80,-132.73,-96.95,-82.68,-143.48,851.71,-46.86,-25.56,157.14,-98.59,-70.83,55.99
IncomeFinanceCosts_sy,,,,,,,,,,21.27,,-12.18,,-9.22,,18.39,-28.02,-39.63,-17.30,-5.58,20.69,6.19,-20.37,-4.13,0.40,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,,,,,,-100.00,,-100.00,,-100.00,,-55.17,373.38,93.89,-32.59,-153.54,89.43,2352.10,-79.02,699.87,125.26,-37.44,-24.30,-90.43,-822.52,105.82,330.26,-124.01,12591.79,-99.59,502.78,-81.57,207.50,-91.46,3123.81
IncomeFinanceCosts_sq,,,,,,,0.69,,13.82,,-10.71,,-3.95,23.97,19.21,27.54,-50.30,54.10,7.83,2.38,-7.10,59.52,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,,,6481000,,,,-5000,,,,,,,,,,594000,5188000,0,,,,52043000,,,,9975000,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,-100.08,,,,100.00,,,,,,,,,,-100.00,-100.00,,,,,-80.83,,,,-100.00,,
IncomeOtherIncome_sy,,,,,,,,,,-100.04,,,,100.00,,,,,,,,,,77.96,-100.00,,,,,60.05,,,,47.46,,
IncomeOtherIncome_qq,,,,,,,-100.00,,,,100.00,,,,,,,,,,773.40,-100.00,,,,,-100.00,,,,-100.00,,,,,
IncomeOtherIncome_sq,,,,,,,20.73,,,,100.00,,,,,,,,,,-86.74,-100.00,,,,,-53.52,,,,-43.55,,,,,
IncomeNetGrossProfit,-3338000,1508000,670000,-3340000,619000,3873000,45858000,804000,-2991000,2276000,6302000,5944000,4306000,617000,-2744000,-5689000,-1995000,66181000,-5829000,371000,-5238000,-8618000,-8391000,-5754000,238000,57775000,366000,-946000,971000,-25452000,1207000,-217000,632000,867000,126000,-1288000
IncomeNetGrossProfit_yy,,,120.07,-321.49,,,6744.48,124.07,-583.20,-41.23,-86.26,639.30,243.97,-72.89,-143.54,-195.71,-146.33,10626.26,-112.43,106.52,-162.56,-113.02,-43.95,-1650.94,104.54,770.40,104.36,83.56,307.98,-144.05,229.78,77.06,-34.91,103.41,-89.56,-493.55
IncomeNetGrossProfit_sy,,,37.06,33.21,,,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,145.18,,-598.51,118.53,525.69,1084.04,-98.25,-472.01,176.09,176.89,-5.68,-27.56,-85.67,-544.73,-107.33,64.93,3417.34,-108.81,106.36,-1511.86,-64.53,2.63,31.43,104.14,24175.21,-99.37,-358.47,202.64,-2721.22,104.74,-117.98,391.24,37.18,-85.47,-1122.22
IncomeNetGrossProfit_sq,,-45.22,,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-3338000,1508000,670000,-3340000,619000,3873000,45858000,804000,-2991000,2276000,6302000,5944000,4306000,617000,-2744000,-5689000,-1995000,66181000,-5829000,371000,-5238000,-8618000,-8391000,-5754000,238000,57775000,366000,-946000,971000,-25452000,1207000,-217000,632000,867000,126000,-1288000
IncomeBeforeTaxProfit_yy,,,120.07,-321.49,,,6744.48,124.07,-583.20,-41.23,-86.26,639.30,243.97,-72.89,-143.54,-195.71,-146.33,10626.26,-112.43,106.52,-162.56,-113.02,-43.95,-1650.94,104.54,770.40,104.36,83.56,307.98,-144.05,229.78,77.06,-34.91,103.41,-89.56,-493.55
IncomeBeforeTaxProfit_sy,,,37.06,33.21,,,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,145.18,,-598.51,118.53,525.69,1084.04,-98.25,-472.01,176.09,176.89,-5.68,-27.56,-85.67,-544.73,-107.33,64.93,3417.34,-108.81,106.36,-1511.86,-64.53,2.63,31.43,104.14,24175.21,-99.37,-358.47,202.64,-2721.22,104.74,-117.98,391.24,37.18,-85.47,-1122.22
IncomeBeforeTaxProfit_sq,,-45.22,,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,-384594000,-600000,56000,-4422000,-6116000,,,,976000,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,98.41,100.00,-100.00,100.00,115.96,,,,-100.00,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,44.86,98.44,-100.00,97.31,100.00,,,,-100.00,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,99.84,109.33,-7996.43,-38.31,100.00,,,,-100.00,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,52.19,122.14,-11.58,-108.35,100.00,,,,-100.00,,,,,
IncomeNetProfit,-2719000,1069000,568000,-2727000,400000,4070000,38653000,952000,-2824000,328000,4821000,4151000,3548000,787000,-3041000,-7656000,-2823000,52994000,-7284000,1112000,-4134000,-394575000,-8991000,-5698000,-4184000,51659000,316000,-896000,971000,-24476000,1207000,-217000,632000,867000,126000,-1288000
IncomeNetProfit_yy,,,120.89,-355.10,,,6705.11,134.91,-806.00,-91.94,-87.53,336.03,225.64,139.94,-163.08,-284.44,-179.57,6633.67,-139.53,114.52,-46.44,-844.57,-23.43,-612.41,-1.21,113.09,103.51,84.28,123.21,-147.38,281.96,75.78,-34.91,103.54,-89.56,-493.55
IncomeNetProfit_sy,,,55.73,48.53,,,-8.36,-27.13,-53.02,56.14,-51.06,-39.96,-67.55,-11.50,78.53,-49.15,47.88,-13.16,-70.86,-48.66,-10.47,14.01,32.93,84.25,15.48,51.39,54.90,74.51,14.18,5.42,5.02,11.68,44.06,-14.19,44.78,20.03
IncomeNetProfit_qq,,139.32,,-580.11,114.67,917.50,849.71,-97.54,-396.64,111.61,1369.82,-13.90,-14.53,-77.82,-486.40,-151.76,63.13,1977.22,-113.74,115.27,-471.76,-9444.63,97.72,36.63,26.57,1334.68,-99.39,-383.54,208.37,-2620.70,104.93,-117.98,391.24,37.18,-85.47,-1122.22
IncomeNetProfit_sq,,-45.64,,-5.40,65.56,0.21,-17.66,12.03,57.87,-16.13,-46.38,36.40,-7.34,-45.73,-17.78,-62.86,26.64,7.40,24.88,24.26,82.52,-17.29,7.26,15.62,17.13,85.44,-57.27,23.52,-10.41,165.17,-66.45,73.45,-1.63,30.86,-32.24,-2.23
IncomeShareholderNetProfit,-2719000,1069000,568000,-2727000,400000,4070000,38653000,952000,-2824000,328000,4821000,4151000,3548000,787000,-3041000,-7656000,-2823000,52994000,-7284000,1112000,-4134000,-394575000,-8991000,-5698000,-4184000,51659000,316000,-896000,971000,-24476000,1207000,-217000,632000,867000,126000,-1288000
IncomeShareholderNetProfit_yy,,,120.89,-355.10,,,6705.11,134.91,-806.00,-91.94,-87.53,336.03,225.64,139.94,-163.08,-284.44,-179.57,6633.67,-139.53,114.52,-46.44,-844.57,-23.43,-612.41,-1.21,113.09,103.51,84.28,123.21,-147.38,281.96,75.78,-34.91,103.54,-89.56,-493.55
IncomeShareholderNetProfit_sy,,,66.14,48.79,,,-7.47,-27.26,-51.74,56.36,-48.39,-20.47,-70.24,-16.36,78.53,-49.15,67.04,-13.16,-64.85,-48.66,-12.17,13.85,27.26,75.17,20.02,41.42,46.07,74.50,7.03,5.42,5.02,11.68,44.06,-5.10,44.88,10.99
IncomeShareholderNetProfit_qq,,139.32,,-580.11,114.67,917.50,849.71,-97.54,-396.64,111.61,1369.82,-13.90,-14.53,-77.82,-486.40,-151.76,63.13,1977.22,-113.74,115.27,-471.76,-9444.63,97.72,36.63,26.57,1334.68,-99.39,-383.54,208.37,-2620.70,104.93,-117.98,391.24,37.18,-85.47,-1122.22
IncomeShareholderNetProfit_sq,,-45.65,,-5.40,49.44,-7.24,-17.72,19.12,57.87,6.56,-25.16,10.43,-12.28,-45.73,-17.68,-63.90,35.86,2.09,24.88,8.44,71.56,-14.28,1.50,15.62,17.13,85.44,-57.27,23.52,-10.42,165.70,-66.88,73.45,-3.66,37.18,-35.04,-7.42
BalanceNoncurrentAssets,,,,,,415666000,,486217000,,536550000,,549905000,523143000,514041000,,542311000,517516000,105306000,116076000,116578000,107407000,10838000,18029000,25569000,24873000,17486000,17735000,17938000,18144000,8731000,8523000,10920000,10593000,10496000,10427000,10457000
BalanceNoncurrentAssets_yy,,,,,,,,,,29.08,,13.10,,-4.20,,-1.38,-1.08,-79.51,,-78.50,-79.25,-89.71,-84.47,-78.07,-76.84,61.34,-1.63,-29.84,-27.05,-50.07,-51.94,-39.12,-41.62,20.22,22.34,-4.24
BalanceNoncurrentAssets_sy,,,,,,,,,,10.25,,9.03,,-0.23,,6.20,-0.75,2.96,,3.69,0.79,0.21,0.64,4.15,0.28,-3.38,-3.12,-1.81,-1.08,1.85,-0.61,-1.73,-1.45,3.43,6.44,4.34
BalanceNoncurrentAssets_qq,,,,,,,-100.00,,-100.00,,-100.00,,-4.87,-1.74,-100.00,,-4.57,-79.65,10.23,0.43,-7.87,-89.91,66.35,41.82,-2.72,-29.70,1.42,1.14,1.15,-51.88,-2.38,28.12,-2.99,-0.92,-0.66,0.29
BalanceNoncurrentAssets_sq,,,,,,,0.57,,-100.00,,-1.70,,-4.87,-1.92,1.77,,0.22,0.23,0.44,,0.56,0.07,-0.12,0.79,0.40,0.13,0.86,1.20,-0.30,1.05,-0.89,1.89,1.78,1.19,0.80,0.70
BalanceIntangibleAssets,,,,,,74309000,,89660000,,89660000,,89660000,89660000,89660000,,89660000,89660000,74309000,74309000,74309000,74309000,,,,,,,,,,,,,,,
BalanceIntangibleAssets_yy,,,,,,,,,,20.66,,,,,,,,-17.12,,-17.12,-17.12,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,
BalanceIntangibleAssets_sy,,,,,,,,,,-1.15,,,,,,,,-11.78,,-17.12,-19.46,-15.12,-20.53,-25.05,-14.72,,,,,,,,,,,
BalanceIntangibleAssets_qq,,,,,,,-100.00,,-100.00,,-100.00,,,,-100.00,,,-17.12,,,,-100.00,,,,,,,,,,,,,,
BalanceIntangibleAssets_sq,,,,,,,,,-100.00,,-1.58,,,,-6.34,,,-6.37,,,,-0.87,,,,,,,,,,,,,,
BalanceProperty,,,,,,338718000,,393965000,,438971000,,452468000,426668000,420667000,,448255000,423870000,28865000,28804000,28976000,28000,25000,26000,24000,21000,18000,12000,10000,8000,7000,8000,7000,6000,5000,4000,3000
BalanceProperty_yy,,,,,,,,,,29.60,,14.85,,-4.17,,-0.93,-0.66,-93.14,,-93.54,-99.99,-99.91,-99.91,-99.92,-25.00,-28.00,-53.85,-58.33,-61.90,-61.11,-33.33,-30.00,-25.00,-28.57,-50.00,-57.14
BalanceProperty_sy,,,,,,,,,,5.10,,7.40,,-4.17,,1.33,3.22,1.06,,0.66,-2.42,-1.99,-0.17,3.62,-1.67,-4.75,-1.38,-2.75,-0.20,0.46,-0.28,-0.55,0.04,4.15,5.73,4.13
BalanceProperty_qq,,,,,,,-100.00,,-100.00,,-100.00,,-5.70,-1.41,-100.00,,-5.44,-93.19,-0.21,0.60,-99.90,-10.71,4.00,-7.69,-12.50,-14.29,-33.33,-16.67,-20.00,-12.50,14.29,-12.50,-14.29,-16.67,-20.00,-25.00
BalanceProperty_sq,,,,,,,0.65,,-100.00,,-1.28,,-6.66,-1.65,0.04,,-0.26,-1.06,0.11,0.08,0.42,-0.12,-0.85,0.01,-0.31,0.14,-0.02,1.49,-0.36,1.25,-0.50,0.73,0.33,0.28,0.67,3.25
BalanceNoncurrentReceivables,,,,,1000,0,,0,,2339000,,2111000,1836000,2399000,2591000,617000,920000,1050000,11782000,12174000,32049000,596000,7662000,15080000,14261000,6751000,6831000,6912000,6994000,8724000,8515000,10913000,10587000,10491000,10423000,7734000
BalanceNoncurrentReceivables_yy,,,,,,,,,-100.00,,,,,2.57,,-70.77,-49.89,-56.23,354.73,1873.10,3383.59,-43.24,-34.97,23.87,-55.50,1032.72,-10.85,-54.16,-50.96,29.23,24.65,57.88,51.37,20.25,22.41,-29.13
BalanceNoncurrentReceivables_sy,,,,,,,,,8.54,,,,,1.28,,0.06,-23.18,-82.63,-2.44,-86.42,-47.93,-12.39,-4.80,6.46,2.56,,-31.54,-8.55,-7.84,3.61,0.57,0.22,-1.57,0.88,5.34,-1.90
BalanceNoncurrentReceivables_qq,,,,,,-100.00,,,,,-100.00,,-13.03,30.66,8.00,-76.19,49.11,14.13,1022.10,3.33,163.26,-98.14,1185.57,96.82,-5.43,-52.66,1.19,1.19,1.19,24.74,-2.40,28.16,-2.99,-0.91,-0.65,-25.80
BalanceNoncurrentReceivables_sq,,,,,,0.89,,,,,,,-5.54,2.45,,-2.32,0.90,-13.11,,-6.94,,,,,,,,5.30,,0.73,,0.27,-0.96,-0.91,-0.54,1.08
BalanceNoncurrInvestments,,,,,,,,,,,,,,0,,,,5000,5000,5000,5000,10217000,10341000,10465000,10591000,10717000,10892000,11016000,11142000,,,,,,,2720000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,204240.00,206720.00,209200.00,211720.00,4.89,5.33,5.27,5.20,-100.00,-100.00,-100.00,-100.00,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,-1.96,6.64,8.75,-3.86,6.28,1.63,-5.89,-8.04,-18.28,-14.32,-25.50,-17.26,,,
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,204240.00,1.21,1.20,1.20,1.19,1.63,1.14,1.14,-100.00,,,,,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,-4.96,1.48,0.80,1.21,-2.49,0.14,,,-9.68,,,,,,
BalanceOtherNoncurrentAssets,,,,,,2639000,,2592000,,5580000,,5666000,4979000,1315000,,3779000,3066000,1077000,1176000,1114000,1016000,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_yy,,,,,,,,,,111.44,,118.60,,-76.43,,-33.30,-38.42,-18.10,,-70.52,-66.86,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sy,,,,,,,,,,21.14,,-7.05,,18.24,,-2.32,1.64,-0.91,,10.74,-0.38,-1.74,11.50,-26.17,-0.05,,,,,,,,,,,
BalanceOtherNoncurrentAssets_qq,,,,,,,-100.00,,-100.00,,-100.00,,-12.12,-73.59,-100.00,,-18.87,-64.87,9.19,-5.27,-8.80,-100.00,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sq,,,,,,,3.12,,-100.00,,-1.58,,-7.38,-5.80,-0.98,,1.11,-6.88,0.44,6.16,-3.51,2.50,,,,,,,,,,,,,,
BalanceCurrentAssets,,,,,,27328000,,30844000,,49737000,,65542000,75966000,141777000,,74082000,64205000,517437000,526398000,504161000,537571000,149009000,145663000,130800000,131340000,28633000,28872000,29155000,24173000,4907000,4698000,1377000,1308000,1029000,1042000,923000
