,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sq,,26.57,-2.55,65.47,-2.70,28.62,9.96,-24.05,-8.29,5.01,-18.96,-77.80,-31.01,66.07,-48.52,-3.23,-47.22,49.90,2.22,2.26,-79.09,-48.82,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,584000,617000,516000,813000,623000,655000,685000,612000,569000,610000,702000,675000,655000,890000,731000,557000,605000,911000,623000,1042000,204000,64000,86000,104000,71000,65000,57000,68000,90000,69000,52000,61000,65000,72000,73000,132000,102000,94000,88000,89000,84000,112000,114000,142000,131000,135000
IncomeAdministrativExpenses_yy,,,,,6.68,6.16,32.75,-24.72,-8.67,-6.87,2.48,10.29,15.11,45.90,4.13,-17.48,-7.63,2.36,-14.77,87.07,-66.28,-92.97,-86.20,-90.02,-65.20,1.56,-33.72,-34.62,26.76,6.15,-8.77,-10.29,-27.78,4.35,40.38,116.39,56.92,30.56,20.55,-32.58,-17.65,19.15,29.55,59.55,55.95,20.54
IncomeAdministrativExpenses_sy,,,,,37.37,6.16,39.10,10.17,-4.53,-5.70,-1.61,-27.98,-20.93,-1.05,4.13,12.62,28.74,26.82,10.37,7.62,2.16,6.12,3.72,-1.34,-2.03,7.30,17.17,8.08,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58
IncomeAdministrativExpenses_qq,,5.65,-16.37,57.56,-23.37,5.14,4.58,-10.66,-7.03,7.21,15.08,-3.85,-2.96,35.88,-17.87,-23.80,8.62,50.58,-31.61,67.26,-80.42,-68.63,34.38,20.93,-31.73,-8.45,-12.31,19.30,32.35,-23.33,-24.64,17.31,6.56,10.77,1.39,80.82,-22.73,-7.84,-6.38,1.14,-5.62,33.33,1.79,24.56,-7.75,3.05
IncomeAdministrativExpenses_sq,,5.65,,14.54,-1.37,5.04,5.07,25.27,-27.55,6.78,-0.72,4.32,-12.88,9.10,-1.46,15.25,-3.13,1.23,-3.84,13.55,-10.56,4.01,-4.98,5.84,-0.11,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,7.17,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25
IncomeGrossProfit,-202000,-107000,678000,-620000,-631000,-1271000,-874000,-1358000,-540000,-684000,-927000,-815000,-11000,-221000,-710000,-1222000,-738000,-1090000,-1226000,-2047000,-544000,-101000,-87000,-104000,-71000,-32000,-24000,-48000,-5000,7000,10000,529000,42000,243000,155000,11000,241000,263000,245000,338000,213000,37000,115000,114000,137000,27000
IncomeGrossProfit_yy,,,,,-212.38,-1087.85,-228.91,-119.03,14.42,46.18,-6.06,39.99,97.96,67.69,23.41,-49.94,-6609.09,-393.21,-72.68,-67.51,26.29,90.73,92.90,94.92,86.95,68.32,72.41,53.85,92.96,121.88,141.67,1202.08,940.00,3371.43,1450.00,-97.92,473.81,8.23,58.06,2972.73,-11.62,-85.93,-53.06,-66.27,-35.68,-27.03
IncomeGrossProfit_sy,,,,,-29.95,-20.94,-149.52,-0.51,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,47.03,733.64,-191.45,-1.77,-101.43,31.24,-55.38,60.24,-26.67,-35.53,12.08,98.65,-1909.09,-221.27,-72.11,39.61,-47.70,-12.48,-66.97,73.42,81.43,13.86,-19.54,31.73,54.93,25.00,-100.00,89.58,240.00,42.86,5190.00,-92.06,478.57,-36.21,-92.90,2090.91,9.13,-6.84,37.96,-36.98,-82.63,210.81,-0.87,20.18,-80.29
IncomeGrossProfit_sq,,1.94,19.68,-50.02,8.55,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,168000,225000,387000,727000,138000,157000,110000,1744000,112000,108000,157000,187000,164000,211000,273000,231000,92000,133000,200000,297000,29000,5017000,0,3000,2000,2000,2000,1000,8000,2000,1000,3000,40000,2000,2000,2000,,4000,1000,11000,,,,3000,,
IncomeOtherOperatingIncome_yy,,,,,-17.86,-30.22,-71.58,139.89,-18.84,-31.21,42.73,-89.28,46.43,95.37,73.89,23.53,-43.90,-36.97,-26.74,28.57,-68.48,3672.18,-100.00,-98.99,-93.10,-99.96,,-66.67,300.00,,-50.00,200.00,400.00,,100.00,-33.33,-100.00,100.00,-50.00,450.00,,-100.00,-100.00,-72.73,,
IncomeOtherOperatingIncome_sy,,,,,44.59,46.58,81.37,-21.74,29.37,,133.33,-32.00,43.85,-60.90,-14.85,28.81,-18.76,6.25,-35.42,-5.39,-2.68,47.45,-19.67,-35.21,-9.42,-42.90,,34.72,43.62,,-40.97,-22.40,-57.50,,-58.74,-23.41,18.36,6.45,-55.87,42.54,,-35.94,7.67,-52.63,,
IncomeOtherOperatingIncome_qq,,33.93,72.00,87.86,-81.02,13.77,-29.94,1485.45,-93.58,-3.57,45.37,19.11,-12.30,28.66,29.38,-15.38,-60.17,44.57,50.38,48.50,-90.24,17200.00,-100.00,,-33.33,,,-50.00,700.00,-75.00,-50.00,200.00,1233.33,-95.00,,,-100.00,,-75.00,1000.00,-100.00,,,,-100.00,
IncomeOtherOperatingIncome_sq,,33.93,-19.70,253.85,-8.45,15.46,15.38,-49.57,-15.16,31.58,24.52,-18.02,8.82,-50.09,44.07,98.24,-29.25,19.92,16.81,32.79,-24.41,35.58,-15.20,,-33.33,,,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,,,-29.46,,-75.00,157.14,-33.42,,,,-29.55,
IncomeOtherOperatingCosts,8000,28000,34000,25000,6000,7000,10000,403000,23000,27000,38000,45000,19000,6000,5000,162000,2000,74000,12000,2670000,47000,464000,2000,25000,1000,2000,1000,11000,2000,1000,2000,2000,2000,1000,2000,1000,2000,40000,0,3000,5000,255000,1000,120000,14000,0
IncomeOtherOperatingCosts_yy,,,,,-25.00,-75.00,-70.59,1512.00,283.33,285.71,280.00,-88.83,-17.39,-77.78,-86.84,260.00,-89.47,1133.33,140.00,1548.15,2250.00,527.03,-83.33,-99.06,-97.87,-99.57,-50.00,-56.00,100.00,-50.00,100.00,-81.82,,,,-50.00,,3900.00,-100.00,200.00,150.00,537.50,,3900.00,180.00,-100.00
IncomeOtherOperatingCosts_sy,,,,,-38.18,50.72,75.36,-18.98,70.28,50.57,44.02,-30.49,-17.39,-42.17,-46.30,-4.42,-77.57,56.29,30.20,29.91,128.97,34.38,3.12,-58.73,-54.17,-3.95,12.72,27.37,-2.84,-8.87,-1.95,9.88,,,,-10.75,,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,250.00,21.43,-26.47,-76.00,16.67,42.86,3930.00,-94.29,17.39,40.74,18.42,-57.78,-68.42,-16.67,3140.00,-98.77,3600.00,-83.78,22150.00,-98.24,887.23,-99.57,1150.00,-96.00,100.00,-50.00,1000.00,-81.82,-50.00,100.00,,,-50.00,100.00,-50.00,100.00,1900.00,-100.00,,66.67,5000.00,-99.61,11900.00,-88.33,-100.00
IncomeOtherOperatingCosts_sq,,-28.03,-34.82,280.25,-76.00,27.27,-18.49,120.15,-77.97,52.33,9.01,54.55,-57.78,-26.65,-15.00,118.58,-53.97,266.94,-47.62,166.67,-55.04,15.19,-23.33,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,,,26.89,12.61,1.28,-48.28,0.35,-50.00,,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,-42000,90000,1031000,82000,-499000,-1121000,-774000,-17000,-451000,-603000,-808000,-673000,134000,-16000,-442000,-1153000,-648000,-1031000,-1038000,-4420000,-562000,4452000,-89000,-126000,-70000,-32000,-23000,-58000,1000,8000,9000,530000,80000,244000,155000,12000,239000,227000,246000,346000,208000,-218000,114000,-3000,123000,27000
IncomeEBIT_yy,,,,,-1088.10,-1345.56,-175.07,-120.73,9.62,46.21,-4.39,-3858.82,129.71,97.35,45.30,-71.32,-583.58,-6343.75,-134.84,-283.35,13.27,531.81,91.43,97.15,87.54,-100.72,74.16,53.97,101.43,125.00,139.13,1013.79,7900.00,2950.00,1622.22,-97.74,198.75,-6.97,58.71,2783.33,-12.97,-196.04,-53.66,-100.87,-40.87,112.39
IncomeEBIT_sy,,,,,-16.50,-96.44,-76.40,30.02,-20.14,25.18,-4.39,-20.00,43.49,8.22,64.76,24.63,36.14,48.30,15.67,-17.19,-18.38,35.66,5.95,69.72,26.20,15.16,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,314.29,1045.56,-92.05,-708.54,-124.65,30.95,97.80,-2552.94,-33.70,-34.00,16.71,119.91,-111.94,-2662.50,-160.86,43.80,-59.10,-0.68,-325.82,87.29,892.17,-102.00,-41.57,44.44,54.29,28.12,-152.17,101.72,700.00,12.50,5788.89,-84.91,205.00,-36.48,-92.26,1891.67,-5.02,8.37,40.65,-39.88,-204.81,152.29,-102.63,4200.00,-78.05
IncomeEBIT_sq,,-3.14,38.02,-19.11,22.70,-66.42,30.95,3.80,-29.55,3.12,-28.96,22.43,45.65,-1.17,29.10,-36.45,30.04,-10.44,15.49,-28.14,39.90,-2.44,13.76,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,1000,4000,25000,-2000,2000,8000,32000,-35000,27000,8000,-19000,2000,2000,,1000,0,1000,0,1000,1000,,,1000,29000,2521000,367000,-1000,1325000,4062000,-24000,844000,-42000,20000,132000,-68000,31000,5000,4000,5000,1000,7000,32000,14000,4000,10000,16000
IncomeFinanceIncome_yy,,,,,100.00,100.00,28.00,-1650.00,1250.00,,-159.38,105.71,-92.59,-100.00,105.26,-100.00,-50.00,,,,-100.00,,,2800.00,,,-200.00,4468.97,61.13,-106.54,84500.00,-103.17,-99.51,650.00,-108.06,173.81,-75.00,-96.97,107.35,-96.77,40.00,700.00,180.00,300.00,42.86,-50.00
IncomeFinanceIncome_sy,,,,,40.00,100.00,1.80,-77.39,161.32,,-94.83,45.81,-72.97,18.76,117.71,162.50,103.94,,,,10.20,,,100.75,,,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,300.00,525.00,-108.00,200.00,300.00,300.00,-209.38,177.14,-70.37,-337.50,110.53,,-100.00,,-100.00,,-100.00,,,-100.00,,,2800.00,8593.10,-85.44,-100.27,132600.00,206.57,-100.59,3616.67,-104.98,147.62,560.00,-151.52,145.59,-83.87,-20.00,25.00,-80.00,600.00,357.14,-56.25,-71.43,150.00,60.00
IncomeFinanceIncome_sq,,-2.31,24.52,34.61,-54.01,44.83,-8.16,-30.24,76.84,-72.57,7.12,-8.82,,-15.90,,32.65,,18.01,,,53.19,,,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,68000,154000,144000,150000,79000,167000,102000,20000,43000,35000,41000,34000,44000,57000,92000,66000,102000,81000,158000,216000,20000,10000,6000,-7000,1028000,-100000,488000,137000,,,,,211000,,9587000,1399000,159000,210000,0,0,,,,8000,1000,0
IncomeFinanceCosts_yy,,,,,16.18,8.44,-29.17,-86.67,-45.57,-79.04,-59.80,70.00,2.33,62.86,124.39,94.12,131.82,42.11,71.74,227.27,-80.39,-87.65,-96.20,-103.24,5040.00,-1100.00,8033.33,2057.14,-100.00,100.00,-100.00,-100.00,,,,,-24.64,,-100.00,-100.00,-100.00,-100.00,,,,
IncomeFinanceCosts_sy,,,,,51.00,90.74,20.83,-11.38,7.39,-5.29,34.72,-48.45,-16.12,12.71,-12.24,84.87,36.95,80.98,100.57,102.29,45.99,78.23,0.94,21.96,,-6.40,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,,,,,-0.10,,-0.44,35.30,14.19,31.82,,,,
IncomeFinanceCosts_qq,,126.47,-6.49,4.17,-47.33,111.39,-38.92,-80.39,115.00,-18.60,17.14,-17.07,29.41,29.55,61.40,-28.26,54.55,-20.59,95.06,36.71,-90.74,-50.00,-40.00,-216.67,14785.71,-109.73,588.00,-71.93,-100.00,,,,,-100.00,,-85.41,-88.63,32.08,-100.00,,,,,,-87.50,-100.00
IncomeFinanceCosts_sq,,32.36,-3.24,227.50,-32.16,-12.04,-11.39,15.30,-20.45,-6.29,5.95,-21.16,11.28,4.49,14.21,45.45,51.15,21.42,1.53,14.57,9.21,-2.94,-0.27,14.09,2.36,0.15,-6.52,1.46,-2.02,,,,,10.76,,0.35,-4.63,22.86,-15.05,,,,,,,2.99
IncomeOtherIncome,,,,,,,,-56000,,,,,,,,,,,,,4559000,-4564000,-6373000,-91656000,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,100.00,,,,,,,,,,,,,-100.00,100.00,100.00,100.00,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,4.21,,,,,,,,,,,,,-100.00,-176.24,42.10,-48.74,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,100.00,,,,,,,,,,,,,-200.11,-39.64,-1338.19,100.00,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,100.00,,,,,,,,,,,,,-105.78,20.46,-29.64,-100.00,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-109000,-60000,912000,-70000,-576000,-1280000,-844000,-128000,-467000,-630000,-868000,-705000,92000,-75000,-533000,-1219000,-749000,-1112000,-1195000,-4635000,3977000,-122000,-6467000,-91746000,1423000,435000,-512000,1130000,4063000,-16000,853000,488000,-111000,587000,-9500000,-1356000,85000,21000,251000,347000,215000,-186000,128000,-7000,132000,43000
IncomeNetGrossProfit_yy,,,,,-428.44,-2033.33,-192.54,-82.86,18.92,50.78,-2.84,-450.78,119.70,88.10,38.59,-72.91,-914.13,-1382.67,-124.20,-280.23,630.97,89.03,-441.17,-1879.42,-64.22,456.56,92.08,101.23,185.52,-103.68,266.60,-56.81,-102.73,3768.75,-1213.72,-377.87,176.58,-96.42,102.64,125.59,152.94,-985.71,-49.00,-102.02,-38.60,123.12
IncomeNetGrossProfit_sy,,,,,-83.33,-19.11,-81.33,-96.64,14.96,32.56,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,44.95,1620.00,-107.68,-722.86,-122.22,34.06,84.83,-264.84,-34.90,-37.78,18.78,113.05,-181.52,-610.67,-128.71,38.56,-48.46,-7.46,-287.87,185.80,-103.07,-5200.82,-1318.68,101.55,-69.43,-217.70,320.70,259.56,-100.39,5431.25,-42.79,-122.75,628.83,-1718.40,85.73,106.27,-75.29,1095.24,38.25,-38.04,-186.51,168.82,-105.47,1985.71,-67.42
IncomeNetGrossProfit_sq,,-8.86,-13.63,3.30,-115.91,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,285000,5000,0,,,,,,,,,,,-17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,-100.00,-100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,-100.00,-100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,-98.25,-100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,-98.25,-100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-109000,225000,917000,-70000,-576000,-1280000,-844000,-128000,-467000,-630000,-868000,-705000,92000,-75000,-550000,-1202000,-749000,-1112000,-1195000,-4635000,3977000,-122000,-6467000,-91746000,1423000,435000,-512000,1130000,4063000,-16000,853000,488000,-111000,587000,-9500000,-1356000,85000,21000,251000,347000,215000,-186000,128000,-7000,132000,43000
IncomeBeforeTaxProfit_yy,,,,,-428.44,-668.89,-192.04,-82.86,18.92,50.78,-2.84,-450.78,119.70,88.10,36.64,-70.50,-914.13,-1382.67,-117.27,-285.61,630.97,89.03,-441.17,-1879.42,-64.22,456.56,92.08,101.23,185.52,-103.68,266.60,-56.81,-102.73,3768.75,-1213.72,-377.87,176.58,-96.42,102.64,125.59,152.94,-985.71,-49.00,-102.02,-38.60,123.12
IncomeBeforeTaxProfit_sy,,,,,-83.33,-19.11,-81.33,-96.64,14.96,32.56,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,306.42,307.56,-107.63,-722.86,-122.22,34.06,84.83,-264.84,-34.90,-37.78,18.78,113.05,-181.52,-633.33,-118.55,37.69,-48.46,-7.46,-287.87,185.80,-103.07,-5200.82,-1318.68,101.55,-69.43,-217.70,320.70,259.56,-100.39,5431.25,-42.79,-122.75,628.83,-1718.40,85.73,106.27,-75.29,1095.24,38.25,-38.04,-186.51,168.82,-105.47,1985.71,-67.42
IncomeBeforeTaxProfit_sq,,-8.86,-13.63,3.30,-115.91,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-109000,225000,917000,-344000,-576000,-1280000,-844000,-182000,-467000,-630000,-868000,-649000,92000,-75000,-550000,-1283000,-749000,-1112000,-1195000,-4365000,3977000,-122000,-7004000,-91209000,957000,226000,-420000,903000,3191000,-18000,693000,497000,-79000,521000,-7915000,-1086000,78000,20000,258000,332000,218000,-169000,113000,6000,126000,56000
IncomeNetProfit_yy,,,,,-428.44,-668.89,-192.04,47.09,18.92,50.78,-2.84,-256.59,119.70,88.10,36.64,-97.69,-914.13,-1382.67,-117.27,-240.22,630.97,89.03,-486.11,-1989.55,-75.94,285.25,94.00,100.99,233.44,-107.96,265.00,-44.96,-102.48,2994.44,-1242.14,-318.51,198.73,-96.16,103.26,130.57,179.49,-945.00,-56.20,-98.19,-42.20,133.14
IncomeNetProfit_sy,,,,,-86.01,-57.34,-79.32,-26.76,33.63,30.81,13.09,10.25,114.04,-16.14,105.18,83.10,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,306.42,307.56,-137.51,-67.44,-122.22,34.06,78.44,-156.59,-34.90,-37.78,25.23,114.18,-181.52,-633.33,-133.27,41.62,-48.46,-7.46,-265.27,191.11,-103.07,-5640.98,-1202.24,101.05,-76.38,-285.84,315.00,253.38,-100.56,3950.00,-28.28,-115.90,759.49,-1619.19,86.28,107.18,-74.36,1190.00,28.68,-34.34,-177.52,166.86,-94.69,2000.00,-55.56
