,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,10808000,10724000,11358000,16059000,13108000,13524000,12997000,17200000,15333000,12495000,13980000,17710000,16062000,13145000,15598000,19784000,16763000,15884000,17835000,22724000,19329000,18189000,17192000,25448000,21125000,20010000,22962000,21337000,24860000,19840000,22041000,29639000,23995000,19198000,21128000,29352000,22865000,18702000,21933000,31231000,22515000,19236000,20963000,29890000,23396000,21418000,23386000,31398000,11751000,11915000,13019000,65161000,13519000,12614000,12845000
IncomeDistributionExpenses_yy,,,,,21.28,26.11,14.43,7.11,16.97,-7.61,7.56,2.97,4.75,5.20,11.57,11.71,4.36,20.84,14.34,14.86,15.31,14.51,-3.61,11.99,9.29,10.01,33.56,-16.15,17.68,-0.85,-4.01,38.91,-3.48,-3.24,-4.14,-0.97,-4.71,-2.58,3.81,6.40,-1.53,2.86,-4.42,-4.29,3.91,11.34,11.56,5.05,-49.77,-44.37,-44.33,107.53,15.05,5.87,-1.34
IncomeDistributionExpenses_sy,,,,,21.28,4.75,24.80,17.36,37.43,21.84,14.44,7.95,10.24,34.56,25.27,7.29,12.17,8.62,5.68,11.91,13.79,10.38,6.85,20.70,4.54,5.28,-4.18,-9.34,11.99,17.57,14.82,17.94,-5.38,-1.04,-0.80,-0.97,-4.71,4.47,4.30,6.40,-0.96,2.86,-1.91,-2.58,-2.89,-4.06,3.86,1.80,5.68,2.71,9.16,11.45,1.94,6.60,-0.20
IncomeDistributionExpenses_qq,,-0.78,5.91,41.39,-18.38,3.17,-3.90,32.34,-10.85,-18.51,11.88,26.68,-9.31,-18.16,18.66,26.84,-15.27,-5.24,12.28,27.41,-14.94,-5.90,-5.48,48.02,-16.99,-5.28,14.75,-7.08,16.51,-20.19,11.09,34.47,-19.04,-19.99,10.05,38.92,-22.10,-18.21,17.28,42.39,-27.91,-14.56,8.98,42.58,-21.73,-8.45,9.19,34.26,-62.57,1.40,9.27,400.51,-79.25,-6.69,1.83
IncomeDistributionExpenses_sq,,6.46,5.91,43.38,-12.98,9.56,4.91,32.70,-14.30,2.72,14.84,21.41,-16.98,4.22,5.10,11.21,-15.27,5.33,4.65,18.34,-7.18,1.24,0.59,21.86,-25.16,-1.79,3.01,29.93,-11.00,8.09,7.01,18.86,-19.04,-0.99,6.18,20.30,-15.88,-3.10,-2.46,17.56,-14.52,3.50,-2.11,7.34,-14.68,-1.64,6.96,6.02,-7.94,-1.64,11.06,12.23,-13.40,1.04,-6.74
IncomeAdministrativExpenses,6315000,4781000,4685000,4995000,6201000,6061000,5681000,6030000,5934000,4773000,6226000,7003000,6120000,4541000,5903000,7640000,5915000,4652000,5963000,6759000,7511000,5304000,6529000,9775000,7543000,6002000,7625000,8541000,9721000,5868000,8274000,11309000,8808000,6163000,9114000,12629000,10638000,8956000,10532000,16109000,12928000,9922000,11388000,16082000,10793000,12954000,9451000,15528000,11050000,8622000,11852000,21195000,17689000,13270000,14589000
IncomeAdministrativExpenses_yy,,,,,-1.81,26.77,21.26,20.72,-4.31,-21.25,9.59,16.14,3.13,-4.86,-5.19,9.10,-3.35,2.44,1.02,-11.53,26.98,14.02,9.49,44.62,0.43,13.16,16.79,-12.62,28.87,-2.23,8.51,32.41,-9.39,5.03,10.15,11.67,20.78,45.32,15.56,27.56,21.53,10.79,8.13,-0.17,-16.51,30.56,-17.01,-3.44,2.38,-33.44,25.40,36.50,60.08,53.91,23.09
IncomeAdministrativExpenses_sy,,,,,5.77,-3.65,11.06,-15.74,15.76,23.14,37.74,16.90,11.68,22.68,9.17,6.82,-3.35,-5.14,1.02,-7.17,6.22,14.02,9.74,13.42,2.71,10.92,16.79,24.05,24.44,2.02,14.14,4.92,7.97,1.14,11.33,-0.18,0.82,-12.33,-13.10,-3.93,-3.10,7.58,1.83,-0.61,2.23,9.68,2.50,-3.44,9.03,8.72,17.83,10.66,12.48,15.73,25.66
IncomeAdministrativExpenses_qq,,-24.29,-2.01,6.62,24.14,-2.26,-6.27,6.14,-1.59,-19.57,30.44,12.48,-12.61,-25.80,29.99,29.43,-22.58,-21.35,28.18,13.35,11.13,-29.38,23.10,49.72,-22.83,-20.43,27.04,12.01,13.82,-39.64,41.00,36.68,-22.12,-30.03,47.88,38.57,-15.77,-15.81,17.60,52.95,-19.75,-23.25,14.78,41.22,-32.89,20.02,-27.04,64.30,-28.84,-21.97,37.46,78.83,-16.54,-24.98,9.94
IncomeAdministrativExpenses_sq,,14.09,-11.32,60.70,-25.18,4.67,4.48,12.57,-0.98,9.80,22.88,6.69,-6.16,10.25,-4.49,13.17,-15.09,0.44,-1.84,9.51,-5.93,2.00,3.24,17.65,-13.78,19.84,0.22,12.94,-11.53,6.78,-5.86,12.34,-15.25,3.02,-1.06,9.45,-11.09,-9.64,5.26,14.15,-19.66,1.56,-1.69,17.54,-11.67,4.11,-9.70,29.22,-9.24,3.67,-1.78,20.69,-13.33,0.86,39.67
IncomeGrossProfit,4666000,3354000,6984000,11782000,8225000,3354000,3900000,9098000,9624000,2392000,6507000,10999000,8450000,2503000,8680000,13383000,8886000,2857000,9874000,18135000,14557000,8375000,13442000,21986000,19002000,7892000,17987000,23873000,22175000,11722000,19938000,26954000,26359000,14536000,23881000,31808000,25328000,12250000,23858000,40516000,35187000,13979000,23146000,35870000,31094000,7952000,25558000,34517000,30539000,5677000,25405000,36227000,32212000,4765000,23003000
IncomeGrossProfit_yy,,,,,76.28,,-44.16,-22.78,17.01,-28.68,66.85,20.89,-12.20,4.64,33.39,21.67,5.16,14.14,13.76,35.51,63.82,193.14,36.14,21.24,30.54,-5.77,33.81,8.58,16.70,48.53,10.85,12.91,18.87,24.01,19.78,18.01,-3.91,-15.73,-0.10,27.38,38.93,14.11,-2.98,-11.47,-11.63,-43.11,10.42,-3.77,-1.78,-28.61,-0.60,4.95,5.48,-16.06,-9.45
IncomeGrossProfit_sy,,,,,-31.38,,8.51,16.16,55.75,-31.18,-12.62,-18.08,-15.30,-6.14,33.39,21.67,-7.06,-35.38,-8.93,28.94,-16.86,5.96,12.74,-17.58,-4.16,-12.77,-5.82,15.34,27.93,-17.62,-10.87,2.25,26.12,30.60,38.52,18.01,19.80,1.60,-6.75,27.38,17.07,5.70,36.43,-3.60,-7.96,-4.38,-13.84,17.78,0.99,-3.23,28.64,-5.88,5.48,-11.93,1.51
IncomeGrossProfit_qq,,-28.12,108.23,68.70,-30.19,-59.22,16.28,133.28,5.78,-75.15,172.03,69.03,-23.17,-70.38,246.78,54.18,-33.60,-67.85,245.61,83.66,-19.73,-42.47,60.50,63.56,-13.57,-58.47,127.91,32.72,-7.11,-47.14,70.09,35.19,-2.21,-44.85,64.29,33.19,-20.37,-51.63,94.76,69.82,-13.15,-60.27,65.58,54.97,-13.31,-74.43,221.40,35.05,-11.52,-81.41,347.51,42.60,-11.08,-85.21,382.75
IncomeGrossProfit_sq,,77.36,-20.66,5.77,-12.68,105.00,-28.13,34.57,5.78,-39.34,33.06,-25.16,30.56,-21.77,29.44,4.58,34.53,-33.74,-1.54,-51.00,10.08,19.81,23.09,-35.22,39.78,-23.41,73.43,-32.48,-27.86,-0.70,17.98,-42.70,-1.37,-15.48,3.70,-2.16,-1.90,-34.54,38.04,48.06,-1.75,7.38,20.07,-19.01,3.66,25.94,1.66,26.30,-15.75,23.92,10.25,1.89,-1.10,-52.44,184.54
IncomeOtherOperatingIncome,197000,299000,192000,315000,256000,8699000,24709000,821000,358000,496000,132000,272000,390000,489000,270000,302000,456000,597000,240000,697000,220000,457000,139000,593000,254000,156000,153000,545000,243000,494000,244000,-217000,767000,237000,259000,58000,1573000,-1051000,254000,1144000,143000,468000,57000,130000,184000,154000,348000,210000,778000,146000,96000,112000,164000,313000,377000
IncomeOtherOperatingIncome_yy,,,,,29.95,2809.36,12769.27,160.63,39.84,-94.30,-99.47,-66.87,8.94,-1.41,104.55,11.03,16.92,22.09,-11.11,130.79,-51.75,-23.45,-42.08,-14.92,15.45,-65.86,10.07,-8.09,-4.33,216.67,59.48,-139.82,215.64,-52.02,6.15,126.73,105.08,-543.46,-1.93,1872.41,-90.91,144.53,-77.56,-88.64,28.67,-67.09,510.53,61.54,322.83,-5.19,-72.41,-46.67,-78.92,114.38,292.71
IncomeOtherOperatingIncome_sy,,,,,125.77,-43.30,7.92,29.72,39.84,134.36,73.16,-10.08,8.26,1.08,37.20,-29.74,24.20,23.62,17.12,16.30,-20.75,-26.38,-21.05,16.38,14.46,91.91,-3.04,-10.36,0.07,0.04,20.16,-11.44,-39.22,1.33,-38.27,-24.53,13.47,-11.35,4.97,13.14,-14.23,37.42,-2.05,15.25,-21.92,-31.34,-3.20,-13.46,26.98,-9.59,-13.88,-24.59,18.45,20.59,292.71
IncomeOtherOperatingIncome_qq,,51.78,-35.79,64.06,-18.73,3298.05,184.04,-96.68,-56.39,38.55,-73.39,106.06,43.38,25.38,-44.79,11.85,50.99,30.92,-59.80,190.42,-68.44,107.73,-69.58,326.62,-57.17,-38.58,-1.92,256.21,-55.41,103.29,-50.61,-188.93,453.46,-69.10,9.28,-77.61,2612.07,-166.82,124.17,350.39,-87.50,227.27,-87.82,128.07,41.54,-16.30,125.97,-39.66,270.48,-81.23,-34.25,16.67,46.43,90.85,20.45
IncomeOtherOperatingIncome_sq,,193.03,-51.40,50.32,-5.51,10.40,20.90,45.06,11.24,46.31,-33.28,15.14,-20.30,27.75,-16.71,-6.99,-21.05,23.37,-30.84,56.95,-46.89,26.74,-3.38,127.49,-49.65,71.06,-38.34,10.84,-51.55,59.16,-0.67,8.27,-36.95,16.50,-23.13,60.56,-27.66,31.00,-27.94,78.91,-41.30,23.06,-19.86,92.68,-29.20,10.82,1.28,-1.56,-22.28,11.06,16.09,14.11,29.70,33.20,20.45
IncomeOtherOperatingCosts,619000,1047000,654000,790000,870000,827000,1840000,1241000,982000,464000,453000,710000,464000,574000,871000,1677000,563000,736000,404000,812000,325000,699000,405000,873000,693000,928000,396000,826000,754000,1536000,884000,939000,354000,269000,656000,615000,823000,-144000,311000,-40000,1090000,80000,-211000,178000,317000,221000,513000,289000,196000,325000,301000,663000,327000,395000,406000
IncomeOtherOperatingCosts_yy,,,,,40.55,-21.01,181.35,57.09,12.87,-43.89,-75.38,-42.79,-52.75,23.71,92.27,136.20,21.34,28.22,-53.62,-51.58,-42.27,-5.03,0.25,7.51,113.23,32.76,-2.22,-5.38,8.80,65.52,123.23,13.68,-53.05,-82.49,-25.79,-34.50,132.49,-153.53,-52.59,-106.50,32.44,155.56,-167.85,545.00,-70.92,176.25,343.13,62.36,-38.17,47.06,-41.33,129.41,66.84,21.54,34.88
IncomeOtherOperatingCosts_sy,,,,,60.98,-12.39,29.65,-40.70,-6.55,71.96,25.37,55.20,-27.27,67.44,-34.33,117.43,113.26,-7.41,56.60,40.43,-25.18,27.05,0.25,28.18,58.96,60.89,47.37,-1.64,4.13,-5.60,1.68,13.68,13.38,-45.33,-12.88,-13.50,41.95,-33.40,0.42,-28.02,-15.58,1.95,20.95,24.09,-15.52,22.35,-3.07,13.62,-7.28,35.60,34.03,-12.90,13.80,25.04,-42.09
IncomeOtherOperatingCosts_qq,,69.14,-37.54,20.80,10.13,-4.94,122.49,-32.55,-20.87,-52.75,-2.37,56.73,-34.65,23.71,51.74,92.54,-66.43,30.73,-45.11,100.99,-59.98,115.08,-42.06,115.56,-20.62,33.91,-57.33,108.59,-8.72,103.71,-42.45,6.22,-62.30,-24.01,143.87,-6.25,33.82,-117.50,315.97,-112.86,2825.00,-92.66,-363.75,184.36,78.09,-30.28,132.13,-43.66,-32.18,65.82,-7.38,120.27,-50.68,20.80,2.78
IncomeOtherOperatingCosts_sq,,93.62,-22.46,210.33,-83.09,25.25,-29.74,113.69,-56.76,4.12,-20.16,62.48,-69.30,32.02,-62.80,286.79,-66.43,14.84,-42.73,100.99,-66.04,87.96,-14.24,115.56,-66.55,65.55,-18.82,87.63,-65.13,72.84,-32.98,98.69,-53.49,3.98,11.09,126.37,-26.34,13.69,-12.78,34.07,-42.22,2.94,-16.53,132.14,7.01,50.13,-40.66,158.43,-53.48,49.19,-31.00,59.94,-54.68,64.85,-247.60
IncomeEBIT,4244000,2606000,6522000,11307000,7611000,11226000,26769000,8678000,9000000,2424000,6186000,10561000,8376000,2418000,8079000,12008000,8779000,2718000,9710000,18020000,14452000,8133000,13176000,21706000,18563000,7120000,17744000,23592000,21664000,10680000,19298000,25798000,26772000,14504000,23484000,31251000,26078000,11343000,23801000,41700000,34240000,14367000,23414000,35822000,30961000,7885000,25393000,34438000,31121000,5498000,25200000,35676000,32049000,4683000,22974000
IncomeEBIT_yy,,,,,79.34,330.78,310.44,-23.25,18.25,-78.41,-76.89,21.70,-6.93,-0.25,30.60,13.70,4.81,12.41,20.19,50.07,64.62,199.23,35.70,20.46,28.45,-12.46,34.67,8.69,16.71,50.00,8.76,9.35,23.58,35.81,21.69,21.14,-2.59,-21.79,1.35,33.44,31.30,26.66,-1.63,-14.10,-9.58,-45.12,8.45,-3.86,0.52,-30.27,-0.76,3.59,2.98,-14.82,-8.83
IncomeEBIT_sy,,,,,-6.30,12.12,35.03,96.24,68.73,-2.22,-9.71,-31.73,-10.66,-12.62,17.59,13.70,-6.40,-4.89,-19.45,41.32,18.77,4.08,7.62,-30.04,9.83,-12.46,-2.24,-61.31,16.71,3.96,-19.18,9.35,27.38,14.75,12.33,9.23,17.55,30.33,-13.72,36.91,27.18,25.68,20.72,-4.48,4.24,-20.00,-18.41,12.77,-2.50,-12.99,6.48,13.16,6.16,-11.69,1.99
IncomeEBIT_qq,,-38.60,150.27,73.37,-32.69,47.50,138.46,-67.58,3.71,-73.07,155.20,70.72,-20.69,-71.13,234.12,48.63,-26.89,-69.04,257.25,85.58,-19.80,-43.72,62.01,64.74,-14.48,-61.64,149.21,32.96,-8.17,-50.70,80.69,33.68,3.78,-45.82,61.91,33.07,-16.55,-56.50,109.83,75.20,-17.89,-58.04,62.97,52.99,-13.57,-74.53,222.04,35.62,-9.63,-82.33,358.35,41.57,-10.17,-85.39,390.58
IncomeEBIT_sq,,126.16,-33.43,5.00,-13.68,44.50,0.78,73.03,-2.46,-18.68,-0.14,-2.64,-10.86,-2.01,18.20,-20.88,23.46,-18.06,8.94,-17.30,28.50,11.16,18.91,-32.88,31.09,21.05,13.86,-55.55,37.47,-7.62,-13.02,-43.11,3.78,-3.71,-2.75,21.09,0.08,-23.84,26.34,14.30,0.10,6.40,9.21,12.26,-12.07,18.88,1.82,23.66,-11.94,9.74,16.16,-1.37,29.76,-55.24,188.90
IncomeFinanceIncome,918000,2483000,71000,776000,282000,-44000,206000,276000,209000,68000,131000,412000,25000,207000,254000,482000,98000,253000,158000,964000,612000,405000,854000,1278000,1122000,2615000,284000,-306000,1928000,132000,1711000,1621000,809000,1863000,1133000,1562000,1923000,2130000,1735000,1359000,1291000,1616000,2026000,1965000,1497000,1930000,1811000,1198000,1116000,5274000,545000,823000,634000,1068000,1048000
IncomeFinanceIncome_yy,,,,,-69.28,-101.77,190.14,-64.43,-25.89,254.55,-36.41,49.28,-88.04,204.41,93.89,16.99,292.00,22.22,-37.80,100.00,524.49,60.08,440.51,32.57,83.33,545.68,-66.74,-123.94,71.84,-94.95,502.46,629.74,-58.04,1311.36,-33.78,-3.64,137.70,14.33,53.13,-13.00,-32.87,-24.13,16.77,44.59,15.96,19.43,-10.61,-39.03,-25.45,173.26,-69.91,-31.30,-43.19,-79.75,92.29
IncomeFinanceIncome_sy,,,,,-58.31,-12.41,38.34,-60.31,45.19,254.55,85.62,29.12,-65.62,46.17,-57.14,82.37,54.55,9.38,-20.53,-75.02,52.25,-56.71,7.07,216.46,39.04,20.13,-54.18,-40.90,7.88,-81.92,20.98,-26.40,-46.53,211.11,-15.05,-22.24,-1.62,-54.67,50.63,-7.55,11.75,39.13,-14.29,-14.29,-16.42,-21.65,-50.00,-11.77,-52.43,-27.27,-20.32,-3.14,-56.25,12.86,73.92
IncomeFinanceIncome_qq,,170.48,-97.14,992.96,-63.66,-115.60,568.18,33.98,-24.28,-67.46,92.65,214.50,-93.93,728.00,22.71,89.76,-79.67,158.16,-37.55,510.13,-36.51,-33.82,110.86,49.65,-12.21,133.07,-89.14,-207.75,730.07,-93.15,1196.21,-5.26,-50.09,130.28,-39.18,37.86,23.11,10.76,-18.54,-21.67,-5.00,25.17,25.37,-3.01,-23.82,28.92,-6.17,-33.85,-6.84,372.58,-89.67,51.01,-22.96,68.45,-1.87
IncomeFinanceIncome_sq,,-25.36,-19.02,328.47,-62.50,108.79,4.88,53.76,-15.27,29.64,15.32,41.56,-65.96,162.95,-70.83,100.00,-67.70,154.42,-1.08,-8.81,131.01,-28.10,40.22,107.94,-41.52,67.03,-79.74,103.53,-34.88,-71.84,106.07,86.14,-45.18,10.36,-30.14,22.55,-3.51,-9.55,22.59,15.97,8.76,24.49,25.37,25.00,4.59,-24.26,-26.39,-33.85,13.68,-25.78,-21.66,104.49,-57.63,68.45,19.06
IncomeFinanceCosts,60000,92000,54000,804000,86000,54000,136000,407000,345000,167000,191000,409000,119000,-45000,39000,764000,144000,176000,-10000,567000,0,239000,637000,35000,1194000,739000,-222000,-1247000,0,71000,0,30000,1000,370000,-117000,-47000,127000,83000,131000,510000,318000,44000,-265000,-93000,1000,0,0,48000,1000,84000,301000,-109000,153000,287000,7000
IncomeFinanceCosts_yy,,,,,43.33,-41.30,151.85,-49.38,301.16,209.26,40.44,0.49,-65.51,-126.95,-79.58,86.80,21.01,491.11,-125.64,-25.79,-100.00,35.80,6470.00,-93.83,,209.21,-134.85,-3662.86,-100.00,-90.39,100.00,102.41,,421.13,,-256.67,12600.00,-77.57,211.97,1185.11,150.39,-46.99,-302.29,-118.24,-99.69,-100.00,100.00,151.61,,,,-327.08,15200.00,241.67,-97.67
IncomeFinanceCosts_sy,,,,,-0.62,-31.14,25.38,7.97,32.14,79.02,36.90,57.63,27.26,47.29,37.39,116.61,113.13,-32.36,-34.42,-43.43,-46.58,-18.14,1.76,-4.00,,56.16,39.08,48.30,43.05,20.25,32.21,6.44,,18.94,,-2.49,-11.21,-33.88,11.82,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,,,,-4.54,9.80,32.41,-94.18
IncomeFinanceCosts_qq,,53.33,-41.30,1388.89,-89.30,-37.21,151.85,199.26,-15.23,-51.59,14.37,114.14,-70.90,-137.82,186.67,1858.97,-81.15,22.22,-105.68,5770.00,-100.00,,166.53,-94.51,3311.43,-38.11,-130.04,-461.71,100.00,,-100.00,,-96.67,36900.00,-131.62,59.83,370.21,-34.65,57.83,289.31,-37.65,-86.16,-702.27,64.91,101.08,-100.00,,,-97.92,8300.00,258.33,-136.21,240.37,87.58,-97.56
IncomeFinanceCosts_sq,,34.92,-36.83,69.22,-27.23,-0.62,9.19,11.90,18.43,22.08,4.43,26.36,-14.34,16.21,7.79,275.86,-40.09,-21.50,9.08,-2.54,16.79,,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,,1.16,,-17.00,8.63,-26.33,52.64,-32.99,-12.04,7.89,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,,,-28.52,1.89,-9.38,25.61,-6.56,14.63,-96.84
IncomeOtherIncome,,75000,-49000,15000,173000,29000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-535000,-513000,576000,73000,121000,-44000,175000,96000,-12000,56000,78000,-8000,-541000,17000,17000,-152000
IncomeOtherIncome_yy,,,,,,-61.33,100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.62,91.42,-69.62,31.51,-109.92,227.27,-55.43,-108.33,-4408.33,-69.64,-78.21,-1800.00
IncomeOtherIncome_sy,,,,,,179.17,78.64,-100.00,-100.10,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,82.19,-6.15,-29.64,38.60,78.48,46.77,-68.66,11.69,281.58,-26.28,-770.13
IncomeOtherIncome_qq,,,-165.33,130.61,1053.33,-83.24,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,212.28,-87.33,65.75,-136.36,497.73,-45.14,-112.50,566.67,39.29,-110.26,-6662.50,103.14,,-994.12
IncomeOtherIncome_sq,,,-165.33,28.00,-92.08,-11.94,-89.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,108.00,-9.41,-160.60,39.46,-30.00,-43.72,-106.25,100.00,273.57,-112.91,-241.86,142.25,,-323.30
IncomeNetGrossProfit,5102000,5072000,6490000,11294000,7980000,11157000,26839000,8547000,8864000,2325000,6126000,10564000,8282000,2670000,8294000,11726000,8733000,2795000,9878000,18417000,15064000,8299000,13393000,22949000,18491000,8996000,18250000,24533000,23592000,10741000,21009000,27389000,27580000,15997000,24734000,32860000,27874000,13390000,25405000,42014000,34700000,16515000,25778000,38001000,32413000,9990000,27300000,35576000,32292000,10766000,25436000,36067000,32547000,5481000,23863000
IncomeNetGrossProfit_yy,,,,,56.41,119.97,313.54,-24.32,11.08,-79.16,-77.18,23.60,-6.57,14.84,35.39,11.00,5.45,4.68,19.10,57.06,72.50,196.92,35.58,24.61,22.75,8.40,36.27,6.90,27.59,19.40,15.12,11.64,16.90,48.93,17.73,19.98,1.07,-16.30,2.71,27.86,24.49,23.34,1.47,-9.55,-6.59,-39.51,5.90,-6.38,-0.37,7.77,-6.83,1.38,0.79,-49.09,-6.18
