,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceReserve,202530000,202530000,222698000,222700000,218135000,218135000,238184000,,,,,,,,,,,,,,,,,,,,,,4882000,3154000,2964000,2598000,2400000,1217000
BalanceNonshareCapital,893000,915000,917000,928000,931000,932000,941000,26705000,28220000,25870000,24499000,25169000,24905000,23419000,22735000,21894000,21316000,20636000,20401000,18638000,18818000,18836000,18032000,17898000,16951000,18011000,26827000,24983000,24133000,23478000,23540000,23048000,24115000,23563000
BalanceNoncurrentLiabilities,23406000,23010000,22621000,22633000,22287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,17436000,20257000,17547000,16083000,16231000,15686000,14088000,13585000,12679000,11291000,10661000,10302000,8830000,8981000,8744000,8385000,8084000,7273000,7468000,12293000,11505000,11122000,10595000,10388000,9768000,9589000,8778000,8175000,7695000
BalanceNoncurrentBorrowings,7094000,6603000,6412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,9269000,7963000,8323000,8416000,8938000,9219000,9331000,9150000,9215000,10025000,9975000,10099000,9808000,9837000,10092000,9647000,9814000,9678000,10543000,14534000,13478000,13011000,12883000,13152000,13280000,14526000,14785000,15231000,15315000,15527000,16030000
BalanceNoncurrentOtherLiabilities,15875000,15850000,19309000,18091000,18299000,17352000,16749000,18837000,16958000,19346000,17392000,20131000,25187000,21208000,23433000,21650000,23743000,17744000,20232000,23453000,27906000,30188000,28895000,28330000,29762000,27148000,24660000,27315000,25498000,24796000,27273000,26979000,27578000,6291000
BalanceCurrentLiabilities,10674000,8892000,7629000,8605000,7890000,7589000,7614000,8451000,7627000,10111000,11780000,10598000,14586000,10660000,10997000,9695000,10327000,11881000,15793000,16835000,15421000,15657000,13039000,15062000,14367000,14212000,14032000,12769000,16964000,15188000,17098000,4714000,4963000,4857000
BalanceCurrentTradePayablesv,4864000,4123000,3921000,3864000,3831000,3311000,3645000,3614000,3284000,3566000,2425000,1790000,1588000,1588000,2121000,2275000,2320000,2506000,2441000,2045000,2028000,2039000,2070000,1934000,2141000,2130000,2041000,2052000,1998000,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085000,2476000,3590000,5004000,3873000
BalanceCurrentLeasing,4186000,6626000,4755000,6826000,5344000,5648000,9263000,6184000,5533000,8320000,10320000,5623000,6946000,8459000,8973000,9967000,9937000,9805000,13872000,9224000,8030000,10976000,9190000,9762000,7906000,9739000,8482000,760000,1196000,752000,802000,751000,752000,758000
BalanceCurrentOtherLiabilities,758000,758000,776000,758000,860000,860000,889000,880000,838000,838000,838000,838000,820000,880000,1096000,823000,823000,823000,193000,193000,135000,135000,362000,120690000,123552000,0,177506000,180083000,182856000,0,191293000,196595000,193128000,199637000
BalanceReckoning,200605000,207619000,211179000,210216000,216958000,220416000,221758000,220507000,228491000,239180000,263723000,270937000,273982000,279792000,280577000,284408000,288354000,297706000,294684000,300435000,308624000,314726000,310489000,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,4261000,9390000,915000,1218000,4070000,5646000,4252000,2510000,6560000,1121000,856000,6147000,9185000,8377000,137000,10278000,10071000,5708000,-1217000,-140000,12763000,9386000,4452000,-2261000,5593000,12378000,3000000,4020000,22321000,16925000,12063000,8524000,4035000,6982000
CashflowAmortization,1181000,1362000,1361000,1364000,1479000,1458000,1592000,1511000,1610000,1853000,1927000,2254000,2044000,2164000,2175000,2202000,2286000,2300000,2689000,2683000,2856000,2875000,3050000,3070000,3077000,3276000,3427000,3424000,3241000,3433000,3323000,3258000,3090000,3044000
CashflowInvestingCashflow,-1485000,-12961000,-521000,-1173000,-552000,-11364000,-11479000,-6492000,-5235000,7812000,-1210000,-2880000,-1979000,-5837000,-274000,-12934000,-7222000,-5375000,-6995000,-8774000,-1253000,-9558000,-2757000,-8125000,-1801000,-2508000,-138000,-11327000,-2165000,-2616000,-1543000,-30688000,-9209000,-5699000
CashflowCapex,1485000,14621000,-1249000,3028000,1926000,11469000,7939000,8980000,1392000,3261000,2546000,6265000,799000,13166000,7479000,5692000,7212000,11109000,1389000,6192000,2280000,7980000,1753000,2475000,-165000,11295000,2200000,2787000,1963000,-81000,4462000,10957000,-1204000,-4571000
CashflowFinancingCashflow,-1603000,48367000,-1449000,-1481000,-1408000,-1228000,-1060000,-5968000,-1084000,-953000,-905000,-1018000,-6004000,-965000,-1020000,-514000,-5468000,87000,-536000,-8668000,-274000,-791000,-852000,-6865000,-823000,-387000,-727000,-21787000,-5447000,19566000,-496000,-10138000,,
CashflowShareCapitalCash,,49881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038000,-1000,1000
CashflowDividend,0,0,0,,4904000,0,-1000,4904000,0,,,4903000,0,,5884000,0,0,,6178000,0,,6178000,0,0,,9807000,1572000,-8142000,-945000,48148000,2069000,-7199000,-8635000,-5210000
CashflowNetCashflow,265000,2965000,-1438000,2314000,6301000,1522000,-6141000,-3621000,1829000,-181000,-13680000,-8827000,10974000,-8840000,1421000,-11177000,2940000,3005000,2039000,-7694000,19429000,-7478000,5073000,-2598000,-5670000,-8855000,,,,,,,,
