,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sy,,,,,-11.91,-9.51,-1.12,-2.22,0.81,-7.38,-5.51,-9.38,-8.02,-19.34,-0.91,6.54,-2.54,,-10.70,-12.80,-12.27,,-0.89,-31.18,4.15,,0.27,8.04,3.46,,-5.46,0.90,5.49,-0.86,3.77,17.83,8.20,14.35,3.80,-1.81,-6.30,2.34,1.42,-0.37
IncomeAdministrativExpenses_qq,,24.95,-1.89,2.08,2.51,9.95,-14.07,2.27,2.06,3.26,-17.14,4.54,-4.17,-100.00,,2.38,-3.76,-100.00,,-11.74,66.97,-100.00,,-147.24,115.72,-100.00,,-80.13,164.89,766.67,-98.70,-96.43,300.00,2675.00,-40.54,36.36,-55.56,340.65,-61.14,-185.40,113.68,394.75,-86.86,-58.46
IncomeAdministrativExpenses_sq,,9.53,-2.92,-1.32,-7.76,9.95,-1.03,1.15,0.07,3.74,1.15,-9.43,2.42,-5.02,,2.38,-3.76,27.93,,1.72,-8.88,9.11,,-14.86,-9.91,-2.88,,-0.37,1.10,17.90,-10.55,-3.51,3.46,7.56,3.14,3.05,-3.81,-6.67,2.53,2.17,-4.80,10.15,1.30,-3.88
IncomeGrossProfit,314000,531000,278000,500000,671000,-238000,336000,67000,-395000,-614000,8000,-438000,-566000,-1158000,-1030000,-1313000,-865000,-590000,-1064000,-476000,-177000,-613000,-1175000,190000,174000,-1481000,-463000,37000,-351000,-196000,74000,-288000,-4000,-1873000,-66000,-84000,-40000,-171000,-69000,59000,-8000,-40000,2000,-18000
IncomeGrossProfit_yy,,,,,113.69,-144.82,20.86,-86.60,-158.87,-157.98,-97.62,-753.73,-43.29,-88.60,-12975.00,-199.77,-52.83,49.08,-3.30,63.75,79.54,-3.95,-10.43,139.92,198.31,-141.60,60.60,-80.53,-301.72,86.77,115.98,-878.38,98.86,-855.61,-189.19,70.83,-900.00,90.89,-3.79,169.64,80.00,76.83,102.57,-131.32
IncomeGrossProfit_sy,,,,,-52.05,-109.79,-87.75,-36.86,-86.62,-13.91,-80.62,40.99,-40.71,-88.60,-76.52,-18.15,73.22,63.80,-4.64,43.70,-35.10,-15.97,24.46,76.55,155.54,111.80,88.11,55.18,-17.46,32.20,16.65,-46.23,59.96,37.97,7.25,70.83,-46.98,-42.61,-5.05,-34.58,32.30,7.47,28.70,-12.10
IncomeGrossProfit_qq,,69.11,-47.65,79.86,34.20,-135.47,241.18,-80.06,-689.55,-55.44,101.30,-5575.00,-29.22,-104.59,11.05,-27.48,34.12,31.83,-80.43,55.26,62.82,-246.33,-91.68,116.17,-8.42,-951.15,68.74,107.99,-1048.65,44.16,137.76,-489.19,98.61,-46725.00,96.48,-27.27,52.38,-326.43,59.84,185.40,-113.68,-394.00,104.45,-1140.91
IncomeGrossProfit_sq,,69.11,-47.34,-75.99,34.20,35.02,129.52,-80.06,57.85,25.08,101.30,-199.21,-26.06,-58.44,11.24,-10.22,57.64,-12.78,-20.32,39.42,47.60,22.68,9.25,74.20,13.26,40.30,33.78,46.90,-70.46,54.70,19.16,-6.77,21.72,19.27,-11.20,-1.32,16.62,-16.31,-18.29,87.29,-32.63,-17.06,29.72,39.80
IncomeOtherOperatingIncome,73000,89000,104000,81000,72000,75000,54000,74000,56000,87000,97000,43000,47000,95000,40000,42000,24000,-3732000,24000,36000,22000,12000,132000,284000,6000,68000,,913000,0,-491000,,-1266000,0,1368000,,1747000,-2740000,20000,,,,1000,,39000
IncomeOtherOperatingIncome_yy,,,,,-1.37,-15.73,-48.08,-8.64,-22.22,16.00,79.63,-41.89,-16.07,9.20,-58.76,-2.33,-48.94,-4028.61,-40.00,-14.29,-8.33,100.32,450.00,688.89,-72.73,466.67,-100.00,221.48,-100.00,-822.06,,-238.66,,378.62,,237.99,,-98.52,,-100.00,100.00,-94.06,,
IncomeOtherOperatingIncome_sy,,,,,-30.12,-15.73,-35.14,17.62,27.27,16.00,25.83,-61.05,-16.07,9.20,30.38,-15.92,-64.32,44.78,-40.00,-14.29,-23.64,11.97,145.92,-20.86,-72.73,77.48,-34.55,-12.20,122.67,44.54,,-16.10,,287.48,,237.99,,-40.89,,42.21,57.02,87.77,,
IncomeOtherOperatingIncome_qq,,21.92,16.85,-22.12,-11.11,4.17,-28.00,37.04,-24.32,55.36,11.49,-55.67,9.30,102.13,-57.89,5.00,-42.86,-15650.75,100.64,50.00,-38.89,-45.45,1000.00,115.15,-97.89,1033.33,-100.00,,-100.00,,100.00,,100.00,,-100.00,,-256.84,100.74,-100.00,,,,-100.00,
IncomeOtherOperatingIncome_sq,,53.82,-51.70,-22.12,3.48,4.17,52.46,16.67,-8.11,34.05,-29.45,-55.67,20.04,-15.66,95.34,-41.10,-28.82,-70.37,62.17,43.23,-45.03,-14.10,-3.30,-36.22,-70.17,526.45,37.24,,40.52,,-35.53,,-13.89,,-47.51,,-63.06,18.75,40.13,,,,-57.73,
IncomeOtherOperatingCosts,109000,102000,4000,23000,178000,91000,12000,15000,25000,76000,2000,14000,1000,1094000,1000,2657000,103000,-1522000,53000,299000,0,1913000,307000,112000,2084000,131000,,1231000,0,-490000,,1720000,0,940000,,2740000,,81000,,,,98000,,39000
IncomeOtherOperatingCosts_yy,,,,,63.30,-10.78,200.00,-34.78,-85.96,-16.48,-83.33,-6.67,-96.00,1339.47,-50.00,18878.57,10200.00,-239.11,5200.00,-88.75,-100.00,225.71,479.25,-62.54,,-93.15,-100.00,999.11,-100.00,-474.05,,39.72,,291.84,,59.30,,-91.37,,-100.00,,20.65,,
IncomeOtherOperatingCosts_sy,,,,,-1.54,62.38,79.22,-34.78,50.49,32.26,-27.41,-49.65,-30.31,-74.17,-27.68,98.95,42.13,8.82,-11.23,-58.62,-89.39,-43.59,31.79,-52.97,,61.86,-62.27,96.97,-20.82,-74.08,,-36.00,,317.53,,59.30,,-68.34,,-49.82,,18.25,,
IncomeOtherOperatingCosts_qq,,-6.42,-96.08,475.00,673.91,-48.88,-86.81,25.00,66.67,204.00,-97.37,600.00,-92.86,109300.00,-99.91,265600.00,-96.12,-1577.49,103.48,464.15,-100.00,,-83.95,-63.52,1760.71,-93.71,-100.00,,-100.00,,100.00,,-100.00,,-100.00,,-100.00,,-100.00,,,,-100.00,
IncomeOtherOperatingCosts_sq,,57.41,-49.39,39.16,673.46,-48.88,7.78,72.19,66.67,137.19,-86.44,-38.26,-21.54,391.80,-81.11,63.68,-6.24,-41.98,-68.81,226.80,-73.40,,-61.59,24.12,95.26,262.47,-89.00,,-26.45,,0.69,,33.92,,-72.11,,-45.61,,-35.60,,,,-75.20,
IncomeEBIT,278000,518000,378000,558000,565000,-254000,378000,126000,-364000,-603000,103000,-409000,-520000,-2157000,-991000,-3928000,-944000,-2800000,-1093000,-739000,-155000,-2514000,-1350000,362000,-1904000,-1544000,-463000,-281000,-351000,-197000,74000,-3274000,-4000,-1445000,-66000,-1077000,-40000,-232000,-69000,59000,-8000,-136000,2000,-19000
IncomeEBIT_yy,,,,,103.24,-149.03,,-77.42,-164.42,-137.40,-72.75,-424.60,-42.86,-257.71,-1062.14,-860.39,-81.54,-29.81,-10.29,81.19,83.58,10.22,-23.51,148.99,-1128.39,38.58,65.70,-177.62,81.57,87.24,115.98,-1065.12,98.86,-633.50,-189.19,67.10,-900.00,83.98,-3.79,105.43,80.00,41.16,102.57,-132.80
IncomeEBIT_sy,,,,,-16.27,-110.21,,-77.42,-95.46,-92.64,-72.75,-49.17,-42.86,-131.76,114.26,-27.33,52.41,49.30,-26.72,45.69,-1.19,-17.73,-8.43,64.65,27.62,65.40,61.16,49.22,8.40,47.42,11.95,-44.40,30.06,18.34,11.69,67.10,-26.02,-32.25,-3.79,-27.80,50.29,11.20,28.28,-19.24
IncomeEBIT_qq,,86.33,-27.03,47.62,1.25,-144.96,248.82,-66.67,-388.89,-65.66,117.08,-497.09,-27.14,-314.81,54.06,-296.37,75.97,-196.62,60.97,32.39,79.03,-1521.94,46.30,126.81,-625.97,18.91,70.01,39.31,-24.91,43.87,137.56,-4524.32,99.88,-36025.00,95.43,-1531.82,96.29,-478.77,70.41,185.40,-113.68,-1602.87,101.29,-1190.34
IncomeEBIT_sq,,86.33,-45.81,-85.32,12.33,29.49,109.44,-66.67,13.71,-2.63,102.84,-6.50,-21.11,-160.73,114.22,-97.14,92.06,-27.86,34.26,-18.78,30.68,20.18,37.47,53.93,-54.24,25.79,145.26,34.39,-33.15,37.38,68.31,11.85,21.40,12.33,13.07,13.38,2.21,-60.10,3.74,77.16,-28.86,-56.78,88.14,1.66
IncomeFinanceIncome,110000,59000,6000,-5000,0,207000,,1000,0,0,,15000,0,-1000,33000,136000,42000,-126000,,32000,-11000,100000,,,,,,,,,,,,,,,,,,,,,1000,0
IncomeFinanceIncome_yy,,,,,-100.00,250.85,-100.00,120.00,,-100.00,,1400.00,,,,806.67,,-12464.00,-100.00,-76.47,-126.19,179.59,,-100.00,100.00,-100.00,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,-40.99,-13.00,-88.55,63.73,,100.93,,188.89,,,,-49.23,,12.09,32.91,-29.84,270.79,-25.12,,-16.73,-37.91,-66.12,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_qq,,-46.36,-89.83,-183.33,100.00,,-100.00,,-100.00,,,,-100.00,,3400.00,312.12,-69.12,-399.14,100.00,,-134.38,1009.09,-100.00,,,,,,,,,,,,,,,,,,,,,-98.18
IncomeFinanceIncome_sq,,-46.36,29.37,-68.42,100.00,,-30.12,,8.20,,,,-69.62,,-56.08,136.34,-56.06,177.01,-6.98,,22.92,-12.30,-44.72,,,,,,,,,,,,,,,,,,,,,70.26
IncomeFinanceCosts,115000,127000,102000,308000,34000,-68000,180000,132000,123000,115000,93000,100000,134000,197000,99000,294000,150000,216000,7000,379000,0,416000,0,41000,100000,71000,,,7000,172000,,250000,0,448000,,150000,0,130000,20000,,,627000,20000,21000
IncomeFinanceCosts_yy,,,,,-70.43,-153.54,76.47,-57.14,261.76,269.12,-48.33,-24.24,8.94,71.30,6.45,194.00,11.94,9.51,-92.93,28.91,-100.00,92.82,-100.00,-89.18,,-82.93,,-100.00,-93.00,142.25,,,-100.00,160.47,,-40.00,,-71.04,,-100.00,,383.09,2.20,
IncomeFinanceCosts_sy,,,,,34.11,34.45,76.47,-67.64,-68.34,-46.09,-51.67,122.99,12.94,-38.42,6.45,7.97,52.94,27.67,-39.51,16.30,-58.48,-15.28,-30.45,-33.52,,-28.27,,-5.29,30.51,75.50,,,-20.26,7.04,,155.23,,58.82,,-55.52,,-40.36,2.20,
IncomeFinanceCosts_qq,,10.43,-19.69,201.96,-88.96,-300.00,364.71,-26.67,-6.82,-6.50,-19.13,7.53,34.00,47.01,-49.75,196.97,-48.98,43.83,-96.76,5314.29,-100.00,,-100.00,,143.90,-29.00,-100.00,,,2357.14,-100.00,,-100.00,,-100.00,,-100.00,,-84.58,-100.00,,,-96.74,1.52
IncomeFinanceCosts_sq,,14.83,7.27,7.30,15.66,-34.22,-32.90,-29.30,82.33,14.47,-19.13,7.53,-15.14,41.23,5.76,2.97,108.37,-56.55,-75.05,4.93,-21.27,,-47.87,,-15.95,53.25,-27.77,,,11.16,-58.83,,-22.08,,-12.42,,-100.00,,-30.66,5.74,,,22.23,6.13
IncomeOtherIncome,,,,,,,,,,,,,,,,203000,-438000,-188000,,,,,-96000,-3000,,,-3000,-4000,7000,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,-100.00,100.00,100.00,,,,,96.88,-33.33,,,100.00,100.00,-100.00,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,96.88,337.04,,,-60.33,100.00,-90.52,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,-315.76,57.02,100.00,,,,,96.88,100.00,,,-33.33,275.00,-100.00,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,-100.00,-11.88,,,,,,96.88,1566.67,,,-55.42,-37.21,-38.79,,,,,,,,,,,,,,
IncomeNetGrossProfit,273000,450000,282000,245000,531000,21000,198000,-5000,-487000,-718000,10000,-494000,-654000,-2355000,-1057000,-3883000,-1490000,-3330000,-1100000,-1086000,-166000,-2830000,-1446000,318000,-1905000,-1615000,-466000,-285000,-351000,-369000,74000,-3524000,-4000,-1893000,-66000,-1227000,-40000,-361000,-89000,79000,-8000,-763000,-18000,-40000
IncomeNetGrossProfit_yy,,,,,94.51,-95.33,-29.79,-102.04,-191.71,-3519.05,-94.95,-9780.00,-34.29,-227.99,-10670.00,-686.03,-127.83,-41.39,-4.07,72.03,88.86,15.01,-31.45,129.28,-1047.59,42.93,67.77,-189.62,81.57,77.15,115.88,-1136.49,98.86,-413.01,-189.19,65.18,-900.00,80.92,-34.09,106.40,80.00,-111.20,79.51,-150.87
IncomeNetGrossProfit_sy,,,,,-31.23,-119.97,-75.42,-102.04,-100.90,69.38,-0.08,-63.09,-37.15,-62.00,105.56,17.03,61.56,82.64,-14.18,61.72,18.70,-53.17,10.72,119.27,-14.14,87.96,125.69,58.91,9.96,3.58,33.88,-66.47,57.80,49.08,34.54,22.97,-7.96,-83.02,-3.18,-22.12,-18.07,21.23,-4.95,-74.58
IncomeNetGrossProfit_qq,,64.84,-37.33,-13.12,116.73,-96.05,842.86,-102.53,-9640.00,-47.43,101.39,-5040.00,-32.39,-260.09,55.12,-267.36,61.63,-123.47,66.96,1.27,84.71,-1604.82,48.90,121.99,-699.06,15.22,71.15,38.84,-23.16,-5.13,120.05,-4862.16,99.89,-47225.00,96.51,-1759.09,96.74,-803.07,75.50,188.70,-110.19,-9436.25,97.62,-120.24
IncomeNetGrossProfit_sq,,64.84,-41.81,-84.14,156.60,-96.05,65.07,-31.55,14.62,15.93,57.45,-214.54,-24.28,-143.14,123.51,-96.62,-1.45,131.51,42.78,-42.39,125.76,82.18,38.64,85.66,-11.48,21.50,86.04,40.96,-39.70,15.73,73.76,-23.60,44.92,-72.73,42.71,-38.28,32.08,-86.08,101.11,40.78,-49.10,277.28,46.00,-67.86
IncomeExtraordinarProfit,0,0,-4000,0,0,-11000,,,,-1000,,-1000,-11000,-2000,70000,0,0,-2000,-2000,-1000,-1000,0,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,100.00,,,90.91,,,,-100.00,,100.00,100.00,6.50,-102.86,,,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,100.00,,,90.91,,,,-100.00,,100.00,100.00,-46.75,-102.86,,,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,100.00,,,100.00,,,,100.00,,-1000.00,81.82,3600.00,-100.00,,,-6.95,50.00,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,100.00,,,100.00,,,,100.00,,-1000.00,138.63,1750.00,-100.00,,,-6.95,50.00,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,273000,450000,278000,245000,531000,10000,198000,-5000,-487000,-719000,10000,-495000,-665000,-2357000,-987000,-3883000,-1490000,-3332000,-1102000,-1087000,-167000,-2830000,-1446000,318000,-1905000,-1615000,-466000,-285000,-351000,-369000,74000,-3524000,-4000,-1893000,-66000,-1227000,-40000,-361000,-89000,79000,-8000,-763000,-18000,-40000
IncomeBeforeTaxProfit_yy,,,,,94.51,-97.78,-28.78,-102.04,-191.71,-7290.00,-94.95,-9800.00,-36.55,-227.82,-9970.00,-684.44,-124.06,-41.35,-11.65,72.01,88.79,15.06,-31.22,129.25,-1040.72,42.93,67.77,-189.62,81.57,77.15,115.88,-1136.49,98.86,-413.01,-189.19,65.18,-900.00,80.92,-34.09,106.40,80.00,-111.20,79.51,-150.87
IncomeBeforeTaxProfit_sy,,,,,-31.23,-119.97,-75.42,-102.04,-100.90,69.38,-0.08,-63.09,-37.15,-60.65,105.56,17.03,61.56,82.74,-17.96,61.71,18.70,-53.17,10.83,119.26,-14.14,87.96,125.69,58.91,9.96,3.58,33.88,-66.47,57.80,49.08,34.54,22.97,-7.96,-83.02,-3.18,-22.12,-18.07,21.23,-4.95,-74.58
IncomeBeforeTaxProfit_qq,,64.84,-38.22,-11.87,116.73,-98.12,1880.00,-102.53,-9640.00,-47.64,101.39,-5050.00,-34.34,-254.44,58.12,-293.41,61.63,-123.60,66.92,1.36,84.64,-1594.61,48.90,121.99,-699.06,15.22,71.15,38.84,-23.16,-5.13,120.05,-4862.16,99.89,-47225.00,96.51,-1759.09,96.74,-803.07,75.50,188.70,-110.19,-9436.25,97.62,-120.24
IncomeBeforeTaxProfit_sq,,64.84,-41.81,-84.14,156.60,-98.12,65.07,-31.55,14.62,15.93,57.45,-214.54,-25.26,-140.31,123.83,-96.62,-1.45,131.51,42.76,-42.39,125.72,82.18,38.64,85.66,-11.48,21.50,86.04,40.96,-39.70,15.73,73.76,-23.60,44.92,-72.73,42.71,-38.28,32.08,-86.08,101.11,40.78,-49.10,277.28,46.00,-67.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,283000,437000,169000,234000,511000,39000,198000,-5000,-487000,-794000,10000,-495000,-665000,-2357000,-987000,-3922000,-1490000,-3331000,-1102000,-1087000,-167000,-2830000,-1446000,318000,-1905000,-1615000,-466000,-285000,-351000,-369000,74000,-3524000,-4000,-1893000,-66000,-1227000,-40000,-361000,-89000,79000,-8000,-763000,-18000,-40000
IncomeNetProfit_yy,,,,,80.57,-91.08,17.16,-102.14,-195.30,-2135.90,-94.95,-9800.00,-36.55,-196.85,-9970.00,-692.32,-124.06,-41.33,-11.65,72.28,88.79,15.05,-31.22,129.25,-1040.72,42.93,67.77,-189.62,81.57,77.15,115.88,-1136.49,98.86,-413.01,-189.19,65.18,-900.00,80.92,-34.09,106.40,80.00,-111.20,79.51,-150.87
IncomeNetProfit_sy,,,,,-32.48,-140.05,-75.42,-102.14,-100.90,69.97,2.71,-63.62,-36.55,-62.11,115.69,85.53,48.63,51.32,20.00,-23.23,68.37,-11.71,9.96,103.76,-11.22,91.61,96.01,38.14,12.64,-2.90,24.99,-66.87,75.88,59.97,36.05,65.18,-19.16,-108.43,-2.31,-22.21,-6.96,9.86,-10.64,-108.44
IncomeNetProfit_qq,,54.42,-61.33,38.46,118.38,-92.37,407.69,-102.53,-9640.00,-63.04,101.26,-5050.00,-34.34,-254.44,58.12,-297.37,62.01,-123.57,66.92,1.36,84.64,-1594.61,48.90,121.99,-699.06,15.22,71.15,38.84,-23.16,-5.13,120.05,-4862.16,99.89,-47225.00,96.51,-1759.09,96.74,-803.07,75.50,188.70,-110.19,-9436.25,97.62,-120.24
IncomeNetProfit_sq,,54.42,-47.45,-89.95,118.38,-92.37,66.63,-65.17,13.28,12.57,56.48,-281.15,-15.55,-58.87,115.50,-60.17,-24.10,-51.18,55.30,-72.61,139.71,8.98,75.78,47.47,-32.73,20.42,53.48,21.98,-27.39,16.33,74.52,-25.05,51.09,-37.40,42.86,-31.28,42.96,-119.55,100.95,37.65,-42.73,-76.10,43.40,-107.88
IncomeShareholderNetProfit,283000,437000,169000,234000,511000,39000,198000,-5000,-487000,-794000,10000,-495000,-665000,-2357000,-987000,-3922000,-1490000,-3331000,-1102000,-1087000,-167000,-2830000,-1446000,318000,-1905000,-1615000,-466000,-285000,-351000,-369000,74000,-3524000,-4000,-1893000,-66000,-1227000,-40000,-361000,-89000,79000,-8000,-763000,-18000,-40000
IncomeShareholderNetProfit_yy,,,,,80.57,-91.08,17.16,-102.14,-195.30,-2135.90,-94.95,-9800.00,-36.55,-196.85,-9970.00,-692.32,-124.06,-41.33,-11.65,72.28,88.79,15.05,-31.22,129.25,-1040.72,42.93,67.77,-189.62,81.57,77.15,115.88,-1136.49,98.86,-413.01,-189.19,65.18,-900.00,80.92,-34.09,106.40,80.00,-111.20,79.51,-150.87
IncomeShareholderNetProfit_sy,,,,,-32.48,-140.07,-75.42,-102.14,-100.90,77.95,13.46,-63.62,-40.39,-62.79,124.76,57.13,71.63,51.58,20.00,63.02,67.85,-3.68,10.16,70.04,23.60,57.92,96.13,38.16,25.46,6.74,25.82,-66.87,75.94,59.90,36.16,65.18,-19.37,-108.43,-2.38,-22.21,-6.96,9.86,-10.64,-108.36
