,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_sq,,-11.84,-14.80,31.07,-16.68,26.13,-31.59,-70.49,34.88,-50.77,-4.84,-22.88,20.55,-13.37,5.67,-30.59,26.12,3.38
IncomeOtherOperatingIncome,,139000,13632000,92000,129000,11000,538000,275000,22000,610000,433000,451000,91000,237000,-82000,5441000,165000,47000
IncomeOtherOperatingIncome_yy,,,,,,-92.09,-96.05,198.91,-82.95,5445.45,-19.52,64.00,313.64,-61.15,-118.94,1106.43,81.32,-80.17
IncomeOtherOperatingIncome_sy,,,,,,-79.16,-50.79,6.53,-13.11,209.73,29.70,-1.40,101.42,-2.18,18.09,80.15,45.75,-31.52
IncomeOtherOperatingIncome_qq,,,9707.19,-99.33,40.22,-91.47,4790.91,-48.88,-92.00,2672.73,-29.02,4.16,-79.82,160.44,-134.60,6735.37,-96.97,-71.52
IncomeOtherOperatingIncome_sq,,,-17.12,108.81,-72.10,-8.88,0.69,113.58,-58.44,83.12,-34.11,-20.12,-16.42,19.34,-7.03,52.18,-30.94,-28.27
IncomeOtherOperatingCosts,235000,17000,15000,-16000,37000,162000,-129000,296000,110000,224000,166000,120000,50000,43000,121000,28673000,148000,425000
IncomeOtherOperatingCosts_yy,,,,,-84.26,852.94,-960.00,1950.00,197.30,38.27,228.68,-59.46,-54.55,-80.80,-27.11,23794.17,196.00,888.37
IncomeOtherOperatingCosts_sy,,,,,-17.77,-15.33,-64.04,4.36,35.94,191.18,131.00,-7.70,5.03,-4.74,3.49,-18.32,-8.66,8.98
IncomeOtherOperatingCosts_qq,,-92.77,-11.76,-206.67,331.25,337.84,-179.63,329.46,-62.84,103.64,-25.89,-27.71,-58.33,-14.00,181.40,23596.69,-99.48,187.16
IncomeOtherOperatingCosts_sq,,131.19,-11.21,311.19,-90.93,81.78,-27.68,633.61,-74.01,42.46,-58.78,374.23,-78.88,24.58,1.92,110.69,-71.78,41.21
IncomeEBIT,-3166000,-2095000,9919000,-2902000,-2679000,-3213000,-2926000,-4849000,-3424000,-4953000,-4432000,-6028000,-4698000,-6010000,-6564000,-34602000,-6516000,-5544000
IncomeEBIT_yy,,,,,15.38,-53.37,-129.50,-67.09,-27.81,-54.15,-51.47,-24.31,-37.21,-21.34,-48.10,-474.02,-38.70,7.75
IncomeEBIT_sy,,,,,-37.61,-1.60,-15.24,-114.34,16.49,-54.15,-71.66,8.65,-40.24,17.48,8.92,46.69,47.24,-10.84
IncomeEBIT_qq,,33.83,573.46,-129.26,7.68,-19.93,8.93,-65.72,29.39,-44.66,10.52,-36.01,22.06,-27.93,-9.22,-427.15,81.17,14.92
IncomeEBIT_sq,,-0.60,-14.14,-8.90,-18.09,33.33,-11.85,-130.91,54.92,-39.94,21.84,-52.34,63.65,22.17,-9.22,90.61,28.21,-39.60
IncomeFinanceIncome,7000,,41000,-36000,2000,123000,-73000,35000,440000,136000,-512000,-3000,138000,213000,238000,-199000,371000,1165000
IncomeFinanceIncome_yy,,,,,-71.43,,-278.05,197.22,21900.00,10.57,-601.37,-108.57,-68.64,56.62,146.48,-6533.33,168.84,446.95
IncomeFinanceIncome_sy,,,,,-13.42,,-85.42,-13.06,-10.29,129.09,7.71,18.19,-27.63,-6.63,146.48,-29.98,12.33,100.00
IncomeFinanceIncome_qq,,-100.00,,-187.80,105.56,6050.00,-159.35,147.95,1157.14,-69.09,-476.47,99.41,4700.00,54.35,11.74,-183.61,286.43,214.02
IncomeFinanceIncome_sq,,-62.24,,18.81,3.00,-64.53,-46.99,131.12,147.44,100.00,-79.85,99.41,67.12,47.88,-15.31,34.54,-13.33,80.59
IncomeFinanceCosts,420000,461000,730000,794000,3727000,528000,162000,575000,508000,733000,-380000,463000,220000,377000,1276000,1805000,356000,558000
IncomeFinanceCosts_yy,,,,,787.38,14.53,-77.81,-27.58,-86.37,38.83,-334.57,-19.48,-56.69,-48.57,435.79,289.85,61.82,48.01
IncomeFinanceCosts_sy,,,,,31.10,14.53,-29.69,-27.58,-5.77,153.54,-42.47,-2.07,-24.22,6.88,126.10,13.33,-39.95,-5.83
IncomeFinanceCosts_qq,,9.76,58.35,8.77,369.40,-85.83,-69.32,254.94,-11.65,44.29,-151.84,221.84,-52.48,71.36,238.46,41.46,-80.28,56.74
IncomeFinanceCosts_sq,,16.67,35.12,46.36,-23.99,-43.98,0.89,167.62,-2.36,-3.02,-66.10,141.52,-13.33,5.72,-10.87,41.46,-36.06,24.51
IncomeOtherIncome,,,,,,,,-1529000,-381000,-394000,-382000,-773000,-437000,-437000,-438000,-2528000,-438000,-444000
IncomeOtherIncome_yy,,,,,,,,,,,,49.44,-14.70,-10.91,-14.66,-227.04,-0.23,-1.60
IncomeOtherIncome_sy,,,,,,,,,,,,49.44,42.65,-51.22,-126.27,-109.98,-12.46,-50.80
IncomeOtherIncome_qq,,,,,,,,,75.08,-3.41,3.05,-102.36,43.47,,-0.23,-477.17,82.67,-1.37
IncomeOtherIncome_sq,,,,,,,,,75.08,-49.48,52.26,-102.36,43.47,,-0.23,-477.17,90.56,-50.68
IncomeNetGrossProfit,-3579000,-2563000,9230000,-3732000,-6404000,-3618000,-3161000,-6918000,-3873000,-5944000,-4946000,-7267000,-5217000,-6611000,-8040000,-39134000,-6939000,-5381000
IncomeNetGrossProfit_yy,,,,,-78.93,-41.16,-134.25,-85.37,39.52,-64.29,-56.47,-5.04,-34.70,-11.22,-62.56,-438.52,-33.01,18.61
IncomeNetGrossProfit_sy,,,,,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeNetGrossProfit_qq,,28.39,460.12,-140.43,-71.60,43.50,12.63,-118.85,44.02,-53.47,16.79,-46.93,28.21,-26.72,-21.62,-386.74,82.27,22.45
IncomeNetGrossProfit_sq,,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-3579000,-2563000,9230000,-3732000,-6404000,-3618000,-3161000,-6918000,-3873000,-5944000,-4946000,-7267000,-5217000,-6611000,-8040000,-39134000,-6939000,-5381000
IncomeBeforeTaxProfit_yy,,,,,-78.93,-41.16,-134.25,-85.37,39.52,-64.29,-56.47,-5.04,-34.70,-11.22,-62.56,-438.52,-33.01,18.61
IncomeBeforeTaxProfit_sy,,,,,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeBeforeTaxProfit_qq,,28.39,460.12,-140.43,-71.60,43.50,12.63,-118.85,44.02,-53.47,16.79,-46.93,28.21,-26.72,-21.62,-386.74,82.27,22.45
IncomeBeforeTaxProfit_sq,,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-3579000,-2563000,9230000,-3816000,-6404000,-3278000,-3832000,-6507000,-3604000,-5951000,-4982000,-4767000,-4829000,-6348000,-7447000,-33938000,-6715000,-2955000
IncomeNetProfit_yy,,,,,-78.93,-27.90,-141.52,-70.52,43.72,-81.54,-30.01,26.74,-33.99,-6.67,-49.48,-611.94,-39.06,53.45
IncomeNetProfit_sy,,,,,-58.60,-3.82,-10.79,-154.17,5.92,-81.54,-50.70,40.56,-34.21,31.99,3.74,42.67,56.61,18.97
IncomeNetProfit_qq,,28.39,460.12,-141.34,-67.82,48.81,-16.90,-69.81,44.61,-65.12,16.28,4.32,-1.30,-31.46,-17.31,-355.73,80.21,55.99
IncomeNetProfit_sq,,5.25,-19.22,-31.42,36.31,57.80,-23.04,-69.81,67.80,-45.04,35.42,-20.66,44.72,2.59,-17.31,123.85,20.16,-50.09
IncomeShareholderNetProfit,-3444000,-2101000,10751000,-3483000,-6117000,-2714000,-3476000,-5657000,-3189000,-5018000,-4311000,-4678000,-4203000,-5530000,-6570000,-23806000,-5606000,-1613000
IncomeShareholderNetProfit_yy,,,,,-77.61,-29.18,-132.33,-62.42,47.87,-84.89,-24.02,17.31,-31.80,-10.20,-52.40,-408.89,-33.38,70.83
IncomeShareholderNetProfit_sy,,,,,-57.94,-3.82,-10.79,-154.17,-3.30,-84.89,-50.38,35.95,-33.12,12.77,8.40,42.67,54.86,18.90
IncomeShareholderNetProfit_qq,,39.00,611.71,-132.40,-75.62,55.63,-28.08,-62.74,43.63,-57.35,14.09,-8.51,10.15,-31.57,-18.81,-262.34,76.45,71.23
IncomeShareholderNetProfit_sq,,5.25,-19.22,-31.42,36.22,57.80,-28.08,-62.74,67.58,-45.04,34.62,-20.66,46.36,2.59,-18.81,88.67,23.27,-47.98
BalanceNoncurrentAssets,,,,50819000,55937000,57122000,59538000,64795000,69189000,73503000,76924000,61592000,65713000,70574000,73990000,52306000,68746000,68802000
BalanceNoncurrentAssets_yy,,,,,,,,27.50,23.69,28.68,29.20,-4.94,-5.02,-3.98,-3.81,-15.08,4.62,-2.51
BalanceNoncurrentAssets_sy,,,,,,,,2.78,13.54,21.57,23.24,7.40,1.11,-2.82,0.44,2.83,3.18,0.62
BalanceNoncurrentAssets_qq,,,,,10.07,2.12,4.23,8.83,6.78,6.24,4.65,-19.93,6.69,7.40,4.84,-29.31,31.43,0.08
BalanceNoncurrentAssets_sq,,,,,-0.58,2.28,3.91,4.62,1.82,3.72,0.68,0.81,-0.10,0.82,0.67,0.33,0.56,-0.18
BalanceIntangibleAssets,,,,50326000,53858000,55785000,58147000,60782000,63496000,65800000,68344000,49610000,52225000,55017000,57470000,31936000,33284000,33526000
BalanceIntangibleAssets_yy,,,,,,,,20.78,17.90,17.95,17.54,-18.38,-17.75,-16.39,-15.91,-35.63,-36.27,-39.06
BalanceIntangibleAssets_sy,,,,,,,,33.76,53.11,30.11,22.94,2.63,1.46,-1.86,-1.48,-2.28,-1.05,-0.57
BalanceIntangibleAssets_qq,,,,,7.02,3.58,4.23,4.53,4.47,3.63,3.87,-27.41,5.27,5.35,4.46,-44.43,4.22,0.73
BalanceIntangibleAssets_sq,,,,,0.64,0.77,4.22,13.10,1.31,3.09,-0.28,1.93,-0.17,0.06,0.50,-0.17,-0.14,0.73
BalanceProperty,,,,493000,717000,878000,972000,1054000,1302000,1363000,1341000,1391000,1381000,1249000,1240000,1069000,1059000,420000
BalanceProperty_yy,,,,,,,,113.79,81.59,55.24,37.96,31.97,6.07,-8.36,-7.53,-23.15,-23.32,-66.37
BalanceProperty_sy,,,,,,,,5.12,10.40,8.71,16.30,10.67,1.42,-3.62,-0.53,-5.60,-0.84,1.67
BalanceProperty_qq,,,,,45.44,22.45,10.71,8.44,23.53,4.69,-1.61,3.73,-0.72,-9.56,-0.72,-13.79,-0.94,-60.34
BalanceProperty_sq,,,,,-2.55,2.64,-0.89,7.74,-0.78,1.41,-1.33,3.73,-0.72,-0.46,0.47,-0.80,-0.34,-0.86
BalanceNoncurrentReceivables,,,,,,100000,102000,306000,353000,239000,36000,,,224000,223000,228000,226000,7000
BalanceNoncurrentReceivables_yy,,,,,,,,,,139.00,-64.71,-100.00,-100.00,-6.28,519.44,,,-96.88
BalanceNoncurrentReceivables_sy,,,,,,,,,,66.73,7.36,3.64,,-1.34,-1.45,,,-0.56
BalanceNoncurrentReceivables_qq,,,,,,,2.00,200.00,15.36,-32.29,-84.94,-100.00,,,-0.45,2.24,-0.88,-96.90
BalanceNoncurrentReceivables_sq,,,,,,,2.00,-2.58,,5.92,-1.54,-4.16,,,-0.50,0.56,,1.55
BalanceNoncurrInvestments,,,,,,,,1680000,2439000,4116000,4900000,5456000,6127000,7764000,7712000,7478000,8336000,9099000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,224.76,151.21,88.63,57.39,37.06,36.05,17.19
BalanceNoncurrInvestments_sy,,,,,,,,,,,,3.96,16.39,,,2.72,27.92,17.19
BalanceNoncurrInvestments_qq,,,,,,,,,45.18,68.76,19.05,11.35,12.30,26.72,-0.67,-3.03,11.47,9.15
BalanceNoncurrInvestments_sq,,,,,,,,,2.63,,10.00,5.10,,-0.22,,,3.27,1.10
BalanceOtherNoncurrentAssets,,,,,1362000,359000,317000,973000,1599000,1985000,2303000,5135000,5980000,6320000,7345000,11595000,25841000,25750000
BalanceOtherNoncurrentAssets_yy,,,,,,,,,17.40,452.92,626.50,427.75,273.98,218.39,218.93,125.80,332.12,307.44
BalanceOtherNoncurrentAssets_sy,,,,,,,,,17.40,57.78,16.68,39.66,35.00,21.71,31.53,-19.22,-9.25,-19.07
BalanceOtherNoncurrentAssets_qq,,,,,,-73.64,-11.70,206.94,64.34,24.14,16.02,122.97,16.46,5.69,16.22,57.86,122.86,-0.35
BalanceOtherNoncurrentAssets_sq,,,,,,-2.40,0.38,8.90,-0.86,-0.50,5.06,34.73,-0.59,4.12,3.09,-7.45,1.06,0.06
BalanceCurrentAssets,,,,3099000,4766000,13242000,7769000,21327000,10751000,12785000,23831000,15388000,12592000,17476000,11966000,14621000,10242000,13759000
BalanceCurrentAssets_yy,,,,,,,,588.19,125.58,-3.45,206.74,-27.85,17.12,36.69,-49.79,-4.98,-18.66,-21.27
BalanceCurrentAssets_sy,,,,,,,,-6.71,7.62,11.50,-1.94,5.00,-0.26,-4.82,-6.17,-4.98,-2.98,8.90
BalanceCurrentAssets_qq,,,,,53.79,177.84,-41.33,174.51,-49.59,18.92,86.40,-35.43,-18.17,38.79,-31.53,22.19,-29.95,34.34
BalanceCurrentAssets_sq,,,,,0.72,5.96,-1.72,-6.68,-2.66,6.10,-0.57,-5.26,-2.92,5.00,-1.59,-1.60,-1.70,3.16
BalanceInventory,,,,256000,722000,766000,852000,914000,1106000,1266000,1538000,1947000,2146000,2622000,5106000,4839000,4884000,4686000
BalanceInventory_yy,,,,,,,,257.03,53.19,65.27,80.52,113.02,94.03,107.11,231.99,148.54,127.59,78.72
BalanceInventory_sy,,,,,,,,8.30,20.29,14.59,36.92,14.78,14.43,2.51,-3.18,-6.74,15.88,14.08
BalanceInventory_qq,,,,,182.03,6.09,11.23,7.28,21.01,14.47,21.48,26.59,10.22,22.18,94.74,-5.23,0.93,-4.05
BalanceInventory_sq,,,,,-0.36,7.95,0.57,3.82,1.46,6.49,0.05,1.80,1.44,3.12,-1.66,-0.08,1.65,8.21
BalanceCurrentReceivables,,,,984000,1996000,4673000,5020000,6309000,6854000,4654000,4049000,3893000,6614000,6302000,6622000,6083000,4892000,4639000
BalanceCurrentReceivables_yy,,,,,,,,541.16,243.39,-0.41,-19.34,-38.29,-3.50,35.41,63.55,56.25,-26.04,-26.39
BalanceCurrentReceivables_sy,,,,,,,,6.01,5.49,2.39,-10.30,4.55,-7.45,-4.17,3.31,20.54,4.99,18.62
BalanceCurrentReceivables_qq,,,,,102.85,134.12,7.43,25.68,8.64,-32.10,-13.00,-3.85,69.89,-4.72,5.08,-8.14,-19.58,-5.17
BalanceCurrentReceivables_sq,,,,,-2.08,2.41,6.70,-11.70,6.36,2.03,4.84,-5.73,-3.84,0.77,5.25,-0.96,0.56,4.88
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,,,,,,,,,,,,,,
BalanceCash,,,,1859000,2048000,7803000,1897000,14104000,2791000,6865000,18244000,9548000,3832000,8552000,238000,3699000,466000,312000
BalanceCash_yy,,,,,,,,658.69,36.28,-12.02,861.73,-32.30,37.30,24.57,-98.70,-61.26,-87.84,-96.35
BalanceCash_sy,,,,,,,,-12.45,3.46,16.12,-49.15,13.36,16.32,-8.96,11.44,12.14,-14.90,6.96
BalanceCash_qq,,,,,10.17,281.01,-75.69,643.49,-80.21,145.97,165.75,-47.66,-59.87,123.17,-97.22,1454.20,-87.40,-33.05
BalanceCash_sq,,,,,-8.23,14.01,-10.56,-10.70,-23.56,-8.86,-33.64,24.66,-3.97,-5.86,-6.08,4.97,-3.05,-31.08
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,4122000
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,20661000,20944000,21341000,21999000,,,457000
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,-100.00,-100.00,-97.86
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,-100.00,-100.00,-94.40
BalanceAssetsForSale_qq,,,,,,,,,,,,,1.37,1.90,3.08,-100.00,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,1.90,2.08,-100.00,,
BalanceTotalAssets,,,,53918000,60703000,70364000,67307000,86122000,79940000,86288000,100755000,97641000,99249000,109391000,107955000,66927000,78988000,83018000
BalanceTotalAssets_yy,,,,,,,,59.73,31.69,22.63,49.69,13.38,24.15,26.77,7.15,-31.46,-20.41,-24.11
BalanceTotalAssets_sy,,,,,,,,0.73,4.85,22.63,18.82,9.12,6.00,-1.74,5.64,-5.35,0.62,6.11
BalanceTotalAssets_qq,,,,,12.58,15.92,-4.34,27.95,-7.18,7.94,16.77,-3.09,1.65,10.22,-1.31,-38.00,18.02,5.10
BalanceTotalAssets_sq,,,,,-0.53,4.42,3.06,0.34,-0.14,5.82,-1.02,-0.83,-0.83,2.47,-0.51,-1.34,1.63,2.70
BalanceCapital,,,,18687000,21781000,36368000,33152000,47634000,49455000,50578000,62294000,57958000,59372000,64170000,59967000,36640000,36723000,35149000
BalanceCapital_yy,,,,,,,,154.90,127.06,39.07,87.90,21.67,20.05,26.87,-3.74,-36.78,-38.15,-45.23
BalanceCapital_sy,,,,,,,,1.13,9.43,16.54,5.98,18.12,7.44,0.27,2.51,5.47,4.17,18.70
BalanceCapital_qq,,,,,16.56,66.97,-8.84,43.68,3.82,2.27,23.16,-6.96,2.44,8.08,-6.55,-38.90,0.23,-4.29
BalanceCapital_sq,,,,,1.20,-0.60,-0.67,-1.92,2.04,5.36,-0.04,-0.58,-1.11,-0.96,-0.07,-0.66,1.90,0.82
BalanceShareCapital,,,,632000,707000,807000,807000,907000,943000,943000,943000,1016000,1016000,1016000,1016000,1016000,1016000,1016000
BalanceShareCapital_yy,,,,,,,,43.51,33.38,16.85,16.85,12.02,7.74,7.74,7.74,,,
BalanceShareCapital_sy,,,,,,,,2.10,3.33,5.51,2.12,4.77,4.12,,,,,
BalanceShareCapital_qq,,,,,11.87,14.14,,12.39,3.97,,,7.74,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,-5000,,-2000,-4000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-2000,-2000,-2000
BalanceOwnShares_yy,,,,,,,,,,-150.00,-25.00,,,,,60.00,60.00,60.00
BalanceOwnShares_sy,,,,,,,,,,-109.04,-39.45,,,,,15.56,10.00,7.66
BalanceOwnShares_qq,,,,,100.00,,-100.00,-25.00,,,,,,,,60.00,,
BalanceOwnShares_sq,,,,,41.32,,-59.18,-23.45,,,,,,,,27.68,,
BalanceReserve,,,,17569000,25589000,44468000,44723000,65108000,70082000,70969000,89188000,89646000,90601000,91066000,91451000,92918000,93163000,93081000
BalanceReserve_yy,,,,,,,,270.58,173.88,59.60,99.42,37.69,29.28,28.32,2.54,3.65,2.83,2.21
BalanceReserve_sy,,,,,,,,25.15,17.06,13.88,11.91,34.11,17.12,5.38,3.96,3.78,2.83,7.07
BalanceReserve_qq,,,,,45.65,73.78,0.57,45.58,7.64,1.27,25.67,0.51,1.07,0.51,0.42,1.60,0.26,-0.09
BalanceReserve_sq,,,,,,7.56,,0.81,,10.54,,0.35,,0.20,,0.51,0.14,0.94
BalanceNonshareCapital,,,,14314000,17890000,13386000,13046000,13223000,12806000,16940000,18712000,18934000,18600000,23888000,23049000,14913000,19371000,18267000
BalanceNonshareCapital_yy,,,,,,,,-7.62,-28.42,26.55,43.43,43.19,45.24,41.02,23.18,-21.24,4.15,-23.53
BalanceNonshareCapital_sy,,,,,,,,-14.21,-18.32,-4.38,-5.90,-17.04,-15.10,-19.38,-1.27,-7.13,5.76,39.49
BalanceNonshareCapital_qq,,,,,24.98,-25.18,-2.54,1.36,-3.15,32.28,10.46,1.19,-1.76,28.43,-3.51,-35.30,29.89,-5.70
BalanceNonshareCapital_sq,,,,,-4.29,-3.01,-1.33,1.36,-0.30,-14.81,-0.28,-5.07,-0.64,-0.97,1.05,-5.39,0.95,4.96
BalanceNoncurrentLiabilities,,,,10676000,10330000,15063000,16161000,16627000,11770000,13092000,13811000,14263000,14462000,14624000,14838000,8146000,13417000,18157000
BalanceNoncurrentLiabilities_yy,,,,,,,,55.74,13.94,-13.09,-14.54,-14.22,22.87,11.70,7.44,-42.89,-7.23,24.16
BalanceNoncurrentLiabilities_sy,,,,,,,,-10.35,8.18,7.91,-15.54,-6.85,-1.68,-15.00,6.60,-0.92,3.65,16.57
BalanceNoncurrentLiabilities_qq,,,,,-3.24,45.82,7.29,2.88,-29.21,11.23,5.49,3.27,1.40,1.12,1.46,-45.10,64.71,35.33
BalanceNoncurrentLiabilities_sq,,,,,-3.10,3.57,7.29,-2.12,3.46,1.45,-1.60,-0.66,-1.64,-0.81,2.54,0.73,0.72,1.09
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,5126000,4656000,9392000,9527000,9647000,4434000,4724000,4630000,4937000,4679000,4342000,4123000,2400000,4545000,8895000
BalanceNoncurrentBorrowings_yy,,,,,,,,88.20,-4.77,-49.70,-51.40,-48.82,5.53,-8.09,-10.95,-51.39,-2.86,104.86
BalanceNoncurrentBorrowings_sy,,,,,,,,9.93,-21.53,-21.09,-38.77,-27.61,-34.53,-37.81,-22.17,-37.21,-19.85,-7.50
BalanceNoncurrentBorrowings_qq,,,,,-9.17,101.72,1.44,1.26,-54.04,6.54,-1.99,6.63,-5.23,-7.20,-5.04,-41.79,89.38,95.71
BalanceNoncurrentBorrowings_sq,,,,,-4.20,-2.87,9.89,-10.82,1.80,1.20,-3.85,-16.17,-5.90,-6.97,-4.64,-5.02,-3.91,-1.02
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,5550000,5674000,5671000,6634000,6980000,7336000,8368000,9181000,9326000,9783000,10282000,10715000,5746000,8872000,9262000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,25.77,29.29,47.56,38.39,33.61,33.36,22.87,16.71,-38.39,-9.31,-9.92
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,-11.53,-7.75,12.74,24.35,33.47,20.18,3.98,17.76,11.90,9.66,16.92
BalanceNoncurrentOtherLiabilities_qq,,,,,2.23,-0.05,16.98,5.22,5.10,14.07,9.72,1.58,4.90,5.10,4.21,-46.37,54.40,4.40
BalanceNoncurrentOtherLiabilities_sq,,,,,0.35,2.16,-0.48,-9.12,3.06,3.78,-0.15,0.31,-1.01,,1.92,-1.06,0.64,0.31
