,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,27000,,,,0,0,0,0,899000,364000,962000,569000,755000,664000,888000,862000,875000,646000,810000,760000,733000,1006000,1007000,-430000,3086000,1882000,1437000,544000,598000,1261000,1403000,1808000,1349000,996000,1864000,449000,4317000,1757000,960000,1495000,4519000,2565000,2526000,-2204000,7729000,2505000,2772000
IncomeDistributionExpenses_yy,,,,,-100.00,,,,,,,,-16.02,82.42,-7.69,51.49,15.89,-2.71,-8.78,-11.83,-16.23,55.73,24.32,-156.58,321.01,87.08,42.66,226.48,-80.63,-32.99,-2.37,232.47,125.63,-20.98,32.87,-75.18,220.04,76.28,-48.46,233.17,4.70,46.01,162.96,-247.40,71.03,-2.33,9.74
IncomeDistributionExpenses_sy,,,,,18.37,,,,,,,,16.38,15.36,1.03,18.56,25.93,10.25,29.20,22.39,26.62,7.82,12.08,-11.21,-10.26,-5.17,-7.11,-16.54,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,-100.00,,,,,,,,-59.51,164.29,-40.85,32.69,-12.05,33.73,-2.93,1.51,-26.17,25.39,-6.17,-3.55,37.24,0.10,-142.70,817.67,-39.01,-23.67,-62.14,9.91,110.96,11.23,28.91,-25.41,-26.12,87.03,-75.92,861.69,-59.31,-45.32,55.70,202.20,-43.25,-1.52,-187.28,450.65,-67.59,10.64
IncomeDistributionExpenses_sq,,-12.28,,,,,,,,-31.58,15.00,-4.30,29.83,-17.11,4.23,7.65,18.88,-19.91,14.69,-1.99,15.07,-25.40,10.66,-6.85,17.96,-31.64,10.83,-5.48,7.13,-23.08,12.48,-9.02,9.28,-9.54,16.92,-1.56,17.34,-5.10,-3.52,7.40,0.24,-7.64,11.50,-4.77,-6.71,-11.33,10.25
IncomeAdministrativExpenses,2107000,1401000,2451000,2606000,4479000,3704000,4953000,4102000,5449000,3363000,3981000,3826000,5054000,4194000,5005000,6033000,4853000,4754000,6537000,5135000,5967000,5991000,6881000,6527000,7147000,5995000,6264000,6408000,7777000,6702000,6284000,6390000,9711000,6553000,6861000,7216000,11680000,8056000,7603000,8075000,13177000,10032000,10045000,8836000,11549000,9713000,11664000
IncomeAdministrativExpenses_yy,,,,,112.58,164.38,102.08,57.41,21.66,-9.21,-19.62,-6.73,-7.25,24.71,25.72,57.68,-3.98,13.35,30.61,-14.88,22.95,26.02,5.26,27.11,19.78,0.07,-8.96,-1.82,8.82,11.80,0.31,-0.29,24.87,-2.23,9.19,12.93,20.27,22.94,10.81,11.90,12.82,24.52,32.11,9.43,-12.36,-3.18,16.13
IncomeAdministrativExpenses_sy,,,,,23.91,25.35,31.68,25.71,31.07,13.11,2.69,-0.05,-7.25,2.58,8.95,-0.55,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,-0.46,1.06,1.66,5.37,4.76,3.49,2.13,-4.09,3.11,-0.09,4.20,6.74,2.94,6.37
IncomeAdministrativExpenses_qq,,-33.51,74.95,6.32,71.87,-17.30,33.72,-17.18,32.84,-38.28,18.38,-3.89,32.10,-17.02,19.34,20.54,-19.56,-2.04,37.51,-21.45,16.20,0.40,14.86,-5.14,9.50,-16.12,4.49,2.30,21.36,-13.82,-6.25,1.69,51.98,-32.52,4.70,5.18,61.85,-31.02,-5.63,6.21,63.18,-23.87,0.13,-12.03,30.70,-15.90,20.09
IncomeAdministrativExpenses_sq,,-13.89,10.72,5.75,26.70,-5.61,11.00,-2.10,20.94,-24.36,2.74,-4.30,15.89,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,2176000,2006000,1102000,8078000,7431000,7317000,10004000,9996000,9821000,4565000,5177000,2839000,11562000,6224000,4942000,7961000,11044000,3379000,4523000,9391000,19521000,4908000,3453000,9281000,582000,1873000,8507000,9523000,7501000,4434000,8875000,5586000,12910000,5092000,5052000,5042000,12116000,4542000,9552000,11971000,12263000,5179000,7487000,3683000,35972000,23476000,5433000
IncomeGrossProfit_yy,,,,,241.50,264.76,807.80,23.74,32.16,-37.61,-48.25,-71.60,17.73,36.34,-4.54,180.42,-4.48,-45.71,-8.48,17.96,76.76,45.25,-23.66,-1.17,-97.02,-61.84,146.36,2.61,1188.82,136.75,4.33,-41.35,72.11,14.83,-43.07,-9.73,-6.15,-10.81,89.07,137.42,1.21,14.04,-21.62,-69.23,193.35,353.26,-27.43
IncomeGrossProfit_sy,,,,,19.52,46.69,49.00,75.50,68.19,-34.26,16.16,-38.02,-6.88,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,-7.81,-45.06,633.03,-8.01,-1.53,36.72,-0.08,-1.75,-53.52,13.41,-45.16,307.26,-46.17,-20.60,61.09,38.73,-69.40,33.86,107.63,107.87,-74.86,-29.65,168.78,-93.73,221.82,354.18,11.95,-21.24,-40.88,100.15,-37.06,131.13,-60.56,-0.78,-0.20,140.30,-62.52,110.32,25.32,2.44,-57.76,44.55,-50.80,876.67,-34.74,-76.86
IncomeGrossProfit_sq,,13.53,15.48,22.80,-44.11,41.09,14.32,15.57,-26.42,-48.38,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,37000,12000,228000,98000,409000,68000,253000,153000,282000,72000,246000,3446000,2842000,237000,547000,331000,3166000,425000,1284000,603000,1980000,768000,659000,974000,5738000,2834000,533000,497000,6104000,1044000,1799000,924000,1801000,2581000,1917000,1830000,1757000,5474000,1889000,2331000,1881000,923000,1908000,2973000,3428000,1643000,501000
IncomeOtherOperatingIncome_yy,,,,,1005.41,466.67,10.96,56.12,-31.05,5.88,-2.77,2152.29,907.80,229.17,122.36,-90.39,11.40,79.32,134.73,82.18,-37.46,80.71,-48.68,61.53,189.80,269.01,-19.08,-48.96,6.37,-63.14,237.33,85.97,-70.49,147.10,6.57,98.01,-2.45,112.09,-1.44,27.34,7.08,-83.13,0.98,27.56,82.21,77.90,-73.73
IncomeOtherOperatingIncome_sy,,,,,32.62,29.25,22.35,-6.38,61.32,25.00,-0.47,-5.52,-10.80,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-67.57,1800.00,-57.02,317.35,-83.37,272.06,-39.53,84.31,-74.47,241.67,1300.81,-17.53,-91.66,130.80,-39.49,856.50,-86.58,202.12,-53.04,228.36,-61.21,-14.19,47.80,489.12,-50.61,-81.18,-6.79,1127.89,-82.89,72.23,-48.61,94.82,43.30,-25.72,-4.51,-4.02,211.55,-65.48,23.37,-19.29,-50.92,106.64,55.84,15.30,-52.08,-69.49
IncomeOtherOperatingIncome_sq,,-67.57,126.32,-38.00,53.23,-67.89,55.90,-33.44,169.59,-75.48,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,402000,25000,175000,401000,2225000,222000,834000,45000,5316000,160000,353000,1160000,2430000,121000,330000,504000,3740000,215000,726000,54000,6349000,433000,793000,1270000,3658000,370000,1467000,2020000,5419000,2741000,2118000,1713000,5664000,561000,1254000,842000,9257000,2101000,3883000,509000,10135000,1156000,751000,1130000,34894000,1286000,3335000
IncomeOtherOperatingCosts_yy,,,,,453.48,788.00,376.57,-88.78,138.92,-27.93,-57.67,2477.78,-54.29,-24.38,-6.52,-56.55,53.91,77.69,120.00,-89.29,69.76,101.40,9.23,2251.85,-42.38,-14.55,85.00,59.03,48.15,640.82,44.36,-15.19,4.52,-79.55,-40.80,-50.86,63.42,274.90,209.70,-39.52,9.49,-44.99,-80.65,121.94,244.28,11.23,343.79
IncomeOtherOperatingCosts_sy,,,,,22.20,16.43,75.00,28.27,12.83,18.81,-35.87,108.59,-24.91,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,-93.78,600.00,129.14,454.86,-90.02,275.68,-94.60,11713.33,-96.99,120.63,228.61,109.48,-95.02,172.73,52.73,642.06,-94.25,237.67,-92.56,11657.41,-93.18,83.14,60.15,188.03,-89.89,296.51,37.67,168.32,-49.42,-22.74,-19.12,230.69,-90.10,123.69,-32.86,999.70,-77.30,84.78,-86.89,1890.96,-88.60,-34.99,50.35,2988.47,-96.32,159.37
IncomeOtherOperatingCosts_sq,,-71.58,103.27,-50.53,394.74,-78.74,174.90,-58.40,472.21,-78.59,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,1811000,1993000,1155000,7775000,5615000,7163000,9423000,10104000,4787000,4477000,5070000,5125000,11974000,6340000,5159000,7788000,10470000,3589000,5081000,9940000,15152000,5243000,3319000,8985000,2662000,4337000,7573000,8001000,8185000,2738000,8556000,4797000,9047000,7112000,5715000,6031000,4616000,7914000,7559000,13793000,4009000,4947000,8643000,5527000,4506000,23833000,2600000
IncomeEBIT_yy,,,,,210.05,259.41,715.84,29.95,-14.75,-37.50,-46.20,-49.28,150.14,41.61,1.76,51.96,-12.56,-43.39,-1.51,27.63,44.72,46.09,-34.68,-9.61,-82.43,-17.28,128.17,-10.96,207.48,-36.88,12.98,-40.04,10.52,159.79,-33.20,25.72,-48.97,11.27,32.25,128.70,-13.16,-37.49,14.35,-59.93,12.41,381.79,-69.92
IncomeEBIT_sy,,,,,97.40,56.31,31.54,73.41,36.78,-19.92,31.60,-42.86,5.46,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,10.05,-42.05,573.16,-27.78,27.57,31.55,7.23,-52.62,-6.48,13.25,1.08,133.64,-47.05,-18.63,50.96,34.44,-65.72,41.57,95.63,52.43,-65.40,-36.70,170.71,-70.37,62.92,74.61,5.65,2.31,-66.55,212.53,-43.93,88.58,-21.38,-19.64,5.52,-23.45,71.43,-4.49,82.47,-70.93,23.40,74.73,-36.06,-18.46,428.89,-89.09
IncomeEBIT_sq,,25.05,34.21,9.83,-22.85,11.24,20.36,19.56,-36.33,-34.36,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,258000,572000,24000,303000,109000,812000,734000,891000,4340000,1730000,329000,318000,427000,-142000,2546000,504000,671000,1401000,521000,-862000,3131000,1546000,611000,850000,1442000,1410000,1340000,1161000,1351000,3187000,1142000,3870000,2050000,2614000,2222000,6733000,1669000,2679000,7263000,123000,3935000,3463000,-2412000,7051000,-403000,1638000,2584000
IncomeFinanceIncome_yy,,,,,-57.75,41.96,2958.33,194.06,3881.65,113.05,-55.18,-64.31,-90.16,-108.21,673.86,58.49,57.14,1086.62,-79.54,-271.03,366.62,10.35,17.27,198.61,-53.94,-8.80,119.25,36.61,-6.30,126.05,-14.72,233.26,51.73,-17.99,94.47,73.99,-18.58,2.51,226.92,-98.18,135.76,29.26,-133.21,5642.54,-110.24,-52.72,207.12
IncomeFinanceIncome_sy,,,,,143.18,70.64,66.70,79.30,52.33,123.21,-33.21,-54.68,-59.32,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,121.71,-95.80,1162.50,-64.03,644.95,-9.61,21.39,387.09,-60.14,-80.98,-3.34,34.28,-133.26,1892.96,-80.20,33.13,108.79,-62.81,-265.45,463.23,-50.62,-60.48,39.12,69.65,-2.22,-4.99,-13.32,16.35,135.90,-64.16,238.76,-47.02,27.50,-15.01,203.08,-75.21,60.52,171.06,-98.31,3105.07,-11.99,-169.64,392.32,-105.71,506.55,57.79
IncomeFinanceIncome_sq,,-25.52,42.92,13.82,133.33,-33.84,29.16,-13.18,114.79,-38.51,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,675000,646000,-100000,493000,1393000,305000,856000,609000,-649000,562000,763000,1291000,2041000,1032000,1936000,210000,718000,2054000,241000,4178000,1382000,3650000,1016000,3144000,1438000,2421000,2589000,1984000,3257000,921000,3573000,1705000,1232000,3171000,804000,3707000,219000,3595000,3843000,3150000,2811000,6695000,-4520000,125000,2562000,839000,-291000
IncomeFinanceCosts_yy,,,,,106.37,-52.79,956.00,23.53,-146.59,84.26,-10.86,111.99,414.48,83.63,153.74,-83.73,-64.82,99.03,-87.55,1889.52,92.48,77.70,321.58,-24.75,4.05,-33.67,154.82,-36.88,126.47,-61.95,38.03,-14.09,-62.17,244.18,-77.51,117.44,-82.18,13.38,378.26,-15.04,1180.80,86.24,-217.62,-96.04,-8.85,-87.48,93.57
IncomeFinanceCosts_sy,,,,,106.37,44.96,62.34,29.57,163.92,101.51,-5.74,-8.65,-49.75,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,-4.30,-115.48,593.00,182.56,-78.10,180.66,-28.86,-206.57,186.59,35.77,69.20,58.09,-49.44,87.60,-89.15,241.90,186.07,-88.27,1633.61,-66.92,164.11,-72.16,209.45,-54.26,68.36,6.94,-23.35,64.11,-71.71,287.89,-52.29,-27.74,157.39,-74.66,361.32,-94.08,1538.06,6.90,-18.05,-10.75,138.19,-167.51,102.76,1952.46,-67.27,-134.66
IncomeFinanceCosts_sq,,-22.92,44.10,-35.70,128.03,-49.93,29.60,-28.71,208.88,-11.80,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,-8000,-3000,-1000,-4000,,,,,,-396000,-3000,-3000,-171000,700000,382000,-265000,-184000,7299000,2965000,4247000,-3492000,10770000,541000,895000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,,,,,,276.71,12681.52,-8438.46,-7.30,942.80,676.36,1705.10,-1798.49,47.55,-81.77,-78.92
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,-100.00,-100.00,100.00,,,,,,55.79,75.44,-105.01,-8.45,-39.98,-83.20,14.67,36.58,89.60,113.35,16.67
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,62.50,66.67,-289.00,100.00,,,,,,99.23,-2.11,-5431.53,508.32,-45.45,-169.30,30.49,4068.39,-59.39,43.27,-182.22,408.41,-94.98,65.67
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,81.25,66.67,-34.93,100.00,,,,,,-82.66,55.62,81.15,100.00,-45.45,-42.38,31.28,-114.20,57.53,43.27,3.77,16.22,,-29.68
IncomeNetGrossProfit,1394000,1919000,1279000,7585000,4331000,7670000,9301000,10386000,9776000,5645000,4636000,4152000,10360000,5166000,5769000,8082000,10423000,2936000,5361000,4900000,16901000,3139000,2914000,6683000,2663000,3325000,6320000,7182000,6280000,5004000,6125000,6962000,9469000,6552000,7130000,8885000,6766000,7380000,10713000,10582000,12432000,4679000,14999000,8961000,12311000,25172000,6370000
IncomeNetGrossProfit_yy,,,,,210.69,299.69,627.21,36.93,125.72,-26.40,-50.16,-60.02,5.97,-8.49,24.44,94.65,0.61,-43.17,-7.07,-39.37,62.15,6.91,-45.64,36.39,-84.24,5.93,116.88,7.47,135.82,50.49,-3.08,-3.07,50.78,30.95,16.41,27.62,-28.54,12.63,50.25,19.09,83.74,-36.60,40.00,-15.32,-0.98,437.95,-57.53
IncomeNetGrossProfit_sy,,,,,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,37.66,-33.35,493.04,-42.90,77.10,21.26,11.67,-5.87,-42.26,-17.87,-10.44,149.52,-50.14,11.67,40.09,28.97,-71.83,82.60,-8.60,244.92,-81.43,-7.17,129.34,-60.15,24.86,90.07,13.65,-12.57,-20.32,22.41,13.67,36.00,-30.80,8.82,24.61,-23.85,9.07,45.17,-1.23,17.49,-62.36,220.53,-40.26,37.39,104.47,-74.70
IncomeNetGrossProfit_sq,,4.05,45.42,23.96,-11.14,13.45,1.34,20.05,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1394000,1919000,1279000,7585000,4331000,7670000,9301000,10386000,9776000,5645000,4636000,4152000,10360000,5166000,5769000,8082000,10423000,2936000,5361000,4900000,16901000,3139000,2914000,6683000,2663000,3325000,6320000,7182000,6280000,5004000,6125000,6962000,9469000,6552000,7130000,8885000,6766000,7380000,10713000,10582000,12432000,4679000,14999000,8961000,12311000,25172000,6370000
IncomeBeforeTaxProfit_yy,,,,,210.69,299.69,627.21,36.93,125.72,-26.40,-50.16,-60.02,5.97,-8.49,24.44,94.65,0.61,-43.17,-7.07,-39.37,62.15,6.91,-45.64,36.39,-84.24,5.93,116.88,7.47,135.82,50.49,-3.08,-3.07,50.78,30.95,16.41,27.62,-28.54,12.63,50.25,19.09,83.74,-36.60,40.00,-15.32,-0.98,437.95,-57.53
IncomeBeforeTaxProfit_sy,,,,,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,37.66,-33.35,493.04,-42.90,77.10,21.26,11.67,-5.87,-42.26,-17.87,-10.44,149.52,-50.14,11.67,40.09,28.97,-71.83,82.60,-8.60,244.92,-81.43,-7.17,129.34,-60.15,24.86,90.07,13.65,-12.57,-20.32,22.41,13.67,36.00,-30.80,8.82,24.61,-23.85,9.07,45.17,-1.23,17.49,-62.36,220.53,-40.26,37.39,104.47,-74.70
