,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,225000,249000,182000,-100000,387000,122000,248000,-77000,145000,310000,424000,490000,794000,721000,577000,652000,889000,877000,737000,784000,1156000,865000,665000,695000,971000,741000,2203000,1583000,-1443000,474000,724000,661000,801000,610000,708000,591000,453000,593000,559000,486000,784000,791000,928000,1050000,1055000,856000,936000
IncomeDistributionExpenses_yy,,,,,72.00,-51.00,36.26,23.00,-62.53,154.10,70.97,736.36,447.59,132.58,36.08,33.06,11.96,21.64,27.73,20.25,30.03,-1.37,-9.77,-11.35,-16.00,-14.34,231.28,127.77,-248.61,-36.03,-67.14,-58.24,155.51,28.69,-2.21,-10.59,-43.45,-2.79,-21.05,-17.77,73.07,33.39,66.01,116.05,34.57,8.22,0.86
IncomeDistributionExpenses_sy,,,,,28.69,14.06,24.24,3.98,5.66,-2.42,-8.09,-2.63,-6.05,9.38,-4.93,19.51,5.47,21.44,9.30,18.88,10.23,31.44,18.42,2.79,5.56,-7.92,-3.95,5.98,5.46,7.13,8.62,5.08,8.22,-1.01,4.11,2.64,5.01,6.76,-2.70,-1.09,10.09,2.58,8.16,11.96,8.94,3.42,0.44
IncomeDistributionExpenses_qq,,10.67,-26.91,-154.95,487.00,-68.48,103.28,-131.05,288.31,113.79,36.77,15.57,62.04,-9.19,-19.97,13.00,36.35,-1.35,-15.96,6.38,47.45,-25.17,-23.12,4.51,39.71,-23.69,197.30,-28.14,-191.16,132.85,52.74,-8.70,21.18,-23.85,16.07,-16.53,-23.35,30.91,-5.73,-13.06,61.32,0.89,17.32,13.15,0.48,-18.86,9.35
IncomeDistributionExpenses_sq,,-4.58,5.90,13.98,-5.60,-11.78,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94
IncomeAdministrativExpenses,3025000,3206000,3380000,2592000,3506000,3462000,4236000,3573000,4331000,3801000,4300000,4278000,4424000,3711000,4001000,4002000,5027000,4174000,5887000,5038000,6107000,5281000,6203000,3036000,7092000,5411000,5061000,5553000,5879000,5405000,5380000,5575000,7920000,5052000,5513000,5602000,6348000,5059000,5606000,4633000,5285000,4921000,5816000,4553000,6967000,5949000,6560000
IncomeAdministrativExpenses_yy,,,,,15.90,7.99,25.33,37.85,23.53,9.79,1.51,19.73,2.15,-2.37,-6.95,-6.45,13.63,12.48,47.14,25.89,21.48,26.52,5.37,-39.74,16.13,2.46,-18.41,82.91,-17.10,-0.11,6.30,0.40,34.72,-6.53,2.47,0.48,-19.85,0.14,1.69,-17.30,-16.75,-2.73,3.75,-1.73,31.83,20.89,12.79
IncomeAdministrativExpenses_sy,,,,,8.77,16.24,17.38,30.09,19.19,5.73,-5.33,-4.82,-0.51,-6.14,-3.12,7.80,4.32,10.62,5.58,8.25,15.09,3.37,5.53,3.46,-1.35,-1.59,7.91,2.07,-5.34,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05
IncomeAdministrativExpenses_qq,,5.98,5.43,-23.31,35.26,-1.25,22.36,-15.65,21.21,-12.24,13.13,-0.51,3.41,-16.12,7.81,0.02,25.61,-16.97,41.04,-14.42,21.22,-13.53,17.46,-51.06,133.60,-23.70,-6.47,9.72,5.87,-8.06,-0.46,3.62,42.06,-36.21,9.13,1.61,13.32,-20.31,10.81,-17.36,14.07,-6.89,18.19,-21.72,53.02,-14.61,10.27
IncomeAdministrativExpenses_sq,,-10.01,10.35,1.30,14.02,-1.40,0.64,3.66,1.62,-9.38,-3.59,-3.53,6.41,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65
IncomeGrossProfit,2741000,11953000,16689000,29722000,-17902000,19567000,2108000,2808000,8747000,-74000,-2806000,4199000,10656000,8539000,11995000,15838000,13806000,5840000,8255000,18264000,8407000,9324000,3222000,1119000,1998000,-4766000,1169000,-7000,-9285000,2279000,-2278000,516000,-4892000,944000,-2791000,6885000,3171000,4010000,3639000,3776000,10309000,1964000,9460000,10224000,7891000,7245000,10223000
IncomeGrossProfit_yy,,,,,-753.12,63.70,-87.37,-90.55,148.86,-100.38,-233.11,49.54,21.82,11639.19,527.48,277.19,29.56,-31.61,-31.18,15.32,-39.11,59.66,-60.97,-93.87,-76.23,-151.12,-63.72,-100.63,-564.71,147.82,-294.87,7471.43,47.31,-58.58,-22.52,1234.30,164.82,324.79,230.38,-45.16,225.10,-51.02,159.96,170.76,-23.46,268.89,8.07
IncomeGrossProfit_sy,,,,,-93.14,5.80,-10.92,-28.68,16.04,-42.39,-24.26,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00
IncomeGrossProfit_qq,,336.08,39.62,78.09,-160.23,209.30,-89.23,33.21,211.50,-100.85,-3691.89,249.64,153.77,-19.87,40.47,32.04,-12.83,-57.70,41.35,121.25,-53.97,10.91,-65.44,-65.27,78.55,-338.54,124.53,-100.60,-132542.86,124.54,-199.96,122.65,-1048.06,119.30,-395.66,346.69,-53.94,26.46,-9.25,3.76,173.01,-80.95,381.67,8.08,-22.82,-8.19,41.10
IncomeGrossProfit_sq,,72.08,9.40,-6.56,-81.00,113.29,-9.92,17.08,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85
IncomeOtherOperatingIncome,9404000,3196000,4358000,3760000,3296000,2737000,5172000,4195000,3938000,3443000,4204000,3795000,3266000,4841000,3934000,5071000,4191000,4341000,5891000,4480000,7988000,4022000,6055000,3858000,3737000,6285000,4436000,3354000,5141000,4736000,5824000,5066000,5751000,3779000,3687000,3968000,15555000,3290000,4503000,3363000,-3157000,3331000,3691000,3758000,6138000,3066000,5531000
IncomeOtherOperatingIncome_yy,,,,,-64.95,-14.36,18.68,11.57,19.48,25.79,-18.72,-9.54,-17.06,40.60,-6.42,33.62,28.32,-10.33,49.75,-11.65,90.60,-7.35,2.78,-13.88,-53.22,56.27,-26.74,-13.06,37.57,-24.65,31.29,51.04,11.87,-20.21,-36.69,-21.67,170.47,-12.94,22.13,-15.25,-120.30,1.25,-18.03,11.75,294.43,-7.96,49.85
IncomeOtherOperatingIncome_sy,,,,,-44.30,-50.20,-16.46,45.10,14.52,0.72,98.10,57.84,-10.69,25.80,-5.58,-17.18,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,9.88,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94
IncomeOtherOperatingIncome_qq,,-66.01,36.36,-13.72,-12.34,-16.96,88.97,-18.89,-6.13,-12.57,22.10,-9.73,-13.94,48.22,-18.74,28.90,-17.35,3.58,35.71,-23.95,78.30,-49.65,50.55,-36.28,-3.14,68.18,-29.42,-24.39,53.28,-7.88,22.97,-13.02,13.52,-34.29,-2.43,7.62,292.01,-78.85,36.87,-25.32,-193.87,205.51,10.81,1.82,63.33,-50.05,80.40
IncomeOtherOperatingIncome_sq,,-39.09,-44.34,-25.92,82.32,-40.72,5.88,33.10,77.51,-64.31,19.20,18.22,-30.16,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02
IncomeOtherOperatingCosts,2389000,1023000,377000,2338000,-426000,455000,506000,1185000,2291000,6442000,418000,720000,274000,3229000,4558000,4267000,8328000,3860000,4055000,4206000,9514000,3711000,4727000,4504000,4089000,3402000,4073000,3183000,23432000,3914000,3451000,4760000,4915000,3382000,4528000,4104000,6671000,3272000,4028000,3584000,9148000,3785000,4616000,5159000,8802000,4249000,5957000
IncomeOtherOperatingCosts_yy,,,,,-117.83,-55.52,34.22,-49.32,637.79,1315.82,-17.39,-39.24,-88.04,-49.88,990.43,492.64,2939.42,19.54,-11.04,-1.43,14.24,-3.86,16.57,7.09,-57.02,-8.33,-13.84,-29.33,473.05,15.05,-15.27,49.54,-79.02,-13.59,31.21,-13.78,35.73,-3.25,-11.04,-12.67,37.13,15.68,14.60,43.95,-3.78,12.26,29.05
IncomeOtherOperatingCosts_sy,,,,,61.01,-26.96,54.53,12.60,127.89,3.40,33.53,5.03,-4.71,-2.71,58.71,17.13,-43.42,16.63,-21.49,73.16,18.97,-8.90,-14.68,-25.49,-11.73,-2.14,51.11,6.69,36.14,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92
IncomeOtherOperatingCosts_qq,,-57.18,-63.15,520.16,-118.22,206.81,11.21,134.19,93.33,181.19,-93.51,72.25,-61.94,1078.47,41.16,-6.38,95.17,-53.65,5.05,3.72,126.20,-60.99,27.38,-4.72,-9.21,-16.80,19.72,-21.85,636.16,-83.30,-11.83,37.93,3.26,-31.19,33.89,-9.36,62.55,-50.95,23.11,-11.02,155.25,-58.62,21.96,11.76,70.61,-51.73,40.20
IncomeOtherOperatingCosts_sq,,-57.18,-39.91,21.36,369.06,-73.59,4.01,-11.74,627.53,-82.60,19.88,-19.07,194.10,-74.85,88.70,-22.93,182.67,-56.45,1.92,46.50,63.94,-59.24,31.16,-4.72,8.98,-58.65,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79
IncomeEBIT,9756000,14126000,20670000,31144000,-14180000,21849000,6774000,5818000,10394000,-3073000,980000,7274000,13648000,10151000,11371000,16642000,9669000,6321000,10091000,18538000,6881000,9635000,4550000,473000,1646000,-1883000,1532000,164000,-27576000,3101000,95000,822000,-4056000,1341000,-3632000,6749000,12055000,4028000,4114000,3555000,-1996000,1510000,8535000,8823000,5227000,6062000,9797000
IncomeEBIT_yy,,,,,-245.35,54.67,-67.23,-81.32,173.30,-114.06,-85.53,25.03,31.31,430.33,1060.31,128.79,-29.15,-37.73,-11.26,11.39,-28.83,52.43,-54.91,-97.45,-76.08,-119.54,-66.33,-65.33,-1775.33,264.68,-93.80,401.22,85.29,-56.76,-3923.16,721.05,397.21,200.37,213.27,-47.33,-116.56,-62.51,107.46,148.19,361.87,301.46,14.79
IncomeEBIT_sy,,,,,-74.47,-5.12,-27.51,-23.19,-10.54,-20.33,-23.10,-16.37,-12.27,-49.45,3.40,56.44,-15.65,161.76,70.55,11.39,150.79,26.06,5.42,-20.58,-70.80,-32.37,-59.33,24.11,76.60,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94
IncomeEBIT_qq,,44.79,46.33,50.67,-145.53,254.08,-69.00,-14.11,78.65,-129.57,131.89,642.24,87.63,-25.62,12.02,46.35,-41.90,-34.63,59.64,83.71,-62.88,40.02,-52.78,-89.60,247.99,-214.40,181.36,-89.30,-16914.63,111.25,-96.94,765.26,-593.43,133.06,-370.84,285.82,78.62,-66.59,2.14,-13.59,-156.15,175.65,465.23,3.37,-40.76,15.97,61.61
IncomeEBIT_sq,,48.00,9.26,-12.02,-79.57,115.10,-15.92,16.39,-81.52,98.82,8.38,3.84,-53.75,13.64,56.18,39.85,-49.51,124.18,43.22,-15.68,-31.59,-2.08,2.71,-46.73,-63.43,136.90,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69
IncomeFinanceIncome,5192000,441000,420000,-379000,2862000,784000,130000,2495000,3676000,1539000,1211000,1343000,1364000,1316000,3641000,1313000,2919000,3395000,2596000,6146000,2443000,750000,2770000,749000,-2584000,1353000,1337000,-1032000,-235000,383000,623000,298000,2234000,11000,1521000,-393000,688000,57000,149000,36000,145000,3000,839000,733000,-737000,674000,-40000
IncomeFinanceIncome_yy,,,,,-44.88,77.78,-69.05,758.31,28.44,96.30,831.54,-46.17,-62.89,-14.49,200.66,-2.23,114.00,157.98,-28.70,368.09,-16.31,-77.91,6.70,-87.81,-205.77,80.40,-51.73,-237.78,90.91,-71.69,-53.40,128.88,1050.64,-97.13,144.14,-231.88,-69.20,418.18,-90.20,109.16,-78.92,-94.74,463.09,1936.11,-608.28,22366.67,-104.77
IncomeFinanceIncome_sy,,,,,192.93,64.32,-13.58,-1.91,6.22,28.96,-39.32,-46.17,-72.16,-53.40,190.76,-42.86,114.00,-12.78,-28.70,112.44,-4.02,9.93,-13.38,-26.28,-1.28,-26.79,98.34,-88.22,46.62,-24.51,-59.64,139.34,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48
IncomeFinanceIncome_qq,,-91.51,-4.76,-190.24,855.15,-72.61,-83.42,1819.23,47.33,-58.13,-21.31,10.90,1.56,-3.52,176.67,-63.94,122.32,16.31,-23.53,136.75,-60.25,-69.30,269.33,-72.96,-444.99,152.36,-1.18,-177.19,77.23,262.98,62.66,-52.17,649.66,-99.51,13727.27,-125.84,275.06,-91.72,161.40,-75.84,302.78,-97.93,27866.67,-12.63,-200.55,191.45,-105.93
IncomeFinanceIncome_sq,,143.69,-26.12,40.72,64.12,70.28,-30.04,22.27,73.14,-10.33,-61.70,29.26,42.77,-3.52,19.66,-63.94,126.15,41.69,-30.29,101.68,-41.57,105.92,-29.17,23.21,-26.01,-18.72,34.01,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,64.23,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,26.56,80.70
IncomeFinanceCosts,-1715000,2112000,8150000,22612000,-24348000,1887000,327000,1585000,4860000,1477000,1216000,2370000,2005000,2594000,1156000,2956000,2239000,3072000,3022000,2750000,2041000,3029000,940000,2694000,-3221000,518000,-22000,208000,3895000,259000,457000,1472000,275000,1696000,-146000,560000,549000,1225000,-133000,566000,1879000,1802000,362000,842000,596000,339000,482000
IncomeFinanceCosts_yy,,,,,-1319.71,-10.65,-95.99,-92.99,119.96,-21.73,271.87,49.53,-58.74,75.63,-4.93,24.73,11.67,18.43,161.42,-6.97,-8.84,-1.40,-68.89,-2.04,-257.81,-82.90,-102.34,-92.28,220.93,-50.00,2177.27,607.69,-92.94,554.83,-131.95,-61.96,99.64,-27.77,8.90,1.07,242.26,47.10,372.18,48.76,-68.28,-81.19,33.15
IncomeFinanceCosts_sy,,,,,0.30,104.53,31.68,80.08,50.65,15.86,42.28,3.39,-61.93,-14.99,-34.85,-9.12,20.03,-6.19,29.49,-6.97,-0.11,76.15,-17.91,10.41,-17.13,-45.99,22.94,-51.56,-5.21,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58
IncomeFinanceCosts_qq,,223.15,285.89,177.45,-207.68,107.75,-82.67,384.71,206.62,-69.61,-17.67,94.90,-15.40,29.38,-55.44,155.71,-24.26,37.20,-1.63,-9.00,-25.78,48.41,-68.97,186.60,-219.56,116.08,-104.25,1045.45,1772.60,-93.35,76.45,222.10,-81.32,516.73,-108.61,483.56,-1.96,123.13,-110.86,525.56,231.98,-4.10,-79.91,132.60,-29.22,-43.12,42.18
IncomeFinanceCosts_sq,,92.48,26.28,-35.20,64.84,7.60,-20.26,14.72,160.68,-21.92,-24.97,-9.38,-12.28,6.88,-21.80,-5.77,40.30,-5.58,-2.40,-4.81,-6.04,48.50,-60.58,69.84,-11.70,-9.28,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,0,0,,,-4000,,,,,,,,,,-80000,,,,,,,,,307000,0
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,100.00,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,100.00,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,100.00,,,,,,,,,-100.00
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,83.97,,,,,,,,,-93.75
IncomeNetGrossProfit,16663000,12455000,12940000,8153000,13030000,20746000,6577000,6728000,9210000,-3011000,975000,6247000,13007000,8873000,13856000,14999000,10349000,6644000,9665000,21934000,7283000,7356000,6380000,-1472000,2283000,-1048000,2887000,-1072000,-31706000,3225000,261000,-352000,-2097000,-344000,-1965000,5796000,12114000,2860000,4396000,3025000,-3730000,-289000,9012000,8714000,3894000,6704000,9275000
IncomeNetGrossProfit_yy,,,,,-21.80,66.57,-49.17,-17.48,-29.32,-114.51,-85.18,-7.15,41.23,394.69,1321.13,140.10,-20.44,-25.12,-30.25,46.24,-29.63,10.72,-33.99,-106.71,-68.65,-114.25,-54.75,27.17,-1488.79,407.73,-90.96,67.16,93.39,-110.67,-852.87,1746.59,677.68,931.40,323.72,-47.81,-130.79,-110.10,105.00,188.07,204.40,2419.72,2.92
IncomeNetGrossProfit_sy,,,,,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeNetGrossProfit_qq,,-25.25,3.89,-36.99,59.82,59.22,-68.30,2.30,36.89,-132.69,132.38,540.72,108.21,-31.78,56.16,8.25,-31.00,-35.80,45.47,126.94,-66.80,1.00,-13.27,-123.07,255.10,-145.90,375.48,-137.13,-2857.65,110.17,-91.91,-234.87,-495.74,83.60,-471.22,394.96,109.01,-76.39,53.71,-31.19,-223.31,92.25,3218.34,-3.31,-55.31,72.16,38.35
IncomeNetGrossProfit_sq,,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,16663000,12455000,12940000,8153000,13030000,20746000,6577000,6728000,9210000,-3011000,975000,6247000,13007000,8873000,13856000,14999000,10349000,6644000,9665000,21934000,7283000,7356000,6380000,-1472000,2283000,-1048000,2887000,-1072000,-31706000,3225000,261000,-352000,-2097000,-344000,-1965000,5796000,12114000,2860000,4396000,3025000,-3730000,-289000,9012000,8714000,3894000,6704000,9275000
IncomeBeforeTaxProfit_yy,,,,,-21.80,66.57,-49.17,-17.48,-29.32,-114.51,-85.18,-7.15,41.23,394.69,1321.13,140.10,-20.44,-25.12,-30.25,46.24,-29.63,10.72,-33.99,-106.71,-68.65,-114.25,-54.75,27.17,-1488.79,407.73,-90.96,67.16,93.39,-110.67,-852.87,1746.59,677.68,931.40,323.72,-47.81,-130.79,-110.10,105.00,188.07,204.40,2419.72,2.92
IncomeBeforeTaxProfit_sy,,,,,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeBeforeTaxProfit_qq,,-25.25,3.89,-36.99,59.82,59.22,-68.30,2.30,36.89,-132.69,132.38,540.72,108.21,-31.78,56.16,8.25,-31.00,-35.80,45.47,126.94,-66.80,1.00,-13.27,-123.07,255.10,-145.90,375.48,-137.13,-2857.65,110.17,-91.91,-234.87,-495.74,83.60,-471.22,394.96,109.01,-76.39,53.71,-31.19,-223.31,92.25,3218.34,-3.31,-55.31,72.16,38.35
