,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,12839000,17526000,9500000,14400000,17708000,21903000,18346000,21010000,24121000,27488000,29612000,33092000,31770000,30664000,27762000,26472000,28993000,25082000,25320000,23822000,37077000,24322000,28151000,26357000,36274000,31570000,32722000,31932000,38595000,32351000,45262000,43652000,61490000,46413000,46452000,47758000,66917000,46379000,53282000,53083000,65085000,55419000,48660000,41609000,44423000,33177000,35650000,30086000,30989000,29821000,28952000
IncomeDistributionExpenses_yy,,,,,37.92,24.97,93.12,45.90,36.22,25.50,61.41,57.51,31.71,11.55,-6.25,-20.00,-8.74,-13.49,,,,-3.03,11.18,10.64,-2.17,29.80,16.24,21.15,6.40,2.47,38.32,36.70,59.32,43.47,2.63,9.41,8.83,-0.07,14.70,11.15,-2.74,19.49,-8.67,-21.62,-31.75,-40.13,-26.74,-27.69,-30.24,-10.12,-18.79
IncomeDistributionExpenses_sy,,,,,23.59,34.65,37.00,23.26,35.09,25.50,17.10,29.72,12.62,34.66,13.88,0.59,6.05,7.06,,,,11.30,8.85,11.84,9.40,6.16,0.93,3.41,-3.02,-0.92,5.94,-7.61,7.77,8.57,2.63,4.82,-9.52,7.60,2.00,3.23,3.45,2.10,9.36,10.96,6.37,14.85,6.40,11.86,7.76,6.14,8.75
IncomeDistributionExpenses_qq,,36.51,-45.79,51.58,22.97,23.69,-16.24,14.52,14.81,13.96,7.73,11.75,-3.99,-3.48,-9.46,-4.65,9.52,,0.95,-5.92,55.64,-34.40,15.74,-6.37,37.63,-12.97,3.65,-2.41,20.87,-16.18,39.91,-3.56,40.86,-24.52,0.08,2.81,40.12,-30.69,14.88,-0.37,22.61,-14.85,-12.20,-14.49,6.76,-25.32,7.45,-15.61,3.00,-3.77,-2.91
IncomeDistributionExpenses_sq,,11.52,1.54,19.29,-16.85,18.36,7.90,16.18,-14.44,15.83,3.32,32.94,-17.71,14.79,2.46,4.48,-12.70,,10.42,-1.20,11.12,-10.88,13.03,2.47,4.11,-5.24,5.06,3.54,7.16,-11.58,16.98,-2.29,13.32,-17.22,10.48,-1.22,6.02,-5.97,9.17,-2.10,10.77,-13.19,14.32,-1.93,2.36,-2.37,8.41,-0.42,2.06,-6.48,5.42
IncomeAdministrativExpenses,3837000,3754000,5809000,6684000,3065000,5181000,6349000,7862000,10786000,9293000,7985000,8421000,6788000,6954000,5918000,5862000,4077000,5421000,5338000,5722000,2992000,5100000,5215000,5572000,6077000,6553000,5783000,5651000,5714000,6167000,6712000,5995000,8831000,7981000,7425000,7763000,8099000,8858000,8921000,7158000,10894000,8372000,8799000,8474000,11674000,8021000,8199000,6951000,8448000,7497000,6988000
IncomeAdministrativExpenses_yy,,,,,-20.12,38.01,9.30,17.62,251.91,79.37,25.77,7.11,-37.07,-25.17,-25.89,-30.39,-39.94,32.97,,,,-5.92,-2.30,-2.62,103.11,28.49,10.89,1.42,-5.97,-5.89,16.06,6.09,54.55,29.41,10.62,29.49,-8.29,10.99,20.15,-7.79,34.51,-5.49,-1.37,18.39,7.16,-4.19,-6.82,-17.97,-27.63,-6.53,-14.77
IncomeAdministrativExpenses_sy,,,,,2.51,23.39,5.85,17.62,30.62,57.60,18.82,14.29,25.31,35.13,36.30,11.62,7.69,4.26,,,,10.69,2.95,6.12,-17.24,3.96,3.35,-9.08,8.32,-4.49,1.83,1.50,5.66,1.27,1.95,14.90,1.18,8.79,2.57,1.27,2.17,0.88,0.76,5.16,5.96,6.23,-0.10,3.89,13.73,11.22,15.94
IncomeAdministrativExpenses_qq,,-2.16,54.74,15.06,-54.14,69.04,22.54,23.83,37.19,-13.84,-14.08,5.46,-19.39,2.45,-14.90,-0.95,-30.45,,-1.53,7.19,-47.71,70.45,2.25,6.85,9.06,7.83,-11.75,-2.28,1.11,7.93,8.84,-10.68,47.31,-9.63,-6.97,4.55,4.33,9.37,0.71,-19.76,52.19,-23.15,5.10,-3.69,37.76,-31.29,2.22,-15.22,21.54,-11.26,-6.79
IncomeAdministrativExpenses_sq,,8.57,14.93,5.84,-20.70,21.19,3.74,10.83,-2.53,13.35,-1.64,2.64,-5.96,9.35,8.65,8.32,-18.18,,4.18,-1.78,14.36,-17.61,2.25,-0.66,6.66,-3.28,-1.72,-4.83,13.23,-4.65,8.84,-7.99,8.74,-9.49,10.77,0.41,6.04,-8.14,7.57,-9.02,9.18,-7.02,17.36,-2.94,12.72,-6.74,3.76,-1.15,21.20,-11.26,2.98
IncomeGrossProfit,448000,18591000,-3910000,3205000,1333000,8453000,3703000,3147000,1337000,20666000,6971000,5430000,23814000,44041000,10929000,3786000,11407000,6923000,13283000,2384000,13290000,8008000,8420000,14308000,22698000,12943000,15115000,16033000,24195000,19082000,19631000,19031000,28904000,22354000,22412000,20349000,24361000,15204000,6448000,8565000,4407000,3555000,1739000,-14042000,-48782000,-16565000,-11535000,-9058000,-1021000,-6146000,-5748000
IncomeGrossProfit_yy,,,,,197.54,-54.53,194.71,-1.81,0.30,144.48,88.25,72.55,1681.15,113.11,56.78,-30.28,-52.10,-39.31,,,,15.67,-36.61,500.17,70.79,61.63,79.51,12.06,6.60,47.43,29.88,18.70,19.46,17.15,14.17,6.93,-15.72,-31.99,-71.23,-57.91,-81.91,-76.62,-73.03,-263.95,-1206.92,-565.96,-763.31,35.49,97.91,62.90,50.17
IncomeGrossProfit_sy,,,,,-13.92,93.08,85.00,46.22,54.46,-6.39,-3.66,0.87,-2.36,70.86,61.03,-57.05,-59.95,25.04,,,,66.09,-9.72,12.85,15.02,-22.45,-23.84,-21.92,-18.88,-8.84,33.08,36.97,11.89,9.54,4.86,6.27,-26.46,-2.77,2.96,-1.50,3.02,11.53,27.44,38.26,5.98,20.60,-9.84,13.58,11.44,15.14,29.60
IncomeGrossProfit_qq,,4049.78,-121.03,181.97,-58.41,534.13,-56.19,-15.01,-57.52,1445.70,-66.27,-22.11,338.56,84.94,-75.18,-65.36,201.29,,91.87,-82.05,457.47,-39.74,5.14,69.93,58.64,-42.98,16.78,6.07,50.91,-21.13,2.88,-3.06,51.88,-22.66,0.26,-9.20,19.72,-37.59,-57.59,32.83,-48.55,-19.33,-51.08,-907.48,-247.40,66.04,30.37,21.47,88.73,-501.96,6.48
IncomeGrossProfit_sq,,9.34,50.37,4.88,-36.70,146.07,4.00,-15.81,21.40,-8.71,-25.90,3.14,56.49,41.08,-26.90,-73.31,60.34,,69.66,1.03,-6.63,10.51,-6.37,19.84,-15.51,-12.90,-11.22,9.82,-7.71,-11.63,44.40,0.50,-22.93,-16.42,42.94,-6.29,-31.34,11.08,43.56,1.43,-44.11,58.25,79.28,-28.24,-25.87,36.57,4.97,32.92,32.29,-6.18,-22.07
IncomeOtherOperatingIncome,3497000,-2685000,12642000,1746000,3216000,623000,8642000,5830000,9763000,7177000,4473000,11558000,4074000,5014000,-718000,712000,1416000,4158000,-992000,148000,2080000,3858000,4253000,-344000,480000,2359000,-375000,843000,1160000,2204000,1859000,87000,1593000,1742000,423000,1097000,2923000,1701000,1128000,1603000,548000,988000,1371000,52000,2379000,1153000,953000,1595000,-245000,777000,6506000
IncomeOtherOperatingIncome_yy,,,,,-8.04,123.20,-31.64,233.91,203.58,1052.01,-48.24,98.25,-58.27,-30.14,-116.05,-93.84,-65.24,193.64,,,,-7.22,528.73,-332.43,-76.92,-38.85,-108.82,345.06,141.67,-6.57,595.73,-89.68,37.33,-20.96,-77.25,1160.92,83.49,-2.35,166.67,46.13,-81.25,-41.92,21.54,-96.76,334.12,16.70,-30.49,2967.31,-110.30,-32.61,582.69
IncomeOtherOperatingIncome_sy,,,,,-47.28,-39.42,-18.37,152.92,31.75,159.41,98.90,98.25,56.86,-16.47,-29.49,-58.04,26.88,-29.04,,,,15.69,3.38,4.04,14.66,-6.29,-24.66,-2.48,43.71,-3.27,81.94,34.84,30.93,-26.76,-26.27,-10.84,32.67,10.54,-1.36,-3.60,-31.53,36.36,21.54,8.54,-42.73,16.70,8.71,19.78,-17.84,-30.17,-12.96
IncomeOtherOperatingIncome_qq,,-176.78,570.84,-86.19,84.19,-80.63,1287.16,-32.54,67.46,-26.49,-37.68,158.39,-64.75,23.07,-114.32,199.16,98.88,,-123.86,114.92,1305.41,85.48,10.24,-108.09,239.53,391.46,-115.90,324.80,37.60,90.00,-15.65,-95.32,1731.03,9.35,-75.72,159.34,166.45,-41.81,-33.69,42.11,-65.81,80.29,38.77,-96.21,4475.00,-51.53,-17.35,67.37,-115.36,417.14,737.32
IncomeOtherOperatingIncome_sq,,1.27,22.32,-10.34,-40.92,15.65,-45.29,238.24,-35.14,333.33,-49.00,394.44,-76.24,23.07,-34.43,34.48,-38.32,,51.96,-5.48,43.74,-21.34,44.34,-7.78,48.44,-15.32,0.09,17.10,60.38,-0.08,-2.86,-44.01,65.25,-29.75,-1.61,-22.39,53.32,-58.02,-16.36,28.52,31.76,21.79,-14.98,-2.28,9.73,-13.60,76.40,-16.14,-60.65,69.54,25.48
IncomeOtherOperatingCosts,1132000,269000,6375000,3257000,651000,688000,4312000,-1070000,885000,5027000,970000,3203000,45943000,22427000,-2644000,-3671000,1093000,309000,11258000,-5430000,586000,606000,1256000,224000,2269000,217000,712000,829000,2251000,966000,2720000,384000,6270000,629000,1211000,608000,883000,604000,1147000,1025000,1812000,2304000,1515000,3762000,87215000,1792000,13129000,-2109000,3437000,556000,1498000
IncomeOtherOperatingCosts_yy,,,,,-42.49,155.76,-32.36,-132.85,35.94,630.67,-77.50,399.35,5091.30,346.13,-372.58,-214.61,-97.62,-71.73,,,,96.12,-88.84,104.13,287.20,-64.19,-43.31,270.09,-0.79,345.16,282.02,-53.68,178.54,-34.89,-55.48,58.33,-85.92,-3.97,-5.28,68.59,105.21,281.46,32.08,267.02,4713.19,-22.22,766.60,-156.06,-96.06,-68.97,-88.59
IncomeOtherOperatingCosts_sy,,,,,-34.11,-10.78,7.78,-45.47,58.12,80.26,-20.86,104.07,103.42,40.58,86.69,-43.56,-4.52,56.30,,,,-32.89,-25.71,10.78,0.88,51.95,-23.93,28.61,2.58,-9.96,130.09,-18.91,-11.87,-0.81,-31.90,30.37,-19.22,19.47,-5.28,31.67,16.82,-32.23,-17.75,26.54,-6.35,25.00,-18.42,-28.80,-39.11,-47.62,44.29
IncomeOtherOperatingCosts_qq,,-76.24,2269.89,-48.91,-80.01,5.68,526.74,-124.81,182.71,468.02,-80.70,230.21,1334.37,-51.19,-111.79,-38.84,129.77,,3543.37,-148.23,110.79,3.41,107.26,-82.17,912.95,-90.44,228.11,16.43,171.53,-57.09,181.57,-85.88,1532.81,-89.97,92.53,-49.79,45.23,-31.60,89.90,-10.64,76.78,27.15,-34.24,148.32,2218.31,-97.95,632.65,-116.06,262.97,-83.82,169.42
IncomeOtherOperatingCosts_sq,,32.12,-25.76,82.99,-72.79,177.48,29.81,97.84,-43.36,322.66,-4.38,230.21,-59.46,26.60,15.42,7.97,-50.96,,70.88,-62.54,128.40,-48.48,25.49,-27.12,84.06,-32.09,13.67,2.36,50.30,-55.88,87.44,-42.58,135.51,-61.52,46.23,-16.03,43.20,-45.08,8.97,-10.64,101.39,-72.28,71.95,-10.61,104.91,-67.44,20.64,9.74,65.76,-74.42,192.93
IncomeEBIT,2813000,15637000,2357000,1694000,3898000,8388000,8033000,10047000,10215000,22816000,10474000,13785000,-18055000,26628000,12855000,8169000,11730000,10772000,1033000,7962000,14784000,11260000,11417000,13740000,20909000,15085000,14028000,16047000,23104000,20320000,18770000,18734000,24227000,23467000,21624000,20838000,26401000,16301000,6429000,9143000,3143000,2239000,1595000,-17752000,-133618000,-17204000,-23711000,-5354000,-4703000,-5925000,-740000
IncomeEBIT_yy,,,,,38.57,-46.36,240.81,493.09,162.06,172.01,30.39,37.21,-276.75,16.71,22.73,-40.74,164.97,-8.17,,,,4.53,1005.23,72.57,41.43,33.97,22.87,16.79,10.50,34.70,33.80,16.74,4.86,15.49,15.21,11.23,8.97,-30.54,-70.27,-56.12,-88.10,-86.26,-75.19,-294.16,-4351.29,-868.38,-1586.58,69.84,96.48,65.56,96.88
IncomeEBIT_sy,,,,,-19.00,76.10,67.66,87.86,162.06,20.37,0.62,24.63,-1.83,55.47,22.73,-84.52,-45.48,23.80,,,,59.88,-1.50,5.89,14.60,-5.32,0.70,-16.71,-7.16,-25.22,38.93,41.21,9.77,12.79,5.48,9.18,-23.53,-8.08,-0.84,2.84,-0.08,25.36,32.90,28.51,22.30,26.46,-0.78,16.31,11.46,14.90,20.73
IncomeEBIT_qq,,455.88,-84.93,-28.13,130.11,115.19,-4.23,25.07,1.67,123.36,-54.09,31.61,-230.98,247.48,-51.72,-36.45,43.59,,-90.41,670.76,85.68,-23.84,1.39,20.35,52.18,-27.85,-7.01,14.39,43.98,-12.05,-7.63,-0.19,29.32,-3.14,-7.85,-3.63,26.70,-38.26,-60.56,42.21,-65.62,-28.76,-28.76,-1212.98,-652.69,87.12,-37.82,77.42,12.16,-25.98,87.51
IncomeEBIT_sq,,14.74,44.96,-27.02,28.24,116.58,2.97,-9.42,46.10,-26.28,-22.70,28.03,-23.84,9.59,-26.79,-57.84,48.12,,46.52,54.14,9.89,21.89,-20.31,24.06,-7.38,-14.90,-15.91,7.98,4.30,-14.25,54.34,-2.36,-27.97,0.27,27.20,7.22,-32.56,-2.60,37.80,8.42,-41.22,80.38,102.79,-23.40,-11.97,28.02,-7.79,33.37,-16.69,10.89,8.64
IncomeFinanceIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts,1006000,1620000,863000,325000,349000,377000,677000,621000,603000,1359000,1744000,2470000,1555000,1211000,833000,1274000,831000,897000,1025000,1103000,1106000,1046000,1436000,1361000,1290000,1465000,2108000,1876000,1894000,1583000,1408000,1092000,1107000,1376000,1779000,1787000,1854000,1668000,2132000,1827000,2431000,2211000,2453000,1076000,2478000,693000,2357000,442000,279000,362000,296000
IncomeFinanceCosts_yy,,,,,-65.31,-76.73,-21.55,91.08,72.78,260.48,157.61,297.75,157.88,-10.89,-52.24,-48.42,-46.56,7.94,,,,16.61,40.10,23.39,16.64,40.06,46.80,37.84,46.82,8.05,-33.21,-41.79,-41.55,-13.08,26.35,63.64,67.48,21.22,19.84,2.24,31.12,32.55,15.06,-41.11,1.93,-68.66,-3.91,-58.92,-88.74,-47.76,-87.44
IncomeFinanceCosts_sy,,,,,-29.12,-47.01,-25.00,21.58,18.50,133.38,60.95,23.40,35.17,15.00,107.64,203.03,29.63,-15.66,,,,41.07,21.01,47.62,2.62,7.75,13.09,21.81,-2.36,-16.90,-23.41,-50.59,-21.09,-26.40,-12.18,14.48,0.16,4.41,-3.73,-22.71,-14.65,0.71,8.40,7.74,18.00,28.38,5.38,24.76,8.84,4.56,9.74
IncomeFinanceCosts_qq,,61.03,-46.73,-62.34,7.38,8.02,79.58,-8.27,-2.90,125.37,28.33,41.63,-37.04,-22.12,-31.21,52.94,-34.77,,14.27,7.61,0.27,-5.42,37.28,-5.22,-5.22,13.57,43.89,-11.01,0.96,-16.42,-11.05,-22.44,1.37,24.30,29.29,0.45,3.75,-10.03,27.82,-14.31,33.06,-9.05,10.95,-56.14,130.30,-72.03,240.12,-81.25,-36.88,29.75,-18.23
IncomeFinanceCosts_sq,,10.18,-36.82,-16.33,30.15,-0.44,-9.56,25.51,8.79,21.58,3.65,10.53,6.96,14.84,51.78,58.33,-38.78,,8.93,3.53,53.77,0.25,3.90,1.52,-5.22,-2.09,8.21,4.28,-1.60,-20.38,-0.39,-23.13,27.84,-11.80,14.41,3.92,14.81,-14.28,4.27,-13.78,30.10,-5.58,13.26,3.68,40.11,-13.54,-0.49,-2.00,6.25,-17.34,0.84
IncomeOtherIncome,,,,2781000,,,,,,,,,,,,,,,,,,,,,,-2000,32000,30000,37000,-182000,-35000,,,,,,,,,,,,,,-15164000,,,,-2336000,,
IncomeOtherIncome_yy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,-9000.00,-209.38,-100.00,-100.00,100.00,100.00,,,,,,,,,,,,,,84.60,,
IncomeOtherIncome_sy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,75.00,95.64,-100.00,-100.00,100.00,-99.82,,,,,,,,,,,,,,111.87,,
IncomeOtherIncome_qq,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,1700.00,-6.25,23.33,-591.89,80.77,100.00,,,,,,,,,,,,,,100.00,,,,100.00,
IncomeOtherIncome_sq,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,70.00,73.94,-74.46,-100.00,122.19,,,,,,,,,,,,,,,75.31,,,,-83.20,
IncomeNetGrossProfit,1807000,14017000,1494000,4150000,3549000,8011000,7356000,9426000,9612000,21457000,8730000,11315000,-19610000,25417000,12022000,6895000,10899000,9875000,8000,6859000,13678000,10214000,9981000,12379000,19619000,13618000,11952000,14201000,21247000,18555000,17327000,17859000,23120000,22091000,19845000,19051000,24547000,14633000,4297000,7316000,712000,28000,-858000,-18828000,-151260000,-17897000,-26068000,-5796000,-7318000,-6287000,-1036000
IncomeNetGrossProfit_yy,,,,,96.40,-42.85,392.37,127.13,170.84,167.84,18.68,20.04,-304.02,18.46,37.71,-39.06,155.58,-9.40,,,,3.43,124662.50,80.48,43.43,33.33,19.75,14.72,8.30,36.25,44.97,25.76,8.82,19.06,14.53,6.67,6.17,-33.76,-78.35,-61.60,-97.10,-99.81,-119.97,-357.35,-21344.38,-64017.86,-2938.23,69.22,95.16,64.87,96.03
IncomeNetGrossProfit_sy,,,,,-23.48,92.36,34.42,65.87,111.85,33.11,-14.96,20.04,-22.74,50.47,-21.99,-149.33,-41.47,43.63,,,,33.21,-3.48,-0.92,14.29,-20.52,4.94,-27.05,-19.83,-25.68,51.83,48.03,14.46,27.02,7.34,5.37,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeNetGrossProfit_qq,,675.71,-89.34,177.78,-14.48,125.73,-8.18,28.14,1.97,123.23,-59.31,29.61,-273.31,229.61,-52.70,-42.65,58.07,,-99.92,85637.50,99.42,-25.33,-2.28,24.03,58.49,-30.59,-12.23,18.82,49.62,-12.67,-6.62,3.07,29.46,-4.45,-10.17,-4.00,28.85,-40.39,-70.63,70.26,-90.27,-96.07,-3164.29,-2094.41,-703.38,88.17,-45.66,77.77,-26.26,14.09,83.52
IncomeNetGrossProfit_sq,,6.32,26.58,-17.84,-6.32,134.57,2.57,-12.84,39.07,-24.77,-27.56,31.89,-17.74,10.58,-52.70,-250.92,70.64,,3.12,87.32,-21.56,2.31,-17.34,23.06,-8.26,-15.66,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1807000,14017000,1494000,4150000,3549000,8011000,7356000,9426000,9612000,21457000,8730000,11315000,-19610000,25417000,12022000,6895000,10899000,9875000,8000,6859000,13678000,10214000,9981000,12379000,19619000,13618000,11952000,14201000,21247000,18555000,17327000,17859000,23120000,22091000,19845000,19051000,24547000,14633000,4297000,7316000,712000,28000,-858000,-18828000,-151260000,-17897000,-26068000,-5796000,-7318000,-6287000,-1036000
IncomeBeforeTaxProfit_yy,,,,,96.40,-42.85,392.37,127.13,170.84,167.84,18.68,20.04,-304.02,18.46,37.71,-39.06,155.58,-9.40,,,,3.43,124662.50,80.48,43.43,33.33,19.75,14.72,8.30,36.25,44.97,25.76,8.82,19.06,14.53,6.67,6.17,-33.76,-78.35,-61.60,-97.10,-99.81,-119.97,-357.35,-21344.38,-64017.86,-2938.23,69.22,95.16,64.87,96.03
IncomeBeforeTaxProfit_sy,,,,,-23.48,92.36,34.42,65.87,111.85,33.11,-14.96,20.04,-22.74,50.47,-21.99,-149.33,-41.47,43.63,,,,33.21,-3.48,-0.92,14.29,-20.52,4.94,-27.05,-19.83,-25.68,51.83,48.03,14.46,27.02,7.34,5.44,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeBeforeTaxProfit_qq,,675.71,-89.34,177.78,-14.48,125.73,-8.18,28.14,1.97,123.23,-59.31,29.61,-273.31,229.61,-52.70,-42.65,58.07,,-99.92,85637.50,99.42,-25.33,-2.28,24.03,58.49,-30.59,-12.23,18.82,49.62,-12.67,-6.62,3.07,29.46,-4.45,-10.17,-4.00,28.85,-40.39,-70.63,70.26,-90.27,-96.07,-3164.29,-2094.41,-703.38,88.17,-45.66,77.77,-26.26,14.09,83.52
