,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome_sq,,-56.19,-5.06,-8.79,-30.19,-3.41,-20.30,-77.86,-3.87,-48.53,75.73,-100.00,,-33.21,,,,,,,,
IncomeNetGrossProfit,268000,196000,234000,-497000,1918000,1150000,855000,85000,2185000,2096000,2630000,6261000,1105000,1255000,119000,1191000,93000,-1387000,-128000,1381000,265000,145000
IncomeNetGrossProfit_yy,,,,,615.46,487.02,265.92,117.10,13.94,82.27,207.59,7271.79,-49.45,-40.12,-95.48,-80.98,-91.58,-210.49,-207.56,15.95,184.95,110.45
IncomeNetGrossProfit_sy,,,,,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,-26.92,19.26,-312.51,486.27,-40.04,-25.66,-90.07,2473.09,-4.07,25.46,138.06,-82.36,13.64,-90.52,900.84,-92.19,-1591.40,90.77,1178.91,-80.81,-45.28
IncomeNetGrossProfit_sq,,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,268000,196000,234000,-497000,1918000,1150000,855000,85000,2185000,2096000,2630000,6261000,1105000,1255000,119000,1191000,93000,-1387000,-128000,1381000,265000,145000
IncomeBeforeTaxProfit_yy,,,,,615.46,487.02,265.92,117.10,13.94,82.27,207.59,7271.79,-49.45,-40.12,-95.48,-80.98,-91.58,-210.49,-207.56,15.95,184.95,110.45
IncomeBeforeTaxProfit_sy,,,,,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,-26.92,19.26,-312.51,486.27,-40.04,-25.66,-90.07,2473.09,-4.07,25.46,138.06,-82.36,13.64,-90.52,900.84,-92.19,-1591.40,90.77,1178.91,-80.81,-45.28
IncomeBeforeTaxProfit_sq,,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,252000,233000,33000,-277000,1058000,1202000,711000,35000,1700000,2063000,2189000,5507000,887000,986000,-413000,796000,-79000,-1591000,132000,1579000,50000,-228000
IncomeNetProfit_yy,,,,,319.70,417.02,2026.60,112.52,60.79,71.57,207.62,15812.57,-47.84,-52.20,-118.87,-85.55,-108.91,-261.36,131.96,98.37,163.29,85.67
IncomeNetProfit_sy,,,,,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,-7.70,-85.62,-926.61,482.43,13.70,-40.83,-95.14,4813.12,21.32,6.09,151.64,-83.89,11.16,-141.89,292.74,-109.92,-1913.92,108.30,1096.21,-96.83,-556.00
IncomeNetProfit_sq,,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,137000,235000,45000,-212000,980000,1135000,658000,110000,1739000,1825000,2166000,5328000,842000,1087000,-451000,872000,-101000,-1597000,237000,745000,28000,-224000
IncomeShareholderNetProfit_yy,,,,,613.17,383.01,1373.41,151.79,77.56,60.70,229.20,4763.33,-51.58,-40.44,-120.82,-83.63,-111.99,-246.94,152.55,-14.56,127.72,85.97
IncomeShareholderNetProfit_sy,,,,,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,71.15,-81.01,-573.78,563.06,15.91,-42.06,-83.35,1487.53,4.91,18.69,146.03,-84.19,29.06,-141.50,293.35,-111.58,-1481.19,114.84,214.35,-96.24,-900.00
IncomeShareholderNetProfit_sq,,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,7281000,64567000,63565000,79773000,85686000,87243000,86019000,89173000,88715000,98276000,118983000,152169000,139143000,157976000,168124000,166943000,167245000,169727000,175719000,178290000,179680000,182279000
BalanceNoncurrentAssets_yy,,,,,1076.89,35.12,35.32,11.78,3.53,12.65,38.32,70.64,56.84,60.75,41.30,9.71,20.20,7.44,4.52,6.80,7.44,7.40
BalanceNoncurrentAssets_sy,,,,,0.96,2.54,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,786.81,-1.55,25.50,7.41,1.82,-1.40,3.67,-0.51,10.78,21.07,27.89,-8.56,13.54,6.42,-0.70,0.18,1.48,3.53,1.46,0.78,1.45
BalanceNoncurrentAssets_sq,,-0.34,-0.84,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,7000,5106000,4990000,6480000,6301000,6544000,6234000,6052000,5866000,10381000,6990000,2828000,8471000,3345000,4644000,4715000,5149000,5138000,5088000,4979000,4917000,5608000
BalanceIntangibleAssets_yy,,,,,92204.03,28.17,24.93,-6.61,-6.90,58.64,12.13,-53.27,44.41,-67.78,-33.56,66.73,-39.22,53.60,9.56,5.60,-4.51,9.15
BalanceIntangibleAssets_sy,,,,,-0.30,-0.57,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,74697.10,-2.26,29.85,-2.76,3.86,-4.74,-2.93,-3.07,76.98,-32.67,-59.54,199.54,-60.51,38.83,1.53,9.20,-0.21,-0.97,-2.14,-1.25,14.05
BalanceIntangibleAssets_sq,,-0.28,-1.68,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
BalanceProperty,6519000,57597000,56987000,69390000,74999000,76420000,76469000,81520000,81301000,85855000,109931000,148473000,127837000,152861000,159801000,160014000,159490000,161774000,167252000,170562000,172212000,174062000
BalanceProperty_yy,,,,,1050.47,32.68,34.19,17.48,8.40,12.35,43.76,82.13,57.24,78.05,45.36,7.77,24.76,5.83,4.66,6.59,7.98,7.60
BalanceProperty_sy,,,,,7.60,8.52,3.40,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,783.53,-1.06,21.76,8.08,1.90,0.06,6.61,-0.27,5.60,28.04,35.06,-13.90,19.57,4.54,0.13,-0.33,1.43,3.39,1.98,0.97,1.07
BalanceProperty_sq,,0.41,-0.99,0.08,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,0,0,0,,0,0,17000,34000,100000,134000,100000,1150000,980000,1345000,980000,980000,100000,100000,100000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,488.24,3282.35,880.00,903.73,880.00,-14.78,-89.80,-92.57,-89.80
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,17.34,23.56,2.43,,,2.13,,,-7.72
BalanceNoncurrInvestments_qq,,,,,,,,,,,100.00,194.12,34.00,-25.37,1050.00,-14.78,37.24,-27.14,,-89.80,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,1.40,0.51,,,,-0.80,,1.32,,,,
BalanceOtherNoncurrentAssets,755000,1864000,1587000,3903000,4387000,4278000,3316000,1602000,1548000,2023000,2028000,768000,2700000,1670000,2529000,1234000,1261000,1835000,2399000,2649000,2451000,2509000
BalanceOtherNoncurrentAssets_yy,,,,,481.09,129.52,108.91,-58.96,-64.72,-52.72,-38.86,-52.06,74.45,-17.43,24.73,60.68,-53.30,9.88,-5.14,114.67,94.37,36.73
BalanceOtherNoncurrentAssets_sy,,,,,26.02,46.99,10.07,10.19,2.99,7.90,8.65,9.75,19.78,7.27,12.63,-3.12,7.50,8.73,13.39,2.03,9.50,-0.68
BalanceOtherNoncurrentAssets_qq,,146.89,-14.84,145.90,12.40,-2.48,-22.49,-51.69,-3.37,30.66,0.24,-62.12,251.62,-38.16,51.44,-51.21,2.19,45.52,30.74,10.42,-7.47,2.37
BalanceOtherNoncurrentAssets_sq,,,,3.30,-0.06,1.26,0.48,-0.58,-1.45,0.34,0.10,0.25,,2.21,-1.46,-0.46,1.32,5.30,5.44,-8.23,3.08,-1.39
BalanceCurrentAssets,928000,10491000,10719000,12278000,13162000,13246000,14286000,10801000,13692000,20847000,23592000,35680000,48004000,40354000,35810000,34598000,34012000,39014000,39480000,42083000,38849000,39759000
BalanceCurrentAssets_yy,,,,,1318.31,26.26,33.27,-12.03,4.03,57.39,65.15,230.33,250.59,93.57,51.79,-3.03,-29.15,-3.32,10.25,21.63,14.22,1.91
BalanceCurrentAssets_sy,,,,,11.34,9.53,14.73,6.89,11.38,10.18,12.21,6.48,9.94,11.56,8.24,9.60,10.55,-0.44,10.25,15.14,15.11,12.91
BalanceCurrentAssets_qq,,1030.48,2.18,14.54,7.20,0.63,7.85,-24.39,26.76,52.26,13.17,51.23,34.54,-15.94,-11.26,-3.38,-1.69,14.71,1.19,6.59,-7.68,2.34
BalanceCurrentAssets_sq,,6.32,0.98,-0.19,1.18,3.47,0.12,1.98,6.60,-0.17,-0.95,-1.09,1.79,3.80,-1.29,2.94,0.48,-0.18,1.88,5.23,-1.04,-0.16
BalanceInventory,12000,1327000,1201000,1242000,799000,897000,867000,963000,767000,1262000,1389000,1766000,4319000,4427000,3901000,5625000,5420000,5369000,6240000,7728000,7274000,6922000
BalanceInventory_yy,,,,,6469.10,-32.39,-27.81,-22.48,-3.98,40.67,60.15,83.45,462.96,250.82,180.83,218.52,25.48,21.28,59.96,37.39,34.21,28.93
BalanceInventory_sy,,,,,5.17,11.38,11.31,8.09,7.45,10.16,7.36,5.34,4.82,10.75,12.41,3.67,18.37,6.66,5.07,5.73,7.37,16.94
BalanceInventory_qq,,10807.98,-9.45,3.36,-35.66,12.27,-3.31,10.99,-20.30,64.47,10.08,27.13,144.59,2.49,-11.88,44.19,-3.64,-0.94,16.22,23.85,-5.87,-4.84
BalanceInventory_sq,,,3.57,2.59,0.09,1.62,1.39,-1.68,3.67,0.51,,-6.31,2.65,5.18,3.24,-1.95,1.67,-0.47,5.25,-2.26,2.10,4.84
BalanceCurrentReceivables,748000,4418000,5581000,6838000,8680000,8273000,8890000,8411000,10578000,16395000,18043000,27571000,24372000,27885000,26073000,21886000,24799000,27082000,29031000,29414000,27796000,29132000
BalanceCurrentReceivables_yy,,,,,1060.71,87.26,59.30,23.00,21.87,98.16,102.95,227.81,130.41,70.09,44.50,-20.62,1.75,-2.88,11.35,34.40,12.09,7.57
BalanceCurrentReceivables_sy,,,,,11.69,12.16,17.51,12.51,9.14,16.49,14.16,10.18,14.29,12.03,19.65,17.36,12.25,9.77,11.50,9.35,7.57,11.40
BalanceCurrentReceivables_qq,,490.83,26.32,22.53,26.93,-4.68,7.46,-5.39,25.76,54.99,10.06,52.81,-11.60,14.42,-6.50,-16.06,13.31,9.21,7.20,1.32,-5.50,4.81
BalanceCurrentReceivables_sq,,5.73,0.07,-3.24,4.98,3.56,4.00,-0.60,2.11,6.84,4.12,-1.27,7.50,7.37,3.02,1.86,0.73,3.86,4.98,-2.55,1.94,3.62
BalanceCurrentInvestments,0,0,2000000,1000000,0,0,0,893000,0,23000,465000,,1014000,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,-100.00,-10.66,,,,-100.00,,-100.00,-100.00,,-100.00,,,,,
BalanceCurrentInvestments_sy,,,,,,,-26.20,-16.96,,,,-8.82,,4.30,2.72,,-8.59,,,,,
BalanceCurrentInvestments_qq,,,,-50.00,-100.00,,,,-100.00,,1921.74,-100.00,,-100.00,,,,,,,,
BalanceCurrentInvestments_sq,,,,-6.94,-2.99,,,,1.31,,0.34,-4.66,,0.48,,,,,,,,
BalanceCash,125000,4299000,252000,784000,514000,741000,705000,,822000,1053000,924000,4904000,15273000,7046000,4832000,5663000,2626000,4785000,2412000,2448000,1682000,1179000
BalanceCash_yy,,,,,311.31,-82.77,179.28,-100.00,59.76,42.17,31.15,,1758.84,569.18,422.75,15.48,-82.81,-32.09,-50.08,-56.77,-35.95,-75.36
BalanceCash_sy,,,,,20.00,22.72,36.25,31.28,57.12,36.03,28.67,,-6.24,-9.07,3.46,-4.79,-0.76,-0.14,-11.52,5.80,-1.73,-14.94
BalanceCash_qq,,3337.93,-94.13,210.74,-34.41,43.99,-4.83,-100.00,,28.15,-12.21,430.53,211.45,-53.87,-31.42,17.20,-53.63,82.22,-49.59,1.49,-31.29,-29.90
BalanceCash_sq,,0.20,-13.28,24.60,-13.94,-3.00,-0.86,22.85,,-9.28,-12.22,9.84,-4.11,-3.84,-1.74,11.07,-1.49,-13.85,-1.81,10.86,-19.30,-15.65
BalanceOtherCurrentAssets,43000,447000,1684000,2414000,3169000,3334000,3823000,534000,1526000,2115000,2771000,1439000,3025000,996000,1004000,1424000,1167000,1778000,1797000,2493000,2097000,2526000
BalanceOtherCurrentAssets_yy,,,,,7266.19,645.71,126.98,-77.86,-51.86,-36.58,-27.53,169.26,98.28,-52.90,-63.76,-1.04,-61.42,78.51,78.98,75.07,79.69,42.07
BalanceOtherCurrentAssets_sy,,,,,11.78,37.16,19.34,6.21,-2.37,3.03,-8.41,17.32,24.04,10.53,20.26,20.99,-0.05,23.94,8.50,12.08,-0.81,4.88
BalanceOtherCurrentAssets_qq,,939.31,276.70,43.31,31.29,5.21,14.66,-86.02,185.49,38.61,31.02,-48.07,110.23,-67.08,0.80,41.83,-18.05,52.36,1.07,38.73,-15.88,20.46
BalanceOtherCurrentAssets_sq,,-2.70,-0.58,-15.14,29.37,3.04,-0.70,-16.89,28.01,4.90,-1.93,-13.75,37.09,-10.21,2.27,0.05,20.80,6.50,-8.79,-5.42,13.45,2.36
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,8209000,75058000,74284000,92051000,98849000,100488000,100305000,99974000,102407000,119123000,142575000,187849000,187147000,198330000,203934000,201541000,201257000,208741000,215199000,220373000,218529000,222038000
BalanceTotalAssets_yy,,,,,1104.18,33.88,35.03,8.61,3.60,18.54,42.14,87.90,82.75,66.49,43.04,7.29,7.54,5.25,5.52,9.34,8.58,6.37
BalanceTotalAssets_sy,,,,,5.21,8.82,9.16,8.61,8.32,8.47,10.56,6.99,7.68,6.80,4.97,9.33,7.54,5.03,7.09,7.08,9.50,11.96
BalanceTotalAssets_qq,,814.36,-1.03,23.92,7.38,1.66,-0.18,-0.33,2.43,16.32,19.69,31.75,-0.37,5.98,2.83,-1.17,-0.14,3.72,3.09,2.40,-0.84,1.61
BalanceTotalAssets_sq,,1.18,-0.16,2.06,0.46,2.74,1.51,0.09,2.54,1.78,0.67,1.04,0.55,3.07,0.48,3.35,0.82,-0.08,1.95,3.53,0.54,0.06
BalanceCapital,548000,30859000,30930000,31411000,32226000,33567000,34230000,34311000,36064000,43145000,52223000,79081000,103685000,116379000,114465000,116642000,115742000,115922000,116236000,116897000,118400000,118373000
BalanceCapital_yy,,,,,5778.21,8.78,10.67,9.23,11.91,28.53,52.57,130.48,187.50,169.74,119.18,47.50,11.63,-0.39,1.55,0.22,2.30,2.11
BalanceCapital_sy,,,,,11.48,8.70,8.50,9.50,12.03,9.38,8.04,3.66,4.08,3.73,2.69,6.54,5.27,4.33,5.43,1.67,4.20,4.61
BalanceCapital_qq,,5528.86,0.23,1.55,2.60,4.16,1.97,0.24,5.11,19.63,21.04,51.43,31.11,12.24,-1.64,1.90,-0.77,0.16,0.27,0.57,1.29,-0.02
BalanceCapital_sq,,0.69,1.72,2.74,1.50,-0.17,2.71,0.37,1.78,0.07,2.46,-1.60,1.41,1.00,1.84,2.44,0.82,-2.88,1.33,0.57,1.34,-1.93
BalanceShareCapital,200000,17500000,30200000,31000000,31000000,31000000,31000000,31000000,31000000,33412000,33412000,35114000,40159000,50160000,50160000,50160000,50164000,50164000,50164000,50164000,50164000,50164000
BalanceShareCapital_yy,,,,,15400.00,77.14,2.65,,,7.78,7.78,13.27,29.55,50.13,50.13,42.85,24.91,0.01,0.01,0.01,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,8650.00,72.57,2.65,,,,,,7.78,,5.09,14.37,24.90,,,0.01,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
