,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCash,26711000,11216000,13213000,20845000,16227000,10896000,9006000,4542000,4971000,5706000,3256000,4487000,4921000,941000,795000,2062000,3720000,2549000,2485000,2748000,2554000,4473000,2665000,2617000,1401000,1663000,10581000,9775000,2941000,2106000,2885000,2730000,3776000,4812000
BalanceOtherCurrentAssets,8862000,9707000,6855000,6631000,6994000,7351000,5749000,2860000,4343000,5168000,7378000,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,864000,876000,865000,,,,,22468000,24654000,29850000,39230000,70773000,72652000,77138000,69351000,68289000,75795000,75447000,84789000,77440000,124691000,111820000,141859000,136696000,97422000,98766000,108340000,88158000,97472000,117974000,132874000,126078000,130606000,131580000
BalanceTotalAssets,127427000,123593000,123496000,127895000,206101000,13570000,15493000,21805000,24272000,60969000,66026000,68680000,59686000,62765000,65194000,62778000,61336000,64559000,67342000,70776000,109822000,110296000,74395000,79002000,64656000,69307000,71335000,76339000,60760000,63956000,66441000,68413000,50026000,53906000
BalanceCapital,59499000,62405000,84289000,987000,987000,987000,987000,1387000,1387000,1387000,1387000,1387000,1387000,1387000,1387000,1387000,1382000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000,1982000
BalanceShareCapital,1982000,,,,,0,0,,0,-67000,-130000,-280000,-386000,-386000,-386000,,,,,,,,,,,,,,,,,6387000,6387000,6418000
BalanceOwnShares,6418000,51095000,51095000,51094000,46239000,46238000,46238000,45852000,46711000,46711000,39038000,38554000,46682000,46856000,39063000,39076000,39474000,39326000,39402000,39189000,39280000,39054000,39039000,38803000,38792000,38942000,38626000,38827000,39096000,0,0,,672000,593000
BalanceReserve,500000,764000,655000,657000,605000,630000,429000,256000,91000,-447000,-211000,-146000,-170000,-231000,-301000,-497000,,,,,,1072000,1189000,4000,269000,247000,215000,443000,453000,577000,657000,679000,770000,967000
BalanceNonshareCapital,1358000,13611000,1901000,3547000,3753000,986000,1258000,580000,791000,1262000,2806000,32550000,37323000,32035000,32083000,23945000,13403000,14343000,19968000,69872000,,,,,,,,,,,,0,,
BalanceNoncurrentLiabilities,,0,350000,350000,1000,115000,383000,345000,1044000,1981000,2969000,3429000,3561000,2977000,2433000,1566000,1885000,1740000,1078000,1181000,0,,262000,237000,191000,372000,307000,233000,178000,59000,30000,44000,267000,254000
BalanceNoncurrentTradeLiabilities,248000,216000,152000,409000,90000,109000,17550000,21587000,15799000,17818000,9662000,7289000,51069000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,
BalanceNoncurrentObligations,,88000,328000,282000,240000,485000,520000,466000,557000,491000,509000,829000,8000,4000,7000,10000,24000,71000,146000,344000,479000,620000,740000,967000,1314000,13344000,1647000,2949000,3186000,788000,734000,107000,337000,130000
BalanceNoncurrentLeasing,497000,11749000,12067000,12190000,10768000,11384000,11280000,11967000,10430000,16896000,7709000,9157000,7104000,14118000,9089000,5419000,7350000,8431000,4262000,9292000,11470000,22230000,11432000,44185000,39354000,28490000,22647000,22187000,18676000,43335000,18361000,24067000,38829000,39564000
BalanceNoncurrentOtherLiabilities,24799000,32130000,31084000,53456000,56284000,49654000,45522000,50868000,6846000,5791000,4196000,10954000,8629000,4623000,6553000,7138000,3638000,7311000,9958000,13453000,8343000,26891000,27933000,18675000,15874000,16575000,16662000,20030000,15682000,19815000,21633000,27345000,12814000,18666000
BalanceCurrentLiabilities,21338000,18417000,16317000,18997000,18087000,23696000,618000,106000,2028000,3021000,300000,375000,242000,978000,415000,486000,1286000,1189000,1179000,7121000,3822000,2087000,3021000,4069000,467000,20391000,419000,,,25063000,31376000,23641000,18923000,16817000
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,37000,,,100000,160000,161000,161000,249000,278000,261000,304000,271000,294000,479000,245000
BalanceCurrentObligations,0,,215000,143000,160000,396000,549000,307000,199000,1495000,226000,7588000,1436000,2273000,204000,6625000,2849000,489000,943000,712000,1059000,1944000,10522000,3160000,4485000,5068000,2691000,2398000,2346000,2117000,3474000,4253000,,3260000
BalanceCurrentLeasing,665000,0,0,,25000,6000,8000,10000,0,0,475000,7900000,7395000,1103000,903000,1017000,604000,2202000,1201000,3513000,6514000,8898000,7339000,8147000,6777000,7317000,5941000,4628000,4744000,5623000,22468000,24654000,0,29850000
BalanceCurrentOtherLiabilities,39230000,70773000,0,72652000,77138000,69351000,68289000,75795000,75447000,84789000,77440000,124691000,111820000,141859000,136696000,97422000,98766000,108340000,88158000,96167000,117974000,132874000,126078000,130606000,131580000,127427000,123593000,123496000,127895000,206101000,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,805000,4710000,2265000,228000,291000,-430000,3032000,-2696000,-1531000,14530000,-3099000,2205000,3463000,7462000,13493000,1136000,5144000,10834000,17704000,-15276000,2618000,7910000,4611000,5195000,8580000,7598000,640000,3411000,-4797000,5127000,4928000,5859000,850000,2865000
CashflowAmortization,579000,652000,640000,665000,663000,674000,794000,1298000,1323000,1645000,1635000,1835000,1717000,1672000,1696000,2264000,3210000,3357000,3493000,6972000,2928000,4518000,6294000,8009000,6707000,6892000,6558000,6737000,6514000,5268000,5853000,7169000,6924000,7365000
CashflowInvestingCashflow,-653000,-2993000,-1896000,-1697000,-1428000,-2525000,-4647000,-12272000,-537000,-2944000,-1398000,-1388000,-366000,-415000,-497000,-6009000,-4448000,-13668000,-8646000,23095000,-2103000,-369000,-123000,-8325000,5171000,49000,-10430000,813000,-1445000,1004000,-642000,-42000,-11822000,-32022000
CashflowCapex,653000,2993000,-1104000,4697000,1204000,2815000,5002000,12325000,629000,3144000,1233000,1344000,348000,425000,558000,6059000,4434000,13135000,-12527000,-973000,136000,339000,130000,174000,88000,1990000,10430000,118000,1445000,84000,642000,42000,11822000,32022000
CashflowFinancingCashflow,-205000,-1632000,636000,949000,911000,33249000,-103000,1449000,-307000,-13310000,-787000,15000,-6154000,-141000,-6962000,2959000,-865000,1138000,-5390000,-2250000,-3617000,-237000,-19976000,-344000,-98000,-12253000,4440000,-6087000,1778000,-5702000,-3551000,-8267000,12203000,29591000
CashflowShareCapitalCash,,0,0,0,,36059000,1000,1533000,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,0,0,0,0,13859000,0,0,6911000,0,6911000,0,6220000,0,,,19821000,0,,19821000,20000,0,,11318000,11120000,,-53000,85000,1005000,-520000,-226000,30294000,-1718000,-13519000
CashflowNetCashflow,-2375000,-1724000,13422000,-17874000,-3057000,6906000,6034000,-1915000,-169000,-1696000,3668000,5569000,-3102000,7304000,-15488000,-3474000,13653000,-4606000,-5350000,-1863000,-4464000,429000,735000,-2450000,1231000,434000,,,,,,,,
