,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sq,,,,,,,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65
IncomeGrossProfit,1938000,1292000,726000,478000,1439000,1077000,533000,863000,1456000,606000,706000,605000,1022000,435000,483000,172000,918000,-320000,784000,48000,767000,-14000,414000,541000,1265000,-3429000,-60000,86000,755000,-916000,151000,-3000,631000,-998000,515000,192000,1022000,-806000,1104000,195000
IncomeGrossProfit_yy,,,,,-25.75,-16.64,-26.58,80.54,1.18,-43.73,32.46,-29.90,-29.81,-28.22,-31.59,-71.57,-10.18,-173.56,62.32,-72.09,-16.45,95.62,-47.19,1027.08,64.93,-24392.86,-114.49,-84.10,-40.32,73.29,351.67,-103.49,-16.42,-8.95,241.06,6500.00,61.97,19.24,114.37,1.56
IncomeGrossProfit_sy,,,,,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00
IncomeGrossProfit_qq,,-33.33,-43.81,-34.16,201.05,-25.16,-50.51,61.91,68.71,-58.38,16.50,-14.31,68.93,-57.44,11.03,-64.39,433.72,-134.86,345.00,-93.88,1497.92,-101.83,3057.14,30.68,133.83,-371.07,98.25,243.33,777.91,-221.32,116.48,-101.99,21133.33,-258.16,151.60,-62.72,432.29,-178.86,236.97,-82.34
IncomeGrossProfit_sq,,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85
IncomeOtherOperatingIncome,182000,309000,,,,1572000,452000,236000,227000,721000,291000,217000,206000,233000,259000,2222000,147000,159000,238000,210000,204000,140000,180000,230000,193000,1956000,213000,242000,364000,364000,316000,257000,276000,201000,288000,294000,317000,115000,146000,379000
IncomeOtherOperatingIncome_yy,,,,,-100.00,408.74,,,,-54.13,-35.62,-8.05,-9.25,-67.68,-11.00,923.96,-28.64,-31.76,-8.11,-90.55,38.78,-11.95,-24.37,9.52,-5.39,1297.14,18.33,5.22,88.60,-81.39,48.36,6.20,-24.18,-44.78,-8.86,14.40,14.86,-42.79,-49.31,28.91
IncomeOtherOperatingIncome_sy,,,,,57.84,-10.69,,,,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,9.88,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94
IncomeOtherOperatingIncome_qq,,69.78,-100.00,,,,-71.25,-47.79,-3.81,217.62,-59.64,-25.43,-5.07,13.11,11.16,757.92,-93.38,8.16,49.69,-11.76,-2.86,-31.37,28.57,27.78,-16.09,913.47,-89.11,13.62,50.41,,-13.19,-18.67,7.39,-27.17,43.28,2.08,7.82,-63.72,26.96,159.59
IncomeOtherOperatingIncome_sq,,77.51,-64.31,,,,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02
IncomeOtherOperatingCosts,453000,1293000,,,,1262000,65000,205000,251000,604000,188000,176000,287000,718000,125000,390000,269000,-453000,308000,223000,287000,-522000,246000,1085000,826000,-471000,405000,237000,446000,-763000,276000,317000,457000,-753000,277000,378000,476000,-776000,415000,1036000
IncomeOtherOperatingCosts_yy,,,,,-100.00,-2.40,,,,-52.14,189.23,-14.15,14.34,18.87,-33.51,121.59,-6.27,-163.09,146.40,-42.82,6.69,-15.23,-20.13,386.55,187.80,9.77,64.63,-78.16,-46.00,-62.00,-31.85,33.76,2.47,1.31,0.36,19.24,4.16,-3.05,49.82,174.07
IncomeOtherOperatingCosts_sy,,,,,5.03,-4.71,,,,-43.42,16.63,-21.49,73.16,18.97,-8.90,-14.68,-25.49,-11.73,-2.14,51.11,6.69,36.14,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92
IncomeOtherOperatingCosts_qq,,185.43,-100.00,,,,-94.85,215.38,22.44,140.64,-68.87,-6.38,63.07,150.17,-82.59,212.00,-31.03,-268.40,167.99,-27.60,28.70,-281.88,147.13,341.06,-23.87,-157.02,185.99,-41.48,88.19,-271.08,136.17,14.86,44.16,-264.77,136.79,36.46,25.93,-263.03,153.48,149.64
IncomeOtherOperatingCosts_sq,,627.53,-82.60,,,,-74.85,88.70,-22.93,182.67,-56.45,1.92,46.50,63.94,-59.24,31.16,-4.72,8.98,-58.65,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79
IncomeEBIT,1667000,308000,,,,4030000,920000,894000,1432000,723000,809000,646000,941000,-50000,617000,2004000,796000,292000,714000,35000,684000,648000,348000,-314000,632000,-1002000,-252000,91000,673000,211000,191000,-63000,450000,-44000,526000,108000,863000,85000,835000,-462000
IncomeEBIT_yy,,,,,-100.00,1208.44,,,,-82.06,-12.07,-27.74,-34.29,-106.92,-23.73,210.22,-15.41,684.00,15.72,-98.25,-14.07,121.92,-51.26,-997.14,-7.60,-254.63,-172.41,128.98,6.49,121.06,175.79,-169.23,-33.14,-120.85,175.39,271.43,91.78,293.18,58.75,-527.78
IncomeEBIT_sy,,,,,-16.37,-12.27,,,,-15.65,161.76,70.55,11.39,150.79,26.06,5.42,-20.58,-70.80,-32.37,-59.33,24.11,76.60,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94
IncomeEBIT_qq,,-81.52,-100.00,,,,-77.17,-2.83,60.18,-49.51,11.89,-20.15,45.67,-105.31,1334.00,224.80,-60.28,-63.32,144.52,-95.10,1854.29,-5.26,-46.30,-190.23,301.27,-258.54,74.85,136.11,639.56,-68.65,-9.48,-132.98,814.29,-109.78,1295.45,-79.47,699.07,-90.15,882.35,-155.33
IncomeEBIT_sq,,-81.52,98.82,,,,13.64,56.18,39.85,-49.51,124.18,43.22,-15.68,-31.59,-2.08,2.71,-46.73,-63.43,136.90,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69
IncomeFinanceIncome,39000,327000,,,,464000,111000,65000,5000,17000,40000,60000,63000,142000,56000,64000,41000,46000,41000,85000,43000,20000,23000,29000,38000,63000,17000,26000,19000,29000,2000,55000,6000,33000,4000,20000,2000,0,3000,31000
IncomeFinanceIncome_yy,,,,,-100.00,41.90,,,,-96.34,-63.96,-7.69,1160.00,735.29,40.00,6.67,-34.92,-67.61,-26.79,32.81,4.88,-56.52,-43.90,-65.88,-11.63,215.00,-26.09,-10.34,-50.00,-53.97,-88.24,111.54,-68.42,13.79,100.00,-63.64,-66.67,-100.00,-25.00,55.00
IncomeFinanceIncome_sy,,,,,-46.17,-72.16,,,,114.00,-12.78,-28.70,112.44,-4.02,9.93,-13.38,-26.28,-1.28,-26.79,98.34,-88.22,46.62,-24.51,-59.64,139.34,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48
IncomeFinanceIncome_qq,,738.46,-100.00,,,,-76.08,-41.44,-92.31,240.00,135.29,50.00,5.00,125.40,-60.56,14.29,-35.94,12.20,-10.87,107.32,-49.41,-53.49,15.00,26.09,31.03,65.79,-73.02,52.94,-26.92,52.63,-93.10,2650.00,-89.09,450.00,-87.88,400.00,-90.00,-100.00,,933.33
IncomeFinanceIncome_sq,,73.14,-10.33,,,,-3.52,19.66,-63.94,126.15,41.69,-30.29,101.68,-41.57,105.92,-29.17,23.21,-26.01,-18.72,34.01,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,64.23,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,,80.70
IncomeFinanceCosts,108000,-150000,,,,171000,123000,52000,49000,46000,55000,32000,19000,20000,133000,44000,59000,66000,56000,-5000,18000,11000,64000,-20000,84000,-56000,143000,59000,64000,-32000,30000,23000,31000,20000,57000,19000,6000,61000,19000,14000
IncomeFinanceCosts_yy,,,,,-100.00,214.00,,,,-73.10,-55.28,-38.46,-61.22,-56.52,141.82,37.50,210.53,230.00,-57.89,-111.36,-69.49,-83.33,14.29,-300.00,366.67,-609.09,123.44,395.00,-23.81,42.86,-79.02,-61.02,-51.56,162.50,90.00,-17.39,-80.65,205.00,-66.67,-26.32
IncomeFinanceCosts_sy,,,,,3.39,-61.93,,,,20.03,-6.19,29.49,-6.97,-0.11,76.15,-17.91,10.41,-17.13,-45.99,22.94,-51.56,-5.21,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58
IncomeFinanceCosts_qq,,-238.89,100.00,,,,-28.07,-57.72,-5.77,-6.12,19.57,-41.82,-40.62,5.26,565.00,-66.92,34.09,11.86,-15.15,-108.93,460.00,-38.89,481.82,-131.25,520.00,-166.67,355.36,-58.74,8.47,-150.00,193.75,-23.33,34.78,-35.48,185.00,-66.67,-68.42,916.67,-68.85,-26.32
IncomeFinanceCosts_sq,,160.68,-21.92,,,,6.88,-21.80,-5.77,40.30,-5.58,-2.40,-4.81,-6.04,48.50,-60.58,69.84,-11.70,-9.28,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,7000,,28000,,60000,,25000,0,-9000,,25000,0,19000,,34000,21000,33000,24000,3000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,757.14,,-10.71,,-115.00,,,,311.11,,36.00,,73.68,,-91.18
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,757.14,,-10.71,,-104.92,,,,100.00,,-23.81,,28.98,,-60.53
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,-100.00,,-100.00,,100.00,,-100.00,,-100.00,,-38.24,57.14,-27.27,-87.50
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,-46.58,,50.57,,83.97,,-100.00,,-100.00,,-38.24,-46.01,220.53,-93.75
IncomeNetGrossProfit,1598000,785000,1048000,781000,1691000,803000,908000,907000,1388000,694000,794000,674000,985000,72000,540000,2024000,778000,272000,699000,125000,709000,664000,307000,-237000,558000,-823000,-378000,83000,628000,263000,163000,-6000,425000,-12000,473000,143000,880000,57000,843000,-442000
IncomeNetGrossProfit_yy,,,,,5.82,2.29,-13.36,16.13,-17.92,-13.57,-12.56,-25.69,-29.03,-89.63,-31.99,200.30,-21.02,277.78,29.44,-93.82,-8.87,144.12,-56.08,-289.60,-21.30,-223.95,-223.13,135.02,12.54,131.96,143.12,-107.23,-32.32,-104.56,190.18,2483.33,107.06,575.00,78.22,-409.09
IncomeNetGrossProfit_sy,,,,,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeNetGrossProfit_qq,,-50.88,33.50,-25.48,116.52,-52.51,13.08,-0.11,53.03,-50.00,14.41,-15.11,46.14,-92.69,650.00,274.81,-61.56,-65.04,156.99,-82.12,467.20,-6.35,-53.77,-177.20,335.44,-247.49,54.07,121.96,656.63,-58.12,-38.02,-103.68,7183.33,-102.82,4041.67,-69.77,515.38,-93.52,1378.95,-152.43
IncomeNetGrossProfit_sq,,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1598000,785000,1048000,781000,1691000,803000,908000,907000,1388000,694000,794000,674000,985000,72000,540000,2024000,778000,272000,699000,125000,709000,664000,307000,-237000,558000,-823000,-378000,83000,628000,263000,163000,-6000,425000,-12000,473000,143000,880000,57000,843000,-442000
IncomeBeforeTaxProfit_yy,,,,,5.82,2.29,-13.36,16.13,-17.92,-13.57,-12.56,-25.69,-29.03,-89.63,-31.99,200.30,-21.02,277.78,29.44,-93.82,-8.87,144.12,-56.08,-289.60,-21.30,-223.95,-223.13,135.02,12.54,131.96,143.12,-107.23,-32.32,-104.56,190.18,2483.33,107.06,575.00,78.22,-409.09
IncomeBeforeTaxProfit_sy,,,,,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeBeforeTaxProfit_qq,,-50.88,33.50,-25.48,116.52,-52.51,13.08,-0.11,53.03,-50.00,14.41,-15.11,46.14,-92.69,650.00,274.81,-61.56,-65.04,156.99,-82.12,467.20,-6.35,-53.77,-177.20,335.44,-247.49,54.07,121.96,656.63,-58.12,-38.02,-103.68,7183.33,-102.82,4041.67,-69.77,515.38,-93.52,1378.95,-152.43
IncomeBeforeTaxProfit_sq,,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1209000,561000,852000,637000,1347000,704000,772000,708000,1080000,784000,652000,522000,756000,226000,408000,1747000,642000,268000,523000,162000,534000,554000,210000,-117000,404000,-1073000,-399000,227000,413000,284000,91000,79000,267000,81000,340000,206000,642000,105000,592000,-254000
IncomeNetProfit_yy,,,,,11.41,25.49,-9.39,11.15,-19.82,11.36,-15.54,-26.27,-30.00,-71.17,-37.42,234.67,-15.08,18.58,28.19,-90.73,-16.82,106.72,-59.85,-172.22,-24.34,-293.68,-290.00,294.02,2.23,126.47,122.81,-65.20,-35.35,-71.48,273.63,160.76,140.45,29.63,74.12,-223.30
IncomeNetProfit_sy,,,,,-5.52,52.11,-45.80,34.06,81.41,22.17,180.36,91.71,77.42,170.78,7.01,7.10,-31.56,-71.98,-57.92,-37.30,24.34,79.20,68.93,-16.53,11.49,27.62,-4.46,25.66,36.00,58.69,52.86,55.16,-0.02,-11.32,15.00,-20.58,3.94,-8.64,38.55,24.66
IncomeNetProfit_qq,,-53.60,51.87,-25.23,111.46,-47.74,9.66,-8.29,52.54,-27.41,-16.84,-19.94,44.83,-70.11,80.53,328.19,-63.25,-58.26,95.15,-69.02,229.63,3.75,-62.09,-155.71,445.30,-365.59,62.81,156.89,81.94,-31.23,-67.96,-13.19,237.97,-69.66,319.75,-39.41,211.65,-83.64,463.81,-142.91
IncomeNetProfit_sq,,-98.60,100.47,78.66,58.19,-47.74,0.85,94.47,12.65,-43.63,151.17,45.09,6.42,4.44,-12.82,4.33,-46.65,-58.26,95.15,30.70,9.95,-19.78,34.06,-16.34,28.48,-17.19,12.18,47.02,14.59,-22.69,33.20,27.42,-25.18,-40.14,71.60,10.55,7.99,-67.68,122.39,3.80
IncomeShareholderNetProfit,1208000,561000,852000,637000,1347000,704000,772000,708000,1080000,784000,652000,522000,756000,226000,408000,1747000,642000,268000,523000,162000,534000,554000,210000,-117000,404000,-1073000,-399000,227000,413000,284000,91000,79000,267000,81000,340000,206000,642000,105000,592000,-254000
IncomeShareholderNetProfit_yy,,,,,11.51,25.49,-9.39,11.15,-19.82,11.36,-15.54,-26.27,-30.00,-71.17,-37.42,234.67,-15.08,18.58,28.19,-90.73,-16.82,106.72,-59.85,-172.22,-24.34,-293.68,-290.00,294.02,2.23,126.47,122.81,-65.20,-35.35,-71.48,273.63,160.76,140.45,29.63,74.12,-223.30
IncomeShareholderNetProfit_sy,,,,,-0.05,38.41,-45.50,12.63,111.75,23.10,199.69,91.71,77.42,169.38,13.23,4.87,-28.08,-68.52,-65.88,-41.99,24.34,44.34,68.93,-8.82,11.49,27.62,-7.36,25.66,36.70,62.99,55.13,50.95,0.23,-5.70,7.27,-21.16,2.00,-7.15,39.28,24.65
IncomeShareholderNetProfit_qq,,-53.56,51.87,-25.23,111.46,-47.74,9.66,-8.29,52.54,-27.41,-16.84,-19.94,44.83,-70.11,80.53,328.19,-63.25,-58.26,95.15,-69.02,229.63,3.75,-62.09,-155.71,445.30,-365.59,62.81,156.89,81.94,-31.23,-67.96,-13.19,237.97,-69.66,319.75,-39.41,211.65,-83.64,463.81,-142.91
IncomeShareholderNetProfit_sq,,-103.26,98.47,112.98,57.12,-47.74,5.85,150.36,8.42,-41.56,136.38,44.70,6.49,-6.52,-4.11,4.48,-46.65,-58.26,95.15,31.01,9.95,-29.50,34.06,-16.32,28.48,-16.59,12.18,49.60,16.69,-21.98,29.06,26.72,-26.25,-42.42,71.59,9.82,4.07,-67.68,114.93,-1.92
BalanceNoncurrentAssets,7468000,7991000,,,,7414000,7247000,10297000,10081000,10393000,10228000,10122000,9842000,10269000,10082000,7092000,6897000,7503000,7440000,7896000,7038000,6732000,8633000,9723000,11660000,10746000,14200000,13706000,8339000,8226000,8122000,8866000,8479000,8212000,7884000,7650000,7422000,7819000,7378000,7307000
BalanceNoncurrentAssets_yy,,,,,-100.00,-7.22,,,,40.18,41.13,-1.70,-2.37,-1.19,-1.43,-29.93,-29.92,-26.94,-26.21,11.34,2.04,-10.28,16.03,23.14,65.67,59.63,64.49,40.96,-28.48,-23.45,-42.80,-35.31,1.68,-0.17,-2.93,-13.72,-12.47,-4.79,-6.42,-4.48
BalanceNoncurrentAssets_sy,,,,,-2.10,0.36,,,,0.02,1.86,-0.71,-0.03,5.32,5.58,5.45,2.76,1.54,1.56,1.63,3.36,7.53,7.50,13.53,8.51,4.11,4.42,5.66,3.76,4.04,3.22,2.82,1.54,2.95,1.44,1.28,0.86,0.66,3.53,4.14
