,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,106000,119000,168000,172000,159000,390000,823000,1331000,562000,581000,582000,658000,649000,729000,554000,884000,556000,696000,566000,652000,512000,685000,582000,1113000,1162000,1098000,1472000,1434000,954000,1059000,838000,1318000,793000,932000,1198000,1226000,1090000,1227000,1240000,1277000,1072000,1377000,1305000,1583000,1425000,5068000,1851000,1360000,1752000,2722000,1669000,1331000,8726000,1374000,1160000
IncomeAdministrativExpenses_yy,,,,,50.00,227.73,389.88,673.84,253.46,48.97,-29.28,-50.56,15.48,25.47,-4.81,34.35,-14.33,-4.53,2.17,-26.24,-7.91,-1.58,2.83,70.71,126.95,60.29,152.92,28.84,-17.90,-3.55,-43.07,-8.09,-16.82,-11.96,42.98,-6.97,37.30,31.61,3.51,4.12,-1.63,12.21,5.24,23.96,32.94,268.10,41.83,-14.09,22.96,-46.29,-9.83,-2.15,398.09,-49.53,-30.48
IncomeAdministrativExpenses_sy,,,,,26.37,-33.54,-33.36,176.72,253.46,405.24,154.73,34.74,37.37,6.16,39.10,10.17,-4.53,-5.70,-1.61,-27.98,-20.93,-1.05,4.13,12.62,28.74,26.82,10.37,7.62,2.16,6.12,3.72,-1.34,-2.03,7.30,17.17,8.08,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58,-30.48
IncomeAdministrativExpenses_qq,,12.26,41.18,2.38,-7.56,145.28,111.03,61.73,-57.78,3.38,0.17,13.06,-1.37,12.33,-24.01,59.57,-37.10,25.18,-18.68,15.19,-21.47,33.79,-15.04,91.24,4.40,-5.51,34.06,-2.58,-33.47,11.01,-20.87,57.28,-39.80,17.49,28.52,2.34,-11.15,12.62,1.08,2.94,-16.05,28.46,-5.20,21.25,-9.97,255.68,-63.47,-26.55,28.85,55.36,-38.67,-20.29,555.87,-84.26,-15.54
IncomeAdministrativExpenses_sq,,16.32,18.20,7.96,-6.09,,102.07,61.73,-10.68,5.65,,14.54,-1.37,5.04,5.07,25.27,-27.55,6.78,-0.72,4.32,-12.88,9.10,-1.46,15.25,-3.13,1.23,-3.84,13.55,-10.56,4.01,-4.98,5.84,-0.11,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,7.17,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25,-15.54
IncomeGrossProfit,-96000,-15000,-138000,-145000,-64000,75000,-766000,-978000,-294000,-277000,482000,1041000,-374000,-465000,-381000,-841000,-512000,-390000,-457000,-239000,138000,-374000,-326000,-401000,57000,-813000,276000,-972000,-432000,-570000,-444000,-726000,6404000,3992000,7786000,15974000,4551000,7322000,6324000,-8853000,10840000,9382000,-5326000,9812000,4350000,337000,5726000,-6385000,5780000,4681000,11285000,-3245000,-4969000,-3872000,-1792000
IncomeGrossProfit_yy,,,,,33.33,600.00,-455.07,-574.48,-359.38,-469.33,162.92,206.44,-27.21,-67.87,-179.05,-180.79,-36.90,16.13,-19.95,71.58,126.95,4.10,28.67,-67.78,-58.70,-117.38,184.66,-142.39,-857.89,29.89,-260.87,25.31,1582.40,800.40,1853.66,2300.26,-28.94,83.42,-18.78,-155.42,138.18,28.13,-184.22,210.84,-59.87,-96.41,207.51,-165.07,32.87,1290.73,97.09,49.17,-185.96,-182.72,-115.88
IncomeGrossProfit_sy,,,,,25.80,59.78,54.52,-27.34,38.07,-2.37,36.36,65.07,-29.95,-20.94,-149.52,-0.51,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25,-52.56
IncomeGrossProfit_qq,,84.38,-820.00,-5.07,55.86,217.19,-1121.33,-27.68,69.94,5.78,274.01,115.98,-135.93,-24.33,18.06,-120.73,39.12,23.83,-17.18,47.70,157.74,-371.01,12.83,-23.01,114.21,-1526.32,133.95,-452.17,55.56,-31.94,22.11,-63.51,982.09,-37.66,95.03,105.15,-71.51,60.90,-13.64,-239.99,222.44,-13.44,-156.76,284.24,-55.66,-92.26,1601.17,-211.51,190.53,-19.02,141.09,-128.76,-53.11,22.08,53.71
IncomeGrossProfit_sq,,-21.30,10.44,-19.09,30.24,,80.67,-6.91,-0.58,1.94,19.68,-50.02,8.55,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38,19.58
IncomeOtherOperatingIncome,0,0,7000,10000,5000,12000,0,1500000,,,,,0,0,0,0,87000,21000,10000,10000,21000,5000,5000,0,,3000,-1000,142000,0,14000,14000,92000,3000,1000,2000,28000,7000,2000,0,1000,0,0,22000,-1000,0,1000,0,0,0,0,0,0,0,4000,33000
IncomeOtherOperatingIncome_yy,,,,,,,-100.00,14900.00,-100.00,-100.00,,-100.00,,,,,,,,,-75.86,-76.19,-50.00,-100.00,-100.00,-40.00,-120.00,,,366.67,1500.00,-35.21,,-93.86,-83.14,-69.72,115.29,112.79,-87.29,-98.03,-95.74,-78.69,7280.00,-212.73,53.33,187.18,-98.15,148.39,-32.61,-72.32,-26.83,,-3.23,1035.48,10980.00
IncomeOtherOperatingIncome_sy,,,,,,,16.67,138.13,100.00,-85.21,,130.77,,,,,,,,,43.85,-60.90,-14.85,28.81,-18.76,6.25,-35.42,,,47.45,-19.67,-35.21,,-42.90,-6.84,34.72,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,,12.22,-25.74,5524.03
IncomeOtherOperatingIncome_qq,,,,42.86,-50.00,140.00,-100.00,,-100.00,,,,,,,,,-75.86,-52.38,,110.00,-76.19,,-100.00,,,-133.33,14300.00,-100.00,,,557.14,-96.45,-73.70,174.42,1080.51,-74.73,-74.01,-83.61,83.33,-45.45,30.00,5576.92,-102.80,174.19,143.48,-63.39,-26.83,3.33,,-3.23,,,1073.33,844.32
IncomeOtherOperatingIncome_sq,,,,42.86,8.14,140.00,-15.67,,101.52,,,,,,,,,31.58,24.52,,8.82,-50.09,,98.24,,,16.81,32.79,-24.41,,,8.48,-33.33,0.70,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,-11.48,101.93,-29.46,23.26,-75.00,157.14,-33.42,,-22.32,,,54.75,471.44
IncomeOtherOperatingCosts,0,6000,1000,8000,5000,0,0,25000,,0,0,0,,1236000,1000,-987000,,400000,103000,76000,,,0,37000,0,0,3000,1336000,79000,91000,75000,-178000,3000,1000,1000,24000,4000,1000,0,36000,,0,22000,42000,0,0,0,0,0,0,0,0,,3000,33000
IncomeOtherOperatingCosts_yy,,,,,,-100.00,-100.00,212.50,-100.00,,,-100.00,,,,,,-67.64,10200.00,107.70,,-100.00,-100.00,-51.32,,,,3510.81,,,2400.00,-113.32,-96.84,-98.73,-98.73,113.65,40.40,26.72,-100.00,46.85,-100.00,-93.88,,18.36,,-55.56,-100.00,-99.98,-53.85,-50.00,,-100.00,-100.00,15500.00,
IncomeOtherOperatingCosts_sy,,,,,,13.72,-16.13,-28.31,413.90,,,141.54,,,,,,50.57,44.02,-30.49,,-42.17,-46.30,-4.42,,,,29.91,,,3.12,-58.73,-54.17,-3.95,12.72,27.37,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,,-10.75,,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21,
IncomeOtherOperatingCosts_qq,,,-83.33,700.00,-37.50,-100.00,,,-100.00,,,,,,-99.92,-98800.00,100.00,,-74.25,-26.21,-100.00,,,,-100.00,,,44433.33,-94.09,15.19,-17.58,-337.33,101.40,-53.60,-18.10,2456.84,-85.55,-58.12,-100.00,,-100.00,,24200.00,93.05,-99.69,-69.23,-100.00,,500.00,-66.67,-100.00,,,,955.77
IncomeOtherOperatingCosts_sq,,,6.02,326.12,-78.67,-67.24,,,-33.34,,,,,,-18.49,120.15,-77.97,,9.01,54.55,-57.78,,,,-53.97,,,166.67,-55.04,15.19,-23.33,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,,-56.56,,12.61,1.28,-48.28,0.35,-50.00,,-56.71,4.99,-18.93,,,,470.55
IncomeEBIT,-96000,-21000,-132000,-143000,-64000,87000,-766000,497000,-294000,-277000,482000,1041000,-374000,-1701000,-382000,146000,-425000,-769000,-550000,-305000,159000,-369000,-321000,-438000,57000,-810000,272000,-2166000,-511000,-647000,-505000,-456000,6405000,3992000,7788000,15977000,4554000,7323000,6324000,-8888000,10840000,9383000,-5325000,9770000,4351000,338000,5726000,-6385000,5781000,4681000,11285000,-3245000,-4969000,-3872000,-1792000
IncomeEBIT_yy,,,,,33.33,514.29,-480.30,447.55,-359.38,-418.39,162.92,109.46,-27.21,-514.08,-179.25,-85.98,-13.64,54.79,-43.98,-308.90,137.41,52.02,41.64,-43.61,-64.15,-119.51,184.74,-394.52,-996.49,20.12,-285.66,78.95,1353.37,717.00,1642.11,3603.82,-28.89,83.44,-18.79,-155.63,138.01,28.13,-184.21,209.92,-59.86,-96.40,207.52,-165.35,32.87,1286.37,97.08,49.17,-185.95,-182.71,-115.88
IncomeEBIT_sy,,,,,65.20,77.52,80.27,92.07,61.49,-73.90,-1.94,93.60,-16.50,-96.44,-76.40,30.02,-20.14,25.18,-4.39,-20.00,43.49,8.22,64.76,24.63,36.14,48.30,15.67,-17.19,-18.38,35.66,5.95,69.72,26.20,15.16,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11,-49.20
IncomeEBIT_qq,,78.12,-528.57,-8.33,55.24,235.94,-980.46,164.88,-159.15,5.78,274.01,115.98,-135.93,-354.81,77.54,138.22,-391.10,-80.94,28.48,44.55,152.13,-332.08,13.01,-36.45,113.01,-1521.05,133.58,-896.32,76.41,-26.61,21.95,9.70,1504.54,-37.67,95.08,105.16,-71.49,60.78,-13.64,-240.54,221.96,-13.44,-156.76,283.45,-55.47,-92.24,1595.85,-211.50,190.54,-19.02,141.08,-128.75,-53.12,22.08,53.71
IncomeEBIT_sq,,53.43,-101.98,-101.46,34.26,41.13,67.16,0.84,67.27,-3.14,38.02,-19.11,22.70,-66.42,30.95,3.80,-29.55,3.12,-28.96,22.43,45.65,-1.17,29.10,-36.45,30.04,-10.44,15.49,-28.14,39.90,-2.44,13.76,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65,19.97
IncomeFinanceIncome,73000,73000,1001000,529000,75000,15528000,6433000,2614000,8459000,8068000,10046000,68311000,1781000,1054000,968000,-2369000,464000,42000,5704000,945000,3502000,-564000,-418000,-407000,3086000,1299000,4482000,-3048000,676000,-283000,675000,23000,25000,3019000,28000,32000,31000,16000,41000,14000,12000,10000,7000,10000,25000,33000,21000,9000,7000,5000,6000,6000,5000,79000,11000
IncomeFinanceIncome_yy,,,,,2.74,21171.23,542.66,394.14,11178.67,-48.04,56.16,2513.27,-78.95,-86.94,-90.36,-103.47,-73.95,-96.02,489.26,139.89,654.74,-1442.86,-107.33,-143.07,-11.88,330.32,1172.25,-648.89,-78.09,-121.79,-84.94,100.75,-96.23,1166.66,-95.80,40.83,20.33,-99.46,43.33,-56.44,-61.38,-38.71,-82.89,-26.72,111.32,237.03,199.71,-9.96,-72.14,-85.78,-71.58,-39.74,-34.43,1556.21,85.98
IncomeFinanceIncome_sy,,,,,-13.64,214.33,490.00,394.14,872.19,37.27,56.16,-88.58,40.00,100.00,1.80,-77.39,161.32,-21.74,-94.83,45.81,-72.97,18.76,117.71,162.50,103.94,207.55,84.87,21.10,10.20,41.26,-21.18,100.75,-6.59,-19.09,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47,94.44
IncomeFinanceIncome_qq,,,1271.23,-47.15,-85.82,20604.00,-58.57,-59.37,223.60,-4.62,24.52,579.98,-97.39,-40.82,-8.16,-344.73,119.59,-90.95,13480.95,-83.43,270.58,-116.11,25.89,2.63,858.23,-57.91,245.03,-168.01,122.18,-141.86,338.52,-96.59,10.78,11747.10,-99.06,14.29,-5.34,-47.26,151.21,-65.26,-16.09,-16.30,-29.87,48.78,141.97,33.49,-37.63,-55.30,-25.13,-31.85,24.63,-5.24,-18.54,1621.44,-86.00
IncomeFinanceIncome_sq,,,-43.41,110.00,-35.71,172.23,68.57,-67.63,-50.00,-2.31,24.52,34.61,-54.01,44.83,-8.16,-30.24,76.84,-72.57,7.12,-8.82,12.50,-15.90,47.83,32.65,3.00,18.01,-15.54,-34.13,53.19,-1.34,-29.16,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38,17.09
IncomeFinanceCosts,0,0,877000,435000,488000,4308000,1794000,616000,435000,4633000,9606000,51101000,7409000,7076000,8983000,-322000,2892000,480000,785000,6657000,536000,-119000,79000,-90000,58000,392000,238000,992000,98000,4874000,251000,-11000,19000,912000,2000,151000,4000,1000,3000,0,1000,4000,2000,-5000,3000,6000,-2000,-2000,2000,9000,-8000,14000,3000,0,4000
IncomeFinanceCosts_yy,,,,,,,104.56,41.61,-10.86,7.54,435.45,8195.62,1603.22,52.73,-6.49,-100.63,-60.97,-93.22,-91.26,2167.39,-81.47,-124.79,-89.94,-101.35,-89.18,429.41,201.27,1202.22,68.97,1143.37,5.46,-101.11,-80.30,-81.30,-99.06,1472.27,-80.79,-99.88,16.17,-99.77,-63.88,231.82,-41.76,-1622.86,141.79,73.70,-205.66,63.04,-43.21,36.75,-398.81,820.81,83.70,-96.31,148.21
IncomeFinanceCosts_sy,,,,,,,50.15,-8.14,220.00,7.22,377.72,245.88,51.00,90.74,20.83,-11.38,7.39,-5.29,34.72,-48.45,-16.12,12.71,-12.24,84.87,36.95,80.98,100.57,102.29,45.99,78.23,0.94,21.96,,-6.40,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,,72.38
IncomeFinanceCosts_qq,,,,-50.40,12.18,782.79,-58.36,-65.66,-29.38,965.06,107.34,431.97,-85.50,-4.49,26.95,-103.58,998.14,-83.40,63.54,748.03,-91.95,-122.20,166.39,-213.92,164.44,575.86,-39.29,316.81,-90.12,4873.47,-94.85,-104.38,275.55,4620.97,-99.74,6323.40,-97.54,-70.35,148.18,-87.18,282.86,172.39,-56.44,-435.22,160.79,95.68,-126.50,-17.26,193.40,371.20,-196.66,269.45,-76.20,-90.53,1162.50
IncomeFinanceCosts_sq,,,,-25.20,-81.38,100.00,-57.75,153.59,55.79,32.36,-3.24,227.50,-32.16,-12.04,-11.39,15.30,-20.45,-6.29,5.95,-21.16,11.28,4.49,14.21,45.45,51.15,21.42,1.53,14.57,9.21,-2.94,-0.27,14.09,2.36,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99,570.58
IncomeOtherIncome,,,,,,,,,,,,,,,,,,5823000,,,,,,,,3932000,,3932000,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,-156.34,,,,,,,,-58.87,,-50.83,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,-18.24,,,,,,,,-109.10,,78.85,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-23000,52000,-8000,-49000,-477000,11307000,3873000,2495000,7730000,3158000,922000,18251000,-6002000,-7723000,-8397000,-1901000,-2853000,4616000,-1454000,-6017000,3125000,-814000,-818000,-755000,3085000,4029000,584000,-2274000,67000,-5804000,-81000,-422000,6411000,6099000,7814000,15859000,4581000,7338000,6362000,-8874000,10850000,9389000,-5320000,9785000,4372000,365000,5749000,-6373000,5786000,4677000,11299000,-3254000,-4967000,-3793000,-1785000
IncomeNetGrossProfit_yy,,,,,-1973.91,21644.23,48512.50,5191.84,1720.55,-72.07,-76.19,631.50,-177.65,-344.55,-1010.74,-110.42,52.47,159.77,82.68,-216.52,209.53,-117.63,43.74,87.45,-1.28,594.96,171.39,-201.19,-97.83,-244.06,-113.87,81.44,9468.49,205.08,9746.48,3858.03,-28.54,20.31,-18.58,-155.96,136.83,27.95,-183.62,210.27,-59.70,-96.12,208.05,-165.13,32.32,1182.43,96.56,48.95,-185.86,-181.10,-115.80
IncomeNetGrossProfit_sy,,,,,30.26,81.44,208.23,127.52,361.96,-4.23,-11.94,63.85,-83.33,-19.11,-81.33,-96.64,14.96,32.56,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26,-44.64
IncomeNetGrossProfit_qq,,326.09,-115.38,-512.50,-873.47,2470.44,-65.75,-35.58,209.82,-59.15,-70.80,1879.50,-132.89,-28.67,-8.73,77.36,-50.08,261.79,-131.50,-313.82,151.94,-126.05,-0.49,7.70,508.61,30.60,-85.51,-489.38,102.95,-8762.69,98.60,-420.99,1619.17,-4.87,28.11,102.96,-71.11,60.17,-13.30,-239.49,222.27,-13.47,-156.66,283.93,-55.32,-91.66,1476.20,-210.87,190.78,-19.16,141.59,-128.79,-52.68,23.64,52.94
IncomeNetGrossProfit_sq,,56.33,-83.71,-172.57,87.30,-56.80,86.74,12.80,88.52,-8.86,-13.63,3.30,-115.91,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46,20.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-23000,52000,-8000,-49000,-477000,11307000,3873000,2495000,7730000,3158000,922000,18251000,-6002000,-7723000,-8397000,-1901000,-2853000,4616000,-1454000,-6017000,3125000,-814000,-818000,-755000,3085000,4029000,584000,-2274000,67000,-5804000,-81000,-422000,6411000,6099000,7814000,15859000,4581000,7338000,6362000,-8874000,10850000,9389000,-5320000,9785000,4372000,365000,5749000,-6373000,5786000,4677000,11299000,-3254000,-4967000,-3793000,-1785000
IncomeBeforeTaxProfit_yy,,,,,-1973.91,21644.23,48512.50,5191.84,1720.55,-72.07,-76.19,631.50,-177.65,-344.55,-1010.74,-110.42,52.47,159.77,82.68,-216.52,209.53,-117.63,43.74,87.45,-1.28,594.96,171.39,-201.19,-97.83,-244.06,-113.87,81.44,9468.49,205.08,9746.48,3858.03,-28.54,20.31,-18.58,-155.96,136.83,27.95,-183.62,210.27,-59.70,-96.12,208.05,-165.13,32.32,1182.43,96.56,48.95,-185.86,-181.10,-115.80
IncomeBeforeTaxProfit_sy,,,,,30.26,81.44,208.23,127.52,361.96,-4.23,-11.94,63.85,-83.33,-19.11,-81.33,-96.64,14.96,32.56,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26,-44.64
