,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887454000,1136516000,946911000,1291729000,2241225000,1432005000
IncomeNetGrossProfit,1560704000,1699424000,2762146000,2369360000,2175311000,1278326000,4095784000,3311695000,2484000000,1082983000,3255937000,2134660000,2248003000,1592956000,3439570000,1386973000,828875000,3049344000,3021407000,2557235000,1261775000,1607343000,3493093000,2165694000,689056000,859687000,1885560000,1377438000,439765000,655069000,1422994000,1476172000,267540000,947146000,1923740000,802622000,185774000,174668000,1662050000,1413008000,6951000,535133000,1477008000,70686000,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887454000,1136516000,946911000,1291729000,2241225000,1432005000
IncomeBeforeTaxProfit,1560704000,1699424000,2762146000,2369360000,2175311000,1278326000,4095784000,3311695000,2484000000,1082983000,3255937000,2134660000,2248003000,1592956000,3439570000,1386973000,828875000,3049344000,3021407000,2557235000,1261775000,1607343000,3493093000,2165694000,689056000,859687000,1885560000,1377438000,439765000,655069000,1422994000,1476172000,267540000,947146000,1923740000,802622000,185774000,174668000,1662050000,1413008000,6951000,535133000,1477008000,70686000,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428087000,880594000,766956000,938464000,1792124000,1053257000
IncomeNetProfit,1188201000,1763184000,2189059000,1852480000,1723740000,921434000,3310958000,2733841000,2019748000,713131000,2648985000,1806424000,1846157000,1084354000,2811297000,1103408000,438079000,2460076000,2416823000,2123098000,1002949000,1117039000,2891054000,1794175000,515930000,526221000,1506016000,1110950000,358703000,434664000,1123862000,1207484000,187356000,620076000,1571057000,628388000,145236000,-21608000,1352277000,1286222000,-10923000,386294000,1203605000,77418000,1375485000,840522000,734595000,915480000,1751246000,1024415000
IncomeShareholderNetProfit,1153266000,1704142000,2159688000,1829520000,1695216000,880875000,3260743000,2722788000,2001479000,737839000,2647924000,1799827000,1840808000,1114532000,2816199000,1105870000,444526000,2446730000,2486460000,2140237000,1068636000,1175067000,2886515000,1800017000,626534000,525919000,1506624000,1115040000,385724000,398083000,1116729000,1208868000,200772000,642943000,1558433000,613991000,129755000,-26356000,1335907000,1247720000,-34093000,433622000,1181374000,65300000,,,,,,
BalanceNoncurrentAssets,,,,42067068000,42010296000,40824933000,42203319000,45558768000,45688580000,54220714000,59100387000,62674384000,64484007000,63254046000,69414513000,70827292000,73498954000,74098206000,79955201000,78123485000,80121101000,79000795000,80668211000,80106902000,80554285000,78268151000,73521512000,74782936000,74418921000,74165381000,76468209000,74513835000,76411839000,76527984000,77754774000,77926058000,81328832000,77344394000,80090880000,75461057000,76866610000,79347817000,79633930000,78047489000,78963162000,,,,2482326000,2423793000
BalanceIntangibleAssets,2546749000,2569288000,2575200000,2559480000,2830388000,2951082000,3025531000,2898676000,2783847000,3275924000,2475860000,2740545000,2550606000,2832218000,2742859000,4071974000,3939737000,3521452000,3456134000,3509073000,3336317000,3132061000,3100496000,3129384000,3100060000,3167911000,3041545000,3090150000,3100968000,3179863000,3192294000,3294740000,3287281000,3598617000,3443519000,3468805000,4237793000,4374413000,4311575000,4351901000,,,,36550509000,36138837000,34860277000,36420534000,37411949000,37649220000,44558807000
BalanceProperty,48536407000,50145172000,50251076000,49409752000,53419122000,56169790000,58285597000,58679699000,64674602000,63499379000,65235290000,64635648000,66838476000,66098220000,68320515000,66832351000,62785566000,62911888000,62523899000,62124605000,63876029000,61757714000,63336993000,63861252000,64399476000,64119821000,66219227000,64733920000,67444891000,63803478000,65146101000,67023528000,67369123000,66145491000,66597152000,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909385000,2336376000,2391002000,2207215000,4566317000,4501420000,5719189000,6418152000,8339510000,10360984000,9894784000,11420199000
BalanceNoncurrInvestments,10971362000,11401235000,11300911000,10796752000,10385142000,9053491000,8800397000,8604607000,9004493000,6911997000,6416474000,5862119000,7162544000,7046417000,7060673000,7473663000,7986358000,7907012000,7554612000,7868599000,8481592000,9461315000,6985213000,6348286000,5821150000,5470956000,5372792000,5195146000,5061111000,5186669000,,,,1124848000,1111291000,1026906000,1006282000,1005302000,978460000,1112330000,1194746000,1164171000,973270000,1165663000,1299268000,1210280000,1071577000,1566991000,1651628000,1496105000
BalanceOtherNoncurrentAssets,1760346000,1625013000,1703676000,1548055000,1812701000,1683010000,1741766000,1608008000,1719222000,1880043000,1950607000,1728218000,2077684000,2011152000,2306836000,2132351000,2353550000,2337980000,2699086000,2392909000,2780747000,2713704000,2695248000,2529311000,2827440000,,,,9286574000,11207920000,9406556000,7799663000,8511384000,16226700000,19878491000,26395432000,23908761000,17918242000,17158635000,20844112000,14779794000,20949677000,20034641000,21759985000,22975344000,27960525000,23233356000,23011199000,24779092000,29937354000
BalanceCurrentAssets,26102895000,23370101000,23679624000,21730706000,16813216000,20035410000,19593356000,18037664000,18512988000,17288809000,20818396000,18640584000,19703418000,23071878000,20669222000,18594323000,21952251000,22558157000,23016634000,31242202000,,,,766568000,918227000,897904000,767821000,839376000,963200000,1471414000,1369133000,1438073000,1416471000,1285961000,1390498000,1618868000,2253123000,2163659000,2627583000,2859983000,2800013000,2845611000,1907589000,1566210000,1663159000,1745532000,1604688000,1447344000,1629686000,1731734000
BalanceInventory,1528239000,1247497000,1426495000,1585116000,1597659000,1414677000,1551255000,1593446000,1394069000,1282122000,1408658000,2538770000,1723066000,1667627000,1848944000,,,,2296500000,2592966000,2502830000,3229673000,3543197000,3489640000,6556685000,7019709000,6928897000,7357724000,5808290000,6359251000,6531404000,7861174000,7901907000,9480651000,9267594000,9362995000,9474422000,9219443000,8344260000,10900239000,11267270000,10371615000,7412128000,6851739000,7560854000,8066483000,8132878000,7577111000,7783464000,7323430000
BalanceCurrentReceivables,7032357000,7782125000,8750230000,9414714000,9252509000,8393793000,8952061000,9618518000,11113807000,10839025000,,,,1247014000,1660791000,1633899000,1426858000,1721347000,7775320000,8806714000,13675102000,9177623000,4616312000,5334834000,4795142000,2591516000,7065906000,4263646000,5059256000,6416001000,8246784000,6657570000,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments,,,,,4618631000,5655747000,3973510000,1675429000,1460486000,1281700000,2709650000,3928912000,5954523000,4153376000,4317685000,7927865000,3501754000,3111136000,4805833000,3774808000,3732879000,6885466000,3671761000,11342518000,14335314000,16827693000,12530676000,10879680000,14238144000,12770238000,6998587000,9933631000,9704323000,8530825000,8645988000,7832328000,11802335000,8765852000,8878069000,11734835000,9569766000,8188552000,9829542000,10615344000,9640449000,17942968000,,,,357862000
BalanceCash,380189000,398413000,699882000,946978000,2716840000,334028000,402576000,409644000,374359000,411866000,371357000,536252000,658339000,899596000,817687000,698887000,665267000,583992000,541649000,533309000,546264000,559417000,514117000,582008000,479043000,522040000,507056000,508658000,503234000,498420000,535392000,569027000,541352000,481673000,528260000,564826000,603320000,631879000,601229000,594752000,611266000,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,0,,,,404164000,454906000,415829000,654115000,634284000,,261305000,283730000,,,,,,,,,,,105914000,4989000,4994000,118167000,4896000,2762567000,2831984000,,,,51353642000,53218216000,50231489000,50002982000,54070152000,61915280000,74099205000,85495819000,86583145000,82402249000,80412681000,90258625000
BalanceAssetsForSale,86011250000,94903537000,94548677000,102369301000,101733113000,108081626000,102234151000,103679410000,105147300000,110775369000,104371046000,96891612000,98462560000,96149627000,90978598000,96503619000,94107191000,94449503000,95040972000,95043582000,98744455000,99969416000,97047812000,103268672000,96135267000,95465927000,101418235000,102196982000,103826690000,113037349000,,,,27154724000,28700909000,25119284000,23098250000,24905525000,23542400000,27131263000,31971881000,30607794000,31136099000,33487168000,32390296000,34986098000,38881193000,35771831000,38809758000,41279975000
BalanceTotalAssets,38073318000,39371067000,40788305000,43358994000,42640947000,42395891000,39046899000,40843768000,38672648000,39035977000,40163040000,40346683000,39834354000,40781052000,42246726000,44386615000,42531583000,41499830000,42040124000,41557016000,40718347000,41262129000,40802938000,43334241000,40112959000,,,,8249485000,7941993000,7763873000,7982991000,8243563000,8290940000,9274009000,9188869000,9291087000,8360365000,8161308000,8656259000,8500242000,8790757000,8828416000,9205009000,9027472000,8952154000,8790757000,8769237000,8720818000,8979053000
BalanceCapital,8828416000,8139789000,8177448000,8150549000,8166688000,8268906000,7994531000,8274286000,8392644000,8484102000,8489482000,8801516000,8586320000,8806896000,8387264000,8667019000,8903735000,8779997000,8925254000,9054372000,,,,-270660000,-1999799000,-7545026000,-8744544000,-9364460000,-10478106000,-955968000,-927572000,-800465000,-716327000,-743197000,-729802000,-754745000,-719086000,-749760000,-735300000,-729165000,-716019000,-714266000,-710322000,-731356000,-719086000,-662997000,-666064000,-663873000,-665188000,-673513000
BalanceShareCapital,-651165000,-653035000,-662376000,-669594000,-670019000,-694646000,-677662000,-695070000,-661951000,-684031000,-702713000,-665366000,-644356000,-597633000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,1771339000,1794333000,1849952000,1735415000,1705061000,1673840000,1903943000,2091617000,2018172000,981196000,930528000,1085431000,888118000,925824000,951944000,917952000,799735000,798054000,702620000,649392000,884256000,918951000,787024000,709597000,713032000,672812000,648034000,698259000,678210000,694099000,689364000,672117000,687061000
BalanceReserve,727202000,722509000,744508000,725559000,738321000,769575000,702413000,728301000,761894000,,,,13119553000,13049345000,12171324000,14496931000,14167498000,14027580000,19135424000,21147773000,23544018000,27533927000,27133365000,31867371000,31293638000,32512678000,35308084000,38273530000,35802815000,40920755000,39496885000,39296040000,39244086000,41522383000,37095954000,36139972000,38043928000,34615781000,34094432000,38761449000,35972494000,35314326000,35330568000,37348406000,39068755000,40533209000,37657939000,39294712000,36546234000,37094564000
BalanceNonshareCapital,39205957000,39429610000,38938721000,40267795000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,5844471000,5757251000,5178319000,7007443000,6396797000,6148940000,10417972000,11486812000,14064861000,18480323000,18331731000,22305889000,22126320000,23156394000,25679517000,28177604000,25967553000,31045914000,30106123000,28705278000,28569639000,30439723000,26170832000,25448055000,27402864000,24091379000,23639510000,24722952000,24883664000,24211350000,24437712000,22957178000,24259856000,25221721000,22455560000,23288781000,21292822000,21179978000,22560960000,21619920000,21507774000,22286286000,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,7275082000,7292094000,6993005000,7489488000,7770701000,7878640000,8717452000,9660960000,9479158000,9053604000,8801634000,9561483000,9167318000,9356284000,9628568000,10095927000,9835261000,9874842000,9390761000,10590762000,10674447000,11082661000,10925122000,10691917000,10641064000,10524402000,10454921000,14038497000,11088829000,11102976000,10892856000,14391229000,14808899000,15311488000,15202379000,16005931000,15253412000,15914586000,16644997000,17809690000,17430947000,17981509000,,,,9308026000,9673629000,11090929000
BalanceNoncurrentLeasing,10672386000,13292069000,22671460000,25928575000,30284548000,30413161000,22751026000,18861620000,24915526000,18723316000,22384493000,22409332000,24368062000,23850589000,28289498000,22663580000,22945673000,21582967000,25612140000,24092177000,20995145000,18861832000,22188387000,17200154000,16880871000,17109804000,18606724000,18239988000,14776332000,14602023000,16177422000,17167534000,21096019000,17306459000,16914695000,20154094000,21262022000,19811114000,30921422000,,,,3190667000,3391736000,4676337000,3469482000,3800021000,11739700000,14664964000,17353451000
BalanceNoncurrentOtherLiabilities,18242128000,11942956000,10401007000,13703049000,9291032000,12148136000,14425046000,13377625000,11759927000,17167654000,11602871000,11942521000,10830712000,14781665000,9643172000,9576836000,9058440000,11538089000,7609279000,9241366000,8128123000,10783072000,9824412000,9148177000,9232247000,12070572000,9432839000,13180469000,9321573000,11701015000,13467894000,14236915000,14774722000,26217269000,,,,903500000,739940000,1047620000,2867735000,4762728000,5530980000,6244425000,6341121000,5639346000,5887951000,3233486000,5559739000,3855832000
BalanceCurrentLiabilities,3365877000,1476408000,4237120000,3711904000,3121165000,3035155000,2736607000,3006307000,3287930000,6464884000,4663066000,2917336000,4886178000,3485024000,3578443000,2372845000,1975715000,2009592000,1879626000,2072861000,1275426000,4704689000,4182699000,4810295000,2433899000,3553616000,3214061000,1321394000,1462190000,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425492000,2349910000,1940149000,2022944000,1738190000,1787380000,2760858000,3514893000,2615196000,2537060000,2194189000,2041821000,2822354000,3560486000,2762295000,3843077000,4732631000,3896256000
BalanceCurrentObligations,3446269000,263245000,229209000,188096000,1805000,260085000,127680000,69236000,911000,1627376000,9956000,7382000,14664000,1549403000,1152887000,951007000,1044422000,1493271000,1280095000,975299000,1305133000,1534406000,2560501000,2251686000,,,,2788368000,3192043000,3426823000,2312224000,2991130000,3613400000,2258329000,3075083000,3916491000,2383059000,3032938000,3610918000,2874178000,3509342000,3853068000,2910240000,3646126000,4104422000,4579285000,8003300000,7593737000,7435395000,7982316000
BalanceCurrentLeasing,6495158000,6758376000,5694885000,6104941000,2433686000,6598880000,5840555000,6391320000,2199127000,2144029000,1880418000,1985584000,2332889000,1894497000,1804481000,1853931000,2276640000,2168811000,1963556000,0,0,0,51353642000,53218216000,50231489000,0,50002982000,54070152000,61915280000,0,74099205000,85495819000,86583145000,0,82402249000,80412681000,90258625000,0,85891170000,94704189000,94441191000,0,102369301000,101733113000,108081626000,102234151000,103679410000,105070302000,110694422000,104371046000
BalanceCurrentOtherLiabilities,96891612000,98462560000,96149627000,90978598000,96503619000,94107191000,94449503000,95040972000,95043582000,98744455000,99969416000,97047812000,103175363000,96135267000,95465927000,101391755000,102196982000,102812378000,112064070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,1712850000,1873304000,2817799000,2404179000,2451827000,1996260000,1471791000,2088726000,3047088000,761460000,3559650000,2728285000,3379107000,4931276000,3517254000,2801862000,2954054000,1696208000,4208927000,3347230000,822882000,2880776000,3169712000,3675912000,2710473000,2016934000,2414562000,3514443000,2660872000,2161856000,3891632000,2892705000,2369984000,3159836000,3433261000,1784303000,2241631000,2090296000,3290196000,3597452000,2392721000,1755428000,2326489000,1388667000,1976656000,1758890000,2078515000,1575859000,2847508000,664112000
CashflowAmortization,883070000,882157000,1137137000,947937000,838681000,805610000,828439000,921628000,875986000,836360000,762723000,1087117000,1040514000,1069358000,1037444000,1627815000,1006074000,1066123000,1053812000,1717460000,1157526000,1141972000,1300624000,1371880000,1224437000,1186931000,1265206000,1497155000,1258707000,1298649000,1307713000,1202835000,1175568000,1175640000,1165217000,1212847000,1215697000,1221018000,1230996000,1265385000,1266187000,1312726000,1229080000,1372952000,1312678000,1349857000,1392352000,1275898000,1338979000,1342024000
CashflowInvestingCashflow,-699791000,-2594036000,-1836698000,-961588000,-1174402000,-1345742000,-826521000,-1648739000,-3361680000,-1039220000,-2317107000,-1845061000,-1853180000,-5190671000,-3535187000,-5753374000,-1083593000,-3013335000,-2981019000,-3369034000,-1514881000,-1900278000,-2081858000,-3490611000,-1857714000,-2242573000,-2160638000,-2504332000,-1656176000,-2000463000,-762573000,-1964177000,-814264000,-1564692000,-1101461000,-1799212000,-1136790000,-1161344000,-989664000,-1580943000,-902616000,-2327701000,-1401607000,-956172000,-800235000,769414000,-1884052000,-1382467000,-802956000,-749777000
CashflowCapex,,3505749000,6361831000,793385000,1316244000,1116002000,1698076000,2289280000,2509338000,2025517000,3635508000,14909542000,1823737000,3049377000,3045859000,3352128000,1469946000,1817900000,2086515000,3840168000,1968965000,2833293000,2336130000,2572629000,1645315000,2017153000,1600139000,2209131000,943616000,1496063000,1130606000,1890817000,1116135000,1189643000,976560000,1640553000,919501000,2243938000,1417408000,1227259000,973907000,1230643000,2095396000,1503235000,827012000,894851000,88266000,789508000,-2131042000,596483000
CashflowFinancingCashflow,-276338000,-1851132000,-3142095000,-143427000,121939000,128800000,-942552000,-136712000,-552880000,2488089000,-2632828000,4159903000,-1512904000,4575996000,-6104362000,568642000,223858000,734348000,-1979234000,-549744000,-797889000,3278246000,-3283360000,-1735461000,161938000,1081512000,-3677481000,-1635553000,111872000,-1332291000,-5489847000,511821000,-502268000,-1516622000,-3383328000,-1962577000,1418464000,-1056038000,-2020217000,-1050299000,-86213000,-2454036000,-893369000,-477034000,-1932237000,-37026000,,,,
CashflowShareCapitalCash,,,,,,,,,,,,22688000,,,53246000,27733000,28916000,,,,,,,,,,,10458000,0,0,,,,,,,11098000,11945000,22216000,,-4121000,1231133000,-7319000,656000,1603722000,4853000,-1960000,2911852000,2050000,864000
CashflowDividend,4125093000,3034000,2414000,4556469000,14220000,2778000,2133000,4751881000,15912000,3859000,3494000,3902155000,11410000,4539000,1836000,3480561000,13163000,4256000,2727000,3219830000,9683000,3418000,3230000,3309228000,8831000,5523000,2127000,3383680000,12441000,6080000,2739000,2894264000,12077000,2489000,4881000,1101325000,49025000,-1100696000,1897405000,1059779000,-1135326000,-2596561000,193573000,-192653000,-264600000,335543000,895675000,2079653000,1464490000,263200000
CashflowNetCashflow,3348329000,-4940484000,535936000,-510462000,1681533000,-901589000,-378644000,30875000,3183731000,-3089567000,-735782000,1176522000,1224712000,-553181000,-631980000,1662880000,263307000,-3167459000,504136000,587267000,-619199000,-1091064000,71754000,2911094000,-1625202000,-1097729000,-620096000,1096912000,48813000,-721580000,-275155000,106342000,-106871000,,,,,,,,,,,,,,,,,
