,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sq,,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94
IncomeAdministrativExpenses,3028000,2836000,3523000,3459000,4231000,4153000,4273000,7346000,5132000,4749000,5348000,6695000,6264000,6034000,5617000,7072000,5916000,6079000,5557000,6718000,6366000,7151000
IncomeAdministrativExpenses_yy,,,,,39.71,46.43,21.29,112.33,21.30,14.35,25.14,-8.86,22.06,27.06,5.03,5.64,-5.55,0.75,-1.06,-5.00,7.61,17.63
IncomeAdministrativExpenses_sy,,,,,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05
IncomeAdministrativExpenses_qq,,-6.36,24.23,-1.80,22.30,-1.85,2.90,71.90,-30.13,-7.46,12.61,25.20,-6.44,-3.67,-6.92,25.91,-16.35,2.75,-8.58,20.89,-5.24,12.32
IncomeAdministrativExpenses_sq,,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65
IncomeGrossProfit,4310000,5016000,11214000,13689000,17745000,16517000,14113000,14576000,13799000,21872000,28221000,27606000,29462000,24708000,17309000,16721000,18256000,13574000,15775000,18269000,21731000,31026000
IncomeGrossProfit_yy,,,,,311.69,229.28,25.85,6.48,-22.24,32.42,99.97,89.40,113.50,12.97,-38.67,-39.43,-38.03,-45.06,-8.86,9.26,19.04,128.57
IncomeGrossProfit_sy,,,,,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00
IncomeGrossProfit_qq,,16.37,123.56,22.07,29.63,-6.92,-14.56,3.28,-5.33,58.50,29.03,-2.18,6.72,-16.13,-29.95,-3.40,9.18,-25.65,16.22,15.81,18.95,42.77
IncomeGrossProfit_sq,,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85
IncomeOtherOperatingIncome,1499000,660000,708000,647000,911000,1843000,858000,1195000,623000,1332000,1039000,836000,1151000,1048000,1037000,1687000,726000,1474000,1539000,1337000,1002000,1375000
IncomeOtherOperatingIncome_yy,,,,,-39.21,179.34,21.32,84.63,-31.58,-27.73,21.01,-30.06,84.65,-21.27,-0.17,101.85,-36.96,40.61,48.44,-20.73,38.11,-6.74
IncomeOtherOperatingIncome_sy,,,,,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94
IncomeOtherOperatingIncome_qq,,-55.99,7.26,-8.53,40.77,102.25,-53.42,39.21,-47.83,113.65,-22.01,-19.54,37.73,-8.91,-1.10,62.67,-56.98,103.17,4.41,-13.13,-25.05,37.19
IncomeOtherOperatingIncome_sq,,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02
IncomeOtherOperatingCosts,583000,299000,-347000,154000,646000,9844000,64000,-1770000,65000,57000,84000,8693000,120000,81000,92000,121000,346000,1678000,140000,-82000,96000,160000
IncomeOtherOperatingCosts_yy,,,,,10.74,3193.97,118.44,-1248.25,-89.99,-99.42,32.01,591.22,86.01,42.73,9.34,-98.61,188.06,1967.66,51.42,-167.78,-72.31,-90.44
IncomeOtherOperatingCosts_sy,,,,,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92
IncomeOtherOperatingCosts_qq,,-48.75,-216.11,144.42,318.94,1424.58,-99.35,-2865.52,103.65,-12.06,48.57,10190.84,-98.62,-32.52,13.82,30.62,187.13,384.37,-91.66,-158.47,217.28,67.28
IncomeOtherOperatingCosts_sq,,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79
IncomeEBIT,5226000,5377000,12269000,14182000,18011000,8516000,14907000,17541000,14358000,23147000,29175000,19749000,30492000,25676000,18253000,18287000,18635000,13370000,17175000,19688000,22637000,32241000
IncomeEBIT_yy,,,,,244.63,58.37,21.51,23.68,-20.28,171.81,95.71,12.59,112.37,10.93,-37.44,-7.40,-38.89,-47.93,-5.91,7.66,21.48,141.14
IncomeEBIT_sy,,,,,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94
IncomeEBIT_qq,,2.89,128.17,15.60,27.00,-52.72,75.06,17.66,-18.14,61.21,26.05,-32.31,54.40,-15.80,-28.91,0.18,1.90,-28.25,28.46,14.63,14.98,42.42
IncomeEBIT_sq,,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69
IncomeFinanceIncome,942000,140000,292000,432000,268000,1342000,-307000,779000,1000,4000,1000,97000,3000,1344000,897000,-113000,16000,25000,330000,-306000,532000,-443000
IncomeFinanceIncome_yy,,,,,-71.49,857.72,-205.36,80.46,-99.72,-99.72,100.29,-87.50,349.47,35079.17,100180.20,-215.95,362.47,-98.14,-63.23,-171.04,3268.96,-1868.32
IncomeFinanceIncome_sy,,,,,-24.51,-59.64,139.34,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48
IncomeFinanceIncome_qq,,-85.11,108.03,48.05,-37.82,400.08,-122.89,353.58,-99.90,402.76,-76.60,10789.15,-96.49,39250.00,-33.31,-112.59,114.00,58.62,1215.51,-192.81,273.96,-183.25
IncomeFinanceIncome_sq,,34.01,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,64.23,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,26.56,80.70
IncomeFinanceCosts,705000,772000,129000,797000,442000,420000,374000,280000,5427000,-193000,40000,1018000,1079000,-687000,319000,308000,1406000,-548000,85000,473000,288000,1401000
IncomeFinanceCosts_yy,,,,,-37.28,-45.58,190.01,-64.87,1126.65,-145.93,-89.42,263.44,-80.11,-255.97,705.37,-69.74,30.29,20.21,-73.22,53.55,-79.54,355.45
IncomeFinanceCosts_sy,,,,,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58
IncomeFinanceCosts_qq,,9.49,-83.30,518.00,-44.49,-5.00,-11.01,-25.13,1838.02,-103.56,120.50,2471.60,6.05,-163.67,146.38,-3.38,356.63,-138.99,115.57,453.96,-39.15,386.74
IncomeFinanceCosts_sq,,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,5462000,4745000,12431000,13817000,17837000,9438000,14226000,18040000,8932000,23343000,29137000,18828000,29416000,27707000,18831000,17866000,17245000,13943000,17419000,18909000,22882000,30397000
IncomeNetGrossProfit_yy,,,,,226.54,98.91,14.44,30.56,-49.92,147.34,104.81,4.37,229.34,18.69,-35.37,-5.11,-41.38,-49.68,-7.50,5.84,32.69,118.00
IncomeNetGrossProfit_sy,,,,,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeNetGrossProfit_qq,,-13.13,162.00,11.14,29.09,-47.09,50.73,26.81,-50.49,161.35,24.82,-35.38,56.24,-5.81,-32.03,-5.12,-3.48,-19.14,24.93,8.56,21.01,32.84
IncomeNetGrossProfit_sq,,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,5462000,4745000,12431000,13817000,17837000,9438000,14226000,18040000,8932000,23343000,29137000,18828000,29416000,27707000,18831000,17866000,17245000,13943000,17419000,18909000,22882000,30397000
IncomeBeforeTaxProfit_yy,,,,,226.54,98.91,14.44,30.56,-49.92,147.34,104.81,4.37,229.34,18.69,-35.37,-5.11,-41.38,-49.68,-7.50,5.84,32.69,118.00
IncomeBeforeTaxProfit_sy,,,,,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34
IncomeBeforeTaxProfit_qq,,-13.13,162.00,11.14,29.09,-47.09,50.73,26.81,-50.49,161.35,24.82,-35.38,56.24,-5.81,-32.03,-5.12,-3.48,-19.14,24.93,8.56,21.01,32.84
IncomeBeforeTaxProfit_sq,,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,5748000,4780000,12375000,12930000,17203000,10749000,14059000,16890000,9822000,21557000,27723000,15632000,28627000,31163000,15166000,14988000,16580000,13992000,14802000,25311000,25513000,24992000
IncomeNetProfit_yy,,,,,199.29,124.89,13.61,30.63,-42.91,100.54,97.19,-7.45,191.45,44.56,-45.29,-4.11,-42.08,-55.10,-2.40,68.87,53.87,78.61
IncomeNetProfit_sy,,,,,68.93,-16.53,11.49,27.62,-4.46,25.66,36.00,58.69,52.86,55.16,-0.02,-11.32,15.00,-20.58,3.94,-8.64,38.55,24.66
IncomeNetProfit_qq,,-16.85,158.90,4.49,33.05,-37.52,30.78,20.14,-41.85,119.47,28.60,-43.61,83.13,8.86,-51.33,-1.17,10.62,-15.61,5.79,70.99,0.80,-2.04
IncomeNetProfit_sq,,30.70,9.95,-19.78,34.06,-16.34,28.48,-17.19,12.18,47.02,14.59,-22.69,33.20,27.42,-25.18,-40.14,71.60,10.55,7.99,-67.68,122.39,3.80
IncomeShareholderNetProfit,5748000,4780000,12375000,12930000,17203000,10749000,14059000,16890000,9822000,21557000,27723000,15632000,28627000,31163000,15166000,14988000,16580000,13992000,14802000,25311000,25513000,24992000
IncomeShareholderNetProfit_yy,,,,,199.29,124.89,13.61,30.63,-42.91,100.54,97.19,-7.45,191.45,44.56,-45.29,-4.11,-42.08,-55.10,-2.40,68.87,53.87,78.61
IncomeShareholderNetProfit_sy,,,,,68.93,-8.82,11.49,27.62,-7.36,25.66,36.70,62.99,55.13,50.95,0.23,-5.70,7.27,-21.16,2.00,-7.15,39.28,24.65
IncomeShareholderNetProfit_qq,,-16.85,158.90,4.49,33.05,-37.52,30.78,20.14,-41.85,119.47,28.60,-43.61,83.13,8.86,-51.33,-1.17,10.62,-15.61,5.79,70.99,0.80,-2.04
IncomeShareholderNetProfit_sq,,31.01,9.95,-29.50,34.06,-16.32,28.48,-16.59,12.18,49.60,16.69,-21.98,29.06,26.72,-26.25,-42.42,71.59,9.82,4.07,-67.68,114.93,-1.92
BalanceNoncurrentAssets,,,,210484000,207746000,207218000,205071000,202208000,204495000,203770000,212982000,264268000,242509000,288441000,319963000,367149000,366349000,367946000,364955000,382034000,385000000,383285000
BalanceNoncurrentAssets_yy,,,,,,,,-3.93,-1.56,-1.66,3.86,30.69,18.59,41.55,50.23,38.93,51.07,27.56,14.06,4.05,5.09,4.17
BalanceNoncurrentAssets_sy,,,,,,,,4.11,4.42,5.66,3.76,4.04,3.22,2.82,1.54,2.95,1.44,1.28,0.86,0.66,3.53,4.14
BalanceNoncurrentAssets_qq,,,,,-1.30,-0.25,-1.04,-1.40,1.13,-0.35,4.52,24.08,-8.23,18.94,10.93,14.75,-0.22,0.44,-0.81,4.68,0.78,-0.45
BalanceNoncurrentAssets_sq,,,,,-0.70,0.92,0.37,1.18,-0.16,0.20,0.64,2.28,-1.22,0.87,-0.24,2.20,-1.08,-0.42,-0.61,0.78,0.28,1.06
BalanceIntangibleAssets,,,,1989000,1980000,1917000,1855000,1850000,1780000,1731000,1662000,1722000,1698000,1699000,1723000,1795000,1739000,1703000,1637000,1603000,1538000,1456000
BalanceIntangibleAssets_yy,,,,,,,,-7.00,-10.07,-9.71,-10.39,-6.91,-4.62,-1.88,3.64,4.26,2.40,0.24,-4.96,-10.72,-11.54,-14.49
BalanceIntangibleAssets_sy,,,,,,,,-1.34,-1.84,0.40,0.66,-2.73,-3.86,-1.45,2.51,-0.94,-3.72,-3.64,-5.36,-5.62,-6.20,-7.91
BalanceIntangibleAssets_qq,,,,,-0.47,-3.15,-3.25,-0.28,-3.76,-2.76,-3.97,3.59,-1.39,0.03,1.43,4.21,-3.15,-2.09,-3.83,-2.10,-4.04,-5.35
BalanceIntangibleAssets_sq,,,,,-0.64,-1.01,-0.86,-0.50,-1.04,-0.66,-1.00,-0.70,-0.54,-0.78,-0.62,-3.30,-1.62,-1.54,-1.38,-1.75,-1.06,-2.22
BalanceProperty,,,,208171000,204791000,202986000,199865000,199090000,199515000,199360000,207758000,215371000,232441000,278351000,308882000,317570000,317471000,317918000,316429000,326570000,326622000,328862000
BalanceProperty_yy,,,,,,,,-4.36,-2.58,-1.79,3.95,8.18,16.50,39.62,48.67,47.45,36.58,14.21,2.44,2.83,2.88,3.44
BalanceProperty_sy,,,,,,,,0.64,0.76,-1.55,-1.51,4.78,3.84,2.36,2.34,1.57,-0.70,0.92,1.04,0.73,3.18,5.26
BalanceProperty_qq,,,,,-1.62,-0.88,-1.54,-0.39,0.21,-0.08,4.21,3.66,7.93,19.75,10.97,2.81,-0.03,0.14,-0.47,3.20,0.02,0.69
BalanceProperty_sq,,,,,-0.88,-0.12,-0.08,-0.20,-0.81,-0.04,0.06,4.48,-0.58,1.16,-0.96,1.68,-0.92,0.14,0.04,0.60,0.01,1.48
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,10000,10000,52000,717000,10000,10000,10000,10000,10000,905000,905000,905000,10000,10000,10000,10000,10000,896000,10000
BalanceNoncurrInvestments_yy,,,,,,,,,,-80.61,-98.61,,8946.00,8946.00,8946.00,,-98.89,-98.89,-98.89,,8862.13,
BalanceNoncurrInvestments_sy,,,,,,,,,,-7.07,-11.67,,3.63,19.47,22.63,,-0.27,,-2.30,,1.35,
BalanceNoncurrInvestments_qq,,,,,,415.62,1291.16,-98.61,,,,,8946.00,,,-98.89,,,,,8862.13,-98.88
BalanceNoncurrInvestments_sq,,,,,,-0.96,3.72,-8.66,,,,,,,,-3.36,,,,,0.70,-1.76
BalanceOtherNoncurrentAssets,,,,314000,965000,2263000,2634000,1258000,3190000,2669000,3552000,47165000,7466000,7487000,8454000,47774000,47128000,48316000,46879000,53851000,55944000,52957000
BalanceOtherNoncurrentAssets_yy,,,,,,,,300.61,230.42,17.94,34.87,3648.15,134.06,180.48,138.01,1.29,531.28,545.33,454.54,12.72,18.70,9.61
BalanceOtherNoncurrentAssets_sy,,,,,,,,16.88,18.72,16.00,14.24,0.10,12.86,23.44,0.55,35.83,32.59,23.20,19.86,3.54,-6.94,-0.17
BalanceOtherNoncurrentAssets_qq,,,,,207.32,134.46,16.36,-52.22,153.47,-16.31,33.06,1227.90,-84.17,0.29,12.91,465.13,-1.35,2.52,-2.97,14.87,3.89,-5.34
BalanceOtherNoncurrentAssets_sq,,,,,-0.81,2.10,,9.08,3.64,-2.37,0.66,1.13,,1.14,0.73,12.59,-1.25,-0.71,-1.27,1.19,,3.69
BalanceCurrentAssets,,,,272456000,284295000,273010000,290485000,333665000,375007000,387594000,344323000,346691000,361218000,339641000,360645000,376204000,415808000,421067000,418159000,459794000,481428000,536784000
BalanceCurrentAssets_yy,,,,,,,,22.47,31.91,41.97,18.53,3.90,-3.68,-12.37,4.74,8.51,15.11,23.97,15.95,22.22,15.78,27.48
BalanceCurrentAssets_sy,,,,,,,,11.13,14.68,13.69,7.67,1.96,-3.85,-9.56,4.83,12.40,15.46,17.24,13.91,14.14,9.86,13.70
BalanceCurrentAssets_qq,,,,,4.35,-3.97,6.40,14.86,12.39,3.36,-11.16,0.69,4.19,-5.97,6.18,4.31,10.53,1.26,-0.69,9.96,4.71,11.50
BalanceCurrentAssets_sq,,,,,3.47,3.24,3.70,-3.81,6.16,3.26,-1.08,-6.78,6.31,,3.56,-1.24,10.80,1.88,0.62,-2.65,7.88,-1.14
BalanceInventory,,,,121958000,104510000,100385000,117211000,136716000,140147000,157349000,135889000,143962000,117042000,120773000,146594000,168961000,159325000,173781000,158995000,189638000,146421000,139288000
BalanceInventory_yy,,,,,,,,12.10,34.10,56.75,15.94,5.30,-16.49,-23.25,7.88,17.37,36.13,43.89,8.46,12.24,-8.10,-19.85
BalanceInventory_sy,,,,,,,,9.32,6.83,5.28,-2.90,,-6.00,-1.46,7.32,17.23,9.22,11.38,10.30,9.97,5.60,16.33
BalanceInventory_qq,,,,,-14.31,-3.95,16.76,16.64,2.51,12.27,-13.64,5.94,-18.70,3.19,21.38,15.26,-5.70,9.07,-8.51,19.27,-22.79,-4.87
BalanceInventory_sq,,,,,0.88,1.30,0.34,1.80,0.29,-1.46,-6.14,-1.32,1.29,2.25,-1.73,6.13,-0.88,2.84,-1.61,5.03,2.16,-1.84
BalanceCurrentReceivables,,,,150121000,177351000,171936000,172465000,195347000,229467000,230032000,206212000,183838000,217263000,205711000,203967000,199454000,249309000,244300000,253149000,262352000,325788000,353353000
BalanceCurrentReceivables_yy,,,,,,,,30.13,29.39,33.79,19.57,-5.89,-5.32,-10.57,-1.09,8.49,14.75,18.76,24.11,31.53,30.68,44.64
BalanceCurrentReceivables_sy,,,,,,,,4.32,9.79,12.40,10.04,1.78,-10.94,-12.94,-5.70,0.10,6.32,15.46,20.70,20.32,13.83,8.20
BalanceCurrentReceivables_qq,,,,,18.14,-3.05,0.31,13.27,17.47,0.25,-10.36,-10.85,18.18,-5.32,-0.85,-2.21,25.00,-2.01,3.62,3.64,24.18,8.46
BalanceCurrentReceivables_sq,,,,,12.25,2.60,2.83,-13.20,19.23,6.54,0.18,-19.33,8.70,2.57,-1.30,-16.40,22.70,3.14,1.34,-13.50,20.48,2.48
BalanceCurrentInvestments,,,,132000,317000,130000,208000,20000,568000,20000,20000,14930000,23868000,11090000,4170000,30000,1064000,30000,30000,668000,50000,35000
BalanceCurrentInvestments_yy,,,,,,,,-84.83,79.40,-84.61,-90.38,74547.79,4099.41,55351.97,20751.89,-99.80,-95.54,-99.73,-99.28,2125.24,-95.31,16.67
BalanceCurrentInvestments_sy,,,,,,,,53.26,86.16,-3.51,-2.89,-3.60,5.10,8.78,12.41,34.22,-20.83,18.15,-36.27,-14.00,-27.58,-45.10
BalanceCurrentInvestments_qq,,,,,140.35,-58.99,60.04,-90.38,2741.81,-96.48,,74547.79,59.87,-53.53,-62.40,-99.28,3446.86,-97.18,,2125.24,-92.52,-29.94
BalanceCurrentInvestments_sq,,,,,-0.54,-2.50,17.20,1.15,23.72,-3.10,,10.35,23.94,-22.05,2.50,-9.12,20.89,-13.42,,6.15,0.56,-29.69
BalanceCash,,,,198000,2027000,304000,348000,1475000,4758000,98000,2140000,3767000,2822000,1735000,5595000,7445000,5921000,2642000,5623000,6735000,8708000,43770000
BalanceCash_yy,,,,,,,,643.56,134.69,-67.72,515.56,155.35,-40.68,1666.67,161.53,97.64,109.80,52.28,0.48,-9.53,47.07,1556.91
BalanceCash_sy,,,,,,,,-14.82,16.29,0.76,25.90,34.14,11.48,-6.96,9.52,7.69,41.98,31.10,5.20,18.35,19.55,51.58
BalanceCash_qq,,,,,921.82,-84.99,14.26,324.43,222.52,-97.94,2078.92,76.06,-25.07,-38.54,222.56,33.05,-20.46,-55.39,112.84,19.79,29.29,402.62
BalanceCash_sq,,,,,-8.54,-17.94,-0.68,27.08,-4.84,16.79,8.40,15.04,-19.71,-3.13,19.92,34.69,-11.18,-9.31,16.48,21.46,-18.90,18.57
BalanceOtherCurrentAssets,,,,46000,90000,254000,253000,107000,67000,94000,63000,196000,224000,332000,318000,314000,188000,313000,362000,401000,460000,339000
BalanceOtherCurrentAssets_yy,,,,,,,,132.29,-25.23,-62.90,-75.19,83.11,233.42,251.73,407.16,60.44,-15.73,-5.55,13.74,27.58,144.24,8.35
BalanceOtherCurrentAssets_sy,,,,,,,,22.54,10.24,2.97,-4.84,3.85,-5.65,15.13,13.69,4.55,6.67,3.62,5.48,17.81,11.10,5.30
BalanceOtherCurrentAssets_qq,,,,,94.86,183.51,-0.51,-57.74,-37.27,40.67,-33.48,211.95,14.22,48.39,-4.08,-1.32,-40.01,66.31,15.51,10.69,14.86,-26.22
BalanceOtherCurrentAssets_sq,,,,,108.64,-4.48,-21.62,-52.06,148.61,-4.55,-22.64,-35.80,30.71,6.28,-4.08,-23.20,54.10,3.52,-17.06,-28.11,89.68,-20.94
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,,,,482941000,492040000,480228000,495556000,535873000,579502000,591364000,557305000,610960000,603727000,628083000,680609000,743353000,782156000,789013000,783114000,841828000,866428000,920069000
BalanceTotalAssets_yy,,,,,,,,10.96,17.78,23.14,12.46,14.01,4.18,6.21,22.13,21.67,29.55,25.62,15.06,13.25,10.77,16.61
BalanceTotalAssets_sy,,,,,,,,6.86,11.17,11.22,5.07,2.32,2.53,1.64,2.66,7.27,6.26,8.96,9.28,6.13,4.45,5.64
BalanceTotalAssets_qq,,,,,1.88,-2.40,3.19,8.14,8.14,2.05,-5.76,9.63,-1.18,4.03,8.36,9.22,5.22,0.88,-0.75,7.50,2.92,6.19
BalanceTotalAssets_sq,,,,,1.42,3.49,2.08,-1.06,3.22,2.07,-0.54,-2.84,2.14,2.09,1.78,0.04,3.38,0.55,1.46,-1.51,3.42,1.26
BalanceCapital,,,,285455000,281660000,292521000,306570000,324793000,335941000,332919000,361171000,421397000,409864000,398869000,421883000,479635000,492889000,465078000,480793000,503811000,529705000,508698000
BalanceCapital_yy,,,,,,,,13.78,19.27,13.81,17.81,29.74,22.00,19.81,16.81,13.82,20.26,16.60,13.96,5.04,7.47,9.38
BalanceCapital_sy,,,,,,,,7.90,7.70,9.86,6.64,5.10,5.40,4.61,-0.01,3.94,5.92,0.81,3.29,3.67,4.47,5.98
