,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1
IncomeOtherIncome,,,,,,,0,0,0,0,247000,0,0,0,331000,292000,91000,0,-3000,-8738000,,,,,,,131000,215000,131000,254000,347000,321000,329000,309000,149000,-123000,-229000,-1064000,-95000,-278000,-188000,-3066000,-597000,-471000,17000,381000,620000,-89000,562000
IncomeNetGrossProfit,355000,201000,-6000,2537000,2508000,1395000,1869000,3298000,4538000,4524000,5499000,7508000,807000,3268000,797000,-3230000,-17150000,466000,-56066000,-736000,-619000,-687000,-495000,-561000,-541000,-578000,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,131000,215000,131000,254000,347000,321000,329000,309000,149000,-123000,-229000,-1064000,-95000,-278000,-188000,-3066000,-597000,-471000,17000,381000,620000,-89000,562000
IncomeBeforeTaxProfit,355000,201000,-6000,2537000,2508000,1395000,1869000,3298000,4538000,4524000,5499000,7508000,807000,3268000,797000,-3230000,-17150000,466000,-56066000,-736000,-619000,-687000,-495000,-561000,-541000,-578000,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,92000,172000,105000,222000,273000,242000,265000,262000,30000,-153000,-242000,-966000,-134000,-285000,-227000,-2511000,-562000,-486000,44000,342000,461000,-116000,453000
IncomeNetProfit,295000,161000,-28000,2028000,2098000,1073000,1488000,2613000,3465000,3681000,4531000,5489000,480000,2465000,-355000,-3610000,-5938000,373000,-67300000,-736000,-593000,-687000,-495000,-561000,-541000,-578000,92000,172000,105000,222000,273000,242000,265000,1312000,119000,-168000,-149000,-121000,6000,-153000,-80000,-2414000,-425000,-343000,56000,492000,477000,-92000,462000
IncomeShareholderNetProfit,330000,162000,-24000,2036000,1996000,553000,898000,1338000,2164000,2373000,4218000,3200000,-38000,1316000,-1154000,-2300000,-6762000,373000,-67300000,-736000,-593000,-687000,-495000,-561000,-541000,-578000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,272000,275000,269000,354000,582000,598000,952000,1099000,1709000,10361000,10371000,10311000,7914000,7785000,6937000,7687000,7595000,7599000,5888000,5906000,62717000,49632000,45046000,44626000,44749000,61074000,61929000,67165000,73993000,73351000,76246000,75533000,73309000,14739000,14967000,1219000,1252000,1464000,1623000,1819000,2016000,2213000,2158000,170000,164000,161000,160000,321000,297000
BalanceIntangibleAssets,250000,225000,360000,587000,568000,608000,512000,500000,481000,446000,430000,415000,111000,116000,55720000,42754000,42516000,42104000,42093000,58639000,59090000,62395000,62103000,61815000,61527000,61252000,58813000,2000,56000,53000,50000,47000,44000,43000,40000,37000,34000,86000,101000,98000,150000,217000,249000,634000,806000,1276000,1996000,2007000,1979000
BalanceProperty,2121000,1998000,1179000,1009000,1043000,974000,567000,556000,931000,798000,738000,794000,770000,922000,811000,798000,807000,1117000,1544000,1551000,1533000,279000,262000,194000,31000,,,,,,,,,,,,,,,,,,,,,,900000,900000,900000
BalanceNoncurrentReceivables,0,0,284000,511000,511000,511000,728000,286000,832000,2852000,3058000,696000,692000,,,,,,,,,,,,,,,,0,,0,,7575000,7593000,7504000,4528000,4502000,4498000,4518000,4472000,4533000,4398000,4398000,4406000,4327000,0,,,7006000
BalanceNoncurrInvestments,8306000,10683000,10803000,11470000,2537000,2635000,,,,,16000,10000,10000,44000,44000,52000,68000,68000,73000,203000,203000,220000,753000,785000,779000,814000,750000,777000,812000,836000,1376000,1242000,1281000,1217000,1158000,1227000,1196000,1120000,1019000,1417000,1800000,1927000,1493000,11921000,12014000,972000,1171000,1417000,1579000
BalanceOtherNoncurrentAssets,1776000,1976000,2176000,2124000,847000,987000,4064000,4094000,4249000,4444000,5400000,5897000,6626000,11818000,12760000,10885000,10625000,9654000,9637000,9969000,10317000,9946000,9178000,11874000,27563000,29735000,39152000,33197000,36258000,25904000,33987000,50037000,69678000,58290000,72113000,57107000,75374000,57031000,57500000,2988000,3022000,3089000,3160000,3223000,3294000,3365000,268000,54000,39000
BalanceCurrentAssets,30000,44000,46000,49000,99000,206000,298000,831000,589000,649000,905000,431000,297000,397000,344000,353000,293000,363000,3070000,2991000,4826000,7307000,5146000,4884000,6044000,6379000,7028000,10907000,18882000,16150000,14955000,,,,,,,622000,657000,3636000,802000,775000,1115000,2479000,3393000,5282000,6309000,7677000,5997000
BalanceInventory,5628000,5132000,6323000,6241000,6824000,5989000,2899000,2513000,16794000,17325000,25075000,19245000,24683000,15269000,12597000,26330000,35993000,16086000,24206000,15932000,18528000,22026000,22019000,188000,262000,264000,267000,260000,263000,266000,266000,9000,7000,7000,7000,7000,24000,97000,141000,136000,86000,67000,61000,41000,36000,39000,49000,184000,211000
BalanceCurrentReceivables,3773000,4068000,5016000,4035000,3851000,3508000,3402000,2436000,6902000,8935000,13102000,15705000,14689000,19894000,34793000,33127000,32977000,2680000,2750000,2820000,2889000,2959000,3028000,3098000,129000,209000,261000,3241000,3421000,3256000,2725000,1879000,910000,4353000,4154000,3907000,3888000,3901000,2927000,3091000,2781000,3237000,2033000,4529000,1870000,4184000,4002000,1748000,1786000
BalanceCurrentInvestments,2028000,7662000,7687000,12422000,14758000,13486000,4077000,5530000,34000,22000,110000,5000,2000,2000,1000,1000,1000,2000,33000,75000,130000,,278000,,239000,273000,271000,163000,154000,51000,191000,184000,156000,180000,401000,813000,1200000,1398000,1389000,1241000,1287000,782000,706000,1133000,834000,850000,1054000,1568000,1844000
BalanceCash,2482000,10000,5000,3000,2000,3000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474000
BalanceOtherCurrentAssets,1432000,1349000,1195000,1219000,1177000,1165000,4081000,1119000,1262000,4333000,4448000,4831000,5042000,6352000,6996000,8335000,22179000,23131000,21196000,18539000,17439000,16574000,17656000,17912000,17545000,15066000,17780000,90280000,79367000,84198000,77823000,81007000,86978000,95916000,117202000,143671000,131641000,148359000,132640000,148683000,71770000,72467000,5681000,5706000,5902000,5979000,6261000,6487000,6743000
BalanceAssetsForSale,6507000,680000,852000,3957000,4028000,4302000,4543000,5078000,5197000,5152000,15458000,16754000,15315000,12760000,12332000,11988000,12537000,13014000,12922000,13714000,16621000,42750000,57676000,58456000,59191000,60530000,61851000,68209000,72422000,75697000,75618000,76930000,75818000,73517000,46461000,46834000,-20465000,-21202000,-21794000,-22483000,-22977000,-23538000,-24079000,-24870000,500000,500000,1000000,1000000,1000000
BalanceTotalAssets,1000000,1000000,1000000,1000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,12100000,25258000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,30689000,,,,,,,,,,,
BalanceCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,88000,2588000,2350000,2350000,2350000,2350000,3028000,2350000,3379000,6074000
BalanceShareCapital,4789000,4962000,4959000,4959000,4959000,4959000,4959000,4959000,6605000,19599000,24311000,24717000,26696000,26697000,25854000,34286000,34772000,34847000,34806000,34802000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,24482000,,,,0,0,0,,303000,553000,1040000,3766000,2335000,3489000,4115000,3977000,3835000,3672000
BalanceOwnShares,3655000,3632000,0,100000,18049000,348000,778000,1458000,2733000,5268000,4582000,9474000,14087000,15102000,16251000,17133000,15835000,,,,,,,11000,17000,18000,1000,1000,1000,48000,49000,104000,88000,101000,92000,51000,48000,33000,10000,10000,10000,11000,12000,76000,4222000,3500000,4236000,4256000,3682000
BalanceReserve,10845000,14441000,13166000,15155000,14820000,9425000,10991000,1050000,1124000,1051000,1222000,1417000,1579000,1776000,1976000,2176000,2124000,10000,17000,17000,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,1000,1000,1000,44000,95000,68000,81000,73000,39000,16000,,,,,,,0,0,0,0,22000,10734000,14253000,12728000,14671000,14290000,8780000,10201000,429000,343000,79000,51000,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000
BalanceNoncurrentBorrowings,1000,0,0,0,4000,4000,9000,20000,20000,19000,51000,9000,17000,10000,10000,10000,11000,12000,76000,4222000,3500000,4236000,4256000,3660000,111000,188000,438000,484000,530000,645000,790000,621000,781000,972000,1171000,1417000,1579000,1776000,1976000,2176000,2124000,428000,394000,358000,419000,528000,498000,923000,1197000
BalanceNoncurrentObligations,2039000,2867000,3941000,2300000,1613000,1082000,718000,1437000,1233000,981000,1341000,1047000,29405000,17121000,21464000,12938000,13488000,16177000,12280000,20865000,40721000,25766000,40358000,30264000,48340000,24259000,24509000,25095000,25686000,26279000,26883000,27462000,28049000,28646000,29254000,360000,331000,303000,92000,206000,93000,298000,1109000,1405000,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,8893000,10225000,260000,1677000,117000,157000,219000,272000,301000,336000,377000,439000,,,,16000,12000,8000,14000,13000,,14000,0,0,9000,11000,7000,4000,0,0,4655000
BalanceNoncurrentOtherLiabilities,6579000,9877000,6668000,9222000,11718000,7973000,13216000,18775000,11647000,16947000,17534000,32101000,22572000,21113000,23566000,24110000,24659000,25202000,25744000,26290000,26841000,27379000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,68000,63000,55000,311000,310000,397000,611000,88000,621000,2750000,3859000,2195000,1425000,956000,613000,1132000,1035000,845000,937000,740000,24303000,9867000,11356000,5923000,3946000,3433000,3668000
BalanceCurrentBorrowings,7243000,21109000,10640000,20467000,2944000,5121000,627000,919000,612000,619000,601000,609000,617000,623000,628000,636000,,,,,,,,,,,,117000,82000,91000,188000,126000,96000,294000,191000,132000,404000,307000,447000,675000,231000,347000,320000,1026000,639000,406000,837000,3479000,2944000
BalanceCurrentObligations,893000,893000,800000,800000,800000,800000,800000,800000,800000,800000,800000,800000,1119000,1263000,4333000,4448000,4831000,5042000,0,6352000,6996000,8335000,0,22179000,23131000,21196000,0,18539000,17439000,16574000,0,17656000,17912000,17545000,0,15066000,17780000,90280000,0,79367000,84198000,77823000,81007000,86978000,95916000,117202000,143671000,131641000,148359000
BalanceCurrentLeasing,132640000,148683000,71770000,72467000,5681000,5706000,5902000,5979000,6261000,6487000,6743000,6508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-49000,105000,-2946000,3177000,398000,-105000,-757000,347000,-1024000,-896000,-1331000,-692000,-31000,-124000,-181000,-456000,6000,-1710000,-369000,493000,-125000,577000,-404000,34000,46000,5353000,10742000,-18391000,-3198000,472000,-5968000,23137000,5651000,-8940000,6372000,7699000,-4616000,-5271000,-4180000,-4654000,3794000,-3354000,39000,58000,-1000,0,481000,-481000,1000
CashflowAmortization,13000,20000,17000,13000,15000,46000,44000,50000,53000,84000,95000,106000,113000,120000,106000,138000,124000,111000,89000,85000,82000,88000,87000,82000,58000,59000,475000,481000,498000,500000,273000,334000,354000,374000,382000,473000,402000,413000,412000,21000,20000,22000,16000,4000,2000,1000,3000,3000,3000
CashflowInvestingCashflow,-9000,-16000,-10000,-64000,-242000,-79000,12000,-433000,-207000,-647000,-675000,-8944000,-59000,-92000,-276000,-496000,77000,699000,48000,-23000,-178000,-123000,-172000,-665000,-396000,-56305000,-3814000,20829000,11000,-126000,3451000,-19608000,-10908000,-3094000,-5194000,1584000,-593000,394000,-88000,-132000,-2037000,2621000,0,0,,,,9000,16000
CashflowCapex,10000,64000,242000,59000,21000,338000,201000,841000,650000,8964000,104000,156000,357000,548000,78000,42000,2000,41000,100000,9000,23000,139000,452000,58643000,3862000,-23151000,201000,155000,12000,694000,726000,131000,7114000,-602000,232000,105000,104000,4000,56000,0,0,-1000,,,,-4000,-8000,3006000,-131000
CashflowFinancingCashflow,23000,24000,26000,270000,377000,582000,4157000,10928000,-109000,-31000,6000,1384000,-70000,37000,3000,12000,-7000,2000,2000,1000,2846000,48293000,-7051000,-1000,3005000,-2600000,2555000,-3287000,10891000,12059000,3557000,-6947000,3937000,-4532000,5721000,-710000,-1769000,821000,-144000,-60000,1000,,,3000000,-150000,0,0,0,311000
CashflowShareCapitalCash,339000,595000,4214000,10940000,0,0,0,1379000,-4000,0,0,0,0,0,0,0,2846000,43638000,-7172000,200000,0,0,391000,3345000,231000,468000,83000,0,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,0,0,0,0,180000,0,0,-106000,,,,,,,,,,,,,,,,-62000,81000,50000,2982000,179000,-160000,9000,-544000,-854000,-961000,2151000,1292000,-199000,-247000,-451000
CashflowNetCashflow,432000,13000,-974000,-318000,482000,-310000,456000,-574000,-630000,2496000,-2659000,-123000,2437000,-182000,-2254000,38000,242000,5634000,25000,4735000,2336000,-1272000,-9409000,1453000,-5496000,-12000,88000,-105000,-2000,-1000,0,0,1000,,,,,,,,,,,,,,,,
