,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,-222000,31000,,-8000,-27475000,3113000,-209000,-107000,1849000,-4613000,18000,162000,-212000,0,-1000,0,0,,,601000,2705000,3239000,47000,1262000,3100000,3086000,170000,69000,-89000,1207000,-1125000,-1281000,-272000,694000,-2063000
IncomeNetGrossProfit,-335000,825000,1798000,-1853000,898000,1371000,753000,-1532000,-842000,485000,266000,-1346000,-884000,-304000,1843000,500000,-27514000,3031000,-197000,63000,2332000,-4253000,200000,478000,-131000,105000,-560000,-85000,942000,-64000,-497000,-88000,31000,,,,,,,,,,49000,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601000,2705000,3239000,47000,1262000,3100000,3086000,170000,69000,-40000,1158000,-1125000,-1281000,-272000,694000,-2063000,-335000,825000
IncomeBeforeTaxProfit,1798000,-1853000,898000,1371000,753000,-1532000,-842000,485000,266000,-1346000,-884000,-304000,1843000,500000,-27514000,3031000,-197000,63000,2332000,-4253000,200000,478000,-131000,105000,-560000,-85000,942000,-64000,-497000,-88000,31000,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473000,2211000,2587000,38000,956000,2443000,2674000,138000,56000,-40000,863000,-1125000,-1281000,-272000,741000,-2063000,-335000,825000
IncomeNetProfit,1777000,-1853000,898000,1371000,719000,-1532000,-842000,485000,269000,-1346000,-884000,-304000,1809000,492000,-27506000,2440000,148000,51000,1896000,-3436000,77000,476000,-176000,59000,-471000,-82000,944000,-66000,-497000,-94000,38000,473000,2211000,2587000,38000,956000,2443000,2674000,138000,56000,-40000,863000,-1125000,-1281000,-272000,741000,-2063000,-335000,825000
IncomeShareholderNetProfit,1777000,-1853000,898000,1371000,719000,-1532000,-842000,485000,269000,-1346000,-884000,-304000,1809000,492000,-27506000,2440000,148000,51000,1896000,-3436000,77000,476000,-176000,59000,-471000,-82000,944000,-66000,-497000,-94000,38000,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,14462000,13628000,13142000,15092000,18598000,25557000,27790000,30686000,32713000,33869000,36697000,40067000,40081000,39979000,40114000,40412000,40701000,40016000,39677000,39088000,39676000,39296000,39736000,38833000,38228000,38826000,36439000,35396000,35006000,34203000,35355000,202000,15961000,3000,6400000,11737000,4888000,220000,14000,23000,12000,6000,9000,3000,4000,3000,340000,1000,6795000
BalanceIntangibleAssets,81000,93000,72000,56000,118000,100000,79000,69000,54000,72000,96000,80000,66000,61000,54000,818000,776000,732000,700000,656000,612000,570000,524000,480000,436000,392000,380000,335000,289000,244000,200000,,,,,,,,,,,,,,,14381000,13535000,13069000,15035000
BalanceProperty,18480000,25457000,27658000,30564000,32606000,33688000,36485000,39871000,39899000,39802000,39944000,39478000,39809000,39168000,38861000,38316000,38948000,38610000,38694000,37835000,37222000,37769000,35271000,34273000,33833000,33054000,34199000,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,394000,394000,446000,541000,696000,696000,792000,813000,894000,197000,15961000,3000,3000,3000,6000,10000,3000,3000,,,,,,,,,,,,51000,51000,51000,107000,115000,115000
BalanceNoncurrInvestments,115000,115000,115000,115000,115000,115000,115000,115000,115000,115000,115000,115000,115000,115000,81000,81000,81000,81000,51000,5000,0,0,6091000,11425000,4692000,79000,1000,1000,1000,1000,3000,3000,3000,338000,1000,6784000,,,1000,1000,,2000,2000,2000,2000,1000,1000,1000,1000
BalanceOtherNoncurrentAssets,1000,1000,1000,1000,1000,1000,1000,1000,9000,9000,9000,9000,11000,11000,11000,11000,11000,0,306000,309000,190000,131000,10000,20000,11000,5000,8000,1000,0,2000,11000,6970000,12384000,11725000,11407000,34978000,34615000,27298000,28614000,20104000,18749000,16161000,13527000,13149000,13443000,10687000,11853000,14055000,15855000
BalanceCurrentAssets,12626000,13147000,15628000,17684000,15138000,16558000,22539000,24867000,21759000,22505000,24828000,25725000,20810000,43301000,88000,6290000,3153000,203000,6991000,7309000,7679000,8709000,8885000,11499000,10786000,9983000,10910000,10838000,10402000,10653000,3882000,2264000,4669000,4119000,4700000,6189000,6741000,4325000,7135000,7468000,7331000,5125000,6227000,6096000,6374000,4583000,4841000,5349000,5597000
BalanceInventory,4495000,4520000,5904000,5738000,4827000,5775000,10205000,12347000,11103000,10921000,10621000,10329000,9450000,,,,,,,,,,,,,,,3455000,5012000,3573000,3963000,5989000,6807000,5041000,5050000,5685000,5531000,6211000,5815000,5356000,6548000,5664000,6532000,7474000,8978000,6774000,7850000,8961000,10929000
BalanceCurrentReceivables,10026000,8777000,10195000,10661000,9400000,9933000,12394000,12647000,8111000,43301000,76000,42000,201000,199000,269000,299000,247000,186000,193000,197000,58000,53000,56000,44000,14000,284000,13000,,,,,16086000,16366000,,,,,,,,,14000,3000,2000,,,,968000,968000
BalanceCurrentInvestments,968000,968000,0,3159000,2950000,0,6700000,7006000,7428000,8507000,8653000,11164000,10708000,8350000,7786000,7786000,9805000,9831000,3157000,734000,2225000,3788000,2408000,6390000,4355000,17840000,16054000,6146000,5624000,4728000,1288000,1492000,330000,299000,212000,576000,983000,1188000,461000,220000,764000,119000,1826000,1808000,1564000,1092000,419000,506000,1523000
BalanceCash,1971000,12000,3089000,2000,4000,18000,2000,8000,35000,135000,19000,1570000,3061000,3003000,582000,531000,707000,517000,478000,245000,336000,324000,346000,92000,375000,805000,263000,97000,197000,205000,191000,141000,268000,656000,283000,166000,314000,543000,253000,166000,180000,331000,295000,164000,264000,339000,258000,310000,0
BalanceOtherCurrentAssets,0,0,4000,4000,2000,8000,4000,3000,1000,10000,7000,5000,1000,7000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,21432000,26012000,24867000,26499000,53576000,60172000,55088000,59300000,52817000,52618000,52858000,53594000,53230000,53422000,50801000,52265000,54756000,55871000,52303000,52235000,55304000,56980000,54874000,55391000,60767000,63693000,58198000,57901000,59834000,59928000,56165000,43503000,16049000,6293000
BalanceTotalAssets,9553000,11940000,11879000,7529000,7693000,8733000,8897000,11505000,10795000,9986000,10914000,10841000,10742000,10654000,10677000,13216000,15978000,18565000,18603000,42805000,45299000,47898000,48036000,45124000,45084000,45947000,44822000,43541000,43269000,44010000,41947000,41612000,42437000,44214000,42361000,43259000,44630000,45349000,43817000,42975000,43460000,43729000,42383000,41499000,41195000,43003000,43503000,15989000,5629000
BalanceCapital,5777000,5828000,7724000,4288000,4365000,4626000,4637000,10480000,10008000,9927000,10870000,10804000,10308000,10197000,10236000,8296000,8296000,8296000,8296000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000,9896000
BalanceShareCapital,9896000,8616000,8616000,8616000,8616000,8616000,8616000,8616000,14400000,14400000,14400000,14400000,14400000,13514000,13514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12800000
BalanceOwnShares,-12800000,,,,,,,,,,,,1102000,4920000,4920000,4920000,31915000,31966000,31891000,31891000,35034000,35034000,35034000,35034000,36051000,36051000,36051000,36051000,34114000,34114000,34114000,34114000,34318000,34318000,34318000,34318000,35453000,35453000,35453000,35453000,33833000,33833000,33832000,33832000,33107000,33107000,33107000,21587000,21587000
BalanceReserve,21587000,21587000,21372000,21559000,27343000,21559000,21559000,21559000,21559000,21559000,22445000,22429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,941000,2173000,1707000,1707000,1536000,1449000,1554000,1831000,1411000,1329000,1237000,1143000,1052000,959000,817000,724000,2195000,2107000,1759000,1599000,646000,1377000,1064000,908000,642000,588000,463000,5818000,735000,334000,439000,0,591000,3587000,3626000,883000,7000
BalanceNoncurrentLiabilities,10000,729000,774000,823000,11000,0,3000,7000,10000,941000,,,,,,,,,,,,,,,,,,,,,,,,,,5455000,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035000,3059000,,707000,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,2173000,1707000,1707000,1536000,1449000,1554000,1831000,1411000,1329000,1237000,1143000,1052000,959000,817000,724000,2195000,2107000,1759000,1599000,646000,1377000,1064000,908000,642000,588000,463000,363000,735000,334000,439000,591000,552000,567000,883000,7000,10000,22000,774000,823000,11000,0,3000,7000,10000,7275000,7861000
BalanceNoncurrentOtherLiabilities,4595000,6189000,9235000,13424000,5636000,9433000,6282000,6205000,5674000,7629000,8637000,9194000,5974000,9594000,10949000,11327000,6330000,8275000,11399000,10973000,8461000,10666000,17150000,19646000,14006000,9700000,17600000,18399000,12723000,0,60000,73000,189000,2486000,3272000,3234000,3318000,3378000,3486000,202000,776000,59000,44000,37000,431000,450000,431000,5099000,4422000
BalanceCurrentLiabilities,4227000,5934000,8891000,12902000,5264000,9433000,5917000,5840000,5288000,7214000,8207000,8661000,5434000,9130000,10576000,10950000,5748000,7694000,9964000,10425000,7762000,9976000,16360000,18963000,4613000,65000,17361000,17821000,7328000,56000,27000,179000,2486000,3268000,3234000,237000,3368000,408000,164000,28000,36000,26000,34000,20000,44000,12000,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,7497000,,,5001000,,,4000,,,3062000,,,742000,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,10000,27000,3000,19000,1000,22000,22000,11000
BalanceCurrentLeasing,40000,57000,66000,76000,1000,36000,35000,25000,22000,20000,18000,1251000,8995000,21000,30000,53000,4000,46000,6000,4000,0,6000,0,3078000,38000,6000,23000,18000,3000,411000,406000,419000,2165000,3429000,341000,255000,341000,503000,371000,343000,343000,375000,375000,373000,467000,464000,464000,373000,377000
BalanceCurrentOtherLiabilities,581000,581000,1399000,513000,674000,668000,770000,665000,645000,640000,218000,548000,341000,0,0,,,13000,10000,,,,,,,21432000,26012000,24867000,26499000,53576000,60172000,55088000,59300000,52817000,52618000,52858000,53594000,53230000,53422000,50801000,52265000,54756000,55871000,52303000,52235000,55304000,56980000,54874000,55391000
BalanceReckoning,60767000,63694000,58198000,57901000,59834000,59928000,56165000,43503000,16049000,6293000,9553000,11940000,11879000,7529000,7693000,8733000,8897000,11505000,10795000,9986000,10914000,10841000,10742000,10654000,10677000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,2834000,2967000,-764000,1083000,789000,5983000,-78000,1794000,-4172000,1635000,2903000,-638000,718000,-507000,1199000,227000,2818000,-1521000,1769000,-596000,-352000,1242000,-970000,-618000,-2960000,-275000,403000,-624000,534000,4105000,140000,-244000,12000,19036000,-3205000,23000,-114000,-2361000,2242000,-27000,-84000,-313000,117000,-113000,-94000,-67000,-76000,-51000,167000
CashflowAmortization,408000,569000,551000,481000,498000,544000,627000,526000,538000,779000,825000,770000,769000,761000,771000,714000,821000,809000,805000,826000,30000,440000,428000,1161000,1185000,1191000,1168000,1043000,1008000,978000,-1067000,1004000,0,0,0,,,,,,,,,,,,,,-2984000
CashflowInvestingCashflow,-209000,-54000,-2431000,-3999000,-7510000,-2859000,-3389000,-2565000,-2081000,-3719000,-4140000,-783000,-639000,-834000,-993000,-1099000,-123000,-465000,-236000,-618000,-60000,-412000,-258000,-519000,-1693000,421000,55000,-486000,-156000,-34000,2369000,0,-3159000,-2918000,-2300000,181000,2397000,-2205000,-667000,0,-2300000,0,2406000,0,9000,-2345000,9000,2984000,292000
CashflowCapex,75000,2431000,4047000,7541000,2859000,3468000,2655000,2286000,3415000,4923000,749000,908000,1578000,1106000,127000,465000,237000,618000,60000,467000,262000,656000,1703000,1168000,523000,162000,35000,466000,0,3164000,-3164000,,,,,,,,,338000,,616000,-1153000,2381000,-32000,23278000,-228000,56000,-191000
CashflowFinancingCashflow,-3171000,-76000,-80000,1338000,269000,-16000,-396000,679000,-1355000,2051000,-1100000,105000,729000,-638000,738000,2583000,3461000,1725000,-1297000,-104000,39000,-2932000,343000,-4096000,0,-12800000,3035000,2279000,-53000,-54000,-35000,700000,113000,2710000,-232000,-742000,1585000,0,0,,,,,23246000,51000,-76000,,,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784000,0,,,,,,,,,,,,,,2968000,0,0,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466000,1605000,1563000,-1380000,20068000,-1755000,-2881000,-1786000,-9908000,-522000,-896000,-3440000,204000,-1162000,-31000,-87000
CashflowNetCashflow,364000,407000,204000,-727000,-241000,544000,-644000,1707000,-18000,-243000,-473000,-673000,87000,1017000,449000,-1971000,12000,3077000,-3088000,2000,14000,-18000,2000,6000,29000,97000,-115000,1551000,1491000,-58000,-2421000,-51000,176000,,,,,,,,,,,,,,,,
