,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,1000,-5000,-5000,2000,0,-5000,-14000,-75000,8000,-4000,-5000,-3000,5000,-4000,-1000,-4000,-12000,-6000,-5000,-15000,-6000,-5000,-4000,369000,852000,511000,486000,1667000,956000,505000,1021000,671000,732000,561000,1614000,-147000,1391000,1259000,936000,2898000,2965000,789000,1776000,3312000,3895000,828000,3500000
IncomeNetGrossProfit,4535000,1039000,1637000,5181000,3303000,2154000,770000,1179000,428000,1757000,3928000,698000,2757000,72000,1399000,-586000,-10430000,187000,-920000,-1220000,-7583000,-2049000,-2290000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,369000,852000,511000,486000,1667000,956000,505000,1021000,671000,732000,561000,1614000,-147000,1391000,1259000,936000,2898000,2965000,789000,1776000,3312000,3895000,828000,3500000
IncomeBeforeTaxProfit,4535000,1039000,1637000,5181000,3303000,2154000,770000,1179000,428000,1757000,3928000,698000,2757000,72000,1399000,-586000,-10430000,187000,-920000,-1220000,-7583000,-2049000,-2290000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,274000,687000,406000,387000,1339000,766000,395000,813000,530000,584000,433000,1287000,-134000,1108000,986000,753000,2271000,2390000,631000,1389000,2594000,3132000,654000,2799000
IncomeNetProfit,3653000,834000,1303000,4214000,2656000,1727000,599000,945000,265000,1416000,3125000,554000,2204000,50000,1131000,-490000,-10377000,143000,-758000,-983000,-6769000,-1668000,-1927000,274000,687000,406000,387000,1339000,766000,395000,813000,530000,584000,433000,1287000,-134000,1108000,986000,753000,2271000,2390000,631000,1389000,2594000,3132000,654000,2799000
IncomeShareholderNetProfit,3653000,834000,1303000,4214000,2656000,1727000,599000,945000,265000,1416000,3125000,554000,2204000,50000,1131000,-490000,-10377000,143000,-758000,-983000,-6769000,-1668000,-1927000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,3803000,3980000,3933000,17549000,17566000,17630000,17498000,17368000,17126000,17022000,16841000,16943000,16899000,17751000,17629000,19388000,19426000,19472000,19381000,19508000,19691000,20695000,22809000,23565000,23738000,22644000,20324000,19999000,20313000,20932000,27572000,33904000,37657000,37571000,54058000,54823000,55591000,57327000,57367000,48262000,47242000,47226000,49897000,52149000,52886000,46794000,1864000
BalanceIntangibleAssets,1836000,1810000,11099000,11165000,11132000,10832000,10800000,10767000,10734000,10702000,10676000,10645000,10654000,10621000,10591000,10557000,10566000,10539000,10504000,10468000,10431000,10394000,10359000,10333000,10304000,10280000,10245000,10211000,10473000,10540000,10534000,10513000,10491000,10462000,10675000,11067000,11151000,11160000,11122000,11082000,11041000,10985000,7923000,7859000,7797000,1939000,2144000
BalanceProperty,2123000,6310000,6271000,6358000,6359000,6195000,6037000,5971000,5800000,5941000,5830000,6408000,6329000,7903000,7866000,7934000,7843000,7987000,8112000,9253000,9205000,9239000,9039000,8863000,9015000,8881000,9250000,9556000,11518000,10677000,10569000,10395000,21346000,21399000,21235000,20952000,20771000,10593000,10381000,10215000,11685000,11380000,11761000,12315000,0,0,0
BalanceNoncurrentReceivables,,140000,130000,140000,139000,139000,138000,138000,137000,137000,136000,136000,135000,135000,134000,134000,133000,133000,132000,132000,131000,131000,130000,130000,129000,129000,128000,128000,127000,127000,126000,126000,125000,125000,125000,124000,124000,124000,124000,124000,1239000,124000,124000,,,,
BalanceNoncurrInvestments,,,,,,,0,0,0,0,227000,275000,296000,283000,296000,230000,374000,229000,206000,2285000,3001000,3445000,2672000,216000,196000,236000,232000,4792000,11899000,15745000,15547000,21385000,21879000,22360000,24352000,24545000,25628000,24838000,25178000,26451000,30619000,32192000,26558000,,,,
BalanceOtherNoncurrentAssets,,,,168000,234000,184000,179000,202000,189000,288000,326000,269000,463000,586000,542000,636000,643000,749000,673000,793000,835000,790000,675000,683000,548000,487000,543000,594000,667000,703000,1012000,739000,745000,804000,747000,767000,795000,817000,668000,652000,988000,950000,57961000,67639000,71482000,88019000,100785000
BalanceCurrentAssets,106210000,96770000,87030000,90162000,91528000,89685000,88951000,110672000,121409000,122814000,133325000,148401000,126876000,133555000,134175000,156740000,145223000,160203000,153852000,143898000,164087000,158559000,170897000,183639000,159528000,158504000,148437000,149739000,124248000,122505000,122829000,133317000,129782000,116145000,105200000,106570000,99079000,91085000,77082000,77136000,85377000,12705000,11402000,13153000,24950000,19285000,24131000
BalanceInventory,18061000,16979000,19332000,19326000,17175000,20787000,23391000,26260000,23216000,32529000,36902000,23830000,27131000,30357000,38669000,33711000,46641000,52940000,41241000,48333000,34428000,55985000,52891000,39649000,44733000,50142000,36321000,17690000,22948000,28856000,29455000,28528000,34244000,30585000,31055000,30683000,32470000,30775000,24175000,26920000,44251000,55879000,57281000,62275000,72902000,75097000,71281000
BalanceCurrentReceivables,63135000,63677000,65261000,65515000,60893000,79659000,87442000,92570000,97613000,108173000,97988000,101466000,99953000,112722000,106539000,108616000,97385000,98594000,110737000,109930000,101307000,120526000,109232000,100299000,93836000,106985000,100387000,93538000,89896000,96649000,97406000,80972000,73353000,74574000,67578000,57962000,46087000,51658000,52820000,12000,0,,,38000,1550000,89000,221000
BalanceCurrentInvestments,118000,0,100000,133000,0,,5000,56000,363000,0,0,0,0,114000,295000,8904000,8902000,5025000,5104000,7088000,142000,124000,73000,,52000,,,81000,28000,5136000,993000,358000,1048000,756000,7048000,6982000,7339000,6695000,7035000,6941000,6895000,7271000,7622000,7574000,7028000,3183000,3321000
BalanceCash,5002000,4595000,3865000,5349000,4973000,4946000,3527000,3816000,4722000,5297000,4703000,5197000,5543000,6384000,4317000,6433000,6047000,5946000,4077000,7213000,3796000,929000,1262000,941000,818000,572000,220000,1275000,501000,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,465000,61764000,71619000,75415000,105568000,118351000,123840000,114268000,104398000,107288000,108550000,106526000,105894000,127571000,139160000,140443000,152713000,167827000,146348000,152936000,153683000
BalanceTotalAssets,176431000,165918000,183012000,177417000,167636000,186731000,178883000,190896000,203952000,180460000,186076000,182341000,187396000,161819000,176563000,177652000,188908000,187109000,173512000,153462000,153812000,146305000,140982000,129231000,130022000,132636000,9395000,10145000,10551000,46240000,47004000,47402000,48215000,48745000,49329000,49762000,51049000,50915000,52023000,52864000,53656000,55944000,58323000,58965000,60300000,62903000,66025000
BalanceCapital,63161000,65972000,70205000,71398000,61845000,65742000,68382000,70141000,70737000,71394000,71587000,74013000,76109000,79624000,82177000,82718000,84528000,84201000,74649000,74251000,73716000,73771000,70324000,69878000,67603000,5000000,5000000,5000000,38842000,38842000,38843000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
BalanceShareCapital,10000000,10000000,10000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,9000000,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,-184000,-121000,-121000,0,-2000,0,29343000,29385000,29432000,29466000,29570000,29559000,29648000,29581000,29682000,29879000,30059000,30121000,30178000,30394000,30634000,30669000,30905000
BalanceReserve,31777000,32202000,29008000,29028000,29225000,29032000,29029000,28740000,28669000,29679000,28650000,31611000,31960000,32451000,33130000,33293000,34118000,33577000,30800000,31838000,35160000,36382000,36034000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,310000,336000,422000,594000,614000,638000,15178000,15548000,14830000,15738000,15525000,1200000,1201000,1623000,1591000,18427000,21853000,16447000,16059000,16951000,22023000,15259000,21720000,2321000
BalanceNoncurrentLiabilities,2275000,23642000,22891000,22631000,22313000,26019000,21676000,28937000,27079000,15968000,1713000,1762000,1834000,1989000,1965000,2178000,1987000,1998000,2423000,3221000,3587000,1340000,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,139000,158000,211000,220000,239000,224000,14481000,14826000,14121000,15034000,14798000,467000,440000,856000,852000,17687000,21127000,15705000,15216000,16169000,21287000,14499000,20937000,1411000,1275000
BalanceNoncurrentBorrowings,22734000,21573000,21287000,21526000,25228000,20863000,28066000,25934000,15101000,262000,227000,222000,200000,178000,170000,134000,74000,196000,195000,236000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,875000,171000,178000,211000,374000,375000,414000,697000,722000,709000,704000,727000,733000,761000,767000,739000,740000,726000,742000,843000,782000,736000,760000,783000,910000,1000000,908000,1318000
BalanceNoncurrentOtherLiabilities,1344000,787000,791000,813000,871000,1145000,867000,1451000,1535000,1612000,1789000,1787000,2008000,1853000,1924000,2227000,3026000,3351000,465000,52059000,61138000,64442000,58734000,70733000,75800000,50875000,40105000,43129000,43050000,39952000,53779000,74347000,84673000,85196000,78342000,87651000,70936000,76577000,73829000,88383000,87498000,95320000,104891000,93963000,101244000,90250000,99883000
BalanceCurrentLiabilities,111498000,83704000,93006000,81817000,86304000,69742000,95226000,93713000,104356000,100592000,87346000,76635000,77574000,70591000,64788000,55686000,56557000,63693000,35732000,40619000,44605000,41286000,42459000,48292000,37806000,26888000,29987000,29592000,26942000,32773000,50765000,57226000,60206000,65683000,73991000,59999000,69387000,62314000,76212000,76422000,80603000,65902000,55960000,80257000,69158000,78636000,90533000
BalanceCurrentTradePayablesv,63858000,74249000,59739000,65611000,54980000,64367000,49089000,59076000,51893000,53876000,49167000,55691000,47827000,42247000,34014000,28437000,36700000,16305000,20485000,19813000,17378000,28201000,27481000,13060000,13121000,13054000,13318000,12858000,20955000,23292000,27278000,24894000,11910000,13402000,10937000,7017000,10718000,11108000,10940000,14193000,38145000,38003000,20883000,20777000,20783000,20677000,19695000
BalanceCurrentBorrowings,18640000,21972000,20234000,14442000,30859000,44209000,45141000,48639000,33394000,27458000,21660000,22698000,22541000,21533000,28120000,26620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,373000,22000,34000,24000,70000,73000,27000,9000,96000,88000,140000,152000,51000,290000,169000,96000,749000,258000,0,173000,797000,1063000,136000,524000,844000,0,104000,315000,464000,288000,151000,117000
BalanceCurrentOtherLiabilities,106000,459000,320000,415000,139000,60000,76000,10000,223000,66000,139000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,61764000,71619000,75415000,0,105568000,118351000,123840000,114268000,104398000,107288000,108550000,106526000,105894000,127571000,139160000,140443000,152713000,167827000,146348000,152936000,153683000,176431000,165918000,183012000,177417000,167636000,186731000,178883000,190896000,203952000,180460000,186076000,182341000,187396000,161819000,176563000
BalanceTotalEquityAndLiabilities,177652000,188908000,187109000,173512000,153462000,153812000,146305000,140982000,129231000,130022000,132636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-205000,-4322000,1689000,-987000,-18688000,-2486000,-216000,1040000,-741000,1251000,-904000,835000,7014000,-1696000,-2826000,2141000,-5920000,-4041000,10240000,4482000,-4695000,-3296000,8314000,-3509000,-5018000,1105000,7254000,6601000,166000,-2865000,-1030000,14996000,-11346000,9093000,17671000,11767000,-14572000,3123000,-4952000,12930000,6738000,5923000,-548000,1994000,1107000,-4471000,1316000
CashflowAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowInvestingCashflow,-100000,-258000,-32000,-11607000,183000,-1678000,1364000,-2000,61000,170000,-82000,43000,117000,19000,-588000,78000,-1408000,-268000,-68000,-88000,-182000,-64000,-22000,-2237000,-108000,-5000,-23000,-216000,-88000,4746000,-886000,-6269000,-825000,-2686000,-1092000,-13259000,-235000,-545000,-1612000,-95000,-128000,-77000,-144000,-1647000,-7000,-605000,-256000
CashflowCapex,106000,258000,35000,11646000,23000,165000,345000,115000,44000,-1000,187000,130000,-19000,49000,197000,23000,16000,294000,104000,129000,184000,22000,71000,201000,157000,40000,61000,267000,110000,65000,832000,1395000,745000,171000,102000,1163000,240000,548000,533000,221000,134000,258000,151000,1763000,139000,609000,579000
CashflowFinancingCashflow,-428000,-10453000,-2302000,43480000,-10202000,-349000,-511000,4612000,-49000,-1056000,634000,-458000,-14821000,-304000,-499000,-379000,16441000,2987000,-6000000,-926000,499000,4502000,-8264000,2440000,-20208000,-653000,10784000,-5613000,-688000,-1306000,3207000,-6943000,6797000,-2562000,-11056000,-15093000,-503000,-459000,-548000,-494000,-323000,-380000,-361000,-478000,-482000,-411000,-535000
CashflowShareCapitalCash,-184000,63000,0,33867000,96000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-733000,-15033000
CashflowNetCashflow,-645000,30886000,-28707000,-4513000,637000,5650000,-729000,365000,-352000,420000,-7690000,-1981000,-3913000,1840000,9113000,-1322000,4172000,3468000,-4378000,1142000,28000,-3306000,-25334000,447000,18015000,772000,-610000,575000,1291000,1784000,-5374000,3845000,5523000,-16585000,-15310000,2119000,-7112000,12341000,6287000,5466000,-1053000,-131000,618000,-5487000,525000,,
