,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_yy,,,,,14.70,60.49,32.42,8.84,41.19,24.53,3.40,-19.59,-61.71,-48.58,-45.37,-61.23,-37.76,-59.25,-55.66,-6.76,30.87,76.09,94.68,92.41,75.80,20.69,55.61,25.02,-20.08,-41.28,-52.05,-51.44,42.35,29.39,21.73,15.11,-23.51,-1.03,6.18,19.22,19.41,24.45,16.15,-4.57,-3.68,-31.23,-29.64,-31.48,-22.07,-19.06
IncomeDistributionExpenses_sy,,,,,35.46,37.13,17.06,3.74,19.72,12.41,3.40,12.68,-39.48,48.91,-45.37,-31.98,19.80,-59.25,85.49,77.78,30.87,65.05,31.50,31.80,39.91,42.03,14.00,-15.08,-14.63,1.60,2.32,7.77,5.06,29.39,-6.10,9.05,-1.56,-1.03,2.88,-7.38,17.12,14.60,17.22,4.14,-3.05,0.80,-11.90,-3.06,-7.07,-6.75
IncomeDistributionExpenses_qq,,45.11,2.25,70.99,-54.79,103.03,-15.63,40.54,-41.35,79.08,-29.95,9.29,-72.07,140.48,-25.58,-22.43,-55.16,57.45,-19.04,63.12,-37.07,111.86,-10.49,61.21,-42.50,45.44,15.41,29.52,-63.24,6.86,-5.76,31.18,7.76,-2.87,-11.34,24.05,-28.40,25.68,-4.88,39.28,-28.29,30.98,-11.22,14.43,-27.61,-6.49,-9.16,11.44,-17.68,-2.87
IncomeDistributionExpenses_sq,,54.60,-9.87,68.12,-40.46,61.26,-22.95,40.54,-26.43,21.97,-8.16,36.72,-60.48,140.48,-25.58,-7.84,-30.40,45.94,-12.85,100.83,-44.73,9.94,7.76,101.30,-41.92,11.61,15.41,24.07,-20.50,7.40,-5.21,26.66,-23.96,14.16,-11.34,17.88,-25.95,27.94,-16.42,26.19,-13.29,19.30,3.08,4.62,-17.34,2.16,-10.30,10.26,-17.68,6.24
IncomeAdministrativExpenses,4762000,5096000,4828000,8295000,5688000,6044000,5643000,8173000,6363000,7039000,5384000,7930000,4938000,6539000,3893000,9111000,2166000,3185000,2497000,1851000,2166000,1999000,2136000,2598000,2104000,3297000,3396000,3399000,1969000,1882000,1925000,2090000,951000,1035000,985000,1345000,931000,1027000,1031000,1256000,875000,1192000,965000,1298000,983000,941000,1266000,2229000,993000,610000
IncomeAdministrativExpenses_yy,,,,,19.45,18.60,16.88,-1.47,11.87,16.46,-4.59,-2.97,-22.40,-7.10,-27.69,14.89,-56.14,-51.29,-35.86,-79.68,,-37.24,-14.46,40.36,-2.86,64.93,58.99,30.83,-6.43,-42.93,-43.31,-38.52,-51.70,-44.99,-48.84,-35.66,-2.06,-0.74,4.69,-6.57,-6.05,16.03,-6.39,3.29,12.42,-21.03,31.13,71.75,0.95,-35.20
IncomeAdministrativExpenses_sy,,,,,55.36,40.00,8.20,15.00,16.79,13.34,18.03,-2.97,-0.92,16.68,-13.34,14.89,11.06,12.65,-7.29,-79.68,,-10.48,-9.64,40.36,-2.86,38.20,-3.29,34.68,-6.43,2.78,-39.24,-22.63,-14.08,-11.71,22.79,-2.64,-1.52,0.36,4.69,19.28,12.43,16.03,14.40,-1.18,13.06,-7.88,2.77,-0.64,-0.64,4.95
IncomeAdministrativExpenses_qq,,7.01,-5.26,71.81,-31.43,6.26,-6.63,44.83,-22.15,10.62,-23.51,47.29,-37.73,32.42,-40.46,134.04,-76.23,47.05,-21.60,-25.87,17.02,-7.71,6.85,21.63,-19.01,56.70,3.00,0.09,-42.08,-4.42,2.32,8.56,-54.51,8.86,-4.85,36.55,-30.75,10.33,0.36,21.85,-30.37,36.26,-19.04,34.44,-24.21,-4.28,34.45,76.09,-55.45,-38.56
IncomeAdministrativExpenses_sq,,28.38,12.96,39.87,-20.62,16.32,-12.88,44.83,-22.15,10.62,-7.97,45.49,-27.20,30.14,-40.46,134.04,-63.03,32.01,-21.60,-25.87,17.02,17.66,5.08,-11.13,-9.35,32.33,-26.47,3.99,-23.35,-0.68,-19.02,24.54,-42.76,7.91,-4.85,19.49,-22.60,9.86,-4.74,33.54,-5.53,16.60,-5.40,18.96,-9.44,8.64,-3.38,21.93,-13.39,-1.36
IncomeGrossProfit,997000,4004000,1781000,-3978000,2326000,-672000,663000,-3176000,4175000,827000,-1467000,-10598000,873000,-6329000,-6740000,-21701000,-1338000,1876000,15000,705000,711000,-1047000,100000,-4976000,-79000,-687000,-1196000,-11336000,268000,770000,-125000,-272000,1194000,210000,-912000,2849000,-218000,-1773000,653000,-1860000,17000,-1442000,994000,-5746000,-1636000,-2148000,-1492000,-4079000,-509000,-816000
IncomeGrossProfit_yy,,,,,133.30,-116.78,-62.77,20.16,79.49,223.07,-321.27,-233.69,-79.09,-865.30,-359.44,-104.77,-253.26,129.64,100.22,103.25,153.14,-155.81,566.67,-805.82,-111.11,34.38,-1296.00,-127.81,439.66,212.02,89.52,97.60,345.11,-72.71,-627.62,1147.25,-118.27,-944.12,171.65,-165.29,107.75,18.66,52.13,-208.88,-9780.19,-48.99,-250.11,29.01,68.90,62.00
IncomeGrossProfit_sy,,,,,68.96,-120.49,7.43,57.08,136.37,-232.35,-125.42,-233.69,-79.09,51.46,40.21,-104.77,-149.13,76.06,-5.68,193.12,7.58,-26.02,8.46,-86.56,-11.16,-7.58,-1.00,12.48,16.30,25.03,59.40,50.36,-8.25,-11.00,-21.30,24.54,-25.48,-34.62,-3.34,-60.40,19.83,-46.92,-48.21,-26.79,-63.24,-32.60,33.49,29.01,26.79,10.56
IncomeGrossProfit_qq,,301.60,-55.52,-323.36,158.47,-128.89,198.66,-579.03,231.45,-80.19,-277.39,-622.43,108.24,-824.97,-6.49,-221.97,93.83,240.21,-99.20,4600.00,0.85,-247.26,109.55,-5076.00,98.41,-769.62,-74.09,-847.83,102.37,186.79,-116.29,-117.03,539.03,-82.42,-534.34,412.37,-107.66,-712.23,136.87,-384.66,100.91,-8629.50,168.95,-677.96,71.52,-31.28,30.53,-173.31,87.52,-60.42
IncomeGrossProfit_sq,,126.88,10.46,-199.40,260.65,-120.48,796.88,-73.18,231.45,-80.19,-5.95,-274.16,108.24,-18.01,-6.49,-124.22,62.74,23.94,-14.94,220.16,-6.28,-10.66,23.70,-46.13,64.70,-34.83,25.94,-22.22,76.94,10.07,-9.78,-30.94,19.09,-11.84,-14.80,31.07,-16.68,26.13,-31.59,-70.49,34.88,-50.77,-4.84,-22.88,20.55,-13.37,5.67,-30.59,26.12,3.38
IncomeOtherOperatingIncome,155000,-20000,-51000,28066000,128000,1649000,3088000,6248000,-71000,401000,-324000,2142000,307000,1514000,-2472000,2725000,1217000,12454000,-4752000,2509000,2030000,2875000,2353000,-1278000,187000,3019000,-429000,1120000,60000,356000,290000,806000,35000,1672000,70000,151000,180000,349000,29000,3099000,112000,191000,23000,1223000,47000,1549000,421000,259000,355000,74000
IncomeOtherOperatingIncome_yy,,,,,-17.42,8345.00,6154.90,-77.74,-155.47,-75.68,-110.49,-65.72,532.39,277.56,-662.96,27.22,296.42,722.59,-92.23,-7.93,66.80,-76.92,149.52,-150.94,-90.79,5.01,-118.23,187.64,-67.94,-88.20,167.55,-28.07,-42.43,369.40,-75.72,-81.20,420.80,-79.16,-58.56,1946.51,-37.80,-45.17,-22.13,-60.53,-58.35,710.51,1752.56,-78.79,661.83,-95.22
IncomeOtherOperatingIncome_sy,,,,,-47.43,4221.00,6146.05,-81.48,483.07,-86.36,-21.81,16.73,335.76,240.74,-56.44,-22.82,296.42,240.00,-92.23,161.62,66.80,-76.92,149.52,-43.87,-49.70,20.65,-25.88,-51.33,46.22,-40.52,-56.56,31.36,24.80,55.93,23.46,5.56,-15.78,-79.16,-50.79,6.53,-13.11,209.73,29.70,-1.40,101.42,-2.18,18.09,80.15,45.75,-31.52
IncomeOtherOperatingIncome_qq,,-112.90,-155.00,55131.37,-99.54,1188.28,87.27,102.33,-101.14,664.79,-180.80,761.11,-85.67,393.16,-263.28,210.23,-55.34,923.34,-138.16,152.80,-19.09,41.63,-18.16,-154.31,114.63,1514.44,-114.21,361.07,-94.65,494.30,-18.66,177.99,-95.72,4745.38,-95.79,115.23,18.72,93.89,-91.63,10528.88,-96.39,70.93,-88.12,5288.17,-96.19,3226.27,-72.85,-38.30,36.72,-79.12
IncomeOtherOperatingIncome_sq,,3494.64,-127.45,35258.71,-98.83,31985.34,-4.66,102.33,-77.58,301.59,-10.27,336.00,-85.67,358.33,-73.46,210.23,-50.84,112.50,-97.33,152.80,-84.06,23.64,46.11,56.42,-68.14,123.41,28.87,3.42,-0.38,24.68,-6.60,41.40,-8.29,10.94,-17.12,108.81,-72.10,-8.88,0.69,113.58,-58.44,83.12,-34.11,-20.12,-16.42,19.34,-7.03,52.18,-30.94,-28.27
IncomeOtherOperatingCosts,,415000,,9964000,,284000,,2582000,,341000,,4080000,22000,1551000,,23438000,81000,6120000,,3331000,,762000,95000,17101000,15000,150000,180000,5605000,200000,557000,334000,561000,61000,779000,94000,1603000,45000,240000,34000,1439000,120000,3079000,69000,1918000,195000,235000,266000,561000,69000,101000
IncomeOtherOperatingCosts_yy,,,,,,-31.57,,-74.09,,20.07,,58.02,,354.84,,474.46,268.18,294.58,,-85.79,-100.00,-87.55,,413.39,,-80.31,89.47,-67.22,1234.37,271.05,85.39,-90.00,-69.41,40.04,-71.79,185.81,-25.98,-69.17,-64.04,-10.21,164.23,1181.21,104.34,33.30,62.48,-92.37,285.00,-70.75,-64.44,-56.94
IncomeOtherOperatingCosts_sy,,,,,,194.82,,9.26,,118.79,,58.02,,801.53,,474.46,268.18,15.34,,-91.01,-83.13,-87.55,,16.52,,-51.53,89.47,18.14,95.36,-3.49,6.50,-31.42,-68.64,-22.27,-7.90,75.00,-17.77,-15.33,-64.04,4.36,35.94,191.18,131.00,-7.70,5.03,-4.74,3.49,-18.32,-8.66,8.98
IncomeOtherOperatingCosts_qq,,,-100.00,,-100.00,,-100.00,,-100.00,,-100.00,,-99.46,6950.00,-100.00,,-99.65,7455.56,-100.00,,-100.00,,-87.53,17901.05,-99.91,900.00,20.00,3013.89,-96.43,178.07,-40.04,68.03,-89.08,1172.87,-87.92,1602.57,-97.17,430.22,-85.92,4151.58,-91.68,2470.96,-97.75,2673.53,-89.86,20.67,13.39,110.69,-87.67,46.11
IncomeOtherOperatingCosts_sq,,,70.54,,-85.58,,-33.14,,-97.60,,-74.93,,-95.43,918.75,-94.94,,-99.08,-18.54,-62.77,,-81.36,,,140.30,-80.02,1.15,17.72,78.55,-36.82,-22.09,-8.03,61.42,-82.09,131.19,-11.21,311.19,-90.93,81.78,-27.68,633.61,-74.01,42.46,-58.78,374.23,-78.88,24.58,1.92,110.69,-71.78,41.21
IncomeEBIT,1152000,3569000,2145000,14124000,2454000,693000,4035000,490000,4104000,887000,-1450000,-12536000,1158000,-6366000,-7639000,-42414000,-202000,8210000,1464000,-117000,2741000,1066000,2358000,-23355000,93000,2182000,-1805000,-15821000,128000,569000,-169000,-27000,1168000,1103000,-936000,1398000,-84000,-1664000,649000,-201000,9000,-4330000,948000,-6441000,-1784000,-834000,-1338000,-4380000,-223000,-843000
IncomeEBIT_yy,,,,,113.02,-80.58,88.11,-96.53,67.24,27.99,-135.94,-2658.37,-71.78,-817.70,-426.83,-238.34,-117.44,228.97,119.16,99.72,1456.93,-87.02,61.07,-19861.54,-96.61,104.69,-176.55,32.26,37.77,-73.91,90.62,99.83,811.34,93.74,-452.89,5242.46,-107.18,-250.91,169.32,-114.34,110.67,-160.14,46.07,-3111.96,-20051.59,80.74,-241.20,31.99,87.49,-1.11
IncomeEBIT_sy,,,,,56.12,-8.62,93.82,-105.98,142.38,-46.04,-120.63,-2658.37,-71.78,-180.30,20.90,-238.34,-77.94,98.13,119.16,111.14,159.66,-87.02,31.39,-78.31,-24.52,34.75,1.93,32.26,25.81,17.68,84.30,75.48,2.35,0.14,-25.32,41.54,-37.61,-1.60,-15.24,-114.34,16.49,-54.15,-71.66,8.65,-40.24,17.48,8.92,46.69,47.24,-10.84
IncomeEBIT_qq,,209.81,-39.90,558.46,-82.63,-71.76,482.25,-87.86,737.55,-78.39,-263.47,-764.55,109.24,-649.74,-20.00,-455.23,99.52,4164.36,-82.17,-107.99,2442.74,-61.11,121.20,-1090.46,100.40,2246.24,-182.72,-776.51,100.81,344.29,-129.73,83.94,4395.55,-5.55,-184.85,249.37,-106.00,-1885.92,138.98,-130.91,104.46,-48513.82,121.89,-779.65,72.30,53.26,-60.43,-227.35,94.90,-277.70
IncomeEBIT_sq,,242.23,-58.41,255.84,16.52,222.50,205.22,-87.86,737.55,-78.39,-14.21,-764.55,109.24,-482.73,-5.48,-455.23,97.20,82.95,-82.17,-95.10,65.62,-24.91,45.38,0.88,88.76,-14.54,2.96,-27.50,67.82,19.27,1.34,22.46,58.58,-0.60,-14.14,-8.90,-18.09,33.33,-11.85,-130.91,54.92,-39.94,21.84,-52.34,63.65,22.17,-9.22,90.61,28.21,-39.60
IncomeFinanceIncome,1000,54000,74000,256000,113000,136000,127000,10790000,5000,45000,105000,1664000,52000,,708000,,44000,,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_yy,,,,,11200.00,151.85,71.62,4114.84,-95.58,-66.91,-17.32,-84.58,940.00,-100.00,574.29,-100.00,-15.38,,-90.54,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,6109.62,37.70,82.69,1988.16,-71.11,397.00,-17.32,172.26,940.00,-40.49,-8.44,-29.09,-15.38,,129.17,,-62.01,,-17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_qq,,5300.00,37.04,245.95,-55.86,20.35,-6.62,8396.06,-99.95,800.00,133.33,1484.76,-96.88,-100.00,,-100.00,,-100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sq,,2679.11,354.32,313.28,-68.39,-38.16,3122.11,-117.81,126.42,-40.07,165.72,71.75,-13.89,-97.15,,116.31,,73.61,,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts,769000,930000,1359000,2015000,859000,1004000,560000,11912000,1130000,1493000,1041000,1616000,1130000,765000,2146000,11156000,1309000,1900000,1304000,1889000,656000,418000,241000,-857000,691000,826000,933000,1897000,800000,1010000,1096000,1047000,832000,971000,1002000,1466000,805000,1225000,1083000,475000,759000,1057000,623000,583000,567000,498000,403000,731000,349000,202000
IncomeFinanceCosts_yy,,,,,11.70,7.96,-58.79,491.17,31.55,48.71,85.89,-86.43,,-48.76,106.15,590.35,15.84,148.37,-39.24,-83.07,-49.89,-78.00,-81.52,-145.37,5.34,97.61,287.14,321.35,15.83,22.29,17.50,-44.83,3.95,-3.90,-8.62,40.09,-3.26,26.21,8.16,-67.62,-5.77,-13.74,-42.47,22.84,-25.23,-52.84,-35.32,25.42,-38.43,-59.41
IncomeFinanceCosts_sy,,,,,11.12,645.37,1037.85,460.25,1618.84,8.44,-58.02,148.59,,-74.58,106.15,215.93,-7.04,148.37,-39.24,-64.58,-49.89,43.46,-16.87,-23.57,-11.49,50.20,60.00,-12.11,-20.90,144.18,5.08,7.58,-14.37,-39.78,-12.50,35.20,31.10,14.53,-29.69,-27.58,-5.77,153.54,-42.47,-2.07,-24.22,6.88,126.10,13.33,-39.95,-5.83
IncomeFinanceCosts_qq,,20.94,46.13,48.27,-57.37,16.88,-44.22,2027.14,-90.51,32.12,-30.27,55.24,-30.07,-32.30,180.52,419.85,-88.27,45.15,-31.37,44.86,-65.27,-36.28,-42.34,-455.60,180.63,19.54,12.95,103.32,-57.81,26.20,8.53,-4.53,-20.50,16.67,3.20,46.36,-45.10,52.21,-11.56,-56.19,59.80,39.33,-41.02,-6.45,-2.74,-12.12,-19.11,81.41,-52.26,-42.07
IncomeFinanceCosts_sq,,21.36,26.27,370.97,-73.31,720.17,13.86,88.01,-32.87,16.83,-30.27,564.71,-30.07,-89.44,180.52,567.29,-75.65,45.15,80.37,-19.26,-52.98,-16.99,-0.78,-6.53,-35.81,-1.94,-23.65,44.70,-33.96,60.48,-38.58,27.57,-24.86,16.67,35.12,46.36,-23.99,-43.98,0.89,167.62,-2.36,-3.02,-66.10,141.52,-13.33,5.72,-10.87,41.46,-36.06,24.51
IncomeOtherIncome,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000,0,-263000,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,100.00,,,,,,
IncomeOtherIncome_sy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,49.44,,,,,,
IncomeOtherIncome_qq,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,100.00,,,,,,,,,
IncomeOtherIncome_sq,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,75.08,,,,,,,,,
IncomeNetGrossProfit,384000,2693000,860000,12368000,1708000,-175000,3602000,-632000,2979000,-561000,-2386000,-12488000,80000,-7183000,-9077000,-54278000,-1467000,6266000,227000,-2073000,2085000,648000,2117000,-22498000,-598000,1356000,-2738000,-17718000,-672000,-441000,-1266000,-1074000,336000,132000,-1938000,-68000,-889000,-1490000,-435000,-938000,-750000,-5386000,324000,-7024000,-2351000,-1332000,-1741000,-5111000,-572000,-1046000
IncomeNetGrossProfit_yy,,,,,344.79,-106.50,318.84,-105.11,74.41,-220.57,-166.24,-1875.95,-97.31,-1180.39,-280.43,-334.64,-1933.75,187.23,102.50,96.18,242.13,-89.66,832.60,-985.29,-128.68,109.26,-229.33,21.25,-12.42,-132.51,53.78,93.94,149.92,129.98,-53.10,93.65,-364.81,-1227.04,77.56,-1274.90,15.66,-261.60,174.62,-648.70,-213.70,75.26,-636.75,27.23,75.66,21.53
IncomeNetGrossProfit_sy,,,,,208.02,-39.04,127.94,-206.80,6.73,-183.17,-166.24,-236.91,-97.31,9.73,4.34,-138.83,-82.97,159.49,54.70,109.00,13.03,-2.30,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,42.68,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeNetGrossProfit_qq,,601.30,-68.07,1338.14,-86.19,-110.25,2158.29,-117.55,571.36,-118.83,-325.31,-423.39,100.64,-9078.75,-26.37,-497.97,97.30,527.13,-96.38,-1013.22,200.58,-68.92,226.70,-1162.73,97.34,326.76,-301.92,-547.11,96.21,34.42,-187.05,15.15,131.26,-60.62,-1565.99,96.48,-1202.48,-67.61,70.82,-115.81,20.10,-618.62,106.02,-2265.24,66.52,43.34,-30.68,-193.56,88.80,-82.65
IncomeNetGrossProfit_sq,,465.94,-65.36,715.15,-65.39,56.32,1034.53,-117.55,110.38,-118.83,40.10,-423.39,100.64,-82.30,-13.22,-271.83,96.44,51.13,-36.42,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-43.19,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,384000,2693000,860000,12368000,1708000,-175000,3602000,-632000,2979000,-561000,-2386000,-12488000,80000,-7183000,-9077000,-54278000,-1467000,6266000,227000,-2073000,2085000,648000,2117000,-22498000,-598000,1356000,-2738000,-17718000,-672000,-441000,-1266000,-1074000,336000,132000,-1938000,-68000,-889000,-1490000,-435000,-938000,-750000,-5386000,324000,-7024000,-2351000,-1332000,-1741000,-5111000,-572000,-1046000
IncomeBeforeTaxProfit_yy,,,,,344.79,-106.50,318.84,-105.11,74.41,-220.57,-166.24,-1875.95,-97.31,-1180.39,-280.43,-334.64,-1933.75,187.23,102.50,96.18,242.13,-89.66,832.60,-985.29,-128.68,109.26,-229.33,21.25,-12.42,-132.51,53.78,93.94,149.92,129.98,-53.10,93.65,-364.81,-1227.04,77.56,-1274.90,15.66,-261.60,174.62,-648.70,-213.70,75.26,-636.75,27.23,75.66,21.53
IncomeBeforeTaxProfit_sy,,,,,208.02,-39.04,127.94,-206.80,6.73,-183.17,-166.24,-236.91,-97.31,9.73,4.34,-138.83,-82.97,159.49,54.70,109.00,13.03,-2.30,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,31.21,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
