,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetGrossProfit,859000,1829000,3853000,2525000,1707000,2853000,4432000,3445000,2613000,4139000,5737000,1806000,3437000,4750000,6390000,4250000,3755000,4852000,5486000,4485000,3332000,5403000,5182000,1821000,3272000,5650000,3928000,3778000,4039000,5630000,4523000,2893000,2999000,4584000,4635000,4558000,4077000,5025000,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049000,2187000
IncomeBeforeTaxProfit,859000,1829000,3853000,2525000,1707000,2853000,4432000,3445000,2613000,4139000,5737000,1806000,3437000,4750000,6390000,4250000,3755000,4852000,5486000,4485000,3332000,5403000,5182000,1821000,3272000,5650000,3928000,3778000,4039000,5630000,4523000,2893000,2999000,4584000,4635000,4558000,4077000,5025000,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366000,1726000
IncomeNetProfit,671000,1435000,3050000,1849000,1286000,2240000,3519000,2684000,2051000,3300000,4586000,1514000,2752000,3767000,4963000,3494000,3001000,3871000,4248000,3477000,2552000,4360000,4033000,1791000,2594000,4691000,3255000,3318000,3456000,4756000,3777000,2708000,2538000,3968000,4112000,9394000,3308000,4186000,2357000,1717000
IncomeShareholderNetProfit,671000,1435000,3050000,1849000,1286000,2224000,3510000,2662000,2044000,3315000,4527000,2124000,2688000,3681000,4865000,3461000,2978000,3842000,4190000,3460000,2498000,4267000,3937000,1927000,2540000,4567000,3302000,3301000,3391000,4676000,3663000,2505000,2535000,3847000,4097000,9169000,3242000,4110000,,
BalanceNoncurrentAssets,,27660000,27007000,26864000,27691000,28167000,29257000,37095000,37307000,37932000,41037000,41418000,43393000,44802000,47498000,50857000,56297000,59889000,67632000,69833000,74088000,74572000,74250000,74563000,79442000,79056000,78686000,77933000,82666000,83968000,86119000,86978000,86578000,86459000,92600000,92972000,95400000,,2562000,2515000
BalanceIntangibleAssets,2634000,3140000,3355000,3882000,4083000,4030000,4368000,4130000,3948000,3915000,4700000,4659000,4511000,4481000,4309000,4220000,4276000,4073000,3996000,3790000,3568000,8427000,8657000,8717000,5461000,8906000,8992000,9379000,9671000,9684000,9679000,9940000,10067000,10161000,,24380000,24373000,23882000,23851000,23924000
BalanceProperty,24456000,32046000,32204000,32189000,35340000,35944000,38147000,38812000,41583000,45103000,50534000,54351000,62308000,64522000,68918000,69483000,68630000,69151000,69113000,68482000,68095000,69894000,71148000,71733000,74044000,74597000,74041000,73197000,74142000,74533000,77066000,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557000,119000,255000,601000,801000,801000,801000,801000
BalanceNoncurrInvestments,1077000,898000,898000,808000,808000,719000,719000,719000,719000,719000,719000,774000,772000,772000,772000,772000,772000,772000,1412000,1436000,2068000,1369000,1368000,1490000,2229000,1595000,1592000,1599000,,161000,93000,99000,87000,118000,165000,272000,298000,669000,628000,523000
BalanceOtherNoncurrentAssets,482000,537000,524000,563000,510000,385000,316000,323000,321000,1058000,1072000,1130000,1145000,1102000,1166000,1176000,1175000,1327000,1342000,1363000,1354000,6923000,6780000,6574000,,31295000,29198000,44424000,47073000,48352000,52362000,50758000,54557000,58838000,65495000,66073000,69242000,72602000,74227000,72766000
BalanceCurrentAssets,71930000,71513000,68122000,66372000,69249000,68451000,56675000,60903000,58971000,59637000,60545000,66832000,70728000,74199000,70282000,69845000,73906000,72975000,68111000,74127000,77899000,,15025000,15176000,16706000,15818000,16028000,16923000,15803000,16647000,17721000,18176000,19097000,19542000,21846000,23445000,24090000,24165000,24318000,24635000
BalanceInventory,28013000,28342000,28937000,28508000,30247000,30871000,30590000,30691000,30893000,31648000,32071000,33054000,33762000,34048000,34424000,33494000,35684000,38120000,,11475000,10260000,9720000,9861000,12925000,12451000,15229000,15596000,17529000,19533000,18125000,22069000,22124000,19055000,17818000,18432000,21475000,22002000,18539000,22009000,20178000
BalanceCurrentReceivables,16212000,18130000,18982000,19513000,15341000,19850000,19277000,21736000,16586000,17875000,19823000,19691000,21137000,19995000,19203000,,93000,395000,412000,,0,1906000,1929000,7862000,7971000,1090000,1888000,1075000,1089000,1098000,2109000,3404000,3228000,3364000,3194000,3211000,3238000,3245000,3013000,3136000
BalanceCurrentInvestments,3292000,4896000,7357000,4322000,8108000,8155000,8242000,8332000,8385000,8306000,,3023000,1063000,15805000,19811000,17727000,21900000,18797000,19052000,19376000,18597000,19117000,24451000,25244000,29025000,27690000,26109000,21165000,15074000,13092000,11669000,12036000,4211000,3783000,5162000,5994000,11207000,9001000,14310000,12560000
BalanceCash,16073000,9469000,11274000,10088000,4833000,9287000,11601000,,1679000,2304000,1781000,1583000,1672000,1088000,929000,1356000,2283000,1327000,1763000,2090000,1500000,1627000,2079000,2126000,2446000,3007000,3500000,3865000,4106000,4533000,5505000,711000,527000,170000,3796000,597000,475000,247000,631000,606000
BalanceOtherCurrentAssets,530000,315000,776000,669000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,58955000,56205000,71288000,74764000,76519000,81619000,87853000,91864000,96770000,106532000,107491000,112635000,117404000,121725000,123623000,128227000,131402000,135754000,136205000,143337000,143023000,130925000,135466000,138413000,138693000,139231000,144765000,153394000,158167000,156401000,156823000,160484000,159434000,160711000,167099000
BalanceTotalAssets,173299000,,48498000,49341000,65042000,69283000,70875000,73658000,80418000,82771000,85921000,94012000,97035000,97568000,103106000,106601000,110668000,110836000,115512000,119491000,122840000,123888000,128052000,119065000,122851000,123566000,127105000,130446000,135772000,137675000,141877000,143526000,143681000,142617000,147112000,148860000,153580000,153795000,,2000000
BalanceCapital,2000000,2500000,2500000,2500000,2500000,2548000,2548000,2548000,2570000,2570000,2570000,2570000,2603000,2647000,2647000,2647000,2647000,2694000,2694000,2694000,2694000,2739000,2641000,2641000,2641000,2641000,2641000,2641000,2641000,2641000,2626000,2626000,2626000,2626000,2626000,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,,,,-10425000,-10425000,-3264000,-3264000,-3264000,-122000,-122000,-122000,-2300000,-3775000,-2827000,-2827000,-10827000,-7999000,-7999000,,35750000,35737000,56476000,56875000
BalanceOwnShares,57181000,65143000,65686000,65926000,76876000,78293000,78629000,87947000,88620000,88102000,89147000,99018000,99504000,100023000,100826000,111791000,112018000,111512000,112714000,115520000,115756000,115844000,114637000,125613000,126152000,127474000,126459000,134130000,134727000,135046000,133696000,149064000,,432000,392000,364000,324000,307000,374000,936000
BalanceReserve,914000,762000,437000,525000,567000,668000,698000,743000,746000,766000,745000,752000,873000,937000,660000,681000,796000,649000,970000,1027000,1197000,1296000,1771000,1693000,1718000,1473000,1804000,1840000,1993000,,865000,994000,1149000,1089000,1126000,1081000,1038000,1022000,759000,817000
BalanceNonshareCapital,781000,781000,808000,738000,680000,719000,704000,673000,623000,644000,611000,687000,661000,686000,671000,661000,657000,679000,667000,751000,728000,684000,610000,659000,658000,665000,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,43000,48000,59000,25000,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,78000,,,53000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,785000,994000,1149000,1046000,1126000,1033000,979000,1022000,734000,817000,781000,781000,808000,738000,680000,719000,704000,673000,623000,644000,611000,687000
BalanceNoncurrentLeasing,661000,686000,671000,661000,657000,679000,667000,673000,728000,684000,610000,606000,658000,665000,,9160000,5478000,4733000,4068000,4211000,6506000,5461000,7157000,9328000,11266000,9150000,13719000,12822000,13688000,11532000,15926000,14420000,14845000,11990000,17932000,13423000,10513000,11273000,13365000,10268000
BalanceNoncurrentOtherLiabilities,7154000,7309000,13843000,14327000,10353000,10721000,15465000,10239000,9388000,11021000,16846000,,3458000,3677000,3431000,2301000,1985000,3916000,3923000,5150000,5945000,7877000,6016000,8551000,10307000,11327000,8781000,10827000,12357000,12745000,10448000,12240000,10855000,8348000,9450000,7404000,7487000,4962000,5719000,8435000
BalanceCurrentLiabilities,10978000,8331000,8868000,9509000,7935000,7245000,8897000,10047000,,338000,10000,27000,91000,84000,60000,62000,57000,64000,58000,51000,44000,42000,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,5364000,1791000,1137000,1497000,2000000,2355000,1309000,1783000,3153000,3244000,3015000,5071000,2351000,2295000,2680000,5041000,1983000,2010000,1456000,5607000,2431000,2106000,1753000,5912000,2688000,2116000,1519000,5330000,3305000,1982000,1627000,5877000,1943000,2052000,1968000,6414000,,0
BalanceCurrentLeasing,0,138000,179000,142000,175000,167000,167000,166000,87000,68000,53000,122000,66000,71000,58000,80000,90000,86000,85000,137000,59000,70000,49000,93000,76000,71000,78000,44000,40000,226000,79000,361000,91000,156000,385000,0,58955000,56205000,71288000,0
BalanceCurrentOtherLiabilities,74764000,76519000,81619000,0,87853000,91864000,96770000,0,106532000,107491000,112635000,117404000,121725000,123623000,128227000,131402000,135754000,136205000,143337000,143023000,130925000,135466000,138413000,138693000,139231000,144765000,153394000,158167000,156401000,156823000,160484000,159434000,160711000,167099000,173299000,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,3017000,444000,-1674000,2112000,2297000,2734000,-1059000,5832000,1191000,4341000,2997000,1077000,4624000,4208000,1614000,1274000,7064000,6419000,1546000,4844000,4382000,4341000,373000,3461000,6128000,4687000,-91000,3973000,6911000,4780000,-30000,9333000,7147000,5296000,2597000,4001000,4488000,5091000,5681000,6477000
CashflowAmortization,429000,721000,597000,617000,471000,526000,664000,782000,602000,796000,870000,1028000,789000,995000,798000,1019000,820000,1058000,943000,990000,996000,1040000,1124000,1212000,1350000,1304000,1323000,1370000,1421000,1482000,1440000,1530000,1590000,1670000,1644000,1753000,1686000,1693000,1695000,1726000
CashflowInvestingCashflow,-3930000,-137000,-265000,-663000,-451000,-1237000,-995000,-1636000,-731000,-8271000,-2721000,-735000,-7546000,-2116000,-1084000,4069000,-3058000,-2772000,-3543000,-6425000,-5884000,-10432000,-3052000,-4884000,-2260000,-2087000,-1009000,-2594000,-2185000,183000,-3415000,-4024000,-5466000,321000,-5699000,-2620000,-1376000,-2769000,-2424000,-4163000
CashflowCapex,2362000,82000,206000,540000,552000,617000,184000,2357000,797000,8664000,877000,1776000,1500000,2696000,1302000,3201000,2397000,3870000,4083000,6639000,5011000,8923000,3576000,4921000,2458000,2115000,1055000,2657000,2423000,-291000,2660000,2433000,2425000,2878000,2254000,2231000,1477000,2674000,2488000,4250000
CashflowFinancingCashflow,-80000,69000,-21000,13293000,712000,-49000,-30000,-24000,21000,347000,-21000,-18000,-20000,71000,-10000,-9000,-3213000,134000,662000,0,-3442000,0,698000,0,-3502000,-10425000,672000,0,-3894000,250000,1239000,0,-3431000,-2178000,-3078000,0,-3874000,-8000000,1197000,0
CashflowShareCapitalCash,0,0,,13476000,0,0,,47000,371000,,22000,0,0,0,33000,662000,0,0,0,698000,0,0,0,672000,0,0,269000,1239000,0,0,0,1203000,0,0,0,1197000,0,0,0,
CashflowDividend,,,,,,,,,,0,0,,,3212000,0,,,3442000,0,,,3502000,0,,,3894000,19000,,3431000,0,,,3874000,0,,,-993000,376000,-1960000,14742000
CashflowNetCashflow,2558000,1448000,-2084000,4172000,481000,-3583000,255000,324000,-2942000,2163000,520000,5334000,793000,3781000,-1335000,-1581000,-4944000,-6091000,-1981000,-1423000,366000,-7825000,-428000,1379000,832000,5213000,-2206000,5309000,-1750000,3439000,-6180000,1381000,-762000,-5678000,4454000,2314000,,,,
