,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,1138000000,1245000000,1233000000,1088000000,1005000000,985000000,1176000000,797000000,999000000,999000000,1121000000,860000000,1037000000,1076000000,1102000000,610000000,706000000,651000000,670000000,537000000,597000000,670000000,-381000000,539000000,492000000,499000000,624000000,552000000,406000000,470000000,624000000,398000000,334000000,352000000,467000000,82000000,270000000,340000000,396000000,328000000,311000000,267000000,300000000,-10000000,293000000,201000000,218000000,-1759000000,173000000,218000000,221000000,-123000000,88000000,144000000,184000000
IncomeGrossProfit_yy,,,,,-11.69,-20.88,-4.62,-26.75,-0.60,1.42,-4.68,7.90,3.80,7.71,-1.69,-29.07,-31.92,-39.50,-39.20,-11.97,-15.44,2.92,-156.87,0.37,-17.59,-25.52,263.78,2.41,-17.48,-5.81,,-27.90,-17.73,-25.11,-25.16,-79.40,-19.16,-3.41,-15.20,300.00,15.19,-21.47,-24.24,-103.05,-5.79,-24.72,-27.33,-17490.00,-40.96,8.46,1.38,93.01,-49.13,-33.94,-16.74
IncomeGrossProfit_sy,,,,,101.13,119.98,-4.62,-26.75,-19.01,-30.00,-23.41,16.48,47.08,28.01,-1.69,-16.22,38.53,57.83,25.84,63.26,-3.63,2.92,33.00,41.65,54.74,-38.34,65.22,24.88,-17.48,-5.81,,-16.52,-17.73,87.28,22.48,-89.54,-15.08,-59.47,-77.47,-33.03,15.19,-67.88,-24.24,-102.13,-110.81,19.65,20.94,42.46,-26.96,-65.74,-41.08,27.82,9.86,50.55,12.62
IncomeGrossProfit_qq,,9.40,-0.96,-11.76,-7.63,-1.99,19.39,-32.23,25.35,,12.21,-23.28,20.58,3.76,2.42,-44.65,15.74,-7.79,2.92,-19.85,11.17,12.23,-156.87,241.47,-8.72,1.42,25.05,-11.54,-26.45,15.76,32.77,-36.22,-16.08,5.39,32.67,-82.44,229.27,25.93,16.47,-17.17,-5.18,-14.15,12.36,-103.33,3030.00,-31.40,8.46,-906.88,109.84,26.01,1.38,-155.66,171.54,63.64,27.78
IncomeGrossProfit_sq,,-10.59,25.68,-11.76,98.70,-6.01,19.39,-32.23,25.35,,25.30,-23.28,22.61,-14.92,5.13,-28.57,66.75,-7.79,2.92,-43.06,49.84,-6.75,14.02,148.30,3.15,-24.70,127.04,-76.36,-1.11,14.17,13.73,-57.10,49.12,3.34,26.96,-98.99,229.27,25.93,-78.90,-17.17,59.45,-14.15,23.32,-103.33,85.22,-18.80,8.62,-128.39,52.40,-10.60,45.45,-99.92,127.59,9.38,26.99
IncomeOtherOperatingIncome,79000000,51000000,74000000,64000000,77000000,82000000,51000000,83000000,69000000,58000000,77000000,149000000,69000000,96000000,39000000,147000000,50000000,34000000,49000000,71000000,45000000,58000000,61000000,88000000,45000000,141000000,142000000,111000000,141000000,183000000,76000000,114000000,83000000,92000000,100000000,85000000,91000000,80000000,86000000,2000000,82000000,109000000,59000000,67000000,52000000,107000000,51000000,70000000,31000000,99000000,22000000,147000000,60000000,38000000,104000000
IncomeOtherOperatingIncome_yy,,,,,-2.53,60.78,-31.08,29.69,-10.39,-29.27,50.98,79.52,,65.52,-49.35,-1.34,-27.54,-64.58,25.64,-51.70,-10.00,70.59,24.49,23.94,,143.10,132.79,26.14,213.33,29.79,-46.48,2.70,-41.13,-49.73,31.58,-25.44,9.64,-13.04,-14.00,-97.65,-9.89,36.25,-31.40,3250.00,-36.59,-1.83,-13.56,4.48,-40.38,-7.48,-56.86,110.00,93.55,-61.62,372.73
IncomeOtherOperatingIncome_sy,,,,,-2.53,314.98,-31.08,29.69,-14.84,94.29,22.22,79.52,,65.52,-2.73,20.40,-27.54,-64.58,-50.31,-4.38,97.48,70.59,26.56,53.67,,73.16,-11.80,-14.41,25.33,-65.67,-46.48,-60.04,-40.16,-46.03,31.67,131.17,68.36,157.20,-9.39,20.62,9.92,36.25,-3.94,4.42,2.82,-59.21,,3.15,-19.46,73.96,-13.85,81.47,3.81,-39.49,162.56
IncomeOtherOperatingIncome_qq,,-35.44,45.10,-13.51,20.31,6.49,-37.80,62.75,-16.87,-15.94,32.76,93.51,-53.69,39.13,-59.38,276.92,-65.99,-32.00,44.12,44.90,-36.62,28.89,5.17,44.26,-48.86,213.33,0.71,-21.83,27.03,29.79,-58.47,50.00,-27.19,10.84,8.70,-15.00,7.06,-12.09,7.50,-97.67,4000.00,32.93,-45.87,13.56,-22.39,105.77,-52.34,37.25,-55.71,219.35,-77.78,568.18,-59.18,-36.67,173.68
IncomeOtherOperatingIncome_sq,,-35.44,179.56,522.73,-88.79,30.90,17.43,62.75,-35.16,415.14,-58.85,93.51,3.86,73.90,-55.75,10.92,-69.00,14.22,44.12,-0.11,-24.04,28.89,5.17,25.46,-58.36,213.33,-14.98,-21.83,-96.16,30.37,-47.75,-12.50,-51.28,14.12,37.20,56.73,3.66,-11.71,-1.50,72.92,-32.08,78.69,-35.87,14.88,-30.82,2.05,-39.70,46.43,-49.52,236.95,-60.06,352.67,-69.37,28.70,73.62
IncomeOtherOperatingCosts,242000000,226000000,137000000,540000000,205000000,275000000,213000000,196000000,284000000,377000000,235000000,188000000,166000000,188000000,226000000,283000000,146000000,184000000,190000000,151000000,168000000,221000000,183000000,197000000,170000000,677000000,266000000,460000000,143000000,195000000,177000000,323000000,176000000,226000000,177000000,228000000,161000000,220000000,205000000,21000000,147000000,144000000,147000000,175000000,130000000,166000000,132000000,159000000,95000000,148000000,115000000,201000000,115000000,109000000,113000000
IncomeOtherOperatingCosts_yy,,,,,-15.29,21.68,55.47,-63.70,38.54,37.09,10.33,-4.08,-41.55,-50.13,-3.83,50.53,-12.05,-2.13,-15.93,-46.64,15.07,20.11,-3.68,30.46,1.19,206.33,45.36,133.50,-15.88,-71.20,-33.46,-29.78,23.08,15.90,,-29.41,-8.52,-2.65,15.82,-90.79,-8.70,-34.55,-28.29,733.33,-11.56,15.28,-10.20,-9.14,-26.92,-10.84,-12.88,26.42,21.05,-26.35,-1.74
IncomeOtherOperatingCosts_sy,,,,,-49.72,21.68,53.25,-47.71,42.33,-1.82,-30.97,36.88,-41.55,107.96,-32.98,-2.92,92.50,222.58,5.58,-20.34,-25.97,438.83,-3.68,30.46,103.32,206.33,64.46,55.39,-15.88,-60.62,-22.22,-5.59,23.08,15.80,,-4.74,-16.65,-51.27,-5.60,54.09,-17.44,-53.87,25.77,301.27,-11.56,225.72,-48.78,-9.19,-45.84,-22.08,18.29,-24.84,122.29,67.60,-14.84
IncomeOtherOperatingCosts_qq,,-6.61,-39.38,294.16,-62.04,34.15,-22.55,-7.98,44.90,32.75,-37.67,-20.00,-11.70,13.25,20.21,25.22,-48.41,26.03,3.26,-20.53,11.26,31.55,-17.19,7.65,-13.71,298.24,-60.71,72.93,-68.91,36.36,-9.23,82.49,-45.51,28.41,-21.68,28.81,-29.39,36.65,-6.82,-89.76,600.00,-2.04,2.08,19.05,-25.71,27.69,-20.48,20.45,-40.25,55.79,-22.30,74.78,-42.79,-5.22,3.67
IncomeOtherOperatingCosts_sq,,-6.61,-3.77,294.16,-89.16,26.16,-22.55,124.32,-71.39,-47.34,276.64,800.79,-93.42,13.25,20.21,317.98,-71.77,,3.26,72.21,-54.20,80.54,-85.71,848.70,-85.09,298.24,-60.18,72.93,-76.04,65.62,-9.23,127.11,-87.59,564.21,-64.02,542.45,-42.91,-4.32,-6.82,238.00,-80.25,-70.46,145.17,619.85,-93.33,32.60,-23.44,2011.63,-97.35,56.46,18.92,62.91,-42.79,-8.68,-13.42
IncomeEBIT,975000000,1070000000,1170000000,612000000,877000000,792000000,1014000000,684000000,784000000,680000000,963000000,821000000,940000000,984000000,915000000,474000000,610000000,501000000,529000000,457000000,474000000,507000000,-503000000,430000000,367000000,-37000000,500000000,203000000,404000000,458000000,523000000,189000000,241000000,218000000,390000000,-61000000,200000000,200000000,277000000,309000000,246000000,232000000,212000000,-118000000,215000000,142000000,137000000,-1848000000,109000000,169000000,128000000,-177000000,33000000,73000000,175000000
IncomeEBIT_yy,,,,,-10.05,-25.98,-13.33,11.76,-10.60,-14.14,-5.03,20.03,19.90,44.71,-4.98,-42.27,-35.11,-49.09,-42.19,-3.59,-22.30,1.20,-195.09,-5.91,-22.57,-107.30,199.40,-52.79,10.08,1337.84,4.60,-6.90,-40.35,-52.40,-25.43,-132.28,-17.01,-8.26,-28.97,606.56,23.00,16.00,-23.47,-138.19,-12.60,-38.79,-35.38,-1466.10,-49.30,19.01,-6.57,90.42,-69.72,-56.80,36.72
IncomeEBIT_sy,,,,,-14.40,116.39,-12.61,-94.82,-29.80,-1.67,-5.03,87.20,58.29,44.71,0.07,16.25,28.31,5.15,-37.45,107.33,-22.30,10.37,7.71,31.44,33.17,-73.13,91.68,-12.76,-21.53,-22.07,-22.25,-92.52,-40.35,76.70,33.98,14.17,-20.58,-24.20,-30.11,90.14,7.71,-7.63,-23.47,-197.18,-64.96,-38.79,13.11,-6.86,-75.91,-19.42,-6.57,85.61,2.68,9.10,24.26
IncomeEBIT_qq,,9.74,9.35,-47.69,43.30,-9.69,28.03,-32.54,14.62,-13.27,41.62,-14.75,14.49,4.68,-7.01,-48.20,28.69,-17.87,5.59,-13.61,3.72,6.96,-199.21,185.49,-14.65,-110.08,1451.35,-59.40,99.01,13.37,14.19,-63.86,27.51,-9.54,78.90,-115.64,427.87,,38.50,11.55,-20.39,-5.69,-8.62,-155.66,282.20,-33.95,-3.52,-1448.91,105.90,55.05,-24.26,-238.28,118.64,121.21,139.73
IncomeEBIT_sq,,-6.60,34.89,291.55,-18.47,-9.69,28.03,-50.93,72.02,31.30,77.73,-25.49,14.49,4.68,-7.01,-33.43,28.69,-17.87,5.59,-13.61,8.61,6.96,-3.01,27.50,-9.80,-65.03,223.02,-59.40,26.00,13.37,27.83,-91.97,64.18,-6.30,51.52,-77.20,-23.09,,-69.75,39.64,-20.39,29.70,-3.23,-258.36,103.64,-22.46,8.63,-398.83,92.06,-15.54,100.00,-19.10,-10.68,13.67,76.74
IncomeFinanceIncome,15000000,-11000000,-52000000,,,24000000,9000000,13000000,13000000,8000000,47000000,68000000,33000000,56000000,37000000,-162000000,6000000,9000000,7000000,15000000,20000000,27000000,16000000,22000000,24000000,41000000,14000000,32000000,10000000,7000000,5000000,6000000,4000000,3000000,2000000,3000000,3000000,5000000,2000000,4000000,3000000,5000000,4000000,5000000,5000000,5000000,6000000,6000000,6000000,6000000,7000000,13000000,8000000,8000000,9000000
IncomeFinanceIncome_yy,,,,,-100.00,318.18,117.31,,,-66.67,422.22,423.08,153.85,600.00,-21.28,-338.24,-81.82,-83.93,-81.08,109.26,233.33,200.00,128.57,46.67,20.00,51.85,-12.50,45.45,-58.33,-82.93,-64.29,-81.25,-60.00,-57.14,-60.00,-50.00,-25.00,66.67,,33.33,,,100.00,25.00,66.67,,50.00,20.00,20.00,20.00,16.67,116.67,33.33,33.33,28.57
IncomeFinanceIncome_sy,,,,,-44.21,242.42,-62.47,,,-48.62,422.22,256.33,-52.32,99.56,-21.28,252.71,232.39,415.77,-81.08,-41.74,-37.95,19.52,90.32,31.70,20.00,24.08,363.11,22.24,-44.49,-79.21,-87.50,-57.51,1.21,-57.14,-34.06,60.06,-1.50,18.30,,33.33,,,-61.27,-34.33,-23.73,,50.00,28.70,-47.34,86.27,-0.60,-77.92,33.33,33.33,72.15
IncomeFinanceIncome_qq,,-173.33,-372.73,100.00,,,-62.50,44.44,,-38.46,487.50,44.68,-51.47,69.70,-33.93,-537.84,103.70,50.00,-22.22,114.29,33.33,35.00,-40.74,37.50,9.09,70.83,-65.85,128.57,-68.75,-30.00,-28.57,20.00,-33.33,-25.00,-33.33,50.00,,66.67,-60.00,100.00,-25.00,66.67,-20.00,25.00,,,20.00,,,,16.67,85.71,-38.46,,12.50
IncomeFinanceIncome_sq,,-69.58,-37.15,100.00,,,-38.68,44.44,,-36.28,-0.45,44.68,-51.47,192.31,-33.93,-3.81,-7.52,50.00,-22.22,114.29,-25.92,59.57,-80.10,93.39,4.54,29.37,66.34,-48.04,-59.61,5.00,-28.57,72.70,4.62,-3.26,-56.59,36.07,,10.04,5.11,31.44,-25.00,50.36,-20.00,25.00,,,44.41,,,,4.81,-129.38,-38.46,,-29.66
IncomeFinanceCosts,333000000,325000000,20000000,244000000,256000000,147000000,189000000,181000000,157000000,106000000,159000000,132000000,150000000,140000000,179000000,213000000,165000000,71000000,120000000,150000000,150000000,121000000,149000000,147000000,160000000,137000000,117000000,136000000,127000000,139000000,159000000,187000000,137000000,114000000,116000000,121000000,122000000,121000000,87000000,87000000,61000000,81000000,80000000,86000000,101000000,101000000,85000000,94000000,77000000,92000000,95000000,72000000,94000000,95000000,70000000
IncomeFinanceCosts_yy,,,,,-23.12,-54.77,845.00,-25.82,-38.67,-27.89,-15.87,-27.07,-4.46,32.08,12.58,61.36,10.00,-49.29,-32.96,-29.58,-9.09,70.42,24.17,-2.00,6.67,13.22,-21.48,-7.48,-20.62,1.46,35.90,37.50,7.87,-17.99,-27.04,-35.29,-10.95,6.14,-25.00,-28.10,-50.00,-33.06,-8.05,-1.15,65.57,24.69,6.25,9.30,-23.76,-8.91,11.76,-23.40,22.08,3.26,-26.32
IncomeFinanceCosts_sy,,,,,-11.30,144.13,431.25,12.84,-38.67,-27.89,-15.87,13.79,579.17,102.28,12.58,61.36,10.00,-49.16,113.29,-34.82,-9.09,-42.55,-16.65,-39.50,-5.75,124.00,-21.48,-21.41,21.36,87.66,35.78,1.70,-38.93,-15.63,-16.78,62.68,65.82,-22.05,1.16,76.65,-20.96,-33.06,-8.05,-80.84,25.95,24.69,-38.56,42.10,-23.93,-23.45,11.76,-60.79,-34.43,-1.81,-1.58
IncomeFinanceCosts_qq,,-2.40,-93.85,1120.00,4.92,-42.58,28.57,-4.23,-13.26,-32.48,50.00,-16.98,13.64,-6.67,27.86,18.99,-22.54,-56.97,69.01,25.00,,-19.33,23.14,-1.34,8.84,-14.38,-14.60,16.24,-6.62,9.45,14.39,17.61,-26.74,-16.79,1.75,4.31,0.83,-0.82,-28.10,,-29.89,32.79,-1.23,7.50,17.44,,-15.84,10.59,-18.09,19.48,3.26,-24.21,30.56,1.06,-26.32
IncomeFinanceCosts_sq,,2.17,4.91,135.79,4.92,7.12,25.00,27.95,-82.35,17.86,27.27,112.15,13.64,167.83,-48.50,18.99,-22.54,-9.97,-10.18,25.00,,-57.46,22.03,-1.34,-27.02,-14.38,-15.64,122.11,-46.12,33.63,-23.05,-9.62,-31.02,53.10,5.91,8.80,-4.83,-5.30,-17.25,,-64.05,-0.13,64.04,7.50,-0.60,,-8.84,194.94,-50.86,2.56,0.09,-20.99,-21.88,-0.76,5.86
IncomeOtherIncome,,,,-24000000,-17000000,9000000,2000000,0,4000000,30000000,,,,,,,-40000000,-3000000,5000000,8000000,15000000,-4000000,5000000,7000000,5000000,1195000000,-8000000,-1000000,9000000,5000000,8000000,6000000,-1000000,3000000,-4000000,0,191000000,-1000000,-1000000,-191000000,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,100.00,123.53,233.33,-100.00,,-100.00,-100.00,,,,,,,137.50,-33.33,,-12.50,-66.67,29975.00,-260.00,-114.29,80.00,-99.58,200.00,700.00,-111.11,-40.00,-150.00,-100.00,19200.00,-133.33,75.00,,-100.00,100.00,100.00,100.00,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,100.00,123.53,233.33,-100.00,,-100.00,-100.00,,,,,,,137.50,-33.33,,-12.50,-66.67,29975.00,-180.00,-114.29,80.00,-102.68,200.00,336.41,6694.45,37.04,-26.44,-100.00,-100.00,-100.00,87.50,,,,100.00,100.00,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,29.17,152.94,-77.78,-100.00,,650.00,-100.00,,,,,,,92.50,266.67,60.00,87.50,-126.67,225.00,40.00,-28.57,23800.00,-100.67,87.50,1000.00,-44.44,60.00,-25.00,-116.67,400.00,-233.33,100.00,,-100.52,,-19000.00,100.00,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,64.58,152.94,-77.78,-100.00,,650.00,-100.00,,,,,,,92.50,266.67,60.00,87.50,-126.67,225.00,-30.00,-28.57,23800.00,-100.34,87.50,449.92,-14522.22,14.36,99.54,-71.73,-69.40,-126.83,-209.09,,59.50,,-19000.00,100.00,,,,,,,,,,,,,,
IncomeNetGrossProfit,657000000,734000000,1098000000,392000000,604000000,678000000,836000000,516000000,644000000,612000000,817000000,757000000,823000000,900000000,773000000,99000000,411000000,436000000,421000000,330000000,359000000,409000000,-631000000,312000000,236000000,1062000000,389000000,98000000,296000000,331000000,377000000,14000000,107000000,110000000,272000000,-179000000,272000000,83000000,191000000,35000000,188000000,156000000,136000000,-199000000,119000000,46000000,58000000,-1936000000,38000000,83000000,40000000,-236000000,-53000000,-14000000,114000000
IncomeNetGrossProfit_yy,,,,,-8.07,-7.63,-23.86,31.63,6.62,-9.73,-2.27,46.71,27.80,47.06,-5.39,-86.92,-50.06,-51.56,-45.54,233.33,-12.65,-6.19,-249.88,-5.45,-34.26,159.66,161.65,-68.59,25.42,-68.83,-3.08,-85.71,-63.85,-66.77,-27.85,-1378.57,154.21,-24.55,-29.78,119.55,-30.88,87.95,-28.80,-668.57,-36.70,-70.51,-57.35,-872.86,-68.07,80.43,-31.03,87.81,-239.47,-116.87,185.00
IncomeNetGrossProfit_sy,,,,,-22.46,131.91,-18.85,-98.26,-31.76,-9.73,-2.27,83.35,54.02,171.35,-5.39,76.35,26.93,-45.82,-1.88,103.29,-12.65,-6.19,-32.01,-5.16,61.58,51.15,140.40,-16.85,-14.64,-75.28,-40.73,-108.02,-6.26,216.15,166.82,-51.94,12.55,-31.33,-38.59,-26.69,-30.88,-9.63,-28.80,-447.07,-79.46,-70.51,-82.52,4.22,-70.16,50.74,-31.03,60.30,-36.74,26.15,99.04
IncomeNetGrossProfit_qq,,11.72,49.59,-64.30,54.08,12.25,23.30,-38.28,24.81,-4.97,33.50,-7.34,8.72,9.36,-14.11,-87.19,315.15,6.08,-3.44,-21.62,8.79,13.93,-254.28,149.45,-24.36,350.00,-63.37,-74.81,202.04,11.82,13.90,-96.29,664.29,2.80,147.27,-165.81,251.96,-69.49,130.12,-81.68,437.14,-17.02,-12.82,-246.32,159.80,-61.34,26.09,-3437.93,101.96,118.42,-51.81,-690.00,77.54,73.58,914.29
IncomeNetGrossProfit_sq,,-10.38,55.16,-49.73,-31.95,-3.57,23.30,-70.63,75.92,14.96,84.00,-34.22,8.72,66.83,-14.11,-90.42,315.15,-13.09,6.17,-8.32,26.82,19.08,-24.97,54.77,28.68,84.10,65.93,-88.42,121.67,-20.84,89.62,-330.69,223.30,-2.00,91.18,-95.80,94.39,64.09,-70.45,-24.78,100.31,-17.02,29.58,-246.32,78.15,-7.15,51.05,-544.19,89.90,-19.90,92.60,-10.56,-14.62,17.71,456.83
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,657000000,734000000,1098000000,392000000,604000000,678000000,836000000,516000000,644000000,612000000,817000000,757000000,823000000,900000000,773000000,99000000,411000000,436000000,421000000,330000000,359000000,409000000,-631000000,312000000,236000000,1062000000,389000000,98000000,296000000,331000000,377000000,14000000,107000000,110000000,272000000,-179000000,272000000,83000000,191000000,35000000,188000000,156000000,136000000,-199000000,119000000,46000000,58000000,-1936000000,38000000,83000000,40000000,-236000000,-53000000,-14000000,114000000
IncomeBeforeTaxProfit_yy,,,,,-8.07,-7.63,-23.86,31.63,6.62,-9.73,-2.27,46.71,27.80,47.06,-5.39,-86.92,-50.06,-51.56,-45.54,233.33,-12.65,-6.19,-249.88,-5.45,-34.26,159.66,161.65,-68.59,25.42,-68.83,-3.08,-85.71,-63.85,-66.77,-27.85,-1378.57,154.21,-24.55,-29.78,119.55,-30.88,87.95,-28.80,-668.57,-36.70,-70.51,-57.35,-872.86,-68.07,80.43,-31.03,87.81,-239.47,-116.87,185.00
IncomeBeforeTaxProfit_sy,,,,,-22.46,131.91,-18.85,-98.26,-31.76,-9.73,-2.27,83.35,54.02,171.35,-5.39,76.35,26.93,-45.82,-1.88,102.17,-12.65,-6.19,-32.01,-5.15,61.62,51.15,140.40,-16.85,-14.64,-75.28,-40.73,-108.02,-6.26,216.15,166.82,-51.94,12.55,-31.33,-38.59,-26.69,-30.88,-9.63,-28.80,-447.07,-79.46,-70.51,-82.52,4.22,-70.16,50.74,-31.03,60.30,-36.74,26.15,99.04
IncomeBeforeTaxProfit_qq,,11.72,49.59,-64.30,54.08,12.25,23.30,-38.28,24.81,-4.97,33.50,-7.34,8.72,9.36,-14.11,-87.19,315.15,6.08,-3.44,-21.62,8.79,13.93,-254.28,149.45,-24.36,350.00,-63.37,-74.81,202.04,11.82,13.90,-96.29,664.29,2.80,147.27,-165.81,251.96,-69.49,130.12,-81.68,437.14,-17.02,-12.82,-246.32,159.80,-61.34,26.09,-3437.93,101.96,118.42,-51.81,-690.00,77.54,73.58,914.29
