,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
IncomeGrossProfit,528000,1005000,701000,1416000,664000,693000,922000,856000,2058000,1837000,2673000,3958000,2357000,2678000,2171000,2371000,3540000,2325000,3656000,2879000,4628000,1936000,3827000,2323000,1818000,-2559000,778000,2398000,-969000,3276000,-486000
IncomeGrossProfit_yy,,,,,25.76,-31.05,31.53,-39.55,209.92,165.14,189.93,362.33,14.52,45.84,-18.78,-40.09,50.21,-13.21,68.36,21.42,30.74,-16.70,4.70,-19.33,-60.71,-232.13,-79.68,3.26,-153.27,228.05,-162.48
IncomeGrossProfit_sy,,,,,210.06,45.34,31.53,-39.55,8.78,8.33,43.00,199.72,14.52,25.47,2.77,-0.02,-16.40,-72.08,53.49,-30.10,-46.93,11.49,-3.02,26.85,11.98,8.70,-8.52,-20.92,-12.22,-9.52,-31.17
IncomeGrossProfit_qq,,90.28,-30.23,102.00,-53.11,4.32,33.11,-7.16,140.41,-10.76,45.56,48.05,-40.45,13.65,-18.94,9.21,49.30,-34.34,57.26,-21.24,60.75,-58.16,97.65,-39.31,-21.71,-240.70,130.39,208.41,-140.39,438.22,-114.83
IncomeGrossProfit_sq,,-46.38,36.68,149.60,47.26,-29.21,33.11,10.43,120.88,-38.09,20.69,74.20,21.44,-47.98,-17.83,68.74,8.38,-85.52,166.89,-14.70,5.54,-60.97,110.61,10.38,-2.51,-33.33,23.02,-1.22,15.06,-69.50,25.57
IncomeOtherOperatingIncome,,208000,,,,,,,311000,-8000,53000,18000,168000,161000,183000,107000,217000,382000,412000,424000,804000,458000,86000,668000,1258000,1095000,377000,390000,626000,985000,4108000
IncomeOtherOperatingIncome_yy,,,,,,-100.00,,,,,,,-46.13,2190.87,243.09,480.58,29.51,137.88,124.63,297.45,270.57,19.99,-79.05,57.48,56.35,138.91,337.28,-41.66,-50.26,-10.00,988.30
IncomeOtherOperatingIncome_sy,,,,,,-33.53,,,,,,,11.62,-44.44,10.64,45.71,25.00,-10.67,44.30,35.00,27.17,27.49,-11.77,19.16,-6.86,20.76,40.56,-33.09,-21.65,-10.00,-0.42
IncomeOtherOperatingIncome_qq,,,-100.00,,,,,,,-102.47,796.47,-65.60,811.29,-4.24,14.28,-41.79,103.28,75.89,7.92,3.01,89.53,-43.05,-81.16,674.39,88.18,-12.98,-65.52,3.32,60.43,57.46,316.97
IncomeOtherOperatingIncome_sq,,,-53.41,,,,,,,158.85,-67.35,-18.30,20.83,18.92,7.42,59.65,-1.67,57.45,7.92,2.38,-30.18,58.86,-3.26,32.69,-23.42,-30.90,73.57,21.03,-26.70,9.54,-47.35
IncomeOtherOperatingCosts,,545000,,,,,,,561000,304000,338000,290000,235000,1087000,409000,164000,376000,1332000,301000,538000,454000,1414000,687000,491000,71000,1389000,632000,1991000,-960000,1152000,796000
IncomeOtherOperatingCosts_yy,,,,,,-100.00,,,,,,,-58.17,256.90,21.01,-43.24,60.18,22.54,-26.51,227.21,20.85,6.17,128.69,-8.80,-84.38,-1.74,-8.11,305.74,-1453.46,-17.09,25.97
IncomeOtherOperatingCosts_sy,,,,,,-31.06,,,,,,,7.85,-5.45,-27.09,-7.11,-20.00,22.54,-11.20,105.50,-35.12,77.56,35.78,-25.55,-13.16,-22.04,4.78,-56.90,-46.71,-6.32,-16.01
IncomeOtherOperatingCosts_qq,,,-100.00,,,,,,,-45.71,11.02,-14.30,-19.02,363.23,-62.36,-59.80,128.51,254.38,-77.43,78.99,-15.60,211.31,-51.37,-28.62,-85.55,1858.48,-54.52,215.17,-148.22,219.97,-30.90
IncomeOtherOperatingCosts_sq,,,-71.09,,,,,,,60.28,-46.89,11.81,-19.02,85.82,-36.83,70.30,-63.05,127.46,-63.87,74.52,-68.44,263.75,-63.47,-3.10,-45.14,261.66,-49.66,3.40,52.01,35.18,-30.90
IncomeEBIT,,1670000,,,,,,,3586000,1524000,2389000,3686000,2290000,1752000,1946000,2314000,3381000,1375000,3767000,2766000,4979000,981000,3226000,2500000,3005000,-2853000,523000,797000,617000,3110000,2826000
IncomeEBIT_yy,,,,,,-100.00,,,,,,,-36.15,14.95,-18.55,-37.24,47.67,-21.54,93.61,19.54,47.23,-28.66,-14.36,-9.59,-39.63,-390.88,-83.78,-68.11,-79.47,208.99,439.97
IncomeEBIT_sy,,,,,,25.56,,,,,,,22.70,-6.99,20.58,-22.07,-7.82,-120.01,81.59,19.54,-39.28,37.69,-9.18,30.78,15.32,97.60,-8.04,-19.74,-10.12,25.43,-26.37
IncomeEBIT_qq,,,-100.00,,,,,,,-57.49,56.69,54.33,-37.88,-23.47,11.03,18.91,46.16,-59.34,174.00,-26.58,80.02,-80.30,228.92,-22.50,20.19,-194.93,118.34,52.34,-22.62,404.06,-9.12
IncomeEBIT_sq,,,44.91,,,,,,,-46.10,-16.80,123.61,-8.00,-50.34,11.03,18.91,21.92,-111.09,213.71,-9.00,23.12,-68.94,336.87,4.36,12.08,-52.02,37.88,10.34,14.80,-60.13,23.55
IncomeFinanceIncome,,12000,,,,,,,322000,-314000,73000,191000,189000,-422000,1270000,155000,161000,3479000,499000,283000,-782000,846000,649000,550000,914000,3368000,117000,359000,2130000,-534000,472000
IncomeFinanceIncome_yy,,,,,,-100.00,,,,,,,-41.35,-34.72,1640.02,-18.66,-14.53,923.49,-60.69,82.52,-585.22,-75.67,29.91,94.28,216.81,297.94,-81.90,-34.78,133.01,-115.87,302.46
IncomeFinanceIncome_sy,,,,,,-70.27,,,,,,,-41.35,-35.87,-43.09,71.11,11.11,333.02,100.04,82.52,-77.12,-80.56,-75.59,98.02,-67.50,116.46,-20.00,-1.82,28.57,162.50,-62.09
IncomeFinanceIncome_qq,,,-100.00,,,,,,,-197.47,123.28,161.29,-1.08,-323.88,400.70,-87.79,3.94,2057.12,-85.64,-43.30,-376.33,208.15,-23.34,-15.20,66.15,268.43,-96.51,205.64,493.60,-125.10,188.39
IncomeFinanceIncome_sq,,,-5.41,,,,,,,12.39,45.62,-90.24,111.11,26.67,153.61,-31.43,108.33,400.00,-64.90,-43.30,-57.98,-34.78,126.76,-37.50,-22.88,15.71,199.06,-98.71,70.66,118.18,-47.62
IncomeFinanceCosts,,239000,,,,,,,460000,-177000,337000,89000,29000,-192000,278000,116000,-73000,185000,2461000,2808000,2820000,-747000,91000,694000,970000,717000,1254000,526000,-80000,1584000,2285000
IncomeFinanceCosts_yy,,,,,,-100.00,,,,,,,-93.69,-8.95,-17.45,30.82,-351.22,195.86,785.63,2315.52,3967.47,-504.88,-96.31,-75.28,-65.60,195.93,1280.23,-24.25,-108.26,120.97,82.15
IncomeFinanceCosts_sy,,,,,,-2.69,,,,,,,-73.90,-18.09,-28.87,-23.71,41.92,38.96,-17.00,-4.14,-18.21,-20.97,-4.62,13.47,-55.67,38.69,-18.16,-25.08,153.05,32.67,42.49
IncomeFinanceCosts_qq,,,-100.00,,,,,,,-138.41,290.53,-73.60,-67.34,-763.16,244.36,-58.16,-162.72,353.04,1233.68,14.12,0.42,-126.49,112.17,663.73,39.76,-26.12,75.04,-58.08,-115.23,2077.26,44.28
IncomeFinanceCosts_sq,,,-8.95,,,,,,,-6.22,-16.28,-12.80,-42.59,65.30,-1.49,-23.62,17.11,19.48,-4.49,3.64,8.74,6.40,-2.29,46.92,-62.32,133.79,-25.63,3.42,5.87,22.18,14.07
IncomeOtherIncome,,787000,,,,,,,,595000,,,,561000,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,-100.00,,,,,,,,-5.73,,,,-100.00,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,-88.89,,,,,,,,-52.86,,,,-100.00,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,-100.00,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,-100.00,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1136000,736000,780000,1071000,-448000,261000,306000,905000,2237000,1983000,2125000,3788000,2449000,2083000,2938000,2352000,3616000,4669000,1806000,240000,1376000,2574000,3784000,2356000,2949000,-202000,-614000,630000,2827000,992000,1014000
IncomeNetGrossProfit_yy,,,,,-139.44,-64.60,-60.77,-15.50,599.32,660.79,594.46,318.58,9.50,5.08,38.26,-37.90,47.61,124.11,-38.54,-89.78,-61.94,-44.87,109.57,879.82,114.32,-107.85,-116.22,-73.25,-4.15,590.53,265.17
IncomeNetGrossProfit_sy,,,,,63.05,14.92,8.16,-22.45,-4.62,-5.67,-15.73,120.16,38.26,16.16,-14.67,-21.39,-4.58,-123.35,51.85,-12.29,-40.20,4.61,8.45,44.22,63.38,45.48,12.79,-26.64,-12.52,10.15,-24.12
IncomeNetGrossProfit_qq,,-35.20,5.96,37.31,-141.83,158.17,17.42,195.75,147.18,-11.37,7.18,78.26,-35.34,-14.95,41.02,-19.93,53.70,29.13,-61.33,-86.68,472.19,87.06,47.00,-37.73,25.16,-106.85,-203.57,202.71,348.50,-64.92,2.22
IncomeNetGrossProfit_sq,,-35.20,5.96,60.78,-13.08,1.64,-30.37,30.95,147.18,-43.47,15.25,86.71,1.66,-56.68,12.37,13.52,53.70,-109.85,158.28,3.70,43.50,5.16,66.70,-5.66,24.65,-58.69,48.25,3.84,26.08,-83.25,31.77
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1136000,736000,780000,1071000,-448000,261000,306000,905000,2237000,1983000,2125000,3788000,2449000,2083000,2938000,2352000,3616000,4669000,1806000,240000,1376000,2574000,3784000,2356000,2949000,-202000,-614000,630000,2827000,992000,1014000
IncomeBeforeTaxProfit_yy,,,,,-139.44,-64.60,-60.77,-15.50,599.32,660.79,594.46,318.58,9.50,5.08,38.26,-37.90,47.61,124.11,-38.54,-89.78,-61.94,-44.87,109.57,879.82,114.32,-107.85,-116.22,-73.25,-4.15,590.53,265.17
IncomeBeforeTaxProfit_sy,,,,,63.05,14.92,8.16,-22.45,-4.62,-5.67,-15.73,120.16,38.26,16.16,-14.67,-21.39,-4.58,-123.35,51.85,-12.29,-40.20,4.61,8.45,44.22,63.38,45.48,12.79,-26.64,-12.52,10.15,-24.12
IncomeBeforeTaxProfit_qq,,-35.20,5.96,37.31,-141.83,158.17,17.42,195.75,147.18,-11.37,7.18,78.26,-35.34,-14.95,41.02,-19.93,53.70,29.13,-61.33,-86.68,472.19,87.06,47.00,-37.73,25.16,-106.85,-203.57,202.71,348.50,-64.92,2.22
IncomeBeforeTaxProfit_sq,,-35.20,5.96,60.78,-13.08,1.64,-30.37,30.95,147.18,-43.47,15.25,86.71,1.66,-56.68,12.37,13.52,53.70,-109.85,158.28,3.70,43.50,5.16,66.70,-5.66,24.65,-58.69,48.25,3.84,26.08,-83.25,31.77
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,901000,594000,661000,856000,-386000,152000,156000,717000,1794000,1590000,1665000,3050000,1972000,1678000,2331000,1887000,2913000,3615000,1352000,27000,986000,1959000,2979000,1907000,2855000,340000,-907000,759000,2289000,1185000,1403000
IncomeNetProfit_yy,,,,,-142.84,-74.33,-76.40,-16.24,564.73,943.29,967.58,325.41,9.95,5.53,39.99,-38.14,47.69,115.43,-41.99,-98.59,-66.17,-45.82,120.25,7071.71,189.69,-82.64,-130.45,-60.19,-19.83,248.70,254.62
IncomeNetProfit_sy,,,,,46.98,20.77,1.74,-19.30,2.71,5.99,3.23,166.56,39.66,24.15,-21.22,-36.14,-3.33,-54.61,31.80,-62.51,-45.48,-25.51,32.50,38.50,104.01,24.37,3.55,-17.14,-27.62,32.68,-17.51
IncomeNetProfit_qq,,-34.10,11.33,29.50,-145.09,139.48,2.36,359.62,150.19,-11.36,4.74,83.15,-35.34,-14.92,38.93,-19.06,54.37,24.10,-62.59,-98.03,3605.51,98.74,52.08,-35.96,49.68,-88.09,-366.84,183.72,201.41,-48.21,18.32
IncomeNetProfit_sq,,-34.10,15.56,41.29,-16.06,-9.18,2.36,-8.78,150.19,-44.51,4.74,89.85,-8.91,-68.00,-4.40,128.76,-17.62,-72.90,151.24,-11.74,32.16,30.94,67.72,-3.00,44.88,-69.48,69.54,-0.66,6.89,-84.60,59.21
IncomeShareholderNetProfit,901000,594000,661000,856000,-386000,152000,156000,717000,1794000,1590000,1665000,3050000,1972000,1678000,2331000,1887000,2913000,3615000,1352000,27000,986000,1959000,2979000,1907000,2855000,340000,-907000,759000,2289000,1185000,1403000
IncomeShareholderNetProfit_yy,,,,,-142.84,-74.32,-76.40,-16.24,564.73,943.29,967.58,325.41,9.95,5.53,39.99,-38.14,47.69,115.43,-41.99,-98.59,-66.17,-45.82,120.25,7071.71,189.69,-82.64,-130.45,-60.19,-19.83,248.70,254.62
IncomeShareholderNetProfit_sy,,,,,30.93,18.09,1.74,-19.30,2.62,-1.91,26.99,166.39,46.70,44.27,-4.76,-36.14,-3.33,-46.91,31.59,-65.33,-45.44,-25.51,32.19,38.50,110.14,26.46,0.94,-17.13,-27.45,32.68,-17.51
IncomeShareholderNetProfit_qq,,-34.12,11.35,29.50,-145.09,139.48,2.36,359.62,150.19,-11.36,4.74,83.15,-35.34,-14.92,38.93,-19.06,54.37,24.10,-62.59,-98.03,3605.51,98.74,52.08,-35.96,49.68,-88.09,-366.84,183.72,201.41,-48.21,18.32
IncomeShareholderNetProfit_sq,,-34.12,15.49,36.74,-13.81,-9.08,2.36,-8.78,150.19,-44.51,4.74,89.92,-8.91,-68.00,-2.87,128.76,-18.61,-72.38,151.24,-11.82,33.67,30.94,67.72,-3.12,44.88,-69.20,60.60,-0.66,7.03,-84.60,72.83
BalanceNoncurrentAssets,,17588000,,,,25815000,,,,23034000,25012000,28522000,31371000,32656000,33352000,38106000,39709000,45719000,48108000,,,54114000,,134179000,134233000,144684000,144274000,142788000,139166000,138849000,139390000
BalanceNoncurrentAssets_yy,,,,,,46.77,,,,-10.77,,,,41.77,33.34,33.60,26.58,40.00,44.24,-100.00,-100.00,18.36,-100.00,,,167.37,,6.42,3.67,-4.03,-3.39
BalanceNoncurrentAssets_sy,,,,,,3.95,,,,2.85,,,,6.05,5.90,3.25,4.93,5.79,4.74,0.21,-1.74,10.92,-3.54,,,-2.75,,4.66,2.88,3.07,5.22
BalanceNoncurrentAssets_qq,,,-100.00,,,,-100.00,,,,8.59,14.03,9.99,4.10,2.13,14.25,4.21,15.13,5.22,-100.00,,,-100.00,,0.04,7.79,-0.28,-1.03,-2.54,-0.23,0.39
BalanceNoncurrentAssets_sq,,,-0.32,,,,2.10,,,,4.94,1.16,2.08,-0.26,0.08,0.42,1.17,0.71,-0.57,-0.42,,,-1.18,,-0.09,4.67,0.48,0.23,0.94,0.78,0.19
BalanceIntangibleAssets,,151000,,,,,,,,210000,201000,257000,327000,369000,355000,343000,563000,342000,354000,,,2533000,,56050000,56301000,27512000,27051000,26175000,24829000,24438000,23852000
BalanceIntangibleAssets_yy,,,,,,-100.00,,,,,,,,75.65,76.04,33.30,72.43,-7.20,-0.20,-100.00,-100.00,639.87,-100.00,,,985.92,,-53.30,-55.90,-11.17,-11.83
BalanceIntangibleAssets_sy,,,,,,-9.61,,,,,,,,24.86,1.33,0.66,-0.63,-0.10,0.16,-0.09,-0.17,-1.39,-6.80,,,-0.34,,-1.37,-0.84,1.63,2.35
BalanceIntangibleAssets_qq,,,-100.00,,,,,,,,-4.12,27.63,27.02,13.01,-3.91,-3.36,64.31,-39.18,3.35,-100.00,,,-100.00,,0.45,-51.13,-1.67,-3.24,-5.14,-1.57,-2.40
BalanceIntangibleAssets_sq,,,-8.40,,,,,,,,-0.12,0.39,0.55,-0.44,-0.33,-1.02,0.04,-3.52,-0.10,-1.46,,,-2.80,,0.03,,-1.74,0.10,-0.02,0.07,-2.40
BalanceProperty,,17204000,,,,,,,,22163000,24049000,27392000,30220000,31819000,32442000,37207000,38591000,45141000,47112000,,,50605000,,77613000,77456000,116594000,116681000,115681000,113385000,113952000,115312000
BalanceProperty_yy,,,,,,-100.00,,,,,,,,43.57,34.90,35.83,27.70,41.87,45.22,-100.00,-100.00,12.11,-100.00,,,130.40,,49.05,46.39,-2.27,-1.17
BalanceProperty_sy,,,,,,2.05,,,,,,,,5.77,8.49,5.00,4.70,7.83,5.57,-1.48,-1.28,11.09,-1.60,,,-2.21,,9.72,13.46,2.88,8.29
BalanceProperty_qq,,,-100.00,,,,,,,,8.51,13.90,10.32,5.29,1.96,14.69,3.72,16.97,4.37,-100.00,,,-100.00,,-0.20,50.53,0.07,-0.86,-1.98,0.50,1.19
BalanceProperty_sq,,,-1.55,,,,,,,,5.71,0.70,2.36,0.33,0.30,0.27,0.61,0.86,-0.82,-0.12,,,-1.19,,-0.66,7.78,0.78,-0.08,1.18,0.83,0.09
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,5000,5000,
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.28
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.76
BalanceOtherNoncurrentAssets,,234000,,,,,,,,661000,762000,873000,825000,468000,556000,556000,556000,236000,642000,,,975000,,516000,476000,578000,538000,927000,947000,452000,226000
BalanceOtherNoncurrentAssets_yy,,,,,,-100.00,,,,,,,,-29.15,-27.04,-36.31,-32.62,-49.59,15.55,-100.00,-100.00,313.22,-100.00,,,-40.69,,79.68,98.88,-21.73,-57.92
BalanceOtherNoncurrentAssets_sy,,,,,,-8.68,,,,,,,,-24.30,-18.36,-4.19,-5.39,-0.86,10.76,-8.09,-20.07,18.04,52.93,,,-15.10,,-12.81,-22.28,-3.60,-5.91
BalanceOtherNoncurrentAssets_qq,,,-100.00,,,,,,,,15.34,14.56,-5.48,-43.27,18.77,,,-57.56,172.27,-100.00,,,-100.00,,-7.75,21.41,-7.00,72.51,2.10,-52.22,-50.00
BalanceOtherNoncurrentAssets_sq,,,3.11,,,,,,,,1.92,-4.57,-5.48,-6.38,1.47,,,-8.06,3.19,-2.14,,,-1.94,,-1.98,-0.97,-4.32,-1.22,-5.64,-0.08,-8.15
BalanceCurrentAssets,,11214000,,,,11059000,,,,23178000,24075000,31292000,28999000,26957000,24072000,27467000,29341000,33621000,34332000,,,35243000,,72743000,73927000,76228000,81099000,83069000,73247000,77348000,78080000
BalanceCurrentAssets_yy,,,,,,-1.38,,,,109.58,,,,16.30,-0.01,-12.23,1.18,24.72,42.62,-100.00,-100.00,4.82,-100.00,,,116.29,,14.20,-0.92,1.47,-3.72
BalanceCurrentAssets_sy,,,,,,11.74,,,,15.76,,,,3.42,1.10,1.50,1.45,-3.10,1.62,-11.88,1.89,4.96,7.16,,,2.82,,2.60,-0.24,6.36,0.71
BalanceCurrentAssets_qq,,,-100.00,,,,-100.00,,,,3.87,29.98,-7.33,-7.04,-10.70,14.10,6.83,14.59,2.11,-100.00,,,-100.00,,1.63,3.11,6.39,2.43,-11.82,5.60,0.95
BalanceCurrentAssets_sq,,,7.54,,,,4.58,,,,3.87,5.94,1.21,-5.19,-1.94,6.86,-1.38,-8.64,3.80,6.11,,,2.94,,-2.44,-11.16,9.16,3.72,2.80,-2.75,6.56
BalanceInventory,,3183000,,,,,,,,7389000,7930000,7502000,8261000,7869000,8250000,8925000,7950000,7897000,9543000,,,7702000,,23923000,23334000,23101000,25631000,25305000,24693000,23328000,26841000
BalanceInventory_yy,,,,,,-100.00,,,,,,,,6.50,4.03,18.97,-3.77,0.36,15.68,-100.00,-100.00,-2.47,-100.00,,,199.94,,5.77,5.82,0.99,4.72
BalanceInventory_sy,,,,,,8.19,,,,,,,,3.76,4.03,2.26,-0.26,-0.97,-6.71,0.15,3.24,15.51,22.19,,,-0.95,,4.92,10.28,9.28,13.10
BalanceInventory_qq,,,-100.00,,,,,,,,7.33,-5.40,10.12,-4.74,4.84,8.19,-10.93,-0.66,20.84,-100.00,,,-100.00,,-2.46,-1.00,10.95,-1.27,-2.42,-5.53,15.06
BalanceInventory_sq,,,13.38,,,,,,,,7.33,-5.40,0.22,-1.16,5.99,-0.51,-2.05,-1.89,7.60,1.80,,,-0.36,,-6.20,0.72,6.10,4.02,0.78,7.51,-0.50
BalanceCurrentReceivables,,7282000,,,,10692000,,,,14817000,14841000,19687000,17640000,17189000,13107000,16440000,17335000,17278000,17373000,,,24924000,,40720000,38679000,43846000,41258000,45034000,38024000,47248000,42976000
BalanceCurrentReceivables_yy,,,,,,46.82,,,,38.58,,,,16.01,-11.68,-16.49,-1.73,0.52,32.55,-100.00,-100.00,44.25,-100.00,,,75.92,,10.59,-1.69,7.76,4.17
BalanceCurrentReceivables_sy,,,,,,17.72,,,,18.70,,,,-3.08,3.07,-6.40,1.16,5.23,-0.05,4.32,-0.57,5.57,4.82,,,-0.92,,5.65,3.46,3.92,4.17
BalanceCurrentReceivables_qq,,,-100.00,,,,-100.00,,,,0.16,32.66,-10.40,-2.55,-23.75,25.43,5.44,-0.33,0.55,-100.00,,,-100.00,,-5.01,13.36,-5.90,9.15,-15.57,24.26,-9.04
BalanceCurrentReceivables_sq,,,9.83,,,,-1.08,,,,0.61,12.82,-1.71,-13.12,10.95,12.55,5.15,-11.04,5.40,7.48,,,8.66,,-0.26,-19.52,24.44,4.51,3.51,-15.22,14.73
BalanceCurrentInvestments,,0,,,,367000,,,,72000,576000,3656000,2333000,0,1617000,738000,2249000,3130000,1258000,,,,,,,1574000,1457000,1462000,2049000,635000,
BalanceCurrentInvestments_yy,,,,,,111215.15,,,,-80.42,,,,-100.00,180.75,-79.81,-3.60,,-22.18,-100.00,-100.00,-100.00,-100.00,,,,,,,-59.70,-100.00
BalanceCurrentInvestments_sy,,,,,,182.61,,,,-41.48,,,,-80.62,-68.99,-52.87,-22.83,,,-20.00,-35.94,-28.64,-22.28,,,,,,,-25.00,-18.90
BalanceCurrentInvestments_qq,,,-100.00,,,,-100.00,,,,700.57,534.90,-36.21,-100.00,,-54.34,204.62,39.19,-59.80,-100.00,,,,,,,-7.48,0.39,40.08,-69.02,-100.00
