,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit,-8469000,-50646000,-4622000,-9851000,-22556000,-125105000,-95634000,-62995000,3707000,-96399000,34339000,-69579000,20023000,-48149000,-16088000,-13188000,-77915000,8432000,33917000,-44049000,16332000,-48388000,-4879000,-5723000,13513000,15436000,-7066000,-50709000,-3015000,-79078000,25851000,58713000,30730000,-25531000,-1895000,-2894000,11905000,6494000,13752000,-11758000,76469000,-26427000,7748000,14603000,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26580000,55662000
IncomeNetProfit,-6388000,-41920000,-5853000,-7507000,-19659000,-125301000,-81962000,-68622000,-954000,-66573000,27468000,-64011000,17770000,-33987000,-14411000,-14308000,-65802000,4139000,26064000,-49337000,13798000,-45215000,-6525000,-6399000,13395000,14888000,-7129000,-51296000,-3495000,-75907000,27715000,60009000,31247000,-24235000,-1485000,-2908000,10827000,3495000,14550000,-11741000,75543000,-27586000,5551000,11174000,26046000,56114000
IncomeShareholderNetProfit,-6308000,-42146000,-5782000,-7584000,-19625000,-125318000,-79419000,-68622000,-954000,-66573000,27553000,-63903000,17834000,-34399000,-14254000,-13064000,-66772000,4333000,26110000,-49133000,13868000,-46049000,-6525000,-6399000,13395000,14888000,-7129000,-51296000,-3495000,-75907000,27715000,60009000,31247000,-24235000,-1485000,-2908000,10827000,3495000,14550000,-11741000,75543000,-27586000,5551000,11174000,,
BalanceNoncurrentAssets,1086343000,1275107000,1298092000,939051000,926903000,1406320000,1434757000,1297936000,1152588000,1131667000,1160886000,1090235000,1106121000,1086265000,1109602000,1090343000,1079110000,1068033000,978224000,972958000,996582000,990169000,1008483000,1003677000,945028000,943287000,830415000,833718000,792070000,794365000,788258000,787592000,808995000,806529000,818528000,811206000,795009000,794826000,796200000,796867000,831059000,1022000,3231000,3374000,1689000,1238000
BalanceIntangibleAssets,2545000,2445000,2382000,933000,881000,829000,1109000,1059000,1084000,1303000,1286000,1240000,1255000,1145000,1036000,935000,839000,933000,813000,707000,626000,558000,503000,432000,470000,435000,401000,367000,349000,336000,308000,279000,254000,225000,194000,166000,1075497000,1245896000,1251884000,892098000,811116000,1279725000,1284710000,1166713000,1053967000,1038835000
BalanceProperty,1060342000,1007833000,1020062000,1004189000,1012856000,1003507000,996616000,988443000,946218000,894381000,917487000,911012000,928438000,923922000,868172000,868103000,756477000,755148000,713535000,714179000,704639000,704081000,724370000,718698000,730929000,723962000,706468000,705977000,705633000,705479000,739365000,4078000,12337000,31070000,30971000,29322000,33079000,37869000,36070000,9778000,9347000,10124000,10020000,11490000,11043000,14275000
BalanceNoncurrentReceivables,13550000,13956000,13551000,13565000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,12361000,12425000,11979000,13250000,12722000,9121000,7207000,5481000,5921000,4664000,4289000,3465000,2792000,2810000,2247000,2115000,688000,723000,715000,638000,551000,5746000,13643000,11763000,14294000,85227000,90971000,109733000,92771000,87911000,82605000,89591000,71274000,73510000,69949000,81168000,72000000,67299000,64784000,17297000,65180000,65735000,66339000,65862000,66219000,67028000
BalanceOtherNoncurrentAssets,67351000,67898000,72146000,73440000,75426000,79720000,80318000,81447000,85235000,85149000,86248000,87539000,87880000,89704000,90643000,91528000,650010000,690147000,605741000,620023000,618045000,746780000,772259000,777456000,641500000,542442000,466266000,397468000,332041000,324517000,313231000,319207000,326727000,332337000,348221000,290434000,300676000,337426000,205514000,216111000,221144000,237820000,256693000,258511000,265279000,191568000
BalanceCurrentAssets,172480000,159668000,155795000,130140000,139356000,149461000,165277000,164060000,158490000,139238000,132466000,429484000,473824000,446475000,478613000,519153000,650289000,680123000,696976000,569890000,464754000,389933000,302040000,265824000,255621000,245941000,242293000,246388000,254220000,271779000,227121000,238396000,238866000,102784000,103373000,100956000,138956000,145046000,147879000,148104000,77147000,72552000,72490000,73733000,76534000,86237000
BalanceInventory,94806000,101964000,85372000,81854000,60607000,41980000,103068000,56419000,34394000,31288000,32116000,32703000,32575000,28114000,17994000,20717000,33320000,35880000,22623000,18741000,19014000,20196000,22598000,18882000,17109000,20499000,19646000,21280000,16796000,25345000,21599000,30907000,18042000,23418000,21874000,19981000,16411000,20100000,20729000,19585000,17285000,17305000,19383000,16280000,14048000,17394000
BalanceCurrentReceivables,16967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments,,117459000,159903000,124872000,110121000,66775000,63788000,59561000,52366000,53616000,56971000,43013000,59547000,43593000,50155000,48276000,56718000,57741000,59235000,59332000,42814000,42634000,77281000,85934000,87393000,98588000,67956000,93604000,87214000,95301000,94440000,83517000,67078000,61333000,34022000,35834000,37349000,43930000,62409000,62589000,61238000,73519000,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
BalanceOtherCurrentAssets,356169000,325176000,0,0,0,,109241000,103634000,113500000,104837000,113116000,115811000,8392000,8332000,6989000,2862000,2799000,3030000,2951000,2488000,2419000,2388000,2397000,28898000,29183000,44356000,45069000,17762000,2595000,2673000,2665000,,,,1736353000,1965254000,1903833000,1915243000,1870124000,2153100000,2207016000,2075392000,1903329000,1777744000,1740651000,1592540000
BalanceAssetsForSale,1551277000,1526593000,1431224000,1417882000,1412825000,1400370000,1329307000,1266191000,1300288000,1330546000,1216486000,1222208000,1168560000,1183504000,1116007000,1121412000,1101705000,1031001000,978500000,949856000,967463000,939335000,957884000,960667000,960286000,958887000,954690000,936105000,963525000,889250000,948710000,800136000,783394000,737924000,720014000,648323000,544639000,464909000,496806000,439720000,417645000,412247000,405896000,339356000,366724000,382196000
BalanceTotalAssets,396241000,301358000,293391000,297243000,310235000,316419000,307416000,260772000,257687000,191769000,224449000,281688000,312389000,280807000,279452000,284294000,293281000,301889000,316443000,305724000,381222000,354793000,360588000,388069000,1873000,1823000,1734000,1706000,1623000,26153000,29468000,28015000,25750000,24208000,25986000,24823000,25147000,24988000,27685000,26085000,26710000,25785000,25625000,26184000,27135000,26428000
BalanceCapital,25995000,26146000,26081000,26172000,26716000,25630000,26290000,26568000,26711000,26754000,27739000,27028000,27730000,26450000,26492000,27009000,26143000,26379000,27339000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,,,900289000,903645000,804245000,793051000,754648000,858304000,883501000,836825000,800926000,785135000,811822000,786817000,799548000,804396000,842964000,815124000,890471000,873055000,830007000,840100000,870217000,854872000,837241000,838394000,841721000,844169000,866351000
BalanceOwnShares,843888000,857084000,862602000,858228000,859293000,888384000,871050000,891171000,863975000,865866000,876768000,862033000,866850000,901573000,5518000,4918000,2647000,2535000,2489000,5311000,3441000,3272000,3007000,1808000,1546000,3057000,2941000,1678000,2637000,2439000,2293000,2143000,,,,,,,,,,,,,,
BalanceReserve,,,,,,623280000,815574000,809704000,545921000,550163000,803750000,896237000,621413000,484833000,782972000,853463000,733998000,745018000,736855000,700942000,685182000,665930000,650198000,359345000,335170000,331487000,344349000,720078000,733123000,713012000,479636000,372163000,93728000,96261000,306430000,301062000,292373000,297177000,304820000,307751000,302585000,289143000,375986000,370897000,385680000,408512000
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,492498000,644923000,675802000,427881000,427553000,634134000,717183000,452100000,376800000,676144000,740092000,644673000,650923000,644474000,599691000,573131000,578416000,558354000,300282000,286887000,283177000,289154000,658223000,656041000,650910000,434741000,330507000,50246000,51591000,259572000,256167000,248562000,250598000,250057000,255725000,248968000,231963000,318145000,309402000,323099000,341300000,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130781000,170651000,133902000,118040000,122609000
BalanceNoncurrentObligations,169616000,179054000,169313000,108033000,106828000,113371000,89325000,94095000,92381000,101251000,112051000,87514000,91845000,59062000,48282000,48310000,55196000,61855000,77081000,62101000,44895000,41655000,43482000,44670000,46858000,44895000,43811000,46578000,54762000,52026000,53617000,57180000,57841000,61496000,62580000,67212000,218306000,196051000,291346000,335092000,342621000,624024000,659014000,906068000,870700000,419790000
BalanceNoncurrentLeasing,362409000,357069000,310750000,299063000,388290000,363537000,362407000,351787000,668605000,637630000,671558000,675961000,179988000,181668000,194776000,446181000,552074000,803235000,723756000,412183000,396631000,378031000,385992000,341234000,348244000,341639000,365419000,201679000,228999000,189837000,166945000,86305000,142633000,184523000,213410000,242354000,222815000,200741000,230292000,228182000,136656000,102123000,76869000,63167000,57519000,65784000
BalanceNoncurrentOtherLiabilities,57434000,55857000,60045000,125213000,119302000,136461000,174104000,57505000,61877000,74255000,107323000,141355000,151158000,160859000,58620000,64771000,48101000,44950000,45414000,68616000,93080000,101745000,115928000,145806000,121323000,96178000,132000000,53418000,106822000,121682000,100267000,399307000,455819000,672871000,641007000,281840000,259274000,279241000,246836000,240743000,321084000,304692000,304990000,290155000,541674000,516636000
BalanceCurrentLiabilities,533461000,500247000,122367000,119612000,120342000,338646000,410489000,651840000,562687000,353347000,329243000,323400000,333191000,287917000,276575000,245989000,261548000,84027000,80586000,65480000,67138000,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,0,0,,0,248301000,236927000,1903000,2454000,2905000,81392000,77661000,84525000,81729000,81068000,83902000,1422000,1411000,1560000,1588000,1717000,1692000,1636000,1611000,116000,179000
BalanceCurrentObligations,179000,213000,230000,237000,210000,216000,2617000,6531000,7851000,7904000,3053000,2570000,2126000,1724000,2607000,3034000,3629000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,1736353000,1965254000,0,1903833000,1666942000,1633197000,0,2153100000,2207016000,2075392000,0,1823449000,1701376000,1657138000,0,1511769000,1470955000,1443492000,0,1431224000,1417882000,1412825000,1400370000,1329307000,1266191000,1300288000,1330546000,1216486000,1222208000
BalanceCurrentOtherLiabilities,1168560000,1183504000,1116007000,1121412000,1101705000,1031001000,978500000,949856000,967463000,939335000,957884000,960667000,960286000,958887000,954690000,936105000,963525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-96823000,65928000,51967000,-80495000,-8148000,-54724000,-38971000,3839000,11264000,-31752000,-64948000,39706000,-3291000,38311000,39527000,38656000,25355000,25415000,38836000,6170000,11424000,22048000,10227000,17420000,10502000,20278000,50570000,21130000,16443000,18229000,-23721000,34077000,8485000,24206000,10766000,-972000,-11205000,6386000,10836000,4650000,7904000,13377000,46000000,23086000,7613000,15484000
CashflowAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11224000,2705000,2684000,10565000,2693000,2735000,-343612000
CashflowInvestingCashflow,-81044000,-27496000,-7977000,-3663000,-1318000,-1251000,-1252000,-715000,-353000,-705000,3028000,-939000,-286000,-1790000,-1121000,-947000,-682000,25188000,-5450000,-171000,-17000,-1144000,1676000,-606000,-1701000,-2003000,-3309000,371000,562000,-977000,968000,-1758000,143000,-1038000,5685000,5446000,-4426000,2466000,-787000,831000,-1809000,-655000,-2186000,-1704000,-2582000,47765000
CashflowCapex,13120000,53682000,-32668000,3275000,953000,934000,-280000,400000,156000,329000,230000,471000,568000,578000,1596000,754000,558000,1531000,981000,125000,1355000,411000,805000,343000,740000,1294000,2380000,609000,2417000,1662000,1228000,867000,247000,483000,695000,346000,668000,-466000,447000,38000,566000,215000,767000,13000,366000,318808000
CashflowFinancingCashflow,11343000,115746000,-18519000,-2066000,-2408000,54229000,17591000,24278000,3567000,36192000,-9535000,-14588000,-28146000,-38355000,-30819000,-45696000,-16931000,-25704000,-35343000,-1977000,-22129000,-14370000,-10004000,-22821000,-19083000,-13699000,-9244000,-14992000,-8047000,-6050000,-9079000,-12995000,-16438000,-11537000,-16010000,-11337000,-7603000,-39291000,-2314000,-6929000,-4746000,-26889000,-20542000,-7167000,-693000,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,15180000,0,14443000,21322000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125051000,-5848000,134090000,-105447000
CashflowNetCashflow,-11071000,-38671000,7999000,-30254000,-12313000,-4260000,-7651000,12929000,6566000,-18142000,128000,18332000,-16730000,6837000,6035000,-13334000,11232000,-337000,-2267000,6190000,-14738000,-1736000,35758000,9920000,959000,11413000,-30978000,24235000,-2584000,5839000,-1865000,-11434000,-17095000,-5643000,-25988000,1548000,1806000,6822000,18456000,359000,-1258000,12208000,,,,
