,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,-462000,,6896000,-127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11522000,11226000,17358000,15298000
IncomeNetGrossProfit,20742000,24410000,12705000,-12706000,-3732000,6448000,-30000,-13535000,647000,-6367000,2114000,-2211000,-982000,2558000,3447000,6610000,9478000,8039000,6989000,3136000,2058000,7270000,10615000,5438000,1914000,6913000,7947000,-9456000,3979000,21194000,9347000,2578000,12615000,32280000,19075000,17185000,22866000,20553000,19332000,21697000,23069000,22899000,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11522000,11226000,17358000,15298000
IncomeBeforeTaxProfit,20742000,24410000,12705000,-12706000,-3732000,6448000,-30000,-13535000,647000,-6367000,2114000,-2211000,-982000,2558000,3447000,6610000,9478000,8039000,6989000,3136000,2058000,7270000,10615000,5438000,1914000,6913000,7947000,-9456000,3979000,21194000,9347000,2578000,12615000,32280000,19075000,17185000,22866000,20553000,19332000,21697000,23069000,22899000,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9220000,9062000,13921000,12627000
IncomeNetProfit,16491000,19909000,10111000,-10335000,-3124000,5124000,-867000,-11033000,447000,-7294000,543000,-2500000,-1405000,2200000,3290000,6283000,7015000,7222000,5567000,3081000,2050000,7958000,10646000,5132000,2588000,7785000,7858000,6246000,2852000,20329000,7244000,3521000,9986000,24162000,13338000,12118000,16400000,15396000,15456000,36177000,20210000,18954000,9220000,9062000,13921000,12627000
IncomeShareholderNetProfit,16491000,19909000,10111000,-10335000,-3124000,5124000,-867000,-11033000,447000,-7294000,543000,-2500000,-1405000,2200000,3290000,6283000,7015000,7222000,5567000,3081000,2050000,7958000,10646000,5132000,2588000,7785000,7858000,6246000,2852000,20329000,7244000,3521000,9986000,22020000,12657000,10464000,14251000,14340000,14765000,33967000,19813000,18522000,,,,
BalanceNoncurrentAssets,65090000,69187000,78146000,89295000,100002000,113631000,134448000,136492000,159035000,156071000,154568000,154624000,155519000,154399000,157903000,156583000,158247000,156225000,156607000,154556000,154806000,154060000,151449000,153581000,154348000,153205000,184369000,171012000,221952000,231509000,287830000,268065000,302177000,294630000,318784000,281888000,311604000,360629000,388455000,409443000,425699000,4254000,4020000,3928000,4727000,5563000
BalanceIntangibleAssets,6533000,5996000,6130000,7283000,7424000,7352000,8076000,9809000,10538000,11460000,11580000,10290000,9995000,9738000,10667000,12826000,12675000,13547000,14007000,14623000,15222000,16116000,15773000,16100000,25219000,27294000,27183000,53489000,52729000,53978000,51814000,52590000,53834000,61892000,62808000,65012000,59638000,63572000,72513000,82558000,92313000,104054000,124752000,124425000,144267000,142090000
BalanceProperty,141582000,139481000,138829000,140448000,141367000,141091000,143848000,142858000,143202000,140252000,137837000,137500000,136872000,135745000,138180000,136653000,138813000,137367000,140733000,140367000,159830000,146937000,229931000,226716000,252260000,220196000,251795000,302145000,304873000,323359000,337708000,93000,93000,93000,93000,78000,39000,39000,39000,46000,19000,15000,3404000,3404000,4000,9000
BalanceNoncurrentReceivables,22000,27000,35000,36000,43000,134000,98000,137000,110000,92000,112000,836000,2274000,6981000,7064000,7271000,253000,177000,163000,93000,101000,32000,36000,34000,36000,42000,192000,179000,167000,155000,151000,992000,1456000,1063000,283000,272000,98000,,,,,,,237000,,
BalanceNoncurrInvestments,,,,,43361000,46358000,68007000,70881000,1000,1000,1000,1000,1000,1000,1000,1000,1000,913000,1323000,1445000,1762000,1897000,2013000,2205000,4835000,7156000,6266000,5521000,3663000,3477000,3409000,5067000,3890000,4082000,3337000,3631000,3357000,4009000,3787000,893000,3719000,1453000,1218000,28604000,15598000,14777000
BalanceOtherNoncurrentAssets,12501000,25428000,22811000,18579000,15021000,12452000,9776000,7186000,4613000,21655000,23239000,22936000,100428000,104215000,114615000,191196000,203503000,222047000,192956000,184825000,127419000,122054000,146832000,164518000,190153000,219848000,223548000,253264000,274191000,242731000,222075000,235060000,272856000,260933000,223836000,248612000,278943000,249524000,209915000,255023000,271887000,251208000,201564000,290438000,513556000,463552000
BalanceCurrentAssets,453855000,570251000,573950000,568339000,563189000,671106000,707333000,50075000,49428000,55994000,63760000,78742000,106712000,109255000,106895000,82323000,85999000,91156000,111621000,135368000,147287000,153582000,173979000,181420000,172630000,161684000,171665000,169782000,165925000,144252000,153615000,164924000,146843000,128778000,152099000,151748000,146245000,116749000,153732000,208103000,204590000,196836000,234361000,228040000,254455000,250745000
BalanceInventory,288081000,308177000,27632000,34940000,42732000,30455000,55628000,62014000,61236000,69577000,28074000,30718000,45424000,43049000,47857000,65585000,59969000,72923000,81121000,62991000,51816000,55619000,96512000,72057000,51813000,69261000,85173000,74849000,59941000,69480000,98411000,87287000,70881000,94221000,237655000,217870000,207384000,261337000,272881000,261528000,259619000,302728000,330664000,48000,48000,1048000
BalanceCurrentReceivables,1048000,13080000,22873000,16048000,700000,7309000,2786000,2468000,112000,33000,4000,10000,1000,598000,0,8000,224000,157000,,,,238000,148000,30000,378000,909000,131000,10000,142000,184000,71000,21767000,18865000,14023000,95682000,55040000,29732000,5886000,7279000,9324000,1104000,6733000,9361000,5323000,5850000,9586000
BalanceCurrentInvestments,4428000,9501000,5938000,7906000,5205000,4099000,20518000,26609000,23688000,24183000,22747000,19841000,30151000,19517000,14971000,12609000,39818000,64768000,38973000,47223000,69879000,67218000,45954000,49354000,74927000,63222000,906000,934000,818000,251000,1013000,716000,531000,374000,389000,1447000,1051000,375000,1572000,1122000,401000,1933000,1551000,1172000,669000,2563000
BalanceCash,2463000,2209000,1162000,1891000,4663000,5085000,1355000,3293000,2211000,2705000,1087000,2519000,3000000,2119000,2034000,3765000,5680000,6392000,3329000,5186000,5199000,,,,,,,,,,,,,,,,,,,,,,,,0,
BalanceOtherCurrentAssets,,,42000,31000,30000,29000,26000,19000,20000,20000,19000,16000,18000,17000,56000,104000,53000,65000,16000,18000,165518000,173402000,192761000,280491000,303505000,335678000,327404000,321317000,286454000,278125000,301400000,319142000,345672000,374247000,381451000,409847000,432438000,398956000,378682000,389616000,427662000,414993000,375327000,402224000,433321000,402758000
BalanceAssetsForSale,394310000,426054000,493859000,482737000,489413000,558519000,815751000,758199000,772695000,852139000,885658000,929021000,951709000,1080565000,1133050000,42720000,51782000,65703000,145400000,161891000,168517000,178628000,175379000,151219000,151659000,144099000,142261000,140914000,142707000,152413000,159527000,154299000,159870000,162857000,165206000,158031000,169137000,174556000,177037000,168134000,174986000,193862000,184917000,174893000,182968000,216713000
BalanceTotalAssets,227030000,238433000,249782000,261560000,273569000,272684000,288136000,312763000,329083000,333715000,10075000,10075000,10075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000,12075000
BalanceCapital,12075000,12075000,12075000,12075000,12075000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,14583000,23425000,23425000,88495000,88495000,120042000,120042000,72368000,72597000,72590000,72323000,72443000,72501000,72093000,72226000,72325000,71950000,71954000,71860000,72158000,71515000,71975000,71771000,72164000,72068000,72006000,72143000,72312000,73716000,74600000,75538000,75922000,74966000,73604000,74918000,72676000,72545000,73232000,63892000,62219000,63423000
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41203000,40820000,43545000,43648000,44789000,49378000,3581000,4012000,4598000
BalanceReserve,27983000,27283000,26428000,25513000,24935000,25258000,29293000,35672000,54576000,48019000,56413000,46960000,45719000,44472000,41801000,40291000,47566000,56765000,53831000,50652000,46624000,62605000,55428000,53487000,49083000,47319000,59057000,59084000,89870000,96532000,96643000,90592000,118767000,112154000,111752000,122747000,144220000,181092000,194589000,196464000,206662000,26765000,25873000,24823000,23730000,22922000
BalanceNonshareCapital,21714000,25568000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30156000,
BalanceNoncurrentLiabilities,,39077000,37298000,44759000,40885000,39502000,38446000,34883000,32872000,39860000,49272000,46352000,43779000,40309000,56605000,52569000,48616000,47321000,45736000,52215000,57651000,88525000,89425000,84768000,79613000,76740000,70275000,69839000,83818000,106332000,141354000,143493000,136451000,143138000,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,5368000,,,3764000,3051000,2758000,3437000,2878000,2272000,1623000,3873000,6754000,16033000,17876000,1218000,1410000,1605000,1783000,2013000,3544000,3725000,5516000,15499000,10721000,11654000,6075000,6217000
BalanceNoncurrentObligations,6026000,6918000,7419000,7706000,7493000,7479000,6873000,6315000,6000000,2859000,4871000,1762000,1583000,1474000,1433000,1345000,7107000,8111000,7928000,39269000,38442000,39035000,36657000,36265000,35865000,44342000,43980000,45648000,94815000,94337000,100630000,109578000,116679000,141903000,119483000,110266000,80659000,78447000,100888000,129921000,159039000,187068000,187237000,210029000,230573000,182321000
BalanceNoncurrentLeasing,161994000,173758000,223007000,183251000,145343000,171700000,216104000,180453000,141391000,182053000,229096000,203237000,176057000,240897000,417348000,355443000,355838000,412175000,423965000,410415000,440776000,551006000,588075000,92411000,90455000,96567000,104597000,110311000,137636000,114683000,66428000,34537000,43528000,69488000,97736000,125646000,154575000,148901000,167281000,183878000,139371000,118967000,128398000,175441000,146174000,104587000
BalanceNoncurrentOtherLiabilities,129963000,174259000,133658000,106940000,143468000,182987000,141841000,108429000,170093000,318421000,246917000,256393000,328594000,343482000,317593000,331639000,417836000,458980000,,,,,,,,14814000,,,32352000,27471000,18194000,20421000,22896000,23336000,22744000,28866000,32132000,30600000,32041000,34884000,35588000,24637000,29806000,28589000,29072000,35405000
BalanceCurrentLiabilities,21657000,26143000,31662000,47462000,51032000,50330000,54906000,65674000,58943000,38412000,33666000,34331000,54496000,69976000,63854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,2995000,,,3055000,2984000,3161000,3271000,2799000,2656000,2307000,5066000,5988000,6267000,6618000,878000,704000,615000,543000,835000,663000,647000,27725000,12576000,4868000,10896000,9807000,9461000,8117000,12438000,10339000,9186000,7752000,6836000,6094000,7827000,7127000,7014000,8193000,7581000,7095000,7525000,8826000,9296000,8982000,12702000,10419000
BalanceCurrentObligations,33025000,32070000,36762000,41587000,43625000,47927000,47319000,54072000,57593000,1526000,3178000,3448000,4438000,5533000,3604000,4153000,1299000,1194000,2580000,2310000,1957000,1036000,1040000,3154000,3543000,5377000,4598000,4150000,4382000,4151000,5313000,3936000,4955000,5192000,4295000,2274000,3616000,5151000,4952000,839000,7071000,7835000,7511000,941000,926000,885000
BalanceCurrentLeasing,5498000,1334000,2855000,1030000,165518000,173402000,192761000,280491000,303505000,335678000,327404000,321317000,0,0,0,286454000,278125000,301400000,0,319142000,345672000,374247000,0,381451000,409847000,432438000,398956000,378682000,389616000,427662000,414993000,375327000,402224000,433321000,402758000,394310000,426054000,493859000,482737000,489413000,558519000,815751000,758199000,772695000,852139000,885658000
BalanceCurrentOtherLiabilities,929021000,951709000,1080565000,1133050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-6922000,3552000,7403000,27573000,-15052000,-11429000,-5037000,3726000,-436000,1658000,1968000,2670000,-690000,10782000,6062000,4436000,-318000,4739000,9005000,8670000,-3728000,3498000,4224000,8152000,329000,5776000,23466000,18433000,10286000,7169000,10562000,6911000,17006000,15226000,-2945000,22856000,31483000,2646000,-865000,33324000,40352000,16675000,1960000,55830000,22598000,17887000
CashflowAmortization,1252000,1242000,1274000,1377000,1511000,1613000,1705000,1787000,1874000,1885000,2738000,2759000,2889000,2674000,2809000,3012000,3043000,3295000,3441000,3564000,3835000,3774000,3627000,3632000,3636000,3606000,3634000,3803000,4034000,4100000,4140000,4443000,6276000,6083000,6888000,6550000,6159000,6807000,7574000,7793000,8108000,-2303000,-4832000,-10683000,-11713000,-24152000
CashflowInvestingCashflow,-15614000,-12763000,-7170000,-5212000,-1957000,-998000,-1589000,-326000,-1506000,-1687000,-2913000,-2862000,-1025000,-3745000,-3849000,-3414000,-3613000,-1397000,-3189000,-1291000,-2405000,-2487000,-2996000,-6371000,-4499000,-3472000,-2679000,-3135000,-63426000,-9788000,-19091000,3908000,-10735000,-19049000,19314000,-12187000,-13622000,-23915000,-74274000,-14102000,-17885000,2564000,4949000,9783000,11772000,12349000
CashflowCapex,12428000,20308000,11121000,3718000,2553000,3462000,2275000,1633000,1578000,2131000,3579000,2248000,3564000,3489000,3240000,3114000,2314000,1979000,2954000,1235000,2775000,2955000,2258000,6393000,4221000,3956000,3358000,2624000,51158000,15896000,21554000,4725000,13620000,15334000,-13708000,12235000,14437000,9019000,75774000,14861000,18869000,24149000,-1555000,-1673000,65831000,-1444000
CashflowFinancingCashflow,1819000,-6106000,5041000,2253000,23391000,-27414000,7801000,-7163000,-3559000,-501000,-2964000,-825000,-3227000,-3316000,-2938000,2114000,5126000,-6361000,-3070000,-1734000,-4476000,-4542000,-7638000,-6697000,-2629000,-8136000,-7121000,1627000,32870000,8466000,-5958000,-7939000,-2311000,-2154000,-13696000,-5836000,636000,684000,25965000,17226000,-13487000,,,,67069000,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,42000,,,,,,,,,,,,,,,,,,,13283000,0,
CashflowDividend,,14489000,1000,,,,0,0,,,12075000,0,,,7849000,6641000,,11471000,6036000,,6038000,8452000,,6038000,3622000,15094000,0,0,,6038000,14924000,-2835000,-4953000,81691000,-40648000,-25224000,-23906000,1597000,-3395000,23092000,-26444000,8882000,-8179000,5717000,3874000,-1435000
CashflowNetCashflow,-4005000,487000,1944000,1883000,-5028000,5011000,-3534000,1893000,-2696000,-1105000,16437000,7799000,-2782000,41000,-1047000,-2888000,15498000,-15330000,-4267000,-2193000,27452000,-10400000,-22068000,38942000,22329000,3689000,-21271000,7521000,25722000,-13485000,,,,,,,,,,,,,,,,
