,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_sy,,,,,112.22,-76.60,-27.36,55.56,-44.73,12.50,21.69,-20.35,27.60,-67.51,-45.37,-61.07,97.08,109.01,-25.29,111.08,-57.31,-20.96,61.05,7.69,-9.43,19.46,-6.69,-30.16,-11.11,-29.98,55.50,30.58
IncomeOtherOperatingIncome_qq,,24116.22,-99.19,165.00,-58.96,172.41,-18.57,-59.07,-22.78,10742.62,-96.69,665.30,-31.32,86.71,-94.09,344.09,-91.49,1864.58,-84.52,-10.27,-294.66,230.59,-16.82,-58.12,65.52,10019.79,-93.81,-50.25,-284.95,424.86,-74.62,-58.11
IncomeOtherOperatingIncome_sq,,509.51,-56.84,-11.54,-41.94,-38.18,-72.89,95.18,-40.71,41.03,-10.81,20.07,-37.50,71.43,16.99,-36.70,85.74,79.34,-72.86,61.65,-35.58,140.00,-45.48,90.17,-52.68,172.85,-65.83,37.92,-7.04,173.77,-25.88,45.39
IncomeOtherOperatingCosts,18000,367000,217000,929000,219000,1219000,361000,304000,249000,538000,524000,1124000,1176000,372000,305000,328000,463000,626000,303000,365000,261000,1695000,260000,1024000,237000,19376000,2870000,2935000,-2864000,11922000,3328000,3889000
IncomeOtherOperatingCosts_yy,,,,,1116.67,232.10,66.36,-67.28,13.70,-55.87,45.15,269.74,372.29,-30.86,-41.79,-70.82,-60.63,68.28,-0.66,11.28,-43.63,170.77,-14.19,180.55,-9.20,1043.13,1003.85,186.62,-1308.44,-38.47,15.96,32.50
IncomeOtherOperatingCosts_sy,,,,,75.02,4.06,9.59,21.24,-9.12,-30.74,45.15,-18.10,53.36,-23.31,12.29,-46.14,-21.46,103.00,13.74,2.00,-0.65,2.39,1.82,10.55,13.95,20.50,-0.45,4.98,-11.60,-42.26,8.40,-27.00
IncomeOtherOperatingCosts_qq,,1939.22,-40.88,328.11,-76.43,456.62,-70.39,-15.79,-18.09,116.06,-2.60,114.50,4.63,-68.37,-18.01,7.54,41.16,35.21,-51.60,20.46,-28.49,549.43,-84.66,293.85,-76.86,8075.53,-85.19,2.26,-197.58,516.27,-72.09,16.86
IncomeOtherOperatingCosts_sq,,159.58,-71.21,20.52,16.86,155.18,-75.87,41.18,-34.96,116.06,-54.76,96.18,-15.06,60.80,-36.45,-0.36,19.40,149.91,-73.51,35.71,0.41,89.33,-67.01,26.08,-8.70,271.95,-81.63,29.84,-45.16,122.47,-66.26,12.72
IncomeEBIT,-360000,16745000,5174000,1325000,3508000,953000,1397000,2304000,2449000,10107000,2526000,2997000,2666000,4519000,2779000,4147000,3048000,3123000,2965000,3614000,2650000,2137000,2626000,1557000,3209000,13597000,3747000,6638000,5097000,7309000,6096000,6783000
IncomeEBIT_yy,,,,,1074.44,-94.31,-73.00,73.89,-30.19,960.55,80.82,30.08,8.86,-55.29,10.02,38.37,14.33,-30.89,6.69,-12.85,-13.06,-31.57,-11.43,-56.92,21.09,536.27,42.69,326.33,58.83,-46.25,62.69,2.18
IncomeEBIT_sy,,,,,70.48,16.81,-65.29,-21.14,-70.12,0.48,76.88,-32.76,3.09,-33.81,-72.46,-52.73,26.05,51.89,16.34,99.93,-14.89,13.12,42.31,46.57,-24.46,42.28,-21.30,-5.86,48.66,-34.94,54.08,23.04
IncomeEBIT_qq,,4751.49,-69.10,-74.39,164.75,-72.83,46.59,64.92,6.29,312.70,-75.01,18.65,-11.04,69.50,-38.50,49.23,-26.50,2.46,-5.06,21.89,-26.67,-19.36,22.88,-40.71,106.10,323.71,-72.44,77.16,-23.21,43.40,-16.60,11.27
IncomeEBIT_sq,,109.30,-24.61,6.83,51.18,-58.11,-60.73,110.92,-25.85,-56.63,70.86,-5.43,-35.51,11.81,42.38,-27.88,95.00,-11.52,-16.33,21.89,-12.72,15.92,-41.76,34.91,-25.90,170.71,-69.86,53.59,15.43,51.40,-30.78,23.09
IncomeFinanceIncome,3000,4000,21000,101000,-34000,412000,56000,0,19000,1046000,449000,489000,340000,-867000,37000,703000,37000,-622000,148000,200000,-8000,-12000,135000,66000,-18000,,,,349000,,,
IncomeFinanceIncome_yy,,,,,-1233.33,10573.58,166.67,-100.00,155.88,153.88,701.79,,1689.47,-182.89,-91.76,43.76,-89.12,28.26,300.00,-71.55,-121.62,98.07,-8.78,-67.00,-125.00,100.00,-100.00,-100.00,2038.89,,,
IncomeFinanceIncome_sy,,,,,-30.24,72.39,37.69,-49.48,-0.49,-15.88,-67.33,,-82.36,-45.85,-17.04,-17.20,-5.08,49.11,95.99,-15.74,-1.89,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,,,
IncomeFinanceIncome_qq,,28.67,444.04,380.95,-133.66,1311.76,-86.41,-100.00,,5405.26,-57.07,8.91,-30.47,-355.00,104.27,1800.00,-94.74,-1781.08,123.79,35.14,-104.00,-50.00,1225.00,-51.11,-127.27,100.00,,,,-100.00,,
IncomeFinanceIncome_sq,,-3.46,80.21,29.45,7.96,-8.43,-23.80,-49.13,,-29.29,-36.96,-5.71,-27.84,50.00,45.88,10.00,-30.26,25.62,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,,,,74.12,,
IncomeFinanceCosts,317000,643000,1507000,1298000,1484000,390000,1138000,1164000,1102000,2607000,1613000,1662000,783000,1082000,1094000,1800000,945000,529000,481000,530000,484000,660000,619000,701000,396000,1309000,492000,488000,583000,666000,959000,1306000
IncomeFinanceCosts_yy,,,,,368.14,-39.36,-24.49,-10.32,-25.74,568.46,41.74,42.78,-28.95,-58.50,-32.18,8.30,20.69,-51.11,-56.03,-70.56,-48.78,24.76,28.69,32.26,-18.18,98.33,-20.52,-30.39,47.22,-49.12,94.92,167.62
IncomeFinanceCosts_sy,,,,,111.50,21.27,5.05,-12.18,-25.74,-9.22,8.02,18.39,-28.02,-39.63,-17.30,-5.58,20.69,6.19,-20.37,-4.13,0.40,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,102.90,134.30,-13.87,14.33,-73.72,191.79,2.28,-5.33,136.57,-38.13,3.04,-52.89,38.19,1.11,64.53,-47.50,-44.02,-9.07,10.19,-8.68,36.36,-6.21,13.25,-43.51,230.56,-62.41,-0.81,19.47,14.24,43.99,36.18
IncomeFinanceCosts_sq,,120.28,0.69,-5.61,13.82,-14.72,-10.71,-21.61,-3.95,23.97,19.21,27.54,-50.30,54.10,7.83,2.38,-7.10,59.52,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-674000,16106000,3688000,128000,1990000,975000,315000,1140000,1366000,8546000,1362000,1824000,2223000,2570000,1722000,3050000,2140000,1972000,2632000,3284000,2158000,1465000,2142000,922000,2795000,12105000,3255000,6150000,4863000,6294000,5137000,5477000
IncomeNetGrossProfit_yy,,,,,395.25,-93.95,-91.46,790.62,-31.36,776.51,332.38,60.00,62.74,-69.93,26.43,67.21,-3.73,-23.27,52.85,7.67,0.84,-25.71,-18.62,-71.92,29.52,726.28,51.96,567.03,73.99,-48.00,57.82,-10.94
IncomeNetGrossProfit_sy,,,,,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,2489.62,-77.10,-96.53,1454.69,-51.01,-67.69,261.90,19.82,525.62,-84.06,33.92,21.88,15.61,-33.00,77.12,-29.84,-7.85,33.47,24.77,-34.29,-32.11,46.21,-56.96,203.15,333.09,-73.11,88.94,-20.93,29.43,-18.38,6.62
IncomeNetGrossProfit_sq,,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-674000,16106000,3688000,128000,1990000,975000,315000,1140000,1366000,8546000,1362000,1824000,2223000,2570000,1722000,3050000,2140000,1972000,2632000,3284000,2158000,1465000,2142000,922000,2795000,12105000,3255000,6150000,4863000,6294000,5137000,5477000
IncomeBeforeTaxProfit_yy,,,,,395.25,-93.95,-91.46,790.62,-31.36,776.51,332.38,60.00,62.74,-69.93,26.43,67.21,-3.73,-23.27,52.85,7.67,0.84,-25.71,-18.62,-71.92,29.52,726.28,51.96,567.03,73.99,-48.00,57.82,-10.94
IncomeBeforeTaxProfit_sy,,,,,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,2489.62,-77.10,-96.53,1454.69,-51.01,-67.69,261.90,19.82,525.62,-84.06,33.92,21.88,15.61,-33.00,77.12,-29.84,-7.85,33.47,24.77,-34.29,-32.11,46.21,-56.96,203.15,333.09,-73.11,88.94,-20.93,29.43,-18.38,6.62
IncomeBeforeTaxProfit_sq,,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-674000,14978000,2883000,273000,1525000,618000,289000,854000,1121000,6887000,1080000,1485000,1763000,2048000,1377000,2462000,1428000,1547000,2113000,2443000,1669000,1187000,1772000,743000,2291000,9617000,2857000,4821000,3953000,5173000,4176000,4451000
IncomeNetProfit_yy,,,,,326.26,-95.87,-89.98,212.82,-26.49,1014.40,273.70,73.89,57.27,-70.26,27.50,65.79,-19.00,-24.46,53.45,-0.77,16.88,-23.27,-16.14,-69.59,37.27,710.19,61.23,548.86,72.54,-46.21,46.17,-7.67
IncomeNetProfit_sy,,,,,-53.02,56.14,-51.06,-39.96,-67.55,-11.50,78.53,-49.15,47.88,-13.16,-70.86,-48.66,-10.47,14.01,32.93,84.25,15.48,51.39,54.90,74.51,14.18,5.42,5.02,11.68,44.06,-14.19,44.78,20.03
IncomeNetProfit_qq,,2322.20,-80.75,-90.53,458.61,-59.48,-53.24,195.50,31.26,514.36,-84.32,37.50,18.72,16.17,-32.76,78.79,-42.00,8.33,36.59,15.62,-31.68,-28.88,49.28,-58.07,208.34,319.77,-70.29,68.74,-18.00,30.86,-19.27,6.59
IncomeNetProfit_sq,,0.21,-17.66,12.03,57.87,-16.13,-46.38,36.40,-7.34,-45.73,-17.78,-62.86,26.64,7.40,24.88,24.26,82.52,-17.29,7.26,15.62,17.13,85.44,-57.27,23.52,-10.41,165.17,-66.45,73.45,-1.63,30.86,-32.24,-2.23
IncomeShareholderNetProfit,-674000,14978000,2883000,273000,1525000,267000,289000,854000,1121000,6701000,1080000,1339000,1909000,1776000,1298000,2375000,1345000,1796000,2113000,2443000,1669000,1187000,1772000,743000,2291000,9617000,2857000,4821000,3953000,5173000,4176000,4451000
IncomeShareholderNetProfit_yy,,,,,326.26,-98.22,-89.98,212.82,-26.49,2409.74,273.70,56.79,70.29,-73.50,20.19,77.37,-29.54,1.13,62.79,2.86,24.09,-33.91,-16.14,-69.59,37.27,710.19,61.23,548.86,72.54,-46.21,46.17,-7.67
IncomeShareholderNetProfit_sy,,,,,-51.74,56.36,-48.39,-20.47,-70.24,-16.36,78.53,-49.15,67.04,-13.16,-64.85,-48.66,-12.17,13.85,27.26,75.17,20.02,41.42,46.07,74.50,7.03,5.42,5.02,11.68,44.06,-5.10,44.88,10.99
IncomeShareholderNetProfit_qq,,2322.20,-80.75,-90.53,458.61,-82.49,8.24,195.50,31.26,497.77,-83.88,23.98,42.57,-6.97,-26.91,82.97,-43.37,33.53,17.65,15.62,-31.68,-28.88,49.28,-58.07,208.34,319.77,-70.29,68.74,-18.00,30.86,-19.27,6.59
IncomeShareholderNetProfit_sq,,-7.24,-17.72,19.12,57.87,6.56,-25.16,10.43,-12.28,-45.73,-17.68,-63.90,35.86,2.09,24.88,8.44,71.56,-14.28,1.50,15.62,17.13,85.44,-57.27,23.52,-10.42,165.70,-66.88,73.45,-3.66,37.18,-35.04,-7.42
BalanceNoncurrentAssets,14081000,125696000,124719000,129026000,129917000,132653000,136044000,150691000,162106000,173438000,174728000,174975000,180963000,178572000,178809000,180884000,178855000,188106000,189045000,191533000,194814000,202980000,205062000,207519000,206847000,216854000,219291000,223441000,237852000,257732000,258611000,257226000
BalanceNoncurrentAssets_yy,,,,,822.64,5.54,9.08,16.79,24.78,30.75,28.43,16.12,11.63,2.96,2.34,3.38,-1.16,5.34,5.72,5.89,8.92,7.91,8.47,8.35,6.18,6.84,6.94,7.67,14.99,18.85,17.93,15.12
BalanceNoncurrentAssets_sy,,,,,20.10,10.25,5.96,9.03,46.55,-0.23,7.14,6.20,-0.75,2.96,6.09,3.69,0.79,0.21,0.64,4.15,0.28,-3.38,-3.12,-1.81,-1.08,1.85,-0.61,-1.73,-1.45,3.43,6.44,4.34
BalanceNoncurrentAssets_qq,,792.66,-0.78,3.45,0.69,2.11,2.56,10.77,7.58,6.99,0.74,0.14,3.42,-1.32,0.13,1.16,-1.12,5.17,0.50,1.32,1.71,4.19,1.03,1.20,-0.32,4.84,1.12,1.89,6.45,8.36,0.34,-0.54
BalanceNoncurrentAssets_sq,,12.92,0.57,1.14,-100.00,2.11,-1.70,2.42,-4.87,-1.92,1.77,3.10,0.22,0.23,0.44,,0.56,0.07,-0.12,0.79,0.40,0.13,0.86,1.20,-0.30,1.05,-0.89,1.89,1.78,1.19,0.80,0.70
BalanceIntangibleAssets,,,,,,,9000,15000,17000,12000,10000,8000,6000,4000,2000,,,,1457000,1420000,1383000,1371000,1353000,1313000,1273000,1233000,1193000,1153000,1113000,1073000,1034000,997000
BalanceIntangibleAssets_yy,,,,,,,,,,,11.11,-46.67,-64.71,-66.67,-80.00,-100.00,-100.00,-100.00,72750.00,,,,-7.14,-7.54,-7.95,-10.07,-11.83,-12.19,-12.57,-12.98,-13.33,-13.53
BalanceIntangibleAssets_sy,,,,,,,,,,,-7.26,-0.46,-27.57,-11.78,-10.94,-17.12,-19.46,-15.12,-20.53,,,,-9.23,-6.34,-10.21,-0.20,-0.47,-0.44,-0.24,-0.52,-0.46,0.01
BalanceIntangibleAssets_qq,,,,,,,,66.67,13.33,-29.41,-16.67,-20.00,-25.00,-33.33,-50.00,-100.00,,,,-2.54,-2.61,-0.87,-1.31,-2.96,-3.05,-3.14,-3.24,-3.35,-3.47,-3.59,-3.63,-3.58
BalanceIntangibleAssets_sq,,,,,,,,-2.24,-14.29,-4.12,-6.34,-1.63,-3.94,-6.37,-0.24,-5.57,,,,-0.44,-1.22,-5.88,-0.13,-0.92,-0.05,-0.04,-1.48,-0.48,,-0.34,-0.19,
BalanceProperty,13936000,123146000,122467000,124009000,123981000,129431000,131411000,147688000,151826000,165075000,165199000,165244000,171254000,169061000,169287000,169715000,167995000,176558000,176999000,178196000,181584000,187871000,190911000,188687000,188208000,197179000,199419000,202835000,217755000,236880000,236864000,235606000
BalanceProperty_yy,,,,,789.65,5.10,7.30,19.09,22.46,27.54,25.71,11.89,12.80,2.41,2.47,2.71,-1.90,4.43,4.56,5.00,8.09,6.41,7.86,5.89,3.65,4.95,4.46,7.50,15.70,20.13,18.78,16.16
BalanceProperty_sy,,,,,28.85,5.10,5.12,7.40,43.88,-4.17,-2.89,1.33,3.22,1.06,1.98,0.66,-2.42,-1.99,-0.17,3.62,-1.67,-4.75,-1.38,-2.75,-0.20,0.46,-0.28,-0.55,0.04,4.15,5.73,4.13
BalanceProperty_qq,,783.65,-0.55,1.26,-0.02,4.40,1.53,12.39,2.80,8.73,0.08,0.03,3.64,-1.28,0.13,0.25,-1.01,5.10,0.25,0.68,1.90,3.46,1.62,-1.16,-0.25,4.77,1.14,1.71,7.36,8.78,-0.01,-0.53
BalanceProperty_sq,,18.53,0.65,0.88,-100.00,4.40,-1.28,2.26,-6.66,-1.65,0.04,1.02,-0.26,-1.06,0.11,0.08,0.42,-0.12,-0.85,0.01,-0.31,0.14,-0.02,1.49,-0.36,1.25,-0.50,0.73,0.33,0.28,0.67,3.25
BalanceNoncurrentReceivables,,1804000,1947000,4565000,5428000,2889000,4185000,2563000,2409000,7837000,9126000,9338000,9519000,8733000,9105000,10425000,10302000,10975000,10115000,11444000,11527000,13119000,12252000,13436000,13435000,13787000,13910000,14782000,14084000,14276000,15264000,15142000
BalanceNoncurrentReceivables_yy,,,,,,60.18,114.95,-43.86,-55.62,171.27,118.06,264.34,295.14,11.43,-0.23,11.64,8.23,25.67,11.09,9.77,11.89,19.54,21.13,17.41,16.55,5.09,13.53,10.02,4.83,3.55,9.73,2.44
BalanceNoncurrentReceivables_sy,,,,,,-11.68,5.79,-48.58,-1.11,1.28,-0.03,0.06,-23.18,-82.63,-2.44,-86.42,-47.93,-12.39,-4.80,6.46,2.56,,-31.54,-8.55,-7.84,3.61,0.57,0.22,-1.57,0.88,5.34,-1.90
BalanceNoncurrentReceivables_qq,,,7.95,134.46,18.90,-46.78,44.86,-38.76,-6.01,225.32,16.45,2.32,1.94,-8.26,4.26,14.50,-1.18,6.53,-7.84,13.14,0.73,13.81,-6.61,9.66,-0.01,2.62,0.89,6.27,-4.72,1.36,6.92,-0.80
BalanceNoncurrentReceivables_sq,,,1.24,0.82,-100.00,1.08,,0.11,-5.54,2.45,,-2.32,0.90,-13.11,,-6.94,,,,,,,,5.30,,0.73,,0.27,-0.96,-0.91,-0.54,1.08
BalanceNoncurrInvestments,,,,,51000,,,52000,7403000,51000,51000,51000,,,,,,,,,,0,0,3500000,3500000,3575000,3572000,3716000,3720000,3713000,3715000,3722000
