,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit,19671000,-9343000,51648000,45471000,44139000,31201000,8354000,-26369000,-2055000,-52059000,-4362000,-16359000,7098000,1652000,18990000,5661000,7936000,-269870000,-10848000,-100957000,-10388000,-61189000,9408000,20009000,51013000,23435000,37418000,11288000,27648000,3680000,37687000,25421000,44992000,15436000,45077000,34091000,23816000,-8023000,47478000,54845000
IncomeGrossProfit_yy,,,,,124.39,433.95,-83.83,-157.99,-104.66,-266.85,-152.21,37.96,445.40,103.17,535.35,134.60,11.81,-16435.96,-157.12,-1883.38,-230.90,77.33,186.73,119.82,591.08,138.30,297.73,-43.59,-45.80,-84.30,0.72,125.20,62.73,319.46,19.61,34.11,-47.07,-151.98,5.33,60.88
IncomeGrossProfit_sy,,,,,-15.13,41.27,5.53,-13.12,-4.40,7.22,-21.40,31.43,10.63,52.20,21.25,-14.25,-15.59,-35.32,-4.25,13.30,15.00,45.52,56.85,6.06,29.68,42.25,36.97,46.18,9.65,-15.76,-29.56,-13.08,-9.79,5.09,3.05,-5.43,5.66,-11.86,-8.32,19.41
IncomeGrossProfit_qq,,-147.50,652.80,-11.96,-2.93,-29.31,-73.23,-415.65,92.21,-2433.28,91.62,-275.03,143.39,-76.73,1049.52,-70.19,40.19,-3500.58,95.98,-830.65,89.71,-489.04,115.38,112.68,154.95,-54.06,59.67,-69.83,144.93,-86.69,924.10,-32.55,76.99,-65.69,192.03,-24.37,-30.14,-133.69,691.77,15.52
IncomeGrossProfit_sq,,-50.74,130.05,9.55,15.92,-74.78,57.94,-6.86,56.37,-36.04,-0.80,8.40,26.21,19.73,-46.32,-37.22,40.19,-16.21,-36.51,33.70,17.53,-9.35,-5.56,12.14,20.96,3.02,3.32,0.72,1.82,-22.23,-5.48,-8.16,-6.93,5.79,13.53,-25.14,31.12,-28.36,12.68,3.02
IncomeOtherOperatingIncome,9590000,41237000,9536000,9324000,14992000,10749000,19555000,16000000,18028000,96598000,19810000,15178000,16685000,20905000,19344000,-73000,8566000,215650000,18651000,13987000,8955000,21580000,16648000,12368000,14053000,19637000,23416000,8604000,24505000,3119000,18450000,20502000,11327000,16275000,12936000,9342000,10430000,10946000,11818000,7176000
IncomeOtherOperatingIncome_yy,,,,,56.33,-73.93,105.07,71.60,20.25,798.67,1.30,-5.14,-7.45,-78.36,-2.35,-100.48,-48.66,931.57,-3.58,19260.27,4.54,-89.99,-10.74,-11.58,56.93,-9.00,40.65,-30.43,74.38,-84.12,-21.21,138.28,-53.78,421.80,-29.89,-54.43,-7.92,-32.74,-8.64,-23.19
IncomeOtherOperatingIncome_sy,,,,,126.76,89.92,14.83,18.48,19.84,111.31,10.12,-6.10,18.99,-40.06,27.70,-32.78,-22.80,9.68,36.50,51.21,52.45,86.66,19.87,7.07,-20.08,-14.17,-18.78,-24.76,31.06,1.88,9.17,23.76,-4.70,23.89,-7.29,5.68,34.69,16.38,17.06,17.71
IncomeOtherOperatingIncome_qq,,330.00,-76.88,-2.22,60.79,-28.30,81.92,-18.18,12.68,435.82,-79.49,-23.38,9.93,25.29,-7.47,-100.38,11834.25,2417.51,-91.35,-25.01,-35.98,140.98,-22.85,-25.71,13.62,39.74,19.24,-63.26,184.81,-87.27,491.54,11.12,-44.75,43.68,-20.52,-27.78,11.65,4.95,7.97,-39.28
IncomeOtherOperatingIncome_sq,,5.01,-56.29,185.37,2.99,59.80,-44.82,18.95,-40.00,104.82,-76.91,43.75,-4.96,7.45,-16.80,-10.22,18.53,29.58,6.46,2.25,8.08,25.67,-23.98,-0.62,-15.66,15.74,-29.68,-1.84,-27.50,52.14,-5.62,-1.74,4.00,38.33,-35.95,14.42,10.94,44.64,-26.84,-7.14
IncomeOtherOperatingCosts,4109000,13879000,10887000,5871000,9951000,11040000,15183000,11879000,14647000,18663000,16611000,14009000,13143000,13729000,15023000,-2161000,6000000,7340000,7491000,8178000,5613000,10150000,6731000,5445000,5959000,12775000,9875000,8026000,9116000,12423000,14760000,12219000,8285000,9884000,8917000,5841000,5272000,9030000,12099000,16567000
IncomeOtherOperatingCosts_yy,,,,,142.18,-20.46,39.46,102.33,47.19,69.05,9.41,17.93,-10.27,-26.44,-9.56,-115.43,-54.35,-46.54,-50.14,478.44,-6.45,38.28,-10.15,-33.42,6.16,25.86,46.71,47.40,52.98,-2.76,49.47,52.24,-9.12,-20.44,-39.59,-52.20,-36.37,-8.64,35.68,183.63
IncomeOtherOperatingCosts_sy,,,,,-30.90,33.74,-18.75,9.75,-14.72,-38.36,200.00,17.93,66.60,-9.84,3.83,-28.44,-50.00,12.90,45.59,1.99,11.78,32.30,6.29,-14.24,6.16,-1.84,-37.15,-16.62,-0.94,-9.79,13.86,14.00,-20.51,-10.23,-8.68,-25.34,-8.69,36.41,-1.23,73.20
IncomeOtherOperatingCosts_qq,,237.77,-21.56,-46.07,69.49,10.94,37.53,-21.76,23.30,27.42,-11.00,-15.66,-6.18,4.46,9.43,-114.38,377.65,22.33,2.06,9.17,-31.36,80.83,-33.68,-19.11,9.44,114.38,-22.70,-18.72,13.58,36.28,18.81,-17.22,-32.20,19.30,-9.78,-34.50,-9.74,71.28,33.99,36.93
IncomeOtherOperatingCosts_sq,,181.82,-64.18,126.31,-34.27,32.92,-78.34,48.69,-27.69,211.83,-67.61,29.25,-28.03,175.00,-60.12,10.15,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,25152000,18015000,50297000,48924000,49180000,30910000,12726000,-22248000,1326000,25876000,-1163000,-15190000,10640000,8828000,23311000,7749000,10502000,-61560000,312000,-95148000,-7046000,-49759000,19325000,26932000,59107000,30297000,50959000,11866000,43037000,-5624000,41377000,33704000,48034000,21827000,49096000,37592000,28974000,-6107000,47197000,45454000
IncomeEBIT_yy,,,,,95.53,71.58,-74.70,-145.47,-97.30,-16.29,-109.14,31.72,702.41,-65.88,2104.39,151.01,-1.30,-797.33,-98.66,-1327.87,-167.09,19.17,6093.91,128.31,938.87,160.89,163.69,-55.94,-27.19,-118.56,-18.80,184.04,11.61,488.10,18.66,11.54,-39.68,-127.98,-3.87,20.91
IncomeEBIT_sy,,,,,-12.98,-35.23,17.56,-22.79,26.76,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,-28.38,179.20,-2.73,0.52,-37.15,-58.83,-274.82,105.96,1851.43,-104.49,-1206.10,170.05,-17.03,164.06,-66.76,35.53,-686.17,100.51,-30596.15,92.59,-606.20,138.84,39.36,119.47,-48.74,68.20,-76.71,262.69,-113.07,835.72,-18.54,42.52,-54.56,124.93,-23.43,-22.93,-121.08,872.83,-3.69
IncomeEBIT_sq,,-72.54,98.14,41.34,2.74,-38.52,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,4107000,-2696000,9166000,-6426000,-1004000,368000,617000,17906000,-5999000,7539000,3763000,-2731000,22516000,19133000,266000,293000,437000,488000,2590000,152000,-1856000,369000,696000,301000,-193000,40000,108000,1988000,-1075000,567000,218000,401000,524000,207000,6710000,-1344000,2252000,-5787000,564000,371000
IncomeFinanceIncome_yy,,,,,-124.45,113.65,-93.27,378.65,-497.51,1948.64,509.89,-115.25,475.33,153.79,-92.93,110.73,-98.06,-97.45,873.68,-48.12,-524.71,-24.39,-73.13,98.03,89.60,-89.16,-84.48,560.47,-456.99,1317.50,101.85,-79.83,148.74,-63.49,2977.98,-435.16,329.77,-2895.65,-91.59,127.60
IncomeFinanceIncome_sy,,,,,-65.00,-8.03,-63.77,-20.00,27.66,11.16,38.80,-6.82,77.11,101.02,59.72,-7.39,22.72,-50.69,55.56,25.45,-64.12,-30.23,-26.03,-44.54,40.74,27.80,-1.92,-43.50,-34.72,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,-165.64,439.99,-170.11,84.38,136.65,67.66,2802.11,-133.50,225.67,-50.09,-172.58,924.46,-15.02,-98.61,10.15,49.15,11.67,430.74,-94.13,-1321.05,119.88,88.62,-56.75,-164.12,120.73,170.00,1740.74,-154.07,152.74,-61.55,83.94,30.67,-60.50,3141.55,-120.03,267.56,-356.97,109.75,-34.22
IncomeFinanceIncome_sq,,-13.04,12.82,1.12,-51.38,-50.24,38.84,78.57,-10.53,100.00,19.52,18.57,7.10,17.27,-29.47,-4.55,1.43,-19.05,3.57,-7.28,-35.65,19.65,,-1.25,-6.62,117.92,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,3896000,5180000,6795000,5998000,12657000,2913000,11494000,1403000,7353000,10143000,10457000,22216000,-1343000,14338000,13796000,6431000,12078000,9089000,8373000,8469000,7180000,8311000,8553000,7391000,10837000,10624000,13437000,982000,10684000,4573000,7920000,13666000,9717000,20890000,7920000,9041000,9450000,-482000,7819000,14137000
IncomeFinanceCosts_yy,,,,,224.87,-43.76,69.15,-76.61,-41.91,248.20,-9.02,1483.46,-118.26,41.36,31.93,-71.05,999.33,-36.61,-39.31,31.69,-40.55,-8.56,2.15,-12.73,50.93,27.83,57.10,-86.71,-1.41,-56.96,-41.06,1291.65,-9.05,356.81,,-33.84,-2.75,-102.31,-1.28,56.37
IncomeFinanceCosts_sy,,,,,15.46,-38.02,0.61,44.34,20.06,-10.06,-6.07,26.94,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,32.96,31.18,-11.73,111.02,-76.99,294.58,-87.79,424.09,37.94,3.10,112.45,-106.05,1167.61,-3.78,-53.39,87.81,-24.75,-7.88,1.15,-15.22,15.75,2.91,-13.59,46.62,-1.97,26.48,-92.69,987.98,-57.20,73.19,72.55,-28.90,114.98,-62.09,14.15,4.52,-105.10,1722.20,80.80
IncomeFinanceCosts_sq,,37.30,-29.14,-19.64,68.14,1.62,,6.84,26.40,8.54,-11.97,38.16,-8.65,26.56,-2.43,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,25363000,10139000,52668000,36500000,35519000,28365000,1849000,-5745000,-12026000,23272000,-7857000,-40137000,34499000,13623000,9781000,1611000,-1139000,-70161000,-5471000,-103465000,-16082000,-57701000,11468000,19842000,48077000,19713000,37630000,12872000,31278000,-9630000,33675000,20439000,38841000,1144000,47886000,27207000,21776000,-11412000,39942000,31688000
IncomeNetGrossProfit_yy,,,,,40.04,179.76,-96.49,-115.74,-133.86,-17.96,-524.93,-598.64,386.87,-41.46,224.49,104.01,-103.30,-615.02,-155.93,-6522.41,-1311.94,17.76,309.61,119.18,398.95,134.16,228.13,-35.13,-34.94,-148.85,-10.51,58.79,24.18,111.88,42.20,33.11,-43.94,-1097.55,-16.59,16.47
IncomeNetGrossProfit_sy,,,,,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,-60.02,419.46,-30.70,-2.69,-20.14,-93.48,-410.71,-109.33,293.51,-133.76,-410.84,185.95,-60.51,-28.20,-83.53,-170.70,-6059.88,92.20,-1791.15,84.46,-258.79,119.87,73.02,142.30,-59.00,90.89,-65.79,142.99,-130.79,449.69,-39.31,90.03,-97.05,4085.84,-43.18,-19.96,-152.41,450.00,-20.66
IncomeNetGrossProfit_sq,,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,25363000,10139000,52668000,36500000,35519000,28365000,1849000,-5745000,-12026000,23272000,-7857000,-40137000,34499000,13623000,9781000,1611000,-1139000,-70161000,-5471000,-103465000,-16082000,-57701000,11468000,19842000,48077000,19713000,37630000,12872000,31278000,-9630000,33675000,20439000,38841000,1144000,47886000,27207000,21776000,-11412000,39942000,31688000
IncomeBeforeTaxProfit_yy,,,,,40.04,179.76,-96.49,-115.74,-133.86,-17.96,-524.93,-598.64,386.87,-41.46,224.49,104.01,-103.30,-615.02,-155.93,-6522.41,-1311.94,17.76,309.61,119.18,398.95,134.16,228.13,-35.13,-34.94,-148.85,-10.51,58.79,24.18,111.88,42.20,33.11,-43.94,-1097.55,-16.59,16.47
IncomeBeforeTaxProfit_sy,,,,,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,-60.02,419.46,-30.70,-2.69,-20.14,-93.48,-410.71,-109.33,293.51,-133.76,-410.84,185.95,-60.51,-28.20,-83.53,-170.70,-6059.88,92.20,-1791.15,84.46,-258.79,119.87,73.02,142.30,-59.00,90.89,-65.79,142.99,-130.79,449.69,-39.31,90.03,-97.05,4085.84,-43.18,-19.96,-152.41,450.00,-20.66
IncomeBeforeTaxProfit_sq,,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,-1795000,-5611000,-12746000,-13844000,-12101000,-9796000,-61848000,-5079000,-1261000,-873000,9411000,-2148000,-1855000,-1849000,215000,-904000,-934000
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-574.15,-74.59,-385.23,63.31,89.58,91.09,115.22,57.71,-47.11,-111.80,-97.72,57.91,49.65
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.71,1626.09,-142.62,100.00,-3.63,30.98,100.00,31.22,-47.11,-111.80,100.00,-13.62,49.65
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,-212.59,-127.16,-8.61,12.59,19.05,-531.36,91.79,75.17,30.77,1178.01,-122.82,13.64,0.32,111.63,-520.47,-3.32
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-3352.39,37.88,12.59,19.05,20.40,1.88,39.44,2.97,425.52,-34.66,-52.26,0.32,198.40,-70.85,-3.32
IncomeNetProfit,23637000,6450000,39389000,29917000,31946000,31148000,670000,85000,-6929000,34991000,-8465000,-41648000,34093000,28086000,9611000,8039000,-1482000,7531000,-6080000,-91852000,-15291000,-38930000,8908000,13475000,34382000,21410000,12846000,13098000,12926000,-65440000,19628000,10704000,31644000,14574000,36814000,16525000,16343000,-4691000,28494000,19629000
IncomeNetProfit_yy,,,,,35.15,382.91,-98.30,-99.72,-121.69,12.34,-1363.43,-49097.65,592.03,-19.73,213.54,119.30,-104.35,-73.19,-163.26,-1242.58,-931.78,-616.93,246.51,114.67,324.85,155.00,44.21,-2.80,-62.40,-405.65,52.79,-18.28,144.81,122.27,87.56,54.38,-48.35,-132.19,-22.60,18.78
IncomeNetProfit_sy,,,,,-25.71,104.75,43.72,-29.13,24.26,89.22,-28.31,48.82,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,-72.71,510.68,-24.05,6.78,-2.50,-97.85,-87.31,-8251.76,604.99,-124.19,-392.00,181.86,-17.62,-65.78,-16.36,-118.44,608.16,-180.73,-1410.72,83.35,-154.59,122.88,51.27,155.15,-37.73,-40.00,1.96,-1.31,-606.27,129.99,-45.47,195.63,-53.94,152.60,-55.11,-1.10,-128.70,707.42,-31.11
IncomeNetProfit_sq,,-97.45,112.24,117.42,-6.80,-41.98,51.09,-32.18,42.29,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,23637000,6450000,39389000,29917000,31946000,31148000,670000,85000,-6929000,34991000,-8465000,-41648000,34093000,28086000,9611000,8039000,-1482000,-118521000,-4132000,-86372000,-12191000,-29571000,5702000,8395000,25587000,10775000,-3652000,-3529000,425000,-64502000,8346000,1535000,24523000,13506000,26138000,5389000,13779000,-8586000,15834000,4068000
IncomeShareholderNetProfit_yy,,,,,35.15,382.91,-98.30,-99.72,-121.69,12.34,-1363.43,-49097.65,592.03,-19.73,213.54,119.30,-104.35,-521.99,-142.99,-1174.41,-722.60,75.05,238.00,109.72,309.88,136.44,-164.05,-142.04,-98.34,-698.63,328.53,143.50,5670.12,120.94,213.18,251.07,-43.81,-163.57,-39.42,-24.51
