,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceIncome_qq,,-102.38,447.22,966.40,-82.93,406.92,74.55,-42.97,-43.98,1172.69,-86.98,-1007.01,120.17,-137.18,131.03,177.78,336.00,-79.82,-150.00,1390.91,-71.13,-48.78,228.57,15.94,6055.00,-108.55
IncomeFinanceIncome_sq,,-6.52,,8.64,-29.42,-2.10,6.50,14.18,-17.10,49.96,0.49,-5.15,-24.68,-10.65,9.52,159.09,-1.25,70.45,-12.56,70.10,-17.76,-24.32,-3.24,37.50,-19.81,6.46
IncomeFinanceCosts,49000,363000,-42000,389000,131000,110000,714000,63000,143000,2229000,-558000,-431000,419000,503000,432000,791000,532000,916000,940000,1282000,1108000,1399000,1268000,2332000,1867000,1941000
IncomeFinanceCosts_yy,,,,,167.55,-69.59,1799.98,-83.86,9.07,1918.44,-178.20,-787.23,193.85,-77.43,177.37,283.50,26.97,82.11,117.59,62.07,108.27,52.73,34.89,81.90,68.50,38.74
IncomeFinanceCosts_sy,,,,,-16.90,-23.41,-50.59,-21.09,-26.40,-12.18,14.48,0.16,4.41,-3.73,-22.71,-14.65,0.71,8.40,7.74,18.00,28.38,5.38,24.76,8.84,4.56,9.74
IncomeFinanceCosts_qq,,643.23,-111.57,1025.48,-66.37,-15.53,546.59,-91.21,127.32,1463.15,-125.05,22.80,197.20,20.05,-14.12,83.10,-32.74,72.18,2.62,36.38,-13.57,26.26,-9.36,83.91,-19.94,3.96
IncomeFinanceCosts_sq,,8.21,4.28,-1.60,-20.38,-0.39,-23.13,27.84,-11.80,14.41,3.92,14.81,-14.28,4.27,-13.78,30.10,-5.58,13.26,3.68,40.11,-13.54,-0.49,-2.00,6.25,-17.34,0.84
IncomeOtherIncome,,,,,-196000,9000,205000,,106000,-129000,-42000,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,153.87,-1602.97,-120.39,,-100.00,100.00,100.00,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,100.00,-99.82,100.00,,347.47,-100.86,-100.00,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,104.38,2284.89,-100.00,,-222.19,67.65,100.00,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,122.19,,100.00,,-193.89,110.67,-125.00,,,,,,,,,,,,,,
IncomeNetGrossProfit,859000,175000,1027000,-40000,152000,1347000,-290000,218000,226000,2395000,1375000,1472000,3363000,2701000,3913000,5029000,9903000,4317000,11998000,11320000,10033000,5081000,13370000,-873000,-2429000,-11558000
IncomeNetGrossProfit_yy,,,,,-82.33,669.78,-128.23,644.48,49.17,77.82,574.17,576.01,1385.40,12.78,184.63,241.66,194.47,59.83,206.62,125.09,1.31,17.70,11.44,-107.71,-124.21,-327.47
IncomeNetGrossProfit_sy,,,,,-25.68,51.83,48.03,14.46,27.02,7.34,5.37,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeNetGrossProfit_qq,,-79.63,486.99,-103.89,479.52,787.40,-121.53,175.10,3.98,957.79,-42.59,7.07,128.48,-19.68,44.87,28.52,96.92,-56.41,177.92,-5.65,-11.37,-49.36,163.14,-106.53,-178.24,-375.83
IncomeNetGrossProfit_sq,,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,859000,175000,1027000,-40000,152000,1347000,-290000,218000,226000,2395000,1375000,1472000,3363000,2701000,3913000,5029000,9903000,4317000,11998000,11320000,10033000,5081000,13370000,-873000,-2429000,-11558000
IncomeBeforeTaxProfit_yy,,,,,-82.33,669.78,-128.23,644.48,49.17,77.82,574.17,576.01,1385.40,12.78,184.63,241.66,194.47,59.83,206.62,125.09,1.31,17.70,11.44,-107.71,-124.21,-327.47
IncomeBeforeTaxProfit_sy,,,,,-25.68,51.83,48.03,14.46,27.02,7.34,5.44,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeBeforeTaxProfit_qq,,-79.63,486.99,-103.89,479.52,787.40,-121.53,175.10,3.98,957.79,-42.59,7.07,128.48,-19.68,44.87,28.52,96.92,-56.41,177.92,-5.65,-11.37,-49.36,163.14,-106.53,-178.24,-375.83
IncomeBeforeTaxProfit_sq,,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,672000,142000,701000,26000,133000,995000,-289000,295000,161000,1867000,906000,904000,2044000,1699000,4475000,4220000,7832000,2607000,9905000,9299000,7936000,4164000,10644000,-304000,-1966000,-12463000
IncomeNetProfit_yy,,,,,-80.15,601.51,-141.21,1022.90,20.98,87.55,413.63,206.50,1166.46,-8.98,393.97,366.74,283.17,53.44,121.34,120.36,1.33,59.72,7.46,-103.27,-124.77,-399.30
IncomeNetProfit_sy,,,,,-22.78,51.20,50.55,22.92,18.34,6.84,6.53,6.47,-12.53,-3.82,12.36,0.66,14.68,36.74,12.40,13.33,40.99,8.45,9.12,20.56,12.43,29.49
IncomeNetProfit_qq,,-78.89,394.11,-96.25,407.82,646.03,-129.02,202.12,-45.29,1056.51,-51.47,-0.20,126.07,-16.88,163.39,-5.70,85.59,-66.71,279.94,-6.12,-14.66,-47.53,155.62,-102.86,-546.71,-533.93
IncomeNetProfit_sq,,-44.77,18.18,24.74,-25.16,59.34,1.94,-40.89,-7.94,45.56,4.54,-18.41,27.76,32.07,15.08,-43.90,52.22,96.23,-6.85,-34.98,37.55,-21.42,41.93,-29.52,27.89,-20.90
IncomeShareholderNetProfit,672000,142000,702000,25000,133000,995000,-289000,295000,161000,2012000,1038000,956000,2095000,1851000,4491000,4215000,7837000,2978000,10165000,9399000,8211000,4405000,10671000,343000,-1704000,-12146000
IncomeShareholderNetProfit_yy,,,,,-80.15,601.51,-141.15,1088.02,20.98,102.15,459.24,224.11,1198.06,-8.00,332.80,340.87,274.08,60.89,126.34,122.99,4.77,47.92,4.98,-96.35,-120.75,-375.73
IncomeShareholderNetProfit_sy,,,,,-23.78,51.20,48.83,15.13,18.36,6.08,2.78,5.34,-12.57,-3.02,23.33,6.05,9.51,36.74,12.40,13.33,41.01,7.36,9.12,21.49,12.43,29.49
IncomeShareholderNetProfit_qq,,-78.89,394.82,-96.46,437.27,646.02,-129.02,202.12,-45.29,1146.55,-48.42,-7.86,119.13,-11.65,142.63,-6.15,85.93,-62.00,241.34,-7.54,-12.64,-46.35,142.25,-96.79,-596.79,-612.79
IncomeShareholderNetProfit_sq,,-45.90,18.18,25.48,-30.70,59.33,7.72,-41.78,-8.52,45.56,5.19,-19.60,27.76,32.07,15.45,-34.79,55.37,91.05,-6.85,-36.14,35.69,-18.72,41.93,-34.04,23.20,-22.37
BalanceNoncurrentAssets,10042000,11073000,10978000,11751000,12669000,13247000,13654000,15275000,14952000,28675000,32407000,54793000,55472000,55829000,67325000,71326000,75801000,73039000,77336000,81878000,85368000,92492000,79745000,80508000,83579000,84074000
BalanceNoncurrentAssets_yy,,,,,26.16,19.64,24.37,29.99,18.02,116.46,137.35,258.71,270.99,94.69,107.75,30.17,36.65,30.83,14.87,14.79,12.62,26.63,3.11,-1.67,-2.10,-9.10
BalanceNoncurrentAssets_sy,,,,,-1.19,-1.32,-1.87,0.59,-0.06,-3.12,0.92,2.22,1.70,4.94,3.21,7.30,5.74,4.72,5.26,2.70,1.08,0.39,1.56,2.25,0.48,0.48
BalanceNoncurrentAssets_qq,,10.27,-0.86,7.04,7.81,4.56,3.07,11.88,-2.11,91.78,13.01,69.08,1.24,0.64,20.59,5.94,6.27,-3.64,5.88,5.87,4.26,8.35,-13.78,0.96,3.81,0.59
BalanceNoncurrentAssets_sq,,-0.88,-0.90,-1.01,-0.59,0.34,-0.70,-0.32,-0.22,0.66,1.30,0.52,0.56,0.72,1.65,2.00,0.96,0.76,-0.28,-0.34,-0.62,0.20,-0.66,-0.03,-0.13,0.62
BalanceIntangibleAssets,2739000,2702000,2666000,2594000,2558000,2521000,2486000,2483000,2447000,3007000,3145000,14679000,14684000,14682000,14682000,15195000,15323000,15413000,15403000,18761000,18918000,20087000,20255000,20501000,20465000,20362000
BalanceIntangibleAssets_yy,,,,,-6.63,-6.70,-6.76,-4.30,-4.34,19.27,26.51,491.26,500.12,388.27,366.87,3.52,4.35,4.98,4.91,23.47,23.46,30.33,31.50,9.27,8.18,1.37
BalanceIntangibleAssets_sy,,,,,-0.72,-1.16,-2.43,-1.84,-2.28,-0.10,-0.07,0.08,0.63,2.14,0.49,3.20,4.00,2.10,2.32,-0.06,-0.18,-0.87,-0.04,0.15,0.01,0.28
BalanceIntangibleAssets_qq,,-1.37,-1.33,-2.70,-1.40,-1.44,-1.40,-0.12,-1.44,22.89,4.58,366.77,0.03,-0.01,,3.49,0.84,0.59,-0.06,21.80,0.84,6.18,0.84,1.21,-0.18,-0.50
BalanceIntangibleAssets_sq,,-0.07,-1.52,-0.23,-0.63,-0.53,-0.67,-0.56,-0.78,1.44,-0.02,-0.07,-0.08,1.34,,1.34,-0.28,-0.03,-0.10,-0.08,-0.15,-0.03,0.01,0.47,-0.24,-0.15
BalanceProperty,7259000,8327000,8268000,8901000,9856000,10471000,10912000,12042000,11695000,24917000,28511000,38852000,39482000,39886000,40332000,42349000,43590000,46903000,48356000,52041000,51526000,50673000,50704000,50459000,50870000,50922000
BalanceProperty_yy,,,,,35.78,25.75,31.98,35.28,18.66,137.97,161.27,222.65,237.61,60.07,41.46,9.00,10.40,17.59,19.89,22.89,18.21,8.04,4.86,-3.04,-1.27,0.49
BalanceProperty_sy,,,,,-3.98,-4.37,-3.48,-2.89,-1.77,-0.54,1.16,2.94,4.83,4.53,6.00,5.34,3.10,1.82,1.40,2.26,2.82,1.26,1.38,3.29,3.80,2.18
BalanceProperty_qq,,14.71,-0.71,7.66,10.72,6.24,4.22,10.35,-2.88,113.07,14.42,36.27,1.62,1.02,1.12,5.00,2.93,7.60,3.10,7.62,-0.99,-1.66,0.06,-0.48,0.81,0.10
BalanceProperty_sq,,-0.98,-1.71,-1.01,-0.90,-0.80,-0.63,-0.23,-0.32,1.36,0.84,0.31,0.36,0.76,1.06,1.38,-0.08,-0.23,-0.63,-0.09,-0.85,-0.67,0.06,-0.38,-0.08,0.23
BalanceNoncurrentReceivables,,,,,,,,,,,,1262000,1262000,1261000,11914000,12277000,14328000,8597000,10637000,,,,7149000,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,872.82,1035.34,581.76,-10.72,-100.00,-100.00,-100.00,-32.79,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,-4.21,-1.57,-0.79,-1.59,5.80,,-0.58,3.55,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,-0.08,844.81,3.05,16.71,-40.00,23.73,-100.00,,,,-100.00,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,-0.79,,-3.40,-0.14,-1.44,-0.80,-1.18,,,,-4.06,,
BalanceNoncurrInvestments,,,,,,,,,60000,,,,,,,,45000,,45000,62000,75000,9743000,182000,391000,391000,391000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,-100.00,,,,,,,,66.67,,304.44,530.65,421.33,-95.99
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,19.04,,,,,,,,,,,-3.88,,
BalanceNoncurrInvestments_qq,,,,,,,,,,-100.00,,,,,,,,-100.00,,37.78,20.97,12890.67,-98.13,114.84,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,-1.65,,4.41,,,,,,
BalanceOtherNoncurrentAssets,44000,44000,44000,256000,255000,255000,255000,751000,751000,751000,751000,,44000,,397000,1505000,2515000,2126000,2895000,11014000,14849000,11989000,1455000,9157000,11853000,12399000
BalanceOtherNoncurrentAssets_yy,,,,,484.14,480.55,480.55,193.49,193.99,193.99,193.99,-100.00,-94.14,-100.00,-47.14,,5615.91,,629.22,631.83,490.42,463.92,-49.74,-16.86,-20.18,3.42
BalanceOtherNoncurrentAssets_sy,,,,,6.28,9.98,7.02,8.87,15.81,16.16,24.77,8.22,-2.69,2.68,-2.40,,-3.86,,3.68,2.52,1.73,-7.79,-15.82,-3.16,-8.60,-8.68
BalanceOtherNoncurrentAssets_qq,,0.62,,481.55,-0.17,,,193.99,,,,-100.00,,-100.00,,279.09,67.11,-15.47,36.17,280.45,34.82,-19.26,-87.86,529.35,29.44,4.61
BalanceOtherNoncurrentAssets_sq,,0.31,,5.84,-0.17,,,4.72,,,,-2.23,,1.21,,-0.48,-1.61,2.71,1.27,-5.08,0.80,-2.25,-3.10,-6.21,-0.10,1.36
BalanceCurrentAssets,15157000,16377000,25857000,23654000,22162000,29187000,18205000,21143000,25039000,86583000,125996000,65807000,170033000,130349000,144402000,144875000,285580000,298315000,329395000,498413000,469629000,441169000,432665000,538012000,537767000,606444000
BalanceCurrentAssets_yy,,,,,46.22,78.22,-29.59,-10.62,12.98,196.65,592.09,211.25,579.08,50.55,14.61,120.15,67.96,128.86,128.11,244.03,64.45,47.89,31.35,7.95,14.51,37.46
BalanceCurrentAssets_sy,,,,,0.58,5.73,2.46,2.22,5.93,5.73,9.24,9.74,8.87,7.08,1.64,-1.12,-1.44,1.36,0.10,11.49,11.50,12.57,8.22,8.91,13.58,11.17
BalanceCurrentAssets_qq,,8.05,57.89,-8.52,-6.31,31.70,-37.63,16.14,18.43,245.80,45.52,-47.77,158.38,-23.34,10.78,0.33,97.12,4.46,10.42,51.31,-5.78,-6.06,-1.93,24.35,-0.05,12.77
BalanceCurrentAssets_sq,,-2.36,-1.63,-7.38,-2.18,3.47,-1.24,-4.10,8.10,4.41,0.86,-4.35,4.54,1.52,0.43,-7.40,2.86,4.28,3.00,0.86,4.22,2.70,2.43,3.14,2.62,1.21
BalanceInventory,2029000,4495000,11938000,1851000,2006000,2529000,1702000,2555000,1628000,21011000,70839000,12785000,47309000,28243000,49730000,44536000,104221000,128457000,113174000,233523000,225728000,171257000,239414000,233187000,221313000,285907000
BalanceInventory_yy,,,,,-1.14,-43.75,-85.75,38.02,-18.85,730.96,4063.06,400.45,2806.24,34.42,-29.80,248.35,120.30,354.83,127.58,424.35,116.59,33.32,111.55,-0.14,-1.96,66.95
BalanceInventory_sy,,,,,-0.66,-1.20,1.70,5.75,7.67,11.58,13.14,18.44,6.48,1.92,0.32,-7.08,-0.46,0.44,-1.16,13.49,7.83,12.66,4.54,8.59,15.54,9.21
BalanceInventory_qq,,121.55,165.58,-84.50,8.37,26.06,-32.70,50.13,-36.28,1190.72,237.15,-81.95,270.04,-40.30,76.08,-10.44,134.02,23.25,-11.90,106.34,-3.34,-24.13,39.80,-2.60,-5.09,29.19
BalanceInventory_sq,,-1.40,-3.74,-4.93,3.86,-5.58,2.86,-1.51,5.11,2.94,4.29,0.14,2.28,0.96,-2.02,-6.84,3.40,1.00,0.81,4.02,3.09,3.39,4.72,3.27,3.74,0.48
BalanceCurrentReceivables,10803000,10514000,13054000,21009000,18469000,24537000,11944000,15687000,21409000,45499000,49400000,44573000,107530000,73024000,75808000,92448000,148951000,133623000,193963000,210736000,201245000,218098000,166813000,247610000,269897000,269297000
BalanceCurrentReceivables_yy,,,,,70.96,133.38,-8.51,-25.33,15.92,85.43,313.61,184.14,402.26,60.50,53.46,107.41,38.52,82.99,155.86,127.95,35.11,63.22,-14.00,17.50,34.11,23.48
BalanceCurrentReceivables_sy,,,,,-3.75,9.00,4.06,2.32,9.80,2.99,0.68,1.46,11.49,8.88,3.66,-2.36,-9.64,-3.00,-1.03,13.44,12.50,0.80,6.93,13.20,7.98,11.60
BalanceCurrentReceivables_qq,,-2.67,24.16,60.94,-12.09,32.86,-51.32,31.34,36.48,112.52,8.58,-9.77,141.24,-32.09,3.81,21.95,61.12,-10.29,45.16,8.65,-4.50,8.37,-23.51,48.44,9.00,-0.22
BalanceCurrentReceivables_sq,,-3.20,1.95,-9.64,0.52,9.49,0.27,-7.51,6.33,3.24,5.74,-7.52,8.18,3.28,-0.30,-14.17,5.31,8.04,2.60,-6.25,8.15,0.95,8.38,-3.15,7.82,0.11
BalanceCurrentInvestments,10000,10000,684000,50000,58000,58000,58000,58000,58000,64000,5181000,408000,394000,3326000,3084000,610000,15153000,1470000,246000,5011000,4611000,13078000,235000,15064000,19095000,1016000
BalanceCurrentInvestments_yy,,,,,478.86,478.86,-91.54,15.38,,10.83,8849.88,604.82,580.64,5084.24,-40.47,49.51,3745.94,-55.80,-92.02,721.48,-69.57,789.66,-4.47,200.62,314.12,-92.23
BalanceCurrentInvestments_sy,,,,,46.66,57.90,-42.74,15.38,,-3.42,,-70.53,9.66,,-3.42,,21.31,,-2.26,,-5.66,1.03,3.04,-32.12,-2.27,-67.74
