,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sq,,26.41,-13.17,13.74,-6.86,12.74,-17.96,12.52,-10.02,-3.23,5.58,1.11,-0.63,35.45,-8.06,9.94,-4.13,60.60,4.45,10.93,-8.76,28.91,-8.11,3.15,-7.92,18.39,-8.66,8.01,-6.35,23.65,-15.38,4.79,-2.99,2.50,-12.54,10.01,-10.88,18.51,-12.06,-0.47,8.10,22.95,-17.80,7.20
IncomeGrossProfit,18784000,9529000,39554000,11010000,33542000,12586000,22430000,-2103000,-15905000,-5781000,19193000,18608000,17380000,68353000,116311000,132007000,175917000,298701000,245349000,133390000,34429000,5238000,259424000,80153000,-2220000,-113633000,179955000,106753000,11852000,47229000,359780000,176608000,113762000,248974000,394480000,69326000,24181000,77607000,326990000,156007000,114479000,130963000,241029000,-25712000
IncomeGrossProfit_yy,,,,,78.57,32.08,-43.29,-119.10,-147.42,-145.93,-14.43,984.83,209.27,1282.37,506.01,609.41,912.18,337.00,110.94,1.05,-80.43,-98.25,5.74,-39.91,-106.45,-2269.40,-30.63,33.19,633.87,141.56,99.93,65.44,859.85,427.16,9.64,-60.75,-78.74,-68.83,-17.11,125.03,373.43,68.75,-26.29,-116.48
IncomeGrossProfit_sy,,,,,26.28,-116.88,-88.88,-102.98,-113.09,88.80,-6.04,148.36,157.69,164.61,414.90,553.23,415.88,183.28,27.50,-20.07,-31.44,-61.62,-13.27,-39.91,-38.87,-32.47,-26.14,18.52,32.64,18.05,54.52,28.65,64.37,83.54,11.20,22.16,-0.33,-51.76,-13.35,-26.37,3.36,42.64,-27.18,-20.70
IncomeGrossProfit_qq,,-49.27,315.09,-72.16,204.65,-62.48,78.21,-109.38,-656.30,63.65,432.00,-3.05,-6.60,293.29,70.16,13.49,33.26,69.80,-17.86,-45.63,-74.19,-84.79,4852.73,-69.10,-102.77,-5018.60,258.37,-40.68,-88.90,298.49,661.78,-50.91,-35.59,118.86,58.44,-82.43,-65.12,220.94,321.34,-52.29,-26.62,14.40,84.04,-110.67
IncomeGrossProfit_sq,,-42.40,285.84,-52.22,97.52,-100.50,73.91,-52.92,-36.54,61.76,13.48,3.87,74.28,152.52,58.06,-1.58,41.44,53.42,-17.86,-40.58,-13.19,-66.63,226.68,-16.19,-6.11,-26.27,24.67,-0.58,8.84,-6.57,74.89,-11.56,19.50,19.62,18.12,6.44,-9.82,-13.40,119.85,-17.86,-19.22,60.70,5.28,-18.90
IncomeOtherOperatingIncome,3936000,13777000,1665000,6905000,2340000,-1079000,1479000,4928000,1593000,7791000,8340000,1889000,4420000,376391000,13539000,-2728000,11289000,11900000,3125000,16468000,947000,28484000,206910000,282739000,23833000,89215000,12353000,12988000,6887000,26193000,17449000,10009000,10417000,21933000,8413000,7767000,9648000,22310000,12872000,13876000,8472000,14980000,11389000,12941000
IncomeOtherOperatingIncome_yy,,,,,-40.55,-107.83,-11.17,-28.63,-31.92,822.06,463.89,-61.67,177.46,4731.10,62.34,-244.42,155.41,-96.84,-76.92,703.67,-91.61,139.36,6521.12,1616.90,2416.68,213.21,-94.03,-95.41,-71.10,-70.64,41.25,-22.94,51.26,-16.26,-51.79,-22.40,-7.38,1.72,53.00,78.65,-12.19,-32.86,-11.52,-6.74
IncomeOtherOperatingIncome_sy,,,,,-38.57,-70.40,-32.43,-54.24,154.10,121.58,98.26,9.66,-54.56,555.27,-18.72,6.46,173.13,-83.64,-12.92,36.48,-59.35,139.36,-18.51,25.25,72.35,21.11,8.52,-5.26,-42.69,-70.64,31.32,-32.32,45.58,-16.26,-49.52,-13.39,4.02,35.06,21.58,46.74,29.62,-55.00,0.68,19.22
IncomeOtherOperatingIncome_qq,,250.03,-87.91,314.71,-66.11,-146.11,237.07,233.20,-67.67,389.08,7.05,-77.35,133.99,8415.63,-96.40,-120.15,513.82,5.41,-73.74,426.98,-94.25,2907.81,626.41,36.65,-91.57,274.33,-86.15,5.14,-46.97,280.33,-33.38,-42.64,4.08,110.55,-61.64,-7.68,24.22,131.24,-42.30,7.80,-38.94,76.82,-23.97,13.63
IncomeOtherOperatingIncome_sq,,189.43,-63.54,216.20,-68.49,58.31,-7.65,79.76,20.35,14.52,50.32,-25.54,0.32,1581.67,-92.61,71.86,271.26,27.60,-73.74,235.12,-69.12,347.75,-61.27,36.65,17.62,236.61,-77.23,154.97,-55.81,280.33,-33.38,1.38,-7.30,83.86,-67.08,0.54,16.54,144.39,-55.04,40.98,27.17,37.14,-30.38,12.14
IncomeOtherOperatingCosts,4290000,19053000,5004000,2373000,10915000,783000,2000,9053000,11443000,8287000,5664000,4484000,5471000,76749000,15081000,6226000,35205000,119097000,7769000,37672000,14632000,35625000,47267000,-6193000,30150000,57334000,8839000,10806000,16825000,65510000,13651000,15513000,17558000,87805000,13668000,29191000,20330000,122939000,21032000,46651000,22416000,91326000,13988000,29204000
IncomeOtherOperatingCosts_yy,,,,,154.43,-95.89,-99.96,281.50,4.84,958.37,283100.00,-50.47,-52.19,826.14,166.26,38.85,543.48,55.18,-48.48,505.08,-58.44,-70.09,508.41,-116.44,106.06,60.94,-81.30,274.49,-44.20,14.26,54.44,43.56,4.36,34.03,0.12,88.17,15.79,40.01,53.88,59.81,10.26,-25.71,-33.49,-37.40
IncomeOtherOperatingCosts_sy,,,,,24.71,-95.02,-68.03,281.50,4.84,958.37,87.59,-13.71,-47.27,205.37,64.04,-31.14,41.28,-22.12,-21.22,232.92,-58.44,14.07,-2.26,6.96,68.92,16.92,78.17,81.39,17.66,-70.73,11.03,-14.12,-55.37,95.50,-22.29,10.84,91.11,37.74,-5.17,38.25,-36.60,-9.28,27.26,-37.69
IncomeOtherOperatingCosts_qq,,344.13,-73.74,-52.58,359.97,-92.83,-99.74,452550.00,26.40,-27.58,-31.65,-20.83,22.01,1302.83,-80.35,-58.72,465.45,238.30,-93.48,384.90,-61.16,143.47,32.68,-113.10,586.84,90.16,-84.58,22.25,55.70,289.36,-79.16,13.64,13.18,400.09,-84.43,113.57,-30.36,504.72,-82.89,121.81,-51.95,307.41,-84.68,108.78
IncomeOtherOperatingCosts_sq,,479.35,-82.74,-52.58,359.97,-60.27,-69.10,251.71,6.69,193.95,-86.11,98.12,-34.80,868.77,-87.25,94.24,34.84,217.55,-81.36,171.35,-49.88,310.21,-84.75,99.30,1.39,99.24,-76.82,22.25,17.34,-43.50,-15.33,-23.62,-25.46,168.55,-67.99,73.72,-17.97,137.09,-70.80,92.47,-63.92,146.86,-49.27,51.58
IncomeEBIT,18430000,4253000,36215000,15542000,24967000,10724000,23907000,-6228000,-25755000,-6277000,21869000,16013000,16329000,367995000,114769000,123053000,152001000,191504000,240705000,112186000,20744000,-1903000,419067000,369085000,-8537000,-81752000,183469000,108935000,1914000,7912000,363578000,171104000,106621000,183102000,389225000,47902000,13499000,-23022000,318830000,123232000,100535000,54617000,238430000,-41975000
IncomeEBIT_yy,,,,,35.47,152.15,-33.99,-140.07,-203.16,-158.53,-8.52,357.11,163.40,5962.59,424.80,668.46,830.87,-47.96,109.73,-8.83,-86.35,-100.99,74.10,228.99,-141.15,-4195.95,-56.22,-70.49,122.42,109.68,98.17,57.07,5470.59,2214.23,7.05,-72.00,-87.34,-112.57,-18.09,157.26,644.76,337.24,-25.22,-134.06
IncomeEBIT_sy,,,,,2.94,9.58,-88.25,-70.74,-126.90,43.26,-5.16,132.43,133.59,286.68,374.80,512.03,578.59,-1.02,44.85,-41.98,-34.91,-99.50,-15.44,-15.80,-41.57,-27.92,-27.97,15.89,33.36,43.29,51.49,21.62,73.76,59.24,15.50,20.20,-8.01,-51.03,-16.90,-25.62,21.34,35.38,-22.36,-14.56
IncomeEBIT_qq,,-76.92,751.52,-57.08,60.64,-57.05,122.93,-126.05,-313.54,75.63,448.40,-26.78,1.97,2153.63,-68.81,7.22,23.52,25.99,25.69,-53.39,-81.51,-109.17,22121.39,-11.93,-102.31,-857.62,324.42,-40.62,-98.24,313.38,4495.27,-52.94,-37.69,71.73,112.57,-87.69,-71.82,-270.55,1484.89,-61.35,-18.42,-45.67,336.55,-117.60
IncomeEBIT_sq,,-60.34,126.79,-52.52,20.67,-108.66,93.10,-14.16,-45.80,23.98,200.21,-12.94,62.30,753.71,-18.12,-7.58,29.89,32.88,-0.12,-38.79,-14.82,-98.86,2342.78,-19.48,21.82,-31.88,5.40,10.32,3.99,16.15,28.44,-14.18,20.58,26.88,24.72,9.24,-23.32,-35.21,68.54,-5.32,3.22,-16.28,29.67,-15.20
IncomeFinanceIncome,566000,6496000,511000,2418000,5470000,14075000,13275000,22005000,9887000,6134000,3700000,4169000,1547000,2503000,6337000,1315000,13250000,-1773000,3995000,4535000,6286000,27925000,50703000,13862000,1169000,8027000,9841000,16727000,9221000,9978000,10991000,7031000,7565000,12707000,8421000,18895000,54000,6375000,31250000,204000,-2398000,3051000,6113000,42050000
IncomeFinanceIncome_yy,,,,,866.43,116.67,2497.85,810.05,80.75,-56.42,-72.13,-81.05,-84.35,-59.19,71.27,-68.46,756.50,-170.83,-36.96,244.87,-52.56,1675.01,1169.16,205.67,-81.40,-71.26,-80.59,20.67,688.79,24.31,11.69,-57.97,-17.96,27.35,-23.38,168.74,-99.29,-49.83,271.10,-98.92,-4540.74,-52.14,-80.44,20512.75
IncomeFinanceIncome_sy,,,,,31.98,116.67,1270.31,-290.11,80.75,-56.42,-63.45,23.66,-58.26,36.72,71.27,9.58,-1.45,-93.65,-71.28,85.56,-52.56,-78.68,737.13,205.67,-227.90,53.31,-63.70,-38.18,117.48,24.31,-15.34,-57.97,20.72,-77.28,3.96,126.94,-92.83,-17.86,119.10,-62.20,5.54,-42.19,-5.34,204.69
IncomeFinanceIncome_qq,,1047.70,-92.13,373.19,126.22,157.31,-5.68,65.76,-55.07,-37.96,-39.68,12.68,-62.89,61.80,153.18,-79.25,907.60,-113.38,325.32,13.52,38.61,344.24,81.57,-72.66,-91.57,586.66,22.60,69.97,-44.87,8.21,10.15,-36.03,7.59,67.97,-33.73,124.38,-99.71,11705.56,390.20,-99.35,-1275.49,227.23,100.36,587.88
IncomeFinanceIncome_sq,,90.18,-49.66,372.40,-93.23,157.31,-7.91,-12.70,53.80,49.26,-59.06,12.31,-8.00,61.80,3.71,-55.82,24.91,-14.52,-67.25,11.76,56.67,109.64,299.43,22.58,-128.33,169.88,22.60,-77.58,-44.87,185.73,-48.35,-41.01,9.01,39.28,-4.71,16.66,-70.26,399.10,62.06,-82.55,39.24,163.11,27.48,124.39
IncomeFinanceCosts,1355000,2572000,2480000,120000,-1757000,22959000,8635000,17696000,12726000,5053000,7777000,1742000,862000,6901000,7124000,5774000,27483000,-631000,18940000,4369000,2421000,12942000,8833000,19741000,7417000,20234000,13914000,18983000,16773000,8728000,20554000,6883000,9265000,10874000,19939000,10545000,-670000,14629000,30446000,8305000,-1786000,31966000,11918000,72227000
IncomeFinanceCosts_yy,,,,,-229.67,792.65,248.19,14646.67,824.30,-77.99,-9.94,-90.16,-93.23,36.57,-8.40,231.46,3088.28,-109.14,165.86,-24.33,-91.19,2151.03,-53.36,351.84,206.36,56.34,57.52,-3.84,126.14,-56.86,47.72,-63.74,-44.76,24.59,-2.99,53.20,-107.23,34.53,52.70,-21.24,-166.57,118.51,-60.86,769.68
IncomeFinanceCosts_sy,,,,,38.72,906.78,305.06,100.00,-15.25,-77.99,-60.27,414.94,-48.66,36.57,-8.40,231.46,80.21,-104.18,82.45,-24.33,-32.04,933.26,-46.24,3.79,79.58,18.08,12.31,-8.96,12.63,-15.87,30.56,-62.42,-44.76,20.15,-20.99,18.85,-61.33,28.96,49.72,10.48,-1.99,29.08,-44.03,84.68
IncomeFinanceCosts_qq,,89.82,-3.58,-95.16,-1564.17,1406.72,-62.39,104.93,-28.09,-60.29,53.91,-77.60,-50.52,700.58,3.23,-18.95,375.98,-102.30,3101.58,-76.93,-44.59,434.57,-31.75,123.49,-62.43,172.81,-31.23,36.43,-11.64,-47.96,135.49,-66.51,34.61,17.37,83.36,-47.11,-106.35,2283.43,108.12,-72.72,-121.51,1889.81,-62.72,506.03
IncomeFinanceCosts_sq,,41.66,31.46,-94.94,154.50,1406.72,-38.03,-100.00,377.95,-21.19,-5.86,8.02,-20.01,700.58,-29.54,-1.15,-13.39,-89.73,679.43,-45.48,-17.14,192.63,-18.99,-0.20,-6.44,81.10,-31.23,10.59,-11.64,-13.09,42.75,-66.51,52.16,36.90,-3.60,-50.42,-7.36,118.43,39.08,-45.76,-9.10,145.50,-54.90,37.50
IncomeOtherIncome,18000,-1000,44000,13000,24000,12000,15000,14000,-5000,9000,16000,34000,16000,98000,97000,158000,898000,1697000,2002000,2296000,2468000,1783000,2389000,3059000,2819000,4094000,2771000,2319000,4705000,4145000,3100000,4378000,2422000,3837000,2708000,5255000,2918000,4289000,3574000,5031000,4402000,3008000,3895000,3296000
IncomeOtherIncome_yy,,,,,33.33,1300.00,-65.91,7.69,-120.83,-25.00,6.67,142.86,420.00,988.89,506.25,364.71,5512.50,1631.63,1963.92,1353.16,174.83,5.07,19.33,33.23,14.22,129.61,15.99,-24.19,66.90,1.25,11.87,88.79,-48.52,-7.43,-12.65,20.03,20.48,11.78,31.98,-4.26,50.86,-29.87,8.98,-34.49
IncomeOtherIncome_sy,,,,,-23.40,-27.76,-84.13,30.09,-120.83,26.13,86.82,53.40,3.85,292.68,25.24,-53.62,42.63,40.90,382.13,-103.96,90.77,95.90,-83.28,215.99,21.76,10.08,21.20,35.45,11.54,-59.77,-22.79,39.23,-28.79,-3.43,22.22,14.40,61.68,37.03,2.38,-4.26,50.86,-52.43,16.82,75.20
IncomeOtherIncome_qq,,-105.56,4500.00,-70.45,84.62,-50.00,25.00,-6.67,-135.71,280.00,77.78,112.50,-52.94,512.50,-1.02,62.89,468.35,88.98,17.97,14.69,7.49,-27.76,33.99,28.05,-7.85,45.23,-32.32,-16.31,102.89,-11.90,-25.21,41.23,-44.68,58.42,-29.42,94.05,-44.47,46.98,-16.67,40.77,-12.50,-31.67,29.49,-15.38
IncomeOtherIncome_sq,,-57.88,606.20,-85.22,84.62,-50.00,25.00,154.16,-90.56,-210.49,93.97,67.86,-50.46,217.93,1.38,-37.64,60.35,37.84,393.86,-133.82,72.06,-18.58,-20.79,28.05,-7.85,48.53,48.56,-4.52,53.72,-11.68,118.00,7.17,-44.68,58.42,14.63,22.83,-44.47,142.35,-63.35,40.77,-3.27,-31.67,29.49,-7.14
IncomeNetGrossProfit,17659000,8176000,34290000,17853000,32218000,1852000,28562000,-1905000,-28599000,-5187000,17808000,18474000,17030000,363695000,114079000,118752000,138666000,192059000,227762000,114648000,27077000,14863000,463326000,366265000,-11966000,-89865000,182167000,108998000,-933000,13307000,357115000,175630000,107343000,188772000,380415000,61507000,17141000,-26987000,323208000,120162000,104325000,28710000,236520000,-68856000
IncomeNetGrossProfit_yy,,,,,82.45,-77.35,-16.70,-110.67,-188.77,-380.08,-37.65,1069.76,159.55,7111.66,540.61,542.81,714.25,-47.19,99.65,-3.46,-80.47,-92.26,103.43,219.47,-144.19,-704.62,-60.68,-70.24,92.20,114.81,96.04,61.13,11605.14,1318.59,6.52,-64.98,-84.03,-114.30,-15.04,95.36,508.63,206.38,-26.82,-157.30
IncomeNetGrossProfit_sy,,,,,3.56,-71.23,-115.53,-133.12,-84.61,62.92,43.86,163.62,131.43,228.92,449.70,434.66,421.03,-30.04,-30.04,-43.75,-35.26,-100.96,103.43,13.48,-39.66,-25.61,-33.76,27.68,44.16,114.81,85.99,61.13,197.47,47.59,20.24,59.84,-10.70,-52.56,-21.31,-33.00,23.47,24.14,-13.79,-63.05
IncomeNetGrossProfit_qq,,-53.70,319.40,-47.94,80.46,-94.25,1442.22,-106.67,-1401.26,81.86,443.32,3.74,-7.82,2035.61,-68.63,4.10,16.77,38.50,18.59,-49.66,-76.38,-45.11,3017.31,-20.95,-103.27,-651.00,302.71,-40.17,-100.86,1526.26,2583.66,-50.82,-38.88,75.86,101.52,-83.83,-72.13,-257.44,1297.64,-62.82,-13.18,-72.48,723.82,-129.11
IncomeNetGrossProfit_sq,,-46.36,109.59,-44.18,27.32,-266.79,75.81,57.68,-86.55,28.56,102.99,-250.34,54.06,518.64,-36.22,-12.36,41.14,52.19,-19.89,-49.66,31.50,-102.08,281.75,-27.06,7.37,-49.58,142.86,1.93,17.14,45.22,30.80,-24.30,5.64,22.44,58.76,19.35,-23.13,-49.04,55.74,-5.08,6.27,-32.20,43.62,-66.44
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,17659000,8176000,34290000,17853000,32218000,1852000,28562000,-1905000,-28599000,-5187000,17808000,18474000,17030000,363695000,114079000,118752000,138666000,192059000,227762000,114648000,27077000,14863000,463326000,366265000,-11966000,-89865000,182167000,108998000,-933000,13307000,357115000,175630000,107343000,188772000,380415000,61507000,17141000,-26987000,323208000,120162000,104325000,28710000,236520000,-68856000
IncomeBeforeTaxProfit_yy,,,,,82.45,-77.35,-16.70,-110.67,-188.77,-380.08,-37.65,1069.76,159.55,7111.66,540.61,542.81,714.25,-47.19,99.65,-3.46,-80.47,-92.26,103.43,219.47,-144.19,-704.62,-60.68,-70.24,92.20,114.81,96.04,61.13,11605.14,1318.59,6.52,-64.98,-84.03,-114.30,-15.04,95.36,508.63,206.38,-26.82,-157.30
IncomeBeforeTaxProfit_sy,,,,,3.56,-71.23,-115.53,-133.12,-84.61,62.92,43.86,163.62,131.43,228.92,449.70,434.66,421.03,-30.04,-30.04,-43.75,-35.26,-100.96,103.43,13.48,-39.66,-25.61,-33.76,27.68,44.16,114.81,85.99,61.13,197.47,47.59,20.24,59.84,-10.70,-52.56,-21.31,-33.00,23.47,24.14,-13.79,-63.05
IncomeBeforeTaxProfit_qq,,-53.70,319.40,-47.94,80.46,-94.25,1442.22,-106.67,-1401.26,81.86,443.32,3.74,-7.82,2035.61,-68.63,4.10,16.77,38.50,18.59,-49.66,-76.38,-45.11,3017.31,-20.95,-103.27,-651.00,302.71,-40.17,-100.86,1526.26,2583.66,-50.82,-38.88,75.86,101.52,-83.83,-72.13,-257.44,1297.64,-62.82,-13.18,-72.48,723.82,-129.11
IncomeBeforeTaxProfit_sq,,-46.36,109.59,-44.18,27.32,-266.79,75.81,57.68,-86.55,28.56,102.99,-250.34,54.06,518.64,-36.22,-12.36,41.14,52.19,-19.89,-49.66,31.50,-102.08,281.75,-27.06,7.37,-49.58,142.86,1.93,17.14,45.22,30.80,-24.30,5.64,22.44,58.76,19.35,-23.13,-49.04,55.74,-5.08,6.27,-32.20,43.62,-66.44
