,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.76,100.00,-104.65,,-22.68,,1729.52,,887.48,69.90,313.26,-1530.38,-92.01,-253.38,448.15,76.62,14097.02,983.64,-100.46
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.04,69.11,100.00,,-206.01,,77.96,,-52.68,63.09,7.34,84.94,60.05,13.19,25.86,76.62,47.46,-93.11,-20.26
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,65.76,201.79,-100.00,,100.00,,100.00,,36.56,1147.80,-102.31,5236.81,-102.42,14486.23,-109.10,125.19,-207.19,22415.43,-100.39,15391.57,-93.33,-111.70
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,-63.53,130.43,,-13.28,,-86.74,,36.56,82.14,-31.48,28.17,-53.52,9.78,-36.92,82.12,-43.55,-77.54,47.08,215.40,-57.17,61.53
IncomeNetGrossProfit,441000,325542000,-45394000,102807000,-61680000,60932000,-70623000,-2062684000,-279262000,-1157345000,-29288000,-160631000,-79836000,1071718000,55818000,-83238000,-9496000,1300000,-122499000,-76397000,10246000,-44667000,-75139000,-39406000,31418000,13014000,-594330000,-503060000,-196522000,-56738000,180782000,-22450000,-24681000,-54099000,-14844000,6034000,-15874000,66192000,5631000,171687000,14411000,312266000,6920000,283296000,65813000,29249000
IncomeNetGrossProfit_yy,,,,,-14082.57,-81.28,-55.58,-2106.37,-352.76,-1999.39,58.53,92.21,71.41,192.60,290.58,48.18,88.11,-99.88,-319.46,8.22,207.89,-3536.89,38.66,48.42,206.64,129.13,-690.98,-1176.60,-725.50,-535.99,130.42,95.54,87.44,4.65,-108.21,126.88,35.68,222.35,137.94,2745.19,190.78,371.76,22.89,65.01,356.69,-90.63
IncomeNetGrossProfit_sy,,,,,17.24,-7.80,-50.38,-83.90,-58.38,-59.55,25.47,27.43,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,73698.49,-113.94,326.48,-160.00,198.79,-215.90,-2820.68,86.46,-314.43,97.47,-448.45,50.30,1442.41,-94.79,-249.12,88.59,113.69,-9525.67,37.63,113.41,-535.95,-68.22,47.56,179.73,-58.58,-4667.00,15.36,60.93,71.13,418.63,-112.42,-9.94,-119.19,72.56,140.65,-363.07,516.98,-91.49,2948.70,-91.61,2066.92,-97.78,3993.63,-76.77,-55.56
IncomeNetGrossProfit_sq,,110.09,-0.91,0.59,-54.70,8.04,-48.21,-48.22,27.08,-45.22,67.44,-74.12,-38.45,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,441000,325542000,-45394000,102807000,-61680000,60932000,-70623000,-2062684000,-279262000,-1157345000,-29288000,-160631000,-79836000,1071718000,55818000,-83238000,-9496000,1300000,-122499000,-76397000,10246000,-44667000,-75139000,-39406000,31418000,13014000,-594330000,-503060000,-196522000,-56738000,180782000,-22450000,-24681000,-54099000,-14844000,6034000,-15874000,66192000,5631000,171687000,14411000,312266000,6920000,283296000,65813000,29249000
IncomeBeforeTaxProfit_yy,,,,,-14082.57,-81.28,-55.58,-2106.37,-352.76,-1999.39,58.53,92.21,71.41,192.60,290.58,48.18,88.11,-99.88,-319.46,8.22,207.89,-3536.89,38.66,48.42,206.64,129.13,-690.98,-1176.60,-725.50,-535.99,130.42,95.54,87.44,4.65,-108.21,126.88,35.68,222.35,137.94,2745.19,190.78,371.76,22.89,65.01,356.69,-90.63
IncomeBeforeTaxProfit_sy,,,,,17.24,-7.80,-50.38,-83.90,-58.38,-59.55,25.47,27.43,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,73698.49,-113.94,326.48,-160.00,198.79,-215.90,-2820.68,86.46,-314.43,97.47,-448.45,50.30,1442.41,-94.79,-249.12,88.59,113.69,-9525.67,37.63,113.41,-535.95,-68.22,47.56,179.73,-58.58,-4667.00,15.36,60.93,71.13,418.63,-112.42,-9.94,-119.19,72.56,140.65,-363.07,516.98,-91.49,2948.70,-91.61,2066.92,-97.78,3993.63,-76.77,-55.56
IncomeBeforeTaxProfit_sq,,110.09,-0.91,0.59,-54.70,8.04,-48.21,-48.22,27.08,-45.22,67.44,-74.12,-38.45,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,-5993000,-952000,-1035000,-53003000,50936000,-7592000,-4148000,380000,17000,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.88,-697.08,-300.94,100.72,-99.97,100.00,100.00,-100.00,-100.00,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.93,-398.54,-16.73,100.00,-100.00,98.35,145.00,-100.00,44.86,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,84.11,-8.63,-5022.66,196.10,-114.90,45.36,109.16,-95.51,-100.00,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,-28.36,-39.96,90.65,14.35,-41.99,66.94,119.97,-133.46,52.19,,,,,,,,,,,,,
IncomeNetProfit,-5003000,219166000,86932000,75168000,-40737000,22393000,-72075000,-1826648000,-268910000,-894774000,-8433000,-230589000,-80971000,1054965000,14058000,-56925000,-12525000,-10780000,-128198000,-73186000,7025000,-58836000,-88603000,-54336000,21058000,-4732000,-617119000,-460891000,-205883000,-62950000,186912000,-23106000,-25229000,-47162000,-15946000,1602000,-15870000,54319000,7059000,681522000,10811000,253801000,5602000,306006000,53309000,25341000
IncomeNetProfit_yy,,,,,-714.21,-89.78,-182.91,-2530.08,-560.11,-4095.84,88.30,87.38,69.89,217.90,266.71,75.31,84.53,-101.02,-1011.91,-28.57,156.09,-445.80,30.89,25.76,199.77,91.96,-596.50,-748.22,-1077.68,-1230.36,130.29,94.99,87.75,25.08,-108.53,106.93,37.10,215.17,144.27,42433.32,168.12,367.25,-20.64,-55.10,393.09,-90.02
IncomeNetProfit_sy,,,,,-10.55,18.39,-61.33,-85.60,-78.87,-66.67,28.84,44.49,55.73,48.53,98.59,48.95,-8.36,-27.13,-53.02,56.14,-51.06,-39.96,-67.55,-11.50,78.53,-49.15,47.88,-13.16,-70.86,-48.66,-10.47,14.01,32.93,84.25,15.48,51.39,54.90,74.51,14.18,5.42,5.02,11.68,44.06,-14.19,44.78,20.03
IncomeNetProfit_qq,,4480.46,-60.34,-13.53,-154.19,154.97,-421.87,-2434.36,85.28,-232.74,99.06,-2634.52,64.89,1402.89,-98.67,-504.93,78.00,13.94,-1089.25,42.91,109.60,-937.55,-50.59,38.67,138.76,-122.47,-12941.90,25.32,55.33,69.42,396.92,-112.36,-9.19,-86.93,66.19,110.05,-1090.43,442.27,-87.00,9555.00,-98.41,2247.59,-97.79,5362.62,-82.58,-52.46
IncomeNetProfit_sq,,73.50,16.62,-8.28,-52.43,17.78,-53.00,-72.62,42.17,-45.64,43.93,14.13,-43.29,-5.40,65.56,0.21,-17.66,12.03,57.87,-16.13,-46.38,36.40,-7.34,-45.73,-17.78,-62.86,26.64,7.40,24.88,24.26,82.52,-17.29,7.26,15.62,17.13,85.44,-57.27,23.52,-10.41,165.17,-66.45,73.45,-1.63,30.86,-32.24,-2.23
IncomeShareholderNetProfit,1699000,205805000,50388000,68341000,-45081000,-4454000,-53411000,-1505298000,-214986000,-688891000,-5743000,-202727000,-60246000,1050264000,16785000,-33793000,-17548000,-12474000,-141379000,-60523000,11794000,-50620000,-104001000,-30895000,30457000,-1312000,-521615000,-457440000,-222802000,-39974000,186812000,-22744000,-25205000,-45828000,-15929000,1607000,-15870000,54283000,7093000,681526000,10811000,253801000,5602000,307287000,53309000,25092000
