,2006/Q1,2006/Q2,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrInvestments,189348000,190194000,196910000,200617000,200973000,183462000,169828000,174132000,193217000,209810000,214656000,182320000,185992000,176231000,174417000,191690000,165127000,164457000,168486000,165086000,,,1398000,553000,783000,456000,362000,142319000,164000,6145000,6291000,6536000,6621000,5268000,6687000,7666000,8271000,9423000,9326000,8525000,1356000,1356000,900000,845000,696000,481000,1643000,1643000
BalanceOtherNoncurrentAssets,2358000,2358000,2498000,1740000,2315000,1961000,2380000,2059000,2403000,2144000,2364000,2019000,2400000,,,55892000,141534000,282447000,237303000,364980000,261385000,232935000,259724000,420277000,330879000,310971000,309479000,299052000,295545000,295545000,322018000,323925000,265421000,272911000,276990000,282328000,280759000,291339000,291983000,305232000,231921000,240426000,240746000,245668000,225357000,194942000,201936000,192015000
BalanceCurrentAssets,187368000,178105000,162108000,180471000,178341000,187710000,189970000,,,,105003000,221031000,179749000,307050000,232720000,221726000,236071000,394149000,282195000,270676000,230344000,221066000,228689000,252680000,259712000,261194000,227514000,225219000,225428000,229530000,230141000,236852000,243052000,254353000,175693000,184120000,192781000,200287000,187884000,168955000,158561000,153725000,138994000,137669000,139547000,144578000,142360000,146579000
BalanceInventory,152735000,,,39627000,1240000,6360000,15589000,16938000,21694000,2472000,9527000,2015000,13256000,1865000,42649000,18365000,16430000,6516000,10544000,9899000,5082000,4383000,12008000,11141000,11135000,11560000,12316000,13313000,15777000,14948000,6062000,5119000,14266000,9397000,10351000,11537000,13489000,6276000,4784000,6861000,3633000,5300000,5458000,,,,21738000,16026000
BalanceCurrentReceivables,26095000,31494000,2611000,2771000,4819000,15969000,16336000,13820000,18032000,21890000,22347000,22788000,26327000,26984000,21858000,22472000,23112000,25257000,26713000,27182000,27666000,28141000,26876000,27555000,28161000,29016000,4508000,3289000,23085000,24396000,24302000,26029000,9519000,22100000,21090000,22109000,23313000,,,16265000,13461000,38902000,15076000,8750000,4184000,5109000,8705000,8027000
BalanceCurrentInvestments,18128000,23955000,18169000,36542000,27202000,13022000,24170000,24861000,10332000,19710000,15558000,15679000,12020000,14536000,7691000,8417000,12707000,12016000,11605000,9222000,17497000,12018000,8780000,1442000,9851000,7090000,7352000,5863000,10357000,12175000,7014000,,,,92000,128000,794000,748000,176000,857000,602000,117000,964000,655000,285000,1189000,877000,539000
BalanceCash,1265000,987000,635000,1127000,884000,721000,750000,1209000,1258000,1008000,868000,1787000,2137000,2024000,1202000,1283000,1159000,915000,732000,1041000,906000,1069000,901000,1547000,1450000,,,,,,,,,,,,,,,,275000,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,75890000,142629000,290009000,238601000,372508000,415475000,389616000,418943000,426872000,461747000,469330000,470214000,452375000,454039000,494936000,534716000,569119000,487066000,510898000,498802000,508792000,507740000,524905000
BalanceAssetsForSale,529020000,542436000,548262000,447534000,455777000,480025000,476710000,450378000,425518000,418865000,391685000,380096000,381865000,373353000,370597000,383575000,382768000,,,53773000,110266000,134373000,133640000,132591000,140190000,143826000,202257000,196135000,195498000,242644000,233838000,250643000,249035000,250513000,249692000,253252000,252811000,254000000,253849000,255028000,270420000,269217000,269662000,264790000,256601000,252825000,244088000,242172000
BalanceTotalAssets,241972000,240806000,238590000,237281000,214764000,213315000,210213000,211833000,194897000,194581000,183597000,,,11422000,22844000,24574000,24574000,24574000,25802000,27031000,46031000,46031000,46031000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000,52308000
BalanceCapital,52308000,52308000,52308000,52308000,52308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200000,-300000,-300000,-419000,-557000,-557000
BalanceShareCapital,-625000,-708000,-871000,-871000,-1075000,,,117846000,163230000,186215000,186215000,186215000,189121000,192200000,233836000,236598000,236598000,255407000,246304000,246271000,247501000,257967000,257967000,257967000,273542000,273542000,275749000,275749000,275749000,275749000,275749000,275749000,293085000,293085000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,217290000,
BalanceOwnShares,,132000,304000,415000,175000,,11662000,11543000,11355000,11919000,11919000,31106000,10666000,10666000,11066000,10609000,11108000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10612000,10612000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,10609000,,,21374000,30414000,141467000,90299000,130482000
BalanceReserve,189605000,172479000,68880000,67126000,84906000,65851000,70051000,102722000,106415000,85453000,115754000,120643000,104111000,156510000,106589000,106113000,82896000,81091000,77264000,91359000,106893000,108600000,109451000,128177000,115368000,84720000,76187000,66428000,59605000,72191000,72256000,72332000,72382000,80129000,85698000,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20620000,30414000,73166000,75636000,59428000,112731000,111931000,5884000,10298000,26833000,54029000
BalanceNoncurrentLiabilities,51328000,81285000,83670000,47166000,77397000,81904000,73384000,114708000,83292000,80799000,82139000,79815000,76278000,90114000,105794000,106943000,107264000,110078000,113072000,82366000,73806000,63988000,57108000,69787000,69790000,69816000,69805000,77514000,83064000,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754000,,68301000,14663000,71054000,76874000,60548000,62996000,56828000,58073000,11822000,18723000,21437000,22745000,38287000,38357000,38739000
BalanceNoncurrentObligations,30727000,41802000,23297000,25314000,757000,1276000,986000,1245000,1099000,1657000,2187000,18099000,2296000,2354000,2381000,2440000,2497000,2404000,2466000,2516000,2577000,2615000,2634000,,,611000,1645000,13754000,14487000,109435000,74018000,61768000,136451000,151692000,169424000,129729000,155659000,88344000,87523000,148361000,158162000,184615000,119535000,89779000,127755000,137042000,143815000,163988000
BalanceNoncurrentLeasing,171485000,175675000,174156000,75500000,91629000,99067000,108761000,114243000,100132000,104547000,106707000,83981000,88787000,78579000,92709000,98256000,102864000,,,611000,1322000,2564000,14434000,75827000,8661000,10159000,3057000,3718000,5599000,2988000,6771000,6799000,9572000,18083000,10019000,16382000,10716000,3673000,5528000,10640000,6088000,5897000,6271000,3731000,3441000,6216000,8078000,6344000
BalanceNoncurrentOtherLiabilities,5356000,6574000,5102000,8377000,8718000,9750000,9831000,4929000,7433000,6973000,5930000,,,,,,10657000,33444000,64859000,51366000,133244000,135418000,132802000,97605000,51066000,51617000,50960000,99555000,108099000,114237000,93747000,71228000,104122000,108373000,116318000,136753000,144763000,148459000,137979000,51430000,58758000,50976000,51500000,78821000,71254000,72433000,80717000,62087000
BalanceCurrentLiabilities,65358000,59027000,61337000,49562000,50783000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,498000,,,1365000,13344000,2650000,56432000,3281000,2803000,4574000,5226000,9786000,5026000,4288000,10903000,10634000,11904000,11482000,12637000,14460000,21072000,4244000,5239000,5542000,8954000,5598000,9061000,5026000,11799000,7289000,6735000,3683000,3116000,4131000
BalanceCurrentObligations,3491000,,,,323000,533000,53000,164000,0,243000,150000,11191000,17679000,26486000,41390000,26647000,24188000,26149000,34818000,44210000,10046000,10590000,7202000,7395000,9505000,9856000,7814000,9025000,11664000,13610000,19554000,36205000,42951000,23250000,14715000,18711000,5473000,4855000,6863000,10940000,20823000,37590000,42660000,0,0,75890000,142629000,0
BalanceCurrentLeasing,290009000,238601000,372508000,0,415475000,389616000,418943000,0,426872000,461747000,469330000,0,470214000,452375000,454039000,0,494936000,534716000,569119000,0,487066000,510898000,498802000,508792000,507740000,524905000,529020000,542436000,548262000,447534000,455777000,480025000,476710000,450378000,425518000,418865000,391685000,380096000,381865000,373353000,370597000,383575000,382768000,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,2016000,-26420000,-70598000,-15965000,-24621000,-23388000,-14097000,-89155000,70604000,15299000,-10446000,4930000,-15436000,-805000,7353000,-5982000,-6794000,-13094000,-9579000,-4549000,-10740000,-7247000,-10781000,14335000,-62099000,-5183000,-169000,1977000,-5730000,-5183000,-8181000,-10863000,8233000,4164000,-3184000,7715000,9089000,4757000,5179000,5198000,4542000,5243000,-371000,4581000,5180000,6370000,-5738000
CashflowAmortization,,,,,,,,,,,,,,,,,,154000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727000,-2301000
CashflowInvestingCashflow,66000,1143000,-16000,-570000,169000,12000,382000,-392000,5000,19000,61000,-1000,-10000,12250000,-1050000,-626000,-5994000,2056000,-2017000,235000,-133000,-142000,-591000,866000,-117000,14000,-131000,-2112000,-117000,-2446000,22000,-2487000,-5628000,-910000,-1177000,-723000,-4041000,1905000,-1557000,-3512000,-31000,-307000,-8349000,900000,-192000,-2467000,839000,-829000
CashflowCapex,49000,63000,59000,215000,38000,94000,19000,39000,35000,12000,15000,-3000,10000,14000,56000,28000,48000,82000,17000,216000,133000,142000,129000,-404000,117000,-14000,120000,108000,117000,156000,101000,161000,107000,240000,366000,-292000,391000,91000,77000,262000,31000,307000,87000,177000,92000,29000,0,0
CashflowFinancingCashflow,20465000,66358000,10501000,56405000,-1253000,8405000,83251000,-69256000,-14379000,14023000,-8290000,18058000,10916000,-13776000,-300000,9120000,37461000,-1817000,1445000,1438000,21797000,8345000,-28136000,4559000,14678000,-3997000,-1725000,4183000,14678000,-3080000,11567000,-1456000,773000,3683000,-8921000,-91000,-6195000,-10322000,-10979000,7379000,-7973000,940000,2279000,-1586000,-4360000,3044000,,0
CashflowShareCapitalCash,0,56740000,31000,24415000,17000,-17000,0,0,3681000,14578000,0,0,0,0,7197000,10509000,9491000,570000,8055000,2897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,0,,,,499000,,,,,,,,,,100000,,,,,,,,,,,,,2727000,-285000,-5889000,-3097000,-5480000,31214000,-24472000,-5680000,-5522000,956000
CashflowNetCashflow,925000,3596000,-3299000,2621000,10101000,5827000,-7332000,1546000,18373000,-9340000,-5121000,-9059000,14417000,-2578000,-14392000,4870000,9378000,-4152000,121000,-3659000,9378000,-13707000,726000,4290000,-691000,-411000,-2383000,8275000,-5479000,-3238000,-7338000,8409000,-2761000,262000,-1489000,4494000,1818000,-5161000,,,,,,,,,,
