,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sy,,,,,10.02,16.51,13.69,3.26,2.16,-8.43,-9.86,-11.78,-16.77,16.64,8.27,16.22,16.28,19.40,22.34,5.86,15.78,-0.35,-0.12,-7.46,-6.56,13.01,3.77,10.07,6.53,4.85,9.72,-6.77,6.80,3.87,1.68,14.01,9.27,7.79,4.00,6.12,5.62,5.11,9.20,9.83,-1.76,7.77
IncomeDistributionExpenses_qq,,10.61,-7.10,13.90,15.17,-4.39,-1.58,250.28,-74.21,-119.23,697.22,12.40,9.72,53.87,-23.00,94.27,-49.48,11.95,24.82,47.81,-32.61,12.82,26.20,69.67,-47.72,3.57,-6.56,179.35,-77.88,-107.71,2287.33,41.85,19.81,79.97,-57.10,182.95,-45.54,53.11,-38.14,53.11,-48.66,80.30,-22.19,56.82,-65.71,36.66
IncomeDistributionExpenses_sq,,11.52,-3.61,16.04,-15.51,3.62,-1.58,6.38,-15.78,-9.63,7.62,12.40,-14.38,8.86,-1.74,21.97,-22.14,12.26,-1.00,13.29,-17.84,5.35,-4.07,20.12,-22.53,4.84,2.78,15.00,-18.02,14.53,-0.38,7.04,-9.66,8.70,-0.86,13.30,-16.42,14.34,-3.04,14.18,-5.51,8.28,2.12,11.22,-15.93,10.61
IncomeAdministrativExpenses,2127000,2415000,2633000,3318000,3153000,3205000,2954000,2555000,2576000,2983000,2727000,2758000,2705000,3143000,2992000,4313000,3130000,3492000,3587000,4318000,3863000,4129000,3915000,4956000,3996000,5344000,4439000,2921000,3720000,4018000,4296000,5248000,4429000,4303000,5031000,7614000,4825000,4828000,7765000,8247000,6586000,7081000,8293000,9330000,7023000,7360000
IncomeAdministrativExpenses_yy,,,,,48.24,32.71,12.19,-23.00,-18.30,-6.93,-7.68,7.95,5.01,5.36,9.72,56.38,15.71,11.10,19.89,0.12,23.42,18.24,9.14,14.78,3.44,29.43,13.38,-41.06,-6.91,-24.81,-3.22,79.66,19.06,7.09,17.11,45.08,8.94,12.20,54.34,8.31,36.50,46.67,6.80,13.13,6.64,3.94
IncomeAdministrativExpenses_sy,,,,,2.26,17.03,12.71,7.54,7.89,2.90,-6.50,1.60,-0.44,4.25,14.36,7.86,3.60,10.38,8.99,8.16,12.65,7.17,2.88,4.14,2.43,3.84,1.28,-5.29,1.91,2.76,1.67,5.18,8.60,7.35,3.04,2.56,4.65,-0.67,-0.45,7.89,1.59,5.14,6.80,0.26,4.82,2.66
IncomeAdministrativExpenses_qq,,13.54,9.03,26.02,-4.97,1.65,-7.83,-13.51,0.82,15.80,-8.58,1.14,-1.92,16.19,-4.80,44.15,-27.43,11.57,2.72,20.38,-10.54,6.89,-5.18,26.59,-19.37,33.73,-16.93,-34.20,27.35,8.01,6.92,22.16,-15.61,-2.84,16.92,51.34,-36.63,0.06,60.83,6.21,-20.14,7.52,17.12,12.50,-24.73,4.80
IncomeAdministrativExpenses_sq,,0.82,6.12,12.63,-7.35,8.83,-3.20,15.08,-9.28,3.90,-5.96,13.06,-6.44,4.19,-1.08,18.40,-12.36,4.17,0.55,15.25,-13.20,4.69,-2.63,15.55,-12.98,6.28,-7.94,6.96,-1.97,3.81,-5.00,15.10,-9.02,1.72,-7.65,12.99,-6.98,2.35,-3.96,11.40,-6.59,5.18,-2.01,14.33,-10.08,4.80
IncomeGrossProfit,700000,3165000,1472000,2896000,1785000,2919000,-483000,-5476000,2265000,2567000,-583000,-3243000,946000,172000,-2125000,-4992000,-343000,990000,117000,80000,1995000,3568000,1456000,-4421000,-568000,-2177000,-4711000,-11464000,385000,-608000,4937000,11243000,3759000,5593000,-1856000,8045000,3253000,-3343000,-6269000,13814000,6198000,-6654000,7980000,-22573000,2536000,-20568000
IncomeGrossProfit_yy,,,,,155.00,-7.77,-132.81,-289.09,26.89,-12.06,-20.70,40.78,-58.23,-93.30,-264.49,-53.93,-136.26,475.58,105.51,101.60,681.63,260.40,1144.44,-5626.25,-128.47,-161.01,-423.56,-159.31,167.78,72.07,204.80,198.07,876.36,1019.90,-137.59,-28.44,-13.46,-159.77,-237.77,71.71,90.53,-99.04,227.29,-263.41,-59.08,-209.11
IncomeGrossProfit_sy,,,,,-24.59,-5.60,-3.81,53.21,32.18,-20.50,-16.03,-23.77,-56.01,7.22,7.82,60.83,57.16,63.32,74.47,26.12,64.07,45.67,9.80,-14.44,-35.45,-6.96,-8.48,0.95,23.94,21.77,27.74,6.79,-3.66,14.32,-15.81,-9.80,-13.46,-24.51,-29.80,-9.30,17.57,-32.87,-3.43,-20.65,28.19,25.89
IncomeGrossProfit_qq,,352.14,-53.49,96.74,-38.36,63.53,-116.55,-1033.75,141.36,13.33,-122.71,-456.26,129.17,-81.82,-1335.47,-134.92,93.13,388.63,-88.18,-31.62,2393.75,78.85,-59.19,-403.64,87.15,-283.27,-116.40,-143.35,103.36,-257.92,912.01,127.73,-66.57,48.79,-133.18,533.46,-59.56,-202.77,-87.53,320.35,-55.13,-207.36,219.93,-382.87,111.23,-911.04
IncomeGrossProfit_sq,,14.34,12.46,-27.55,-11.98,0.98,23.40,6.14,-15.74,-28.86,15.02,-1.62,-37.18,19.76,10.62,29.59,-37.20,41.17,14.46,-23.03,-17.61,22.26,1.76,-25.64,-28.24,30.65,16.78,-15.25,-6.98,51.52,10.60,-8.87,-25.52,21.38,4.86,-14.76,-30.77,30.83,-12.83,16.65,-31.87,-16.02,19.88,10.16,58.34,15.96
IncomeOtherOperatingIncome,405000,-215000,685000,518000,232000,269000,214000,-297000,1101000,155000,690000,1468000,333000,269000,775000,5759000,260000,929000,835000,-133000,419000,1712000,942000,2918000,502000,369000,340000,-746000,2494000,635000,414000,2329000,649000,811000,2772000,-564000,301000,1451000,251000,3720000,1074000,1181000,823000,2471000,845000,657000
IncomeOtherOperatingIncome_yy,,,,,-42.72,225.12,-68.76,-157.34,374.57,-42.38,222.43,594.28,-69.75,73.55,12.32,292.30,-21.92,245.35,7.74,-102.31,61.15,84.28,12.81,2293.98,19.81,-78.45,-63.91,-125.57,396.81,72.09,21.76,412.20,-73.98,27.72,569.57,-124.22,-53.62,78.91,-90.95,759.57,256.81,-18.61,227.89,-33.58,-21.32,-44.37
IncomeOtherOperatingIncome_sy,,,,,0.53,18.41,32.50,-20.29,16.98,-6.00,-19.64,23.92,-33.90,-20.81,8.84,-29.12,-16.76,20.50,103.46,-2.02,61.15,22.91,-24.42,50.73,1.98,-10.60,-15.69,18.28,13.57,3.44,-1.36,-22.75,-27.14,-2.74,-33.16,5.34,25.36,23.12,-9.20,-6.66,9.07,-6.14,-23.22,75.07,-0.68,-9.27
IncomeOtherOperatingIncome_qq,,-153.09,418.60,-24.38,-55.21,15.95,-20.45,-238.79,470.71,-85.92,345.16,112.75,-77.32,-19.22,188.10,643.10,-95.49,257.31,-10.12,-115.93,415.04,308.59,-44.98,209.77,-82.80,-26.49,-7.86,-319.41,434.32,-74.54,-34.80,462.56,-72.13,24.96,241.80,-120.35,153.37,382.06,-82.70,1382.07,-71.13,9.96,-30.31,200.24,-65.80,-22.25
IncomeOtherOperatingIncome_sq,,-9.60,18.47,111.18,-44.93,-6.83,-11.06,35.35,-18.92,6.46,-4.98,113.31,-44.18,8.48,1.59,72.34,-58.90,13.02,72.84,3.36,-37.05,18.14,-9.02,1.11,-24.95,34.65,-10.93,147.28,-55.52,-2.04,11.38,48.90,-33.12,17.13,-16.80,183.20,-20.94,12.86,-30.19,81.32,-41.00,9.96,-30.31,194.70,-70.82,32.06
IncomeOtherOperatingCosts,355000,-125000,40000,947000,53000,409000,77000,586000,35000,71000,727000,382000,165000,37000,181000,757000,117000,236000,85000,-50000,113000,81000,230000,1323000,143000,153000,105000,1965000,120000,273000,517000,3065000,44000,238000,-19000,2843000,253000,400000,-92000,7332000,804000,1744000,1754000,8276000,894000,3257000
IncomeOtherOperatingCosts_yy,,,,,-85.07,427.20,92.50,-38.12,-33.96,-82.64,844.16,-34.81,371.43,-47.89,-75.10,98.17,-29.09,537.84,-53.04,-106.61,-3.42,-65.68,170.59,2746.00,26.55,88.89,-54.35,48.53,-16.08,78.43,392.38,55.98,-63.33,-12.82,-103.68,-7.24,475.00,68.07,-384.21,157.90,217.79,336.00,2006.52,12.88,11.19,86.75
IncomeOtherOperatingCosts_sy,,,,,24.71,43.07,19.04,76.80,26.00,-12.05,69.96,-18.72,13.90,0.43,-5.00,-34.92,-16.12,-26.64,116.57,9.25,62.04,93.40,14.59,9.30,-17.17,-58.93,-51.28,35.93,18.83,36.64,120.86,3.27,-42.72,31.96,-7.02,13.06,61.62,11.21,88.08,-2.82,15.68,18.08,16.59,6.69,11.06,11.93
IncomeOtherOperatingCosts_qq,,-135.21,132.00,2267.50,-94.40,671.70,-81.17,661.04,-94.03,102.86,923.94,-47.46,-56.81,-77.58,389.19,318.23,-84.54,101.71,-63.98,-158.82,326.00,-28.32,183.95,475.22,-89.19,6.99,-31.37,1771.43,-93.89,127.50,89.38,492.84,-98.56,440.91,-107.98,15063.16,-91.10,58.10,-123.00,8069.57,-89.03,116.92,0.57,371.84,-89.20,264.32
IncomeOtherOperatingCosts_sq,,47.18,-27.46,202.41,-70.58,62.38,-59.05,362.90,-53.22,15.89,-36.75,145.55,-42.02,36.00,7.59,187.70,-79.00,84.86,71.04,71.35,-37.85,42.91,-23.08,50.59,-41.76,19.11,-27.12,352.97,-64.96,45.35,-1.44,62.75,-75.92,74.71,-30.71,226.78,-61.31,5.56,-28.69,151.61,-50.38,22.66,-17.89,215.30,-69.23,18.69
IncomeEBIT,750000,3075000,2117000,2467000,1964000,2779000,-346000,-6359000,3331000,2651000,-620000,-2157000,1114000,404000,-1531000,10000,-200000,1683000,867000,-3000,2301000,5199000,2168000,-2826000,-209000,-1961000,-4476000,-14175000,2759000,-246000,4834000,10507000,4364000,6166000,935000,4638000,3301000,-2292000,-5926000,10202000,6468000,-7217000,7049000,-28378000,2487000,-23168000
IncomeEBIT_yy,,,,,161.87,-9.63,-116.34,-357.76,69.60,-4.61,-79.19,66.08,-66.56,-84.76,-146.94,100.46,-117.95,316.58,156.63,-130.00,1250.50,208.91,150.06,-94100.00,-109.08,-137.72,-306.46,-401.59,1420.10,87.46,208.00,174.12,58.17,2606.50,-80.66,-55.86,-24.36,-137.17,-733.80,119.97,95.94,-214.88,218.95,-378.16,-61.55,-221.02
IncomeEBIT_sy,,,,,-25.87,7.34,-0.02,68.56,43.05,-17.76,-14.12,-19.94,-60.68,4.45,-5.24,48.70,51.74,52.42,96.93,18.14,77.37,37.83,13.25,-1.83,-19.15,0.37,-5.56,13.20,31.22,12.41,8.70,11.67,-5.06,14.86,-4.48,-8.98,-20.06,4.42,-40.90,-11.12,12.22,-29.59,6.17,12.99,26.82,16.86
IncomeEBIT_qq,,310.00,-31.15,16.53,-20.39,41.50,-112.45,-1737.86,152.38,-20.41,-123.39,-247.90,151.65,-63.73,-478.96,100.65,-2100.00,941.50,-48.48,-100.35,76800.00,125.95,-58.30,-230.35,92.60,-838.28,-128.25,-216.69,119.46,-108.92,2065.04,117.36,-58.47,41.29,-84.84,396.04,-28.83,-169.43,-158.55,272.16,-36.60,-211.58,197.67,-502.58,108.76,-1031.56
IncomeEBIT_sq,,-3.95,36.28,-25.58,-20.39,31.90,27.81,-24.32,21.16,-22.47,-1.42,-6.28,-23.19,15.54,-4.66,5.58,-28.89,29.86,35.23,-24.12,11.71,-2.10,17.22,-23.96,-18.69,16.59,16.65,-7.94,-16.00,24.96,-0.64,-5.22,-24.60,11.57,10.18,-19.46,-39.90,30.32,-13.65,22.20,-18.63,-7.28,22.60,-5.95,12.31,-11.62
IncomeFinanceIncome,239000,184000,141000,348000,98000,994000,-8000,382000,101000,129000,-206000,474000,6000,339000,1039000,290000,14000,,41000,1724000,12000,,165000,753000,5000,,12000,26000,80000,,117000,-47000,854000,,3000,318000,3662000,,12385000,-1159000,1054000,2124000,-559000,1215000,20000,207000
IncomeFinanceIncome_yy,,,,,-59.00,440.22,-105.67,9.77,3.06,-87.02,-2475.00,24.08,-94.06,162.79,604.37,-38.82,133.33,-100.00,-96.05,494.48,-14.29,,302.44,-56.32,-58.33,,-92.73,-96.55,1500.00,,875.00,-280.77,967.50,,-97.44,776.60,328.81,,412733.35,-464.47,-71.22,,-104.51,204.83,-98.10,-90.25
IncomeFinanceIncome_sy,,,,,2.98,31.28,-13.21,123.40,18.06,8.60,9.19,-0.42,4.21,-2.45,13.90,47.24,-24.40,-7.07,8.86,-48.51,8.16,,-51.36,74.98,-9.42,,-69.84,-66.93,-25.14,,40.96,117.37,106.72,,-64.50,-23.25,-49.02,,-6.12,-61.67,,,67.71,-36.62,-22.08,108.94
IncomeFinanceIncome_qq,,-23.01,-23.37,146.81,-71.84,914.29,-100.80,4875.00,-73.56,27.72,-259.69,330.10,-98.73,5550.00,206.49,-72.09,-95.17,-100.00,,4104.88,-99.30,-100.00,,356.36,-99.34,-100.00,,116.67,207.69,-100.00,,-140.17,1917.02,-100.00,,10500.00,1051.57,-100.00,,-109.36,190.94,101.52,-126.32,317.35,-98.35,935.00
IncomeFinanceIncome_sq,,11.60,5.60,-38.70,94.06,-22.43,-8.78,141.59,-21.02,6.97,31.36,33.14,24.86,-9.30,-2.94,22.94,35.33,-4.44,,-49.09,26.58,-41.42,,48.65,-25.13,-1.87,,116.67,32.16,-31.11,,40.32,62.22,-63.95,,55.50,15.82,27.57,,11.03,44.44,-32.85,17.03,23.24,12.54,66.67
IncomeFinanceCosts,188000,637000,334000,1504000,734000,3544000,-854000,1407000,1902000,321000,500000,-594000,755000,,1216000,776000,688000,614000,771000,1059000,965000,588000,922000,782000,1104000,1997000,467000,633000,756000,1195000,1768000,2312000,931000,2123000,5068000,-1605000,2366000,-1779000,7533000,1571000,2536000,1444000,1565000,3347000,4448000,3084000
IncomeFinanceCosts_yy,,,,,290.43,456.36,-355.69,-6.45,159.13,-90.94,158.55,-142.22,-60.30,-100.00,143.20,230.64,-8.87,,-36.60,36.47,40.26,-4.23,19.58,-26.16,14.40,239.63,-49.35,-19.05,-31.52,-40.16,278.59,265.24,23.15,77.66,186.65,-169.42,154.14,-183.80,48.64,197.88,7.19,181.17,-79.22,113.05,75.39,113.57
IncomeFinanceCosts_sy,,,,,21.05,88.26,-18.45,73.73,151.09,-82.57,74.93,-64.57,-49.04,-72.30,-7.65,53.60,-34.84,,2.91,-4.96,127.39,-13.06,1.69,17.50,-54.75,23.08,-43.34,-41.22,9.81,-23.52,37.54,65.13,23.15,-34.62,-8.50,-12.56,-15.07,34.27,-27.77,11.37,7.19,13.69,-33.28,90.57,-6.08,-21.13
IncomeFinanceCosts_qq,,238.83,-47.57,350.30,-51.20,382.83,-124.10,264.75,35.18,-83.12,55.76,-218.80,227.10,-100.00,,-36.18,-11.34,-10.76,25.57,37.35,-8.88,-39.07,56.80,-15.18,41.18,80.89,-76.61,35.55,19.43,58.07,47.95,30.77,-59.73,128.03,138.72,-131.67,247.41,-175.19,523.44,-79.15,61.43,-43.06,8.38,113.87,32.90,-30.67
IncomeFinanceCosts_sq,,33.79,-17.00,83.24,-29.89,64.35,-43.27,218.51,-17.88,-54.07,28.27,-28.57,50.00,-56.60,,-8.36,-24.38,-11.94,64.63,16.16,39.71,-39.07,56.80,-8.66,-33.92,28.74,-17.17,25.14,19.43,7.17,7.27,14.13,-8.16,-38.16,64.29,34.45,1.38,-6.61,-39.21,78.74,7.76,-9.24,-56.71,261.63,-50.75,16.67
IncomeOtherIncome,,,,,,,,,,0,0,-451000,-25000,-17000,0,0,,,,,,,,,,,,,,,,,,,,,,,,17891000,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,100.00,100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,100.00,9.23,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
IncomeOtherIncome_qq,,,,,,,,,,,,,94.46,32.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,100.00,-11.60,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,
IncomeNetGrossProfit,801000,2622000,1924000,1311000,1328000,229000,500000,-7384000,1530000,2459000,-1326000,-1540000,340000,1481000,-1708000,-476000,-874000,1055000,137000,662000,1348000,4599000,1411000,-2855000,-1308000,-3963000,-4931000,-14782000,2083000,-1521000,3183000,8148000,4287000,3189000,-4130000,6561000,4597000,-4175000,-1074000,25363000,4986000,-6537000,4925000,-30510000,-1941000,-26045000
IncomeNetGrossProfit_yy,,,,,65.79,-91.27,-74.01,-663.23,15.21,973.80,-365.20,79.14,-77.78,-39.77,-28.81,69.09,-357.06,-28.76,108.02,239.08,254.23,335.92,929.93,-531.27,-197.03,-186.17,-449.47,-417.76,259.25,61.62,164.55,155.12,105.81,309.66,-229.75,-19.48,7.23,-230.92,74.00,286.57,8.46,-56.57,558.57,-220.29,-138.93,-298.42
IncomeNetGrossProfit_sy,,,,,-2.50,-6.92,-8.35,13.48,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeNetGrossProfit_qq,,227.34,-26.62,-31.86,1.30,-82.76,118.34,-1576.80,120.72,60.72,-153.92,-16.14,122.08,335.59,-215.33,72.13,-83.61,220.71,-87.01,383.21,103.63,241.17,-69.32,-302.34,54.19,-202.98,-24.43,-199.78,114.09,-173.02,309.27,155.98,-47.39,-25.61,-229.51,258.86,-29.93,-190.82,74.28,2461.55,-80.34,-231.11,175.34,-719.49,93.64,-1241.83
IncomeNetGrossProfit_sq,,-12.28,54.68,-31.86,43.44,-43.89,52.24,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,801000,2622000,1924000,1311000,1328000,229000,500000,-7384000,1530000,2459000,-1326000,-1540000,340000,1481000,-1708000,-476000,-874000,1055000,137000,662000,1348000,4599000,1411000,-2855000,-1308000,-3963000,-4931000,-14782000,2083000,-1521000,3183000,8148000,4287000,3189000,-4130000,6561000,4597000,-4175000,-1074000,25363000,4986000,-6537000,4925000,-30510000,-1941000,-26045000
IncomeBeforeTaxProfit_yy,,,,,65.79,-91.27,-74.01,-663.23,15.21,973.80,-365.20,79.14,-77.78,-39.77,-28.81,69.09,-357.06,-28.76,108.02,239.08,254.23,335.92,929.93,-531.27,-197.03,-186.17,-449.47,-417.76,259.25,61.62,164.55,155.12,105.81,309.66,-229.75,-19.48,7.23,-230.92,74.00,286.57,8.46,-56.57,558.57,-220.29,-138.93,-298.42
IncomeBeforeTaxProfit_sy,,,,,-2.50,-6.92,-8.35,13.48,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeBeforeTaxProfit_qq,,227.34,-26.62,-31.86,1.30,-82.76,118.34,-1576.80,120.72,60.72,-153.92,-16.14,122.08,335.59,-215.33,72.13,-83.61,220.71,-87.01,383.21,103.63,241.17,-69.32,-302.34,54.19,-202.98,-24.43,-199.78,114.09,-173.02,309.27,155.98,-47.39,-25.61,-229.51,258.86,-29.93,-190.82,74.28,2461.55,-80.34,-231.11,175.34,-719.49,93.64,-1241.83
IncomeBeforeTaxProfit_sq,,-12.28,54.68,-31.86,43.44,-43.89,52.24,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
