,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts,,62000,0,50000,20000,1000,28000,20000,3000,4000,147000,1604000,3000,28000,51000,1516000,41000,74000,105000,3569000,283000,245000,434000,304000,1000,46000,8000,656000,120000,17814000,407000,1330000,635000,-345000,270000,3842000,5300000,-3765000,5665000,14665000,3014000,-414000
IncomeOtherOperatingCosts_yy,,,,,,-98.39,,-60.00,-85.00,300.00,425.00,7920.00,,600.00,-65.31,-5.49,1266.67,164.29,105.88,135.42,590.24,231.08,313.33,-91.48,-99.65,-81.22,-98.16,115.79,11900.00,38626.09,4987.50,102.74,429.17,-101.94,-33.66,188.87,734.65,-991.30,1998.15,281.70,-43.13,89.00
IncomeOtherOperatingCosts_sy,,,,,,-12.05,,-18.72,13.90,0.43,-5.00,-34.92,,-26.64,116.57,9.25,62.04,93.40,14.59,9.30,-17.17,-58.93,-51.28,35.93,18.83,36.64,120.86,3.27,-42.72,31.96,-7.02,13.06,61.62,11.21,88.08,-2.82,15.68,18.08,16.59,6.69,11.06,11.93
IncomeOtherOperatingCosts_qq,,,-100.00,,-60.00,-95.00,2700.00,-28.57,-85.00,33.33,3575.00,991.16,-99.81,833.33,82.14,2872.55,-97.30,80.49,41.89,3299.05,-92.07,-13.43,77.14,-29.95,-99.67,4500.00,-82.61,8100.00,-81.71,14745.00,-97.72,226.78,-52.26,-154.33,178.26,1322.96,37.95,-171.04,250.46,158.87,-79.45,-113.74
IncomeOtherOperatingCosts_sq,,,-59.05,,-53.22,15.89,-36.75,145.55,-42.02,36.00,7.59,187.70,-79.00,84.86,71.04,71.35,-37.85,42.91,-23.08,50.59,-41.76,19.11,-27.12,352.97,-64.96,45.35,-1.44,62.75,-75.92,74.71,-30.71,226.78,-61.31,5.56,-28.69,151.61,-50.38,22.66,-17.89,215.30,-69.23,18.69
IncomeEBIT,144000,2211000,3495000,1704000,-208000,396000,835000,4203000,2602000,1761000,3387000,3543000,3334000,3524000,2684000,3887000,3931000,-464000,3077000,3816000,2158000,5669000,1957000,2740000,4197000,3142000,747000,53869000,4192000,5252000,2507000,4386000,2518000,1074000,1943000,2084000,-2389000,6063000,-4504000,-24853000,-2817000,-1487000
IncomeEBIT_yy,,,,,-244.44,-82.09,-76.11,146.65,1350.96,344.70,305.63,-15.70,28.13,100.11,-20.76,9.71,17.91,-113.17,14.64,-1.83,-45.10,1321.77,-36.40,-28.20,94.49,-44.58,-61.83,1866.02,-0.12,67.15,235.61,-91.86,-39.93,-79.55,-22.50,-52.49,-194.88,464.53,-331.81,-1292.56,-17.92,-124.53
IncomeEBIT_sy,,,,,43.05,-17.76,-14.12,-19.94,-60.68,4.45,-5.24,48.70,51.74,52.42,96.93,18.14,77.37,37.83,13.25,-1.83,-19.15,0.37,-5.56,13.20,31.22,12.41,8.70,11.67,-5.06,14.86,-4.48,-8.98,-20.06,4.42,-40.90,-11.12,12.22,-29.59,6.17,12.99,26.82,16.86
IncomeEBIT_qq,,1435.42,58.07,-51.24,-112.21,290.38,110.86,403.35,-38.09,-32.32,92.33,4.61,-5.90,5.70,-23.84,44.82,1.13,-111.80,763.15,24.02,-43.45,162.70,-65.48,40.01,53.18,-25.14,-76.23,7111.38,-92.22,25.29,-52.27,74.95,-42.59,-57.35,80.91,7.26,-214.64,353.79,-174.29,-451.80,88.67,47.21
IncomeEBIT_sq,,31.90,27.81,-24.32,21.16,-22.47,-1.42,-6.28,-23.19,15.54,-4.66,5.58,-28.89,29.86,35.23,-24.12,11.71,-2.10,17.22,-23.96,-18.69,16.59,16.65,-7.94,-16.00,24.96,-0.64,-5.22,-24.60,11.57,10.18,-19.46,-39.90,30.32,-13.65,22.20,-18.63,-7.28,22.60,-5.95,12.31,-11.62
IncomeFinanceIncome,50000,67000,-30000,19000,361000,-127000,92000,85000,450000,1001000,171000,218000,296000,892000,169000,43000,1000,1000,126000,472000,51000,17000,38000,34000,9000,10000,10000,107000,47000,87000,44000,32000,70000,10000,49000,158000,4000,-3000,1000,53000,2000,370000
IncomeFinanceIncome_yy,,,,,622.00,-289.55,406.67,347.37,24.65,888.19,85.87,156.47,-34.22,-10.89,-1.17,-80.28,-99.66,-99.89,-25.44,997.67,5000.00,1600.00,-69.84,-92.80,-82.35,-41.18,-73.68,214.71,422.22,770.00,340.00,-70.09,48.94,-88.51,11.36,393.75,-94.29,-130.00,-97.96,-66.46,-50.00,12433.33
IncomeFinanceIncome_sy,,,,,18.06,8.60,9.19,-0.42,4.21,-2.45,13.90,47.24,-24.40,-7.07,8.86,-48.51,8.16,4.22,-51.36,74.98,-9.42,106.66,-69.84,-66.93,-25.14,-50.16,40.96,117.37,106.72,-38.61,-64.50,-23.25,-49.02,42.25,-6.12,-61.67,,-65.09,67.71,-36.62,-22.08,108.94
IncomeFinanceIncome_qq,,34.00,-144.78,163.33,1800.00,-135.18,172.44,-7.61,429.41,122.44,-82.92,27.49,35.78,201.35,-81.05,-74.56,-97.67,,12500.00,274.60,-89.19,-66.67,123.53,-10.53,-73.53,11.11,,970.00,-56.07,85.11,-49.43,-27.27,118.75,-85.71,390.00,222.45,-97.47,-175.00,133.33,5200.00,-96.23,18400.00
IncomeFinanceIncome_sq,,-22.43,-8.78,141.59,-21.02,6.97,31.36,33.14,24.86,-9.30,-2.94,22.94,35.33,-4.44,64.39,-49.09,26.58,,42.11,48.65,-25.13,-1.87,-55.64,116.67,32.16,-31.11,,40.32,62.22,-63.95,-20.00,55.50,15.82,27.57,-51.58,11.03,44.44,-32.85,17.03,23.24,12.54,66.67
IncomeFinanceCosts,3000,47000,70000,38000,64000,191000,245000,985000,608000,756000,1828000,1513000,1254000,2069000,1388000,2868000,1735000,1929000,2586000,3370000,1841000,1303000,1780000,-3876000,677000,729000,782000,1126000,1807000,1878000,1455000,1978000,1184000,2667000,1051000,2211000,-14079000,16946000,3442000,1871000,188000,2203000
IncomeFinanceCosts_yy,,,,,2033.33,306.38,250.00,2492.11,850.00,295.81,646.12,53.60,106.25,173.68,-24.07,89.56,38.36,-6.77,86.31,17.50,6.11,-32.45,-31.17,-215.01,-63.23,-44.05,-56.07,129.05,166.91,157.61,86.06,75.67,-34.48,42.01,-27.77,11.78,-1289.10,535.40,227.50,-15.38,101.34,-87.00
IncomeFinanceCosts_sy,,,,,151.09,-82.57,74.93,-64.57,-49.04,-72.30,-7.65,53.60,-34.84,109.18,2.91,-4.96,127.39,-13.06,1.69,17.50,-54.75,23.08,-43.34,-41.22,9.81,-23.52,37.54,65.13,23.15,-34.62,-8.50,-12.56,-15.07,34.27,-27.77,11.37,7.19,13.69,-33.28,90.57,-6.08,-21.13
IncomeFinanceCosts_qq,,1466.67,48.94,-45.71,68.42,198.44,28.27,302.04,-38.27,24.34,141.80,-17.23,-17.12,64.99,-32.91,106.63,-39.50,11.18,34.06,30.32,-45.37,-29.22,36.61,-317.75,117.47,7.68,7.27,43.99,60.48,3.93,-22.52,35.95,-40.14,125.25,-60.59,110.37,-736.77,220.36,-79.69,-45.64,-89.95,1071.81
IncomeFinanceCosts_sq,,64.35,-43.27,218.51,-17.88,-54.07,28.27,-28.57,50.00,-56.60,112.64,-8.36,-24.38,-11.94,64.63,16.16,39.71,-39.07,56.80,-8.66,-33.92,28.74,-17.17,25.14,19.43,7.17,7.27,14.13,-8.16,-38.16,64.29,34.45,1.38,-6.61,-39.21,78.74,7.76,-9.24,-56.71,261.63,-50.75,16.67
IncomeOtherIncome,,,,,,,,-376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000,,,,,,-9172000
IncomeOtherIncome_yy,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
IncomeOtherIncome_sy,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,
IncomeOtherIncome_qq,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,
IncomeOtherIncome_sq,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,
IncomeNetGrossProfit,191000,2231000,3395000,1685000,89000,78000,682000,2927000,2444000,2006000,1730000,2248000,2376000,2347000,1465000,1062000,2197000,-2392000,617000,918000,368000,4383000,215000,6650000,3529000,2423000,-25000,52850000,2432000,3461000,1096000,2440000,1404000,-1583000,941000,208000,11694000,-10886000,-7945000,-26671000,-3003000,-12492000
IncomeNetGrossProfit_yy,,,,,-53.40,-96.50,-79.91,73.71,2646.07,2471.79,153.67,-23.20,-2.78,17.00,-15.32,-52.76,-7.53,-201.92,-57.88,-13.56,-83.25,283.24,-65.15,624.40,858.97,-44.72,-111.63,694.74,-31.09,42.84,4484.00,-95.38,-42.27,-145.74,-14.14,-91.48,732.91,-587.68,-944.31,-12922.60,-125.68,-14.75
IncomeNetGrossProfit_sy,,,,,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeNetGrossProfit_qq,,1068.06,52.17,-50.37,-94.72,-12.36,774.36,329.18,-16.50,-17.92,-13.76,29.94,5.69,-1.22,-37.58,-27.51,106.87,-208.88,125.79,48.78,-59.91,1091.03,-95.09,2993.02,-46.93,-31.34,-101.03,211500.00,-95.40,42.31,-68.33,122.63,-42.46,-212.75,159.44,-77.90,5522.12,-193.09,27.02,-235.70,88.74,-315.98
IncomeNetGrossProfit_sq,,-43.89,52.24,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,191000,2231000,3395000,1685000,89000,78000,682000,2927000,2444000,2006000,1730000,2248000,2376000,2347000,1465000,1062000,2197000,-2392000,617000,918000,368000,4383000,215000,6650000,3529000,2423000,-25000,52850000,2432000,3461000,1096000,2440000,1404000,-1583000,941000,208000,11694000,-10886000,-7945000,-26671000,-3003000,-12492000
IncomeBeforeTaxProfit_yy,,,,,-53.40,-96.50,-79.91,73.71,2646.07,2471.79,153.67,-23.20,-2.78,17.00,-15.32,-52.76,-7.53,-201.92,-57.88,-13.56,-83.25,283.24,-65.15,624.40,858.97,-44.72,-111.63,694.74,-31.09,42.84,4484.00,-95.38,-42.27,-145.74,-14.14,-91.48,732.91,-587.68,-944.31,-12922.60,-125.68,-14.75
IncomeBeforeTaxProfit_sy,,,,,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeBeforeTaxProfit_qq,,1068.06,52.17,-50.37,-94.72,-12.36,774.36,329.18,-16.50,-17.92,-13.76,29.94,5.69,-1.22,-37.58,-27.51,106.87,-208.88,125.79,48.78,-59.91,1091.03,-95.09,2993.02,-46.93,-31.34,-101.03,211500.00,-95.40,42.31,-68.33,122.63,-42.46,-212.75,159.44,-77.90,5522.12,-193.09,27.02,-235.70,88.74,-315.98
IncomeBeforeTaxProfit_sq,,-43.89,52.24,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,38000,-45000,,,-139000,-199000,,,-25000,,,,,567000,-105000,,-4822000,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465.79,-342.22,,,82.01,100.00,,,100.00,,,,,-100.00,100.00
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.82,-100.00,,,-9.00,44.28,,,-133.74,,,,,-50.91,-56.34
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,-218.42,100.00,,,-43.17,100.00,,,100.00,,,,,-118.52,100.00,,100.00,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,83.00,100.00,,,88.96,47.14,,,91.04,,,,,-33.60,-19.90,,99.79,
IncomeNetProfit,111000,1821000,2747000,1390000,71000,62000,561000,2314000,1968000,1638000,1361000,1752000,1879000,2012000,1147000,474000,1758000,-1992000,488000,530000,281000,3542000,108000,6450000,3201000,2131000,-131000,52056000,2005000,578000,1813000,2534000,1232000,-2314000,1061000,176000,11886000,-11360000,-7920000,-28754000,-2755000,-12087000
IncomeNetProfit_yy,,,,,-36.04,-96.60,-79.58,66.47,2671.83,2541.94,142.60,-24.29,-4.52,22.83,-15.72,-72.95,-6.44,-199.01,-57.45,11.81,-84.02,277.81,-77.87,1116.98,1039.15,-39.84,-221.30,707.07,-37.36,-72.88,1483.97,-95.13,-38.55,-500.35,-41.48,-93.05,864.77,-390.92,-846.47,-16437.50,-123.18,-6.40
IncomeNetProfit_sy,,,,,7.08,-20.34,-23.90,16.28,-43.96,11.82,26.46,31.86,47.72,32.70,120.58,25.00,87.35,60.04,-7.14,-2.90,-13.29,0.50,-8.29,12.69,21.99,18.11,8.53,0.85,-0.50,7.94,-13.74,-14.78,-21.34,-0.82,-28.61,-18.38,24.94,-22.94,8.87,12.09,26.02,6.38
IncomeNetProfit_qq,,1540.54,50.85,-49.40,-94.89,-12.68,804.84,312.48,-14.95,-16.77,-16.91,28.73,7.25,7.08,-42.99,-58.67,270.89,-213.31,124.50,8.61,-46.98,1160.50,-96.95,5872.22,-50.37,-33.43,-106.15,39837.40,-96.15,-71.17,213.67,39.77,-51.38,-287.82,145.85,-83.41,6653.41,-195.57,30.28,-263.06,90.42,-338.73
IncomeNetProfit_sq,,-43.49,47.14,-47.04,38.41,-29.29,16.04,12.99,-30.04,70.26,-17.34,29.16,-34.46,62.43,38.97,-34.80,25.52,44.86,-5.65,-20.36,-14.11,18.12,6.58,-18.15,-28.48,43.85,-4.50,-26.53,-16.24,-0.46,10.54,-24.18,-32.79,20.12,-4.94,-28.30,-6.28,15.93,28.75,-74.79,88.84,-2.07
IncomeShareholderNetProfit,111000,1821000,2747000,1390000,71000,62000,561000,2314000,1968000,1638000,1361000,1752000,1879000,2012000,1147000,474000,1758000,-1992000,488000,530000,281000,3542000,108000,6450000,3201000,2131000,-131000,52056000,2005000,578000,1813000,2534000,1232000,-2314000,1061000,176000,11886000,-11360000,-7920000,-28754000,-2755000,-12087000
