,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,258000,254000,337000,340000,276000,358000,451000,528000,487000,460000,442000,540000,555000,587000,577000,734000,531000,608000,555000,675000,625000,1261000,100000,1245000,765000,991000,951000,447000,565000,560000,547000,576000,492000,485000,587000,546000,521000,546000,44000,869000,494000,521000,476000,605000,786000,609000
IncomeDistributionExpenses_yy,,,,,6.98,40.94,33.83,55.29,76.45,28.49,-2.00,2.27,13.96,27.61,30.54,35.93,-4.32,3.58,-3.81,-8.04,17.70,107.40,-81.98,84.44,22.40,-21.41,851.00,-64.10,-26.14,-43.49,-42.48,28.86,-12.92,-13.39,7.31,-5.21,5.89,12.58,-92.50,59.16,-5.18,-4.58,981.82,-30.38,59.11,16.89
IncomeDistributionExpenses_sy,,,,,21.04,39.38,31.86,15.37,16.04,3.20,0.34,-16.50,-1.10,11.57,17.82,25.57,10.47,30.27,-2.97,-6.27,2.73,-15.66,1.63,9.14,8.98,23.78,10.38,2.11,1.27,8.10,2.60,6.19,8.45,12.89,8.34,4.19,6.10,1.53,6.80,-2.40,5.31,-3.16,-7.62,-5.88,8.23,7.24
IncomeDistributionExpenses_qq,,-1.55,32.68,0.89,-18.82,29.71,25.98,17.07,-7.77,-5.54,-3.91,22.17,2.78,5.77,-1.70,27.21,-27.66,14.50,-8.72,21.62,-7.41,101.76,-92.07,1145.00,-38.55,29.54,-4.04,-53.00,26.40,-0.88,-2.32,5.30,-14.58,-1.42,21.03,-6.98,-4.58,4.80,-91.94,1875.00,-43.15,5.47,-8.64,27.10,29.92,-22.52
IncomeDistributionExpenses_sq,,11.55,3.40,54.92,-28.14,21.80,-10.64,46.15,-28.79,1.12,-8.48,16.14,-16.09,8.07,4.82,27.24,-26.71,8.28,-14.55,19.56,-10.27,5.33,-1.88,29.42,-20.68,3.64,0.64,15.29,-15.59,12.78,-3.69,22.90,-17.59,5.58,-1.42,22.52,-18.29,4.84,0.78,21.77,-14.18,3.55,-8.98,24.26,-18.52,4.92
IncomeAdministrativExpenses,737000,713000,784000,1006000,1093000,959000,1164000,953000,871000,807000,754000,1429000,1139000,900000,842000,1141000,960000,1247000,1344000,815000,1083000,893000,1989000,1008000,1362000,1078000,1134000,1354000,1103000,1002000,881000,1322000,952000,1091000,491000,722000,856000,1042000,1380000,753000,1096000,1064000,1039000,1055000,919000,837000
IncomeAdministrativExpenses_yy,,,,,48.30,34.50,48.47,-5.27,-20.31,-15.85,-35.22,49.95,30.77,11.52,11.67,-20.15,-15.72,38.56,59.62,-28.57,12.81,-28.39,47.99,23.68,25.76,20.72,-42.99,34.33,-19.02,-7.05,-22.31,-2.36,-13.69,8.88,-44.27,-45.39,-10.08,-4.49,181.06,4.29,28.04,2.11,-24.71,40.11,-16.15,-21.33
IncomeAdministrativExpenses_sy,,,,,46.15,18.14,44.04,22.70,6.17,11.33,-2.94,-15.02,-2.63,-5.60,5.88,11.22,10.01,0.58,5.88,-3.42,4.80,3.78,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83
IncomeAdministrativExpenses_qq,,-3.26,9.96,28.32,8.65,-12.26,21.38,-18.13,-8.60,-7.35,-6.57,89.52,-20.29,-20.98,-6.44,35.51,-15.86,29.90,7.78,-39.36,32.88,-17.54,122.73,-49.32,35.12,-20.85,5.19,19.40,-18.54,-9.16,-12.08,50.06,-27.99,14.60,-55.00,47.05,18.56,21.73,32.44,-45.43,45.55,-2.92,-2.35,1.54,-12.89,-8.92
IncomeAdministrativExpenses_sq,,25.27,1.22,28.32,1.80,8.80,2.00,19.98,-21.06,4.27,-12.80,8.80,-7.80,9.12,-6.44,21.12,-19.23,12.06,-2.96,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94
IncomeGrossProfit,435000,320000,526000,625000,240000,271000,180000,246000,-289000,20000,-812000,1216000,288000,-40000,111000,-82000,-241000,-17000,-481000,-179000,-778000,-188000,-587000,-451000,-685000,-1147000,115000,140000,235000,-377000,672000,1190000,436000,680000,90000,837000,242000,565000,-15000,1185000,643000,799000,137000,640000,307000,627000
IncomeGrossProfit_yy,,,,,-44.83,-15.31,-65.78,-60.64,-220.42,-92.62,-551.11,394.31,199.65,-300.00,113.67,-106.74,-183.68,57.50,-533.33,-118.29,-222.82,-1005.88,-22.04,-151.96,11.95,-510.11,119.59,131.04,134.31,67.13,484.35,750.00,85.53,280.37,-86.61,-29.66,-44.50,-16.91,-116.67,41.58,165.70,41.42,1013.33,-45.99,-52.26,-21.53
IncomeGrossProfit_sy,,,,,9.76,21.52,-24.71,17.05,-60.69,-97.89,-49.70,-9.16,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,-26.44,64.38,18.82,-61.60,12.92,-33.58,36.67,-217.48,106.92,-4160.00,249.75,-76.32,-113.89,377.50,-173.87,-193.90,92.95,-2729.41,62.79,-334.64,75.84,-212.23,23.17,-51.88,-67.45,110.03,21.74,67.86,-260.43,278.25,77.08,-63.36,55.96,-86.76,830.00,-71.09,133.47,-102.65,8000.00,-45.74,24.26,-82.85,367.15,-52.03,104.23
IncomeGrossProfit_sq,,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,12000,7000,16000,43000,7000,0,4000,24000,29000,-2000,417000,136000,7000,66000,3000,50000,235000,44000,100000,24000,9000,62000,30000,182000,50000,19000,37000,585000,2000,3000,167000,188000,2000,15000,8000,658000,23000,-2000,3000,43000,22000,62000,20000,69000,121000,8000
IncomeOtherOperatingIncome_yy,,,,,-41.67,-100.00,-75.00,-44.19,314.29,,10325.00,466.67,-75.86,3400.00,-99.28,-63.24,3257.14,-33.33,3233.33,-52.00,-96.17,40.91,-70.00,658.33,455.56,-69.35,23.33,221.43,-96.00,-84.21,351.35,-67.86,,400.00,-95.21,250.00,1050.00,-113.33,-62.50,-93.47,-4.35,3200.00,566.67,60.47,450.00,-87.10
IncomeOtherOperatingIncome_sy,,,,,20.50,41.73,96.10,94.47,165.44,,52.84,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
IncomeOtherOperatingIncome_qq,,-41.67,128.57,168.75,-83.72,-100.00,,500.00,20.83,-106.90,20950.00,-67.39,-94.85,842.86,-95.45,1566.67,370.00,-81.28,127.27,-76.00,-62.50,588.89,-51.61,506.67,-72.53,-62.00,94.74,1481.08,-99.66,50.00,5466.67,12.57,-98.94,650.00,-46.67,8125.00,-96.50,-108.70,250.00,1333.33,-48.84,181.82,-67.74,245.00,75.36,-93.39
IncomeOtherOperatingIncome_sq,,63.89,-16.67,168.75,-64.20,164.58,,92.52,-31.22,28.36,-10.45,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,14000,-12000,0,1000,0,5000,0,19000,24000,156000,73000,434000,258000,150000,151000,1200000,76000,19000,21000,45000,5000,1000,16000,29000,0,2000,2000,4000,5000,168000,19000,58000,2000,10000,8000,455000,135000,-50000,53000,7000,,3000,12000,1128000,1000,18000
IncomeOtherOperatingCosts_yy,,,,,-100.00,141.67,,1800.00,,3020.00,,2184.21,975.00,-3.85,106.85,176.50,-70.54,-87.33,-86.09,-96.25,-93.42,-94.74,-23.81,-35.56,-100.00,100.00,-87.50,-86.21,,8300.00,850.00,1350.00,-60.00,-94.05,-57.89,684.48,6650.00,-600.00,562.50,-98.46,-100.00,106.00,-77.36,16014.29,,500.00
IncomeOtherOperatingCosts_sy,,,,,4.55,167.65,,38.80,,26.96,,27.81,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,,-21.89
IncomeOtherOperatingCosts_qq,,-185.71,100.00,,-100.00,,-100.00,,26.32,550.00,-53.21,494.52,-40.55,-41.86,0.67,694.70,-93.67,-75.00,10.53,114.29,-88.89,-80.00,1500.00,81.25,-100.00,,,100.00,25.00,3260.00,-88.69,205.26,-96.55,400.00,-20.00,5587.50,-70.33,-137.04,206.00,-86.79,-100.00,,300.00,9300.00,-99.91,1700.00
IncomeOtherOperatingCosts_sq,,148.43,-41.24,,-83.92,,-42.24,,-76.67,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,,,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,,-23.03,94.26,-57.84,78.46
IncomeEBIT,433000,339000,542000,667000,247000,266000,184000,251000,-284000,-138000,-468000,918000,37000,-124000,-37000,-1232000,-82000,8000,-402000,-200000,-774000,-127000,-573000,-298000,-635000,-1130000,150000,721000,232000,-542000,820000,1320000,436000,685000,90000,1040000,130000,613000,-65000,1221000,665000,858000,145000,-419000,427000,617000
IncomeEBIT_yy,,,,,-42.96,-21.53,-66.05,-62.37,-214.98,-151.88,-354.35,265.74,113.03,10.14,92.09,-234.20,-321.62,106.45,-986.49,83.77,-843.90,-1687.50,-42.54,-49.00,17.96,-789.76,126.18,341.95,136.54,52.04,446.67,83.08,87.93,226.38,-89.02,-21.21,-70.18,-10.51,-172.22,17.40,411.54,39.97,323.08,-134.32,-35.79,-28.09
IncomeEBIT_sy,,,,,13.01,0.77,-14.49,0.79,-31.11,-114.72,-38.55,-13.70,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,-21.71,59.88,23.06,-62.97,7.69,-30.83,36.41,-213.15,51.41,-239.13,296.15,-95.97,-435.14,70.16,-3229.73,93.34,109.76,-5125.00,50.25,-287.00,83.59,-351.18,47.99,-113.09,-77.95,113.27,380.67,-67.82,-333.62,251.29,60.98,-66.97,57.11,-86.86,1055.56,-87.50,371.54,-110.60,1978.46,-45.54,29.02,-83.10,-388.97,201.91,44.50
IncomeEBIT_sq,,11.04,-3.28,96.70,-32.35,14.94,-19.98,144.78,-84.98,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,2000,4000,24000,128000,134000,174000,103000,205000,225000,103000,56000,87000,87000,96000,79000,91000,120000,87000,220000,165000,112000,140000,184000,3000,91000,148000,-62000,361000,41000,40000,220000,81000,35000,14000,53000,95000,39000,327000,-131000,417000,73000,-8000,34000,2000,47000,17000
IncomeFinanceIncome_yy,,,,,6600.00,4250.00,329.17,60.16,67.91,-40.80,-45.63,-57.56,-61.33,-6.80,41.07,4.60,37.93,-9.38,178.48,81.32,-6.67,60.92,-16.36,-98.18,-18.75,5.71,-133.70,11933.33,-54.95,-72.97,454.84,-77.56,-14.63,-65.00,-75.91,17.28,11.43,2235.71,-347.17,338.95,87.18,-102.45,125.95,-99.52,-35.62,312.50
IncomeFinanceIncome_sy,,,,,69.85,144.41,132.21,60.16,57.06,-45.93,-13.61,-57.56,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,100.00,500.00,433.33,4.69,29.85,-40.80,99.03,9.76,-54.22,-45.63,55.36,,10.34,-17.71,15.19,31.87,-27.50,152.87,-25.00,-32.12,25.00,31.43,-98.37,2933.33,62.64,-141.89,682.26,-88.64,-2.44,450.00,-63.18,-56.79,-60.00,278.57,79.25,-58.95,738.46,-140.06,418.32,-82.49,-110.96,525.00,-94.12,2250.00,-63.83
IncomeFinanceIncome_sq,,9.21,14.11,67.24,6.05,22.62,-20.41,1.29,-7.96,-23.76,0.16,5.41,,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,7000,24000,15000,28000,34000,27000,49000,-72000,95000,-6000,104000,117000,53000,-27000,59000,-18000,5000,13000,0,60000,87000,-33000,135000,-1000,10000,23000,70000,361000,347000,-81000,156000,1202000,519000,-308000,551000,-49000,22000,25000,-43000,383000,193000,201000,93000,-59000,169000,107000
IncomeFinanceCosts_yy,,,,,385.71,12.50,226.67,-357.14,179.41,-122.22,112.24,262.50,-44.21,-350.00,-43.27,-115.38,-90.57,148.15,-100.00,433.33,1640.00,-353.85,,-101.67,-88.51,169.70,-48.15,36200.00,3370.00,-452.17,122.86,232.96,49.57,-280.25,253.21,-104.08,-95.76,108.12,-107.80,881.63,777.27,704.00,316.28,-115.40,-12.44,-46.77
IncomeFinanceCosts_sy,,,,,16.17,131.71,29.75,88.17,128.95,-86.67,13.68,-63.79,-56.04,58.41,26.78,82.08,-1.10,-48.31,33.33,36.41,3.23,-12.68,,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,242.86,-37.50,86.67,21.43,-20.59,81.48,-246.94,231.94,-106.32,1833.33,12.50,-54.70,-150.94,318.52,-130.51,127.78,160.00,-100.00,,45.00,-137.93,509.09,-100.74,1100.00,130.00,204.35,415.71,-3.88,-123.34,292.59,670.51,-56.82,-159.34,278.90,-108.89,144.90,13.64,-272.00,990.70,-49.61,4.15,-53.73,-163.44,386.44,-36.69
IncomeFinanceCosts_sq,,11.49,35.70,59.68,3.28,80.84,22.36,88.60,-33.81,-64.18,60.46,9.34,15.66,41.26,-35.59,10.00,-12.50,27.36,12.26,,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,,,,,0,,43000,-78000,,,,,,,,,,,,-18000,,,,0,,,,-194000,,48000,0,-1000,,-1000,0,-1000,,-1000,0,-1000,,-1000,1953000,-6000,,
IncomeOtherIncome_yy,,,,,,,,,,,-100.00,100.00,,,,,,,,,,,,100.00,,,,,,,,99.48,,-102.08,,,,,,,,,,-500.00,,100.00
IncomeOtherIncome_sy,,,,,,,,,,,-76.49,-39.38,,,,,,,,,,,,-100.00,,,,,,,,96.55,,-18.98,,,,,,,,,,-193.12,,-82.43
IncomeOtherIncome_qq,,,,,,,,-281.40,100.00,,,,,,,,,,,,100.00,,,,,,,,100.00,,-100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,195400.00,-100.31,100.00,
IncomeOtherIncome_sq,,,,,,,,-74.00,71.43,,,,,,,,,,,,-100.00,,,,,,,,-19.58,,41.90,,60.04,,-69.53,,100.00,,-5.20,,30.01,,-56.72,-38.56,97.59,
IncomeNetGrossProfit,428000,319000,551000,767000,347000,413000,281000,450000,-154000,-29000,-516000,888000,71000,-1000,-17000,-1123000,33000,82000,-182000,-113000,-749000,46000,-524000,-294000,-554000,-1005000,18000,527000,-74000,-373000,884000,198000,-48000,1006000,-408000,1183000,147000,914000,-153000,1254000,545000,648000,2039000,-364000,305000,527000
IncomeNetGrossProfit_yy,,,,,-18.93,29.47,-49.00,-41.33,-144.38,-107.02,-283.63,97.33,146.10,96.55,96.71,-226.46,-53.52,8300.00,-970.59,89.94,-2369.70,-43.90,-187.91,-160.18,26.03,-2284.78,103.44,279.25,86.64,62.89,4811.11,-62.43,35.14,369.71,-146.15,497.47,406.25,-9.15,62.50,6.00,270.75,-29.10,1432.68,-129.03,-44.04,-18.67
IncomeNetGrossProfit_sy,,,,,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-12.70,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,-25.47,72.73,39.20,-54.76,19.02,-31.96,60.14,-134.22,81.17,-1679.31,272.09,-92.00,-101.41,-1600.00,-6505.88,102.94,148.48,-321.95,37.91,-562.83,106.14,-1239.13,43.89,-88.44,-81.41,101.79,2827.78,-114.04,-404.05,337.00,-77.60,-124.24,2195.83,-140.56,389.95,-87.57,521.77,-116.74,919.61,-56.54,18.90,214.66,-117.85,183.79,72.79
IncomeNetGrossProfit_sq,,-16.24,-0.11,190.12,-29.37,44.92,-21.39,138.69,-83.00,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,428000,319000,551000,767000,347000,413000,281000,450000,-154000,-29000,-516000,888000,71000,-1000,-17000,-1123000,33000,82000,-182000,-113000,-749000,46000,-524000,-294000,-554000,-1005000,18000,527000,-74000,-373000,884000,198000,-48000,1006000,-408000,1183000,147000,914000,-153000,1254000,545000,648000,2039000,-364000,305000,527000
IncomeBeforeTaxProfit_yy,,,,,-18.93,29.47,-49.00,-41.33,-144.38,-107.02,-283.63,97.33,146.10,96.55,96.71,-226.46,-53.52,8300.00,-970.59,89.94,-2369.70,-43.90,-187.91,-160.18,26.03,-2284.78,103.44,279.25,86.64,62.89,4811.11,-62.43,35.14,369.71,-146.15,497.47,406.25,-9.15,62.50,6.00,270.75,-29.10,1432.68,-129.03,-44.04,-18.67
IncomeBeforeTaxProfit_sy,,,,,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-6.49,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,23.08,17.76,78.01,39.82,18.22,16.46,8.12,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeBeforeTaxProfit_qq,,-25.47,72.73,39.20,-54.76,19.02,-31.96,60.14,-134.22,81.17,-1679.31,272.09,-92.00,-101.41,-1600.00,-6505.88,102.94,148.48,-321.95,37.91,-562.83,106.14,-1239.13,43.89,-88.44,-81.41,101.79,2827.78,-114.04,-404.05,337.00,-77.60,-124.24,2195.83,-140.56,389.95,-87.57,521.77,-116.74,919.61,-56.54,18.90,214.66,-117.85,183.79,72.79
IncomeBeforeTaxProfit_sq,,-17.11,-0.11,190.12,-29.37,44.92,-28.84,138.69,-84.84,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,409000,259000,438000,614000,287000,320000,245000,300000,-107000,-187000,-413000,795000,111000,-27000,-76000,-1140000,61000,3000,-238000,-443000,-586000,-16000,-679000,-304000,-544000,-1032000,28000,959000,-21000,-433000,591000,277000,-128000,970000,-458000,1115000,158000,802000,-144000,1032000,378000,558000,1671000,-541000,204000,328000
