,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentAssets,111403000,,,134531000,146382000,145060000,136744000,138656000,140634000,180758000,153228000,147232000,155291000,147370000,153122000,163010000,164822000,135488000,135999000,134160000,134251000,141321000,140936000,141252000,144586000,143917000,148177000,161145000,159059000,158593000,166017000,169220000,2427000,,
BalanceIntangibleAssets,49026000,48843000,48673000,41785000,42228000,42336000,44027000,44542000,43909000,43825000,44848000,44484000,44469000,44311000,44329000,44098000,41880000,42275000,41350000,41188000,41026000,40905000,40767000,40609000,40490000,40373000,40259000,40138000,40015000,21170000,,,63973000,71353000,74377000
BalanceProperty,72209000,71415000,73477000,75151000,78507000,78463000,81051000,77639000,78939000,83686000,82029000,80971000,80925000,80307000,78986000,85681000,84040000,83368000,85831000,87133000,91381000,97724000,96359000,100614000,107418000,111424000,78295000,,,,,,661000,,
BalanceNoncurrentReceivables,37957000,4951000,,,,,,,,,,,,,,5000,5000,,5000,,,28000,28000,5000,0,29000,28000,29000,29000,29000,29000,29000,29000,29000,29000
BalanceNoncurrInvestments,29000,29000,29000,29000,29000,118000,118000,,,,,9506000,,,21504000,26158000,22005000,22089000,24984000,24793000,23594000,25199000,24831000,30386000,24855000,29670000,34826000,38453000,10160000,10947000,11944000,12962000,14261000,15590000,16740000
BalanceOtherNoncurrentAssets,17850000,16017000,16187000,22926000,22322000,17720000,18461000,17781000,50763000,,,284464000,194592000,245516000,287528000,298143000,336646000,287493000,224460000,252194000,305944000,251537000,235148000,282094000,292518000,275206000,240687000,281822000,324369000,282224000,219268000,237261000,236600000,219456000,173465000
BalanceCurrentAssets,183562000,230936000,343659000,283474000,309051000,1838000,,,5507000,15367000,16318000,18726000,23949000,18901000,20328000,21491000,25993000,25712000,18011000,24387000,31419000,22635000,17921000,42254000,47652000,42480000,25859000,25462000,26307000,19814000,11287000,27486000,42086000,41834000,27938000
BalanceInventory,45702000,44358000,25187000,,,220428000,124935000,226170000,217027000,196869000,269681000,191016000,144802000,178202000,235590000,175972000,175697000,208387000,224881000,182477000,132705000,208458000,270641000,82027000,48071000,87795000,105657000,86962000,104450000,114430000,144976000,192158000,203108000,104634000,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,54935000,,,,,22159000,,
BalanceCurrentInvestments,53675000,44583000,232000,48392000,62179000,43751000,69761000,49727000,41084000,37643000,49729000,27098000,34651000,40320000,71405000,53449000,23882000,7066000,172334000,143518000,120648000,108918000,62717000,40312000,25667000,43101000,117748000,32944000,9889000,1579000,,,4854000,9707000,2796000
BalanceCash,3383000,15146000,4313000,6388000,8440000,6915000,6999000,7824000,7966000,7637000,4681000,3402000,12279000,1830000,4182000,2004000,2217000,2511000,2211000,3555000,1217000,1379000,1025000,5815000,1720000,150170000,,,,,0,,747000,2200000,2200000
BalanceOtherCurrentAssets,,,93000,,,,,,,,,,,,,,,,,,162166000,,,418995000,340974000,391323000,426472000,438999000,477280000,468251000,377688000,399426000,461328000,398907000,388270000
BalanceAssetsForSale,445104000,457340000,410694000,376686000,415982000,458620000,423545000,360204000,378513000,381186000,363373000,321642000,344707000,389995000,502252000,449491000,478271000,51480000,,,155147000,152469000,159647000,176412000,176300000,181080000,178664000,175822000,185226000,184650000,191396000,189722000,191031000,193165000,201450000
BalanceTotalAssets,199145000,201952000,205894000,215955000,212686000,207205000,202797000,209296000,201356000,194686000,197539000,209510000,207568000,210645000,4000000,,,5500000,5500000,5500000,5500000,5500000,5500000,5500000,5500000,5500000,5500000,5758000,5757000,5758000,5758000,5758000,5758000,5758000,5758000
BalanceCapital,5758000,5758000,5758000,5758000,5758000,5758000,5758000,5758000,5758000,5758000,5758000,,,,,,,,,,,,,,,,,,,,,,-2324000,-2642000,-2661000
BalanceShareCapital,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,-2690000,0,,,,85361000,85361000,85361000,85361000,85360000,85360000,85361000,85361000,85361000,85361000,93837000,93837000,93837000,93837000,93837000,93837000,93837000,93837000,93837000,93837000
BalanceOwnShares,93837000,93837000,93837000,93837000,93837000,93837000,93837000,93837000,93837000,0,,,,8541000,8317000,8610000,8941000,9362000,9603000,9162000,9197000,7071000,8070000,-342000,-826000,119000,301000,450000,389000,155000,79000,-59000,-14000,-242000,-432000
BalanceReserve,-451000,-91000,-39000,-17000,78115000,,,44824000,48105000,49419000,43557000,50384000,47466000,62257000,43790000,58481000,60493000,50705000,58108000,60693000,56633000,27044000,26638000,23704000,24849000,29203000,27585000,26642000,28672000,25823000,24738000,29829000,28117000,25472000,26445000
BalanceNonshareCapital,34210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,70311000,,,10302000,9924000,12288000,5271000,6555000,5980000,26840000,6998000,14437000,11288000,11235000,9547000,11334000,8989000,6445000,5644000,4836000,6245000,12118000,10762000,8963000,10681000,9522000,8468000,15753000,14078000,11574000,11941000,19073000,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7804000,
BalanceNoncurrentObligations,,34522000,38181000,37131000,38286000,43829000,41486000,35417000,36792000,44044000,49205000,39470000,48561000,49359000,47644000,20599000,20994000,18868000,18605000,17085000,16823000,17679000,17991000,16301000,16270000,14076000,14039000,13898000,14504000,15137000,32571000,,,210483000,132083000
BalanceNoncurrentLeasing,173647000,197562000,202953000,239131000,218168000,148879000,148648000,208115000,157148000,141266000,193261000,207542000,182200000,150903000,190026000,227427000,177998000,119778000,144587000,149776000,128268000,95790000,120624000,164790000,267361000,215517000,233433000,17094000,,,145306000,84773000,128980000,132494000,110146000
BalanceNoncurrentOtherLiabilities,150129000,151652000,79749000,82462000,132813000,91206000,108503000,148047000,162582000,132587000,106826000,136364000,175370000,117730000,72854000,99394000,102054000,82094000,56483000,73477000,118872000,224286000,171004000,182411000,12422000,,,56532000,39565000,37631000,48515000,73939000,72193000,41465000,51268000
BalanceCurrentLiabilities,45069000,47278000,40850000,7954000,12878000,10000000,10552000,8649000,7577000,7409000,12158000,11953000,12005000,13375000,14511000,13990000,18518000,17462000,15224000,18516000,22110000,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,3055000,,,8645000,7745000,7036000,16553000,18868000,16809000,25051000,17862000,21117000,28024000,25092000
BalanceCurrentObligations,24809000,32337000,34959000,39061000,35428000,46085000,44648000,48110000,34971000,33188000,34347000,31663000,25317000,28629000,28456000,27851000,25997000,28532000,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,380000,162166000,0,0,0,418995000,340974000,391323000,0,426472000,438999000,477280000,0,468251000,377688000,399426000,461328000,398907000
BalanceCurrentOtherLiabilities,388270000,445104000,457340000,410694000,376686000,415982000,458620000,423545000,360204000,378513000,381186000,363373000,321642000,344707000,389995000,502252000,449491000,478271000,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,24687000,-14646000,-13157000,-4910000,-9359000,16988000,-38051000,25144000,17785000,-12562000,-16449000,-8239000,50078000,-9055000,-4399000,444000,22718000,14616000,8239000,11500000,34245000,-11515000,-26046000,-13594000,162967000,-26879000,-13149000,-8835000,10849000,-31022000,-50527000,15710000,84702000,-76108000,-21620000
CashflowAmortization,490000,1825000,1693000,1796000,1422000,1719000,2139000,2039000,970000,1752000,1750000,1789000,1961000,1836000,1919000,1975000,1811000,2021000,2118000,2227000,2316000,2230000,2368000,2358000,2307000,2377000,2370000,2421000,2410000,2377000,2405000,2515000,2536000,2545000,2673000
CashflowInvestingCashflow,-88673000,-5058000,-510000,-1656000,20456000,-7970000,1710000,718000,-2310000,2723000,1172000,241000,-1320000,266000,-4352000,-1152000,-1458000,-1942000,-897000,-353000,-518000,-3226000,-1350000,-532000,-1263000,-332000,-1139000,-4680000,-57076000,11247000,24163000,4394000,-5087000,-11676000,-5056000
CashflowCapex,2456000,3714000,-1580000,813000,2227000,8610000,2888000,813000,1185000,450000,913000,1534000,881000,442000,5463000,1685000,2588000,2534000,797000,606000,886000,1359000,2203000,4450000,2155000,1081000,1584000,4971000,2559000,506000,14290000,1318000,5601000,9102000,5342000
CashflowFinancingCashflow,66884000,-4579000,8076000,5894000,50966000,-18110000,-8010000,-9881000,16705000,23629000,-3123000,7256000,-22050000,-11242000,92000,-2732000,-9173000,-35283000,187000,-5476000,-2638000,-3233000,-2160000,-2686000,3895000,-1621000,-9319000,2294000,-419000,-1819000,11637000,-2991000,-4979000,2926000,3642000
CashflowShareCapitalCash,0,,,,86155000,,,,,,0,,,,-548000,,,,88000,0,1000,,,,,,,,0,1248000,1249000,300000,,,0
CashflowDividend,0,0,0,343000,420000,,,,,,,,,,,,,,,,,2898000,-24283000,-5591000,-672000,62063000,-9092000,-44351000,15981000,32180000,13790000,-18400000,-742000,26708000,-20031000
CashflowNetCashflow,-8659000,-3440000,12087000,-22609000,7529000,5671000,31088000,-17974000,-29556000,-16812000,165599000,-28832000,-23607000,-11221000,-46646000,-21594000,-14727000,17113000,74636000,-84858000,-23034000,,,,,,,,,,,,,,
