,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
IncomeGrossProfit_yy,,,,,72.49,127.31,279.82,-64.90,163.58,-26.13,-48.97,-150.20,-123.16,-80.93,-34.74,65.61,177.17,-84.25,-99.57,70.21,-86.51,1174.35,15700.68,472.90,180.67,-68.61,-43.04,1.94,-4.43,-61.54,-69.47,-136.47
IncomeGrossProfit_sy,,,,,106.14,127.31,13.20,-21.47,4.52,-23.62,-33.12,-52.16,-107.34,-75.53,-59.89,-87.60,109.90,-61.53,-48.80,-4.67,-86.51,-45.42,24.07,28.66,-7.56,3.22,-41.42,19.38,128.58,66.40,337.91,-4.22
IncomeGrossProfit_qq,,56.32,-40.67,437.49,-65.40,106.00,-0.86,-50.34,159.87,-42.27,-31.51,-148.86,-19.88,147.54,134.42,-125.74,369.00,-90.30,-93.60,-1885.05,221.84,816.15,-20.70,-57.87,-8.29,2.46,43.88,-24.61,-14.02,-58.76,14.22,-190.05
IncomeGrossProfit_sq,,70.45,25.05,44.16,-41.80,40.30,2.34,-13.84,-19.44,-21.22,-29.42,-32.41,-61.27,58.12,-18.27,7.30,106.22,-90.30,-82.09,1.54,29.13,-3.47,14.72,-51.29,-14.83,78.42,30.06,69.36,12.14,30.34,-25.62,-30.40
IncomeOtherOperatingIncome,-2393000,-12000,5904000,-957000,6356000,-971000,2929000,315000,1681000,89000,-267000,746000,-856000,53000,-1030000,370000,-7621000,1827000,49000,4000,-18683000,-109000,289000,4000,370000,270000,665000,-276000,119000,-241000,-52000,-68000
IncomeOtherOperatingIncome_yy,,,,,365.60,-8196.63,-50.40,132.92,-73.56,109.17,-109.10,136.90,-150.93,-40.34,-286.44,-50.40,-790.43,3341.03,104.77,-98.97,-145.14,-105.99,487.94,-1.40,101.98,346.52,130.19,-7447.30,-67.96,-189.30,-107.86,75.28
IncomeOtherOperatingIncome_sy,,,,,43.86,-62.07,-24.63,132.92,124.44,109.17,-39.68,-50.35,-98.61,2.45,-54.97,-52.80,-49.39,-13.81,104.77,100.21,-78.45,-49.69,-36.05,-18.68,20.42,-19.62,113.69,-61.30,-33.24,118.27,-64.39,57.72
IncomeOtherOperatingIncome_qq,,99.51,50565.70,-116.21,764.23,-115.27,401.71,-89.24,433.51,-94.71,-399.57,379.97,-214.69,106.20,-2040.45,135.94,-2158.72,123.97,-97.31,-92.24,-490151.51,99.41,363.67,-98.70,9747.51,-27.09,146.20,-141.56,142.94,-303.23,78.33,-30.75
IncomeOtherOperatingIncome_sq,,39.40,152.97,-96.34,400.00,-21.43,29.09,-46.42,282.45,-86.48,-38.98,3.35,-62.41,106.20,-28.85,20.81,3.12,-1.21,-9.82,17.64,-289.94,100.25,-16.94,-8.18,-3.14,35.72,97.95,-92.94,228.21,-26.67,-59.65,-26.76
IncomeOtherOperatingCosts,-900000,582000,1512000,,,,,,,0,0,1362000,2219000,13100000,10644000,8687000,7646000,10419000,7961000,3786000,3388000,3134000,3101000,2383000,2627000,2271000,2432000,3579000,3076000,2845000,2569000,2455000
IncomeOtherOperatingCosts_yy,,,,,100.00,-100.00,-100.00,,,,,,,,,537.73,244.49,-20.46,-25.21,-56.42,-55.69,-69.93,-61.04,-37.05,-22.46,-27.52,-21.57,50.16,17.10,25.26,5.63,-31.41
IncomeOtherOperatingCosts_sy,,,,,100.00,-66.48,27.93,,,,,,,,,263.11,-32.80,-22.89,-70.34,-56.42,-55.69,4.36,-61.04,-23.33,123.92,104.62,-65.22,167.16,-30.22,31.56,159.22,-61.06
IncomeOtherOperatingCosts_qq,,164.71,159.71,-100.00,,,,,,,,,62.92,490.24,-18.74,-18.38,-11.99,36.28,-23.59,-52.45,-10.51,-7.51,-1.03,-23.16,10.23,-13.55,7.10,47.12,-14.04,-7.52,-9.69,-4.46
IncomeOtherOperatingCosts_sq,,15.58,41.44,-39.23,,,,,,,,,74.62,-23.37,-22.66,-0.74,-36.04,-27.14,-23.59,-25.82,-10.51,-7.51,-1.03,-11.65,133.49,-56.46,-79.30,277.00,-1.94,-19.81,-4.14,-48.83
IncomeEBIT,11728000,20074000,16655000,66954000,29163000,46011000,49504000,23446000,61793000,34793000,23501000,-12228000,-16996000,-6430000,3837000,-12311000,-4525000,-7551000,-7846000,-4972000,-20622000,10035000,7716000,2056000,1811000,2167000,4229000,667000,930000,-1483000,-790000,-4172000
IncomeEBIT_yy,,,,,148.65,129.20,197.23,-64.98,111.89,-24.38,-52.53,-152.15,-127.50,-118.48,-83.67,-0.68,73.37,-17.44,-304.46,59.62,-355.71,232.90,198.35,141.36,108.78,-78.41,-45.19,-67.57,-48.63,-168.42,-118.68,-725.65
IncomeEBIT_sy,,,,,163.19,159.58,6.72,-23.90,128.94,-25.66,-26.88,-56.22,-115.38,-93.05,-84.98,-89.53,81.77,-17.44,-58.66,34.76,-21.61,-43.98,30.63,49.61,-469.01,-17.15,-40.92,-44.13,75.85,279.89,79.38,47.24
IncomeEBIT_qq,,71.16,-17.03,302.00,-56.44,57.77,7.59,-52.64,163.55,-43.69,-32.45,-152.03,-38.99,62.17,159.68,-420.81,63.24,-66.86,-3.90,36.63,-314.80,148.66,-23.11,-73.35,-11.92,19.65,95.18,-84.23,39.51,-259.38,46.70,-427.90
IncomeEBIT_sq,,100.72,95.11,44.10,-47.80,58.09,7.50,-1.96,36.02,-51.78,-8.13,-36.08,-86.60,68.65,-13.10,-141.07,38.74,-26.68,-52.65,36.63,-314.80,49.83,10.42,-73.35,-1074.41,99.05,87.18,-68.86,40.68,57.48,-34.57,-28.23
IncomeFinanceIncome,2760000,287000,4903000,-1372000,2413000,1023000,0,1042000,834000,3982000,1931000,2887000,1291000,2367000,2181000,1842000,3114000,8019000,568000,27000,14015000,34000,98000,4000,10683000,251000,1989000,1397000,4381000,2027000,251000,14168000
IncomeFinanceIncome_yy,,,,,-12.56,256.82,-100.00,175.94,-65.46,289.32,,177.17,54.82,-40.56,12.93,-36.21,141.33,238.78,-73.95,-98.55,350.02,-99.58,-82.83,-85.91,-23.77,637.60,1939.78,37056.34,-58.99,708.69,-87.40,914.36
IncomeFinanceIncome_sy,,,,,-56.28,152.50,74.56,29.55,-40.56,100.80,,46.75,-17.80,-59.42,30.15,-44.61,14.97,28.08,-62.43,68.72,28.41,-46.48,136.06,-59.80,-50.58,308.60,99.16,319.47,-126.99,76.92,58.20,37.80
IncomeFinanceIncome_qq,,-89.61,1610.32,-127.98,275.90,-57.62,-100.00,,-19.99,377.71,-51.51,49.53,-55.31,83.42,-7.87,-15.54,69.08,157.49,-92.91,-95.30,52416.10,-99.76,187.03,-96.15,284101.27,-97.65,693.75,-29.79,213.65,-53.73,-87.63,5552.30
IncomeFinanceIncome_sq,,-94.80,6.30,-37.86,32.64,-27.34,20.16,,-19.99,342.28,-71.49,49.53,-55.31,-2.84,-7.87,-15.54,35.09,42.88,-69.18,81.36,58.86,444.97,74.26,-51.43,7.43,194.99,123.10,54.96,-58.18,76.43,-25.23,-29.72
IncomeFinanceCosts,11470000,9024000,8199000,2769000,7215000,14212000,1456000,5823000,8752000,10122000,6425000,10843000,55263000,11691000,13144000,43028000,40812000,14218000,8519000,82583000,14889000,12938000,19264000,20020000,7372000,15489000,22677000,10471000,7142000,13366000,17845000,8303000
IncomeFinanceCosts_yy,,,,,-37.10,57.50,-82.24,110.29,21.31,-28.78,341.37,86.19,531.40,15.51,104.57,296.84,-26.15,21.61,-35.19,91.93,-63.52,-9.00,126.13,-75.76,-50.49,19.71,17.72,-47.70,-3.12,-13.71,-21.31,-20.71
IncomeFinanceCosts_sy,,,,,92.96,6.64,-67.90,18.66,18.54,-18.76,247.21,46.24,58.51,42.80,-0.64,-18.52,-11.72,-1.35,-9.09,36.38,-7.51,-15.93,-19.49,-37.33,-2.90,8.84,17.72,-21.88,-3.12,-13.71,-31.04,-11.59
IncomeFinanceCosts_qq,,-21.33,-9.14,-66.22,160.54,96.98,-89.76,300.01,50.30,15.65,-36.52,68.75,409.68,-78.84,12.43,227.35,-5.15,-65.16,-40.08,869.39,-81.97,-13.10,48.89,3.93,-63.18,110.12,46.41,-53.82,-31.80,87.15,33.51,-53.47
IncomeFinanceCosts_sq,,-3.74,17.77,-32.06,34.08,1.54,-46.09,91.70,16.06,-8.16,36.02,1.44,27.32,-8.39,-17.06,-15.27,14.24,18.89,-26.03,67.41,-22.66,-13.10,5.10,-6.12,64.17,-3.45,31.42,-52.56,13.97,5.10,4.38,-20.00
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,3018000,11337000,13359000,62812000,24361000,32822000,48049000,18665000,53874000,28653000,19007000,-20183000,-70968000,-15754000,-7126000,-53496000,-42223000,-13750000,-15796000,-87527000,-21495000,-2869000,-11450000,-17961000,5123000,-13071000,-16458000,-8408000,-1831000,-12822000,-18385000,1693000
IncomeNetGrossProfit_yy,,,,,707.24,189.50,259.67,-70.28,121.15,-12.70,-60.44,-208.13,-231.73,-154.98,-137.49,-165.06,40.50,12.72,-121.66,-63.61,49.09,79.13,27.52,79.48,123.83,-355.55,-43.74,53.19,-135.74,1.91,-11.71,120.14
IncomeNetGrossProfit_sy,,,,,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72,-9.61,-60.16,-15.73,15.30,-7.68,27.52,60.70,-490.15,2.40,-52.80,14.47,70.20,108.55,131.92,84.18
IncomeNetGrossProfit_qq,,275.68,17.83,370.18,-61.22,34.73,46.39,-61.15,188.64,-46.81,-33.67,-206.19,-251.62,77.80,54.76,-650.68,21.07,67.44,-14.89,-454.10,75.44,86.65,-299.04,-56.86,128.52,-355.16,-25.91,48.91,78.22,-600.32,-43.39,109.21
IncomeNetGrossProfit_sq,,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78,-29.75,-52.56,2.50,31.26,-5.72,-114.95,-56.86,-814.67,100.47,-13.39,52.54,61.42,64.85,-37.96,0.90
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3018000,11337000,13359000,62812000,24361000,32822000,48049000,18665000,53874000,28653000,19007000,-20183000,-70968000,-15754000,-7126000,-53496000,-42223000,-13750000,-15796000,-87527000,-21495000,-2869000,-11450000,-17961000,5123000,-13071000,-16458000,-8408000,-1831000,-12822000,-18385000,1693000
IncomeBeforeTaxProfit_yy,,,,,707.24,189.50,259.67,-70.28,121.15,-12.70,-60.44,-208.13,-231.73,-154.98,-137.49,-165.06,40.50,12.72,-121.66,-63.61,49.09,79.13,27.52,79.48,123.83,-355.55,-43.74,53.19,-135.74,1.91,-11.71,120.14
IncomeBeforeTaxProfit_sy,,,,,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72,-9.61,-60.16,-15.73,15.30,-7.68,27.52,60.70,-490.15,2.40,-52.80,14.47,70.20,108.55,131.92,84.18
IncomeBeforeTaxProfit_qq,,275.68,17.83,370.18,-61.22,34.73,46.39,-61.15,188.64,-46.81,-33.67,-206.19,-251.62,77.80,54.76,-650.68,21.07,67.44,-14.89,-454.10,75.44,86.65,-299.04,-56.86,128.52,-355.16,-25.91,48.91,78.22,-600.32,-43.39,109.21
IncomeBeforeTaxProfit_sq,,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78,-29.75,-52.56,2.50,31.26,-5.72,-114.95,-56.86,-814.67,100.47,-13.39,52.54,61.42,64.85,-37.96,0.90
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,4973000,12969000,13733000,58087000,19823000,27043000,42444000,13843000,47351000,23895000,13632000,-21894000,-73310000,-17462000,-8160000,-55050000,-43089000,-13301000,-14695000,-86666000,-20934000,-2194000,-11036000,-16953000,5704000,-12713000,-15564000,-8136000,-1742000,-12351000,-18172000,2151000
IncomeNetProfit_yy,,,,,298.61,108.51,209.07,-76.17,138.87,-11.64,-67.88,-258.16,-254.82,-173.08,-159.86,-151.44,41.22,23.83,-80.10,-57.43,51.42,83.51,24.90,80.44,127.25,-479.55,-41.02,52.01,-130.54,2.85,-16.76,126.44
IncomeNetProfit_sy,,,,,125.14,145.32,42.38,-36.12,173.76,-15.68,-41.85,-63.51,-179.44,-121.92,-125.12,-145.64,55.46,-10.69,-59.93,31.84,-3.27,-4.56,24.90,-28.64,-505.45,3.75,-46.56,15.91,64.75,180.40,134.55,104.61
IncomeNetProfit_qq,,160.79,5.88,322.98,-65.87,36.42,56.95,-67.39,242.07,-49.54,-42.95,-260.61,-234.84,76.18,53.27,-574.67,21.73,69.13,-10.48,-489.76,75.84,89.52,-403.13,-53.61,133.64,-322.88,-22.43,47.73,78.59,-609.03,-47.14,111.84
IncomeNetProfit_sq,,149.04,89.70,57.27,-47.01,47.34,21.56,-22.94,39.54,-41.47,-15.76,-35.33,-175.53,75.32,-15.86,-230.11,31.06,-40.09,-12.95,-0.73,27.96,-40.69,-116.98,-53.61,-827.00,100.19,-35.92,84.08,57.68,62.12,-41.34,23.81
IncomeShareholderNetProfit,5285000,12940000,14518000,54708000,18081000,24085000,37451000,13780000,46978000,23673000,13499000,-21764000,-72487000,-17331000,-8012000,-54513000,-42760000,-13038000,-14390000,-86082000,-20859000,-2205000,-10978000,-16870000,5342000,-12713000,-15501000,-8057000,-1742000,-12263000,-18033000,2100000
IncomeShareholderNetProfit_yy,,,,,242.10,86.13,157.96,-74.81,159.81,-1.71,-63.96,-257.93,-254.30,-173.21,-159.35,-150.48,41.01,24.77,-79.61,-57.91,51.22,83.09,23.71,80.40,125.61,-476.58,-41.20,52.24,-132.61,3.54,-16.34,126.06
IncomeShareholderNetProfit_sy,,,,,123.55,146.12,42.38,-36.26,175.25,-10.16,-41.87,-63.49,-179.20,-122.28,-125.26,-144.48,55.42,-10.71,-59.88,31.91,-3.40,-4.80,23.71,-29.32,-506.16,3.43,-46.83,16.10,65.53,183.22,134.15,104.82
IncomeShareholderNetProfit_qq,,144.83,12.19,276.82,-66.95,33.20,55.49,-63.21,240.91,-49.61,-42.98,-261.23,-233.07,76.09,53.77,-580.40,21.56,69.51,-10.37,-498.21,75.77,89.43,-397.89,-53.68,131.66,-337.99,-21.93,48.02,78.38,-604.00,-47.05,111.64
IncomeShareholderNetProfit_sq,,141.06,90.35,57.27,-45.53,45.83,21.58,-22.63,40.76,-41.67,-15.90,-34.53,-174.67,75.28,-15.87,-230.27,31.27,-40.17,-12.95,-0.73,26.42,-40.92,-115.14,-53.68,-826.48,100.16,-35.63,85.35,57.32,62.04,-41.17,24.54
BalanceNoncurrentAssets,133482000,163525000,175605000,,163908000,214014000,272295000,,358124000,374248000,411394000,468488000,573440000,549917000,530413000,399843000,367562000,362225000,252378000,181628000,195468000,193293000,181304000,159156000,174819000,155034000,156577000,146769000,140413000,133904000,118862000,121989000
BalanceNoncurrentAssets_yy,,,,,22.79,30.88,55.06,,118.49,74.87,51.08,,60.12,46.94,28.93,-14.65,-35.90,-34.13,-52.42,-54.58,-46.82,-46.64,-28.16,-12.37,-10.56,-19.79,-13.64,-7.78,-19.68,-13.63,-24.09,-16.88
BalanceNoncurrentAssets_sy,,,,,25.07,27.52,16.72,,23.32,39.34,33.78,,12.46,11.63,11.84,-3.44,-6.54,4.85,5.44,4.65,13.93,10.66,10.72,-1.35,-19.49,-19.76,-16.60,-16.71,-11.28,-12.84,-14.52,-9.41
BalanceNoncurrentAssets_qq,,22.51,7.39,-100.00,,30.57,27.23,-100.00,,4.50,9.93,13.88,22.40,-4.10,-3.55,-24.62,-8.07,-1.45,-30.33,-28.03,7.62,-1.11,-6.20,-12.22,9.84,-11.32,1.00,-6.26,-4.33,-4.64,-11.23,2.63
BalanceNoncurrentAssets_sq,,7.98,7.52,-47.21,,3.20,5.32,-49.55,,1.82,3.90,3.26,4.04,1.00,-0.46,-3.47,-3.46,1.12,1.20,0.82,7.35,-0.53,-0.55,-1.12,-18.00,-0.57,0.32,-3.82,-3.18,-1.90,-0.74,1.04
BalanceIntangibleAssets,33484000,28256000,27679000,,24559000,28515000,31262000,,29571000,27051000,25482000,26382000,26255000,24067000,23442000,16747000,15115000,14445000,12191000,8605000,9136000,8619000,7697000,6526000,6989000,6254000,6223000,5701000,5129000,4718000,4021000,3933000
BalanceIntangibleAssets_yy,,,,,-26.66,0.92,12.95,,20.41,-5.13,-18.49,,-11.22,-11.03,-8.00,-36.52,-42.43,-39.98,-48.00,-48.62,-39.55,-40.33,-36.86,-24.16,-23.50,-27.44,-19.15,-12.63,-26.61,-24.56,-35.39,-31.02
BalanceIntangibleAssets_sy,,,,,46.08,63.28,39.25,,22.46,7.32,11.96,,4.22,-5.96,-6.84,-10.43,-1.92,-2.26,-2.80,12.97,19.60,17.53,18.78,-2.82,-14.21,-12.04,-1.15,-5.34,-17.22,-18.25,-17.47,-19.31
BalanceIntangibleAssets_qq,,-15.62,-2.04,-100.00,,16.11,9.63,-100.00,,-8.52,-5.80,3.53,-0.48,-8.33,-2.59,-28.56,-9.75,-4.43,-15.61,-29.42,6.18,-5.66,-10.70,-15.22,7.11,-10.52,-0.50,-8.38,-10.03,-8.02,-14.78,-2.19
BalanceIntangibleAssets_sq,,-8.30,2.02,-51.72,,1.40,0.16,-51.94,,-2.68,-3.45,0.24,-1.28,-0.24,0.79,-2.63,-2.50,-1.26,0.56,7.88,4.19,-3.46,-2.84,1.48,-1.40,-1.06,1.75,-1.83,-5.49,-1.93,-2.63,-1.55
BalanceProperty,81229000,115728000,124421000,,120445000,162486000,218163000,,306788000,329695000,370232000,423494000,463136000,446924000,429849000,311863000,286367000,276973000,236757000,170236000,183719000,181559000,170107000,148905000,163176000,144238000,145105000,135915000,129950000,123759000,109710000,112444000
BalanceProperty_yy,,,,,48.28,40.40,75.34,,154.71,102.91,69.70,,50.96,35.56,16.10,-26.36,-38.17,-38.03,-44.92,-45.41,-35.84,-34.45,-28.15,-12.53,-11.18,-20.56,-14.70,-8.72,-20.36,-14.20,-24.39,-17.27
BalanceProperty_sy,,,,,23.62,21.08,20.52,,24.96,25.48,38.16,,11.70,11.16,8.20,-7.02,-5.50,4.57,4.46,4.50,13.99,10.61,10.70,-4.14,-20.03,-20.54,-17.94,-15.22,-8.78,-8.95,-8.02,-1.54
BalanceProperty_qq,,42.47,7.51,-100.00,,34.90,34.27,-100.00,,7.47,12.30,14.39,9.36,-3.50,-3.82,-27.45,-8.18,-3.28,-14.52,-28.10,7.92,-1.18,-6.31,-12.46,9.58,-11.61,0.60,-6.33,-4.39,-4.76,-11.35,2.49
BalanceProperty_sq,,4.55,7.68,-48.08,,1.58,6.64,-52.01,,1.67,7.02,2.96,3.58,0.91,-0.76,-5.90,-1.46,0.93,-0.66,0.79,5.86,-0.53,-1.00,-1.07,-18.50,-0.90,-0.16,-3.90,-0.66,-1.10,-0.14,1.10
BalanceNoncurrentReceivables,,,,,,,,,0,0,0,0,66350000,62454000,60240000,60688000,60946000,65946000,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,-8.14,5.59,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,32.48,28.24,-28.42,-43.34,-20.38,-25.52,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,-5.87,-3.55,0.74,0.43,8.20,-100.00,,,,,,,,,,,,,
