,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,-58000,305000,454000,467000,687000,370000,484000,367000,406000,627000,405000,555000,655000,724000,546000,505000,687000,672000,557000,1490000,1824000,4572000,1643000,1995000,1562000,2319000,1519000,1892000,1978000,2618000,1502000,1708000,715000,1666000,2447000,921000,1046000,1742000,1715000,1597000,1112000,1837000,1556000,1418000,1625000,831000,1338000,1721000
IncomeDistributionExpenses_yy,,,,,1284.48,21.31,6.61,-21.41,-40.90,69.46,-16.32,51.23,61.33,15.47,34.81,-9.01,4.89,-7.18,2.01,195.05,165.50,580.36,194.97,33.89,-14.36,-49.28,-7.55,-5.16,26.63,12.89,-1.12,-9.73,-63.85,-36.36,62.92,-46.08,46.29,4.56,-29.91,73.40,6.31,5.45,-9.27,-11.21,46.13,-54.76,-14.01,21.37
IncomeDistributionExpenses_sy,,,,,5.86,18.37,6.28,14.80,20.71,14.54,0.06,-3.68,-2.70,16.38,15.36,1.03,18.56,25.93,10.25,29.20,22.39,26.62,7.82,12.08,-11.21,-10.26,-5.17,-7.11,-16.54,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,625.86,48.85,2.86,47.11,-46.14,30.81,-24.17,10.63,54.43,-35.41,37.04,18.02,10.53,-24.59,-7.51,36.04,-2.18,-17.11,167.50,22.42,150.66,-64.06,21.42,-21.70,48.46,-34.50,24.56,4.55,32.36,-42.63,13.72,-58.14,133.01,46.88,-62.36,13.57,66.54,-1.55,-6.88,-30.37,65.20,-15.30,-8.87,14.60,-48.86,61.01,28.62
IncomeDistributionExpenses_sq,,9.97,-12.28,1.22,-1.30,20.37,-10.10,22.80,6.24,3.70,-31.58,15.00,-4.30,29.83,-17.11,4.23,7.65,18.88,-19.91,14.69,-1.99,15.07,-25.40,10.66,-6.85,17.96,-31.64,10.83,-5.48,7.13,-23.08,12.48,-9.02,9.28,-9.54,16.92,-1.56,17.34,-5.10,-3.52,7.40,0.24,-7.64,11.50,-4.77,-6.71,-11.33,10.25
IncomeAdministrativExpenses,3133000,3433000,2956000,3063000,3349000,8742000,3376000,4409000,5607000,6596000,5797000,6441000,5822000,9123000,5185000,6247000,6080000,7099000,5822000,21968000,21545000,23195000,12430000,14921000,10684000,12932000,12825000,12902000,12569000,17833000,12260000,13676000,16111000,24550000,16149000,19222000,10935000,24800000,13216000,16022000,13729000,18203000,9784000,13278000,12449000,15480000,14256000,11943000
IncomeAdministrativExpenses_yy,,,,,6.89,154.65,14.21,43.94,67.42,-24.55,71.71,46.09,3.83,38.31,-10.56,-3.01,4.43,-22.19,12.29,251.66,254.36,226.74,113.50,-32.08,-50.41,-44.25,3.18,-13.53,17.64,37.90,-4.41,6.00,28.18,37.67,31.72,40.55,-32.13,1.02,-18.16,-16.65,25.55,-26.60,-25.97,-17.13,-9.32,-14.96,45.71,-10.05
IncomeAdministrativExpenses_sy,,,,,29.53,23.91,25.35,31.68,25.71,31.07,13.11,2.69,-0.05,-7.25,2.58,8.95,-0.55,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,-0.46,1.06,1.66,5.37,4.76,3.49,2.13,-4.09,3.11,-0.09,4.20,6.74,2.94,6.37
IncomeAdministrativExpenses_qq,,9.58,-13.89,3.62,9.34,161.03,-61.38,30.60,27.17,17.64,-12.11,11.11,-9.61,56.70,-43.17,20.48,-2.67,16.76,-17.99,277.33,-1.93,7.66,-46.41,20.04,-28.40,21.04,-0.83,0.60,-2.58,41.88,-31.25,11.55,17.80,52.38,-34.22,19.03,-43.11,126.79,-46.71,21.23,-14.31,32.59,-46.25,35.71,-6.24,24.35,-7.91,-16.22
IncomeAdministrativExpenses_sq,,17.42,-13.89,10.72,5.75,26.70,-5.61,11.00,-2.10,20.94,-24.36,2.74,-4.30,15.89,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,6708000,8260000,-113000,14148000,9772000,9990000,6727000,18495000,19613000,9047000,-3353000,31310000,30846000,19661000,4044000,16110000,3878000,18441000,-2082000,14361000,19029000,-29992000,-7759000,2964000,7220000,-18807000,-19133000,23241000,18771000,6226000,-778000,21554000,32122000,77042000,3787000,21654000,24073000,39357000,1622000,22175000,37795000,19143000,-6998000,10611000,7663000,25638000,-23587000,5197000
IncomeGrossProfit_yy,,,,,45.68,20.94,6053.10,30.73,100.71,-9.44,-149.84,69.29,57.27,117.32,220.61,-48.55,-87.43,-6.21,-151.48,-10.86,390.69,-262.64,-272.67,-79.36,-62.06,37.29,-146.59,684.11,159.99,133.10,95.93,-7.26,71.13,1137.42,586.76,0.46,-25.06,-48.91,-57.17,2.41,57.00,-51.36,-531.44,-52.15,-79.72,33.93,-237.05,-51.02
IncomeGrossProfit_sy,,,,,32.49,19.52,46.69,49.00,75.50,68.19,-34.26,16.16,-38.02,-6.88,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,23.14,-101.37,12620.35,-30.93,2.23,-32.66,174.94,6.04,-53.87,-137.06,1033.79,-1.48,-36.26,-79.43,298.37,-75.93,375.53,-111.29,789.77,32.50,-257.61,74.13,138.20,143.59,-360.48,-1.73,221.47,-19.23,-66.83,-112.50,2870.44,49.03,139.84,-95.08,471.80,11.17,63.49,-95.88,1267.14,70.44,-49.35,-136.56,251.63,-27.78,234.57,-192.00,122.03
IncomeGrossProfit_sq,,-9.86,13.53,15.48,22.80,-44.11,41.09,14.32,15.57,-26.42,-48.38,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,980000,445000,110000,935000,263000,403000,670000,1994000,117000,-692000,1518000,-669000,371000,548000,1105000,-111000,288000,1807000,1465000,9370000,131000,111684000,2404000,43572000,1465000,4697000,4815000,6395000,847000,2241000,376000,460000,808000,-36765000,835000,1029000,1472000,-10547000,2249000,2435000,955000,-2516000,1168000,2401000,802000,501000,828000,857000
IncomeOtherOperatingIncome_yy,,,,,-73.16,-9.44,509.09,113.26,-55.51,-271.71,126.57,-133.55,217.09,179.19,-27.21,83.41,-22.37,229.74,32.58,8541.44,-54.51,6080.63,64.10,365.02,1018.32,-95.79,100.29,-85.32,-42.18,-52.29,-92.19,-92.81,-4.60,-1740.56,122.07,123.70,82.18,71.31,169.34,136.64,-35.12,76.14,-48.07,-1.40,-16.02,119.91,-29.11,-64.31
IncomeOtherOperatingIncome_sy,,,,,19.04,32.62,29.25,22.35,-6.38,61.32,25.00,-0.47,-5.52,-10.80,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-54.59,-75.28,750.00,-71.87,53.23,66.25,197.61,-94.13,-691.45,319.36,-144.07,155.46,47.71,101.64,-110.05,359.46,527.43,-18.93,539.59,-98.60,85154.96,-97.85,1712.48,-96.64,220.61,2.51,32.81,-86.76,164.58,-83.22,22.34,75.65,-4650.12,102.27,23.23,43.05,-816.51,121.32,8.27,-60.78,-363.46,146.42,105.57,-66.60,-37.53,65.27,3.50
IncomeOtherOperatingIncome_sq,,-12.17,-67.57,126.32,-38.00,53.23,-67.89,55.90,-33.44,169.59,-75.48,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,381000,1532000,515000,2382000,647000,2400000,257000,642000,113000,2035000,129000,732000,1358000,1361000,654000,311000,351000,137000,329000,842000,1349000,5098000,978000,3399000,2816000,295000,1351000,729000,490000,2122000,540000,752000,1399000,6284000,1489000,2236000,234000,975000,2359000,938000,4707000,2062000,274000,789000,455000,2150000,1008000,454000
IncomeOtherOperatingCosts_yy,,,,,69.82,56.66,-50.10,-73.05,-82.53,-15.21,-49.81,14.02,1101.77,-33.12,406.98,-57.51,-74.15,-89.93,-49.69,170.74,284.33,3621.17,197.26,303.68,108.75,-94.21,38.14,-78.55,-82.60,619.32,-60.03,3.16,185.51,196.14,175.74,197.34,-83.27,-84.48,58.43,-58.05,1911.54,111.49,-88.38,-15.88,-90.33,4.27,267.88,-42.46
IncomeOtherOperatingCosts_sy,,,,,51.85,22.20,16.43,75.00,28.27,12.83,18.81,-35.87,108.59,-24.91,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,302.10,-66.38,362.52,-72.84,270.94,-89.29,149.81,-82.40,1700.88,-93.66,467.44,85.52,0.22,-51.95,-52.45,12.86,-60.97,140.15,155.93,60.21,277.91,-80.82,247.55,-17.15,-89.52,357.97,-46.04,-32.78,333.06,-74.55,39.26,86.04,349.18,-76.30,50.17,-89.53,316.67,141.95,-60.24,401.81,-56.19,-86.71,187.96,-42.33,372.53,-53.12,-54.96
IncomeOtherOperatingCosts_sq,,204.78,-71.58,103.27,-50.53,394.74,-78.74,174.90,-58.40,472.21,-78.59,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,7307000,7173000,-518000,12701000,9388000,7993000,7140000,19847000,19617000,6320000,-1964000,29909000,29859000,18848000,4495000,15688000,3815000,20111000,-946000,22889000,17811000,76594000,-6333000,43137000,5869000,-14405000,-15669000,28907000,19128000,6345000,-942000,21262000,31531000,33993000,3133000,20447000,25311000,27835000,1512000,23672000,34043000,14565000,-6104000,12223000,8010000,23989000,-23767000,5600000
IncomeEBIT_yy,,,,,28.48,11.43,1478.38,56.26,108.96,-20.93,-127.51,50.70,52.21,198.23,328.87,-47.55,-87.22,6.70,-121.05,45.90,366.87,280.86,-569.45,88.46,-67.05,-118.81,-147.42,-32.99,225.92,144.05,93.99,-26.45,64.84,435.74,432.59,-3.83,-19.73,-18.12,-51.74,15.77,34.50,-47.67,-503.70,-48.37,-76.47,64.70,-289.37,-54.18
IncomeEBIT_sy,,,,,30.16,97.40,56.31,31.54,73.41,36.78,-19.92,31.60,-42.86,5.46,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,-1.83,-107.22,2551.93,-26.08,-14.86,-10.67,177.97,-1.16,-67.78,-131.08,1622.86,-0.17,-36.88,-76.15,249.01,-75.68,427.16,-104.70,2519.56,-22.19,330.04,-108.27,781.15,-86.39,-345.44,-8.77,284.49,-33.83,-66.83,-114.85,2357.11,48.30,7.81,-90.78,552.63,23.79,9.97,-94.57,1465.61,43.81,-57.22,-141.91,300.25,-34.47,199.49,-199.07,123.56
IncomeEBIT_sq,,-33.53,25.05,34.21,9.83,-22.85,11.24,20.36,19.56,-36.33,-34.36,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,2343000,5340000,1938000,5733000,1509000,4437000,1560000,2787000,3000000,13177000,5774000,6762000,100000,2531000,2048000,2288000,1411000,3043000,2020000,1182000,4241000,-2896000,4572000,387000,1996000,936000,675000,1387000,1108000,24000,665000,470000,625000,136000,1956000,2588000,1175000,1742000,1244000,1033000,1148000,1100000,1746000,219000,2133000,1790000,1196000,1018000
IncomeFinanceIncome_yy,,,,,-35.60,-16.91,-19.50,-51.39,98.81,196.98,270.13,142.63,-96.67,-80.79,-64.53,-66.16,1311.00,20.23,-1.37,-48.34,200.57,-195.17,126.34,-67.26,-52.94,132.32,-85.24,258.40,-44.49,-97.44,-1.48,-66.11,-43.59,466.67,194.14,450.64,88.00,1180.88,-36.40,-60.09,-2.30,-36.85,40.35,-78.80,85.80,62.73,-31.50,364.84
IncomeFinanceIncome_sy,,,,,203.22,143.18,70.64,66.70,79.30,52.33,123.21,-33.21,-54.68,-59.32,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,127.91,-63.71,195.82,-73.68,194.04,-64.84,78.65,7.64,339.23,-56.18,17.11,-98.52,2431.00,-19.08,11.72,-38.33,115.66,-33.62,-41.49,258.80,-168.29,257.87,-91.54,415.76,-53.11,-27.88,105.48,-20.12,-97.83,2670.83,-29.32,32.98,-78.24,1338.24,32.31,-54.60,48.26,-28.59,-16.96,11.13,-4.18,58.73,-87.46,873.97,-16.08,-33.18,-14.88
IncomeFinanceIncome_sq,,151.84,-25.52,42.92,13.82,133.33,-33.84,29.16,-13.18,114.79,-38.51,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,821000,4323000,986000,1297000,1726000,2395000,1605000,1018000,1227000,1607000,1177000,1328000,1253000,269000,986000,1746000,557000,8630000,1242000,11132000,22495000,25635000,6495000,15555000,5483000,7997000,6441000,5295000,4468000,4447000,4711000,5037000,5298000,3880000,2655000,3340000,2436000,3072000,1974000,2969000,2071000,3972000,2545000,3110000,1802000,3422000,3113000,3870000
IncomeFinanceCosts_yy,,,,,110.23,-44.60,62.78,-21.51,-28.91,-32.90,-26.67,30.45,2.12,-83.26,-16.23,31.48,-55.55,3108.18,25.96,537.57,3938.60,197.05,422.95,39.73,-75.63,-68.80,-0.83,-65.96,-18.51,-44.39,-26.86,-4.87,18.58,-12.75,-43.64,-33.69,-54.02,-20.82,-25.65,-11.11,-14.98,29.30,28.93,4.75,-12.99,-13.85,22.32,24.44
IncomeFinanceCosts_sy,,,,,15.30,106.37,44.96,62.34,29.57,163.92,101.51,-5.74,-8.65,-49.75,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,426.55,-77.19,31.54,33.08,38.76,-32.99,-36.57,20.53,30.97,-26.76,12.83,-5.65,-78.53,266.54,77.08,-68.10,1449.37,-85.61,796.30,102.08,13.96,-74.66,139.49,-64.75,45.85,-19.46,-17.79,-15.62,-0.47,5.94,6.92,5.18,-26.76,-31.57,25.80,-27.07,26.11,-35.74,50.41,-30.25,91.79,-35.93,22.20,-42.06,89.90,-9.03,24.32
IncomeFinanceCosts_sq,,64.83,-22.92,44.10,-35.70,128.03,-49.93,29.60,-28.71,208.88,-11.80,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,8829000,8190000,434000,17137000,9171000,10035000,7095000,21616000,21390000,17890000,2633000,35343000,28706000,21110000,5557000,16230000,4669000,14524000,-168000,12939000,-443000,48063000,-8256000,27969000,2382000,-21466000,-21435000,24999000,15768000,1922000,-4988000,16695000,26858000,30249000,2434000,19695000,24050000,26505000,782000,21736000,33120000,11693000,-6903000,9332000,8341000,22357000,-25684000,2748000
IncomeNetGrossProfit_yy,,,,,3.87,22.53,1534.79,26.14,133.24,78.28,-62.89,63.50,34.20,18.00,111.05,-54.08,-83.74,-31.20,-103.02,-20.28,-109.49,230.92,-4814.29,116.16,637.70,-144.66,-159.63,-10.62,561.96,108.95,76.73,-33.22,70.33,1473.83,148.80,17.97,-10.45,-12.38,-67.87,10.36,37.71,-55.88,-982.74,-57.07,-74.82,91.20,-272.07,-70.55
IncomeNetGrossProfit_sy,,,,,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,-7.24,-94.70,3848.62,-46.48,9.42,-29.30,204.67,-1.05,-16.36,-85.28,1242.31,-18.78,-26.46,-73.68,192.06,-71.23,211.07,-101.16,7801.79,-103.42,10949.44,-117.18,438.77,-91.48,-1001.18,0.14,216.63,-36.93,-87.81,-359.52,434.70,60.87,12.63,-91.95,709.16,22.11,10.21,-97.05,2679.54,52.37,-64.70,-159.04,235.19,-10.62,168.04,-214.88,110.70
IncomeNetGrossProfit_sq,,-6.94,4.05,45.42,23.96,-11.14,13.45,1.34,20.05,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,8829000,8190000,434000,17137000,9171000,10035000,7095000,21616000,21390000,17890000,2633000,35343000,28706000,21110000,5557000,16230000,4669000,14524000,-168000,12939000,-443000,48063000,-8256000,27969000,2382000,-21466000,-21435000,24999000,15768000,1922000,-4988000,16695000,26858000,30249000,2434000,19695000,24050000,26505000,782000,21736000,33120000,11693000,-6903000,9332000,8341000,22357000,-25684000,2748000
IncomeBeforeTaxProfit_yy,,,,,3.87,22.53,1534.79,26.14,133.24,78.28,-62.89,63.50,34.20,18.00,111.05,-54.08,-83.74,-31.20,-103.02,-20.28,-109.49,230.92,-4814.29,116.16,637.70,-144.66,-159.63,-10.62,561.96,108.95,76.73,-33.22,70.33,1473.83,148.80,17.97,-10.45,-12.38,-67.87,10.36,37.71,-55.88,-982.74,-57.07,-74.82,91.20,-272.07,-70.55
IncomeBeforeTaxProfit_sy,,,,,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
