,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,682000,915000,457000,538000,617000,587000,977000,640000,668000,749000,808000,858000,798000,728000,824000,855000,827000,493000,779000,866000,892000,838000,683000,700000,734000,789000,682000,694000,688000,39000,814000,795000,749000,591000,682000,711000,707000,395000,670000,655000
IncomeDistributionExpenses_yy,,,,,-9.53,-35.85,113.79,18.96,8.27,27.60,-17.30,34.06,19.46,-2.80,1.98,-0.35,3.63,-32.28,-5.46,1.29,7.86,69.98,-12.32,-19.17,-17.71,-5.85,-0.15,-0.86,-6.27,-95.06,19.35,14.55,8.87,1415.38,-16.22,-10.57,-5.61,-33.16,-1.76,-7.88
IncomeDistributionExpenses_sy,,,,,-9.86,-11.78,-16.77,16.64,8.27,16.22,16.28,19.40,22.34,5.86,15.78,-0.35,-0.12,-7.46,-6.56,13.01,3.77,10.07,6.53,4.85,9.72,-6.77,6.80,3.87,1.68,14.01,9.27,7.79,4.00,6.12,5.62,5.11,9.20,9.83,-1.76,7.77
IncomeDistributionExpenses_qq,,34.16,-50.05,17.72,14.68,-4.86,66.44,-34.49,4.38,12.13,7.88,6.19,-6.99,-8.77,13.19,3.76,-3.27,-40.39,58.01,11.17,3.00,-6.05,-18.50,2.49,4.86,7.49,-13.56,1.76,-0.86,-94.33,1987.18,-2.33,-5.79,-21.09,15.40,4.25,-0.56,-44.13,69.62,-2.24
IncomeDistributionExpenses_sq,,6.38,-15.78,-9.63,7.62,12.40,-14.38,8.86,-1.74,21.97,-22.14,12.26,-1.00,13.29,-17.84,5.35,-4.07,20.12,-22.53,4.84,2.78,15.00,-18.02,14.53,-0.38,7.04,-9.66,8.70,-0.86,13.30,-16.42,14.34,-3.04,14.18,-5.51,8.28,2.12,11.22,-15.93,10.61
IncomeAdministrativExpenses,406000,504000,497000,462000,508000,580000,596000,656000,620000,672000,752000,733000,1074000,1127000,1615000,1341000,1302000,1458000,1305000,1284000,1264000,1296000,1274000,1187000,1261000,1385000,1262000,1159000,1073000,1211000,1185000,1062000,1029000,363000,1360000,1397000,1239000,-691000,1241000,1263000
IncomeAdministrativExpenses_yy,,,,,25.12,15.08,19.92,41.99,22.05,15.86,26.17,11.74,73.23,67.71,114.76,82.95,21.23,29.37,-19.20,-4.25,-2.92,-11.11,-2.38,-7.55,-0.24,6.87,-0.94,-2.36,-14.91,-12.56,-6.10,-8.37,-4.10,-70.02,14.77,31.54,20.41,-290.36,-8.75,-9.59
IncomeAdministrativExpenses_sy,,,,,-6.50,1.60,-0.44,4.25,14.36,7.86,3.60,10.38,8.99,8.16,12.65,7.17,2.88,4.14,2.43,3.84,1.28,-5.29,1.91,2.76,1.67,5.18,8.60,7.35,3.04,2.56,4.65,-0.67,-0.45,7.89,1.59,5.14,6.80,0.26,4.82,2.66
IncomeAdministrativExpenses_qq,,24.14,-1.39,-7.04,9.96,14.17,2.76,10.07,-5.49,8.39,11.90,-2.53,46.52,4.93,43.30,-16.97,-2.91,11.98,-10.49,-1.61,-1.56,2.53,-1.70,-6.83,6.23,9.83,-8.88,-8.16,-7.42,12.86,-2.15,-10.38,-3.11,-64.72,274.66,2.72,-11.31,-155.77,279.59,1.77
IncomeAdministrativExpenses_sq,,15.08,-9.28,3.90,-5.96,13.06,-6.44,4.19,-1.08,18.40,-12.36,4.17,0.55,15.25,-13.20,4.69,-2.63,15.55,-12.98,6.28,-7.94,6.96,-1.97,3.81,-5.00,15.10,-9.02,1.72,-7.65,12.99,-6.98,2.35,-3.96,11.40,-6.59,5.18,-2.01,14.33,-10.08,4.80
IncomeGrossProfit,971000,2129000,3099000,2118000,937000,2190000,2904000,1965000,1024000,-500000,1522000,2080000,797000,1117000,254000,-273000,5691000,970000,1333000,123000,1965000,399000,-575000,3174000,-1088000,-1010000,-407000,-1489000,17000,127000,-2961000,-2048000,-2550000,-925000,927000,-278000,-1600000,1761000,2453000,1425000
IncomeGrossProfit_yy,,,,,-3.50,2.87,-6.29,-7.22,9.28,-122.83,-47.59,5.85,-22.17,323.40,-83.31,-113.12,614.05,-13.16,424.80,145.05,-65.47,-58.87,-143.14,2480.49,-155.37,-353.13,29.22,-146.91,101.56,112.57,-627.52,-37.54,-15100.00,-828.35,131.31,86.43,37.25,290.38,164.62,612.59
IncomeGrossProfit_sy,,,,,-16.03,-23.77,-56.01,7.22,7.82,60.83,57.16,63.32,74.47,26.12,64.07,45.67,9.80,-14.44,-35.45,-6.96,-8.48,0.95,23.94,21.77,27.74,6.79,-3.66,14.32,-15.81,-9.80,-13.46,-24.51,-29.80,-9.30,17.57,-32.87,-3.43,-20.65,28.19,25.89
IncomeGrossProfit_qq,,119.26,45.56,-31.66,-55.76,133.72,32.60,-32.33,-47.89,-148.83,404.40,36.66,-61.68,40.15,-77.26,-207.48,2184.62,-82.96,37.42,-90.77,1497.56,-79.69,-244.11,652.00,-134.28,7.17,59.70,-265.85,101.14,647.06,-2431.50,30.83,-24.51,63.73,200.22,-129.99,-475.54,210.06,39.30,-41.91
IncomeGrossProfit_sq,,6.14,-15.74,-28.86,15.02,-1.62,-37.18,19.76,10.62,29.59,-37.20,41.17,14.46,-23.03,-17.61,22.26,1.76,-25.64,-28.24,30.65,16.78,-15.25,-6.98,51.52,10.60,-8.87,-25.52,21.38,4.86,-14.76,-30.77,30.83,-12.83,16.65,-31.87,-16.02,19.88,10.16,58.34,15.96
IncomeOtherOperatingIncome,129000,549000,163000,217000,136000,138000,114000,121000,527000,247000,141000,108000,92000,303000,1285000,1143000,1556000,1480000,1450000,1600000,1014000,191000,935000,646000,1010000,1479000,1262000,1144000,924000,657000,1400000,2018000,586000,944000,1586000,1136000,661000,1793000,1330000,763000
IncomeOtherOperatingIncome_yy,,,,,5.43,-74.86,-30.06,-44.24,287.50,78.99,23.68,-10.74,-82.54,22.67,811.35,958.33,1591.30,388.45,12.84,39.98,-34.83,-87.09,-35.52,-59.62,-0.39,674.35,34.97,77.09,-8.51,-55.58,10.94,76.40,-36.58,43.68,13.29,-43.71,12.80,89.94,-16.14,-32.83
IncomeOtherOperatingIncome_sy,,,,,-19.64,23.92,-33.90,-20.81,8.84,-29.12,-16.76,20.50,103.46,-2.02,61.15,22.91,-24.42,50.73,1.98,-10.60,-15.69,18.28,13.57,3.44,-1.36,-22.75,-27.14,-2.74,-33.16,5.34,25.36,23.12,-9.20,-6.66,9.07,-6.14,-23.22,75.07,-0.68,-9.27
IncomeOtherOperatingIncome_qq,,325.58,-70.31,33.13,-37.33,1.47,-17.39,6.14,335.54,-53.13,-42.91,-23.40,-14.81,229.35,324.09,-11.05,36.13,-4.88,-2.03,10.34,-36.62,-81.16,389.53,-30.91,56.35,46.44,-14.67,-9.35,-19.23,-28.90,113.09,44.14,-70.96,61.09,68.01,-28.37,-41.81,171.26,-25.82,-42.63
IncomeOtherOperatingIncome_sq,,35.35,-18.92,6.46,-4.98,113.31,-44.18,8.48,1.59,72.34,-58.90,13.02,72.84,3.36,-37.05,18.14,-9.02,1.11,-24.95,34.65,-10.93,147.28,-55.52,-2.04,11.38,48.90,-33.12,17.13,-16.80,183.20,-20.94,12.86,-30.19,81.32,-41.00,9.96,-30.31,194.70,-70.82,32.06
IncomeOtherOperatingCosts,13000,438000,13000,22000,68000,356000,247000,262000,70000,63000,12000,44000,5000,494000,48000,101000,37000,1109000,25000,78000,16000,244000,12000,74000,79000,58000,57000,26000,79000,1490000,6000,6200000,434000,-690000,94000,90000,559000,2735000,591000,652000
IncomeOtherOperatingCosts_yy,,,,,423.08,-18.72,1800.00,1090.91,2.94,-82.30,-95.14,-83.21,-92.86,684.13,300.00,129.55,640.00,124.49,-47.92,-22.77,-56.76,-78.00,-52.00,-5.13,393.75,-76.23,375.00,-64.86,,2468.97,-89.47,23746.15,449.37,-146.31,1466.67,-98.55,28.80,496.38,528.72,624.44
IncomeOtherOperatingCosts_sy,,,,,69.96,-18.72,13.90,0.43,-5.00,-34.92,-16.12,-26.64,116.57,9.25,62.04,93.40,14.59,9.30,-17.17,-58.93,-51.28,35.93,18.83,36.64,120.86,3.27,-42.72,31.96,,13.06,61.62,11.21,88.08,-2.82,15.68,18.08,16.59,6.69,11.06,11.93
IncomeOtherOperatingCosts_qq,,3269.23,-97.03,69.23,209.09,423.53,-30.62,6.07,-73.28,-10.00,-80.95,266.67,-88.64,9780.00,-90.28,110.42,-63.37,2897.30,-97.75,212.00,-79.49,1425.00,-95.08,516.67,6.76,-26.58,-1.72,-54.39,203.85,1786.08,-99.60,103233.33,-93.00,-258.99,113.62,-4.26,521.11,389.27,-78.39,10.32
IncomeOtherOperatingCosts_sq,,362.90,-53.22,15.89,-36.75,145.55,-42.02,36.00,7.59,187.70,-79.00,84.86,71.04,71.35,-37.85,42.91,-23.08,50.59,-41.76,19.11,-27.12,352.97,-64.96,45.35,-1.44,62.75,-75.92,74.71,-30.71,226.78,-61.31,5.56,-28.69,151.61,-50.38,22.66,-17.89,215.30,-69.23,18.69
IncomeEBIT,1087000,2240000,3249000,2313000,1005000,1972000,2771000,1824000,1481000,-316000,1651000,2144000,884000,926000,1491000,769000,7210000,1341000,2758000,1645000,2963000,346000,348000,3746000,-157000,411000,798000,-371000,862000,-706000,-1567000,-6230000,-2398000,709000,2419000,768000,-1498000,819000,3192000,1536000
IncomeEBIT_yy,,,,,-7.54,-11.96,-14.71,-21.14,47.36,-116.02,-40.42,17.54,-40.31,393.04,-9.69,-64.13,715.61,44.82,84.98,113.91,-58.90,-74.20,-87.38,127.72,-105.30,18.79,129.31,-109.90,649.04,-271.78,-296.37,-1579.25,-378.19,200.42,254.37,112.33,37.53,15.51,31.96,100.00
IncomeEBIT_sy,,,,,-14.12,-19.94,-60.68,4.45,-5.24,48.70,51.74,52.42,96.93,18.14,77.37,37.83,13.25,-1.83,-19.15,0.37,-5.56,13.20,31.22,12.41,8.70,11.67,-5.06,14.86,-4.48,-8.98,-20.06,4.42,-40.90,-11.12,12.22,-29.59,6.17,12.99,26.82,16.86
IncomeEBIT_qq,,106.07,45.04,-28.81,-56.55,96.22,40.52,-34.18,-18.80,-121.34,622.47,29.86,-58.77,4.75,61.02,-48.42,837.58,-81.40,105.67,-40.36,80.12,-88.32,0.58,976.44,-104.19,361.78,94.16,-146.49,332.35,-181.90,-121.95,-297.57,61.51,129.57,241.18,-68.25,-295.05,154.67,289.74,-51.88
IncomeEBIT_sq,,-24.32,21.16,-22.47,-1.42,-6.28,-23.19,15.54,-4.66,5.58,-28.89,29.86,35.23,-24.12,11.71,-2.10,17.22,-23.96,-18.69,16.59,16.65,-7.94,-16.00,24.96,-0.64,-5.22,-24.60,11.57,10.18,-19.46,-39.90,30.32,-13.65,22.20,-18.63,-7.28,22.60,-5.95,12.31,-11.62
IncomeFinanceIncome,324000,128000,92000,124000,280000,139000,437000,373000,392000,185000,139000,1159000,466000,96000,606000,164000,366000,428000,226000,326000,83000,167000,100000,121000,117000,55000,138000,74000,41000,41000,73000,70000,799000,-669000,196000,281000,1340000,1628000,220000,421000
IncomeFinanceIncome_yy,,,,,-13.58,8.59,375.00,200.81,40.00,33.09,-68.19,210.72,18.88,-48.11,335.97,-85.85,-21.46,345.83,-62.71,98.78,-77.32,-60.98,-55.75,-62.88,40.96,-67.07,38.00,-38.84,-64.96,-25.45,-47.10,-5.41,1848.78,-1731.71,168.49,301.43,67.71,343.35,12.24,49.82
IncomeFinanceIncome_sy,,,,,9.19,-0.42,4.21,-2.45,13.90,47.24,-24.40,-7.07,8.86,-48.51,8.16,4.22,-51.36,74.98,-9.42,106.66,-69.84,-66.93,-25.14,-50.16,40.96,117.37,106.72,-38.61,-64.50,-23.25,-49.02,42.25,-6.12,-61.67,,-65.09,67.71,-36.62,-22.08,108.94
IncomeFinanceIncome_qq,,-60.49,-28.12,34.78,125.81,-50.36,214.39,-14.65,5.09,-52.81,-24.86,733.81,-59.79,-79.40,531.25,-72.94,123.17,16.94,-47.20,44.25,-74.54,101.20,-40.12,21.00,-3.31,-52.99,150.91,-46.38,-44.59,,78.05,-4.11,1041.43,-183.73,129.30,43.37,376.87,21.49,-86.49,91.36
IncomeFinanceIncome_sq,,141.59,-21.02,6.97,31.36,33.14,24.86,-9.30,-2.94,22.94,35.33,-4.44,64.39,-49.09,26.58,-41.42,42.11,48.65,-25.13,-1.87,-55.64,116.67,32.16,-31.11,13.32,40.32,62.22,-63.95,-20.00,,15.82,27.57,-51.58,11.03,44.44,-32.85,17.03,23.24,12.54,66.67
IncomeFinanceCosts,132000,429000,275000,31000,74000,152000,119000,119000,85000,125000,141000,465000,525000,172000,326000,375000,463000,502000,227000,330000,405000,304000,395000,425000,463000,502000,348000,330000,330000,380000,352000,354000,175000,6911000,254000,347000,275000,2688000,338000,508000
IncomeFinanceCosts_yy,,,,,-43.94,-64.57,-56.73,283.87,14.86,-17.76,18.49,290.76,517.65,37.60,131.21,-19.35,-11.81,191.86,-30.37,-12.00,-12.53,-39.44,74.01,28.79,14.32,65.13,-11.90,-22.35,-28.73,-24.30,1.15,7.27,-46.97,1718.68,-27.84,-1.98,57.14,-61.11,33.07,46.40
IncomeFinanceCosts_sy,,,,,74.93,-64.57,-49.04,-72.30,-7.65,53.60,-34.84,109.18,2.91,-4.96,127.39,-13.06,1.69,17.50,-54.75,23.08,-43.34,-41.22,9.81,-23.52,37.54,65.13,23.15,-34.62,-8.50,-12.56,-15.07,34.27,-27.77,11.37,7.19,13.69,-33.28,90.57,-6.08,-21.13
IncomeFinanceCosts_qq,,225.00,-35.90,-88.73,138.71,105.41,-21.71,,-28.57,47.06,12.80,229.79,12.90,-67.24,89.53,15.03,23.47,8.42,-54.78,45.37,22.73,-24.94,29.93,7.59,8.94,8.42,-30.68,-5.17,,15.15,-7.37,0.57,-50.56,3849.14,-96.32,36.61,-20.75,877.45,-87.43,50.30
IncomeFinanceCosts_sq,,218.51,-17.88,-54.07,28.27,-28.57,50.00,,112.64,-8.36,-24.38,-11.94,64.63,16.16,39.71,-39.07,56.80,-8.66,-33.92,28.74,-17.17,25.14,19.43,7.17,7.27,14.13,-8.16,-38.16,,34.45,1.38,-6.61,-39.21,78.74,7.76,-9.24,-56.71,261.63,-50.75,16.67
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1279000,1939000,3066000,2406000,1211000,1959000,3089000,2078000,1788000,-256000,1649000,2838000,825000,850000,1771000,558000,7113000,1267000,2757000,1641000,2641000,209000,53000,3442000,-503000,-36000,588000,-627000,573000,-1045000,-1846000,-6514000,-1774000,-6871000,2361000,702000,-433000,-241000,3074000,1449000
IncomeNetGrossProfit_yy,,,,,-5.32,1.03,0.75,-13.63,47.65,-113.07,-46.62,36.57,-53.86,432.03,7.40,-80.34,762.18,49.06,55.67,194.09,-62.87,-83.50,-98.08,109.75,-119.05,-117.22,1009.43,-118.22,213.92,-2802.78,-413.95,-938.92,-409.60,-557.51,227.90,110.78,75.59,96.49,30.20,106.41
IncomeNetGrossProfit_sy,,,,,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeNetGrossProfit_qq,,51.60,58.12,-21.53,-49.67,61.77,57.68,-32.73,-13.96,-114.32,744.14,72.10,-70.93,3.03,108.35,-68.49,1174.73,-82.19,117.60,-40.48,60.94,-92.09,-74.64,6394.34,-114.61,92.84,1733.33,-206.63,191.39,-282.37,-76.65,-252.87,72.77,-287.32,134.36,-70.27,-161.68,44.34,1375.52,-52.86
IncomeNetGrossProfit_sq,,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1279000,1939000,3066000,2406000,1211000,1959000,3089000,2078000,1788000,-256000,1649000,2838000,825000,850000,1771000,558000,7113000,1267000,2757000,1641000,2641000,209000,53000,3442000,-503000,-36000,588000,-627000,573000,-1045000,-1846000,-6514000,-1774000,-6871000,2361000,702000,-433000,-241000,3074000,1449000
IncomeBeforeTaxProfit_yy,,,,,-5.32,1.03,0.75,-13.63,47.65,-113.07,-46.62,36.57,-53.86,432.03,7.40,-80.34,762.18,49.06,55.67,194.09,-62.87,-83.50,-98.08,109.75,-119.05,-117.22,1009.43,-118.22,213.92,-2802.78,-413.95,-938.92,-409.60,-557.51,227.90,110.78,75.59,96.49,30.20,106.41
IncomeBeforeTaxProfit_sy,,,,,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeBeforeTaxProfit_qq,,51.60,58.12,-21.53,-49.67,61.77,57.68,-32.73,-13.96,-114.32,744.14,72.10,-70.93,3.03,108.35,-68.49,1174.73,-82.19,117.60,-40.48,60.94,-92.09,-74.64,6394.34,-114.61,92.84,1733.33,-206.63,191.39,-282.37,-76.65,-252.87,72.77,-287.32,134.36,-70.27,-161.68,44.34,1375.52,-52.86
IncomeBeforeTaxProfit_sq,,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1030000,1688000,2478000,1980000,1040000,1534000,2484000,1652000,1490000,-190000,1322000,2334000,646000,420000,1480000,301000,5624000,672000,2337000,1276000,2068000,249000,5000,2900000,-388000,-278000,467000,-516000,380000,-1401000,-1873000,-6567000,-1456000,-6549000,1867000,499000,-252000,-241000,2502000,1207000
IncomeNetProfit_yy,,,,,0.97,-9.12,0.24,-16.57,43.27,-112.39,-46.78,41.28,-56.64,321.05,11.95,-87.10,770.59,60.00,57.91,323.92,-63.23,-62.95,-99.79,127.27,-118.76,-211.65,9240.00,-117.79,197.94,-403.96,-501.07,-1172.67,-483.16,-367.45,199.68,107.60,82.69,96.32,34.01,141.88
IncomeNetProfit_sy,,,,,-23.90,16.28,-43.96,11.82,26.46,31.86,47.72,32.70,120.58,25.00,87.35,60.04,-7.14,-2.90,-13.29,0.50,-8.29,12.69,21.99,18.11,8.53,0.85,-0.50,7.94,-13.74,-14.78,-21.34,-0.82,-28.61,-18.38,24.94,-22.94,8.87,12.09,26.02,6.38
IncomeNetProfit_qq,,63.88,46.80,-20.10,-47.47,47.50,61.93,-33.49,-9.81,-112.75,795.79,76.55,-72.32,-34.98,252.38,-79.66,1768.44,-88.05,247.77,-45.40,62.07,-87.96,-97.99,57900.00,-113.38,28.35,267.99,-210.49,173.64,-468.68,-33.69,-250.61,77.83,-349.79,128.51,-73.27,-150.50,4.37,1138.17,-51.76
IncomeNetProfit_sq,,-47.04,38.41,-29.29,16.04,12.99,-30.04,70.26,-17.34,29.16,-34.46,62.43,38.97,-34.80,25.52,44.86,-5.65,-20.36,-14.11,18.12,6.58,-18.15,-28.48,43.85,-4.50,-26.53,-16.24,-0.46,10.54,-24.18,-32.79,20.12,-4.94,-28.30,-6.28,15.93,28.75,-74.79,88.84,-2.07
IncomeShareholderNetProfit,1030000,1688000,2478000,1980000,1040000,1534000,2484000,1652000,1490000,-190000,1322000,2334000,646000,420000,1600000,348000,5693000,743000,2280000,1301000,2063000,242000,37000,2857000,-407000,-287000,447000,-508000,389000,-1301000,-1866000,-6529000,-1398000,-6518000,1834000,584000,-273000,-302000,2490000,1171000
IncomeShareholderNetProfit_yy,,,,,0.97,-9.12,0.24,-16.57,43.27,-112.39,-46.78,41.28,-56.64,321.05,21.03,-85.09,781.27,76.90,42.50,273.85,-63.76,-67.43,-98.38,119.60,-119.73,-218.60,1108.11,-117.78,195.58,-353.31,-517.45,-1185.24,-459.38,-401.00,198.29,108.94,80.47,95.37,35.77,100.51
IncomeShareholderNetProfit_sy,,,,,-22.51,5.95,-45.38,6.59,27.09,29.64,41.65,32.10,112.42,22.96,84.84,67.90,-7.08,-2.89,-15.56,-2.23,-5.29,19.54,21.99,17.85,5.78,0.49,-1.08,0.10,-16.38,-13.05,-21.34,-0.74,-28.52,-8.74,27.51,-17.73,11.85,-42.07,27.89,5.03
IncomeShareholderNetProfit_qq,,63.88,46.80,-20.10,-47.47,47.50,61.93,-33.49,-9.81,-112.75,795.79,76.55,-72.32,-34.98,280.95,-78.25,1535.92,-86.95,206.86,-42.94,58.57,-88.27,-84.71,7621.62,-114.25,29.48,255.75,-213.65,176.57,-434.45,-43.43,-249.89,78.59,-366.24,128.14,-68.16,-146.75,-10.62,924.50,-52.97
IncomeShareholderNetProfit_sq,,-47.04,38.41,-31.90,12.43,10.06,-22.29,69.64,-17.77,31.29,-33.03,63.07,34.53,-24.42,22.34,46.60,-7.47,-8.46,-15.12,18.12,2.85,-17.42,-28.48,42.50,-4.51,-27.08,-16.13,-3.74,30.73,-25.32,-32.79,32.09,-4.94,-31.30,1.20,16.36,17.84,-74.79,81.54,-2.91
