,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_qq,,-38.64,142.75,-9.44,-21.84,13.73,11.19,135.72,-36.82,-43.16,-105.51,942.96,94.82,-53.41,366.21,10.30,16.85,-81.18,269.43,-40.76,57.20,-82.70,624.60,40.65,60.45,-83.13,-23.63,284.49,114.09,-54.87,49.16,14.53,-53.53,28.35,30.64,-14.05,-37.17,-9.46,1.81,117.81,-95.36,342.31,11.61,66.61,199.40,-73.19,69.45
IncomeGrossProfit_sq,,-1.74,14.34,12.46,-27.55,-11.98,0.98,23.40,6.14,-15.74,-28.86,15.02,-1.62,-37.18,19.76,10.62,29.59,-37.20,41.17,14.46,-23.03,-17.61,22.26,1.76,-25.64,-28.24,30.65,16.78,-15.25,-6.98,51.52,10.60,-8.87,-25.52,21.38,4.86,-14.76,-30.77,30.83,-12.83,16.65,-31.87,-16.02,19.88,10.16,58.34,15.96
IncomeOtherOperatingIncome,3431000,1074000,4328000,1011000,1524000,918000,2017000,2225000,2960000,2354000,2600000,1715000,4330000,960000,1458000,1382000,3181000,480000,1764000,1221000,2606000,1408000,1607000,1063000,3928000,1625000,2298000,1102000,3543000,1576000,2377000,1145000,2737000,3319000,2863000,1683000,8871000,3140000,4474000,2569000,4658000,4496000,2851000,1761000,4128000,2534000,2421000
IncomeOtherOperatingIncome_yy,,,,,-55.58,-14.53,-53.40,120.08,94.23,156.43,28.90,-22.92,46.28,-59.22,-43.92,-19.42,-26.54,-50.00,20.99,-11.65,-18.08,193.33,-8.90,-12.94,50.73,15.41,43.00,3.67,-9.80,-3.02,3.44,3.90,-22.75,110.60,20.45,46.99,224.11,-5.39,56.27,52.64,-47.49,43.18,-36.28,-31.45,-11.38,-43.64,-15.08
IncomeOtherOperatingIncome_sy,,,,,39.55,0.53,18.41,32.50,-20.29,16.98,-6.00,-19.64,23.92,-33.90,-20.81,8.84,-29.12,-16.76,20.50,103.46,-2.02,61.15,22.91,-24.42,50.73,1.98,-10.60,-15.69,18.28,13.57,3.44,-1.36,-22.75,-27.14,-2.74,-33.16,5.34,25.36,23.12,-9.20,-6.66,9.07,-6.14,-23.22,75.07,-0.68,-9.27
IncomeOtherOperatingIncome_qq,,-68.70,302.98,-76.64,50.74,-39.76,119.72,10.31,33.03,-20.47,10.45,-34.04,152.48,-77.83,51.88,-5.21,130.17,-84.91,267.50,-30.78,113.43,-45.97,14.13,-33.85,269.52,-58.63,41.42,-52.05,221.51,-55.52,50.82,-51.83,139.04,21.26,-13.74,-41.22,427.09,-64.60,42.48,-42.58,81.32,-3.48,-36.59,-38.23,134.41,-38.61,-4.46
IncomeOtherOperatingIncome_sq,,-39.30,-9.60,18.47,111.18,-44.93,-6.83,-11.06,35.35,-18.92,6.46,-4.98,113.31,-44.18,8.48,1.59,72.34,-58.90,13.02,72.84,3.36,-37.05,18.14,-9.02,1.11,-24.95,34.65,-10.93,147.28,-55.52,-2.04,11.38,48.90,-33.12,17.13,-16.80,183.20,-20.94,12.86,-30.19,81.32,-41.00,9.96,-30.31,194.70,-70.82,32.06
IncomeOtherOperatingCosts,2025000,86000,357000,206000,3587000,396000,547000,952000,4468000,514000,1404000,7000,3346000,608000,980000,1428000,5140000,510000,1045000,829000,6373000,400000,2065000,1497000,4986000,934000,1542000,903000,4789000,664000,2435000,4909000,5809000,2412000,2781000,3220000,7455000,1684000,3758000,2562000,7205000,1482000,2555000,2098000,7309000,1889000,2955000
IncomeOtherOperatingCosts_yy,,,,,77.14,360.47,53.22,362.14,24.56,29.80,156.67,-99.26,-25.11,18.29,-30.20,20300.00,53.62,-16.12,6.63,-41.95,23.99,-21.57,97.61,80.58,-21.76,133.50,-25.33,-39.68,-3.95,-28.91,57.91,443.63,21.30,263.25,14.21,-34.41,28.34,-30.18,35.13,-20.43,-3.35,-12.00,-32.01,-18.11,1.44,27.46,15.66
IncomeOtherOperatingCosts_sy,,,,,24.08,24.71,43.07,19.04,76.80,26.00,-12.05,69.96,-18.72,13.90,0.43,-5.00,-34.92,-16.12,-26.64,116.57,9.25,62.04,93.40,14.59,9.30,-17.17,-58.93,-51.28,35.93,18.83,36.64,120.86,3.27,-42.72,31.96,-7.02,13.06,61.62,11.21,88.08,-2.82,15.68,18.08,16.59,6.69,11.06,11.93
IncomeOtherOperatingCosts_qq,,-95.75,315.12,-42.30,1641.26,-88.96,38.13,74.04,369.33,-88.50,173.15,-99.50,47700.00,-81.83,61.18,45.71,259.94,-90.08,104.90,-20.67,668.76,-93.72,416.25,-27.51,233.07,-81.27,65.10,-41.44,430.34,-86.13,266.72,101.60,18.33,-58.48,15.30,15.79,131.52,-77.41,123.16,-31.83,181.23,-79.43,72.40,-17.89,248.38,-74.16,56.43
IncomeOtherOperatingCosts_sq,,-74.27,47.18,-27.46,202.41,-70.58,62.38,-59.05,362.90,-53.22,15.89,-36.75,145.55,-42.02,36.00,7.59,187.70,-79.00,84.86,71.04,71.35,-37.85,42.91,-23.08,50.59,-41.76,19.11,-27.12,352.97,-64.96,45.35,-1.44,62.75,-75.92,74.71,-30.71,226.78,-61.31,5.56,-28.69,151.61,-50.38,22.66,-17.89,215.30,-69.23,18.69
IncomeEBIT,3575000,2319000,7202000,3731000,224000,3123000,4362000,8090000,2799000,4288000,1061000,2846000,3201000,1385000,5294000,5266000,4248000,1138000,5034000,2948000,251000,1703000,4578000,6649000,10307000,2608000,2220000,5828000,10805000,6351000,8055000,5528000,1246000,6449000,7322000,4686000,5326000,4996000,4320000,7857000,-2183000,4624000,2093000,2657000,5783000,3048000,3538000
IncomeEBIT_yy,,,,,-93.73,34.67,-39.43,116.83,1149.55,37.30,-75.68,-64.82,14.36,-67.70,398.96,85.03,32.71,-17.83,-4.91,-44.02,-94.09,49.65,-9.06,125.54,4006.37,53.14,-51.51,-12.35,4.83,143.52,262.84,-5.15,-88.47,1.54,-9.10,-15.23,327.45,-22.53,-41.00,67.67,-140.99,-7.45,-51.55,-66.18,364.91,-34.08,69.04
IncomeEBIT_sy,,,,,-13.22,-25.87,7.34,-0.02,68.56,43.05,-17.76,-14.12,-19.94,-60.68,4.45,-5.24,48.70,51.74,52.42,96.93,18.14,77.37,37.83,13.25,-1.83,-19.15,0.37,-5.56,13.20,31.22,12.41,8.70,11.67,-5.06,14.86,-4.48,-8.98,-20.06,4.42,-40.90,-11.12,12.22,-29.59,6.17,12.99,26.82,16.86
IncomeEBIT_qq,,-35.13,210.56,-48.19,-94.00,1294.20,39.67,85.47,-65.40,53.20,-75.26,168.24,12.47,-56.73,282.24,-0.53,-19.33,-73.21,342.36,-41.44,-91.49,578.49,168.82,45.24,55.02,-74.70,-14.88,162.52,85.40,-41.22,26.83,-31.37,-77.46,417.58,13.54,-36.00,13.66,-6.20,-13.53,81.88,-127.78,311.82,-54.74,26.95,117.65,-47.29,16.08
IncomeEBIT_sq,,-26.30,-3.95,36.28,-25.58,-20.39,31.90,27.81,-24.32,21.16,-22.47,-1.42,-6.28,-23.19,15.54,-4.66,5.58,-28.89,29.86,35.23,-24.12,11.71,-2.10,17.22,-23.96,-18.69,16.59,16.65,-7.94,-16.00,24.96,-0.64,-5.22,-24.60,11.57,10.18,-19.46,-39.90,30.32,-13.65,22.20,-18.63,-7.28,22.60,-5.95,12.31,-11.62
IncomeFinanceIncome,2381000,1694000,10448000,-3774000,-2439000,1462000,-151000,687000,2152000,1651000,1733000,114000,-235000,893000,196000,-85000,408000,551000,598000,1511000,-559000,537000,-176000,111000,165000,574000,753000,-190000,397000,414000,408000,1163000,802000,306000,600000,480000,550000,637000,33000,-140000,92000,1674000,-43000,83000,670000,754000,1202000
IncomeFinanceIncome_yy,,,,,-202.44,-13.70,-101.45,118.20,188.23,12.93,1247.68,-83.41,-110.92,-45.91,-88.69,-174.56,273.62,-38.30,205.10,1877.65,-237.01,-2.54,-129.43,-92.65,129.52,6.89,527.84,-271.17,140.61,-27.87,-45.82,712.11,102.02,-26.09,47.06,-58.73,-31.42,108.17,-94.50,-129.17,-83.27,162.79,-230.30,159.29,628.26,-54.96,2895.35
IncomeFinanceIncome_sy,,,,,115.41,2.98,31.28,-13.21,123.40,18.06,8.60,9.19,-0.42,4.21,-2.45,13.90,47.24,-24.40,-7.07,8.86,-48.51,8.16,4.22,-51.36,74.98,-9.42,106.66,-69.84,-66.93,-25.14,-50.16,40.96,117.37,106.72,-38.61,-64.50,-23.25,-49.02,42.25,-6.12,-61.67,,-65.09,67.71,-36.62,-22.08,108.94
IncomeFinanceIncome_qq,,-28.85,516.77,-136.12,35.37,159.94,-110.33,554.97,213.25,-23.28,4.97,-93.42,-306.14,480.00,-78.05,-143.37,580.00,35.05,8.53,152.68,-137.00,196.06,-132.77,163.07,48.65,247.88,31.18,-125.23,308.95,4.28,-1.45,185.05,-31.04,-61.85,96.08,-20.00,14.58,15.82,-94.82,-524.24,165.71,1719.57,-102.57,293.02,707.23,12.54,59.42
IncomeFinanceIncome_sq,,-3.16,11.60,5.60,-38.70,94.06,-22.43,-8.78,141.59,-21.02,6.97,31.36,33.14,24.86,-9.30,-2.94,22.94,35.33,-4.44,64.39,-49.09,26.58,-41.42,42.11,48.65,-25.13,-1.87,-55.64,116.67,32.16,-31.11,13.32,40.32,62.22,-63.95,-20.00,55.50,15.82,27.57,-51.58,11.03,44.44,-32.85,17.03,23.24,12.54,66.67
IncomeFinanceCosts,644000,325000,675000,44000,405000,518000,1819000,1032000,2853000,578000,317000,342000,374000,663000,717000,75000,1080000,432000,500000,1897000,477000,1801000,1190000,1218000,874000,815000,684000,431000,577000,722000,783000,670000,4731000,721000,776000,828000,818000,1139000,240000,1174000,911000,1520000,645000,558000,1863000,1219000,1233000
IncomeFinanceCosts_yy,,,,,-37.11,59.38,169.48,2245.45,604.44,11.58,-82.57,-66.86,-86.89,14.71,126.18,-78.07,188.77,-34.84,-30.26,2429.33,-55.83,316.90,138.00,-35.79,83.23,-54.75,-42.52,-64.61,-33.98,-11.41,14.47,55.45,719.93,-0.14,-0.89,23.58,-82.71,57.98,-69.07,41.79,11.37,33.45,168.75,-52.47,104.50,-19.80,91.16
IncomeFinanceCosts_sy,,,,,45.26,21.05,88.26,-18.45,73.73,151.09,-82.57,74.93,-64.57,-49.04,-72.30,-7.65,53.60,-34.84,109.18,2.91,-4.96,127.39,-13.06,1.69,17.50,-54.75,23.08,-43.34,-41.22,9.81,-23.52,37.54,65.13,23.15,-34.62,-8.50,-12.56,-15.07,34.27,-27.77,11.37,7.19,13.69,-33.28,90.57,-6.08,-21.13
IncomeFinanceCosts_qq,,-49.53,107.69,-93.48,820.45,27.90,251.16,-43.27,176.45,-79.74,-45.16,7.89,9.36,77.27,8.14,-89.54,1340.00,-60.00,15.74,279.40,-74.86,277.57,-33.93,2.35,-28.24,-6.75,-16.07,-36.99,33.87,25.13,8.45,-14.43,606.12,-84.76,7.63,6.70,-1.21,39.24,-78.93,389.17,-22.40,66.85,-57.57,-13.49,233.87,-34.57,1.15
IncomeFinanceCosts_sq,,-39.16,33.79,-17.00,83.24,-29.89,64.35,-43.27,218.51,-17.88,-54.07,28.27,-28.57,50.00,-56.60,112.64,-8.36,-24.38,-11.94,64.63,16.16,39.71,-39.07,56.80,-8.66,-33.92,28.74,-17.17,25.14,19.43,7.17,7.27,14.13,-8.16,-38.16,64.29,34.45,1.38,-6.61,-39.21,78.74,7.76,-9.24,-56.71,261.63,-50.75,16.67
IncomeOtherIncome,39000,24000,-24000,0,-18000,-16000,14000,19000,-9000,1000,-4000,3000,31000,,-30000,12000,-49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,-146.15,-166.67,158.33,,50.00,106.25,-128.57,-84.21,444.44,-100.00,-650.00,300.00,-258.06,,100.00,-100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,-123.08,-133.34,,,75.00,120.68,6.24,-17.93,-100.00,-100.00,-123.08,212.50,100.00,,100.00,-32.12,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,-38.46,-200.00,100.00,,11.11,187.50,35.71,-147.37,111.11,-500.00,175.00,933.33,-100.00,,140.00,-508.33,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,30.77,30610.53,-79.32,,49.00,86.42,19.43,68.57,58.42,-56.24,-64.88,-123.90,100.00,,100.00,-25.02,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,5351000,3712000,16951000,-87000,-2638000,4051000,2406000,7764000,2089000,5362000,2473000,2621000,2623000,1615000,4743000,5118000,3527000,1257000,5132000,2562000,-785000,439000,3212000,5542000,9598000,2367000,2289000,5207000,10625000,6043000,7680000,6021000,-2683000,6034000,7146000,4338000,5058000,4494000,4113000,6543000,-3002000,4778000,1405000,2182000,4590000,2583000,3507000
IncomeNetGrossProfit_yy,,,,,-149.30,9.13,-85.81,9024.14,179.19,32.36,2.78,-66.24,25.56,-69.88,91.79,95.27,34.46,-22.17,8.20,-49.94,-122.26,-65.08,-37.41,116.32,1322.68,439.18,-28.74,-6.04,10.70,155.30,235.52,15.63,-125.25,-0.15,-6.95,-27.95,288.52,-25.52,-42.44,50.83,-159.35,6.32,-65.84,-66.65,252.90,-45.94,149.61
IncomeNetGrossProfit_sy,,,,,-10.98,-2.50,-6.92,-8.35,13.48,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeNetGrossProfit_qq,,-30.63,356.65,-100.51,-2932.18,253.56,-40.61,222.69,-73.09,156.68,-53.88,5.98,0.08,-38.43,193.68,7.91,-31.09,-64.36,308.27,-50.08,-130.64,155.92,631.66,72.54,73.19,-75.34,-3.30,127.48,104.05,-43.12,27.09,-21.60,-144.56,324.90,18.43,-39.29,16.60,-11.15,-8.48,59.08,-145.88,259.16,-70.59,55.30,110.36,-43.73,35.77
IncomeNetGrossProfit_sq,,-22.84,-12.28,54.68,-31.86,43.44,-43.89,52.24,-32.61,20.17,-16.95,10.85,11.82,-31.57,72.29,-20.34,26.87,-27.36,48.96,47.20,-26.26,10.68,22.62,-9.19,-32.11,-15.02,18.24,8.90,-18.25,-26.63,28.52,-1.62,-18.55,-16.24,10.72,8.98,-20.98,-31.61,25.14,-5.30,-14.92,-5.19,-45.34,27.02,-44.47,31.62,-5.53
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,5351000,3712000,16951000,-87000,-2638000,4051000,2406000,7764000,2089000,5362000,2473000,2621000,2623000,1615000,4743000,5118000,3527000,1257000,5132000,2562000,-785000,439000,3212000,5542000,9598000,2367000,2289000,5207000,10625000,6043000,7680000,6021000,-2683000,6034000,7146000,4338000,5058000,4494000,4113000,6543000,-3002000,4778000,1405000,2182000,4590000,2583000,3507000
IncomeBeforeTaxProfit_yy,,,,,-149.30,9.13,-85.81,9024.14,179.19,32.36,2.78,-66.24,25.56,-69.88,91.79,95.27,34.46,-22.17,8.20,-49.94,-122.26,-65.08,-37.41,116.32,1322.68,439.18,-28.74,-6.04,10.70,155.30,235.52,15.63,-125.25,-0.15,-6.95,-27.95,288.52,-25.52,-42.44,50.83,-159.35,6.32,-65.84,-66.65,252.90,-45.94,149.61
IncomeBeforeTaxProfit_sy,,,,,-10.98,-2.50,-6.92,-8.35,13.48,23.78,-2.44,-22.55,8.24,-30.72,17.73,15.67,35.45,42.15,28.55,101.72,46.83,80.68,24.42,-3.54,0.68,-15.14,2.15,-1.92,15.81,20.62,11.36,15.63,8.33,1.75,36.47,-10.74,-4.62,-24.35,-0.35,-21.83,-18.80,27.56,-26.78,2.48,-11.20,12.84,66.95
IncomeBeforeTaxProfit_qq,,-30.63,356.65,-100.51,-2932.18,253.56,-40.61,222.69,-73.09,156.68,-53.88,5.98,0.08,-38.43,193.68,7.91,-31.09,-64.36,308.27,-50.08,-130.64,155.92,631.66,72.54,73.19,-75.34,-3.30,127.48,104.05,-43.12,27.09,-21.60,-144.56,324.90,18.43,-39.29,16.60,-11.15,-8.48,59.08,-145.88,259.16,-70.59,55.30,110.36,-43.73,35.77
