,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit_qq,,200.00,141.42,-22.17,-56.35,91.08,-0.94,41.75,-7.17,58.78,-61.74,-29.67,53.93,500.01,-80.78,261.84,-90.62,2480.44,-77.78,186.90,-96.95,2495.58,-87.08,475.73,-30.84,165.21,-87.41,420.24,-77.88,839.48,-93.12,726.13
IncomeBeforeTaxProfit_sq,,21.09,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-364000,364000,872000,652000,292000,525000,624000,692000,704000,1061000,511000,397000,575000,2524000,568000,1932000,178000,4370000,1076000,3821000,141000,1535000,379000,2247000,632000,4363000,529000,2504000,590000,5524000,291000,2879000
IncomeNetProfit_yy,,,,,180.25,44.41,-28.43,6.09,141.26,102.15,-18.15,-42.63,-18.29,137.86,11.20,386.67,-69.05,73.12,89.44,97.77,-20.79,-64.87,-64.78,-41.19,348.23,184.23,39.58,11.44,-6.65,26.61,-44.99,14.98
IncomeNetProfit_sy,,,,,28.04,34.70,4.78,-36.36,-20.16,15.23,-9.90,110.32,45.07,4.06,18.29,17.52,17.00,8.94,6.69,14.40,26.46,18.74,-9.72,2.76,17.60,-16.72,39.28,2.95,-0.30,2.89,9.83,24.08
IncomeNetProfit_qq,,200.00,139.88,-25.20,-55.28,79.96,18.87,10.89,1.70,50.79,-51.87,-22.28,44.85,338.97,-77.50,240.14,-90.79,2355.06,-75.38,255.11,-96.31,988.65,-75.31,492.88,-71.87,590.35,-87.88,373.35,-76.44,836.27,-94.73,889.35
IncomeNetProfit_sq,,42.53,-22.02,-8.79,2.30,10.65,-15.15,-7.86,2.90,48.89,-39.85,-16.88,14.77,33.02,-32.88,0.38,30.54,24.62,-14.02,-13.22,15.20,19.31,-27.37,15.92,18.56,3.57,-17.83,-10.45,-6.12,0.24,-9.83,29.85
IncomeShareholderNetProfit,-364000,364000,873000,651000,292000,526000,624000,692000,704000,1061000,511000,397000,575000,2524000,568000,1932000,178000,4370000,1076000,3821000,141000,1535000,379000,2247000,632000,4363000,529000,2504000,590000,5524000,298000,2878000
IncomeShareholderNetProfit_yy,,,,,180.25,44.58,-28.52,6.26,141.26,101.90,-18.18,-42.61,-18.29,137.88,11.24,386.45,-69.05,73.12,89.44,97.77,-20.79,-64.87,-64.78,-41.19,348.23,184.23,39.58,11.44,-6.65,26.61,-43.67,14.94
IncomeShareholderNetProfit_sy,,,,,14.56,26.33,16.05,-31.98,-23.10,10.83,-5.68,114.86,45.07,4.06,19.06,15.46,22.26,9.16,6.69,14.40,26.46,20.43,-14.83,-7.72,13.26,-22.66,39.28,3.32,1.23,2.89,8.02,28.08
IncomeShareholderNetProfit_qq,,200.00,140.15,-25.40,-55.21,80.17,18.73,10.90,1.69,50.78,-51.88,-22.22,44.79,338.97,-77.50,240.14,-90.79,2355.06,-75.38,255.11,-96.31,988.65,-75.31,492.88,-71.87,590.35,-87.88,373.35,-76.44,836.27,-94.61,865.77
IncomeShareholderNetProfit_sq,,41.87,-22.00,-7.12,-3.69,13.63,-8.40,-13.34,2.30,49.05,-42.21,-16.88,10.39,30.16,-31.18,-3.97,31.23,28.52,-15.18,-13.66,15.43,21.18,-27.37,20.18,6.16,3.57,-11.06,-10.45,-2.33,0.24,-6.33,29.03
BalanceNoncurrentAssets,,1762000,1640000,1516000,1399000,2730000,3487000,3260000,3109000,6585000,6530000,6713000,7108000,7422000,8165000,48422000,47798000,49003000,49305000,48070000,63083000,64502000,63574000,62141000,61540000,62497000,61655000,60523000,60661000,62545000,59246000,57889000
BalanceNoncurrentAssets_yy,,,,,,54.92,112.65,115.05,122.25,141.26,87.26,105.93,128.60,12.70,25.03,621.36,572.48,560.24,503.86,-0.73,31.98,31.63,28.94,29.27,-2.45,-3.11,-3.02,-2.60,-1.43,0.08,-3.91,-4.35
BalanceNoncurrentAssets_sy,,,,,,7.25,3.66,2.74,8.12,2.49,1.58,2.35,3.46,3.18,6.30,0.34,6.03,7.71,4.60,6.50,6.73,7.42,8.06,6.56,5.88,4.79,7.16,3.72,2.52,3.77,3.72,1.52
BalanceNoncurrentAssets_qq,,,-6.92,-7.57,-7.71,95.11,27.77,-6.53,-4.62,111.80,-0.83,2.79,5.89,4.42,10.01,493.04,-1.29,2.52,0.62,-2.50,31.23,2.25,-1.44,-2.25,-0.97,1.56,-1.35,-1.84,0.23,3.11,-5.27,-2.29
BalanceNoncurrentAssets_sq,,,0.28,0.74,-100.00,2.25,0.01,-0.37,-0.22,0.24,-0.62,1.18,-0.06,0.36,1.44,0.56,1.22,1.19,-0.30,1.67,1.16,1.82,-0.24,1.35,0.48,2.20,0.31,-0.61,0.25,2.70,0.26,1.03
BalanceIntangibleAssets,,644000,566000,480000,394000,347000,263000,177000,93000,3429000,3255000,3276000,3079000,4986000,5026000,26189000,43402000,44524000,44202000,43865000,45313000,46110000,45628000,45148000,44606000,45395000,44800000,44211000,43621000,43049000,44232000,43723000
BalanceIntangibleAssets_yy,,,,,,-46.16,-53.49,-63.18,-76.36,888.28,1136.59,1752.94,3205.68,45.43,54.39,699.38,1309.51,792.98,779.47,67.49,4.40,3.56,3.23,2.92,-1.56,-1.55,-1.81,-2.08,-2.21,-5.17,-1.27,-1.10
BalanceIntangibleAssets_sy,,,,,,4.80,6.37,2.28,-17.62,0.24,0.20,0.04,-0.28,0.78,1.04,-1.83,-0.13,2.14,4.74,3.87,3.13,4.82,2.59,3.92,4.58,3.62,-0.06,6.73,6.44,5.18,-0.12,-0.06
BalanceIntangibleAssets_qq,,,-12.15,-15.15,-17.96,-11.95,-24.12,-32.84,-47.32,3580.67,-5.05,0.64,-6.01,61.92,0.80,421.07,65.73,2.59,-0.72,-0.76,3.30,1.76,-1.05,-1.05,-1.20,1.77,-1.31,-1.31,-1.33,-1.31,2.75,-1.15
BalanceIntangibleAssets_sq,,,-1.13,0.22,-100.00,-3.54,-0.93,-0.23,-1.82,-0.22,-1.51,-0.02,-0.55,-0.20,-0.16,-0.05,0.03,1.00,-0.12,0.14,-0.12,0.13,-0.51,-0.12,-0.24,1.42,-0.20,-0.05,-0.18,1.13,0.04,-0.23
BalanceProperty,,1035000,995000,956000,991000,2267000,2539000,2469000,2402000,2544000,2662000,2824000,2893000,2401000,2433000,3486000,3520000,3422000,4043000,3899000,17460000,17357000,16911000,16167000,16031000,15403000,14835000,14332000,14718000,13933000,13025000,12140000
BalanceProperty_yy,,,,,,118.98,155.20,158.16,142.36,12.20,4.83,14.40,20.45,-5.61,-8.60,23.44,21.67,42.52,66.17,11.85,396.02,407.22,318.28,314.64,-8.18,-11.26,-12.28,-11.35,-8.19,-9.54,-12.20,-15.29
BalanceProperty_sy,,,,,,4.66,10.57,3.65,16.78,2.33,-1.50,0.66,-0.26,3.59,6.39,3.39,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37,-1.10
BalanceProperty_qq,,,-3.89,-3.90,3.64,128.76,12.01,-2.78,-2.71,5.91,4.65,6.09,2.44,-17.01,1.33,43.28,0.98,-2.78,18.15,-3.56,347.81,-0.59,-2.57,-4.40,-0.84,-3.92,-3.69,-3.39,2.69,-5.33,-6.52,-6.79
BalanceProperty_sq,,,-1.04,0.27,-100.00,11.72,-0.50,-0.47,-1.34,-0.90,-0.54,-0.58,-0.13,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24,-1.23
BalanceNoncurrentReceivables,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,21000,18000,18000,14000,15000,614000,614000,614000,456000,456000,456000,456000,28000,28000,18187000,28000,22000,22000,22000,22000,,,,,,,53000,55000,3473000,55000,55000
BalanceNoncurrInvestments_yy,,,,,,-31.78,3312.94,3227.90,4288.07,3013.52,-25.80,-25.85,-25.85,-93.86,-93.86,3892.74,-93.85,-21.43,-21.43,-99.88,-21.43,-100.00,-100.00,-100.00,-100.00,,,,,,,3.77
BalanceNoncurrInvestments_sy,,,,,,-23.71,-8.51,-4.90,-26.09,-9.62,-1.50,-5.74,0.66,-3.02,12.52,45.83,7.32,-6.04,-8.19,-2.94,-6.68,-4.83,-7.94,-9.34,-17.20,,,,,,,-3.77
BalanceNoncurrInvestments_qq,,,-16.12,2.56,-24.16,4.57,4096.24,,,-25.80,,-0.07,,-93.85,,64853.57,-99.85,-21.43,,,,-100.00,,,,,,,3.77,6214.55,-98.42,
