,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses,9084000,90453000,9920000,15893000,13507000,9478000,11174000,12284000,9243000,9747000,6937000,16266000,5875000,4435000,6236000,9494000,5351000,3631000,11570000,-175000,6156000,4772000,4525000,5268000,3834000,3426000,3819000,4352000,4903000,2567000,3830000,3828000,3214000,3938000
IncomeAdministrativExpenses_yy,,,,,48.69,-89.52,12.64,-22.71,-31.57,2.84,-37.92,32.42,-36.44,-54.50,-10.11,-41.63,-8.92,-18.13,85.54,-101.84,15.04,31.42,-60.89,3110.29,-37.72,-28.21,-15.60,-17.39,27.88,-25.07,0.29,-12.04,-34.45,53.41
IncomeAdministrativExpenses_sy,,,,,12.54,4.98,12.64,1.46,-4.86,-1.48,-20.30,-1.89,-7.14,-6.91,1.58,-3.62,3.66,0.68,3.55,9.94,0.61,3.95,-0.07,10.66,2.95,-4.05,2.17,2.84,5.68,8.12,11.50,12.50,14.73,2.54
IncomeAdministrativExpenses_qq,,895.74,-89.03,60.21,-15.01,-29.83,17.89,9.93,-24.76,5.45,-28.83,134.48,-63.88,-24.51,40.61,52.25,-43.64,-32.14,218.65,-101.51,3617.71,-22.48,-5.18,16.42,-27.22,-10.64,11.47,13.96,12.66,-47.64,49.20,-0.05,-16.04,22.53
IncomeAdministrativExpenses_sq,,12.64,-3.34,32.74,-10.42,1.53,4.01,9.93,-19.06,3.00,-14.46,36.06,-23.75,1.45,-2.55,13.08,-15.81,-1.30,-3.19,10.47,-9.95,6.66,-4.74,22.84,-19.49,1.01,-1.25,18.38,-17.89,6.70,-0.85,16.79,-15.28,4.55
IncomeGrossProfit,-4644000,-71186000,-6177000,-3932000,-9552000,-5546000,-20308000,-1127000,-6924000,-13491000,-7070000,-9283000,-5700000,-5481000,-4912000,-5615000,-2011000,-1145000,-8359000,1996000,-2096000,-953000,-448000,-2322000,211000,823000,338000,741000,-735000,1733000,286000,368000,1040000,336000
IncomeGrossProfit_yy,,,,,-105.68,92.21,-228.77,71.34,27.51,-143.26,65.19,-723.69,17.68,59.37,30.52,39.51,64.72,79.11,-70.18,135.55,-4.23,16.77,94.64,-216.33,110.07,186.36,175.45,131.91,-448.34,110.57,-15.38,-50.34,241.50,-80.61
IncomeGrossProfit_sy,,,,,-16.57,-20.97,26.06,54.98,12.36,-9.72,-11.25,-76.32,7.91,27.59,1.08,30.43,-9.34,-18.41,6.56,15.32,20.08,15.36,-1.64,0.12,10.04,25.95,16.95,59.25,21.26,12.22,2.61,-2.83,23.07,25.24
IncomeGrossProfit_qq,,-1432.85,91.32,36.34,-142.93,41.94,-266.17,94.45,-514.37,-94.84,47.59,-31.30,38.60,3.84,10.38,-14.31,64.19,43.06,-630.04,123.88,-205.01,54.53,52.99,-418.30,109.09,290.05,-58.93,119.23,-199.19,335.78,-83.50,28.67,182.61,-67.69
IncomeGrossProfit_sq,,-8.10,-33.70,26.49,-11.28,4.07,42.60,7.00,-59.83,9.73,4.27,-5.52,-4.24,5.88,-8.52,-15.94,10.01,0.62,8.56,0.18,-11.96,-3.03,13.61,0.30,-3.51,3.36,3.18,106.69,-25.26,5.62,-8.98,47.44,2.46,6.72
IncomeOtherOperatingIncome,-15066000,29294000,-26018000,36445000,175000,74000,2000,392000,-4694000,5272000,-8940000,441000,608000,1097000,-574000,-525000,5000,11000,289000,114884000,-6319000,7966000,847000,62408000,207000,5079000,-2775000,2598000,-7609000,-709000,8059000,15784000,12334000,15932000
IncomeOtherOperatingIncome_yy,,,,,101.16,-99.75,100.01,-98.92,-2782.29,7024.32,-447100.00,12.50,112.95,-79.19,93.58,-219.05,-99.18,-99.00,150.35,21982.67,-126480.00,72318.18,193.08,-45.68,103.28,-36.24,-427.63,-95.84,-3775.85,-113.96,390.41,507.54,262.10,2347.11
IncomeOtherOperatingIncome_sy,,,,,59.90,-68.74,112.22,-76.60,-27.36,55.56,-44.73,12.50,21.69,-20.35,27.60,-67.51,-45.37,-61.07,97.08,109.01,-25.29,111.08,-57.31,-20.96,61.05,7.69,-9.43,19.46,-6.69,-30.16,-11.11,-29.98,55.50,30.58
IncomeOtherOperatingIncome_qq,,294.44,-188.82,240.08,-99.52,-57.71,-97.30,19500.00,-1297.45,212.31,-269.58,104.93,37.87,80.43,-152.32,8.54,100.95,120.00,2527.27,39652.25,-105.50,226.06,-89.37,7268.12,-99.67,2353.62,-154.64,193.62,-392.88,90.68,1236.67,95.86,-21.86,29.17
IncomeOtherOperatingIncome_sq,,142.86,-75.14,509.51,-56.84,-11.54,-41.94,-38.18,-72.89,95.18,-40.71,41.03,-10.81,20.07,-37.50,71.43,16.99,-36.70,85.74,79.34,-72.86,61.65,-35.58,140.00,-45.48,90.17,-52.68,172.85,-65.83,37.92,-7.04,173.77,-25.88,45.39
IncomeOtherOperatingCosts,,17765000,,,162000,2846000,-14670000,226372000,,93442000,-8677000,39434000,-2406000,-92000,3078000,12719000,878000,1894000,-60499000,,,83000,130000,698000,-446000,2613000,2325000,-8172000,-2907000,-5635000,-257000,1168000,-196000,9423000
IncomeOtherOperatingCosts_yy,,,,,,-83.98,,,-100.00,3183.27,40.85,-82.58,,-100.10,135.47,-67.75,136.49,2158.70,-2065.53,-100.00,-100.00,-95.62,100.21,,,3048.19,1688.46,-1270.77,-551.79,-315.65,-111.05,114.29,93.26,267.22
IncomeOtherOperatingCosts_sy,,,,,,-23.30,,,9.59,21.24,-9.12,-30.74,,-18.10,53.36,-23.31,12.29,-46.14,-21.46,103.00,13.74,2.00,-0.65,,,10.55,13.95,20.50,-0.45,4.98,-11.60,-42.26,8.40,-27.00
IncomeOtherOperatingCosts_qq,,,-100.00,,,1656.79,-615.46,1643.09,-100.00,,-109.29,554.47,-106.10,96.18,3445.65,313.22,-93.10,115.72,-3294.24,100.00,,,56.63,436.92,-163.90,685.87,-11.02,-451.48,64.43,-93.84,95.44,554.47,-116.78,4907.65
IncomeOtherOperatingCosts_sq,,,-38.84,,,20.52,16.86,155.18,-75.87,,-34.96,116.06,-54.76,96.18,-15.06,60.80,-36.45,-0.36,19.40,149.91,,,0.41,89.33,-67.01,26.08,-8.70,271.95,-81.63,29.84,-45.16,122.47,-66.26,12.72
IncomeEBIT,-19710000,-59657000,-27910000,32513000,-9539000,-8318000,-5636000,-227107000,-11618000,-101661000,-7333000,-48276000,-2686000,-4292000,-8564000,-18859000,-2884000,-3028000,52429000,59153000,-8415000,6930000,269000,59388000,864000,3289000,-4762000,11511000,-5437000,6659000,8602000,14984000,13570000,6845000
IncomeEBIT_yy,,,,,51.60,86.06,79.81,-798.51,-21.79,-1122.18,-30.11,78.74,76.88,95.78,-16.79,60.94,-7.37,29.45,712.20,413.66,-191.78,328.86,-99.49,0.40,110.27,-52.54,-1870.26,-80.62,-729.28,102.46,280.64,30.17,349.59,2.79
IncomeEBIT_sy,,,,,3.46,-21.30,70.48,16.81,-65.29,-21.14,-70.12,0.48,76.88,-32.76,3.09,-33.81,-72.46,-52.73,26.05,51.89,16.34,99.93,-14.89,13.12,42.31,46.57,-24.46,42.28,-21.30,-5.86,48.66,-34.94,54.08,23.04
IncomeEBIT_qq,,-202.67,53.22,216.49,-129.34,12.80,32.24,-3929.58,94.88,-775.03,92.79,-558.34,94.44,-59.79,-99.53,-120.21,84.71,-4.99,1831.47,12.82,-114.23,182.35,-96.12,21977.32,-98.55,280.67,-244.79,341.73,-147.23,222.48,29.18,74.19,-9.44,-49.56
IncomeEBIT_sq,,70.09,-46.05,109.30,-24.61,6.83,51.18,-58.11,-60.73,110.92,-25.85,-56.63,70.86,-5.43,-35.51,11.81,42.38,-27.88,95.00,-11.52,-16.33,21.89,-12.72,15.92,-41.76,34.91,-25.90,170.71,-69.86,53.59,15.43,51.40,-30.78,23.09
IncomeFinanceIncome,24935000,-25651000,20830000,2866000,150000,391000,4495000,169000,9638000,-626000,480000,-452000,156000,100000,71000,582000,82000,74000,300000,9278000,39109000,-32242000,1966000,-207000,2999000,1974000,284000,2889000,7279000,-1343000,-1619000,3649000,366000,363000
IncomeFinanceIncome_yy,,,,,-99.40,101.52,-78.42,-94.10,6325.33,-260.10,-89.32,-367.46,-98.38,115.97,-85.21,228.76,-47.44,-26.00,322.54,1494.16,47593.90,-43670.27,555.33,-102.23,-92.33,106.12,-85.55,1495.65,142.71,-168.03,-670.07,26.31,-94.97,127.03
IncomeFinanceIncome_sy,,,,,-40.00,11.05,-30.24,72.39,37.69,-49.48,-0.49,-15.88,-67.33,2.03,-82.36,-45.85,-17.04,-17.20,-5.08,49.11,95.99,-15.74,-1.89,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,19.55,-19.18,-0.93
IncomeFinanceIncome_qq,,-202.87,181.21,-86.24,-94.77,160.67,1049.62,-96.24,5602.96,-106.50,176.68,-194.17,134.51,-35.90,-29.00,719.72,-85.91,-9.76,305.41,2992.67,321.52,-182.44,106.10,-110.53,1548.79,-34.18,-85.61,917.25,151.96,-118.45,-20.55,325.39,-89.97,-0.82
IncomeFinanceIncome_sq,,35.78,66.04,-3.46,80.21,29.45,7.96,-8.43,-23.80,-49.13,100.10,-29.29,-36.96,-5.71,-27.84,50.00,45.88,10.00,-30.26,25.62,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,31.66,-12.08,-32.46,74.12,-50.65,1.27
IncomeFinanceCosts,1747000,33389000,-2918000,487000,1827000,1295000,3886000,1956000,1894000,1113000,940000,1744000,2581000,4690000,-1020000,791000,2235000,1555000,1946000,4810000,3665000,3839000,2715000,3161000,5639000,6065000,-1096000,5967000,9597000,188000,2932000,1698000,2145000,5020000
IncomeFinanceCosts_yy,,,,,4.58,-96.12,233.17,301.64,3.67,-14.05,-75.81,-10.84,36.27,321.38,-208.51,-54.64,-13.41,-66.84,290.78,508.09,63.98,146.88,39.52,-34.28,53.86,57.98,-140.37,88.77,70.19,-96.90,367.52,-71.54,-77.65,2570.21
IncomeFinanceCosts_sy,,,,,10.46,0.35,111.50,21.27,5.05,-12.18,-25.74,-9.22,8.02,18.39,-28.02,-39.63,-17.30,-5.58,20.69,6.19,-20.37,-4.13,0.40,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,1811.21,-108.74,116.69,275.15,-29.12,200.08,-49.67,-3.17,-41.24,-15.54,85.53,47.99,81.71,-121.75,177.55,182.55,-30.43,25.14,147.17,-23.80,4.75,-29.28,16.43,78.39,7.55,-118.07,644.43,60.83,-98.04,1459.57,-42.09,26.33,134.03
IncomeFinanceCosts_sq,,13.67,-18.03,120.28,0.69,-5.61,13.82,-14.72,-10.71,-21.61,-3.95,23.97,19.21,27.54,-50.30,54.10,7.83,2.38,-7.10,59.52,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,0,,,,-32257000,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,3478000,-118696000,-4162000,34892000,-11216000,-9222000,-5027000,-261151000,-3874000,-103400000,-7793000,-50472000,-5111000,-8882000,-7473000,-19068000,-5037000,-4509000,50783000,63621000,27029000,-29151000,-480000,56020000,-1776000,-802000,-3382000,8433000,-7755000,5128000,4051000,16935000,11791000,2188000
IncomeNetGrossProfit_yy,,,,,-422.48,92.23,-20.78,-848.46,65.46,-1021.23,-55.02,80.67,-31.93,91.41,4.11,62.22,1.45,49.23,779.55,433.65,636.61,-546.51,-100.95,-11.95,-106.57,97.25,-604.58,-84.95,-336.66,739.40,219.78,100.82,252.04,-57.33
IncomeNetGrossProfit_sy,,,,,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,-3512.78,96.49,938.35,-132.14,17.78,45.49,-5094.97,98.52,-2569.08,92.46,-547.66,89.87,-73.78,15.86,-155.16,73.58,10.48,1226.26,25.28,-57.52,-207.85,98.35,11770.83,-103.17,54.84,-321.70,349.35,-191.96,166.13,-21.00,318.04,-30.37,-81.44
IncomeNetGrossProfit_sq,,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3478000,-118696000,-4162000,34892000,-11216000,-9222000,-5027000,-261151000,-3874000,-103400000,-7793000,-50472000,-5111000,-8882000,-7473000,-19068000,-5037000,-4509000,50783000,63621000,27029000,-29151000,-480000,56020000,-1776000,-802000,-3382000,8433000,-7755000,5128000,4051000,16935000,11791000,2188000
IncomeBeforeTaxProfit_yy,,,,,-422.48,92.23,-20.78,-848.46,65.46,-1021.23,-55.02,80.67,-31.93,91.41,4.11,62.22,1.45,49.23,779.55,433.65,636.61,-546.51,-100.95,-11.95,-106.57,97.25,-604.58,-84.95,-336.66,739.40,219.78,100.82,252.04,-57.33
IncomeBeforeTaxProfit_sy,,,,,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,-3512.78,96.49,938.35,-132.14,17.78,45.49,-5094.97,98.52,-2569.08,92.46,-547.66,89.87,-73.78,15.86,-155.16,73.58,10.48,1226.26,25.28,-57.52,-207.85,98.35,11770.83,-103.17,54.84,-321.70,349.35,-191.96,166.13,-21.00,318.04,-30.37,-81.44
IncomeBeforeTaxProfit_sq,,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,17207000,259190000,-15394000,30267000,-12565000,-10162000,-4281000,-259190000,-2606000,-102367000,-7173000,-50698000,-5588000,-11422000,-6585000,-19466000,-5315000,-3987000,52953000,60843000,28716000,-29564000,-841000,48037000,-2102000,-1566000,-3168000,2980000,-6755000,2785000,3021000,3187000,10755000,7776000
IncomeNetProfit_yy,,,,,-173.02,-103.92,72.19,-956.35,79.26,-907.35,-67.55,80.44,-114.43,88.84,8.20,61.60,4.89,65.09,904.15,412.56,640.28,-641.51,-101.59,-21.05,-107.32,94.70,-276.69,-93.80,-221.36,277.84,195.36,6.95,259.22,179.21
IncomeNetProfit_sy,,,,,-8.36,-27.13,-53.02,56.14,-51.06,-39.96,-67.55,-11.50,78.53,-49.15,47.88,-13.16,-70.86,-48.66,-10.47,14.01,32.93,84.25,15.48,51.39,54.90,74.51,14.18,5.42,5.02,11.68,44.06,-14.19,44.78,20.03
IncomeNetProfit_qq,,1406.31,-105.94,296.62,-141.51,19.12,57.87,-5954.43,98.99,-3828.13,92.99,-606.79,88.98,-104.40,42.35,-195.61,72.70,24.99,1428.14,14.90,-52.80,-202.95,97.16,5811.89,-104.38,25.50,-102.30,194.07,-326.68,141.23,8.47,5.49,237.46,-27.70
IncomeNetProfit_sq,,-5.40,65.56,0.21,-17.66,12.03,57.87,-16.13,-46.38,36.40,-7.34,-45.73,-17.78,-62.86,26.64,7.40,24.88,24.26,82.52,-17.29,7.26,15.62,17.13,85.44,-57.27,23.52,-10.41,165.17,-66.45,73.45,-1.63,30.86,-32.24,-2.23
IncomeShareholderNetProfit,17207000,259190000,-15394000,30267000,-12565000,-10162000,-4281000,-259190000,-2606000,-102367000,-7173000,-50698000,-5588000,-11422000,-6585000,-19466000,-5315000,-3987000,52953000,60843000,28716000,-29564000,-841000,48037000,-2102000,-1566000,-3168000,2980000,-6755000,2785000,3021000,3187000,10755000,7776000
IncomeShareholderNetProfit_yy,,,,,-173.02,-103.92,72.19,-956.35,79.26,-907.35,-67.55,80.44,-114.43,88.84,8.20,61.60,4.89,65.09,904.15,412.56,640.28,-641.51,-101.59,-21.05,-107.32,94.70,-276.69,-93.80,-221.36,277.84,195.36,6.95,259.22,179.21
IncomeShareholderNetProfit_sy,,,,,-7.47,-27.26,-51.74,56.36,-48.39,-20.47,-70.24,-16.36,78.53,-49.15,67.04,-13.16,-64.85,-48.66,-12.17,13.85,27.26,75.17,20.02,41.42,46.07,74.50,7.03,5.42,5.02,11.68,44.06,-5.10,44.88,10.99
IncomeShareholderNetProfit_qq,,1406.31,-105.94,296.62,-141.51,19.12,57.87,-5954.43,98.99,-3828.13,92.99,-606.79,88.98,-104.40,42.35,-195.61,72.70,24.99,1428.14,14.90,-52.80,-202.95,97.16,5811.89,-104.38,25.50,-102.30,194.07,-326.68,141.23,8.47,5.49,237.46,-27.70
IncomeShareholderNetProfit_sq,,-5.40,49.44,-7.24,-17.72,19.12,57.87,6.56,-25.16,10.43,-12.28,-45.73,-17.68,-63.90,35.86,2.09,24.88,8.44,71.56,-14.28,1.50,15.62,17.13,85.44,-57.27,23.52,-10.42,165.70,-66.88,73.45,-3.66,37.18,-35.04,-7.42
BalanceNoncurrentAssets,,786367000,,813579000,817137000,815203000,,560844000,555225000,424042000,,439174000,445015000,431996000,428589000,447304000,448148000,447940000,510134000,585907000,622682000,606073000,608480000,667182000,667670000,603734000,597121000,592502000,561633000,566710000,579796000,536455000,506239000,512388000
BalanceNoncurrentAssets_yy,,,,,,3.67,,-31.06,-32.05,-47.98,,-21.69,-19.85,1.88,,1.85,0.70,3.69,19.03,30.99,38.95,35.30,19.28,13.87,7.22,-0.39,-1.87,-11.19,-15.88,-6.13,-2.90,-9.46,-9.86,-9.59
BalanceNoncurrentAssets_sy,,,,,,7.81,,10.25,5.96,9.03,,-0.23,7.14,6.20,,2.96,6.09,3.69,0.79,0.21,0.64,4.15,0.28,-3.38,-3.12,-1.81,-1.08,1.85,-0.61,-1.73,-1.45,3.43,6.44,4.34
BalanceNoncurrentAssets_qq,,,-100.00,,0.44,-0.24,-100.00,,-1.00,-23.63,-100.00,,1.33,-2.93,-0.79,4.37,0.19,-0.05,13.88,14.85,6.28,-2.67,0.40,9.65,0.07,-9.58,-1.10,-0.77,-5.21,0.90,2.31,-7.48,-5.63,1.21
BalanceNoncurrentAssets_sq,,,-100.00,,0.57,1.14,-100.00,,-1.70,2.42,-4.87,,1.77,3.10,0.22,0.23,0.44,,0.56,0.07,-0.12,0.79,0.40,0.13,0.86,1.20,-0.30,1.05,-0.89,1.89,1.78,1.19,0.80,0.70
BalanceIntangibleAssets,,52266000,,49825000,50409000,50026000,,23062000,21661000,5000,,137000,128000,121000,114000,108000,114000,107000,99000,92000,84000,76000,68000,60000,53000,45000,37000,30000,22000,15000,8000,3000,2000,2000
BalanceIntangibleAssets_yy,,,,,,-4.29,,-53.71,-57.03,-99.99,,-99.41,-99.41,2320.00,,-21.17,-10.94,-11.57,-13.16,-14.81,-26.32,-28.97,-31.31,-34.78,-36.90,-40.79,-45.59,-50.00,-58.49,-66.67,-78.38,-90.00,-90.91,-86.67
BalanceIntangibleAssets_sy,,,,,,-4.08,,-1.15,-4.85,-7.50,,-7.52,-7.26,-0.46,,-11.78,-10.94,-17.12,-19.46,-15.12,-20.53,-25.05,-14.72,-23.96,-9.23,-6.34,-10.21,-0.20,-0.47,-0.44,-0.24,-0.52,-0.46,0.01
BalanceIntangibleAssets_qq,,,-100.00,,1.17,-0.76,-100.00,,-6.07,-99.98,-100.00,,-6.57,-5.47,-5.79,-5.26,5.56,-6.14,-7.48,-7.07,-8.70,-9.52,-10.53,-11.76,-11.67,-15.09,-17.78,-18.92,-26.67,-31.82,-46.67,-62.50,-33.33,
BalanceIntangibleAssets_sq,,,-100.00,,,-0.64,-100.00,,-1.58,-2.24,-14.29,,-6.34,-1.63,-3.94,-6.37,-0.24,-5.57,-2.84,-0.87,-3.94,-0.44,-1.22,-5.88,-0.13,-0.92,-0.05,-0.04,-1.48,-0.48,,-0.34,-0.19,
BalanceProperty,,722377000,,755283000,757191000,756211000,,535436000,531704000,422067000,,438994000,441470000,428516000,425309000,443646000,444502000,444089000,506397000,582300000,618351000,589849000,591651000,652058000,652217000,573636000,569286000,559535000,535316000,543099000,511870000,472449000,444405000,449332000
BalanceProperty_yy,,,,,,4.68,,-29.11,-29.78,-44.19,,-18.01,-16.97,1.53,,1.06,0.69,3.63,19.07,31.25,39.11,32.82,16.84,11.98,5.48,-2.75,-3.78,-14.19,-17.92,-5.32,-10.09,-15.56,-16.98,-17.27
